Date,SINGAPORE GROWTH Standard (Large+Mid Cap)
2002-04-29,923.403
2002-04-30,921.1
2002-05-01,922.083
2002-05-02,927.805
2002-05-03,938.844
2002-05-06,925.283
2002-05-07,922.079
2002-05-08,929.381
2002-05-09,924.092
2002-05-10,930.614
2002-05-13,931.25
2002-05-14,932.748
2002-05-15,932.424
2002-05-16,928.825
2002-05-17,931.665
2002-05-20,928.496
2002-05-21,934.611
2002-05-22,938.627
2002-05-23,923.584
2002-05-24,925.549
2002-05-27,926.213
2002-05-28,918.748
2002-05-29,908.35
2002-05-30,915.511
2002-05-31,922.922
2002-06-03,926.627
2002-06-04,913.145
2002-06-05,911.766
2002-06-06,909.69
2002-06-07,910.409
2002-06-10,912.964
2002-06-11,912.645
2002-06-12,901.179
2002-06-13,899.025
2002-06-14,878.786
2002-06-17,872.181
2002-06-18,873.286
2002-06-19,859.695
2002-06-20,866.79
2002-06-21,850.345
2002-06-24,845.756
2002-06-25,867.165
2002-06-26,843.796
2002-06-27,846.689
2002-06-28,865.659
2002-07-01,864.357
2002-07-02,863.668
2002-07-03,880.169
2002-07-04,888.888
2002-07-05,920.831
2002-07-08,912.164
2002-07-09,934.854
2002-07-10,924.436
2002-07-11,908.804
2002-07-12,919.872
2002-07-15,916.645
2002-07-16,904.53
2002-07-17,904.018
2002-07-18,896.437
2002-07-19,886.043
2002-07-22,865.493
2002-07-23,881.66
2002-07-24,849.269
2002-07-25,846.689
2002-07-26,825.729
2002-07-29,830.771
2002-07-30,838.769
2002-07-31,831.339
2002-08-01,829.956
2002-08-02,829.759
2002-08-05,813.009
2002-08-06,796.424
2002-08-07,816.353
2002-08-08,807.206
2002-08-09,808.583
2002-08-12,815.926
2002-08-13,837.872
2002-08-14,845.152
2002-08-15,834.936
2002-08-16,830.998
2002-08-19,832.293
2002-08-20,837.171
2002-08-21,847.574
2002-08-22,848.381
2002-08-23,843.203
2002-08-26,837.891
2002-08-27,839.793
2002-08-28,838.795
2002-08-29,833.574
2002-08-30,821.503
2002-09-02,793.969
2002-09-03,794.9
2002-09-04,799.47
2002-09-05,786.735
2002-09-06,787.12
2002-09-09,779.008
2002-09-10,787.21
2002-09-11,783.004
2002-09-12,778.513
2002-09-13,771.24
2002-09-16,773.024
2002-09-17,784.666
2002-09-18,766.357
2002-09-19,779.696
2002-09-20,768.661
2002-09-23,761.564
2002-09-24,744.974
2002-09-25,731.331
2002-09-26,736.257
2002-09-27,741.071
2002-09-30,727.656
2002-10-01,728.363
2002-10-02,728.017
2002-10-03,731.995
2002-10-04,738.958
2002-10-07,735.548
2002-10-08,744.259
2002-10-09,735.62
2002-10-10,720.427
2002-10-11,731.478
2002-10-14,729.639
2002-10-15,753.781
2002-10-16,766.07
2002-10-17,787.874
2002-10-18,781.038
2002-10-21,776.719
2002-10-22,775.49
2002-10-23,791.591
2002-10-24,787.676
2002-10-25,792.047
2002-10-28,785.865
2002-10-29,783.353
2002-10-30,781.343
2002-10-31,789.741
2002-11-01,769.987
2002-11-04,770.701
2002-11-05,783.72
2002-11-06,789.424
2002-11-07,777.131
2002-11-08,777.506
2002-11-11,771.528
2002-11-12,769.977
2002-11-13,759.088
2002-11-14,764.459
2002-11-15,783.808
2002-11-18,776.397
2002-11-19,766.066
2002-11-20,752.053
2002-11-21,763.94
2002-11-22,781.146
2002-11-25,779.645
2002-11-26,773.08
2002-11-27,768.185
2002-11-28,781.391
2002-11-29,770.62
2002-12-02,771.016
2002-12-03,769.006
2002-12-04,759.792
2002-12-05,756.906
2002-12-06,760.5
2002-12-09,747.24
2002-12-10,755.255
2002-12-11,756.947
2002-12-12,763.447
2002-12-13,760.753
2002-12-16,757.82
2002-12-17,750.31
2002-12-18,746.209
2002-12-19,761.087
2002-12-20,749.008
2002-12-23,754.02
2002-12-24,753.188
2002-12-25,753.188
2002-12-26,749.458
2002-12-27,757.084
2002-12-30,751.142
2002-12-31,757.979
2003-01-01,757.979
2003-01-02,749.542
2003-01-03,745.332
2003-01-06,748.768
2003-01-07,735.087
2003-01-08,748.326
2003-01-09,752.515
2003-01-10,758.46
2003-01-13,778.451
2003-01-14,793.706
2003-01-15,785.496
2003-01-16,784.019
2003-01-17,773.066
2003-01-20,772.132
2003-01-21,773.536
2003-01-22,778.071
2003-01-23,776.089
2003-01-24,774.265
2003-01-27,755.851
2003-01-28,763.932
2003-01-29,740.037
2003-01-30,726.526
2003-01-31,725.784
2003-02-03,724.646
2003-02-04,723.058
2003-02-05,721.49
2003-02-06,721.915
2003-02-07,720.402
2003-02-10,713.737
2003-02-11,719.488
2003-02-12,717.416
2003-02-13,704.339
2003-02-14,710.451
2003-02-17,725.367
2003-02-18,723.918
2003-02-19,733.909
2003-02-20,740.447
2003-02-21,743.287
2003-02-24,742.212
2003-02-25,730.712
2003-02-26,729.233
2003-02-27,720.973
2003-02-28,718.363
2003-03-03,723.608
2003-03-04,714.522
2003-03-05,717.191
2003-03-06,697.386
2003-03-07,684.086
2003-03-10,674.96
2003-03-11,678.056
2003-03-12,687.27
2003-03-13,683.839
2003-03-14,694.155
2003-03-17,689.174
2003-03-18,712.447
2003-03-19,715.157
2003-03-20,735.232
2003-03-21,745.536
2003-03-24,729.932
2003-03-25,742.444
2003-03-26,746.907
2003-03-27,744.152
2003-03-28,748.796
2003-03-31,720.911
2003-04-01,727.314
2003-04-02,741.083
2003-04-03,736.838
2003-04-04,742.228
2003-04-07,750.313
2003-04-08,737.063
2003-04-09,728.521
2003-04-10,732.635
2003-04-11,736.57
2003-04-14,730.977
2003-04-15,735.94
2003-04-16,736.89
2003-04-17,732.715
2003-04-18,732.715
2003-04-21,725.691
2003-04-22,723.407
2003-04-23,715.395
2003-04-24,704.96
2003-04-25,693.103
2003-04-28,701.092
2003-04-29,726.856
2003-04-30,728.505
2003-05-01,731.456
2003-05-02,737.149
2003-05-05,757.606
2003-05-06,756.132
2003-05-07,750.701
2003-05-08,756.428
2003-05-09,749.585
2003-05-12,761.894
2003-05-13,756.955
2003-05-14,755.32
2003-05-15,761.157
2003-05-16,755.36
2003-05-19,747.71
2003-05-20,750.577
2003-05-21,745.78
2003-05-22,758.656
2003-05-23,764.453
2003-05-26,774.497
2003-05-27,768.868
2003-05-28,772.016
2003-05-29,776.289
2003-05-30,780.135
2003-06-02,803.343
2003-06-03,806.852
2003-06-04,822.259
2003-06-05,845.778
2003-06-06,845.626
2003-06-09,853.052
2003-06-10,846.501
2003-06-11,844.557
2003-06-12,868.935
2003-06-13,874.248
2003-06-16,867.046
2003-06-17,881.01
2003-06-18,875.499
2003-06-19,893.319
2003-06-20,893.243
2003-06-23,874.417
2003-06-24,856.629
2003-06-25,857.662
2003-06-26,839.699
2003-06-27,854.975
2003-06-30,836.176
2003-07-01,839.719
2003-07-02,853.28
2003-07-03,862.995
2003-07-04,865.115
2003-07-07,877.076
2003-07-08,877.991
2003-07-09,882.924
2003-07-10,878.26
2003-07-11,893.248
2003-07-14,910.359
2003-07-15,910.867
2003-07-16,915.085
2003-07-17,906.908
2003-07-18,903.16
2003-07-21,899.961
2003-07-22,887.349
2003-07-23,890.004
2003-07-24,894.07
2003-07-25,902.537
2003-07-28,913.552
2003-07-29,910.648
2003-07-30,907.933
2003-07-31,892.504
2003-08-01,894.477
2003-08-04,887.47
2003-08-05,865.351
2003-08-06,871.14
2003-08-07,887.037
2003-08-08,884.817
2003-08-11,895.462
2003-08-12,902.772
2003-08-13,913.349
2003-08-14,919.93
2003-08-15,921.533
2003-08-18,937.715
2003-08-19,936.502
2003-08-20,934.883
2003-08-21,947.58
2003-08-22,948.717
2003-08-25,935.922
2003-08-26,914.177
2003-08-27,916.529
2003-08-28,921.375
2003-08-29,920.296
2003-09-01,928.336
2003-09-02,918.86
2003-09-03,927.121
2003-09-04,924.957
2003-09-05,930.392
2003-09-08,927.208
2003-09-09,901.518
2003-09-10,899.333
2003-09-11,913.375
2003-09-12,906.971
2003-09-15,909.398
2003-09-16,909.216
2003-09-17,918.532
2003-09-18,919.685
2003-09-19,918.548
2003-09-22,925.729
2003-09-23,927.968
2003-09-24,950.319
2003-09-25,946.182
2003-09-26,944.712
2003-09-29,942.813
2003-09-30,942.003
2003-10-01,940.501
2003-10-02,949.731
2003-10-03,966.539
2003-10-06,994.836
2003-10-07,1000.929
2003-10-08,1004.031
2003-10-09,1005.846
2003-10-10,1011.886
2003-10-13,1016.823
2003-10-14,994.607
2003-10-15,1012.257
2003-10-16,1021.661
2003-10-17,1028.584
2003-10-20,1024.924
2003-10-21,1033.572
2003-10-22,1027.87
2003-10-23,998.751
2003-10-24,999.772
2003-10-27,985.696
2003-10-28,1005.558
2003-10-29,1003.928
2003-10-30,1001.583
2003-10-31,1002.134
2003-11-03,1016.671
2003-11-04,1029.322
2003-11-05,1025.176
2003-11-06,1017.271
2003-11-07,1018.75
2003-11-10,1007.756
2003-11-11,978.583
2003-11-12,992.45
2003-11-13,1008.347
2003-11-14,1000.987
2003-11-17,972.754
2003-11-18,979.288
2003-11-19,966.922
2003-11-20,963.597
2003-11-21,956.897
2003-11-24,964.645
2003-11-25,964.645
2003-11-26,973.078
2003-11-27,977.254
2003-11-28,993.163
2003-12-01,1011.517
2003-12-02,1000.856
2003-12-03,1005.61
2003-12-04,1002.811
2003-12-05,1007.5
2003-12-08,1005.151
2003-12-09,996.894
2003-12-10,997.32
2003-12-11,1001.43
2003-12-12,1002.276
2003-12-15,1010.893
2003-12-16,1006.714
2003-12-17,998.032
2003-12-18,989.99
2003-12-19,990.766
2003-12-22,995.342
2003-12-23,998.274
2003-12-24,998.902
2003-12-25,998.902
2003-12-26,1002.391
2003-12-29,1015.997
2003-12-30,1031.039
2003-12-31,1035.101
2004-01-01,1035.101
2004-01-02,1047.439
2004-01-05,1062.824
2004-01-06,1054.991
2004-01-07,1073.655
2004-01-08,1074.843
2004-01-09,1081.449
2004-01-12,1072.3
2004-01-13,1082.747
2004-01-14,1081.394
2004-01-15,1067.122
2004-01-16,1069.071
2004-01-19,1074.999
2004-01-20,1088.067
2004-01-21,1110.448
2004-01-22,1114.855
2004-01-23,1113.166
2004-01-26,1117.339
2004-01-27,1114.779
2004-01-28,1094.241
2004-01-29,1075.832
2004-01-30,1088.418
2004-02-02,1089.148
2004-02-03,1083.443
2004-02-04,1076.306
2004-02-05,1071.129
2004-02-06,1082.285
2004-02-09,1109.899
2004-02-10,1099.459
2004-02-11,1103.387
2004-02-12,1092.856
2004-02-13,1091.203
2004-02-16,1086.92
2004-02-17,1101.68
2004-02-18,1095.338
2004-02-19,1090.772
2004-02-20,1092.582
2004-02-23,1092.403
2004-02-24,1091.526
2004-02-25,1088.113
2004-02-26,1092.547
2004-02-27,1092.888
2004-03-01,1092.156
2004-03-02,1089.924
2004-03-03,1075.954
2004-03-04,1080.274
2004-03-05,1084.405
2004-03-08,1081.612
2004-03-09,1079.533
2004-03-10,1067.551
2004-03-11,1051.866
2004-03-12,1046.105
2004-03-15,1049.0
2004-03-16,1045.133
2004-03-17,1052.6
2004-03-18,1057.99
2004-03-19,1054.063
2004-03-22,1037.436
2004-03-23,1045.46
2004-03-24,1048.703
2004-03-25,1050.288
2004-03-26,1043.127
2004-03-29,1049.398
2004-03-30,1060.392
2004-03-31,1070.723
2004-04-01,1085.474
2004-04-02,1092.655
2004-04-05,1099.079
2004-04-06,1091.217
2004-04-07,1099.342
2004-04-08,1114.113
2004-04-09,1114.113
2004-04-12,1120.243
2004-04-13,1114.858
2004-04-14,1092.601
2004-04-15,1077.643
2004-04-16,1087.567
2004-04-19,1076.292
2004-04-20,1083.747
2004-04-21,1074.387
2004-04-22,1082.105
2004-04-23,1082.954
2004-04-26,1074.92
2004-04-27,1074.719
2004-04-28,1072.789
2004-04-29,1053.37
2004-04-30,1068.545
2004-05-03,1067.247
2004-05-04,1093.062
2004-05-05,1106.825
2004-05-06,1099.999
2004-05-07,1077.927
2004-05-10,1035.844
2004-05-11,1047.44
2004-05-12,1048.295
2004-05-13,1029.896
2004-05-14,1012.437
2004-05-17,979.037
2004-05-18,994.512
2004-05-19,1024.155
2004-05-20,1001.677
2004-05-21,1023.486
2004-05-24,1020.621
2004-05-25,1017.319
2004-05-26,1025.81
2004-05-27,1035.691
2004-05-28,1039.692
2004-05-31,1038.524
2004-06-01,1038.34
2004-06-02,1035.954
2004-06-03,1027.232
2004-06-04,1033.135
2004-06-07,1054.748
2004-06-08,1053.736
2004-06-09,1050.953
2004-06-10,1058.351
2004-06-11,1048.033
2004-06-14,1035.576
2004-06-15,1044.25
2004-06-16,1051.771
2004-06-17,1037.855
2004-06-18,1028.082
2004-06-21,1018.116
2004-06-22,1020.092
2004-06-23,1023.483
2004-06-24,1029.299
2004-06-25,1034.119
2004-06-28,1040.189
2004-06-29,1043.781
2004-06-30,1043.064
2004-07-01,1050.961
2004-07-02,1050.826
2004-07-05,1061.793
2004-07-06,1064.38
2004-07-07,1068.553
2004-07-08,1059.692
2004-07-09,1064.698
2004-07-12,1075.986
2004-07-13,1075.223
2004-07-14,1072.734
2004-07-15,1068.882
2004-07-16,1073.778
2004-07-19,1080.917
2004-07-20,1068.324
2004-07-21,1068.049
2004-07-22,1061.731
2004-07-23,1045.51
2004-07-26,1050.084
2004-07-27,1054.504
2004-07-28,1051.032
2004-07-29,1064.114
2004-07-30,1064.127
2004-08-02,1065.665
2004-08-03,1074.981
2004-08-04,1069.963
2004-08-05,1087.155
2004-08-06,1080.307
2004-08-09,1080.651
2004-08-10,1066.915
2004-08-11,1062.621
2004-08-12,1064.218
2004-08-13,1050.694
2004-08-16,1051.234
2004-08-17,1057.78
2004-08-18,1063.755
2004-08-19,1079.329
2004-08-20,1069.008
2004-08-23,1070.648
2004-08-24,1075.184
2004-08-25,1084.378
2004-08-26,1085.94
2004-08-27,1081.756
2004-08-30,1075.353
2004-08-31,1085.413
2004-09-01,1096.252
2004-09-02,1106.551
2004-09-03,1099.498
2004-09-06,1093.396
2004-09-07,1111.243
2004-09-08,1113.194
2004-09-09,1112.28
2004-09-10,1120.549
2004-09-13,1131.124
2004-09-14,1141.757
2004-09-15,1145.168
2004-09-16,1140.499
2004-09-17,1149.486
2004-09-20,1139.944
2004-09-21,1144.413
2004-09-22,1140.489
2004-09-23,1139.516
2004-09-24,1132.68
2004-09-27,1134.571
2004-09-28,1129.207
2004-09-29,1132.985
2004-09-30,1143.718
2004-10-01,1134.853
2004-10-04,1152.162
2004-10-05,1153.557
2004-10-06,1153.472
2004-10-07,1149.601
2004-10-08,1155.421
2004-10-11,1147.997
2004-10-12,1127.283
2004-10-13,1123.723
2004-10-14,1115.275
2004-10-15,1124.37
2004-10-18,1118.654
2004-10-19,1132.701
2004-10-20,1123.984
2004-10-21,1135.373
2004-10-22,1133.269
2004-10-25,1128.818
2004-10-26,1130.395
2004-10-27,1130.549
2004-10-28,1148.871
2004-10-29,1143.07
2004-11-01,1140.293
2004-11-02,1148.755
2004-11-03,1163.644
2004-11-04,1159.53
2004-11-05,1163.889
2004-11-08,1159.491
2004-11-09,1158.888
2004-11-10,1156.512
2004-11-11,1157.97
2004-11-12,1164.381
2004-11-15,1164.206
2004-11-16,1160.422
2004-11-17,1169.697
2004-11-18,1156.554
2004-11-19,1165.075
2004-11-22,1160.711
2004-11-23,1167.086
2004-11-24,1172.832
2004-11-25,1170.809
2004-11-26,1163.983
2004-11-29,1173.211
2004-11-30,1169.159
2004-12-01,1176.195
2004-12-02,1189.939
2004-12-03,1193.634
2004-12-06,1179.374
2004-12-07,1169.128
2004-12-08,1160.784
2004-12-09,1144.406
2004-12-10,1147.933
2004-12-13,1149.993
2004-12-14,1160.869
2004-12-15,1179.454
2004-12-16,1167.134
2004-12-17,1180.835
2004-12-20,1186.999
2004-12-21,1188.997
2004-12-22,1186.301
2004-12-23,1186.907
2004-12-24,1190.022
2004-12-27,1186.149
2004-12-28,1194.303
2004-12-29,1192.03
2004-12-30,1197.355
2004-12-31,1202.129
2005-01-03,1199.422
2005-01-04,1192.337
2005-01-05,1191.429
2005-01-06,1201.162
2005-01-07,1196.863
2005-01-10,1199.82
2005-01-11,1204.575
2005-01-12,1203.404
2005-01-13,1211.292
2005-01-14,1197.166
2005-01-17,1203.788
2005-01-18,1195.995
2005-01-19,1207.003
2005-01-20,1195.73
2005-01-21,1196.167
2005-01-24,1193.487
2005-01-25,1183.925
2005-01-26,1197.855
2005-01-27,1187.087
2005-01-28,1193.632
2005-01-31,1199.047
2005-02-01,1189.758
2005-02-02,1198.786
2005-02-03,1195.247
2005-02-04,1197.265
2005-02-07,1198.851
2005-02-08,1201.027
2005-02-09,1200.628
2005-02-10,1199.759
2005-02-11,1205.613
2005-02-14,1220.132
2005-02-15,1225.787
2005-02-16,1218.487
2005-02-17,1222.84
2005-02-18,1225.326
2005-02-21,1216.939
2005-02-22,1212.959
2005-02-23,1198.345
2005-02-24,1200.948
2005-02-25,1189.529
2005-02-28,1189.164
2005-03-01,1183.174
2005-03-02,1194.51
2005-03-03,1194.96
2005-03-04,1193.864
2005-03-07,1198.016
2005-03-08,1199.471
2005-03-09,1216.057
2005-03-10,1207.348
2005-03-11,1204.389
2005-03-14,1196.383
2005-03-15,1196.468
2005-03-16,1203.811
2005-03-17,1201.538
2005-03-18,1206.919
2005-03-21,1204.86
2005-03-22,1204.529
2005-03-23,1177.904
2005-03-24,1177.487
2005-03-25,1177.487
2005-03-28,1168.308
2005-03-29,1151.473
2005-03-30,1156.863
2005-03-31,1162.685
2005-04-01,1156.713
2005-04-04,1151.601
2005-04-05,1160.905
2005-04-06,1163.188
2005-04-07,1176.414
2005-04-08,1174.048
2005-04-11,1182.802
2005-04-12,1176.043
2005-04-13,1180.73
2005-04-14,1165.284
2005-04-15,1156.631
2005-04-18,1134.004
2005-04-19,1150.474
2005-04-20,1152.76
2005-04-21,1162.147
2005-04-22,1164.103
2005-04-25,1170.535
2005-04-26,1171.825
2005-04-27,1165.093
2005-04-28,1161.449
2005-04-29,1161.651
2005-05-02,1159.177
2005-05-03,1169.785
2005-05-04,1172.986
2005-05-05,1177.196
2005-05-06,1186.568
2005-05-09,1179.194
2005-05-10,1178.326
2005-05-11,1183.453
2005-05-12,1177.212
2005-05-13,1171.163
2005-05-16,1173.236
2005-05-17,1171.634
2005-05-18,1174.104
2005-05-19,1178.367
2005-05-20,1169.67
2005-05-23,1171.813
2005-05-24,1178.003
2005-05-25,1167.657
2005-05-26,1159.046
2005-05-27,1161.668
2005-05-30,1169.559
2005-05-31,1159.795
2005-06-01,1159.636
2005-06-02,1165.744
2005-06-03,1169.79
2005-06-06,1178.293
2005-06-07,1182.593
2005-06-08,1179.727
2005-06-09,1182.194
2005-06-10,1184.766
2005-06-13,1177.075
2005-06-14,1169.504
2005-06-15,1181.555
2005-06-16,1183.461
2005-06-17,1188.471
2005-06-20,1181.809
2005-06-21,1187.053
2005-06-22,1198.982
2005-06-23,1209.211
2005-06-24,1206.618
2005-06-27,1194.842
2005-06-28,1191.32
2005-06-29,1193.118
2005-06-30,1197.823
2005-07-01,1193.943
2005-07-04,1196.613
2005-07-05,1199.251
2005-07-06,1208.594
2005-07-07,1193.401
2005-07-08,1194.439
2005-07-11,1217.847
2005-07-12,1219.974
2005-07-13,1209.461
2005-07-14,1213.483
2005-07-15,1213.328
2005-07-18,1210.883
2005-07-19,1223.961
2005-07-20,1236.918
2005-07-21,1266.053
2005-07-22,1273.386
2005-07-25,1269.633
2005-07-26,1269.475
2005-07-27,1276.796
2005-07-28,1278.661
2005-07-29,1279.462
2005-08-01,1293.518
2005-08-02,1304.573
2005-08-03,1301.873
2005-08-04,1298.431
2005-08-05,1287.93
2005-08-08,1301.887
2005-08-09,1300.361
2005-08-10,1298.779
2005-08-11,1272.05
2005-08-12,1269.255
2005-08-15,1253.733
2005-08-16,1271.456
2005-08-17,1256.23
2005-08-18,1253.452
2005-08-19,1255.829
2005-08-22,1270.402
2005-08-23,1258.02
2005-08-24,1249.208
2005-08-25,1252.565
2005-08-26,1252.601
2005-08-29,1236.354
2005-08-30,1230.177
2005-08-31,1229.067
