Date,SINGAPORE GROWTH Standard (Large+Mid Cap)
2001-01-01,1247.625
2001-01-02,1225.808
2001-01-03,1210.852
2001-01-04,1248.851
2001-01-05,1285.211
2001-01-08,1262.77
2001-01-09,1290.102
2001-01-10,1267.116
2001-01-11,1248.744
2001-01-12,1274.689
2001-01-15,1285.592
2001-01-16,1271.676
2001-01-17,1262.279
2001-01-18,1245.877
2001-01-19,1272.019
2001-01-22,1263.047
2001-01-23,1261.127
2001-01-24,1261.127
2001-01-25,1262.286
2001-01-26,1252.031
2001-01-29,1262.824
2001-01-30,1264.89
2001-01-31,1291.166
2001-02-01,1282.812
2001-02-02,1274.2
2001-02-05,1257.729
2001-02-06,1259.061
2001-02-07,1259.916
2001-02-08,1295.59
2001-02-09,1289.433
2001-02-12,1300.368
2001-02-13,1303.151
2001-02-14,1283.402
2001-02-15,1281.263
2001-02-16,1281.655
2001-02-19,1258.988
2001-02-20,1279.741
2001-02-21,1269.335
2001-02-22,1249.08
2001-02-23,1253.245
2001-02-26,1263.4
2001-02-27,1244.689
2001-02-28,1239.72
2001-03-01,1224.035
2001-03-02,1220.109
2001-03-05,1208.495
2001-03-06,1209.528
2001-03-07,1208.168
2001-03-08,1207.941
2001-03-09,1201.507
2001-03-12,1177.242
2001-03-13,1138.334
2001-03-14,1129.581
2001-03-15,1129.651
2001-03-16,1108.084
2001-03-19,1086.278
2001-03-20,1078.546
2001-03-21,1071.968
2001-03-22,1047.151
2001-03-23,1074.444
2001-03-26,1063.118
2001-03-27,1013.223
2001-03-28,994.396
2001-03-29,970.387
2001-03-30,995.396
2001-04-02,965.241
2001-04-03,973.238
2001-04-04,969.257
2001-04-05,992.263
2001-04-06,993.906
2001-04-09,942.504
2001-04-10,960.858
2001-04-11,964.413
2001-04-12,931.657
2001-04-13,931.657
2001-04-16,937.065
2001-04-17,924.092
2001-04-18,966.185
2001-04-19,980.296
2001-04-20,979.383
2001-04-23,999.588
2001-04-24,991.159
2001-04-25,987.343
2001-04-26,974.753
2001-04-27,991.907
2001-04-30,1007.298
2001-05-01,1011.463
2001-05-02,1019.824
2001-05-03,1014.822
2001-05-04,991.773
2001-05-07,990.415
2001-05-08,986.888
2001-05-09,981.415
2001-05-10,992.187
2001-05-11,1001.561
2001-05-14,981.981
2001-05-15,986.283
2001-05-16,975.792
2001-05-17,994.002
2001-05-18,988.375
2001-05-21,988.133
2001-05-22,991.749
2001-05-23,989.165
2001-05-24,989.118
2001-05-25,976.528
2001-05-28,963.748
2001-05-29,966.911
2001-05-30,952.758
2001-05-31,947.351
2001-06-01,943.22
2001-06-04,953.536
2001-06-05,964.701
2001-06-06,960.397
2001-06-07,965.532
2001-06-08,991.634
2001-06-11,977.701
2001-06-12,965.599
2001-06-13,958.291
2001-06-14,945.887
2001-06-15,959.062
2001-06-18,958.855
2001-06-19,950.925
2001-06-20,927.959
2001-06-21,916.925
2001-06-22,931.615
2001-06-25,911.734
2001-06-26,924.454
2001-06-27,918.333
2001-06-28,933.942
2001-06-29,941.513
2001-07-02,937.676
2001-07-03,939.888
2001-07-04,939.458
2001-07-05,938.486
2001-07-06,920.514
2001-07-09,920.241
2001-07-10,932.018
2001-07-11,920.862
2001-07-12,922.551
2001-07-13,911.156
2001-07-16,907.737
2001-07-17,902.509
2001-07-18,890.169
2001-07-19,897.191
2001-07-20,911.968
2001-07-23,911.038
2001-07-24,913.059
2001-07-25,914.114
2001-07-26,919.577
2001-07-27,926.756
2001-07-30,937.063
2001-07-31,956.036
2001-08-01,967.4
2001-08-02,983.892
2001-08-03,972.908
2001-08-06,976.834
2001-08-07,979.42
2001-08-08,974.424
2001-08-09,974.479
2001-08-10,987.857
2001-08-13,986.445
2001-08-14,1000.553
2001-08-15,1005.927
2001-08-16,997.456
2001-08-17,991.367
2001-08-20,972.667
2001-08-21,979.68
2001-08-22,985.176
2001-08-23,990.786
2001-08-24,979.806
2001-08-27,985.855
2001-08-28,984.635
2001-08-29,990.137
2001-08-30,985.589
2001-08-31,995.158
2001-09-03,990.368
2001-09-04,990.103
2001-09-05,978.314
2001-09-06,956.31
2001-09-07,931.076
2001-09-10,919.738
2001-09-11,933.24
2001-09-12,892.017
2001-09-13,883.768
2001-09-14,867.156
2001-09-17,823.931
2001-09-18,812.199
2001-09-19,813.594
2001-09-20,797.327
2001-09-21,748.345
2001-09-24,767.493
2001-09-25,760.174
2001-09-26,758.718
2001-09-27,775.756
2001-09-28,780.997
2001-10-01,788.799
2001-10-02,801.433
2001-10-03,792.818
2001-10-04,821.603
2001-10-05,811.887
2001-10-08,783.679
2001-10-09,800.341
2001-10-10,785.635
2001-10-11,803.98
2001-10-12,820.746
2001-10-15,826.14
2001-10-16,829.749
2001-10-17,834.6
2001-10-18,807.317
2001-10-19,797.164
2001-10-22,790.781
2001-10-23,804.191
2001-10-24,802.761
2001-10-25,797.899
2001-10-26,794.937
2001-10-29,786.351
2001-10-30,787.523
2001-10-31,772.239
2001-11-01,762.023
2001-11-02,759.431
2001-11-05,765.325
2001-11-06,772.738
2001-11-07,769.627
2001-11-08,776.506
2001-11-09,786.535
2001-11-12,779.737
2001-11-13,776.985
2001-11-14,776.985
2001-11-15,814.394
2001-11-16,804.483
2001-11-19,814.32
2001-11-20,806.342
2001-11-21,812.413
2001-11-22,798.931
2001-11-23,811.614
2001-11-26,827.32
2001-11-27,847.501
2001-11-28,836.248
2001-11-29,820.473
2001-11-30,829.93
2001-12-03,831.545
2001-12-04,846.485
2001-12-05,886.423
2001-12-06,901.063
2001-12-07,897.173
2001-12-10,891.632
2001-12-11,886.461
2001-12-12,881.423
2001-12-13,868.025
2001-12-14,867.882
2001-12-17,867.136
2001-12-18,889.011
2001-12-19,893.076
2001-12-20,891.457
2001-12-21,870.418
2001-12-24,877.81
2001-12-25,877.81
2001-12-26,878.773
2001-12-27,888.425
2001-12-28,896.58
2001-12-31,896.954
2002-01-01,896.954
2002-01-02,893.352
2002-01-03,911.729
2002-01-04,927.763
2002-01-07,942.158
2002-01-08,948.48
2002-01-09,928.059
2002-01-10,941.074
2002-01-11,939.616
2002-01-14,964.271
2002-01-15,935.936
2002-01-16,924.37
2002-01-17,917.942
2002-01-18,915.819
2002-01-21,923.734
2002-01-22,916.529
2002-01-23,922.036
2002-01-24,912.957
2002-01-25,957.613
2002-01-28,984.68
2002-01-29,979.823
2002-01-30,969.955
2002-01-31,979.881
2002-02-01,972.266
2002-02-04,958.818
2002-02-05,943.306
2002-02-06,958.0
2002-02-07,933.97
2002-02-08,944.187
2002-02-11,946.544
2002-02-12,947.363
2002-02-13,947.67
2002-02-14,971.284
2002-02-15,952.491
2002-02-18,947.233
2002-02-19,939.322
2002-02-20,935.801
2002-02-21,936.081
2002-02-22,915.811
2002-02-25,904.5
2002-02-26,911.853
2002-02-27,915.898
2002-02-28,931.494
2002-03-01,937.187
2002-03-04,997.093
2002-03-05,991.027
2002-03-06,980.776
2002-03-07,982.816
2002-03-08,980.85
2002-03-11,989.811
2002-03-12,976.728
2002-03-13,973.05
2002-03-14,977.483
2002-03-15,975.372
2002-03-18,973.609
2002-03-19,990.359
2002-03-20,990.496
2002-03-21,984.941
2002-03-22,983.559
2002-03-25,978.296
2002-03-26,975.148
2002-03-27,977.38
2002-03-28,983.08
2002-03-29,983.08
2002-04-01,972.112
2002-04-02,978.199
2002-04-03,973.332
2002-04-04,973.873
2002-04-05,975.154
2002-04-08,969.247
2002-04-09,958.337
2002-04-10,939.891
2002-04-11,951.163
2002-04-12,953.242
2002-04-15,958.333
2002-04-16,969.04
2002-04-17,977.498
2002-04-18,963.351
2002-04-19,954.685
2002-04-22,954.771
2002-04-23,962.404
2002-04-24,955.031
2002-04-25,945.663
2002-04-26,952.337
2002-04-29,947.36
2002-04-30,944.998
2002-05-01,946.006
2002-05-02,951.877
2002-05-03,963.202
2002-05-06,949.29
2002-05-07,946.002
2002-05-08,953.494
2002-05-09,948.068
2002-05-10,954.759
2002-05-13,955.411
2002-05-14,956.948
2002-05-15,956.616
2002-05-16,952.923
2002-05-17,955.837
2002-05-20,952.585
2002-05-21,958.859
2002-05-22,962.98
2002-05-23,947.546
2002-05-24,949.562
2002-05-27,950.244
2002-05-28,942.585
2002-05-29,931.917
2002-05-30,939.264
2002-05-31,946.867
2002-06-03,950.669
2002-06-04,936.837
2002-06-05,935.422
2002-06-06,933.291
2002-06-07,934.03
2002-06-10,936.65
2002-06-11,936.323
2002-06-12,924.561
2002-06-13,922.35
2002-06-14,901.587
2002-06-17,894.809
2002-06-18,895.943
2002-06-19,882.0
2002-06-20,889.279
2002-06-21,872.407
2002-06-24,867.699
2002-06-25,889.664
2002-06-26,865.689
2002-06-27,868.656
2002-06-28,888.118
2002-07-01,886.782
2002-07-02,886.076
2002-07-03,903.004
2002-07-04,911.95
2002-07-05,944.722
2002-07-08,935.83
2002-07-09,959.108
2002-07-10,948.421
2002-07-11,932.383
2002-07-12,943.738
2002-07-15,940.428
2002-07-16,927.998
2002-07-17,927.473
2002-07-18,919.695
2002-07-19,909.031
2002-07-22,887.948
2002-07-23,904.534
2002-07-24,871.303
2002-07-25,868.657
2002-07-26,847.153
2002-07-29,852.325
2002-07-30,860.531
2002-07-31,852.909
2002-08-01,851.489
2002-08-02,851.287
2002-08-05,834.103
2002-08-06,817.087
2002-08-07,837.533
2002-08-08,828.149
2002-08-09,829.561
2002-08-12,837.095
2002-08-13,859.611
2002-08-14,867.08
2002-08-15,856.599
2002-08-16,852.558
2002-08-19,853.886
2002-08-20,858.892
2002-08-21,869.565
2002-08-22,870.392
2002-08-23,865.08
2002-08-26,859.63
2002-08-27,861.581
2002-08-28,860.558
2002-08-29,855.201
2002-08-30,842.817
2002-09-02,814.569
2002-09-03,815.523
2002-09-04,820.212
2002-09-05,807.147
2002-09-06,807.542
2002-09-09,799.219
2002-09-10,807.635
2002-09-11,803.319
2002-09-12,798.712
2002-09-13,791.25
2002-09-16,793.08
2002-09-17,805.024
2002-09-18,786.24
2002-09-19,799.925
2002-09-20,788.604
2002-09-23,781.322
2002-09-24,764.303
2002-09-25,750.306
2002-09-26,755.359
2002-09-27,760.299
2002-09-30,746.536
2002-10-01,747.261
2002-10-02,746.905
2002-10-03,750.987
2002-10-04,758.13
2002-10-07,754.631
2002-10-08,763.568
2002-10-09,754.706
2002-10-10,739.118
2002-10-11,750.456
2002-10-14,748.569
2002-10-15,773.337
2002-10-16,785.946
2002-10-17,808.315
2002-10-18,801.302
2002-10-21,796.871
2002-10-22,795.61
2002-10-23,812.129
2002-10-24,808.112
2002-10-25,812.597
2002-10-28,806.254
2002-10-29,803.677
2002-10-30,801.615
2002-10-31,810.23
2002-11-01,789.964
2002-11-04,790.697
2002-11-05,804.054
2002-11-06,809.906
2002-11-07,797.293
2002-11-08,797.678
2002-11-11,791.545
2002-11-12,789.954
2002-11-13,778.782
2002-11-14,784.293
2002-11-15,804.144
2002-11-18,796.541
2002-11-19,785.941
2002-11-20,771.565
2002-11-21,783.761
2002-11-22,801.413
2002-11-25,799.873
2002-11-26,793.138
2002-11-27,788.115
2002-11-28,801.664
2002-11-29,790.614
2002-12-02,791.02
2002-12-03,788.958
2002-12-04,779.505
2002-12-05,776.544
2002-12-06,780.231
2002-12-09,766.627
2002-12-10,774.85
2002-12-11,776.586
2002-12-12,783.255
2002-12-13,780.491
2002-12-16,777.482
2002-12-17,769.777
2002-12-18,765.569
2002-12-19,780.833
2002-12-20,768.441
2002-12-23,773.583
2002-12-24,772.73
2002-12-25,772.73
2002-12-26,768.903
2002-12-27,776.726
2002-12-30,770.631
2002-12-31,777.645
2003-01-01,777.645
2003-01-02,768.989
2003-01-03,764.67
2003-01-06,768.195
2003-01-07,754.159
2003-01-08,767.741
2003-01-09,772.039
2003-01-10,778.138
2003-01-13,798.648
2003-01-14,814.299
2003-01-15,805.876
2003-01-16,804.36
2003-01-17,793.123
2003-01-20,792.165
2003-01-21,793.605
2003-01-22,798.258
2003-01-23,796.224
2003-01-24,794.354
2003-01-27,775.462
2003-01-28,783.752
2003-01-29,759.238
2003-01-30,745.376
2003-01-31,744.615
2003-02-03,743.447
2003-02-04,741.818
2003-02-05,740.209
2003-02-06,740.645
2003-02-07,739.093
2003-02-10,732.255
2003-02-11,738.156
2003-02-12,736.029
2003-02-13,722.614
2003-02-14,728.883
2003-02-17,744.186
2003-02-18,742.7
2003-02-19,752.95
2003-02-20,759.658
2003-02-21,762.571
2003-02-24,761.469
2003-02-25,749.671
2003-02-26,748.153
2003-02-27,739.679
2003-02-28,737.001
2003-03-03,742.382
2003-03-04,733.061
2003-03-05,735.799
2003-03-06,715.479
2003-03-07,701.834
2003-03-10,692.471
2003-03-11,695.648
2003-03-12,705.102
2003-03-13,701.582
2003-03-14,712.165
2003-03-17,707.055
2003-03-18,730.931
2003-03-19,733.712
2003-03-20,754.307
2003-03-21,764.879
2003-03-24,748.87
2003-03-25,761.707
2003-03-26,766.286
2003-03-27,763.459
2003-03-28,768.224
2003-03-31,739.615
2003-04-01,746.184
2003-04-02,760.31
2003-04-03,755.955
2003-04-04,761.485
2003-04-07,769.78
2003-04-08,756.186
2003-04-09,747.423
2003-04-10,751.643
2003-04-11,755.681
2003-04-14,749.942
2003-04-15,755.034
2003-04-16,756.008
2003-04-17,751.725
2003-04-18,751.725
2003-04-21,744.519
2003-04-22,742.176
2003-04-23,733.956
2003-04-24,723.25
2003-04-25,711.085
2003-04-28,719.282
2003-04-29,745.714
2003-04-30,747.406
2003-05-01,750.434
2003-05-02,756.274
2003-05-05,777.263
2003-05-06,775.749
2003-05-07,770.178
2003-05-08,776.053
2003-05-09,769.033
2003-05-12,781.661
2003-05-13,776.594
2003-05-14,774.917
2003-05-15,780.905
2003-05-16,774.958
2003-05-19,767.109
2003-05-20,770.051
2003-05-21,765.129
2003-05-22,778.339
2003-05-23,784.287
2003-05-26,794.592
2003-05-27,788.817
2003-05-28,792.046
2003-05-29,796.43
2003-05-30,800.376
2003-06-02,824.186
2003-06-03,827.786
2003-06-04,843.592
2003-06-05,867.722
2003-06-06,867.566
2003-06-09,875.184
2003-06-10,868.463
2003-06-11,866.469
2003-06-12,891.48
2003-06-13,896.931
2003-06-16,889.542
2003-06-17,903.868
2003-06-18,898.214
2003-06-19,916.496
2003-06-20,916.418
2003-06-23,897.103
2003-06-24,878.854
2003-06-25,879.914
2003-06-26,861.485
2003-06-27,877.157
2003-06-30,857.871
2003-07-01,861.506
2003-07-02,875.418
2003-07-03,885.385
2003-07-04,887.561
2003-07-07,899.832
2003-07-08,900.771
2003-07-09,905.831
2003-07-10,901.046
2003-07-11,916.423
2003-07-14,933.978
2003-07-15,934.5
2003-07-16,938.827
2003-07-17,930.438
2003-07-18,926.592
2003-07-21,923.31
2003-07-22,910.371
2003-07-23,913.095
2003-07-24,917.267
2003-07-25,925.953
2003-07-28,937.254
2003-07-29,934.275
2003-07-30,931.489
2003-07-31,915.66
2003-08-01,917.684
2003-08-04,910.496
2003-08-05,887.802
2003-08-06,893.742
2003-08-07,910.051
2003-08-08,907.773
2003-08-11,918.695
2003-08-12,926.194
2003-08-13,937.046
2003-08-14,943.798
2003-08-15,945.442
2003-08-18,962.044
2003-08-19,960.799
2003-08-20,959.138
2003-08-21,972.165
2003-08-22,973.331
2003-08-25,960.204
2003-08-26,937.895
2003-08-27,940.308
2003-08-28,945.28
2003-08-29,944.173
2003-09-01,952.422
2003-09-02,942.7
2003-09-03,951.175
2003-09-04,948.955
2003-09-05,954.531
2003-09-08,951.264
2003-09-09,924.908
2003-09-10,922.666
2003-09-11,937.072
2003-09-12,930.502
2003-09-15,932.993
2003-09-16,932.805
2003-09-17,942.364
2003-09-18,943.546
2003-09-19,942.38
2003-09-22,949.747
2003-09-23,952.044
2003-09-24,974.975
2003-09-25,970.731
2003-09-26,969.223
2003-09-29,967.275
2003-09-30,966.443
2003-10-01,964.902
2003-10-02,974.371
2003-10-03,991.616
2003-10-06,1020.647
2003-10-07,1026.898
2003-10-08,1030.081
2003-10-09,1031.942
2003-10-10,1038.14
2003-10-13,1043.204
2003-10-14,1020.412
2003-10-15,1038.52
2003-10-16,1048.168
2003-10-17,1055.271
2003-10-20,1051.516
2003-10-21,1060.388
2003-10-22,1054.538
2003-10-23,1024.664
2003-10-24,1025.711
2003-10-27,1011.27
2003-10-28,1031.647
2003-10-29,1029.975
2003-10-30,1027.569
2003-10-31,1028.134
2003-11-03,1043.048
2003-11-04,1056.027
2003-11-05,1051.774
2003-11-06,1043.664
2003-11-07,1045.182
2003-11-10,1033.902
2003-11-11,1003.972
2003-11-12,1018.199
2003-11-13,1034.509
2003-11-14,1026.958
2003-11-17,997.992
2003-11-18,1004.696
2003-11-19,992.009
2003-11-20,988.598
2003-11-21,981.724
2003-11-24,989.673
2003-11-25,989.673
2003-11-26,998.325
2003-11-27,1002.608
2003-11-28,1018.93
2003-12-01,1037.76
2003-12-02,1026.823
2003-12-03,1031.7
2003-12-04,1028.829
2003-12-05,1033.639
2003-12-08,1031.23
2003-12-09,1022.758
2003-12-10,1023.195
2003-12-11,1027.412
2003-12-12,1028.28
2003-12-15,1037.121
2003-12-16,1032.833
2003-12-17,1023.926
2003-12-18,1015.675
2003-12-19,1016.471
2003-12-22,1021.166
2003-12-23,1024.174
