Date,SINGAPORE GROWTH Standard (Large+Mid Cap)
2003-12-24,1024.818
2003-12-25,1024.818
2003-12-26,1028.398
2003-12-29,1042.357
2003-12-30,1057.79
2003-12-31,1061.957
2004-01-01,1061.957
2004-01-02,1074.615
2004-01-05,1090.399
2004-01-06,1082.362
2004-01-07,1101.511
2004-01-08,1102.73
2004-01-09,1109.507
2004-01-12,1100.121
2004-01-13,1110.839
2004-01-14,1109.45
2004-01-15,1094.809
2004-01-16,1096.808
2004-01-19,1102.89
2004-01-20,1116.297
2004-01-21,1139.258
2004-01-22,1143.78
2004-01-23,1142.047
2004-01-26,1146.329
2004-01-27,1143.702
2004-01-28,1122.631
2004-01-29,1103.744
2004-01-30,1116.657
2004-02-02,1117.406
2004-02-03,1111.553
2004-02-04,1104.231
2004-02-05,1098.92
2004-02-06,1110.365
2004-02-09,1138.696
2004-02-10,1127.984
2004-02-11,1132.015
2004-02-12,1121.211
2004-02-13,1119.515
2004-02-16,1115.12
2004-02-17,1130.263
2004-02-18,1123.757
2004-02-19,1119.072
2004-02-20,1120.929
2004-02-23,1120.745
2004-02-24,1119.846
2004-02-25,1116.344
2004-02-26,1120.893
2004-02-27,1121.243
2004-03-01,1120.492
2004-03-02,1118.202
2004-03-03,1103.87
2004-03-04,1108.301
2004-03-05,1112.54
2004-03-08,1109.675
2004-03-09,1107.542
2004-03-10,1095.249
2004-03-11,1079.157
2004-03-12,1073.247
2004-03-15,1076.216
2004-03-16,1072.249
2004-03-17,1079.91
2004-03-18,1085.439
2004-03-19,1081.41
2004-03-22,1064.352
2004-03-23,1072.584
2004-03-24,1075.911
2004-03-25,1077.537
2004-03-26,1070.191
2004-03-29,1076.625
2004-03-30,1087.904
2004-03-31,1098.503
2004-04-01,1113.636
2004-04-02,1121.004
2004-04-05,1127.595
2004-04-06,1119.529
2004-04-07,1127.864
2004-04-08,1143.019
2004-04-09,1143.019
2004-04-12,1149.308
2004-04-13,1143.783
2004-04-14,1120.949
2004-04-15,1105.602
2004-04-16,1115.784
2004-04-19,1104.216
2004-04-20,1111.865
2004-04-21,1102.262
2004-04-22,1110.18
2004-04-23,1111.051
2004-04-26,1102.808
2004-04-27,1102.602
2004-04-28,1100.622
2004-04-29,1080.7
2004-04-30,1096.269
2004-05-03,1094.937
2004-05-04,1121.422
2004-05-05,1135.541
2004-05-06,1128.539
2004-05-07,1105.894
2004-05-10,1062.719
2004-05-11,1074.616
2004-05-12,1075.493
2004-05-13,1056.617
2004-05-14,1038.705
2004-05-17,1004.438
2004-05-18,1020.314
2004-05-19,1050.727
2004-05-20,1027.665
2004-05-21,1050.04
2004-05-24,1047.101
2004-05-25,1043.714
2004-05-26,1052.425
2004-05-27,1062.562
2004-05-28,1066.666
2004-05-31,1065.469
2004-06-01,1065.279
2004-06-02,1062.831
2004-06-03,1053.884
2004-06-04,1059.94
2004-06-07,1082.113
2004-06-08,1081.075
2004-06-09,1078.22
2004-06-10,1085.809
2004-06-11,1075.224
2004-06-14,1062.444
2004-06-15,1071.343
2004-06-16,1079.059
2004-06-17,1064.782
2004-06-18,1054.755
2004-06-21,1044.531
2004-06-22,1046.559
2004-06-23,1050.038
2004-06-24,1056.005
2004-06-25,1060.949
2004-06-28,1067.176
2004-06-29,1070.862
2004-06-30,1070.126
2004-07-01,1078.228
2004-07-02,1078.09
2004-07-05,1089.342
2004-07-06,1091.995
2004-07-07,1096.276
2004-07-08,1087.185
2004-07-09,1092.322
2004-07-12,1103.902
2004-07-13,1103.119
2004-07-14,1100.566
2004-07-15,1096.614
2004-07-16,1101.637
2004-07-19,1108.961
2004-07-20,1096.042
2004-07-21,1095.759
2004-07-22,1089.278
2004-07-23,1072.635
2004-07-26,1077.328
2004-07-27,1081.863
2004-07-28,1078.301
2004-07-29,1091.722
2004-07-30,1091.735
2004-08-02,1093.314
2004-08-03,1102.872
2004-08-04,1097.723
2004-08-05,1115.361
2004-08-06,1108.335
2004-08-09,1108.689
2004-08-10,1094.596
2004-08-11,1090.191
2004-08-12,1091.83
2004-08-13,1077.954
2004-08-16,1078.509
2004-08-17,1085.224
2004-08-18,1091.354
2004-08-19,1107.332
2004-08-20,1096.743
2004-08-23,1098.426
2004-08-24,1103.08
2004-08-25,1112.512
2004-08-26,1114.115
2004-08-27,1109.822
2004-08-30,1103.253
2004-08-31,1113.574
2004-09-01,1124.694
2004-09-02,1135.261
2004-09-03,1128.024
2004-09-06,1121.764
2004-09-07,1140.074
2004-09-08,1142.076
2004-09-09,1141.138
2004-09-10,1149.621
2004-09-13,1160.471
2004-09-14,1171.379
2004-09-15,1174.88
2004-09-16,1170.089
2004-09-17,1179.31
2004-09-20,1169.52
2004-09-21,1174.105
2004-09-22,1170.079
2004-09-23,1169.081
2004-09-24,1162.067
2004-09-27,1164.008
2004-09-28,1158.504
2004-09-29,1162.38
2004-09-30,1173.391
2004-10-01,1164.297
2004-10-04,1182.055
2004-10-05,1183.486
2004-10-06,1183.399
2004-10-07,1179.427
2004-10-08,1185.398
2004-10-11,1177.782
2004-10-12,1156.53
2004-10-13,1152.878
2004-10-14,1144.211
2004-10-15,1153.542
2004-10-18,1147.678
2004-10-19,1162.089
2004-10-20,1153.146
2004-10-21,1164.83
2004-10-22,1162.672
2004-10-25,1158.105
2004-10-26,1159.723
2004-10-27,1159.881
2004-10-28,1178.678
2004-10-29,1172.727
2004-11-01,1169.877
2004-11-02,1178.559
2004-11-03,1193.834
2004-11-04,1189.614
2004-11-05,1194.086
2004-11-08,1189.574
2004-11-09,1188.955
2004-11-10,1186.518
2004-11-11,1188.013
2004-11-12,1194.591
2004-11-15,1194.411
2004-11-16,1190.529
2004-11-17,1200.044
2004-11-18,1186.56
2004-11-19,1195.303
2004-11-22,1190.825
2004-11-23,1197.366
2004-11-24,1203.261
2004-11-25,1201.185
2004-11-26,1194.182
2004-11-29,1203.65
2004-11-30,1199.493
2004-12-01,1206.712
2004-12-02,1220.812
2004-12-03,1224.603
2004-12-06,1209.973
2004-12-07,1199.461
2004-12-08,1190.901
2004-12-09,1174.098
2004-12-10,1177.716
2004-12-13,1179.829
2004-12-14,1190.988
2004-12-15,1210.055
2004-12-16,1197.415
2004-12-17,1211.472
2004-12-20,1217.795
2004-12-21,1219.846
2004-12-22,1217.079
2004-12-23,1217.701
2004-12-24,1220.897
2004-12-27,1216.923
2004-12-28,1225.29
2004-12-29,1222.957
2004-12-30,1228.42
2004-12-31,1233.318
2005-01-03,1230.541
2005-01-04,1223.272
2005-01-05,1222.341
2005-01-06,1232.326
2005-01-07,1227.915
2005-01-10,1230.949
2005-01-11,1235.828
2005-01-12,1234.626
2005-01-13,1242.719
2005-01-14,1228.227
2005-01-17,1235.02
2005-01-18,1227.025
2005-01-19,1238.319
2005-01-20,1226.754
2005-01-21,1227.202
2005-01-24,1224.452
2005-01-25,1214.642
2005-01-26,1228.933
2005-01-27,1217.886
2005-01-28,1224.601
2005-01-31,1230.156
2005-02-01,1220.626
2005-02-02,1229.889
2005-02-03,1226.257
2005-02-04,1228.328
2005-02-07,1229.955
2005-02-08,1232.188
2005-02-09,1231.779
2005-02-10,1230.887
2005-02-11,1236.892
2005-02-14,1251.788
2005-02-15,1257.59
2005-02-16,1250.1
2005-02-17,1254.566
2005-02-18,1257.117
2005-02-21,1248.512
2005-02-22,1244.429
2005-02-23,1229.436
2005-02-24,1232.107
2005-02-25,1220.391
2005-02-28,1220.017
2005-03-01,1213.871
2005-03-02,1225.502
2005-03-03,1225.963
2005-03-04,1224.839
2005-03-07,1229.099
2005-03-08,1230.592
2005-03-09,1247.607
2005-03-10,1238.673
2005-03-11,1235.637
2005-03-14,1227.423
2005-03-15,1227.511
2005-03-16,1235.044
2005-03-17,1232.712
2005-03-18,1238.233
2005-03-21,1236.12
2005-03-22,1235.781
2005-03-23,1208.465
2005-03-24,1208.037
2005-03-25,1208.037
2005-03-28,1198.62
2005-03-29,1181.348
2005-03-30,1186.878
2005-03-31,1192.851
2005-04-01,1186.724
2005-04-04,1181.479
2005-04-05,1191.025
2005-04-06,1193.367
2005-04-07,1206.936
2005-04-08,1204.509
2005-04-11,1213.489
2005-04-12,1206.556
2005-04-13,1211.364
2005-04-14,1195.517
2005-04-15,1186.64
2005-04-18,1163.426
2005-04-19,1180.323
2005-04-20,1182.669
2005-04-21,1192.299
2005-04-22,1194.305
2005-04-25,1200.904
2005-04-26,1202.228
2005-04-27,1195.321
2005-04-28,1191.583
2005-04-29,1191.79
2005-05-02,1189.252
2005-05-03,1200.135
2005-05-04,1203.419
2005-05-05,1207.738
2005-05-06,1217.354
2005-05-09,1209.788
2005-05-10,1208.897
2005-05-11,1214.158
2005-05-12,1207.755
2005-05-13,1201.549
2005-05-16,1203.676
2005-05-17,1202.032
2005-05-18,1204.567
2005-05-19,1208.94
2005-05-20,1200.017
2005-05-23,1202.216
2005-05-24,1208.566
2005-05-25,1197.952
2005-05-26,1189.118
2005-05-27,1191.808
2005-05-30,1199.903
2005-05-31,1189.885
2005-06-01,1189.723
2005-06-02,1195.989
2005-06-03,1200.14
2005-06-06,1208.864
2005-06-07,1213.276
2005-06-08,1210.335
2005-06-09,1212.866
2005-06-10,1215.505
2005-06-13,1207.614
2005-06-14,1199.847
2005-06-15,1212.21
2005-06-16,1214.166
2005-06-17,1219.306
2005-06-20,1212.471
2005-06-21,1217.851
2005-06-22,1230.09
2005-06-23,1240.584
2005-06-24,1237.924
2005-06-27,1225.842
2005-06-28,1222.229
2005-06-29,1224.073
2005-06-30,1228.9
2005-07-01,1224.92
2005-07-04,1227.659
2005-07-05,1230.366
2005-07-06,1239.951
2005-07-07,1224.363
2005-07-08,1225.429
2005-07-11,1249.444
2005-07-12,1251.626
2005-07-13,1240.84
2005-07-14,1244.967
2005-07-15,1244.808
2005-07-18,1242.299
2005-07-19,1255.717
2005-07-20,1269.01
2005-07-21,1298.901
2005-07-22,1306.424
2005-07-25,1302.574
2005-07-26,1302.412
2005-07-27,1309.922
2005-07-28,1311.835
2005-07-29,1312.658
2005-08-01,1327.078
2005-08-02,1338.42
2005-08-03,1335.65
2005-08-04,1332.119
2005-08-05,1321.346
2005-08-08,1335.664
2005-08-09,1334.099
2005-08-10,1332.476
2005-08-11,1305.053
2005-08-12,1302.186
2005-08-15,1286.261
2005-08-16,1304.444
2005-08-17,1288.823
2005-08-18,1285.973
2005-08-19,1288.412
2005-08-22,1303.362
2005-08-23,1290.659
2005-08-24,1281.618
2005-08-25,1285.062
2005-08-26,1285.1
2005-08-29,1268.432
