Date,SINGAPORE GROWTH Standard (Large+Mid Cap)
2001-03-30,970.224
2001-04-30,981.825
2001-05-31,923.393
2001-06-29,917.704
2001-07-31,931.859
2001-08-31,969.992
2001-09-28,761.246
2001-10-31,752.71
2001-11-30,808.942
2001-12-31,874.271
2002-01-31,955.101
2002-02-28,907.938
2002-03-29,958.219
2002-04-30,921.1
2002-05-31,922.922
2002-06-28,865.659
2002-07-31,831.339
2002-08-30,821.503
2002-09-30,727.656
2002-10-31,789.741
2002-11-29,770.62
2002-12-31,757.979
2003-01-31,725.784
2003-02-28,718.363
2003-03-31,720.911
2003-04-30,728.505
2003-05-30,780.135
2003-06-30,836.176
2003-07-31,892.504
2003-08-29,920.296
2003-09-30,942.003
2003-10-31,1002.134
2003-11-28,993.163
2003-12-31,1035.101
2004-01-30,1088.418
2004-02-27,1092.888
2004-03-31,1070.723
2004-04-30,1068.545
2004-05-31,1038.524
2004-06-30,1043.064
2004-07-30,1064.127
2004-08-31,1085.413
2004-09-30,1143.718
2004-10-29,1143.07
2004-11-30,1169.159
2004-12-31,1202.129
2005-01-31,1199.047
2005-02-28,1189.164
2005-03-31,1162.685
2005-04-29,1161.651
2005-05-31,1159.795
2005-06-30,1197.823
2005-07-29,1279.462
2005-08-31,1229.067
2005-09-30,1246.879
2005-10-31,1190.452
2005-11-30,1234.461
2005-12-30,1286.007
2006-01-31,1363.966
2006-02-28,1418.127
2006-03-31,1469.216
2006-04-28,1553.318
2006-05-31,1407.328
2006-06-30,1435.956
2006-07-31,1436.442
2006-08-31,1496.153
2006-09-29,1510.846
2006-10-31,1638.331
2006-11-30,1791.514
2006-12-29,1869.878
2007-01-31,1943.396
2007-02-28,1962.752
2007-03-30,2093.698
2007-04-30,2201.603
2007-05-31,2309.461
2007-06-29,2424.326
2007-07-31,2453.383
2007-08-31,2452.733
2007-09-28,2789.838
2007-10-31,2931.031
2007-11-30,2724.637
2007-12-31,2699.463
2008-01-31,2335.906
2008-02-29,2420.101
2008-03-31,2371.769
2008-04-30,2505.073
2008-05-30,2569.087
2008-06-30,2347.564
2008-07-31,2260.118
2008-08-29,2046.4
2008-09-30,1689.571
2008-10-31,1219.18
2008-11-28,1196.789
2008-12-31,1268.693
2009-01-30,1205.016
2009-02-27,1095.796
2009-03-31,1200.01
2009-04-30,1425.585
2009-05-29,1733.571
2009-06-30,1691.29
2009-07-31,1986.197
2009-08-31,1960.826
2009-09-30,2068.713
2009-10-30,2042.957
2009-11-30,2099.882
2009-12-31,2230.311
2010-01-29,2085.331
2010-02-26,2095.731
2010-03-31,2181.789
2010-04-30,2276.255
2010-05-31,2081.416
2010-06-30,2157.987
2010-07-30,2350.05
2010-08-31,2350.274
2010-09-30,2568.28
2010-10-29,2716.8
2010-11-30,2654.847
2010-12-31,2835.507
2011-01-31,2751.254
2011-02-28,2624.282
2011-03-31,2775.284
2011-04-29,2931.438
2011-05-31,2824.424
2011-06-30,2755.534
2011-07-29,2846.041
2011-08-31,2529.706
2011-09-30,2132.612
2011-10-31,2436.844
2011-11-30,2217.03
2011-12-30,2193.179
2012-01-31,2497.405
2012-02-29,2582.588
2012-03-30,2556.189
2012-04-30,2561.617
2012-05-31,2257.618
2012-06-29,2389.343
2012-07-31,2559.724
2012-08-31,2573.256
2012-09-28,2654.247
2012-10-31,2623.25
2012-11-30,2646.042
2012-12-31,2730.504
2013-01-31,2779.453
2013-02-28,2776.86
2013-03-29,2792.847
2013-04-30,2812.825
2013-05-31,2673.579
2013-06-28,2558.431
2013-07-31,2636.002
2013-08-30,2491.625
2013-09-30,2670.132
2013-10-31,2764.472
2013-11-29,2713.369
2013-12-31,2680.233
2014-01-31,2480.433
2014-02-28,2575.082
2014-03-31,2634.571
2014-04-30,2741.259
2014-05-30,2772.919
2014-06-30,2782.208
2014-07-31,2896.253
2014-08-29,2820.585
2014-09-30,2692.056
2014-10-31,2675.428
2014-11-28,2691.54
2014-12-31,2672.693
2015-01-30,2578.915
2015-02-27,2556.195
2015-03-31,2537.289
2015-04-30,2766.357
2015-05-29,2612.063
2015-06-30,2576.619
2015-07-31,2447.016
2015-08-31,2175.105
2015-09-30,2055.177
2015-10-30,2265.552
2015-11-30,2143.054
2015-12-31,2181.786
2016-01-29,1964.404
2016-02-29,2029.022
2016-03-31,2259.539
2016-04-29,2270.982
2016-05-31,2201.768
2016-06-30,2321.554
2016-07-29,2368.792
2016-08-31,2320.296
2016-09-30,2342.728
2016-10-31,2223.957
2016-11-30,2204.607
2016-12-30,2157.141
2017-01-31,2347.184
2017-02-28,2412.856
2017-03-31,2434.197
2017-04-28,2451.764
2017-05-31,2466.392
2017-06-30,2476.647
2017-07-31,2604.2
2017-08-31,2562.886
2017-09-29,2530.784
2017-10-31,2649.429
2017-11-30,2731.519
2017-12-29,2768.563
2018-01-31,2961.129
2018-02-28,2980.235
2018-03-30,2929.758
2018-04-30,3160.495
2018-05-31,2998.922
2018-06-29,2769.285
2018-07-31,2789.092
2018-08-31,2702.781
2018-09-28,2775.566
2018-10-31,2496.291
2018-11-30,2605.924
2018-12-31,2577.636
2019-01-31,2739.679
2019-02-28,2727.344
2019-03-29,2747.342
2019-04-30,2921.588
2019-05-31,2631.198
2019-06-28,2900.952
2019-07-31,2903.197
2019-08-30,2745.126
2019-09-30,2792.119
2019-10-31,2940.513
2019-11-29,2912.363
2019-12-31,2999.407
2020-01-31,2880.117
2020-02-28,2685.34
2020-03-31,2138.635
2020-04-30,2314.047
2020-05-29,2243.934
2020-06-30,2329.3
2020-07-31,2395.197
2020-08-31,2406.344
2020-09-30,2362.181
2020-10-30,2262.748
2020-11-30,2595.542
2020-12-31,2681.974
2021-01-29,2715.95
2021-02-26,2772.736
2021-03-31,2903.174
2021-04-30,2992.761
2021-05-31,2967.315
2021-06-30,2916.846
2021-07-30,2947.854
2021-08-31,2919.133
2021-09-30,2876.319
2021-10-29,3008.256
2021-11-30,2762.868
2021-12-31,2620.869
2022-01-31,2423.119
2022-02-28,2379.339
2022-03-31,2249.435
2022-04-29,1969.294
2022-05-31,1915.583
2022-06-30,1729.4
2022-07-29,1865.476
2022-08-31,1765.995
2022-09-30,1674.779
2022-10-31,1623.379
2022-11-30,1844.68
2022-12-30,1804.597
2023-01-31,1991.61
2023-02-28,1865.377
2023-03-31,2020.486
2023-04-28,1983.61
2023-05-31,1780.074
2023-06-30,1820.377
2023-07-31,1988.291
2023-08-31,1736.652
2023-09-29,1742.739
2023-10-31,1641.366
2023-11-30,1668.308
2023-12-29,1798.229
2024-01-31,1700.809
2024-02-29,1773.404
2024-03-29,1881.31
2024-04-30,1986.478
2024-05-31,2084.367
2024-06-28,2087.054
2024-07-31,2088.685
2024-08-30,2227.782
2024-09-30,2473.991
2024-10-31,2430.553
2024-11-29,2717.795
2024-12-31,2672.092
2025-01-31,2840.278
2025-02-28,2944.371
2025-03-31,2997.165
2025-04-30,3090.378
2025-05-30,3384.654
2025-06-30,3433.084
2025-07-31,3511.732
2025-08-29,3876.56
2025-09-30,3901.187
2025-10-31,3812.579
2025-11-28,3720.139
2025-12-31,3673.454
2026-01-30,3701.326
