Date,WORLD ex USA SMID GROWTH SMID (Small+Mid Cap)
2002-04-01,376.526
2002-04-02,377.131
2002-04-03,377.275
2002-04-04,377.445
2002-04-05,378.235
2002-04-08,375.454
2002-04-09,374.965
2002-04-10,376.651
2002-04-11,375.279
2002-04-12,373.867
2002-04-15,375.123
2002-04-16,379.089
2002-04-17,382.27
2002-04-18,382.488
2002-04-19,382.174
2002-04-22,382.394
2002-04-23,381.982
2002-04-24,381.678
2002-04-25,382.376
2002-04-26,381.752
2002-04-29,380.513
2002-04-30,379.176
2002-05-01,382.026
2002-05-02,381.718
2002-05-03,383.128
2002-05-06,382.903
2002-05-07,378.553
2002-05-08,381.225
2002-05-09,381.853
2002-05-10,381.989
2002-05-13,381.495
2002-05-14,380.184
2002-05-15,384.092
2002-05-16,385.7
2002-05-17,390.28
2002-05-20,391.039
2002-05-21,391.706
2002-05-22,392.193
2002-05-23,390.078
2002-05-24,390.459
2002-05-27,389.58
2002-05-28,391.339
2002-05-29,390.535
2002-05-30,390.644
2002-05-31,390.995
2002-06-03,391.075
2002-06-04,387.953
2002-06-05,385.101
2002-06-06,385.768
2002-06-07,381.752
2002-06-10,381.474
2002-06-11,381.929
2002-06-12,377.668
2002-06-13,373.272
2002-06-14,366.897
2002-06-17,368.16
2002-06-18,370.144
2002-06-19,366.365
2002-06-20,364.914
2002-06-21,365.05
2002-06-24,363.048
2002-06-25,364.436
2002-06-26,362.955
2002-06-27,364.353
2002-06-28,371.139
2002-07-01,372.188
2002-07-02,365.921
2002-07-03,359.932
2002-07-04,360.664
2002-07-05,366.737
2002-07-08,370.064
2002-07-09,370.971
2002-07-10,363.952
2002-07-11,355.889
2002-07-12,356.932
2002-07-15,352.084
2002-07-16,350.022
2002-07-17,352.648
2002-07-18,357.207
2002-07-19,351.196
2002-07-22,340.415
2002-07-23,333.102
2002-07-24,326.503
2002-07-25,330.874
2002-07-26,324.724
2002-07-29,330.488
2002-07-30,334.532
2002-07-31,333.22
2002-08-01,327.917
2002-08-02,325.08
2002-08-05,318.551
2002-08-06,313.277
2002-08-07,316.871
2002-08-08,319.452
2002-08-09,324.278
2002-08-12,322.064
2002-08-13,322.433
2002-08-14,323.748
2002-08-15,326.951
2002-08-16,329.588
2002-08-19,331.105
2002-08-20,330.429
2002-08-21,333.866
2002-08-22,336.881
2002-08-23,336.049
2002-08-26,336.847
2002-08-27,339.874
2002-08-28,334.113
2002-08-29,330.618
2002-08-30,330.528
2002-09-02,328.524
2002-09-03,324.192
2002-09-04,321.413
2002-09-05,319.339
2002-09-06,320.16
2002-09-09,318.826
2002-09-10,320.399
2002-09-11,322.882
2002-09-12,320.114
2002-09-13,316.169
2002-09-16,312.933
2002-09-17,312.589
2002-09-18,308.669
2002-09-19,306.531
2002-09-20,304.595
2002-09-23,298.776
2002-09-24,293.876
2002-09-25,295.022
2002-09-26,299.809
2002-09-27,301.339
2002-09-30,297.351
2002-10-01,294.693
2002-10-02,294.523
2002-10-03,292.003
2002-10-04,289.015
2002-10-07,282.813
2002-10-08,280.604
2002-10-09,278.343
2002-10-10,278.007
2002-10-11,285.966
2002-10-14,285.12
2002-10-15,295.84
2002-10-16,294.974
2002-10-17,300.124
2002-10-18,300.568
2002-10-21,301.833
2002-10-22,300.105
2002-10-23,297.758
2002-10-24,299.496
2002-10-25,300.701
2002-10-28,304.847
2002-10-29,299.845
2002-10-30,302.579
2002-10-31,305.335
2002-11-01,305.821
2002-11-04,312.427
2002-11-05,315.29
2002-11-06,314.901
2002-11-07,314.59
2002-11-08,312.783
2002-11-11,307.901
2002-11-12,309.618
2002-11-13,307.402
2002-11-14,307.707
2002-11-15,309.825
2002-11-18,310.342
2002-11-19,308.532
2002-11-20,306.604
2002-11-21,313.034
2002-11-22,315.835
2002-11-25,315.858
2002-11-26,312.993
2002-11-27,315.277
2002-11-28,320.622
2002-11-29,321.811
2002-12-02,320.938
2002-12-03,317.622
2002-12-04,314.469
2002-12-05,312.781
2002-12-06,312.059
2002-12-09,308.715
2002-12-10,308.743
2002-12-11,309.863
2002-12-12,309.753
2002-12-13,308.996
2002-12-16,308.894
2002-12-17,309.085
2002-12-18,304.42
2002-12-19,304.803
2002-12-20,306.223
2002-12-23,306.03
2002-12-24,307.046
2002-12-25,306.996
2002-12-26,308.792
2002-12-27,307.787
2002-12-30,309.507
2002-12-31,311.174
2003-01-01,311.164
2003-01-02,312.531
2003-01-03,315.053
2003-01-06,319.021
2003-01-07,315.993
2003-01-08,311.593
2003-01-09,313.824
2003-01-10,315.594
2003-01-13,316.52
2003-01-14,319.293
2003-01-15,317.708
2003-01-16,317.921
2003-01-17,316.651
2003-01-20,315.123
2003-01-21,314.18
2003-01-22,311.207
2003-01-23,313.191
2003-01-24,313.129
2003-01-27,306.343
2003-01-28,305.056
2003-01-29,302.874
2003-01-30,303.792
2003-01-31,302.439
2003-02-03,305.727
2003-02-04,305.253
2003-02-05,305.282
2003-02-06,302.884
2003-02-07,300.964
2003-02-10,298.429
2003-02-11,298.983
2003-02-12,297.778
2003-02-13,298.314
2003-02-14,298.357
2003-02-17,300.543
2003-02-18,301.715
2003-02-19,301.021
2003-02-20,301.14
2003-02-21,299.858
2003-02-24,298.69
2003-02-25,292.479
2003-02-26,292.426
2003-02-27,291.646
2003-02-28,294.979
2003-03-03,297.74
2003-03-04,295.615
2003-03-05,295.069
2003-03-06,293.189
2003-03-07,290.217
2003-03-10,285.86
2003-03-11,283.794
2003-03-12,280.266
2003-03-13,282.742
2003-03-14,286.521
2003-03-17,287.694
2003-03-18,290.091
2003-03-19,291.241
2003-03-20,292.144
2003-03-21,294.362
2003-03-24,292.952
2003-03-25,293.92
2003-03-26,295.624
2003-03-27,294.876
2003-03-28,295.045
2003-03-31,292.101
2003-04-01,292.94
2003-04-02,296.546
2003-04-03,296.718
2003-04-04,297.87
2003-04-07,302.741
2003-04-08,301.054
2003-04-09,300.934
2003-04-10,301.925
2003-04-11,301.819
2003-04-14,302.731
2003-04-15,306.249
2003-04-16,308.086
2003-04-17,310.041
2003-04-18,310.228
2003-04-21,309.355
2003-04-22,311.535
2003-04-23,314.459
2003-04-24,314.232
2003-04-25,311.972
2003-04-28,313.614
2003-04-29,315.12
2003-04-30,320.075
2003-05-01,323.232
2003-05-02,323.636
2003-05-05,327.022
2003-05-06,332.317
2003-05-07,332.792
2003-05-08,330.599
2003-05-09,332.156
2003-05-12,334.387
2003-05-13,334.797
2003-05-14,335.863
2003-05-15,336.751
2003-05-16,340.305
2003-05-19,336.797
2003-05-20,336.718
2003-05-21,335.47
2003-05-22,338.016
2003-05-23,340.576
2003-05-26,341.761
2003-05-27,341.651
2003-05-28,342.745
2003-05-29,346.014
2003-05-30,346.146
2003-06-02,349.813
2003-06-03,347.423
2003-06-04,350.106
2003-06-05,355.642
2003-06-06,358.239
2003-06-09,357.336
2003-06-10,356.462
2003-06-11,361.162
2003-06-12,361.976
2003-06-13,362.211
2003-06-16,364.973
2003-06-17,367.457
2003-06-18,365.124
2003-06-19,362.308
2003-06-20,362.425
2003-06-23,359.002
2003-06-24,354.958
2003-06-25,358.948
2003-06-26,355.294
2003-06-27,357.065
2003-06-30,356.446
2003-07-01,358.377
2003-07-02,362.832
2003-07-03,364.28
2003-07-04,363.173
2003-07-07,366.141
2003-07-08,366.543
2003-07-09,366.315
2003-07-10,364.585
2003-07-11,362.932
2003-07-14,367.006
2003-07-15,365.444
2003-07-16,363.529
2003-07-17,358.797
2003-07-18,359.398
2003-07-21,360.82
2003-07-22,360.566
2003-07-23,365.269
2003-07-24,369.134
2003-07-25,370.179
2003-07-28,372.049
2003-07-29,371.859
2003-07-30,368.403
2003-07-31,367.091
2003-08-01,368.65
2003-08-04,367.974
2003-08-05,367.615
2003-08-06,364.938
2003-08-07,365.994
2003-08-08,366.379
2003-08-11,368.812
2003-08-12,370.801
2003-08-13,373.758
2003-08-14,375.518
2003-08-15,376.004
2003-08-18,377.164
2003-08-19,378.432
2003-08-20,381.232
2003-08-21,382.015
2003-08-22,381.124
2003-08-25,380.848
2003-08-26,378.411
2003-08-27,379.106
2003-08-28,380.517
2003-08-29,384.735
2003-09-01,389.476
2003-09-02,389.054
2003-09-03,393.4
2003-09-04,393.454
2003-09-05,395.107
2003-09-08,397.813
2003-09-09,399.574
2003-09-10,395.789
2003-09-11,394.002
2003-09-12,397.292
2003-09-15,398.329
2003-09-16,399.766
2003-09-17,402.712
2003-09-18,406.656
2003-09-19,410.018
2003-09-22,408.629
2003-09-23,408.958
2003-09-24,408.887
2003-09-25,405.429
2003-09-26,402.252
2003-09-29,402.71
2003-09-30,402.686
2003-10-01,407.753
2003-10-02,412.685
2003-10-03,416.721
2003-10-06,418.095
2003-10-07,421.077
2003-10-08,421.437
2003-10-09,423.76
2003-10-10,428.254
2003-10-13,428.27
2003-10-14,429.818
2003-10-15,432.11
2003-10-16,435.971
2003-10-17,435.51
2003-10-20,436.259
2003-10-21,437.004
2003-10-22,435.292
2003-10-23,425.244
2003-10-24,427.684
2003-10-27,430.91
2003-10-28,433.302
2003-10-29,438.133
2003-10-30,439.624
2003-10-31,436.766
2003-11-03,435.075
2003-11-04,439.704
2003-11-05,436.218
2003-11-06,432.703
2003-11-07,436.605
2003-11-10,436.991
2003-11-11,430.875
2003-11-12,432.981
2003-11-13,437.026
2003-11-14,435.861
2003-11-17,425.972
2003-11-18,429.362
2003-11-19,426.497
2003-11-20,427.35
2003-11-21,428.077
2003-11-24,427.617
2003-11-25,431.008
2003-11-26,436.844
2003-11-27,437.557
2003-11-28,438.18
2003-12-01,442.98
2003-12-02,447.002
2003-12-03,448.428
2003-12-04,446.91
2003-12-05,447.276
2003-12-08,445.54
2003-12-09,445.318
2003-12-10,440.82
2003-12-11,439.836
2003-12-12,444.551
2003-12-15,448.248
2003-12-16,445.056
2003-12-17,444.653
2003-12-18,445.416
2003-12-19,445.619
2003-12-22,447.088
2003-12-23,449.268
2003-12-24,451.583
2003-12-25,452.14
2003-12-26,453.249
2003-12-29,457.067
2003-12-30,461.333
2003-12-31,463.677
2004-01-01,463.685
2004-01-02,466.909
2004-01-05,474.335
2004-01-06,476.326
2004-01-07,475.011
2004-01-08,480.429
2004-01-09,484.726
2004-01-12,483.219
2004-01-13,483.805
2004-01-14,484.823
2004-01-15,482.306
2004-01-16,481.786
2004-01-19,483.368
2004-01-20,488.73
2004-01-21,490.645
2004-01-22,492.609
2004-01-23,492.237
2004-01-26,488.273
2004-01-27,490.896
2004-01-28,488.392
2004-01-29,478.237
2004-01-30,480.773
2004-02-02,482.899
2004-02-03,484.436
2004-02-04,478.937
2004-02-05,481.933
2004-02-06,488.758
2004-02-09,491.754
2004-02-10,491.805
2004-02-11,492.532
2004-02-12,498.531
2004-02-13,498.85
2004-02-16,500.144
2004-02-17,505.22
2004-02-18,505.205
2004-02-19,501.94
2004-02-20,494.447
2004-02-23,495.252
2004-02-24,494.043
2004-02-25,491.391
2004-02-26,489.225
2004-02-27,492.933
2004-03-01,500.352
2004-03-02,497.781
2004-03-03,492.161
2004-03-04,495.058
2004-03-05,502.606
2004-03-08,500.715
2004-03-09,499.405
2004-03-10,489.869
2004-03-11,482.299
2004-03-12,481.107
2004-03-15,477.607
2004-03-16,484.046
2004-03-17,487.864
2004-03-18,492.228
2004-03-19,492.092
2004-03-22,486.612
2004-03-23,485.994
2004-03-24,484.925
2004-03-25,490.226
2004-03-26,491.69
2004-03-29,497.854
2004-03-30,498.72
2004-03-31,505.446
2004-04-01,512.931
2004-04-02,512.838
2004-04-05,511.514
2004-04-06,511.119
2004-04-07,515.045
2004-04-08,514.389
2004-04-09,512.109
2004-04-12,514.642
2004-04-13,511.008
2004-04-14,503.285
2004-04-15,500.083
2004-04-16,505.187
2004-04-19,503.612
2004-04-20,504.349
2004-04-21,498.671
2004-04-22,499.74
2004-04-23,502.764
2004-04-26,505.809
2004-04-27,504.055
2004-04-28,497.521
2004-04-29,495.328
2004-04-30,491.518
2004-05-03,491.965
2004-05-04,497.618
2004-05-05,500.475
2004-05-06,491.526
2004-05-07,481.132
2004-05-10,459.339
2004-05-11,461.863
2004-05-12,466.792
2004-05-13,462.915
2004-05-14,459.847
2004-05-17,453.016
2004-05-18,457.942
2004-05-19,472.268
2004-05-20,467.066
2004-05-21,474.114
2004-05-24,474.983
2004-05-25,476.615
2004-05-26,481.729
2004-05-27,489.378
2004-05-28,491.069
2004-05-31,491.437
2004-06-01,491.198
2004-06-02,492.441
2004-06-03,488.296
2004-06-04,491.333
2004-06-07,499.918
2004-06-08,500.324
2004-06-09,496.551
2004-06-10,497.514
2004-06-11,493.978
2004-06-14,491.157
2004-06-15,492.496
2004-06-16,495.628
2004-06-17,498.115
2004-06-18,499.898
2004-06-21,501.011
2004-06-22,498.164
2004-06-23,499.542
2004-06-24,506.941
2004-06-25,506.376
2004-06-28,511.886
2004-06-29,508.791
2004-06-30,510.57
2004-07-01,511.375
2004-07-02,511.615
2004-07-05,507.293
2004-07-06,503.918
2004-07-07,506.243
2004-07-08,505.054
2004-07-09,507.049
2004-07-12,509.029
2004-07-13,505.928
2004-07-14,503.309
2004-07-15,499.017
2004-07-16,504.921
2004-07-19,503.531
2004-07-20,499.914
2004-07-21,497.736
2004-07-22,493.276
2004-07-23,487.685
2004-07-26,483.682
2004-07-27,479.122
2004-07-28,480.279
2004-07-29,480.882
2004-07-30,483.598
2004-08-02,483.275
2004-08-03,483.09
2004-08-04,477.519
2004-08-05,477.607
2004-08-06,477.798
2004-08-09,473.238
2004-08-10,477.311
2004-08-11,473.633
2004-08-12,472.528
2004-08-13,473.502
2004-08-16,474.485
2004-08-17,475.924
2004-08-18,476.125
2004-08-19,481.932
2004-08-20,481.271
2004-08-23,481.657
2004-08-24,478.825
2004-08-25,480.511
2004-08-26,483.073
2004-08-27,484.27
2004-08-30,483.224
2004-08-31,484.507
2004-09-01,487.862
2004-09-02,488.847
2004-09-03,485.045
2004-09-06,489.148
2004-09-07,490.714
2004-09-08,492.189
2004-09-09,489.774
2004-09-10,494.492
2004-09-13,496.623
2004-09-14,498.706
2004-09-15,491.683
2004-09-16,493.53
2004-09-17,494.395
2004-09-20,493.569
2004-09-21,496.88
2004-09-22,494.731
2004-09-23,494.868
2004-09-24,493.503
2004-09-27,491.19
2004-09-28,492.201
2004-09-29,494.08
2004-09-30,499.04
2004-10-01,503.562
2004-10-04,505.773
2004-10-05,506.755
2004-10-06,507.681
2004-10-07,508.164
2004-10-08,512.044
2004-10-11,511.224
2004-10-12,504.316
2004-10-13,502.543
2004-10-14,502.194
2004-10-15,504.667
2004-10-18,503.335
2004-10-19,507.35
2004-10-20,506.6
2004-10-21,509.528
2004-10-22,511.654
2004-10-25,510.845
2004-10-26,511.71
2004-10-27,514.939
2004-10-28,517.407
2004-10-29,516.406
2004-11-01,517.918
2004-11-02,521.682
2004-11-03,526.426
2004-11-04,529.128
2004-11-05,534.458
2004-11-08,533.971
2004-11-09,533.547
2004-11-10,533.603
2004-11-11,535.133
2004-11-12,541.175
2004-11-15,543.396
2004-11-16,542.683
2004-11-17,547.688
2004-11-18,545.564
2004-11-19,548.731
2004-11-22,544.239
2004-11-23,546.296
2004-11-24,550.923
2004-11-25,555.981
2004-11-26,555.517
2004-11-29,557.797
2004-11-30,555.766
2004-12-01,556.763
2004-12-02,557.938
2004-12-03,561.713
2004-12-06,561.382
2004-12-07,560.154
2004-12-08,550.839
2004-12-09,546.633
2004-12-10,545.67
2004-12-13,550.633
2004-12-14,551.135
2004-12-15,558.105
2004-12-16,555.968
2004-12-17,556.192
2004-12-20,562.779
2004-12-21,561.806
2004-12-22,564.333
2004-12-23,568.226
2004-12-24,571.563
2004-12-27,574.843
2004-12-28,575.463
2004-12-29,573.969
2004-12-30,579.177
2004-12-31,580.287
2005-01-03,577.815
2005-01-04,571.741
2005-01-05,567.735
2005-01-06,564.763
2005-01-07,564.426
2005-01-10,567.332
2005-01-11,569.723
2005-01-12,574.138
2005-01-13,573.317
2005-01-14,571.99
2005-01-17,575.934
2005-01-18,574.206
2005-01-19,576.68
2005-01-20,571.001
2005-01-21,572.272
2005-01-24,574.561
2005-01-25,572.124
2005-01-26,579.385
2005-01-27,578.54
2005-01-28,576.734
2005-01-31,581.438
2005-02-01,582.708
2005-02-02,586.4
2005-02-03,583.762
2005-02-04,587.475
2005-02-07,586.353
2005-02-08,583.04
2005-02-09,583.035
2005-02-10,586.56
2005-02-11,588.926
2005-02-14,594.824
2005-02-15,595.949
2005-02-16,592.017
2005-02-17,595.485
2005-02-18,595.918
2005-02-21,595.597
2005-02-22,598.521
2005-02-23,594.09
2005-02-24,595.49
2005-02-25,601.54
2005-02-28,606.412
2005-03-01,605.953
2005-03-02,603.16
2005-03-03,603.62
2005-03-04,611.335
2005-03-07,608.851
2005-03-08,612.762
2005-03-09,612.898
2005-03-10,610.298
2005-03-11,614.24
2005-03-14,609.189
2005-03-15,610.135
2005-03-16,611.475
2005-03-17,608.681
2005-03-18,608.075
2005-03-21,603.457
2005-03-22,604.252
2005-03-23,591.895
2005-03-24,591.132
2005-03-25,591.14
2005-03-28,588.24
2005-03-29,585.152
2005-03-30,584.825
2005-03-31,591.168
2005-04-01,593.263
2005-04-04,586.061
2005-04-05,589.834
2005-04-06,591.817
2005-04-07,595.115
2005-04-08,595.486
2005-04-11,597.636
2005-04-12,592.805
2005-04-13,595.651
2005-04-14,588.007
2005-04-15,582.686
2005-04-18,572.045
2005-04-19,580.173
2005-04-20,581.825
2005-04-21,581.161
2005-04-22,586.766
2005-04-25,585.006
2005-04-26,581.345
2005-04-27,574.996
2005-04-28,570.887
2005-04-29,572.642
2005-05-02,572.381
2005-05-03,574.162
2005-05-04,578.043
2005-05-05,579.792
2005-05-06,579.363
2005-05-09,578.427
2005-05-10,577.361
2005-05-11,574.755
2005-05-12,571.601
2005-05-13,567.832
2005-05-16,563.741
2005-05-17,561.86
2005-05-18,565.412
2005-05-19,569.579
2005-05-20,567.02
2005-05-23,571.543
2005-05-24,572.301
2005-05-25,570.746
2005-05-26,571.643
2005-05-27,573.293
2005-05-30,574.785
2005-05-31,573.465
2005-06-01,574.787
2005-06-02,576.277
2005-06-03,578.502
2005-06-06,579.658
2005-06-07,582.141
2005-06-08,584.874
2005-06-09,579.013
2005-06-10,580.579
2005-06-13,578.114
2005-06-14,578.641
2005-06-15,581.935
2005-06-16,585.907
2005-06-17,592.793
2005-06-20,589.948
2005-06-21,591.167
2005-06-22,591.498
2005-06-23,590.152
2005-06-24,587.549
2005-06-27,585.179
2005-06-28,586.959
2005-06-29,587.427
2005-06-30,587.134
2005-07-01,583.681
2005-07-04,583.511
2005-07-05,582.298
2005-07-06,585.766
2005-07-07,579.817
2005-07-08,584.043
2005-07-11,593.045
2005-07-12,598.43
2005-07-13,595.009
2005-07-14,596.174
2005-07-15,593.257
2005-07-18,594.545
2005-07-19,592.261
2005-07-20,592.863
2005-07-21,602.947
2005-07-22,603.472
2005-07-25,602.559
2005-07-26,599.788
2005-07-27,602.873
2005-07-28,606.695
2005-07-29,610.139
2005-08-01,614.408
2005-08-02,618.088
2005-08-03,621.686
2005-08-04,620.846
2005-08-05,614.93
2005-08-08,618.802
2005-08-09,620.726
2005-08-10,629.021
2005-08-11,633.229
2005-08-12,633.096
2005-08-15,630.982
2005-08-16,630.486
2005-08-17,627.428
2005-08-18,620.957
2005-08-19,622.183
2005-08-22,630.685
2005-08-23,628.94
2005-08-24,628.328
2005-08-25,627.559
2005-08-26,629.338
2005-08-29,624.582
2005-08-30,622.28
2005-08-31,629.37
2005-09-01,643.018
2005-09-02,646.67
2005-09-05,648.677
2005-09-06,647.864
2005-09-07,648.573
2005-09-08,646.429
2005-09-09,652.44
2005-09-12,650.679
2005-09-13,646.658
2005-09-14,650.885
2005-09-15,648.961
2005-09-16,650.616
2005-09-19,649.98
2005-09-20,652.963
2005-09-21,652.408
2005-09-22,645.637
2005-09-23,643.044
2005-09-26,648.159
2005-09-27,643.887
2005-09-28,648.585
2005-09-29,652.017
2005-09-30,654.811
2005-10-03,651.091
2005-10-04,653.969
2005-10-05,648.175
2005-10-06,642.64
2005-10-07,640.804
2005-10-10,639.791
2005-10-11,641.603
2005-10-12,639.624
2005-10-13,627.904
2005-10-14,632.64
2005-10-17,630.871
2005-10-18,623.147
2005-10-19,614.547
2005-10-20,617.084
2005-10-21,616.082
2005-10-24,620.41
2005-10-25,627.905
2005-10-26,629.439
2005-10-27,629.065
2005-10-28,626.167
2005-10-31,633.158
2005-11-01,637.09
2005-11-02,642.168
2005-11-03,646.109
2005-11-04,640.416
2005-11-07,641.206
