Date,NEW ZEALAND IMI GROWTH IMI (Large+Mid+Small Cap)
2001-10-01,184.107
2001-10-02,186.287
2001-10-03,190.317
2001-10-04,192.118
2001-10-05,194.022
2001-10-08,195.201
2001-10-09,192.413
2001-10-10,191.089
2001-10-11,192.155
2001-10-12,197.901
2001-10-15,202.483
2001-10-16,203.563
2001-10-17,204.169
2001-10-18,199.85
2001-10-19,198.891
2001-10-22,199.082
2001-10-23,200.894
2001-10-24,203.244
2001-10-25,203.201
2001-10-26,203.284
2001-10-29,206.347
2001-10-30,205.667
2001-10-31,206.467
2001-11-01,208.058
2001-11-02,210.645
2001-11-05,212.979
2001-11-06,215.914
2001-11-07,215.036
2001-11-08,211.613
2001-11-09,210.696
2001-11-12,213.307
2001-11-13,218.202
2001-11-14,216.362
2001-11-15,215.189
2001-11-16,213.303
2001-11-19,213.835
2001-11-20,215.289
2001-11-21,212.022
2001-11-22,210.922
2001-11-23,208.81
2001-11-26,210.868
2001-11-27,214.548
2001-11-28,215.246
2001-11-29,216.655
2001-11-30,218.091
2001-12-03,215.11
2001-12-04,212.215
2001-12-05,215.2
2001-12-06,218.92
2001-12-07,218.918
2001-12-10,217.356
2001-12-11,220.155
2001-12-12,221.392
2001-12-13,221.152
2001-12-14,218.303
2001-12-17,216.754
2001-12-18,214.434
2001-12-19,214.738
2001-12-20,212.786
2001-12-21,214.386
2001-12-24,216.228
2001-12-25,216.228
2001-12-26,216.385
2001-12-27,215.141
2001-12-28,216.695
2001-12-31,217.046
2002-01-01,217.046
2002-01-02,219.236
2002-01-03,222.494
2002-01-04,224.067
2002-01-07,226.226
2002-01-08,227.689
2002-01-09,226.237
2002-01-10,227.637
2002-01-11,226.581
2002-01-14,224.676
2002-01-15,224.974
2002-01-16,224.359
2002-01-17,224.023
2002-01-18,225.626
2002-01-21,228.411
2002-01-22,230.494
2002-01-23,229.053
2002-01-24,228.65
2002-01-25,227.252
2002-01-28,226.501
2002-01-29,227.847
2002-01-30,222.958
2002-01-31,223.617
2002-02-01,225.078
2002-02-04,225.843
2002-02-05,225.427
2002-02-06,225.616
2002-02-07,221.659
2002-02-08,222.576
2002-02-11,222.147
2002-02-12,220.394
2002-02-13,220.823
2002-02-14,222.526
2002-02-15,223.709
2002-02-18,223.474
2002-02-19,222.341
2002-02-20,223.233
2002-02-21,222.178
2002-02-22,222.987
2002-02-25,223.159
2002-02-26,226.043
2002-02-27,225.36
2002-02-28,227.241
2002-03-01,229.271
2002-03-04,230.532
2002-03-05,230.434
2002-03-06,228.598
2002-03-07,233.496
2002-03-08,232.46
2002-03-11,232.474
2002-03-12,234.949
2002-03-13,233.078
2002-03-14,233.167
2002-03-15,237.051
2002-03-18,237.857
2002-03-19,236.757
2002-03-20,240.871
2002-03-21,239.604
2002-03-22,239.4
2002-03-25,240.243
2002-03-26,240.363
2002-03-27,239.232
2002-03-28,243.619
2002-03-29,243.619
2002-04-01,244.726
2002-04-02,244.882
2002-04-03,243.037
2002-04-04,242.847
2002-04-05,241.731
2002-04-08,238.866
2002-04-09,240.551
2002-04-10,241.525
2002-04-11,244.849
2002-04-12,244.337
2002-04-15,243.751
2002-04-16,244.106
2002-04-17,246.737
2002-04-18,245.251
2002-04-19,245.163
2002-04-22,245.115
2002-04-23,244.757
2002-04-24,244.109
2002-04-25,246.129
2002-04-26,245.599
2002-04-29,244.157
2002-04-30,244.988
2002-05-01,249.55
2002-05-02,247.95
2002-05-03,249.865
2002-05-06,248.044
2002-05-07,248.191
2002-05-08,248.784
2002-05-09,248.563
2002-05-10,251.918
2002-05-13,254.564
2002-05-14,256.353
2002-05-15,259.775
2002-05-16,258.6
2002-05-17,261.547
2002-05-20,263.504
2002-05-21,265.169
2002-05-22,268.746
2002-05-23,270.38
2002-05-24,268.721
2002-05-27,268.719
2002-05-28,271.674
2002-05-29,274.653
2002-05-30,276.233
2002-05-31,277.269
2002-06-03,281.205
2002-06-04,283.594
2002-06-05,280.493
2002-06-06,284.705
2002-06-07,286.822
2002-06-10,287.559
2002-06-11,286.364
2002-06-12,287.079
2002-06-13,286.629
2002-06-14,281.417
2002-06-17,284.433
2002-06-18,290.286
2002-06-19,289.487
2002-06-20,289.745
2002-06-21,290.351
2002-06-24,285.936
2002-06-25,282.608
2002-06-26,275.226
2002-06-27,278.45
2002-06-28,275.943
2002-07-01,276.923
2002-07-02,278.423
2002-07-03,277.295
2002-07-04,272.989
2002-07-05,276.509
2002-07-08,283.578
2002-07-09,283.64
2002-07-10,283.105
2002-07-11,274.789
2002-07-12,276.676
2002-07-15,275.981
2002-07-16,274.186
2002-07-17,267.586
2002-07-18,271.437
2002-07-19,272.731
2002-07-22,265.645
2002-07-23,264.286
2002-07-24,252.032
2002-07-25,254.925
2002-07-26,249.631
2002-07-29,254.469
2002-07-30,259.205
2002-07-31,255.32
2002-08-01,253.094
2002-08-02,251.399
2002-08-05,252.122
2002-08-06,246.12
2002-08-07,251.736
2002-08-08,253.639
2002-08-09,257.857
2002-08-12,261.165
2002-08-13,261.365
2002-08-14,261.651
2002-08-15,264.221
2002-08-16,264.793
2002-08-19,266.175
2002-08-20,267.615
2002-08-21,264.066
2002-08-22,265.635
2002-08-23,265.716
2002-08-26,265.915
2002-08-27,270.521
2002-08-28,271.575
2002-08-29,270.894
2002-08-30,269.732
2002-09-02,272.117
2002-09-03,273.35
2002-09-04,269.862
2002-09-05,269.017
2002-09-06,268.43
2002-09-09,267.892
2002-09-10,268.683
2002-09-11,270.703
2002-09-12,274.158
2002-09-13,273.811
2002-09-16,271.273
2002-09-17,271.391
2002-09-18,271.195
2002-09-19,271.318
2002-09-20,270.594
2002-09-23,268.533
2002-09-24,266.907
2002-09-25,266.412
2002-09-26,267.793
2002-09-27,265.223
2002-09-30,268.063
2002-10-01,268.258
2002-10-02,271.529
2002-10-03,271.361
2002-10-04,270.052
2002-10-07,272.993
2002-10-08,273.087
2002-10-09,275.12
2002-10-10,272.176
2002-10-11,275.167
2002-10-14,276.583
2002-10-15,276.205
2002-10-16,275.231
2002-10-17,275.611
2002-10-18,276.782
2002-10-21,280.47
2002-10-22,282.522
2002-10-23,283.658
2002-10-24,283.832
2002-10-25,283.911
2002-10-28,285.195
2002-10-29,284.038
2002-10-30,281.514
2002-10-31,284.173
2002-11-01,289.376
2002-11-04,294.258
2002-11-05,284.3
2002-11-06,285.352
2002-11-07,282.941
2002-11-08,282.404
2002-11-11,279.862
2002-11-12,280.752
2002-11-13,283.841
2002-11-14,284.872
2002-11-15,283.908
2002-11-18,285.283
2002-11-19,284.991
2002-11-20,282.618
2002-11-21,284.511
2002-11-22,285.321
2002-11-25,284.134
2002-11-26,282.451
2002-11-27,279.555
2002-11-28,281.349
2002-11-29,283.884
2002-12-02,283.635
2002-12-03,280.576
2002-12-04,279.519
2002-12-05,282.624
2002-12-06,283.261
2002-12-09,282.884
2002-12-10,282.437
2002-12-11,281.331
2002-12-12,283.039
2002-12-13,288.018
2002-12-16,286.671
2002-12-17,289.935
2002-12-18,288.685
2002-12-19,292.37
2002-12-20,290.636
2002-12-23,292.381
2002-12-24,294.015
2002-12-25,294.015
2002-12-26,294.328
2002-12-27,295.128
2002-12-30,296.9
2002-12-31,299.007
2003-01-01,299.007
2003-01-02,299.35
2003-01-03,300.306
2003-01-06,309.129
2003-01-07,310.554
2003-01-08,306.091
2003-01-09,307.873
2003-01-10,312.518
2003-01-13,314.898
2003-01-14,316.755
2003-01-15,316.318
2003-01-16,318.009
2003-01-17,322.489
2003-01-20,319.518
2003-01-21,316.686
2003-01-22,314.856
2003-01-23,317.488
2003-01-24,320.433
2003-01-27,319.742
2003-01-28,316.775
2003-01-29,317.946
2003-01-30,312.728
2003-01-31,311.673
2003-02-03,311.639
2003-02-04,318.292
2003-02-05,312.864
2003-02-06,312.949
2003-02-07,308.968
2003-02-10,312.683
2003-02-11,313.672
2003-02-12,311.812
2003-02-13,309.872
2003-02-14,309.517
2003-02-17,313.366
2003-02-18,313.26
2003-02-19,315.686
2003-02-20,315.461
2003-02-21,312.567
2003-02-24,312.838
2003-02-25,307.539
2003-02-26,310.239
2003-02-27,310.101
2003-02-28,306.353
2003-03-03,308.177
2003-03-04,312.482
2003-03-05,314.613
2003-03-06,315.531
2003-03-07,313.089
2003-03-10,313.14
2003-03-11,307.739
2003-03-12,303.776
2003-03-13,299.051
2003-03-14,303.871
2003-03-17,302.265
2003-03-18,304.348
2003-03-19,302.521
2003-03-20,304.684
2003-03-21,303.436
2003-03-24,305.555
2003-03-25,304.414
2003-03-26,301.33
2003-03-27,303.408
2003-03-28,304.605
2003-03-31,310.201
2003-04-01,309.196
2003-04-02,309.839
2003-04-03,306.683
2003-04-04,306.236
2003-04-07,309.43
2003-04-08,314.35
2003-04-09,317.194
2003-04-10,313.01
2003-04-11,314.586
2003-04-14,320.205
2003-04-15,326.599
2003-04-16,325.892
2003-04-17,323.84
2003-04-18,323.84
2003-04-21,322.794
2003-04-22,324.789
2003-04-23,326.127
2003-04-24,327.025
2003-04-25,325.905
2003-04-28,323.742
2003-04-29,327.851
2003-04-30,333.451
2003-05-01,332.797
2003-05-02,323.929
2003-05-05,328.527
2003-05-06,333.103
2003-05-07,330.6
2003-05-08,337.74
2003-05-09,340.322
2003-05-12,344.079
2003-05-13,344.007
2003-05-14,345.001
2003-05-15,343.976
2003-05-16,345.627
2003-05-19,348.257
2003-05-20,347.4
2003-05-21,351.76
2003-05-22,354.298
2003-05-23,356.365
2003-05-26,359.479
2003-05-27,361.258
2003-05-28,356.285
2003-05-29,361.17
2003-05-30,363.169
2003-06-02,365.088
2003-06-03,362.868
2003-06-04,362.697
2003-06-05,365.018
2003-06-06,363.409
2003-06-09,362.108
2003-06-10,360.344
2003-06-11,363.782
2003-06-12,365.863
2003-06-13,368.427
2003-06-16,373.843
2003-06-17,380.346
2003-06-18,381.473
2003-06-19,382.311
2003-06-20,385.545
2003-06-23,384.345
2003-06-24,381.274
2003-06-25,384.109
2003-06-26,379.865
2003-06-27,380.332
2003-06-30,390.443
2003-07-01,392.979
2003-07-02,393.479
2003-07-03,395.491
2003-07-04,391.734
2003-07-07,391.635
2003-07-08,384.701
2003-07-09,374.398
2003-07-10,376.033
2003-07-11,379.702
2003-07-14,379.666
2003-07-15,374.251
2003-07-16,369.525
2003-07-17,367.467
2003-07-18,361.606
2003-07-21,369.656
2003-07-22,369.408
2003-07-23,375.386
2003-07-24,382.967
2003-07-25,385.004
2003-07-28,384.967
2003-07-29,384.388
2003-07-30,377.13
2003-07-31,373.641
2003-08-01,380.479
2003-08-04,380.176
2003-08-05,380.181
2003-08-06,383.515
2003-08-07,383.625
2003-08-08,387.31
2003-08-11,391.242
2003-08-12,390.821
2003-08-13,393.519
2003-08-14,391.345
2003-08-15,388.961
2003-08-18,389.688
2003-08-19,389.657
2003-08-20,389.1
2003-08-21,382.499
2003-08-22,379.799
2003-08-25,379.038
2003-08-26,376.063
2003-08-27,371.372
2003-08-28,370.859
2003-08-29,380.303
2003-09-01,378.476
2003-09-02,373.451
2003-09-03,375.352
2003-09-04,373.993
2003-09-05,380.275
2003-09-08,380.581
2003-09-09,385.016
2003-09-10,384.135
2003-09-11,383.947
2003-09-12,383.558
2003-09-15,389.882
2003-09-16,387.139
2003-09-17,390.645
2003-09-18,391.32
2003-09-19,398.599
2003-09-22,404.934
2003-09-23,403.682
2003-09-24,405.112
2003-09-25,404.967
2003-09-26,400.382
2003-09-29,399.253
2003-09-30,404.706
2003-10-01,405.802
2003-10-02,406.649
2003-10-03,406.837
2003-10-06,405.636
2003-10-07,408.628
2003-10-08,407.835
2003-10-09,411.384
2003-10-10,409.082
2003-10-13,408.421
2003-10-14,402.578
2003-10-15,403.416
2003-10-16,404.752
2003-10-17,406.847
2003-10-20,406.686
2003-10-21,410.045
2003-10-22,413.152
2003-10-23,412.552
2003-10-24,413.002
2003-10-27,413.509
2003-10-28,413.498
2003-10-29,418.649
2003-10-30,416.597
2003-10-31,417.878
2003-11-03,417.593
2003-11-04,418.959
2003-11-05,424.462
2003-11-06,420.71
2003-11-07,422.392
2003-11-10,425.883
2003-11-11,434.166
2003-11-12,432.475
2003-11-13,436.146
2003-11-14,435.883
2003-11-17,434.529
2003-11-18,440.427
2003-11-19,443.293
2003-11-20,447.744
2003-11-21,444.12
2003-11-24,441.277
2003-11-25,440.76
2003-11-26,446.291
2003-11-27,444.416
2003-11-28,446.827
2003-12-01,453.871
2003-12-02,454.187
2003-12-03,454.467
2003-12-04,452.477
2003-12-05,452.321
2003-12-08,455.426
2003-12-09,456.728
2003-12-10,458.3
2003-12-11,455.173
2003-12-12,459.921
2003-12-15,463.756
2003-12-16,463.832
2003-12-17,461.544
2003-12-18,459.559
2003-12-19,457.38
2003-12-22,458.99
2003-12-23,459.674
2003-12-24,465.574
2003-12-25,465.574
2003-12-26,466.041
2003-12-29,466.928
2003-12-30,472.602
2003-12-31,476.353
2004-01-01,476.353
2004-01-02,477.514
2004-01-05,487.307
2004-01-06,492.674
2004-01-07,493.671
2004-01-08,491.508
2004-01-09,497.601
2004-01-12,498.48
2004-01-13,495.73
2004-01-14,490.346
2004-01-15,487.314
2004-01-16,486.528
2004-01-19,479.468
2004-01-20,491.47
2004-01-21,493.432
2004-01-22,494.324
2004-01-23,495.142
2004-01-26,493.835
2004-01-27,499.8
2004-01-28,500.779
2004-01-29,488.666
2004-01-30,490.607
2004-02-02,491.916
2004-02-03,494.672
2004-02-04,489.691
2004-02-05,494.636
2004-02-06,496.575
2004-02-09,504.53
2004-02-10,505.079
2004-02-11,498.713
2004-02-12,497.533
2004-02-13,502.484
2004-02-16,503.688
2004-02-17,501.468
2004-02-18,503.56
2004-02-19,499.337
2004-02-20,489.618
2004-02-23,485.205
2004-02-24,487.993
2004-02-25,489.538
2004-02-26,487.474
2004-02-27,486.137
2004-03-01,485.532
2004-03-02,486.065
2004-03-03,473.884
2004-03-04,478.157
2004-03-05,485.642
2004-03-08,482.974
2004-03-09,492.627
2004-03-10,480.039
2004-03-11,468.603
2004-03-12,470.521
2004-03-15,465.629
2004-03-16,471.706
2004-03-17,469.449
2004-03-18,477.313
2004-03-19,475.422
2004-03-22,482.336
2004-03-23,480.698
2004-03-24,475.43
2004-03-25,473.069
2004-03-26,476.21
2004-03-29,480.101
2004-03-30,488.577
2004-03-31,495.413
2004-04-01,497.723
2004-04-02,491.113
2004-04-05,482.128
2004-04-06,490.056
2004-04-07,492.798
2004-04-08,490.137
2004-04-09,490.137
2004-04-12,492.817
2004-04-13,485.087
2004-04-14,468.081
2004-04-15,472.682
2004-04-16,475.673
2004-04-19,480.299
2004-04-20,476.243
2004-04-21,473.44
2004-04-22,474.637
2004-04-23,478.911
2004-04-26,481.315
2004-04-27,481.163
2004-04-28,479.232
2004-04-29,475.844
2004-04-30,477.197
2004-05-03,474.325
2004-05-04,482.384
2004-05-05,484.792
2004-05-06,482.51
2004-05-07,469.517
2004-05-10,455.252
2004-05-11,451.297
2004-05-12,457.571
2004-05-13,450.494
2004-05-14,450.035
2004-05-17,455.199
2004-05-18,451.147
2004-05-19,463.944
2004-05-20,460.689
2004-05-21,465.482
2004-05-24,464.657
2004-05-25,466.405
2004-05-26,467.488
2004-05-27,481.962
2004-05-28,477.674
2004-05-31,478.136
2004-06-01,478.982
2004-06-02,475.793
2004-06-03,475.573
2004-06-04,474.829
2004-06-07,482.034
2004-06-08,480.551
2004-06-09,473.998
2004-06-10,484.542
2004-06-11,482.913
2004-06-14,484.641
2004-06-15,482.904
2004-06-16,484.02
2004-06-17,482.511
2004-06-18,484.938
2004-06-21,485.599
2004-06-22,485.999
2004-06-23,484.845
2004-06-24,489.988
2004-06-25,491.959
2004-06-28,496.323
2004-06-29,491.753
2004-06-30,501.194
2004-07-01,504.072
2004-07-02,509.764
2004-07-05,510.414
2004-07-06,512.596
2004-07-07,519.63
2004-07-08,517.862
2004-07-09,516.009
2004-07-12,517.882
2004-07-13,514.926
2004-07-14,511.774
2004-07-15,510.906
2004-07-16,520.265
2004-07-19,521.509
2004-07-20,524.277
2004-07-21,509.953
2004-07-22,519.49
2004-07-23,508.862
2004-07-26,512.311
2004-07-27,507.707
2004-07-28,507.851
2004-07-29,513.3
2004-07-30,515.659
2004-08-02,519.496
2004-08-03,525.008
2004-08-04,525.033
2004-08-05,526.488
2004-08-06,528.227
2004-08-09,527.038
2004-08-10,527.753
2004-08-11,526.301
2004-08-12,529.336
2004-08-13,533.47
2004-08-16,528.843
2004-08-17,527.275
2004-08-18,525.99
2004-08-19,533.47
2004-08-20,533.714
2004-08-23,529.698
2004-08-24,518.561
2004-08-25,516.773
2004-08-26,516.008
2004-08-27,518.999
2004-08-30,519.372
2004-08-31,523.076
2004-09-01,524.184
2004-09-02,512.553
2004-09-03,508.184
2004-09-06,510.929
2004-09-07,509.26
2004-09-08,511.469
2004-09-09,517.098
2004-09-10,523.532
2004-09-13,517.134
2004-09-14,525.746
2004-09-15,522.46
2004-09-16,526.722
2004-09-17,528.169
2004-09-20,531.74
2004-09-21,535.066
2004-09-22,537.161
2004-09-23,539.249
2004-09-24,540.183
2004-09-27,541.621
2004-09-28,547.228
2004-09-29,547.829
2004-09-30,554.371
2004-10-01,554.528
2004-10-04,550.815
2004-10-05,556.472
2004-10-06,557.918
2004-10-07,555.745
2004-10-08,560.176
2004-10-11,559.913
2004-10-12,557.736
2004-10-13,552.182
2004-10-14,562.04
2004-10-15,562.754
2004-10-18,561.827
2004-10-19,560.394
2004-10-20,563.586
2004-10-21,563.909
2004-10-22,560.715
2004-10-25,566.612
2004-10-26,559.264
2004-10-27,562.371
2004-10-28,556.177
2004-10-29,556.545
2004-11-01,560.002
2004-11-02,567.976
2004-11-03,574.312
2004-11-04,581.835
2004-11-05,581.365
2004-11-08,582.158
2004-11-09,582.21
2004-11-10,573.557
2004-11-11,579.047
2004-11-12,585.393
2004-11-15,589.907
2004-11-16,589.332
2004-11-17,595.098
2004-11-18,595.599
2004-11-19,603.902
2004-11-22,603.896
2004-11-23,602.871
2004-11-24,606.767
2004-11-25,617.404
2004-11-26,619.275
2004-11-29,620.649
2004-11-30,621.706
2004-12-01,624.771
2004-12-02,630.036
2004-12-03,631.118
2004-12-06,636.112
2004-12-07,636.853
2004-12-08,618.994
2004-12-09,617.466
2004-12-10,617.105
2004-12-13,624.875
2004-12-14,621.994
2004-12-15,627.597
2004-12-16,623.265
2004-12-17,624.475
2004-12-20,627.733
2004-12-21,622.333
2004-12-22,628.248
2004-12-23,630.178
2004-12-24,635.343
2004-12-27,637.469
2004-12-28,639.462
2004-12-29,641.059
2004-12-30,646.52
2004-12-31,654.986
2005-01-03,647.233
2005-01-04,639.616
2005-01-05,641.724
2005-01-06,638.761
2005-01-07,635.505
2005-01-10,630.981
2005-01-11,637.985
2005-01-12,638.2
2005-01-13,640.519
2005-01-14,631.75
2005-01-17,630.149
2005-01-18,635.07
2005-01-19,640.16
2005-01-20,637.657
2005-01-21,643.656
2005-01-24,646.524
2005-01-25,645.307
2005-01-26,654.418
2005-01-27,646.114
2005-01-28,644.81
2005-01-31,641.726
2005-02-01,647.204
2005-02-02,646.359
2005-02-03,648.378
2005-02-04,658.417
2005-02-07,656.228
2005-02-08,651.158
2005-02-09,660.896
2005-02-10,662.263
2005-02-11,664.826
2005-02-14,672.672
2005-02-15,667.603
2005-02-16,662.856
2005-02-17,672.204
2005-02-18,675.531
2005-02-21,685.087
2005-02-22,681.616
2005-02-23,671.469
2005-02-24,670.359
2005-02-25,673.504
2005-02-28,691.426
2005-03-01,688.145
2005-03-02,689.888
2005-03-03,691.9
2005-03-04,698.43
2005-03-07,701.245
2005-03-08,711.793
2005-03-09,708.626
2005-03-10,702.218
2005-03-11,692.65
2005-03-14,692.545
2005-03-15,696.687
2005-03-16,697.754
2005-03-17,689.646
2005-03-18,692.871
2005-03-21,691.667
2005-03-22,690.713
2005-03-23,667.052
2005-03-24,655.174
2005-03-25,655.174
2005-03-28,649.037
2005-03-29,647.247
2005-03-30,644.332
2005-03-31,645.615
2005-04-01,643.338
2005-04-04,640.842
2005-04-05,643.504
2005-04-06,647.903
2005-04-07,652.295
2005-04-08,652.039
2005-04-11,655.434
2005-04-12,651.779
2005-04-13,658.078
2005-04-14,656.076
2005-04-15,646.202
2005-04-18,631.642
2005-04-19,638.797
2005-04-20,641.912
2005-04-21,636.719
2005-04-22,642.386
2005-04-25,639.315
2005-04-26,633.263
2005-04-27,634.176
2005-04-28,640.431
2005-04-29,648.616
2005-05-02,648.285
2005-05-03,644.432
2005-05-04,649.105
2005-05-05,641.281
2005-05-06,631.444
2005-05-09,621.954
2005-05-10,627.132
2005-05-11,631.347
2005-05-12,626.531
2005-05-13,623.713
2005-05-16,621.841
2005-05-17,626.712
2005-05-18,626.38
2005-05-19,631.801
2005-05-20,633.98
2005-05-23,642.621
2005-05-24,643.875
2005-05-25,645.543
2005-05-26,635.235
2005-05-27,640.962
2005-05-30,639.704
2005-05-31,631.918
2005-06-01,618.766
2005-06-02,628.953
2005-06-03,635.767
2005-06-06,642.06
2005-06-07,646.926
2005-06-08,651.316
2005-06-09,648.096
2005-06-10,643.202
2005-06-13,643.788
2005-06-14,653.675
2005-06-15,659.857
2005-06-16,667.225
2005-06-17,672.628
2005-06-20,667.689
2005-06-21,671.721
2005-06-22,674.38
2005-06-23,664.735
2005-06-24,655.136
2005-06-27,659.883
2005-06-28,657.872
2005-06-29,662.27
2005-06-30,669.683
2005-07-01,656.156
2005-07-04,659.268
2005-07-05,662.703
2005-07-06,665.774
2005-07-07,657.605
2005-07-08,656.485
2005-07-11,668.623
2005-07-12,678.52
2005-07-13,666.088
2005-07-14,668.801
2005-07-15,666.011
2005-07-18,669.799
2005-07-19,661.196
2005-07-20,662.145
2005-07-21,670.897
2005-07-22,674.89
2005-07-25,676.051
2005-07-26,678.704
2005-07-27,675.696
2005-07-28,677.817
2005-07-29,679.909
2005-08-01,684.822
2005-08-02,684.784
2005-08-03,686.685
2005-08-04,686.929
2005-08-05,682.308
2005-08-08,683.627
2005-08-09,681.334
2005-08-10,681.074
2005-08-11,693.143
2005-08-12,697.967
2005-08-15,697.854
2005-08-16,701.844
2005-08-17,700.783
2005-08-18,693.011
2005-08-19,687.394
2005-08-22,697.304
2005-08-23,699.987
2005-08-24,699.744
2005-08-25,698.304
2005-08-26,688.125
2005-08-29,681.767
2005-08-30,680.297
2005-08-31,685.149
2005-09-01,701.105
2005-09-02,706.196
2005-09-05,710.395
2005-09-06,705.194
2005-09-07,703.573
2005-09-08,707.409
2005-09-09,710.033
2005-09-12,704.416
2005-09-13,701.232
2005-09-14,716.847
2005-09-15,714.864
2005-09-16,717.761
2005-09-19,711.856
2005-09-20,709.088
2005-09-21,711.228
2005-09-22,700.461
2005-09-23,692.753
2005-09-26,690.42
2005-09-27,690.814
2005-09-28,698.935
2005-09-29,705.65
2005-09-30,712.091
2005-10-03,710.791
2005-10-04,717.694
2005-10-05,712.129
2005-10-06,707.491
2005-10-07,703.102
2005-10-10,708.471
2005-10-11,700.833
2005-10-12,706.137
2005-10-13,685.969
2005-10-14,687.279
2005-10-17,691.099
2005-10-18,682.982
2005-10-19,675.763
2005-10-20,675.397
2005-10-21,666.2
2005-10-24,666.627
2005-10-25,672.978
2005-10-26,678.331
2005-10-27,681.029
2005-10-28,674.503
2005-10-31,676.334
2005-11-01,678.299
2005-11-02,669.808
2005-11-03,677.867
2005-11-04,667.773
