Date,NEW ZEALAND IMI GROWTH IMI (Large+Mid+Small Cap)
2023-07-31,2072.845
2023-08-31,1883.956
2023-09-29,1832.414
2023-10-31,1695.437
2023-11-30,1916.855
2023-12-29,2020.89
2024-01-31,1996.246
2024-02-29,2010.97
2024-03-29,2046.618
2024-04-30,2100.981
2024-05-31,2244.276
2024-06-28,2242.319
2024-07-31,2268.491
2024-08-30,2490.224
2024-09-30,2556.318
2024-10-31,2454.031
2024-11-29,2532.879
2024-12-31,2407.398
2025-01-31,2393.473
2025-02-28,2262.834
2025-03-31,2227.363
2025-04-30,2334.457
2025-05-30,2466.508
2025-06-30,2520.939
2025-07-31,2565.188
