Date,BELGIUM Standard (Large+Mid Cap)
2002-06-10,6299.551
2002-06-11,6293.3
2002-06-12,6128.882
2002-06-13,5960.653
2002-06-14,5886.744
2002-06-17,6104.236
2002-06-18,6088.94
2002-06-19,6033.018
2002-06-20,5946.502
2002-06-21,6011.768
2002-06-24,5895.696
2002-06-25,5993.277
2002-06-26,6060.992
2002-06-27,6064.699
2002-06-28,6295.121
2002-07-01,6280.854
2002-07-02,6093.827
2002-07-03,5893.61
2002-07-04,6025.549
2002-07-05,6231.766
2002-07-08,6320.131
2002-07-09,6293.115
2002-07-10,6008.393
2002-07-11,5740.46
2002-07-12,5765.821
2002-07-15,5658.804
2002-07-16,5611.488
2002-07-17,5691.865
2002-07-18,5810.073
2002-07-19,5550.36
2002-07-22,5207.006
2002-07-23,4931.602
2002-07-24,4853.962
2002-07-25,5155.44
2002-07-26,5102.841
2002-07-29,5398.652
2002-07-30,5462.812
2002-07-31,5437.114
2002-08-01,5172.65
2002-08-02,5094.81
2002-08-05,4953.853
2002-08-06,4966.893
2002-08-07,5047.629
2002-08-08,5203.603
2002-08-09,5293.396
2002-08-12,5253.486
2002-08-13,5225.852
2002-08-14,5166.233
2002-08-15,5343.078
2002-08-16,5354.86
2002-08-19,5504.173
2002-08-20,5372.916
2002-08-21,5451.551
2002-08-22,5610.99
2002-08-23,5615.077
2002-08-26,5576.155
2002-08-27,5824.467
2002-08-28,5579.774
2002-08-29,5428.146
2002-08-30,5473.385
2002-09-02,5426.721
2002-09-03,5320.216
2002-09-04,5334.785
2002-09-05,5263.588
2002-09-06,5361.439
2002-09-09,5268.9
2002-09-10,5364.2
2002-09-11,5500.628
2002-09-12,5377.252
2002-09-13,5249.121
2002-09-16,5162.561
2002-09-17,5105.45
2002-09-18,4871.651
2002-09-19,4809.642
2002-09-20,4769.288
2002-09-23,4572.63
2002-09-24,4438.687
2002-09-25,4559.314
2002-09-26,4742.882
2002-09-27,4709.801
2002-09-30,4564.759
2002-10-01,4629.502
2002-10-02,4757.861
2002-10-03,4684.319
2002-10-04,4509.35
2002-10-07,4481.128
2002-10-08,4347.263
2002-10-09,4313.154
2002-10-10,4426.584
2002-10-11,4688.015
2002-10-14,4697.795
2002-10-15,4971.473
2002-10-16,4957.103
2002-10-17,4960.004
2002-10-18,4957.643
2002-10-21,4963.474
2002-10-22,5025.116
2002-10-23,4871.247
2002-10-24,4875.844
2002-10-25,4852.339
2002-10-28,4939.732
2002-10-29,4797.946
2002-10-30,4870.531
2002-10-31,4957.242
2002-11-01,4966.138
2002-11-04,5088.27
2002-11-05,5186.184
2002-11-06,5140.184
2002-11-07,5118.753
2002-11-08,5076.931
2002-11-11,5050.165
2002-11-12,5028.697
2002-11-13,4992.875
2002-11-14,5125.989
2002-11-15,5175.349
2002-11-18,5248.918
2002-11-19,5264.303
2002-11-20,5226.999
2002-11-21,5346.754
2002-11-22,5264.937
2002-11-25,5221.992
2002-11-26,5071.594
2002-11-27,5175.775
2002-11-28,5168.058
2002-11-29,5163.37
2002-12-02,5148.945
2002-12-03,5067.469
2002-12-04,5003.595
2002-12-05,4931.287
2002-12-06,5022.568
2002-12-09,4889.977
2002-12-10,4978.511
2002-12-11,5050.122
2002-12-12,5025.735
2002-12-13,4961.856
2002-12-16,5089.803
2002-12-17,5147.754
2002-12-18,5066.15
2002-12-19,5018.823
2002-12-20,5078.183
2002-12-23,5174.12
2002-12-24,5208.614
2002-12-25,5208.614
2002-12-26,5221.748
2002-12-27,5116.378
2002-12-30,5189.211
2002-12-31,5309.472
2003-01-01,5309.472
2003-01-02,5380.143
2003-01-03,5321.099
2003-01-06,5366.59
2003-01-07,5302.088
2003-01-08,5159.746
2003-01-09,5252.295
2003-01-10,5220.714
2003-01-13,5294.726
2003-01-14,5312.681
2003-01-15,5321.349
2003-01-16,5268.985
2003-01-17,5208.797
2003-01-20,5171.876
2003-01-21,5111.804
2003-01-22,5014.808
2003-01-23,5030.754
2003-01-24,5039.507
2003-01-27,4888.378
2003-01-28,4897.901
2003-01-29,4855.99
2003-01-30,4896.764
2003-01-31,5018.851
2003-02-03,5020.402
2003-02-04,4955.208
2003-02-05,4950.156
2003-02-06,4835.724
2003-02-07,4761.345
2003-02-10,4669.674
2003-02-11,4785.103
2003-02-12,4692.517
2003-02-13,4692.195
2003-02-14,4772.155
2003-02-17,4831.502
2003-02-18,4881.019
2003-02-19,4813.486
2003-02-20,4794.812
2003-02-21,4771.841
2003-02-24,4605.058
2003-02-25,4450.287
2003-02-26,4336.278
2003-02-27,4323.612
2003-02-28,4444.333
2003-03-03,4481.786
2003-03-04,4399.481
2003-03-05,4363.296
2003-03-06,4282.902
2003-03-07,4167.296
2003-03-10,4052.664
2003-03-11,3970.549
2003-03-12,3849.832
2003-03-13,4201.023
2003-03-14,4456.731
2003-03-17,4580.085
2003-03-18,4411.485
2003-03-19,4445.043
2003-03-20,4457.832
2003-03-21,4591.237
2003-03-24,4429.835
2003-03-25,4490.055
2003-03-26,4529.681
2003-03-27,4458.193
2003-03-28,4459.141
2003-03-31,4395.36
2003-04-01,4428.758
2003-04-02,4574.41
2003-04-03,4644.175
2003-04-04,4723.708
2003-04-07,4897.387
2003-04-08,4815.375
2003-04-09,4851.08
2003-04-10,4841.918
2003-04-11,4853.331
2003-04-14,4936.893
2003-04-15,5082.647
2003-04-16,5106.575
2003-04-17,5124.207
2003-04-18,5124.207
2003-04-21,5102.118
2003-04-22,5156.68
2003-04-23,5219.515
2003-04-24,5105.771
2003-04-25,5046.059
2003-04-28,5112.197
2003-04-29,5099.502
2003-04-30,5194.896
2003-05-01,5242.609
2003-05-02,5203.059
2003-05-05,5291.708
2003-05-06,5416.741
2003-05-07,5460.968
2003-05-08,5385.243
2003-05-09,5494.007
2003-05-12,5544.134
2003-05-13,5491.526
2003-05-14,5511.403
2003-05-15,5507.238
2003-05-16,5624.045
2003-05-19,5477.328
2003-05-20,5562.037
2003-05-21,5488.464
2003-05-22,5559.778
2003-05-23,5611.356
2003-05-26,5656.137
2003-05-27,5656.629
2003-05-28,5612.399
2003-05-29,5699.251
2003-05-30,5748.974
2003-06-02,5792.786
2003-06-03,5795.415
2003-06-04,5832.115
2003-06-05,5879.559
2003-06-06,5907.444
2003-06-09,5865.147
2003-06-10,5874.625
2003-06-11,5982.739
2003-06-12,5981.763
2003-06-13,5918.969
2003-06-16,6019.158
2003-06-17,6005.776
2003-06-18,5974.953
2003-06-19,5866.245
2003-06-20,5909.818
2003-06-23,5797.811
2003-06-24,5731.55
2003-06-25,5799.112
2003-06-26,5705.93
2003-06-27,5732.326
2003-06-30,5753.676
2003-07-01,5688.56
2003-07-02,5753.488
2003-07-03,5739.735
2003-07-04,5665.766
2003-07-07,5769.131
2003-07-08,5772.778
2003-07-09,5747.37
2003-07-10,5707.952
2003-07-11,5767.539
2003-07-14,5823.118
2003-07-15,5774.755
2003-07-16,5702.593
2003-07-17,5715.785
2003-07-18,5739.144
2003-07-21,5735.254
2003-07-22,5777.809
2003-07-23,5797.907
2003-07-24,5878.12
2003-07-25,5881.857
2003-07-28,5904.777
2003-07-29,5898.628
2003-07-30,5878.632
2003-07-31,5886.235
2003-08-01,5868.099
2003-08-04,5901.745
2003-08-05,5945.131
2003-08-06,5883.652
2003-08-07,5940.47
2003-08-08,5911.503
2003-08-11,5929.999
2003-08-12,5945.594
2003-08-13,5930.901
2003-08-14,5978.933
2003-08-15,6038.297
2003-08-18,6025.612
2003-08-19,6068.235
2003-08-20,6025.867
2003-08-21,5989.103
2003-08-22,5927.361
2003-08-25,5934.049
2003-08-26,5858.919
2003-08-27,5888.235
2003-08-28,5833.463
2003-08-29,5788.388
2003-09-01,5878.501
2003-09-02,5803.526
2003-09-03,5888.922
2003-09-04,5918.114
2003-09-05,5970.821
2003-09-08,6061.306
2003-09-09,6060.075
2003-09-10,5999.268
2003-09-11,6020.147
2003-09-12,6076.583
2003-09-15,6113.799
2003-09-16,6102.601
2003-09-17,6144.132
2003-09-18,6170.602
2003-09-19,6175.474
2003-09-22,6221.186
2003-09-23,6182.392
2003-09-24,6172.194
2003-09-25,6184.64
2003-09-26,6141.085
2003-09-29,6149.265
2003-09-30,6141.635
2003-10-01,6251.052
2003-10-02,6236.75
2003-10-03,6278.994
2003-10-06,6291.693
2003-10-07,6353.686
2003-10-08,6363.358
2003-10-09,6364.652
2003-10-10,6390.553
2003-10-13,6387.323
2003-10-14,6373.692
2003-10-15,6426.759
2003-10-16,6439.943
2003-10-17,6391.784
2003-10-20,6435.415
2003-10-21,6441.543
2003-10-22,6434.889
2003-10-23,6364.625
2003-10-24,6366.13
2003-10-27,6396.641
2003-10-28,6387.69
2003-10-29,6351.626
2003-10-30,6402.554
2003-10-31,6437.765
2003-11-03,6391.227
2003-11-04,6396.112
2003-11-05,6404.531
2003-11-06,6409.795
2003-11-07,6483.178
2003-11-10,6489.916
2003-11-11,6481.765
2003-11-12,6525.981
2003-11-13,6560.863
2003-11-14,6642.305
2003-11-17,6543.04
2003-11-18,6571.099
2003-11-19,6575.551
2003-11-20,6547.916
2003-11-21,6587.148
2003-11-24,6585.167
2003-11-25,6594.662
2003-11-26,6636.739
2003-11-27,6643.231
2003-11-28,6664.48
2003-12-01,6712.582
2003-12-02,6799.537
2003-12-03,6862.829
2003-12-04,6832.131
2003-12-05,6848.828
2003-12-08,6839.182
2003-12-09,6852.447
2003-12-10,6843.372
2003-12-11,6792.008
2003-12-12,6837.097
2003-12-15,6864.166
2003-12-16,6870.627
2003-12-17,6896.768
2003-12-18,6960.164
2003-12-19,6973.137
2003-12-22,7034.95
2003-12-23,7080.345
2003-12-24,7083.814
2003-12-25,7083.814
2003-12-26,7080.97
2003-12-29,7151.187
2003-12-30,7202.063
2003-12-31,7268.736
2004-01-01,7268.736
2004-01-02,7343.959
2004-01-05,7435.9
2004-01-06,7517.463
2004-01-07,7476.736
2004-01-08,7567.812
2004-01-09,7632.47
2004-01-12,7613.129
2004-01-13,7631.832
2004-01-14,7650.037
2004-01-15,7655.171
2004-01-16,7610.898
2004-01-19,7602.099
2004-01-20,7681.73
2004-01-21,7761.792
2004-01-22,7824.145
2004-01-23,7794.775
2004-01-26,7717.953
2004-01-27,7767.963
2004-01-28,7781.062
2004-01-29,7587.92
2004-01-30,7601.933
2004-02-02,7684.801
2004-02-03,7716.589
2004-02-04,7661.26
2004-02-05,7737.248
2004-02-06,7835.03
2004-02-09,7869.738
2004-02-10,7873.766
2004-02-11,7890.394
2004-02-12,8019.627
2004-02-13,7967.022
2004-02-16,8012.554
2004-02-17,8101.127
2004-02-18,8157.335
2004-02-19,8120.224
2004-02-20,8001.876
2004-02-23,8048.183
2004-02-24,8067.997
2004-02-25,7979.305
2004-02-26,7890.571
2004-02-27,7926.639
2004-03-01,7943.731
2004-03-02,7872.765
2004-03-03,7734.987
2004-03-04,7850.501
2004-03-05,8023.369
2004-03-08,7988.211
2004-03-09,7912.261
2004-03-10,7786.43
2004-03-11,7568.061
2004-03-12,7562.636
2004-03-15,7417.189
2004-03-16,7499.282
2004-03-17,7531.642
2004-03-18,7528.671
2004-03-19,7477.749
2004-03-22,7358.919
2004-03-23,7358.518
2004-03-24,7283.697
2004-03-25,7335.408
2004-03-26,7336.165
2004-03-29,7390.523
2004-03-30,7414.526
2004-03-31,7497.802
2004-04-01,7655.067
2004-04-02,7614.352
2004-04-05,7546.25
2004-04-06,7594.257
2004-04-07,7671.706
2004-04-08,7673.247
2004-04-09,7673.247
2004-04-12,7651.694
2004-04-13,7649.623
2004-04-14,7580.058
2004-04-15,7589.278
2004-04-16,7716.798
2004-04-19,7679.667
2004-04-20,7649.773
2004-04-21,7609.826
2004-04-22,7633.707
2004-04-23,7641.056
2004-04-26,7629.926
2004-04-27,7625.212
2004-04-28,7508.695
2004-04-29,7521.567
2004-04-30,7533.972
2004-05-03,7569.385
2004-05-04,7646.598
2004-05-05,7700.819
2004-05-06,7554.865
2004-05-07,7416.665
2004-05-10,7180.825
2004-05-11,7254.535
2004-05-12,7269.263
2004-05-13,7312.719
2004-05-14,7339.284
2004-05-17,7337.084
2004-05-18,7377.196
2004-05-19,7519.007
2004-05-20,7462.957
2004-05-21,7527.693
2004-05-24,7539.082
2004-05-25,7573.023
2004-05-26,7619.805
2004-05-27,7798.105
2004-05-28,7767.279
2004-05-31,7773.933
2004-06-01,7743.666
2004-06-02,7831.915
2004-06-03,7902.507
2004-06-04,7956.024
2004-06-07,8051.073
2004-06-08,8024.254
2004-06-09,7893.319
2004-06-10,7907.089
2004-06-11,7832.371
2004-06-14,7839.177
2004-06-15,7868.416
2004-06-16,7842.446
2004-06-17,7888.038
2004-06-18,7990.975
2004-06-21,7950.103
2004-06-22,7915.545
2004-06-23,7902.199
2004-06-24,7991.411
2004-06-25,7942.422
2004-06-28,7999.251
2004-06-29,7962.704
2004-06-30,8018.17
2004-07-01,8011.387
2004-07-02,8068.267
2004-07-05,8024.485
2004-07-06,7969.888
2004-07-07,8086.004
2004-07-08,8088.425
2004-07-09,8119.318
2004-07-12,8104.088
2004-07-13,8116.901
2004-07-14,8142.019
2004-07-15,8089.918
2004-07-16,8147.654
2004-07-19,8059.625
2004-07-20,8070.512
2004-07-21,8024.348
2004-07-22,7928.245
2004-07-23,7802.528
2004-07-26,7793.961
2004-07-27,7844.091
2004-07-28,7830.702
2004-07-29,7979.63
2004-07-30,7915.085
2004-08-02,7930.503
2004-08-03,8029.028
2004-08-04,7995.201
2004-08-05,8058.669
2004-08-06,8096.831
2004-08-09,8001.193
2004-08-10,8116.237
2004-08-11,7998.023
2004-08-12,8033.863
2004-08-13,8064.184
2004-08-16,8117.742
2004-08-17,8136.693
2004-08-18,8103.319
2004-08-19,8200.283
2004-08-20,8176.957
2004-08-23,8173.435
2004-08-24,8108.628
2004-08-25,8152.937
2004-08-26,8215.143
2004-08-27,8220.435
2004-08-30,8226.055
2004-08-31,8285.928
2004-09-01,8390.009
2004-09-02,8399.277
2004-09-03,8415.863
2004-09-06,8452.041
2004-09-07,8454.983
2004-09-08,8497.846
2004-09-09,8500.533
2004-09-10,8607.388
2004-09-13,8598.335
2004-09-14,8639.082
2004-09-15,8601.609
2004-09-16,8599.415
2004-09-17,8667.597
2004-09-20,8623.896
2004-09-21,8753.507
2004-09-22,8704.89
2004-09-23,8661.734
2004-09-24,8696.073
2004-09-27,8700.635
2004-09-28,8742.82
2004-09-29,8825.886
2004-09-30,8912.905
2004-10-01,9000.429
2004-10-04,9019.751
2004-10-05,9070.392
2004-10-06,9100.123
2004-10-07,9077.334
2004-10-08,9129.662
2004-10-11,9103.094
2004-10-12,8955.991
2004-10-13,8994.447
2004-10-14,9067.481
2004-10-15,9123.544
2004-10-18,9176.872
2004-10-19,9233.478
2004-10-20,9252.33
2004-10-21,9281.402
2004-10-22,9311.157
2004-10-25,9295.353
2004-10-26,9297.726
2004-10-27,9390.411
2004-10-28,9447.071
2004-10-29,9437.921
2004-11-01,9528.377
2004-11-02,9565.033
2004-11-03,9683.692
2004-11-04,9696.97
2004-11-05,9757.29
2004-11-08,9762.562
2004-11-09,9740.208
2004-11-10,9791.561
2004-11-11,9843.119
2004-11-12,9850.269
2004-11-15,9819.881
2004-11-16,9783.019
2004-11-17,9856.357
2004-11-18,9806.926
2004-11-19,9914.979
2004-11-22,9865.406
2004-11-23,9889.098
2004-11-24,9989.888
2004-11-25,10069.579
2004-11-26,10111.497
2004-11-29,10090.352
2004-11-30,10048.268
2004-12-01,10190.234
2004-12-02,10219.472
2004-12-03,10261.464
2004-12-06,10306.621
2004-12-07,10356.757
2004-12-08,10211.618
2004-12-09,10175.664
2004-12-10,10152.443
2004-12-13,10270.523
2004-12-14,10276.495
2004-12-15,10391.763
2004-12-16,10279.353
2004-12-17,10195.825
2004-12-20,10335.498
2004-12-21,10339.041
2004-12-22,10420.105
2004-12-23,10492.848
2004-12-24,10498.877
2004-12-27,10587.328
2004-12-28,10556.676
2004-12-29,10525.965
2004-12-30,10560.928
2004-12-31,10529.699
2005-01-03,10567.502
2005-01-04,10501.446
2005-01-05,10424.279
2005-01-06,10419.074
2005-01-07,10337.595
2005-01-10,10381.565
2005-01-11,10352.84
2005-01-12,10446.038
2005-01-13,10343.605
2005-01-14,10247.984
2005-01-17,10303.852
2005-01-18,10242.709
2005-01-19,10247.466
2005-01-20,10157.578
2005-01-21,10251.408
2005-01-24,10257.365
2005-01-25,10297.796
2005-01-26,10409.5
2005-01-27,10369.557
2005-01-28,10258.619
2005-01-31,10322.535
2005-02-01,10346.408
2005-02-02,10424.797
2005-02-03,10414.593
2005-02-04,10486.537
2005-02-07,10415.422
2005-02-08,10392.112
2005-02-09,10423.944
2005-02-10,10488.289
2005-02-11,10596.378
2005-02-14,10630.327
2005-02-15,10721.093
2005-02-16,10711.703
2005-02-17,10748.928
2005-02-18,10756.658
2005-02-21,10678.639
2005-02-22,10756.937
2005-02-23,10641.349
2005-02-24,10635.809
2005-02-25,10703.1
2005-02-28,10881.762
2005-03-01,10830.597
2005-03-02,10705.876
2005-03-03,10697.742
2005-03-04,10900.239
2005-03-07,10964.455
2005-03-08,11110.775
2005-03-09,11071.656
2005-03-10,10993.32
2005-03-11,11045.51
2005-03-14,10910.195
2005-03-15,10919.584
2005-03-16,10938.811
2005-03-17,10903.473
2005-03-18,10900.713
2005-03-21,10831.055
2005-03-22,10816.687
2005-03-23,10605.065
2005-03-24,10752.492
2005-03-25,10752.492
2005-03-28,10677.03
2005-03-29,10683.206
2005-03-30,10725.716
2005-03-31,10754.618
2005-04-01,10766.122
2005-04-04,10616.0
2005-04-05,10684.611
2005-04-06,10782.384
2005-04-07,10841.915
2005-04-08,10818.087
2005-04-11,10916.958
2005-04-12,10819.16
2005-04-13,10904.558
2005-04-14,10741.329
2005-04-15,10758.409
2005-04-18,10581.098
2005-04-19,10690.169
2005-04-20,10639.476
2005-04-21,10677.465
2005-04-22,10719.841
2005-04-25,10687.856
2005-04-26,10663.426
2005-04-27,10493.657
2005-04-28,10394.766
2005-04-29,10442.118
2005-05-02,10451.303
2005-05-03,10489.272
2005-05-04,10618.799
2005-05-05,10693.331
2005-05-06,10636.599
2005-05-09,10594.409
2005-05-10,10586.123
2005-05-11,10513.344
2005-05-12,10439.047
2005-05-13,10322.636
2005-05-16,10275.726
2005-05-17,10264.243
2005-05-18,10394.016
2005-05-19,10438.238
2005-05-20,10375.95
2005-05-23,10431.682
2005-05-24,10448.84
2005-05-25,10478.527
2005-05-26,10410.661
2005-05-27,10479.856
2005-05-30,10459.999
2005-05-31,10353.027
2005-06-01,10361.842
2005-06-02,10379.547
2005-06-03,10396.377
2005-06-06,10333.051
2005-06-07,10361.595
2005-06-08,10373.844
2005-06-09,10345.166
2005-06-10,10340.84
2005-06-13,10270.724
2005-06-14,10299.288
