Date,BELGIUM Standard (Large+Mid Cap)
2001-09-21,3703.775
2001-09-24,3876.095
2001-09-25,3927.844
2001-09-26,3974.657
2001-09-27,4076.594
2001-09-28,4142.156
2001-10-01,4159.02
2001-10-02,4198.771
2001-10-03,4155.566
2001-10-04,4231.197
2001-10-05,4240.709
2001-10-08,4205.655
2001-10-09,4194.284
2001-10-10,4198.861
2001-10-11,4204.998
2001-10-12,4175.431
2001-10-15,4077.842
2001-10-16,4071.603
2001-10-17,4045.734
2001-10-18,4009.75
2001-10-19,3945.614
2001-10-22,3967.937
2001-10-23,4003.455
2001-10-24,4023.987
2001-10-25,3978.734
2001-10-26,4019.892
2001-10-29,4033.151
2001-10-30,4008.375
2001-10-31,4004.012
2001-11-01,4039.614
2001-11-02,4056.442
2001-11-05,4080.177
2001-11-06,4083.992
2001-11-07,4149.936
2001-11-08,4164.951
2001-11-09,4079.96
2001-11-12,4030.02
2001-11-13,4052.736
2001-11-14,4098.894
2001-11-15,4076.046
2001-11-16,4053.689
2001-11-19,4088.909
2001-11-20,4076.263
2001-11-21,4030.718
2001-11-22,4029.501
2001-11-23,3984.277
2001-11-26,3955.79
2001-11-27,3931.638
2001-11-28,3959.46
2001-11-29,3990.827
2001-11-30,4133.446
2001-12-03,4058.013
2001-12-04,4054.87
2001-12-05,4077.003
2001-12-06,4126.153
2001-12-07,4115.835
2001-12-10,4088.016
2001-12-11,4059.766
2001-12-12,4071.888
2001-12-13,4063.938
2001-12-14,4093.88
2001-12-17,4145.797
2001-12-18,4154.077
2001-12-19,4185.657
2001-12-20,4146.764
2001-12-21,4168.564
2001-12-24,4162.666
2001-12-25,4162.666
2001-12-26,4166.222
2001-12-27,4293.717
2001-12-28,4309.709
2001-12-31,4351.741
2002-01-01,4351.741
2002-01-02,4336.622
2002-01-03,4319.74
2002-01-04,4229.523
2002-01-07,4179.018
2002-01-08,4168.122
2002-01-09,4164.473
2002-01-10,4151.369
2002-01-11,4132.51
2002-01-14,4088.872
2002-01-15,4129.896
2002-01-16,4068.714
2002-01-17,4145.477
2002-01-18,4180.862
2002-01-21,4170.778
2002-01-22,4176.29
2002-01-23,4231.662
2002-01-24,4264.561
2002-01-25,4174.673
2002-01-28,4192.171
2002-01-29,4167.783
2002-01-30,4085.792
2002-01-31,4118.972
2002-02-01,4125.446
2002-02-04,4178.122
2002-02-05,4111.726
2002-02-06,4098.551
2002-02-07,4120.509
2002-02-08,4139.146
2002-02-11,4214.203
2002-02-12,4203.536
2002-02-13,4204.111
2002-02-14,4228.74
2002-02-15,4215.054
2002-02-18,4169.295
2002-02-19,4057.984
2002-02-20,4025.373
2002-02-21,4021.656
2002-02-22,4021.739
2002-02-25,4031.754
2002-02-26,4032.304
2002-02-27,4037.271
2002-02-28,4074.64
2002-03-01,4094.753
2002-03-04,4157.488
2002-03-05,4152.124
2002-03-06,4149.048
2002-03-07,4158.529
2002-03-08,4116.272
2002-03-11,4138.905
2002-03-12,4109.12
2002-03-13,4107.71
2002-03-14,4113.085
2002-03-15,4101.8
2002-03-18,4137.239
2002-03-19,4182.35
2002-03-20,4166.915
2002-03-21,4165.958
2002-03-22,4173.292
2002-03-25,4174.64
2002-03-26,4190.998
2002-03-27,4161.738
2002-03-28,4171.025
2002-03-29,4171.025
2002-04-01,4205.209
2002-04-02,4190.854
2002-04-03,4221.392
2002-04-04,4264.109
2002-04-05,4211.74
2002-04-08,4162.843
2002-04-09,4157.986
2002-04-10,4208.379
2002-04-11,4219.587
2002-04-12,4244.084
2002-04-15,4269.731
2002-04-16,4335.283
2002-04-17,4365.68
2002-04-18,4366.264
2002-04-19,4393.732
2002-04-22,4408.232
2002-04-23,4442.56
2002-04-24,4445.034
2002-04-25,4406.877
2002-04-26,4348.321
2002-04-29,4300.214
2002-04-30,4359.95
2002-05-01,4384.626
2002-05-02,4324.168
2002-05-03,4391.13
2002-05-06,4427.381
2002-05-07,4355.571
2002-05-08,4432.971
2002-05-09,4450.278
2002-05-10,4459.639
2002-05-13,4483.268
2002-05-14,4474.052
2002-05-15,4471.316
2002-05-16,4464.527
2002-05-17,4481.146
2002-05-20,4458.455
2002-05-21,4455.347
2002-05-22,4456.509
2002-05-23,4457.544
2002-05-24,4390.199
2002-05-27,4371.004
2002-05-28,4408.76
2002-05-29,4492.03
2002-05-30,4477.426
2002-05-31,4471.908
2002-06-03,4450.673
2002-06-04,4373.075
2002-06-05,4323.251
2002-06-06,4395.043
2002-06-07,4391.493
2002-06-10,4398.252
2002-06-11,4393.887
2002-06-12,4279.093
2002-06-13,4160.735
2002-06-14,4103.103
2002-06-17,4254.697
2002-06-18,4244.035
2002-06-19,4205.057
2002-06-20,4144.755
2002-06-21,4190.246
2002-06-24,4109.343
2002-06-25,4177.357
2002-06-26,4224.555
2002-06-27,4227.139
2002-06-28,4387.745
2002-07-01,4377.8
2002-07-02,4247.441
2002-07-03,4107.889
2002-07-04,4199.851
2002-07-05,4343.586
2002-07-08,4405.177
2002-07-09,4386.347
2002-07-10,4187.893
2002-07-11,4001.142
2002-07-12,4018.819
2002-07-15,3944.227
2002-07-16,3911.248
2002-07-17,3967.271
2002-07-18,4049.663
2002-07-19,3868.641
2002-07-22,3629.32
2002-07-23,3437.362
2002-07-24,3383.247
2002-07-25,3593.379
2002-07-26,3556.717
2002-07-29,3762.9
2002-07-30,3807.619
2002-07-31,3789.707
2002-08-01,3605.374
2002-08-02,3551.119
2002-08-05,3452.872
2002-08-06,3461.96
2002-08-07,3518.234
2002-08-08,3626.949
2002-08-09,3689.535
2002-08-12,3661.717
2002-08-13,3642.457
2002-08-14,3600.901
2002-08-15,3724.164
2002-08-16,3732.376
2002-08-19,3836.449
2002-08-20,3744.961
2002-08-21,3799.77
2002-08-22,3910.9
2002-08-23,3913.749
2002-08-26,3886.62
2002-08-27,4059.695
2002-08-28,3889.143
2002-08-29,3783.457
2002-08-30,3814.989
2002-09-02,3782.464
2002-09-03,3708.229
2002-09-04,3718.384
2002-09-05,3668.759
2002-09-06,3736.961
2002-09-09,3672.461
2002-09-10,3738.886
2002-09-11,3833.977
2002-09-12,3747.983
2002-09-13,3658.675
2002-09-16,3598.342
2002-09-17,3558.535
2002-09-18,3395.576
2002-09-19,3352.355
2002-09-20,3324.228
2002-09-23,3187.156
2002-09-24,3093.797
2002-09-25,3177.875
2002-09-26,3305.823
2002-09-27,3282.765
2002-09-30,3181.67
2002-10-01,3226.797
2002-10-02,3316.263
2002-10-03,3265.004
2002-10-04,3143.049
2002-10-07,3123.116
2002-10-08,3029.819
2002-10-09,3006.047
2002-10-10,3085.102
2002-10-11,3267.305
2002-10-14,3274.122
2002-10-15,3464.862
2002-10-16,3454.846
2002-10-17,3456.868
2002-10-18,3455.223
2002-10-21,3459.287
2002-10-22,3502.248
2002-10-23,3395.009
2002-10-24,3398.212
2002-10-25,3381.831
2002-10-28,3442.739
2002-10-29,3343.922
2002-10-30,3394.51
2002-10-31,3454.943
2002-11-01,3461.143
2002-11-04,3546.262
2002-11-05,3614.504
2002-11-06,3582.444
2002-11-07,3567.508
2002-11-08,3538.36
2002-11-11,3519.706
2002-11-12,3504.744
2002-11-13,3479.778
2002-11-14,3572.551
2002-11-15,3606.952
2002-11-18,3658.226
2002-11-19,3668.949
2002-11-20,3642.95
2002-11-21,3726.413
2002-11-22,3669.39
2002-11-25,3639.46
2002-11-26,3534.64
2002-11-27,3607.249
2002-11-28,3601.871
2002-11-29,3598.604
2002-12-02,3588.55
2002-12-03,3531.766
2002-12-04,3487.249
2002-12-05,3436.854
2002-12-06,3500.472
2002-12-09,3408.063
2002-12-10,3469.766
2002-12-11,3519.676
2002-12-12,3502.679
2002-12-13,3458.159
2002-12-16,3547.331
2002-12-17,3587.72
2002-12-18,3530.846
2002-12-19,3497.862
2002-12-20,3539.232
2002-12-23,3606.096
2002-12-24,3630.136
2002-12-25,3630.136
2002-12-26,3639.29
2002-12-27,3565.853
2002-12-30,3616.613
2002-12-31,3700.43
2003-01-01,3700.43
2003-01-02,3749.684
2003-01-03,3708.533
2003-01-06,3740.238
2003-01-07,3695.283
2003-01-08,3596.078
2003-01-09,3659.885
2003-01-10,3637.879
2003-01-13,3689.452
2003-01-14,3701.963
2003-01-15,3708.003
2003-01-16,3671.515
2003-01-17,3629.575
2003-01-20,3603.848
2003-01-21,3561.989
2003-01-22,3494.4
2003-01-23,3505.512
2003-01-24,3511.611
2003-01-27,3406.302
2003-01-28,3412.938
2003-01-29,3383.733
2003-01-30,3412.145
2003-01-31,3497.218
2003-02-03,3498.298
2003-02-04,3452.87
2003-02-05,3449.35
2003-02-06,3369.612
2003-02-07,3317.783
2003-02-10,3253.906
2003-02-11,3334.338
2003-02-12,3269.823
2003-02-13,3269.598
2003-02-14,3325.316
2003-02-17,3366.67
2003-02-18,3401.174
2003-02-19,3354.116
2003-02-20,3341.104
2003-02-21,3325.097
2003-02-24,3208.88
2003-02-25,3101.033
2003-02-26,3021.59
2003-02-27,3012.764
2003-02-28,3096.884
2003-03-03,3122.982
2003-03-04,3065.63
2003-03-05,3040.416
2003-03-06,2984.396
2003-03-07,2903.84
2003-03-10,2823.963
2003-03-11,2766.744
2003-03-12,2682.626
2003-03-13,2927.342
2003-03-14,3105.523
2003-03-17,3191.478
2003-03-18,3073.995
2003-03-19,3097.379
2003-03-20,3106.29
2003-03-21,3199.249
2003-03-24,3086.782
2003-03-25,3128.744
2003-03-26,3156.356
2003-03-27,3106.542
2003-03-28,3107.203
2003-03-31,3062.759
2003-04-01,3086.031
2003-04-02,3187.524
2003-04-03,3236.138
2003-04-04,3291.557
2003-04-07,3412.579
2003-04-08,3355.432
2003-04-09,3380.312
2003-04-10,3373.928
2003-04-11,3381.88
2003-04-14,3440.108
2003-04-15,3541.671
2003-04-16,3557.94
2003-04-17,3570.225
2003-04-18,3570.225
2003-04-21,3554.835
2003-04-22,3592.85
2003-04-23,3636.63
2003-04-24,3557.38
2003-04-25,3515.777
2003-04-28,3559.308
2003-04-29,3550.469
2003-04-30,3614.898
2003-05-01,3648.1
2003-05-02,3620.578
2003-05-05,3682.266
2003-05-06,3769.27
2003-05-07,3800.046
2003-05-08,3747.352
2003-05-09,3821.129
2003-05-12,3855.993
2003-05-13,3819.404
2003-05-14,3833.095
2003-05-15,3830.199
2003-05-16,3911.436
2003-05-19,3809.397
2003-05-20,3859.74
2003-05-21,3808.202
2003-05-22,3857.684
2003-05-23,3893.472
2003-05-26,3923.227
2003-05-27,3923.569
2003-05-28,3892.579
2003-05-29,3935.552
2003-05-30,3969.888
2003-06-02,4000.142
2003-06-03,4001.958
2003-06-04,4027.3
2003-06-05,4060.015
2003-06-06,4079.27
2003-06-09,4050.063
2003-06-10,4056.608
2003-06-11,4131.263
2003-06-12,4128.713
2003-06-13,4078.113
2003-06-16,4147.143
2003-06-17,4137.923
2003-06-18,4116.686
2003-06-19,4041.787
2003-06-20,4071.809
2003-06-23,3994.637
2003-06-24,3948.984
2003-06-25,3995.533
2003-06-26,3931.332
2003-06-27,3949.518
2003-06-30,3964.228
2003-07-01,3919.364
2003-07-02,3964.099
2003-07-03,3954.623
2003-07-04,3903.659
2003-07-07,3974.877
2003-07-08,3977.389
2003-07-09,3959.883
2003-07-10,3932.725
2003-07-11,3973.78
2003-07-14,4012.073
2003-07-15,3978.752
2003-07-16,3929.033
2003-07-17,3938.122
2003-07-18,3954.216
2003-07-21,3951.535
2003-07-22,3980.856
2003-07-23,3994.703
2003-07-24,4049.969
2003-07-25,4052.543
2003-07-28,4068.335
2003-07-29,4064.099
2003-07-30,4050.321
2003-07-31,4055.56
2003-08-01,4043.065
2003-08-04,4066.247
2003-08-05,4096.139
2003-08-06,4053.78
2003-08-07,4092.927
2003-08-08,4072.97
2003-08-11,4085.713
2003-08-12,4096.458
2003-08-13,4086.335
2003-08-14,4119.428
2003-08-15,4160.329
2003-08-18,4151.589
2003-08-19,4180.956
2003-08-20,4151.766
2003-08-21,4126.435
2003-08-22,4083.896
2003-08-25,4088.503
2003-08-26,4036.74
2003-08-27,4056.938
2003-08-28,4019.201
2003-08-29,3988.144
2003-09-01,4050.232
2003-09-02,3998.575
2003-09-03,4057.411
2003-09-04,4077.524
2003-09-05,4113.839
2003-09-08,4176.183
2003-09-09,4175.334
2003-09-10,4133.439
2003-09-11,4147.825
2003-09-12,4186.708
2003-09-15,4212.349
2003-09-16,4204.634
2003-09-17,4233.249
2003-09-18,4251.486
2003-09-19,4254.843
2003-09-22,4286.338
2003-09-23,4259.61
2003-09-24,4252.583
2003-09-25,4261.158
2003-09-26,4231.149
2003-09-29,4236.785
2003-09-30,4231.528
2003-10-01,4306.916
2003-10-02,4297.061
2003-10-03,4326.168
2003-10-06,4334.917
2003-10-07,4377.244
2003-10-08,4383.907
2003-10-09,4384.799
2003-10-10,4402.643
2003-10-13,4400.418
2003-10-14,4391.027
2003-10-15,4427.587
2003-10-16,4436.669
2003-10-17,4403.491
2003-10-20,4433.55
2003-10-21,4437.771
2003-10-22,4433.187
2003-10-23,4384.781
2003-10-24,4385.817
2003-10-27,4406.837
2003-10-28,4400.671
2003-10-29,4375.825
2003-10-30,4410.911
2003-10-31,4435.169
2003-11-03,4403.107
2003-11-04,4406.473
2003-11-05,4412.273
2003-11-06,4415.899
2003-11-07,4466.455
2003-11-10,4471.097
2003-11-11,4465.482
2003-11-12,4495.944
2003-11-13,4519.974
2003-11-14,4576.082
2003-11-17,4507.696
2003-11-18,4527.026
2003-11-19,4530.094
2003-11-20,4511.055
2003-11-21,4538.083
2003-11-24,4536.718
2003-11-25,4543.26
2003-11-26,4572.248
2003-11-27,4576.72
2003-11-28,4591.359
2003-12-01,4624.498
2003-12-02,4684.404
2003-12-03,4728.008
2003-12-04,4706.859
2003-12-05,4718.362
2003-12-08,4711.717
2003-12-09,4720.856
2003-12-10,4714.603
2003-12-11,4679.218
2003-12-12,4710.281
2003-12-15,4728.929
2003-12-16,4733.38
2003-12-17,4751.39
2003-12-18,4795.065
2003-12-19,4804.003
2003-12-22,4846.587
2003-12-23,4877.862
2003-12-24,4880.251
2003-12-25,4880.251
2003-12-26,4878.292
2003-12-29,4926.666
2003-12-30,4961.717
2003-12-31,5007.649
2004-01-01,5007.649
2004-01-02,5059.473
2004-01-05,5122.814
2004-01-06,5179.005
2004-01-07,5150.947
2004-01-08,5213.692
2004-01-09,5258.237
2004-01-12,5244.912
2004-01-13,5257.797
2004-01-14,5270.339
2004-01-15,5272.671
2004-01-16,5242.176
2004-01-19,5236.116
2004-01-20,5290.964
2004-01-21,5346.108
2004-01-22,5389.055
2004-01-23,5368.826
2004-01-26,5315.913
2004-01-27,5350.359
2004-01-28,5359.381
2004-01-29,5226.35
2004-01-30,5236.002
2004-02-02,5293.079
2004-02-03,5314.974
2004-02-04,5276.864
2004-02-05,5329.203
2004-02-06,5396.553
2004-02-09,5420.459
2004-02-10,5423.233
2004-02-11,5434.686
2004-02-12,5523.698
2004-02-13,5487.465
2004-02-16,5518.826
2004-02-17,5579.833
2004-02-18,5618.547
2004-02-19,5592.986
2004-02-20,5511.471
2004-02-23,5543.366
2004-02-24,5557.014
2004-02-25,5495.925
2004-02-26,5434.808
2004-02-27,5459.65
2004-03-01,5471.423
2004-03-02,5422.544
2004-03-03,5327.646
2004-03-04,5407.208
2004-03-05,5526.275
2004-03-08,5502.06
2004-03-09,5449.747
2004-03-10,5363.078
2004-03-11,5212.672
2004-03-12,5208.935
2004-03-15,5108.755
2004-03-16,5165.299
2004-03-17,5187.587
2004-03-18,5185.541
2004-03-19,5150.467
2004-03-22,5068.62
2004-03-23,5068.344
2004-03-24,5016.809
2004-03-25,5052.427
2004-03-26,5052.948
2004-03-29,5090.389
2004-03-30,5106.921
2004-03-31,5164.279
2004-04-01,5272.599
2004-04-02,5244.556
2004-04-05,5197.649
2004-04-06,5230.715
2004-04-07,5284.059
2004-04-08,5285.121
2004-04-09,5285.121
2004-04-12,5270.276
2004-04-13,5268.849
2004-04-14,5220.935
2004-04-15,5227.285
2004-04-16,5315.117
2004-04-19,5289.543
2004-04-20,5268.953
2004-04-21,5240.809
2004-04-22,5257.256
2004-04-23,5262.317
2004-04-26,5254.652
2004-04-27,5251.405
2004-04-28,5168.932
2004-04-29,5177.793
2004-04-30,5186.333
2004-05-03,5207.98
2004-05-04,5261.104
2004-05-05,5298.41
2004-05-06,5197.989
2004-05-07,5101.014
2004-05-10,4938.164
2004-05-11,4988.853
2004-05-12,4998.981
2004-05-13,5028.866
2004-05-14,5046.831
2004-05-17,5045.319
2004-05-18,5072.902
2004-05-19,5169.951
2004-05-20,5131.411
2004-05-21,5175.923
2004-05-24,5183.754
2004-05-25,5198.669
2004-05-26,5230.458
2004-05-27,5352.849
2004-05-28,5313.645
2004-05-31,5318.197
2004-06-01,5296.215
2004-06-02,5356.572
2004-06-03,5404.736
2004-06-04,5441.337
2004-06-07,5506.344
2004-06-08,5488.002
2004-06-09,5398.382
2004-06-10,5406.109
2004-06-11,5347.538
2004-06-14,5352.185
2004-06-15,5372.148
2004-06-16,5354.417
2004-06-17,5385.545
2004-06-18,5455.825
2004-06-21,5427.92
2004-06-22,5404.325
2004-06-23,5395.213
2004-06-24,5456.122
2004-06-25,5422.675
2004-06-28,5461.475
2004-06-29,5436.523
2004-06-30,5474.392
2004-07-01,5469.761
2004-07-02,5508.596
2004-07-05,5478.703
2004-07-06,5441.428
2004-07-07,5520.706
2004-07-08,5522.358
2004-07-09,5543.45
2004-07-12,5533.052
2004-07-13,5541.8
2004-07-14,5558.949
2004-07-15,5523.378
2004-07-16,5562.797
2004-07-19,5502.695
2004-07-20,5510.129
2004-07-21,5478.61
2004-07-22,5412.996
2004-07-23,5327.163
2004-07-26,5321.314
2004-07-27,5355.54
2004-07-28,5346.398
2004-07-29,5448.079
2004-07-30,5404.011
2004-08-02,5414.537
2004-08-03,5481.805
2004-08-04,5458.71
2004-08-05,5502.043
2004-08-06,5528.097
2004-08-09,5462.801
2004-08-10,5541.347
2004-08-11,5460.636
2004-08-12,5485.106
2004-08-13,5505.808
2004-08-16,5542.374
2004-08-17,5555.313
2004-08-18,5532.527
2004-08-19,5598.729
2004-08-20,5582.804
2004-08-23,5580.399
2004-08-24,5536.152
2004-08-25,5566.404
2004-08-26,5608.875
2004-08-27,5612.488
2004-08-30,5616.325
2004-08-31,5657.203
2004-09-01,5728.264
2004-09-02,5734.592
2004-09-03,5745.916
2004-09-06,5770.617
2004-09-07,5772.625
2004-09-08,5801.89
2004-09-09,5803.725
2004-09-10,5876.68
2004-09-13,5870.498
2004-09-14,5898.319
2004-09-15,5872.734
2004-09-16,5871.236
2004-09-17,5917.787
2004-09-20,5887.951
2004-09-21,5976.442
2004-09-22,5943.249
2004-09-23,5913.784
2004-09-24,5937.229
2004-09-27,5940.344
2004-09-28,5969.145
2004-09-29,6025.859
2004-09-30,6084.613
2004-10-01,6144.363
2004-10-04,6157.554
2004-10-05,6192.126
2004-10-06,6212.422
2004-10-07,6196.865
2004-10-08,6232.588
2004-10-11,6214.451
2004-10-12,6114.027
2004-10-13,6140.28
2004-10-14,6190.138
2004-10-15,6228.411
2004-10-18,6264.817
2004-10-19,6303.46
2004-10-20,6316.33
2004-10-21,6336.177
2004-10-22,6356.49
2004-10-25,6345.701
2004-10-26,6347.321
2004-10-27,6410.594
2004-10-28,6449.275
2004-10-29,6443.028
2004-11-01,6504.78
2004-11-02,6529.804
2004-11-03,6610.81
2004-11-04,6619.875
2004-11-05,6661.054
2004-11-08,6664.653
2004-11-09,6649.392
2004-11-10,6684.45
2004-11-11,6719.647
2004-11-12,6724.528
2004-11-15,6703.782
2004-11-16,6678.618
2004-11-17,6728.684
2004-11-18,6694.939
2004-11-19,6768.704
2004-11-22,6734.862
2004-11-23,6751.035
2004-11-24,6819.843
2004-11-25,6874.245
2004-11-26,6902.862
2004-11-29,6888.427
2004-11-30,6859.697
2004-12-01,6956.614
2004-12-02,6976.574
2004-12-03,7005.241
2004-12-06,7035.042
2004-12-07,7069.263
2004-12-08,6970.195
2004-12-09,6945.653
2004-12-10,6929.803
2004-12-13,7010.402
2004-12-14,7014.478
2004-12-15,7093.157
2004-12-16,7016.429
2004-12-17,6959.415
2004-12-20,7054.752
2004-12-21,7057.17
2004-12-22,7112.503
2004-12-23,7162.155
2004-12-24,7166.271
2004-12-27,7226.645
2004-12-28,7205.723
2004-12-29,7184.76
2004-12-30,7208.625
2004-12-31,7187.309
2005-01-03,7213.112
2005-01-04,7168.024
2005-01-05,7115.352
2005-01-06,7111.799
2005-01-07,7056.183
2005-01-10,7086.197
2005-01-11,7066.589
2005-01-12,7130.204
2005-01-13,7059.115
2005-01-14,6993.858
2005-01-17,7031.986
2005-01-18,6990.258
2005-01-19,6993.504
2005-01-20,6932.159
2005-01-21,6996.195
2005-01-24,7000.26
2005-01-25,7027.853
2005-01-26,7104.086
2005-01-27,7076.827
2005-01-28,7001.116
2005-01-31,7044.736
2005-02-01,7061.028
2005-02-02,7114.526
2005-02-03,7107.562
2005-02-04,7156.661
2005-02-07,7108.128
2005-02-08,7092.22
2005-02-09,7113.944
2005-02-10,7157.857
2005-02-11,7231.623
2005-02-14,7254.793
2005-02-15,7316.737
2005-02-16,7310.328
2005-02-17,7335.733
2005-02-18,7341.009
2005-02-21,7287.764
2005-02-22,7341.199
2005-02-23,7262.315
2005-02-24,7258.534
2005-02-25,7304.458
2005-02-28,7426.387
2005-03-01,7391.469
2005-03-02,7306.352
2005-03-03,7300.801
2005-03-04,7438.997
2005-03-07,7482.822
2005-03-08,7582.68
2005-03-09,7555.983
2005-03-10,7502.521
2005-03-11,7538.139
2005-03-14,7445.792
2005-03-15,7452.2
2005-03-16,7465.321
2005-03-17,7441.204
2005-03-18,7439.321
2005-03-21,7391.782
2005-03-22,7381.976
2005-03-23,7237.552
2005-03-24,7338.165
2005-03-25,7338.165
2005-03-28,7286.665
2005-03-29,7290.881
2005-03-30,7319.892
2005-03-31,7339.616
2005-04-01,7347.467
2005-04-04,7245.015
2005-04-05,7291.839
2005-04-06,7358.565
2005-04-07,7399.193
2005-04-08,7382.931
2005-04-11,7450.407
2005-04-12,7383.664
2005-04-13,7441.945
2005-04-14,7330.547
2005-04-15,7341.473
2005-04-18,7214.68
2005-04-19,7289.049
2005-04-20,7254.485
2005-04-21,7280.388
2005-04-22,7309.281
2005-04-25,7287.473
2005-04-26,7270.815
2005-04-27,7152.682
2005-04-28,7085.276
2005-04-29,7116.934
2005-05-02,7117.022
2005-05-03,7142.878
2005-05-04,7231.082
2005-05-05,7281.835
2005-05-06,7243.203
2005-05-09,7211.739
2005-05-10,7206.098
2005-05-11,7155.516
2005-05-12,7104.948
2005-05-13,7024.893
2005-05-16,6992.969
2005-05-17,6985.155
2005-05-18,7072.95
2005-05-19,7103.042
2005-05-20,7060.656
2005-05-23,7098.581
2005-05-24,7102.456
2005-05-25,7122.185
2005-05-26,7069.078
2005-05-27,7094.07
2005-05-30,7080.628
2005-05-31,7006.801
2005-06-01,7012.767
2005-06-02,7024.634
2005-06-03,7036.024
2005-06-06,6993.166
2005-06-07,7012.484
2005-06-08,7020.688
2005-06-09,6999.455
2005-06-10,6996.528
2005-06-13,6949.088
2005-06-14,6968.414
