Date,SWITZERLAND LARGE CAP Large Cap
2001-11-21,469.015
2001-11-22,472.723
2001-11-23,463.439
2001-11-26,465.151
2001-11-27,463.078
2001-11-28,457.972
2001-11-29,456.932
2001-11-30,455.639
2001-12-03,453.245
2001-12-04,464.164
2001-12-05,468.922
2001-12-06,469.434
2001-12-07,466.783
2001-12-10,458.472
2001-12-11,457.779
2001-12-12,460.835
2001-12-13,458.563
2001-12-14,455.393
2001-12-17,464.396
2001-12-18,461.179
2001-12-19,454.232
2001-12-20,463.497
2001-12-21,463.52
2001-12-24,453.567
2001-12-25,453.567
2001-12-26,453.473
2001-12-27,460.486
2001-12-28,459.828
2001-12-31,464.952
2002-01-01,464.952
2002-01-02,467.067
2002-01-03,465.419
2002-01-04,465.922
2002-01-07,465.139
2002-01-08,458.504
2002-01-09,460.689
2002-01-10,461.756
2002-01-11,465.436
2002-01-14,458.402
2002-01-15,456.33
2002-01-16,451.214
2002-01-17,456.146
2002-01-18,455.043
2002-01-21,451.079
2002-01-22,453.406
2002-01-23,455.961
2002-01-24,459.071
2002-01-25,450.417
2002-01-28,451.335
2002-01-29,445.781
2002-01-30,437.439
2002-01-31,438.313
2002-02-01,436.324
2002-02-04,436.79
2002-02-05,435.183
2002-02-06,434.076
2002-02-07,443.17
2002-02-08,445.354
2002-02-11,449.637
2002-02-12,447.654
2002-02-13,450.696
2002-02-14,454.658
2002-02-15,455.871
2002-02-18,452.358
2002-02-19,445.134
2002-02-20,440.713
2002-02-21,442.459
2002-02-22,442.599
2002-02-25,443.839
2002-02-26,441.387
2002-02-27,446.478
2002-02-28,449.697
2002-03-01,448.987
2002-03-04,456.79
2002-03-05,455.177
2002-03-06,458.43
2002-03-07,465.19
2002-03-08,469.413
2002-03-11,467.395
2002-03-12,463.706
2002-03-13,468.419
2002-03-14,477.332
2002-03-15,479.555
2002-03-18,481.579
2002-03-19,482.052
2002-03-20,481.889
2002-03-21,480.348
2002-03-22,480.669
2002-03-25,478.84
2002-03-26,479.523
2002-03-27,477.807
2002-03-28,478.481
2002-03-29,478.481
2002-04-01,484.021
2002-04-02,485.809
2002-04-03,487.044
2002-04-04,486.448
2002-04-05,482.637
2002-04-08,475.433
2002-04-09,479.318
2002-04-10,482.883
2002-04-11,479.63
2002-04-12,477.267
2002-04-15,479.19
2002-04-16,484.375
2002-04-17,488.542
2002-04-18,490.941
2002-04-19,489.12
2002-04-22,489.711
2002-04-23,489.712
2002-04-24,491.988
2002-04-25,490.014
2002-04-26,485.625
2002-04-29,489.852
2002-04-30,489.781
2002-05-01,494.528
2002-05-02,492.458
2002-05-03,500.73
2002-05-06,499.46
2002-05-07,489.989
2002-05-08,497.552
2002-05-09,497.816
2002-05-10,496.062
2002-05-13,497.442
2002-05-14,495.635
2002-05-15,502.714
2002-05-16,505.416
2002-05-17,509.143
2002-05-20,507.03
2002-05-21,507.445
2002-05-22,509.411
2002-05-23,503.941
2002-05-24,504.548
2002-05-27,505.278
2002-05-28,507.81
2002-05-29,508.666
2002-05-30,507.965
2002-05-31,508.485
2002-06-03,507.407
2002-06-04,499.488
2002-06-05,493.88
2002-06-06,494.36
2002-06-07,486.971
2002-06-10,487.031
2002-06-11,489.865
2002-06-12,476.238
2002-06-13,469.404
2002-06-14,465.914
2002-06-17,477.477
2002-06-18,472.972
2002-06-19,469.857
2002-06-20,460.315
2002-06-21,463.558
2002-06-24,452.515
2002-06-25,463.761
2002-06-26,460.729
2002-06-27,464.197
2002-06-28,488.584
2002-07-01,489.163
2002-07-02,479.822
2002-07-03,465.168
2002-07-04,475.857
2002-07-05,487.208
2002-07-08,491.05
2002-07-09,490.791
2002-07-10,471.757
2002-07-11,454.192
2002-07-12,461.583
2002-07-15,448.753
2002-07-16,440.13
2002-07-17,445.156
2002-07-18,442.982
2002-07-19,421.09
2002-07-22,396.975
2002-07-23,385.591
2002-07-24,388.842
2002-07-25,416.207
2002-07-26,420.813
2002-07-29,433.765
2002-07-30,433.925
2002-07-31,430.822
2002-08-01,424.381
2002-08-02,420.831
2002-08-05,406.073
2002-08-06,418.772
2002-08-07,415.161
2002-08-08,429.78
2002-08-09,437.167
2002-08-12,432.236
2002-08-13,438.447
2002-08-14,440.58
2002-08-15,449.036
2002-08-16,447.582
2002-08-19,454.743
2002-08-20,440.648
2002-08-21,451.901
2002-08-22,448.527
2002-08-23,446.673
2002-08-26,441.332
2002-08-27,451.151
2002-08-28,432.497
2002-08-29,423.516
2002-08-30,430.095
2002-09-02,420.452
2002-09-03,411.476
2002-09-04,414.669
2002-09-05,415.517
2002-09-06,425.53
2002-09-09,418.371
2002-09-10,421.606
2002-09-11,429.375
2002-09-12,417.046
2002-09-13,408.968
2002-09-16,405.286
2002-09-17,398.956
2002-09-18,396.521
2002-09-19,392.528
2002-09-20,393.778
2002-09-23,379.452
2002-09-24,379.363
2002-09-25,384.468
2002-09-26,403.901
2002-09-27,404.249
2002-09-30,402.414
2002-10-01,394.903
2002-10-02,405.739
2002-10-03,401.983
2002-10-04,390.145
2002-10-07,381.001
2002-10-08,372.075
2002-10-09,370.417
2002-10-10,378.401
2002-10-11,397.644
2002-10-14,394.998
2002-10-15,414.003
2002-10-16,408.024
2002-10-17,408.259
2002-10-18,405.719
2002-10-21,402.56
2002-10-22,402.318
2002-10-23,393.116
2002-10-24,402.673
2002-10-25,408.329
2002-10-28,406.95
2002-10-29,396.12
2002-10-30,406.244
2002-10-31,414.941
2002-11-01,412.312
2002-11-04,422.258
2002-11-05,425.782
2002-11-06,421.767
2002-11-07,416.78
2002-11-08,414.03
2002-11-11,409.194
2002-11-12,414.768
2002-11-13,411.639
2002-11-14,418.903
2002-11-15,427.359
2002-11-18,427.504
2002-11-19,426.115
2002-11-20,425.324
2002-11-21,432.067
2002-11-22,432.097
2002-11-25,427.831
2002-11-26,424.06
2002-11-27,429.164
2002-11-28,427.978
2002-11-29,424.896
2002-12-02,427.342
2002-12-03,417.766
2002-12-04,419.71
2002-12-05,414.991
2002-12-06,416.695
2002-12-09,410.381
2002-12-10,415.147
2002-12-11,414.305
2002-12-12,413.629
2002-12-13,414.591
2002-12-16,421.737
2002-12-17,423.884
2002-12-18,415.703
2002-12-19,414.652
2002-12-20,414.728
2002-12-23,412.602
2002-12-24,415.488
2002-12-25,415.488
2002-12-26,416.153
2002-12-27,404.586
2002-12-30,411.225
2002-12-31,414.169
2003-01-01,414.169
2003-01-02,408.701
2003-01-03,434.332
2003-01-06,437.927
2003-01-07,433.245
2003-01-08,430.397
2003-01-09,432.264
2003-01-10,433.0
2003-01-13,436.726
2003-01-14,444.981
2003-01-15,435.622
2003-01-16,431.785
2003-01-17,429.232
2003-01-20,422.143
2003-01-21,420.021
2003-01-22,409.247
2003-01-23,411.952
2003-01-24,408.557
2003-01-27,393.748
2003-01-28,392.968
2003-01-29,397.554
2003-01-30,400.068
2003-01-31,400.288
2003-02-03,405.186
2003-02-04,398.969
2003-02-05,401.169
2003-02-06,389.251
2003-02-07,386.035
2003-02-10,378.146
2003-02-11,385.313
2003-02-12,376.173
2003-02-13,379.777
2003-02-14,389.104
2003-02-17,395.952
2003-02-18,388.918
2003-02-19,379.809
2003-02-20,384.269
2003-02-21,386.026
2003-02-24,380.442
2003-02-25,374.096
2003-02-26,371.931
2003-02-27,373.385
2003-02-28,380.5
2003-03-03,387.054
2003-03-04,376.161
2003-03-05,371.512
2003-03-06,369.747
2003-03-07,365.112
2003-03-10,352.236
2003-03-11,350.297
2003-03-12,345.272
2003-03-13,351.767
2003-03-14,368.778
2003-03-17,376.459
2003-03-18,376.183
2003-03-19,383.532
2003-03-20,386.743
2003-03-21,398.431
2003-03-24,382.613
2003-03-25,387.248
2003-03-26,383.818
2003-03-27,379.798
2003-03-28,382.965
2003-03-31,377.347
2003-04-01,381.477
2003-04-02,387.857
2003-04-03,390.95
2003-04-04,395.111
2003-04-07,400.98
2003-04-08,400.894
2003-04-09,403.184
2003-04-10,396.93
2003-04-11,400.251
2003-04-14,406.228
2003-04-15,414.926
2003-04-16,412.791
2003-04-17,412.73
2003-04-18,412.73
2003-04-21,408.706
2003-04-22,414.857
2003-04-23,418.539
2003-04-24,416.075
2003-04-25,412.28
2003-04-28,417.961
2003-04-29,413.967
2003-04-30,420.182
2003-05-01,425.118
2003-05-02,420.626
2003-05-05,427.206
2003-05-06,435.51
2003-05-07,437.273
2003-05-08,430.714
2003-05-09,431.202
2003-05-12,428.455
2003-05-13,433.11
2003-05-14,434.082
2003-05-15,435.071
2003-05-16,441.266
2003-05-19,436.03
2003-05-20,437.556
2003-05-21,434.322
2003-05-22,444.379
2003-05-23,446.288
2003-05-26,443.72
2003-05-27,448.224
2003-05-28,452.412
2003-05-29,455.127
2003-05-30,447.142
2003-06-02,459.308
2003-06-03,452.667
2003-06-04,453.887
2003-06-05,454.128
2003-06-06,453.497
2003-06-09,458.064
2003-06-10,455.509
2003-06-11,464.513
2003-06-12,466.04
2003-06-13,459.417
2003-06-16,473.125
2003-06-17,476.546
2003-06-18,474.361
2003-06-19,465.957
2003-06-20,467.221
2003-06-23,456.025
2003-06-24,457.006
2003-06-25,457.782
2003-06-26,453.144
2003-06-27,450.768
2003-06-30,447.112
2003-07-01,441.546
2003-07-02,447.067
2003-07-03,451.964
2003-07-04,450.914
2003-07-07,453.387
2003-07-08,448.973
2003-07-09,448.21
2003-07-10,447.148
2003-07-11,449.801
2003-07-14,455.458
2003-07-15,451.565
2003-07-16,450.457
2003-07-17,447.968
2003-07-18,449.514
2003-07-21,450.951
2003-07-22,449.766
2003-07-23,456.553
2003-07-24,463.311
2003-07-25,463.673
2003-07-28,466.52
2003-07-29,466.14
2003-07-30,464.723
2003-07-31,462.724
2003-08-01,461.564
2003-08-04,461.634
2003-08-05,466.604
2003-08-06,463.025
2003-08-07,462.131
2003-08-08,460.811
2003-08-11,460.253
2003-08-12,462.134
2003-08-13,459.965
2003-08-14,462.776
2003-08-15,468.813
2003-08-18,464.657
2003-08-19,462.593
2003-08-20,463.2
2003-08-21,461.818
2003-08-22,460.34
2003-08-25,455.793
2003-08-26,455.275
2003-08-27,457.151
2003-08-28,458.199
2003-08-29,454.618
2003-09-01,462.486
2003-09-02,456.018
2003-09-03,463.785
2003-09-04,466.16
2003-09-05,473.485
2003-09-08,478.436
2003-09-09,476.22
2003-09-10,476.495
2003-09-11,477.143
2003-09-12,479.39
2003-09-15,481.376
2003-09-16,480.439
2003-09-17,486.047
2003-09-18,486.607
2003-09-19,489.209
2003-09-22,482.754
2003-09-23,479.225
2003-09-24,480.074
2003-09-25,478.451
2003-09-26,475.319
2003-09-29,475.776
2003-09-30,476.058
2003-10-01,479.658
2003-10-02,480.191
2003-10-03,487.009
2003-10-06,484.294
2003-10-07,485.824
2003-10-08,488.66
2003-10-09,492.201
2003-10-10,493.707
2003-10-13,494.696
2003-10-14,494.546
2003-10-15,491.93
2003-10-16,495.333
2003-10-17,489.54
2003-10-20,493.251
2003-10-21,493.194
2003-10-22,489.138
2003-10-23,485.271
2003-10-24,487.641
2003-10-27,488.243
2003-10-28,485.238
2003-10-29,484.851
2003-10-30,488.961
2003-10-31,484.658
2003-11-03,486.256
2003-11-04,479.331
2003-11-05,473.117
2003-11-06,473.956
2003-11-07,480.427
2003-11-10,475.528
2003-11-11,480.111
2003-11-12,485.494
2003-11-13,492.586
2003-11-14,501.811
2003-11-17,497.143
2003-11-18,499.564
2003-11-19,496.606
2003-11-20,497.883
2003-11-21,499.821
2003-11-24,500.353
2003-11-25,501.082
2003-11-26,506.799
2003-11-27,507.913
2003-11-28,510.894
2003-12-01,514.527
2003-12-02,520.103
2003-12-03,525.211
2003-12-04,521.576
2003-12-05,520.876
2003-12-08,525.91
2003-12-09,528.563
2003-12-10,526.226
2003-12-11,525.915
2003-12-12,530.876
2003-12-15,534.197
2003-12-16,532.025
2003-12-17,531.302
2003-12-18,537.187
2003-12-19,535.592
2003-12-22,535.129
2003-12-23,536.679
2003-12-24,540.204
2003-12-25,540.204
2003-12-26,539.168
2003-12-29,542.047
2003-12-30,548.314
2003-12-31,551.883
2004-01-01,551.883
2004-01-02,550.725
2004-01-05,562.378
2004-01-06,566.614
2004-01-07,562.985
2004-01-08,565.457
2004-01-09,567.77
2004-01-12,559.352
2004-01-13,563.846
2004-01-14,565.432
2004-01-15,560.801
2004-01-16,556.404
2004-01-19,555.54
2004-01-20,561.77
2004-01-21,567.506
2004-01-22,574.895
2004-01-23,579.048
2004-01-26,572.705
2004-01-27,577.897
2004-01-28,577.615
2004-01-29,567.37
2004-01-30,564.711
2004-02-02,570.303
2004-02-03,571.339
2004-02-04,573.331
2004-02-05,575.577
2004-02-06,586.149
2004-02-09,589.587
2004-02-10,591.346
2004-02-11,589.13
2004-02-12,591.142
2004-02-13,588.684
2004-02-16,590.648
2004-02-17,594.053
2004-02-18,590.205
2004-02-19,586.504
2004-02-20,580.131
2004-02-23,582.232
2004-02-24,581.467
2004-02-25,576.237
2004-02-26,568.549
2004-02-27,569.468
2004-03-01,573.33
2004-03-02,570.299
2004-03-03,563.083
2004-03-04,572.04
2004-03-05,578.868
2004-03-08,573.803
2004-03-09,575.398
2004-03-10,570.575
2004-03-11,557.956
2004-03-12,554.654
2004-03-15,550.265
2004-03-16,556.3
2004-03-17,554.383
2004-03-18,557.163
2004-03-19,556.667
2004-03-22,545.015
2004-03-23,546.699
2004-03-24,542.098
2004-03-25,548.508
2004-03-26,543.541
2004-03-29,548.956
2004-03-30,549.785
2004-03-31,554.326
2004-04-01,566.747
2004-04-02,560.677
2004-04-05,557.125
2004-04-06,555.893
2004-04-07,565.089
2004-04-08,566.162
2004-04-09,566.162
2004-04-12,565.391
2004-04-13,557.274
2004-04-14,555.545
2004-04-15,557.532
2004-04-16,562.162
2004-04-19,564.629
2004-04-20,560.134
2004-04-21,556.024
2004-04-22,553.899
2004-04-23,554.571
2004-04-26,562.709
2004-04-27,566.38
2004-04-28,557.681
2004-04-29,563.071
2004-04-30,561.962
2004-05-03,564.859
2004-05-04,573.141
2004-05-05,581.795
2004-05-06,573.822
2004-05-07,566.665
2004-05-10,548.152
2004-05-11,553.589
2004-05-12,551.35
2004-05-13,555.14
2004-05-14,552.964
2004-05-17,553.286
2004-05-18,555.002
2004-05-19,564.482
2004-05-20,559.005
2004-05-21,556.658
2004-05-24,557.037
2004-05-25,561.032
2004-05-26,561.977
2004-05-27,575.336
2004-05-28,564.917
2004-05-31,564.917
2004-06-01,562.361
2004-06-02,570.193
2004-06-03,571.875
2004-06-04,574.891
2004-06-07,583.711
2004-06-08,582.064
2004-06-09,573.799
2004-06-10,573.248
2004-06-11,568.519
2004-06-14,565.138
2004-06-15,567.95
2004-06-16,567.322
2004-06-17,572.175
2004-06-18,576.625
2004-06-21,576.205
2004-06-22,569.384
2004-06-23,567.66
2004-06-24,574.738
2004-06-25,571.187
2004-06-28,575.212
2004-06-29,566.424
2004-06-30,563.344
2004-07-01,564.478
2004-07-02,571.875
2004-07-05,567.495
2004-07-06,564.072
2004-07-07,567.343
2004-07-08,573.249
2004-07-09,568.846
2004-07-12,568.105
2004-07-13,562.051
2004-07-14,567.744
2004-07-15,557.699
2004-07-16,559.897
2004-07-19,554.827
2004-07-20,558.487
2004-07-21,557.085
2004-07-22,552.63
2004-07-23,545.544
2004-07-26,542.242
2004-07-27,542.695
2004-07-28,543.002
2004-07-29,547.444
2004-07-30,544.538
2004-08-02,544.377
2004-08-03,549.477
2004-08-04,543.223
2004-08-05,542.257
2004-08-06,541.371
2004-08-09,536.116
2004-08-10,540.723
2004-08-11,533.94
2004-08-12,535.46
2004-08-13,538.629
2004-08-16,541.915
2004-08-17,542.575
2004-08-18,535.014
2004-08-19,540.994
2004-08-20,537.142
2004-08-23,536.333
2004-08-24,532.013
2004-08-25,530.475
2004-08-26,535.638
2004-08-27,535.989
2004-08-30,535.167
2004-08-31,536.796
2004-09-01,543.58
2004-09-02,542.051
2004-09-03,543.128
2004-09-06,547.796
2004-09-07,549.328
2004-09-08,550.167
2004-09-09,548.012
2004-09-10,554.606
2004-09-13,555.934
2004-09-14,553.703
2004-09-15,547.383
2004-09-16,545.435
2004-09-17,546.976
2004-09-20,546.336
2004-09-21,558.156
2004-09-22,553.848
2004-09-23,549.904
2004-09-24,546.114
2004-09-27,543.269
2004-09-28,548.319
2004-09-29,551.248
2004-09-30,549.252
2004-10-01,555.194
2004-10-04,554.99
2004-10-05,556.297
2004-10-06,555.644
2004-10-07,548.786
2004-10-08,552.26
2004-10-11,548.531
2004-10-12,541.038
2004-10-13,543.886
2004-10-14,544.256
2004-10-15,545.528
2004-10-18,547.323
2004-10-19,552.981
2004-10-20,552.543
2004-10-21,555.552
2004-10-22,554.656
2004-10-25,554.312
2004-10-26,556.197
2004-10-27,560.683
2004-10-28,565.534
2004-10-29,559.077
2004-11-01,565.041
2004-11-02,569.565
2004-11-03,581.001
2004-11-04,586.955
2004-11-05,595.429
2004-11-08,596.464
2004-11-09,591.518
2004-11-10,596.387
2004-11-11,601.592
2004-11-12,605.978
2004-11-15,603.736
2004-11-16,603.685
2004-11-17,611.394
2004-11-18,608.91
2004-11-19,606.179
2004-11-22,599.588
2004-11-23,597.927
2004-11-24,598.936
2004-11-25,608.596
2004-11-26,608.544
2004-11-29,605.943
2004-11-30,598.704
2004-12-01,602.737
2004-12-02,604.678
2004-12-03,609.275
2004-12-06,606.589
2004-12-07,610.793
2004-12-08,601.862
2004-12-09,601.912
2004-12-10,601.693
2004-12-13,609.996
2004-12-14,612.629
2004-12-15,619.459
2004-12-16,611.846
2004-12-17,604.617
2004-12-20,617.459
2004-12-21,612.355
2004-12-22,618.116
2004-12-23,623.78
2004-12-24,624.681
2004-12-27,627.417
2004-12-28,627.001
2004-12-29,627.492
2004-12-30,629.093
2004-12-31,627.019
2005-01-03,629.454
2005-01-04,619.743
2005-01-05,613.858
2005-01-06,611.392
2005-01-07,604.533
2005-01-10,607.505
2005-01-11,607.438
2005-01-12,610.066
2005-01-13,606.897
2005-01-14,605.96
2005-01-17,609.879
2005-01-18,604.99
2005-01-19,607.886
2005-01-20,600.903
2005-01-21,602.544
2005-01-24,607.06
2005-01-25,603.29
2005-01-26,609.118
2005-01-27,608.413
2005-01-28,603.759
2005-01-31,606.538
2005-02-01,606.593
2005-02-02,607.314
2005-02-03,603.892
2005-02-04,606.21
2005-02-07,603.169
2005-02-08,601.752
2005-02-09,602.004
2005-02-10,607.841
2005-02-11,612.477
2005-02-14,616.584
2005-02-15,618.845
2005-02-16,615.483
2005-02-17,620.513
2005-02-18,623.478
2005-02-21,627.107
2005-02-22,635.585
2005-02-23,629.117
2005-02-24,630.683
2005-02-25,634.961
2005-02-28,639.699
2005-03-01,640.422
2005-03-02,639.552
2005-03-03,637.309
2005-03-04,645.435
2005-03-07,640.908
2005-03-08,646.653
2005-03-09,643.646
2005-03-10,645.785
2005-03-11,650.489
2005-03-14,644.238
2005-03-15,646.947
2005-03-16,647.594
2005-03-17,643.258
2005-03-18,633.481
2005-03-21,629.591
2005-03-22,630.933
2005-03-23,622.528
2005-03-24,621.325
2005-03-25,621.325
2005-03-28,617.642
2005-03-29,621.361
2005-03-30,623.278
2005-03-31,624.069
2005-04-01,622.713
2005-04-04,610.481
2005-04-05,616.936
2005-04-06,623.281
2005-04-07,628.449
2005-04-08,625.927
2005-04-11,631.122
2005-04-12,624.052
2005-04-13,626.977
2005-04-14,622.665
2005-04-15,629.732
2005-04-18,626.921
2005-04-19,634.53
2005-04-20,631.614
2005-04-21,632.289
2005-04-22,633.392
2005-04-25,627.363
2005-04-26,628.747
2005-04-27,621.874
2005-04-28,621.725
2005-04-29,625.118
2005-05-02,625.096
2005-05-03,628.293
2005-05-04,639.585
2005-05-05,636.137
2005-05-06,635.382
2005-05-09,631.761
2005-05-10,625.898
2005-05-11,623.943
2005-05-12,621.953
2005-05-13,618.279
2005-05-16,617.167
2005-05-17,618.723
2005-05-18,624.056
2005-05-19,624.707
2005-05-20,619.557
2005-05-23,623.787
2005-05-24,628.895
2005-05-25,631.709
2005-05-26,631.96
2005-05-27,634.945
2005-05-30,632.561
2005-05-31,626.019
2005-06-01,631.556
2005-06-02,634.047
2005-06-03,631.916
2005-06-06,630.906
2005-06-07,636.183
2005-06-08,637.679
2005-06-09,631.945
2005-06-10,626.395
2005-06-13,623.825
2005-06-14,624.041
2005-06-15,625.768
2005-06-16,623.807
2005-06-17,630.518
2005-06-20,623.18
2005-06-21,630.133
2005-06-22,629.501
2005-06-23,624.398
2005-06-24,620.898
2005-06-27,620.896
2005-06-28,617.313
2005-06-29,621.607
2005-06-30,620.917
2005-07-01,616.375
2005-07-04,614.119
2005-07-05,613.27
2005-07-06,616.347
2005-07-07,613.766
2005-07-08,616.66
2005-07-11,627.702
2005-07-12,631.136
2005-07-13,630.858
2005-07-14,636.586
2005-07-15,634.365
2005-07-18,635.327
2005-07-19,631.534
2005-07-20,636.531
2005-07-21,640.66
2005-07-22,639.712
2005-07-25,638.574
2005-07-26,638.658
2005-07-27,643.188
2005-07-28,652.13
2005-07-29,654.393
2005-08-01,659.547
2005-08-02,666.755
2005-08-03,670.877
2005-08-04,668.813
2005-08-05,664.971
2005-08-08,670.434
2005-08-09,670.191
2005-08-10,677.79
2005-08-11,681.16
2005-08-12,678.46
2005-08-15,673.87
2005-08-16,670.916
2005-08-17,671.165
2005-08-18,660.511
2005-08-19,662.489
2005-08-22,664.659
2005-08-23,656.32
2005-08-24,657.074
2005-08-25,656.4
2005-08-26,655.227
2005-08-29,653.198
2005-08-30,647.937
2005-08-31,659.855
2005-09-01,674.244
2005-09-02,677.122
2005-09-05,675.732
2005-09-06,681.427
2005-09-07,687.359
2005-09-08,685.218
2005-09-09,687.892
2005-09-12,682.009
2005-09-13,676.822
2005-09-14,683.327
2005-09-15,678.924
2005-09-16,683.186
2005-09-19,678.895
2005-09-20,682.382
2005-09-21,678.652
2005-09-22,671.568
2005-09-23,671.078
2005-09-26,675.343
2005-09-27,673.67
2005-09-28,679.171
2005-09-29,674.505
2005-09-30,682.249
2005-10-03,685.726
2005-10-04,690.808
2005-10-05,691.37
2005-10-06,694.127
2005-10-07,693.022
2005-10-10,689.25
2005-10-11,689.0
2005-10-12,686.591
2005-10-13,674.898
2005-10-14,682.735
2005-10-17,680.493
2005-10-18,680.705
2005-10-19,672.388
2005-10-20,680.463
2005-10-21,681.01
2005-10-24,685.34
2005-10-25,694.477
2005-10-26,695.323
2005-10-27,694.279
2005-10-28,688.1
2005-10-31,696.515
2005-11-01,703.134
2005-11-02,711.679
2005-11-03,717.597
2005-11-04,705.259
2005-11-07,708.844
2005-11-08,707.179
2005-11-09,703.959
