Date,JAPAN LARGE GROWTH Large Cap
2001-05-02,1057.636
2001-05-03,1065.937
2001-05-04,1066.114
2001-05-07,1091.1
2001-05-08,1056.529
2001-05-09,1035.116
2001-05-10,1017.842
2001-05-11,1014.203
2001-05-14,997.383
2001-05-15,1016.202
2001-05-16,987.988
2001-05-17,1009.551
2001-05-18,991.267
2001-05-21,1007.141
2001-05-22,1008.501
2001-05-23,1017.036
2001-05-24,1015.272
2001-05-25,1000.304
2001-05-28,984.847
2001-05-29,998.907
2001-05-30,971.366
2001-05-31,962.543
2001-06-01,961.808
2001-06-04,956.8
2001-06-05,947.603
2001-06-06,944.046
2001-06-07,951.653
2001-06-08,948.637
2001-06-11,925.936
2001-06-12,894.55
2001-06-13,890.833
2001-06-14,893.85
2001-06-15,877.036
2001-06-18,862.246
2001-06-19,858.922
2001-06-20,858.244
2001-06-21,873.456
2001-06-22,888.007
2001-06-25,871.171
2001-06-26,873.536
2001-06-27,866.212
2001-06-28,846.122
2001-06-29,870.365
2001-07-02,862.251
2001-07-03,867.27
2001-07-04,854.099
2001-07-05,838.681
2001-07-06,820.12
2001-07-09,813.794
2001-07-10,826.377
2001-07-11,816.955
2001-07-12,841.949
2001-07-13,831.809
2001-07-16,823.756
2001-07-17,811.321
2001-07-18,793.822
2001-07-19,798.474
2001-07-20,801.036
2001-07-23,767.912
2001-07-24,783.608
2001-07-25,795.451
2001-07-26,794.93
2001-07-27,779.304
2001-07-30,755.998
2001-07-31,777.667
2001-08-01,794.096
2001-08-02,824.336
2001-08-03,818.897
2001-08-06,811.338
2001-08-07,812.831
2001-08-08,812.357
2001-08-09,779.532
2001-08-10,785.036
2001-08-13,766.53
2001-08-14,795.272
2001-08-15,801.569
2001-08-16,779.445
2001-08-17,771.485
2001-08-20,757.079
2001-08-21,763.794
2001-08-22,762.197
2001-08-23,736.199
2001-08-24,735.655
2001-08-27,747.757
2001-08-28,736.336
2001-08-29,724.702
2001-08-30,715.636
2001-08-31,714.488
2001-09-03,691.437
2001-09-04,715.824
2001-09-05,693.545
2001-09-06,686.185
2001-09-07,682.954
2001-09-10,659.794
2001-09-11,678.917
2001-09-12,631.127
2001-09-13,646.583
2001-09-14,684.331
2001-09-17,662.492
2001-09-18,681.465
2001-09-19,709.02
2001-09-20,711.853
2001-09-21,690.74
2001-09-24,685.625
2001-09-25,698.656
2001-09-26,684.716
2001-09-27,681.728
2001-09-28,693.273
2001-10-01,702.088
2001-10-02,713.51
2001-10-03,695.496
2001-10-04,715.328
2001-10-05,724.053
2001-10-08,726.56
2001-10-09,702.926
2001-10-10,688.193
2001-10-11,715.128
2001-10-12,737.402
2001-10-15,726.153
2001-10-16,727.335
2001-10-17,746.093
2001-10-18,728.616
2001-10-19,731.485
2001-10-22,727.568
2001-10-23,738.073
2001-10-24,740.834
2001-10-25,744.423
2001-10-26,739.379
2001-10-29,735.2
2001-10-30,721.81
2001-10-31,706.267
2001-11-01,714.095
2001-11-02,714.797
2001-11-05,711.74
2001-11-06,728.809
2001-11-07,703.054
2001-11-08,708.831
2001-11-09,703.104
2001-11-12,696.184
2001-11-13,690.364
2001-11-14,695.576
2001-11-15,720.639
2001-11-16,733.895
2001-11-19,736.201
2001-11-20,727.763
2001-11-21,720.28
2001-11-22,721.607
2001-11-23,718.302
2001-11-26,744.696
2001-11-27,742.15
2001-11-28,725.846
2001-11-29,715.864
2001-11-30,723.768
2001-12-03,702.966
2001-12-04,703.571
2001-12-05,722.702
2001-12-06,732.85
2001-12-07,716.914
2001-12-10,694.964
2001-12-11,686.265
2001-12-12,704.204
2001-12-13,681.061
2001-12-14,669.812
2001-12-17,660.202
2001-12-18,661.962
2001-12-19,666.363
2001-12-20,672.919
2001-12-21,656.025
2001-12-24,653.981
2001-12-25,648.07
2001-12-26,638.458
2001-12-27,649.372
2001-12-28,662.867
2001-12-31,663.575
2002-01-01,663.575
2002-01-02,658.251
2002-01-03,660.376
2002-01-04,686.583
2002-01-07,688.433
2002-01-08,665.202
2002-01-09,657.929
2002-01-10,646.971
2002-01-11,640.628
2002-01-14,642.477
2002-01-15,628.67
2002-01-16,628.482
2002-01-17,626.502
2002-01-18,636.299
2002-01-21,629.98
2002-01-22,607.952
2002-01-23,600.096
2002-01-24,602.647
2002-01-25,608.038
2002-01-28,622.298
2002-01-29,607.549
2002-01-30,597.256
2002-01-31,599.659
2002-02-01,584.772
2002-02-04,581.684
2002-02-05,567.348
2002-02-06,564.387
2002-02-07,581.932
2002-02-08,579.667
2002-02-11,584.828
2002-02-12,604.826
2002-02-13,608.242
2002-02-14,616.01
2002-02-15,610.231
2002-02-18,607.782
2002-02-19,593.207
2002-02-20,587.659
2002-02-21,606.433
2002-02-22,610.99
2002-02-25,607.504
2002-02-26,603.784
2002-02-27,615.378
2002-02-28,622.995
2002-03-01,639.291
2002-03-04,682.626
2002-03-05,684.06
2002-03-06,690.86
2002-03-07,734.755
2002-03-08,741.831
2002-03-11,754.171
2002-03-12,723.057
2002-03-13,700.089
2002-03-14,714.288
2002-03-15,721.662
2002-03-18,699.27
2002-03-19,714.112
2002-03-20,703.981
2002-03-21,701.075
2002-03-22,681.83
2002-03-25,675.756
2002-03-26,673.823
2002-03-27,683.634
2002-03-28,691.224
2002-03-29,677.852
2002-04-01,667.76
2002-04-02,683.667
2002-04-03,698.252
2002-04-04,707.181
2002-04-05,699.427
2002-04-08,706.684
2002-04-09,693.234
2002-04-10,692.084
2002-04-11,685.981
2002-04-12,669.342
2002-04-15,680.295
2002-04-16,693.615
2002-04-17,707.244
2002-04-18,715.533
2002-04-19,704.947
2002-04-22,720.127
2002-04-23,716.964
2002-04-24,714.508
2002-04-25,724.258
2002-04-26,718.297
2002-04-29,716.981
2002-04-30,712.79
2002-05-01,720.485
2002-05-02,715.777
2002-05-03,721.329
2002-05-06,719.064
2002-05-07,704.263
2002-05-08,704.24
2002-05-09,714.75
2002-05-10,712.036
2002-05-13,702.205
2002-05-14,693.228
2002-05-15,713.648
2002-05-16,725.39
2002-05-17,744.004
2002-05-20,753.637
2002-05-21,760.293
2002-05-22,769.868
2002-05-23,767.055
2002-05-24,766.472
2002-05-27,757.149
2002-05-28,757.765
2002-05-29,757.801
2002-05-30,763.214
2002-05-31,759.313
2002-06-03,772.05
2002-06-04,757.595
2002-06-05,751.547
2002-06-06,749.73
2002-06-07,739.192
2002-06-10,732.043
2002-06-11,729.383
2002-06-12,724.338
2002-06-13,713.448
2002-06-14,702.577
2002-06-17,683.874
2002-06-18,696.012
2002-06-19,679.391
2002-06-20,690.277
2002-06-21,682.231
2002-06-24,690.737
2002-06-25,689.846
2002-06-26,679.064
2002-06-27,686.162
2002-06-28,713.416
2002-07-01,710.846
2002-07-02,709.04
2002-07-03,718.781
2002-07-04,706.954
2002-07-05,716.581
2002-07-08,721.641
2002-07-09,736.888
2002-07-10,724.172
2002-07-11,716.21
2002-07-12,719.844
2002-07-15,708.261
2002-07-16,695.613
2002-07-17,695.772
2002-07-18,710.785
2002-07-19,697.26
2002-07-22,692.145
2002-07-23,687.701
2002-07-24,674.291
2002-07-25,668.378
2002-07-26,636.504
2002-07-29,637.084
2002-07-30,660.878
2002-07-31,654.447
2002-08-01,651.854
2002-08-02,649.212
2002-08-05,650.754
2002-08-06,630.678
2002-08-07,654.223
2002-08-08,648.452
2002-08-09,663.544
2002-08-12,656.27
2002-08-13,650.915
2002-08-14,661.088
2002-08-15,661.765
2002-08-16,664.019
2002-08-19,645.28
2002-08-20,646.588
2002-08-21,651.773
2002-08-22,656.614
2002-08-23,659.366
2002-08-26,672.085
2002-08-27,664.087
2002-08-28,655.736
2002-08-29,645.633
2002-08-30,643.567
2002-09-02,638.745
2002-09-03,623.406
2002-09-04,605.297
2002-09-05,618.508
2002-09-06,606.975
2002-09-09,617.937
2002-09-10,614.768
2002-09-11,615.878
2002-09-12,621.102
2002-09-13,604.93
2002-09-16,599.21
2002-09-17,614.169
2002-09-18,614.347
2002-09-19,625.219
2002-09-20,601.397
2002-09-23,598.895
2002-09-24,590.347
2002-09-25,586.314
2002-09-26,599.457
2002-09-27,614.303
2002-09-30,609.848
2002-10-01,593.192
2002-10-02,583.878
2002-10-03,578.04
2002-10-04,587.186
2002-10-07,559.665
2002-10-08,561.326
2002-10-09,553.801
2002-10-10,547.91
2002-10-11,554.714
2002-10-14,554.357
2002-10-15,573.212
2002-10-16,579.222
2002-10-17,579.266
2002-10-18,587.093
2002-10-21,580.801
2002-10-22,560.769
2002-10-23,568.752
2002-10-24,561.386
2002-10-25,573.777
2002-10-28,578.261
2002-10-29,580.168
2002-10-30,584.321
2002-10-31,580.073
2002-11-01,584.09
2002-11-04,583.041
2002-11-05,602.186
2002-11-06,599.274
2002-11-07,598.966
2002-11-08,590.857
2002-11-11,575.002
2002-11-12,571.025
2002-11-13,569.286
2002-11-14,561.292
2002-11-15,575.665
2002-11-18,561.35
2002-11-19,558.668
2002-11-20,561.811
2002-11-21,579.864
2002-11-22,588.476
2002-11-25,596.492
2002-11-26,593.368
2002-11-27,594.0
2002-11-28,609.73
2002-11-29,609.057
2002-12-02,596.097
2002-12-03,600.732
2002-12-04,586.023
2002-12-05,578.307
2002-12-06,582.057
2002-12-09,580.326
2002-12-10,576.905
2002-12-11,575.21
2002-12-12,574.664
2002-12-13,574.792
2002-12-16,566.785
2002-12-17,572.938
2002-12-18,560.608
2002-12-19,565.926
2002-12-20,563.081
2002-12-23,564.767
2002-12-24,572.215
2002-12-25,570.281
2002-12-26,580.317
2002-12-27,581.122
2002-12-30,581.937
2002-12-31,581.226
2003-01-01,581.226
2003-01-02,575.767
2003-01-03,575.839
2003-01-06,590.652
2003-01-07,581.792
2003-01-08,571.994
2003-01-09,573.815
2003-01-10,573.749
2003-01-13,576.619
2003-01-14,587.471
2003-01-15,594.705
2003-01-16,594.118
2003-01-17,596.793
2003-01-20,588.501
2003-01-21,594.267
2003-01-22,588.052
2003-01-23,600.866
2003-01-24,591.755
2003-01-27,575.234
2003-01-28,571.38
2003-01-29,564.176
2003-01-30,559.075
2003-01-31,551.169
2003-02-03,555.641
2003-02-04,561.227
2003-02-05,563.119
2003-02-06,557.291
2003-02-07,554.057
2003-02-10,552.279
2003-02-11,550.573
2003-02-12,560.904
2003-02-13,560.686
2003-02-14,563.864
2003-02-17,566.582
2003-02-18,567.014
2003-02-19,568.49
2003-02-20,568.235
2003-02-21,560.004
2003-02-24,565.268
2003-02-25,553.654
2003-02-26,553.355
2003-02-27,551.39
2003-02-28,546.516
2003-03-03,552.43
2003-03-04,553.765
2003-03-05,553.865
2003-03-06,545.385
2003-03-07,535.068
2003-03-10,527.725
2003-03-11,514.455
2003-03-12,523.576
2003-03-13,513.328
2003-03-14,524.454
2003-03-17,521.466
2003-03-18,524.834
2003-03-19,526.047
2003-03-20,534.599
2003-03-21,528.9
2003-03-24,549.916
2003-03-25,535.572
2003-03-26,544.88
2003-03-27,547.412
2003-03-28,539.649
2003-03-31,524.592
2003-04-01,525.06
2003-04-02,527.843
2003-04-03,524.377
2003-04-04,521.627
2003-04-07,532.828
2003-04-08,527.603
2003-04-09,520.911
2003-04-10,517.298
2003-04-11,499.392
2003-04-14,495.367
2003-04-15,503.322
2003-04-16,503.678
2003-04-17,507.088
2003-04-18,508.359
2003-04-21,509.72
2003-04-22,501.916
2003-04-23,499.259
2003-04-24,509.303
2003-04-25,496.038
2003-04-28,487.92
2003-04-29,488.59
2003-04-30,509.154
2003-05-01,512.107
2003-05-02,513.063
2003-05-05,514.274
2003-05-06,532.945
2003-05-07,542.293
2003-05-08,531.845
2003-05-09,534.337
2003-05-12,541.008
2003-05-13,541.749
2003-05-14,545.48
2003-05-15,536.666
2003-05-16,535.223
2003-05-19,528.824
2003-05-20,530.206
2003-05-21,523.283
2003-05-22,527.498
2003-05-23,538.814
2003-05-26,540.222
2003-05-27,532.522
2003-05-28,530.832
2003-05-29,542.569
2003-05-30,538.973
2003-06-02,554.443
2003-06-03,555.477
2003-06-04,556.367
2003-06-05,567.716
2003-06-06,570.346
2003-06-09,577.947
2003-06-10,573.208
2003-06-11,576.879
2003-06-12,579.262
2003-06-13,584.102
2003-06-16,573.137
2003-06-17,585.924
2003-06-18,590.28
2003-06-19,591.777
2003-06-20,593.427
2003-06-23,597.099
2003-06-24,580.135
2003-06-25,578.011
2003-06-26,570.987
2003-06-27,580.477
2003-06-30,577.022
2003-07-01,590.973
2003-07-02,618.003
2003-07-03,631.282
2003-07-04,625.153
2003-07-07,640.554
2003-07-08,650.351
2003-07-09,651.897
2003-07-10,644.632
2003-07-11,622.62
2003-07-14,632.818
2003-07-15,637.776
2003-07-16,631.605
2003-07-17,613.282
2003-07-18,612.246
2003-07-21,614.468
2003-07-22,607.624
2003-07-23,615.64
2003-07-24,616.91
2003-07-25,619.632
2003-07-28,625.151
2003-07-29,626.733
2003-07-30,606.164
2003-07-31,605.52
2003-08-01,609.094
2003-08-04,598.942
2003-08-05,594.558
2003-08-06,589.358
2003-08-07,589.877
2003-08-08,591.377
2003-08-11,603.752
2003-08-12,608.296
2003-08-13,615.389
2003-08-14,625.897
2003-08-15,622.071
2003-08-18,627.916
2003-08-19,639.71
2003-08-20,653.166
2003-08-21,661.738
2003-08-22,660.853
2003-08-25,654.637
2003-08-26,655.636
2003-08-27,653.242
2003-08-28,649.428
2003-08-29,660.436
2003-09-01,680.647
2003-09-02,683.71
2003-09-03,687.468
2003-09-04,676.501
2003-09-05,677.11
2003-09-08,677.742
2003-09-09,694.521
2003-09-10,685.064
2003-09-11,667.115
2003-09-12,677.315
2003-09-15,676.623
2003-09-16,693.888
2003-09-17,702.071
2003-09-18,711.802
2003-09-19,711.61
2003-09-22,698.006
2003-09-23,700.855
2003-09-24,703.187
2003-09-25,690.133
2003-09-26,689.349
2003-09-29,686.737
2003-09-30,686.824
2003-10-01,698.518
2003-10-02,713.727
2003-10-03,719.384
2003-10-06,721.921
2003-10-07,736.881
2003-10-08,718.26
2003-10-09,722.288
2003-10-10,739.559
2003-10-13,737.014
2003-10-14,743.634
2003-10-15,734.659
2003-10-16,745.019
2003-10-17,744.021
2003-10-20,750.178
2003-10-21,747.727
2003-10-22,740.564
2003-10-23,697.158
2003-10-24,703.922
2003-10-27,713.192
2003-10-28,721.818
2003-10-29,733.772
2003-10-30,727.0
2003-10-31,706.299
2003-11-03,698.201
2003-11-04,727.543
2003-11-05,720.067
2003-11-06,695.83
2003-11-07,708.83
2003-11-10,709.712
2003-11-11,688.202
2003-11-12,689.662
2003-11-13,703.474
2003-11-14,690.706
2003-11-17,667.956
2003-11-18,678.147
2003-11-19,652.299
2003-11-20,669.978
2003-11-21,670.055
2003-11-24,667.51
2003-11-25,673.337
2003-11-26,686.169
2003-11-27,685.464
2003-11-28,681.622
2003-12-01,699.387
2003-12-02,702.647
2003-12-03,700.434
2003-12-04,704.904
2003-12-05,701.28
2003-12-08,681.331
2003-12-09,679.4
2003-12-10,658.066
2003-12-11,665.515
2003-12-12,675.407
2003-12-15,697.889
2003-12-16,683.081
2003-12-17,672.444
2003-12-18,668.41
2003-12-19,680.765
2003-12-22,690.222
2003-12-23,690.575
2003-12-24,690.489
2003-12-25,691.562
2003-12-26,697.608
2003-12-29,704.828
2003-12-30,719.485
2003-12-31,717.907
2004-01-01,717.907
2004-01-02,718.913
2004-01-05,733.093
2004-01-06,728.456
2004-01-07,727.289
2004-01-08,733.518
2004-01-09,740.884
2004-01-12,740.467
2004-01-13,734.822
2004-01-14,738.576
2004-01-15,728.027
2004-01-16,735.59
2004-01-19,742.17
2004-01-20,744.592
2004-01-21,745.941
2004-01-22,751.419
2004-01-23,756.245
2004-01-26,746.634
2004-01-27,748.355
2004-01-28,745.007
2004-01-29,738.163
2004-01-30,734.643
2004-02-02,732.577
2004-02-03,726.156
2004-02-04,709.186
2004-02-05,710.241
2004-02-06,712.89
2004-02-09,709.081
2004-02-10,708.942
2004-02-11,708.942
2004-02-12,713.383
2004-02-13,723.098
2004-02-16,724.174
2004-02-17,731.921
2004-02-18,724.258
2004-02-19,725.345
2004-02-20,713.516
2004-02-23,724.208
2004-02-24,707.978
2004-02-25,702.903
2004-02-26,704.748
2004-02-27,724.192
2004-03-01,743.557
2004-03-02,742.554
2004-03-03,742.923
2004-03-04,740.497
2004-03-05,746.024
2004-03-08,739.694
2004-03-09,746.247
2004-03-10,739.397
2004-03-11,733.718
2004-03-12,722.447
2004-03-15,736.586
2004-03-16,743.885
2004-03-17,761.633
2004-03-18,777.391
2004-03-19,768.858
2004-03-22,763.199
2004-03-23,765.481
2004-03-24,775.734
2004-03-25,786.991
2004-03-26,808.818
2004-03-29,811.851
2004-03-30,808.731
2004-03-31,821.514
2004-04-01,819.977
2004-04-02,821.945
2004-04-05,831.872
2004-04-06,835.798
2004-04-07,839.712
2004-04-08,835.076
2004-04-09,819.22
2004-04-12,830.649
2004-04-13,828.959
2004-04-14,817.488
2004-04-15,799.87
2004-04-16,800.412
2004-04-19,791.313
2004-04-20,812.32
2004-04-21,801.386
2004-04-22,797.515
2004-04-23,810.956
2004-04-26,818.026
2004-04-27,802.523
2004-04-28,800.767
2004-04-29,799.056
2004-04-30,779.107
2004-05-03,778.797
2004-05-04,782.661
2004-05-05,791.377
2004-05-06,770.639
2004-05-07,747.357
2004-05-10,693.801
2004-05-11,695.276
2004-05-12,716.491
2004-05-13,689.47
2004-05-14,686.91
2004-05-17,665.761
2004-05-18,679.447
2004-05-19,707.006
2004-05-20,697.955
2004-05-21,722.292
2004-05-24,721.029
2004-05-25,710.453
2004-05-26,723.265
2004-05-27,730.168
2004-05-28,739.881
2004-05-31,734.264
2004-06-01,740.665
2004-06-02,732.248
2004-06-03,712.865
2004-06-04,713.893
2004-06-07,745.197
2004-06-08,749.578
2004-06-09,745.248
2004-06-10,746.692
2004-06-11,739.888
2004-06-14,729.703
2004-06-15,730.162
2004-06-16,740.0
2004-06-17,741.234
2004-06-18,733.224
2004-06-21,744.856
2004-06-22,738.645
2004-06-23,736.486
2004-06-24,759.981
2004-06-25,757.865
2004-06-28,764.704
2004-06-29,759.514
2004-06-30,754.405
2004-07-01,758.521
2004-07-02,745.685
2004-07-05,731.384
2004-07-06,728.62
2004-07-07,728.318
2004-07-08,720.823
2004-07-09,729.114
2004-07-12,736.721
2004-07-13,731.235
2004-07-14,723.041
2004-07-15,721.999
2004-07-16,726.263
2004-07-19,729.049
2004-07-20,717.151
2004-07-21,717.648
2004-07-22,714.796
2004-07-23,701.024
2004-07-26,699.246
2004-07-27,687.235
2004-07-28,693.139
2004-07-29,682.771
2004-07-30,696.576
2004-08-02,697.874
2004-08-03,694.035
2004-08-04,683.543
2004-08-05,681.731
2004-08-06,684.021
2004-08-09,677.437
2004-08-10,678.59
2004-08-11,685.807
2004-08-12,681.785
2004-08-13,670.575
2004-08-16,664.704
2004-08-17,674.125
2004-08-18,682.041
2004-08-19,694.308
2004-08-20,696.108
2004-08-23,699.179
2004-08-24,702.665
2004-08-25,702.417
2004-08-26,704.993
2004-08-27,710.401
2004-08-30,708.578
2004-08-31,704.825
2004-09-01,708.718
2004-09-02,712.013
2004-09-03,696.445
2004-09-06,708.73
2004-09-07,715.672
2004-09-08,715.17
2004-09-09,705.033
2004-09-10,703.162
2004-09-13,709.155
2004-09-14,714.548
2004-09-15,701.365
2004-09-16,701.361
2004-09-17,695.701
2004-09-20,697.03
2004-09-21,695.827
2004-09-22,689.162
2004-09-23,691.066
2004-09-24,679.034
2004-09-27,675.257
2004-09-28,670.859
2004-09-29,672.388
2004-09-30,685.966
2004-10-01,693.617
2004-10-04,707.374
2004-10-05,706.702
2004-10-06,711.997
2004-10-07,707.412
2004-10-08,715.223
2004-10-11,718.661
2004-10-12,705.521
2004-10-13,703.486
2004-10-14,699.701
2004-10-15,699.09
2004-10-18,695.541
2004-10-19,705.685
2004-10-20,696.965
2004-10-21,696.398
2004-10-22,700.6
2004-10-25,697.401
2004-10-26,698.354
2004-10-27,702.051
2004-10-28,714.669
2004-10-29,709.977
2004-11-01,703.483
2004-11-02,714.812
2004-11-03,715.419
2004-11-04,719.294
2004-11-05,728.295
2004-11-08,723.192
2004-11-09,718.081
2004-11-10,709.749
2004-11-11,705.201
2004-11-12,722.72
2004-11-15,737.225
2004-11-16,734.927
2004-11-17,740.5
2004-11-18,738.735
2004-11-19,749.071
2004-11-22,733.272
2004-11-23,731.006
2004-11-24,734.692
2004-11-25,739.405
2004-11-26,735.969
2004-11-29,747.262
2004-11-30,742.44
2004-12-01,733.924
2004-12-02,744.526
2004-12-03,755.499
2004-12-06,749.814
2004-12-07,739.478
2004-12-08,731.673
2004-12-09,719.844
2004-12-10,712.641
2004-12-13,720.522
2004-12-14,725.662
2004-12-15,737.261
2004-12-16,735.772
2004-12-17,741.844
2004-12-20,744.207
2004-12-21,743.944
2004-12-22,751.597
2004-12-23,755.006
2004-12-24,762.963
2004-12-27,767.108
2004-12-28,772.296
2004-12-29,763.78
2004-12-30,779.516
2004-12-31,783.814
2005-01-03,780.729
2005-01-04,771.238
2005-01-05,767.578
2005-01-06,760.683
2005-01-07,758.065
2005-01-10,760.786
2005-01-11,773.536
2005-01-12,775.733
2005-01-13,770.049
2005-01-14,772.43
2005-01-17,778.006
2005-01-18,771.375
2005-01-19,769.937
2005-01-20,757.302
2005-01-21,752.946
2005-01-24,760.941
2005-01-25,749.236
2005-01-26,761.862
2005-01-27,757.075
2005-01-28,755.207
2005-01-31,758.498
2005-02-01,754.91
2005-02-02,756.735
2005-02-03,748.263
2005-02-04,752.057
2005-02-07,753.751
2005-02-08,745.868
2005-02-09,747.464
2005-02-10,752.147
2005-02-11,751.506
2005-02-14,762.523
2005-02-15,764.665
2005-02-16,758.135
2005-02-17,753.808
2005-02-18,754.563
2005-02-21,756.954
2005-02-22,763.862
2005-02-23,748.491
2005-02-24,748.068
2005-02-25,756.094
2005-02-28,769.308
2005-03-01,768.291
2005-03-02,766.559
2005-03-03,768.603
2005-03-04,774.012
2005-03-07,774.205
2005-03-08,778.104
2005-03-09,785.754
2005-03-10,778.214
2005-03-11,782.108
2005-03-14,771.632
2005-03-15,773.525
2005-03-16,778.232
2005-03-17,770.263
2005-03-18,773.657
2005-03-21,772.405
2005-03-22,770.877
2005-03-23,761.124
2005-03-24,751.764
2005-03-25,756.731
2005-03-28,756.044
2005-03-29,742.227
2005-03-30,740.263
2005-03-31,749.219
2005-04-01,750.433
2005-04-04,741.21
2005-04-05,744.873
2005-04-06,748.138
2005-04-07,750.492
2005-04-08,751.532
2005-04-11,750.517
2005-04-12,740.488
2005-04-13,744.456
2005-04-14,734.599
2005-04-15,727.066
2005-04-18,701.92
2005-04-19,713.064
2005-04-20,717.821
2005-04-21,713.692
2005-04-22,721.913
2005-04-25,725.082
2005-04-26,719.372
2005-04-27,719.676
2005-04-28,717.784
2005-04-29,725.037
2005-05-02,727.086
2005-05-03,726.982
2005-05-04,733.012
2005-05-05,731.889
2005-05-06,743.738
2005-05-09,737.327
2005-05-10,735.164
2005-05-11,731.329
2005-05-12,721.111
2005-05-13,715.738
2005-05-16,710.498
2005-05-17,705.4
2005-05-18,703.85
2005-05-19,717.596
2005-05-20,712.487
2005-05-23,720.696
2005-05-24,721.229
2005-05-25,712.9
2005-05-26,711.048
2005-05-27,717.671
2005-05-30,723.832
2005-05-31,724.377
2005-06-01,724.249
2005-06-02,724.221
2005-06-03,727.474
2005-06-06,731.228
2005-06-07,728.9
2005-06-08,731.545
2005-06-09,717.541
2005-06-10,718.821
2005-06-13,711.054
2005-06-14,714.102
2005-06-15,719.126
2005-06-16,721.599
2005-06-17,728.966
2005-06-20,722.77
2005-06-21,730.168
2005-06-22,730.387
2005-06-23,731.261
2005-06-24,726.565
2005-06-27,718.858
2005-06-28,719.433
2005-06-29,720.826
2005-06-30,718.624
2005-07-01,716.059
2005-07-04,718.694
2005-07-05,717.102
2005-07-06,716.359
2005-07-07,713.926
2005-07-08,711.169
2005-07-11,718.177
2005-07-12,725.29
2005-07-13,716.119
2005-07-14,721.284
2005-07-15,722.244
2005-07-18,725.475
2005-07-19,715.684
2005-07-20,713.214
2005-07-21,731.502
2005-07-22,724.248
2005-07-25,719.145
2005-07-26,714.085
2005-07-27,719.639
2005-07-28,719.091
2005-07-29,723.127
2005-08-01,727.245
2005-08-02,732.722
2005-08-03,737.109
2005-08-04,731.736
2005-08-05,719.469
2005-08-08,722.635
2005-08-09,728.746
2005-08-10,751.564
2005-08-11,766.14
2005-08-12,771.303
2005-08-15,772.161
2005-08-16,775.721
2005-08-17,772.115
2005-08-18,768.825
2005-08-19,767.342
2005-08-22,786.239
2005-08-23,785.237
2005-08-24,785.887
2005-08-25,782.712
2005-08-26,788.802
2005-08-29,772.911
2005-08-30,776.348
2005-08-31,776.891
2005-09-01,787.772
2005-09-02,793.809
2005-09-05,804.171
2005-09-06,797.8
2005-09-07,796.075
2005-09-08,789.417
2005-09-09,807.124
2005-09-12,817.479
2005-09-13,812.072
2005-09-14,814.653
2005-09-15,820.478
2005-09-16,812.612
2005-09-19,813.123
2005-09-20,825.136
2005-09-21,831.278
2005-09-22,824.014
2005-09-23,819.385
2005-09-26,833.911
2005-09-27,824.662
2005-09-28,841.144
2005-09-29,858.187
2005-09-30,852.239
2005-10-03,843.118
2005-10-04,856.262
2005-10-05,854.564
2005-10-06,831.436
2005-10-07,827.084
2005-10-10,823.755
2005-10-11,843.317
2005-10-12,843.266
2005-10-13,842.169
2005-10-14,844.003
2005-10-17,833.538
2005-10-18,825.131
2005-10-19,818.234
2005-10-20,822.14
2005-10-21,822.541
2005-10-24,818.634
2005-10-25,833.135
2005-10-26,830.117
2005-10-27,839.093
2005-10-28,831.122
2005-10-31,840.885
2005-11-01,858.215
2005-11-02,860.873
2005-11-03,858.668
