Date,FINLAND MID GROWTH Mid Cap
2002-03-29,705.748
2002-04-30,676.452
2002-05-31,672.332
2002-06-28,675.037
2002-07-31,668.409
2002-08-30,711.143
2002-09-30,620.69
2002-10-31,726.911
2002-11-29,820.191
2005-05-31,507.993
2005-06-30,569.743
2005-07-29,648.997
2005-08-31,622.626
2005-09-30,663.826
2005-10-31,615.753
2005-11-30,601.244
2005-12-30,631.791
2006-01-31,687.842
2006-02-28,681.36
2006-03-31,734.235
2006-04-28,781.284
2006-05-31,743.741
2006-06-30,749.989
2006-07-31,760.98
2006-08-31,737.943
2006-09-29,730.219
2006-10-31,772.946
2006-11-30,813.866
2006-12-29,859.644
2007-01-31,885.717
2007-02-28,872.182
2007-03-30,910.793
2007-04-30,992.565
2007-05-31,1000.0
2007-06-29,979.296
2007-07-31,987.938
2007-08-31,954.928
2007-09-28,1028.234
2007-10-31,1099.421
2007-11-30,1022.343
2007-12-31,980.194
2008-01-31,879.444
2008-02-29,1001.092
2008-03-31,1052.26
2008-04-30,993.102
2008-05-30,1065.391
2008-06-30,944.791
2008-07-31,831.301
2008-08-29,773.567
2008-09-30,564.545
2008-10-31,380.433
2008-11-28,343.839
2008-12-31,361.532
2009-01-30,344.832
2009-02-27,367.452
2009-03-31,364.595
2009-04-30,493.985
2009-05-29,552.975
2009-06-30,556.035
2009-07-31,616.638
2009-08-31,642.117
2009-09-30,673.35
2009-10-30,667.834
2009-11-30,738.688
2009-12-31,750.191
2010-01-29,713.141
2010-02-26,739.086
2010-03-31,768.475
2010-04-30,798.443
2010-05-31,723.715
2010-06-30,735.704
2010-07-30,833.667
2010-08-31,819.544
2010-09-30,976.692
2010-10-29,992.121
2010-11-30,939.148
2010-12-31,1045.359
2011-01-31,1082.444
2011-02-28,1069.296
2011-03-31,1139.074
2011-04-29,1228.38
2011-05-31,1140.727
2011-06-30,1101.974
2011-07-29,956.484
2011-08-31,828.866
2011-09-30,693.355
2011-10-31,820.844
2011-11-30,812.462
2011-12-30,742.29
2012-01-31,844.981
2012-02-29,937.673
2012-03-30,998.603
2012-04-30,1023.239
2012-05-31,820.281
2012-06-29,845.933
2012-07-31,833.219
2012-08-31,859.058
2012-09-28,908.747
2012-10-31,971.283
2012-11-30,1002.667
2012-12-31,998.362
2013-01-31,1111.522
2013-02-28,1107.759
2013-03-29,1085.951
2013-04-30,1158.182
2013-05-31,1108.115
2013-06-28,1043.768
2013-07-31,1110.955
2013-08-30,1166.841
2013-09-30,1216.46
2013-10-31,1202.318
2013-11-29,1247.118
2013-12-31,1251.355
2014-01-31,1234.44
2014-02-28,1382.527
2014-03-31,1289.834
2014-04-30,1306.265
2014-05-30,1308.698
2014-06-30,1221.053
2014-07-31,1198.845
2014-08-29,1190.004
2014-09-30,1100.623
2014-10-31,1107.903
2014-11-28,1116.971
2014-12-31,1097.541
2015-01-30,1161.463
2015-02-27,1141.694
2015-03-31,1107.407
2015-04-30,1167.155
2015-05-29,1136.304
2015-06-30,1192.844
2015-07-31,1177.204
2015-08-31,1053.993
2015-09-30,1008.758
2015-10-30,1093.684
2015-11-30,1144.689
2015-12-31,1173.049
2016-01-29,1114.257
2016-02-29,1123.455
2016-03-31,1186.669
2016-04-29,1202.651
2016-05-31,1231.497
2016-06-30,1259.141
2016-07-29,1234.305
2016-08-31,1178.135
2016-09-30,1234.929
2016-10-31,1186.626
2016-11-30,1134.165
2016-12-30,1179.283
2017-01-31,1249.665
2017-02-28,1281.926
2017-03-31,1366.221
2017-04-28,1498.393
2017-05-31,1550.009
2017-06-30,1539.409
2017-07-31,1517.63
2017-08-31,1545.88
2017-09-29,1579.798
2017-10-31,1458.423
2017-11-30,1440.177
2017-12-29,1399.527
2018-01-31,1506.468
2018-02-28,1459.143
2018-03-30,1426.18
2018-04-30,1427.321
2018-05-31,1404.471
2018-06-29,1366.342
2018-07-31,1416.7
2018-08-31,1458.022
2018-09-28,1436.379
2018-10-31,1242.359
2018-11-30,1124.107
2018-12-31,1090.66
2019-01-31,1221.379
2019-02-28,1270.009
2019-03-29,1305.739
2019-04-30,1277.845
2019-05-31,1198.401
2019-06-28,1296.612
2019-07-31,1203.744
2019-08-30,1197.994
2019-09-30,1165.95
2019-10-31,1185.774
2019-11-29,1159.704
2019-12-31,1196.344
2020-01-31,1202.203
2020-02-28,1117.031
2020-03-31,1063.458
2020-04-30,1120.011
2020-05-29,1209.132
2020-06-30,1128.066
2020-07-31,1060.542
2020-08-31,1095.35
2020-09-30,1074.291
2020-10-30,959.13
2020-11-30,1053.957
2020-12-31,1046.278
2021-01-29,1085.112
2021-02-26,1074.941
2021-03-31,1209.952
2021-04-30,1201.697
2021-05-31,1324.815
2021-06-30,1401.362
2021-07-30,1566.418
2021-08-31,1516.573
2021-09-30,1330.458
2021-10-29,1298.394
2021-11-30,1263.632
2021-12-31,1341.429
2022-01-31,1311.023
2022-02-28,1244.397
2022-03-31,1223.981
2022-04-29,1171.09
2022-05-31,1147.966
2022-06-30,1029.673
2022-07-29,1039.922
2022-08-31,969.68
2022-09-30,848.298
2022-10-31,880.089
2022-11-30,963.036
2022-12-30,1000.462
2023-01-31,1025.149
2023-02-28,966.443
2023-03-31,985.259
2023-04-28,1014.735
2023-05-31,968.212
2023-06-30,1011.669
2023-07-31,959.215
2023-08-31,967.719
2023-09-29,900.252
2023-10-31,804.561
2023-11-30,867.649
2023-12-29,910.522
2024-01-31,929.31
2024-02-29,902.483
2024-03-29,943.475
2024-04-30,939.435
2024-05-31,993.477
2024-06-28,900.813
2024-07-31,902.063
2024-08-30,938.974
2024-09-30,958.331
2024-10-31,833.939
2024-11-29,782.797
2024-12-31,781.565
2025-01-31,850.301
2025-02-28,887.351
2025-03-31,840.472
2025-04-30,888.823
2025-05-30,971.421
2025-06-30,1104.416
