Date,FINLAND MID GROWTH Mid Cap
2002-03-29,743.951
2002-04-30,718.529
2002-05-31,714.153
2002-06-28,717.026
2002-07-31,709.985
2002-08-30,755.377
2002-09-30,659.298
2002-10-31,772.126
2002-11-29,871.208
2005-05-31,499.29
2005-06-30,559.983
2005-07-29,637.879
2005-08-31,611.96
2005-09-30,652.454
2005-10-31,605.204
2005-11-30,590.945
2005-12-30,620.968
2006-01-31,676.058
2006-02-28,672.069
2006-03-31,727.691
2006-04-28,774.321
2006-05-31,737.113
2006-06-30,743.305
2006-07-31,754.198
2006-08-31,731.366
2006-09-29,723.712
2006-10-31,766.057
2006-11-30,806.613
2006-12-29,851.983
2007-01-31,877.823
2007-02-28,866.361
2007-03-30,907.593
2007-04-30,992.565
2007-05-31,1000.0
2007-06-29,979.296
2007-07-31,987.938
2007-08-31,954.928
2007-09-28,1028.234
2007-10-31,1102.504
2007-11-30,1025.21
2007-12-31,982.942
2008-01-31,881.91
2008-02-29,1005.252
2008-03-31,1064.903
2008-04-30,1011.041
2008-05-30,1084.636
2008-06-30,961.858
2008-07-31,846.317
2008-08-29,787.541
2008-09-30,574.743
2008-10-31,387.305
2008-11-28,350.051
2008-12-31,368.063
2009-01-30,351.061
2009-02-27,377.1
2009-03-31,374.167
2009-04-30,508.51
2009-05-29,569.235
2009-06-30,572.385
2009-07-31,634.77
2009-08-31,660.999
2009-09-30,693.15
2009-10-30,687.472
2009-11-30,760.409
2009-12-31,772.25
2010-01-29,734.111
2010-02-26,760.819
2010-03-31,796.743
2010-04-30,829.254
2010-05-31,751.643
2010-06-30,764.095
2010-07-30,865.838
2010-08-31,851.17
2010-09-30,1014.382
2010-10-29,1031.241
2010-11-30,976.18
2010-12-31,1086.579
2011-01-31,1125.126
2011-02-28,1111.46
2011-03-31,1191.592
2011-04-29,1290.853
2011-05-31,1198.742
2011-06-30,1158.018
2011-07-29,1005.129
2011-08-31,871.02
2011-09-30,728.618
2011-10-31,862.591
2011-11-30,853.782
2011-12-30,780.041
2012-01-31,887.955
2012-02-29,985.362
2012-03-30,1057.478
2012-04-30,1087.277
2012-05-31,871.618
2012-06-29,898.875
2012-07-31,885.366
2012-08-31,912.822
2012-09-28,965.621
2012-10-31,1032.07
2012-11-30,1065.419
2012-12-31,1060.844
2013-01-31,1181.087
2013-02-28,1177.088
2013-03-29,1159.039
2013-04-30,1243.2
2013-05-31,1189.458
2013-06-28,1120.387
2013-07-31,1192.506
2013-08-30,1252.495
2013-09-30,1305.756
2013-10-31,1290.576
2013-11-29,1338.665
2013-12-31,1343.213
2014-01-31,1325.056
2014-02-28,1484.014
2014-03-31,1390.117
2014-04-30,1417.485
2014-05-30,1420.125
2014-06-30,1325.017
2014-07-31,1300.919
2014-08-29,1291.325
2014-09-30,1194.334
2014-10-31,1202.234
2014-11-28,1212.073
2014-12-31,1190.989
2015-01-30,1260.354
2015-02-27,1238.902
2015-03-31,1210.939
2015-04-30,1278.718
2015-05-29,1244.917
2015-06-30,1306.861
2015-07-31,1289.727
2015-08-31,1154.739
2015-09-30,1105.18
2015-10-30,1198.223
2015-11-30,1254.104
2015-12-31,1285.175
2016-01-29,1220.763
2016-02-29,1230.84
2016-03-31,1306.699
2016-04-29,1334.579
2016-05-31,1366.589
2016-06-30,1397.267
2016-07-29,1369.706
2016-08-31,1307.374
2016-09-30,1370.398
2016-10-31,1316.796
2016-11-30,1258.581
2016-12-30,1308.648
2017-01-31,1386.751
2017-02-28,1422.55
2017-03-31,1522.418
2017-04-28,1675.248
2017-05-31,1732.956
2017-06-30,1721.106
2017-07-31,1696.756
2017-08-31,1728.34
2017-09-29,1769.06
2017-10-31,1633.144
2017-11-30,1612.713
2017-12-29,1567.193
2018-01-31,1686.946
2018-02-28,1633.951
2018-03-30,1606.069
2018-04-30,1612.562
2018-05-31,1586.747
2018-06-29,1543.669
2018-07-31,1600.563
2018-08-31,1647.247
2018-09-28,1623.998
2018-10-31,1405.387
2018-11-30,1271.618
2018-12-31,1233.782
2019-01-31,1381.653
2019-02-28,1436.665
2019-03-29,1478.924
2019-04-30,1458.059
2019-05-31,1367.411
2019-06-28,1479.473
2019-07-31,1373.508
2019-08-30,1366.947
2019-09-30,1333.945
2019-10-31,1358.811
2019-11-29,1328.937
2019-12-31,1370.924
2020-01-31,1377.638
2020-02-28,1280.036
2020-03-31,1218.645
2020-04-30,1292.448
2020-05-29,1395.289
2020-06-30,1301.742
2020-07-31,1223.823
2020-08-31,1263.989
2020-09-30,1239.689
2020-10-30,1106.797
2020-11-30,1216.224
2020-12-31,1207.363
2021-01-29,1252.175
2021-02-26,1240.438
2021-03-31,1396.235
2021-04-30,1397.981
2021-05-31,1541.209
2021-06-30,1630.259
2021-07-30,1822.276
2021-08-31,1764.289
2021-09-30,1552.366
2021-10-29,1514.954
2021-11-30,1474.394
2021-12-31,1565.168
2022-01-31,1529.69
2022-02-28,1451.951
2022-03-31,1434.543
2022-04-29,1377.092
2022-05-31,1349.9
2022-06-30,1212.424
2022-07-29,1224.492
2022-08-31,1141.782
2022-09-30,1000.267
2022-10-31,1037.753
2022-11-30,1135.559
2022-12-30,1179.691
2023-01-31,1208.8
2023-02-28,1139.578
2023-03-31,1164.828
2023-04-28,1203.499
2023-05-31,1151.61
2023-06-30,1203.298
2023-07-31,1140.909
2023-08-31,1151.024
2023-09-29,1070.777
2023-10-31,960.308
2023-11-30,1035.608
2023-12-29,1086.781
2024-01-31,1109.205
2024-02-29,1077.186
2024-03-29,1128.751
2024-04-30,1129.177
2024-05-31,1194.135
2024-06-28,1082.755
2024-07-31,1084.257
2024-08-30,1128.623
2024-09-30,1153.517
2024-10-31,1008.193
2024-11-29,946.366
2024-12-31,944.876
2025-01-31,1027.974
2025-02-28,1072.767
2025-03-31,1018.286
2025-04-30,1080.496
2025-05-30,1180.906
2025-06-30,1342.581
2025-07-31,1478.848
2025-08-29,1545.557
2025-09-30,1569.992
2025-10-31,1712.162
2025-11-28,1697.613
2025-12-31,1864.428
