Date,FINLAND MID GROWTH Mid Cap
1994-05-31,1000.0
1994-06-30,937.258
1994-07-29,1038.11
1994-08-31,1118.748
1994-09-30,1110.049
1994-10-31,1137.915
1994-11-30,1008.607
1994-12-30,1001.118
1995-01-31,1001.894
1995-02-28,945.866
1995-03-31,894.576
1995-04-28,1062.711
1995-05-31,974.048
1995-06-30,1009.383
1995-07-31,1065.694
1995-08-31,994.714
1995-09-29,1058.708
1995-10-31,925.85
1995-11-30,937.35
1995-12-29,904.934
1996-01-31,868.635
1996-02-29,940.181
1996-03-29,908.582
1996-04-30,949.147
1996-05-31,1011.242
1996-06-28,1077.347
1996-07-31,1081.056
1996-08-30,1167.044
1996-09-30,1097.91
1996-10-31,1077.946
1996-11-29,1078.326
1996-12-31,1164.548
1997-01-31,1115.575
1997-02-28,1185.105
1997-03-31,1243.346
1997-04-30,1211.018
1997-05-30,1291.195
1997-06-30,1293.235
1997-07-31,1293.821
1997-08-29,1148.638
1997-09-30,1238.652
1997-10-31,1150.207
1997-11-28,1106.673
1997-12-31,1096.131
1998-01-30,1274.917
1998-02-27,1363.199
1998-03-31,1310.126
1998-04-30,1540.601
1998-05-29,1581.507
1998-06-30,1522.378
1998-07-31,1581.685
1998-08-31,1151.38
1998-09-30,1124.351
1998-10-30,1191.096
1998-11-30,1229.287
1998-12-31,1343.134
1999-01-29,1344.991
1999-02-26,1199.585
1999-03-31,1173.456
1999-04-30,1138.988
1999-05-31,1147.796
1999-06-30,1160.534
1999-07-30,1163.736
1999-08-31,1078.393
1999-09-30,973.948
1999-10-29,1032.606
1999-11-30,1232.676
1999-12-31,1482.442
2000-01-31,1362.261
2000-02-29,1632.291
2000-03-31,1565.973
2000-04-28,1383.375
2000-05-31,1251.689
2000-06-30,1433.935
2000-07-31,1378.265
2000-08-31,1205.857
2000-09-29,1081.579
2000-10-31,877.085
2000-11-30,818.028
2000-12-29,1059.807
2001-01-31,1020.663
2001-02-28,864.13
2001-03-30,800.035
2001-04-30,1049.404
2001-05-31,963.565
2001-06-29,850.132
2001-07-31,878.74
2001-08-31,657.963
2001-09-28,605.307
2001-10-31,673.544
2001-11-30,739.095
2001-12-31,743.636
2002-01-31,691.431
2002-02-28,692.247
