Date,AUSTRALIA IMI VALUE IMI (Large+Mid+Small Cap)
2001-05-29,278.798
2001-05-30,277.528
2001-05-31,273.193
2001-06-01,275.949
2001-06-04,278.123
2001-06-05,276.853
2001-06-06,280.329
2001-06-07,285.407
2001-06-08,286.928
2001-06-11,286.34
2001-06-12,287.573
2001-06-13,289.96
2001-06-14,289.859
2001-06-15,291.441
2001-06-18,286.071
2001-06-19,286.049
2001-06-20,287.62
2001-06-21,287.501
2001-06-22,287.557
2001-06-25,286.661
2001-06-26,290.305
2001-06-27,286.879
2001-06-28,283.811
2001-06-29,286.594
2001-07-02,282.148
2001-07-03,285.147
2001-07-04,286.349
2001-07-05,279.985
2001-07-06,273.971
2001-07-09,272.326
2001-07-10,276.026
2001-07-11,275.395
2001-07-12,275.372
2001-07-13,277.285
2001-07-16,280.251
2001-07-17,276.973
2001-07-18,281.722
2001-07-19,281.858
2001-07-20,276.559
2001-07-23,276.531
2001-07-24,274.346
2001-07-25,272.295
2001-07-26,269.918
2001-07-27,267.726
2001-07-30,269.285
2001-07-31,270.647
2001-08-01,280.036
2001-08-02,283.724
2001-08-03,283.407
2001-08-06,284.3
2001-08-07,283.586
2001-08-08,284.483
2001-08-09,282.995
2001-08-10,283.285
2001-08-13,283.231
2001-08-14,282.055
2001-08-15,288.056
2001-08-16,286.117
2001-08-17,290.502
2001-08-20,287.023
2001-08-21,288.297
2001-08-22,290.385
2001-08-23,289.174
2001-08-24,290.693
2001-08-27,292.412
2001-08-28,292.299
2001-08-29,291.83
2001-08-30,290.966
2001-08-31,284.241
2001-09-03,281.158
2001-09-04,280.505
2001-09-05,278.702
2001-09-06,277.317
2001-09-07,273.773
2001-09-10,272.129
2001-09-11,275.926
2001-09-12,265.273
2001-09-13,264.382
2001-09-14,262.51
2001-09-17,246.872
2001-09-18,247.979
2001-09-19,246.926
2001-09-20,241.167
2001-09-21,234.188
2001-09-24,235.55
2001-09-25,241.424
2001-09-26,242.145
2001-09-27,241.404
2001-09-28,247.417
2001-10-01,251.018
2001-10-02,256.109
2001-10-03,256.893
2001-10-04,257.273
2001-10-05,265.275
2001-10-08,264.281
2001-10-09,262.214
2001-10-10,261.839
2001-10-11,264.278
2001-10-12,267.537
2001-10-15,273.333
2001-10-16,275.04
2001-10-17,278.351
2001-10-18,273.332
2001-10-19,270.405
2001-10-22,270.089
2001-10-23,272.658
2001-10-24,274.131
2001-10-25,275.558
2001-10-26,274.264
2001-10-29,276.603
2001-10-30,276.728
2001-10-31,275.316
2001-11-01,277.97
2001-11-02,276.939
2001-11-05,276.506
2001-11-06,283.972
2001-11-07,282.164
2001-11-08,284.391
2001-11-09,285.597
2001-11-12,291.351
2001-11-13,291.169
2001-11-14,294.46
2001-11-15,294.573
2001-11-16,292.867
2001-11-19,292.184
2001-11-20,293.359
2001-11-21,290.363
2001-11-22,289.572
2001-11-23,290.293
2001-11-26,292.322
2001-11-27,296.54
2001-11-28,294.075
2001-11-29,291.496
2001-11-30,292.614
2001-12-03,290.63
2001-12-04,289.769
2001-12-05,292.402
2001-12-06,291.482
2001-12-07,290.671
2001-12-10,290.765
2001-12-11,291.832
2001-12-12,292.488
2001-12-13,291.608
2001-12-14,289.621
2001-12-17,289.08
2001-12-18,291.457
2001-12-19,290.837
2001-12-20,287.452
2001-12-21,290.284
2001-12-24,292.98
2001-12-25,292.98
2001-12-26,292.778
2001-12-27,294.37
2001-12-28,296.429
2001-12-31,297.424
2002-01-01,297.424
2002-01-02,300.562
2002-01-03,299.72
2002-01-04,302.761
2002-01-07,303.603
2002-01-08,304.001
2002-01-09,302.826
2002-01-10,303.302
2002-01-11,303.416
2002-01-14,301.169
2002-01-15,300.831
2002-01-16,302.389
2002-01-17,298.856
2002-01-18,299.355
2002-01-21,302.225
2002-01-22,306.228
2002-01-23,307.828
2002-01-24,308.938
2002-01-25,308.28
2002-01-28,307.415
2002-01-29,309.926
2002-01-30,304.266
2002-01-31,306.428
2002-02-01,307.027
2002-02-04,309.652
2002-02-05,308.694
2002-02-06,307.307
2002-02-07,305.848
2002-02-08,310.575
2002-02-11,312.982
2002-02-12,311.338
2002-02-13,312.762
2002-02-14,319.644
2002-02-15,318.667
2002-02-18,318.207
2002-02-19,317.775
2002-02-20,315.189
2002-02-21,315.328
2002-02-22,314.35
2002-02-25,314.233
2002-02-26,315.876
2002-02-27,315.377
2002-02-28,317.059
2002-03-01,317.065
2002-03-04,317.974
2002-03-05,316.915
2002-03-06,316.211
2002-03-07,322.856
2002-03-08,319.181
2002-03-11,316.183
2002-03-12,315.542
2002-03-13,315.564
2002-03-14,317.21
2002-03-15,314.881
2002-03-18,318.461
2002-03-19,319.743
2002-03-20,325.63
2002-03-21,324.057
2002-03-22,323.969
2002-03-25,321.628
2002-03-26,316.408
2002-03-27,319.386
2002-03-28,322.91
2002-03-29,322.91
2002-04-01,323.485
2002-04-02,320.173
2002-04-03,318.222
2002-04-04,318.486
2002-04-05,320.01
2002-04-08,316.99
2002-04-09,316.588
2002-04-10,319.684
2002-04-11,320.287
2002-04-12,319.897
2002-04-15,320.253
2002-04-16,321.598
2002-04-17,326.193
2002-04-18,327.598
2002-04-19,329.668
2002-04-22,329.544
2002-04-23,329.942
2002-04-24,330.024
2002-04-25,331.425
2002-04-26,332.183
2002-04-29,326.593
2002-04-30,325.562
2002-05-01,328.256
2002-05-02,327.102
2002-05-03,330.475
2002-05-06,329.469
2002-05-07,330.458
2002-05-08,332.216
2002-05-09,331.338
2002-05-10,332.495
2002-05-13,331.642
2002-05-14,332.983
2002-05-15,337.072
2002-05-16,337.869
2002-05-17,341.399
2002-05-20,340.731
2002-05-21,341.229
2002-05-22,343.714
2002-05-23,342.518
2002-05-24,343.551
2002-05-27,343.535
2002-05-28,347.138
2002-05-29,348.738
2002-05-30,350.328
2002-05-31,350.846
2002-06-03,354.135
2002-06-04,354.538
2002-06-05,353.076
2002-06-06,355.998
2002-06-07,356.591
2002-06-10,354.228
2002-06-11,354.55
2002-06-12,354.648
2002-06-13,351.963
2002-06-14,345.415
2002-06-17,344.476
2002-06-18,346.831
2002-06-19,348.123
2002-06-20,350.74
2002-06-21,351.053
2002-06-24,351.149
2002-06-25,346.435
2002-06-26,338.821
2002-06-27,340.354
2002-06-28,340.196
2002-07-01,338.465
2002-07-02,338.936
2002-07-03,332.223
2002-07-04,330.747
2002-07-05,332.187
2002-07-08,339.025
2002-07-09,343.975
2002-07-10,341.191
2002-07-11,333.113
2002-07-12,332.841
2002-07-15,334.052
2002-07-16,332.418
2002-07-17,325.416
2002-07-18,328.865
2002-07-19,325.07
2002-07-22,321.482
2002-07-23,317.475
2002-07-24,306.377
2002-07-25,309.989
2002-07-26,304.314
2002-07-29,309.062
2002-07-30,315.88
2002-07-31,316.871
2002-08-01,313.637
2002-08-02,312.172
2002-08-05,304.921
2002-08-06,300.532
2002-08-07,311.349
2002-08-08,311.843
2002-08-09,313.574
2002-08-12,316.4
2002-08-13,317.831
2002-08-14,317.679
2002-08-15,323.048
2002-08-16,324.422
2002-08-19,322.552
2002-08-20,325.658
2002-08-21,323.82
2002-08-22,324.961
2002-08-23,325.354
2002-08-26,326.611
2002-08-27,329.763
2002-08-28,327.314
2002-08-29,328.125
2002-08-30,327.477
2002-09-02,329.94
2002-09-03,328.473
2002-09-04,323.387
2002-09-05,324.122
2002-09-06,325.353
2002-09-09,328.811
2002-09-10,327.315
2002-09-11,329.932
2002-09-12,331.591
2002-09-13,330.653
2002-09-16,328.815
2002-09-17,331.006
2002-09-18,328.028
2002-09-19,326.685
2002-09-20,323.247
2002-09-23,320.485
2002-09-24,319.616
2002-09-25,316.076
2002-09-26,314.282
2002-09-27,314.217
2002-09-30,310.613
2002-10-01,311.553
2002-10-02,313.477
2002-10-03,314.943
2002-10-04,313.079
2002-10-07,309.823
2002-10-08,308.211
2002-10-09,306.342
2002-10-10,302.705
2002-10-11,305.895
2002-10-14,307.294
2002-10-15,312.615
2002-10-16,311.893
2002-10-17,310.941
2002-10-18,311.542
2002-10-21,312.474
2002-10-22,314.304
2002-10-23,317.18
2002-10-24,317.497
2002-10-25,314.721
2002-10-28,320.068
2002-10-29,316.652
2002-10-30,315.034
2002-10-31,321.322
2002-11-01,318.708
2002-11-04,323.074
2002-11-05,322.163
2002-11-06,321.946
2002-11-07,319.446
2002-11-08,317.694
2002-11-11,310.746
2002-11-12,313.68
2002-11-13,311.731
2002-11-14,313.719
2002-11-15,316.477
2002-11-18,316.521
2002-11-19,314.455
2002-11-20,314.584
2002-11-21,318.955
2002-11-22,320.967
2002-11-25,319.153
2002-11-26,318.693
2002-11-27,315.099
2002-11-28,320.696
2002-11-29,321.089
2002-12-02,321.915
2002-12-03,320.551
2002-12-04,316.941
2002-12-05,318.899
2002-12-06,317.587
2002-12-09,318.784
2002-12-10,314.997
2002-12-11,312.164
2002-12-12,317.145
2002-12-13,316.615
2002-12-16,314.454
2002-12-17,317.893
2002-12-18,315.222
2002-12-19,315.952
2002-12-20,316.63
2002-12-23,318.644
2002-12-24,319.611
2002-12-25,319.611
2002-12-26,319.611
2002-12-27,318.065
2002-12-30,316.437
2002-12-31,317.258
2003-01-01,317.258
2003-01-02,319.08
2003-01-03,322.514
2003-01-06,331.927
2003-01-07,331.346
2003-01-08,330.255
2003-01-09,331.328
2003-01-10,333.76
2003-01-13,333.854
2003-01-14,335.879
2003-01-15,336.444
2003-01-16,335.439
2003-01-17,337.617
2003-01-20,338.835
2003-01-21,336.107
2003-01-22,331.946
2003-01-23,334.516
2003-01-24,335.627
2003-01-27,334.408
2003-01-28,327.311
2003-01-29,327.216
2003-01-30,326.691
2003-01-31,325.632
2003-02-03,323.664
2003-02-04,326.827
2003-02-05,323.486
2003-02-06,319.063
2003-02-07,321.677
2003-02-10,321.191
2003-02-11,318.335
2003-02-12,319.024
2003-02-13,316.801
2003-02-14,313.298
2003-02-17,315.69
2003-02-18,316.457
2003-02-19,318.025
2003-02-20,315.622
2003-02-21,319.476
2003-02-24,326.75
2003-02-25,320.785
2003-02-26,324.463
2003-02-27,320.428
2003-02-28,321.623
2003-03-03,327.103
2003-03-04,327.968
2003-03-05,326.247
2003-03-06,326.301
2003-03-07,322.845
2003-03-10,322.775
2003-03-11,315.699
2003-03-12,308.751
2003-03-13,305.942
2003-03-14,311.725
2003-03-17,309.959
2003-03-18,318.725
2003-03-19,320.691
2003-03-20,322.437
2003-03-21,320.732
2003-03-24,323.327
2003-03-25,325.673
2003-03-26,329.826
2003-03-27,333.575
2003-03-28,333.089
2003-03-31,334.669
2003-04-01,335.092
2003-04-02,331.497
2003-04-03,332.738
2003-04-04,336.727
2003-04-07,339.605
2003-04-08,340.679
2003-04-09,338.427
2003-04-10,344.368
2003-04-11,343.07
2003-04-14,340.111
2003-04-15,344.347
2003-04-16,349.105
2003-04-17,349.204
2003-04-18,349.204
2003-04-21,348.381
2003-04-22,355.843
2003-04-23,357.98
2003-04-24,359.686
2003-04-25,358.175
2003-04-28,356.454
2003-04-29,359.742
2003-04-30,361.857
2003-05-01,365.348
2003-05-02,360.887
2003-05-05,360.74
2003-05-06,362.145
2003-05-07,362.545
2003-05-08,363.595
2003-05-09,364.092
2003-05-12,367.886
2003-05-13,367.46
2003-05-14,367.659
2003-05-15,365.149
2003-05-16,368.024
2003-05-19,371.098
2003-05-20,369.852
2003-05-21,371.986
2003-05-22,375.403
2003-05-23,379.098
2003-05-26,381.385
2003-05-27,379.468
2003-05-28,375.665
2003-05-29,375.595
2003-05-30,377.88
2003-06-02,384.42
2003-06-03,384.208
2003-06-04,389.756
2003-06-05,391.311
2003-06-06,387.961
2003-06-09,386.518
2003-06-10,387.013
2003-06-11,392.893
2003-06-12,395.314
2003-06-13,397.253
2003-06-16,399.336
2003-06-17,403.954
2003-06-18,404.771
2003-06-19,404.196
2003-06-20,403.326
2003-06-23,401.234
2003-06-24,399.722
2003-06-25,403.383
2003-06-26,396.116
2003-06-27,397.327
2003-06-30,397.255
2003-07-01,403.728
2003-07-02,405.067
2003-07-03,409.656
2003-07-04,405.415
2003-07-07,404.39
2003-07-08,391.743
2003-07-09,384.327
2003-07-10,385.546
2003-07-11,388.166
2003-07-14,392.734
2003-07-15,388.948
2003-07-16,392.538
2003-07-17,388.679
2003-07-18,383.206
2003-07-21,387.825
2003-07-22,385.698
2003-07-23,391.008
2003-07-24,395.774
2003-07-25,394.84
2003-07-28,397.016
2003-07-29,396.71
2003-07-30,388.28
2003-07-31,388.283
2003-08-01,391.842
2003-08-04,388.824
2003-08-05,386.891
2003-08-06,388.223
2003-08-07,389.492
2003-08-08,392.279
2003-08-11,394.536
2003-08-12,394.436
2003-08-13,395.891
2003-08-14,394.669
2003-08-15,395.415
2003-08-18,394.988
2003-08-19,392.838
2003-08-20,397.466
2003-08-21,394.602
2003-08-22,392.027
2003-08-25,392.073
2003-08-26,386.579
2003-08-27,384.807
2003-08-28,385.089
2003-08-29,387.909
2003-09-01,385.852
2003-09-02,384.798
2003-09-03,382.41
2003-09-04,383.859
2003-09-05,386.948
2003-09-08,391.749
2003-09-09,397.675
2003-09-10,397.35
2003-09-11,396.967
2003-09-12,399.606
2003-09-15,400.845
2003-09-16,398.407
2003-09-17,400.595
2003-09-18,403.728
2003-09-19,404.781
2003-09-22,408.354
2003-09-23,406.09
2003-09-24,407.579
2003-09-25,407.24
2003-09-26,404.79
2003-09-29,403.086
2003-09-30,405.594
2003-10-01,409.698
2003-10-02,415.0
2003-10-03,414.502
2003-10-06,413.399
2003-10-07,419.021
2003-10-08,422.825
2003-10-09,424.74
2003-10-10,424.87
2003-10-13,425.107
2003-10-14,422.759
2003-10-15,424.562
2003-10-16,425.627
2003-10-17,426.75
2003-10-20,426.855
2003-10-21,432.027
2003-10-22,435.089
2003-10-23,429.752
2003-10-24,429.788
2003-10-27,431.05
2003-10-28,429.555
2003-10-29,431.759
2003-10-30,433.76
2003-10-31,433.427
2003-11-03,428.346
2003-11-04,426.759
2003-11-05,429.492
2003-11-06,426.354
2003-11-07,426.711
2003-11-10,427.721
2003-11-11,424.88
2003-11-12,426.665
2003-11-13,430.192
2003-11-14,428.761
2003-11-17,423.598
2003-11-18,428.571
2003-11-19,432.433
2003-11-20,434.021
2003-11-21,433.251
2003-11-24,430.945
2003-11-25,432.308
2003-11-26,435.408
2003-11-27,432.942
2003-11-28,432.104
2003-12-01,431.842
2003-12-02,435.707
2003-12-03,442.789
2003-12-04,445.636
2003-12-05,446.904
2003-12-08,449.972
2003-12-09,448.342
2003-12-10,448.068
2003-12-11,442.44
2003-12-12,449.067
2003-12-15,451.805
2003-12-16,450.636
2003-12-17,451.187
2003-12-18,447.047
2003-12-19,447.106
2003-12-22,448.392
2003-12-23,450.716
2003-12-24,456.675
2003-12-25,456.675
2003-12-26,455.753
2003-12-29,458.295
2003-12-30,462.669
2003-12-31,466.607
2004-01-01,466.607
2004-01-02,468.404
2004-01-05,471.213
2004-01-06,476.337
2004-01-07,476.883
2004-01-08,481.708
2004-01-09,485.968
2004-01-12,487.307
2004-01-13,488.202
2004-01-14,488.622
2004-01-15,484.221
2004-01-16,479.587
2004-01-19,471.036
2004-01-20,478.153
2004-01-21,482.544
2004-01-22,488.68
2004-01-23,489.044
2004-01-26,487.533
2004-01-27,485.745
2004-01-28,482.796
2004-01-29,472.129
2004-01-30,472.971
2004-02-02,471.362
2004-02-03,476.026
2004-02-04,473.107
2004-02-05,474.207
2004-02-06,477.73
2004-02-09,484.395
2004-02-10,484.589
2004-02-11,487.726
2004-02-12,497.889
2004-02-13,499.754
2004-02-16,499.404
2004-02-17,503.212
2004-02-18,504.463
2004-02-19,500.998
2004-02-20,492.201
2004-02-23,489.415
2004-02-24,492.344
2004-02-25,491.905
2004-02-26,489.277
2004-02-27,492.797
2004-03-01,496.758
2004-03-02,494.811
2004-03-03,479.744
2004-03-04,485.512
2004-03-05,495.614
2004-03-08,495.779
2004-03-09,502.094
2004-03-10,491.651
2004-03-11,484.89
2004-03-12,480.17
2004-03-15,481.517
2004-03-16,491.889
2004-03-17,491.594
2004-03-18,497.552
2004-03-19,497.222
2004-03-22,496.545
2004-03-23,495.365
2004-03-24,492.874
2004-03-25,490.916
2004-03-26,496.536
2004-03-29,495.064
2004-03-30,500.683
2004-03-31,505.163
2004-04-01,512.298
2004-04-02,505.376
2004-04-05,499.935
2004-04-06,506.039
2004-04-07,507.28
2004-04-08,504.122
2004-04-09,504.122
2004-04-12,506.701
2004-04-13,496.711
2004-04-14,481.792
2004-04-15,485.169
2004-04-16,485.719
2004-04-19,487.829
2004-04-20,485.099
2004-04-21,480.067
2004-04-22,476.568
2004-04-23,480.94
2004-04-26,481.647
2004-04-27,480.11
2004-04-28,474.618
2004-04-29,468.335
2004-04-30,468.555
2004-05-03,465.817
2004-05-04,472.203
2004-05-05,474.495
2004-05-06,470.695
2004-05-07,455.067
2004-05-10,443.174
2004-05-11,444.864
2004-05-12,449.729
2004-05-13,443.455
2004-05-14,439.981
2004-05-17,440.415
2004-05-18,441.143
2004-05-19,452.842
2004-05-20,447.013
2004-05-21,456.382
2004-05-24,455.446
2004-05-25,459.731
2004-05-26,463.355
2004-05-27,474.381
2004-05-28,472.857
2004-05-31,473.3
2004-06-01,470.313
2004-06-02,465.832
2004-06-03,459.669
2004-06-04,461.455
2004-06-07,471.369
2004-06-08,468.809
2004-06-09,459.863
2004-06-10,464.232
2004-06-11,462.194
2004-06-14,461.96
2004-06-15,458.757
2004-06-16,460.316
2004-06-17,459.672
2004-06-18,465.993
2004-06-21,469.881
2004-06-22,467.368
2004-06-23,468.845
2004-06-24,477.298
2004-06-25,474.256
2004-06-28,473.945
2004-06-29,468.429
2004-06-30,473.134
2004-07-01,477.838
2004-07-02,484.228
2004-07-05,486.101
2004-07-06,490.008
2004-07-07,497.193
2004-07-08,497.838
2004-07-09,497.108
2004-07-12,500.853
2004-07-13,499.191
2004-07-14,492.319
2004-07-15,489.979
2004-07-16,495.005
2004-07-19,495.504
2004-07-20,488.56
2004-07-21,480.862
2004-07-22,479.552
2004-07-23,472.72
2004-07-26,473.663
2004-07-27,469.811
2004-07-28,466.765
2004-07-29,466.956
2004-07-30,472.142
2004-08-02,476.439
2004-08-03,478.614
2004-08-04,476.683
2004-08-05,475.106
2004-08-06,482.94
2004-08-09,482.034
2004-08-10,481.244
2004-08-11,479.576
2004-08-12,478.475
2004-08-13,478.401
2004-08-16,478.173
2004-08-17,475.237
2004-08-18,475.048
2004-08-19,484.282
2004-08-20,486.135
2004-08-23,485.001
2004-08-24,476.714
2004-08-25,476.36
2004-08-26,474.853
2004-08-27,479.911
2004-08-30,477.328
2004-08-31,482.129
2004-09-01,484.927
2004-09-02,480.559
2004-09-03,475.456
2004-09-06,476.391
2004-09-07,478.433
2004-09-08,478.667
2004-09-09,473.879
2004-09-10,481.984
2004-09-13,481.718
2004-09-14,488.452
2004-09-15,480.697
2004-09-16,483.244
2004-09-17,481.408
2004-09-20,483.402
2004-09-21,484.341
2004-09-22,490.059
2004-09-23,497.27
2004-09-24,494.646
2004-09-27,494.897
2004-09-28,498.444
2004-09-29,498.371
2004-09-30,507.375
2004-10-01,507.88
2004-10-04,506.689
2004-10-05,511.21
2004-10-06,511.714
2004-10-07,512.409
2004-10-08,517.348
2004-10-11,518.621
2004-10-12,518.984
2004-10-13,516.078
2004-10-14,520.908
2004-10-15,523.211
2004-10-18,518.342
2004-10-19,521.737
2004-10-20,526.09
2004-10-21,527.641
2004-10-22,527.829
2004-10-25,530.265
2004-10-26,531.049
2004-10-27,537.908
2004-10-28,542.394
2004-10-29,546.98
2004-11-01,549.733
2004-11-02,547.002
2004-11-03,558.826
2004-11-04,559.123
2004-11-05,562.421
2004-11-08,559.9
2004-11-09,559.496
2004-11-10,561.006
2004-11-11,565.229
2004-11-12,569.273
2004-11-15,573.648
2004-11-16,574.904
2004-11-17,581.409
2004-11-18,577.653
2004-11-19,580.608
2004-11-22,577.119
2004-11-23,581.9
2004-11-24,585.957
2004-11-25,591.481
2004-11-26,587.773
2004-11-29,586.477
2004-11-30,580.6
2004-12-01,576.449
2004-12-02,582.002
2004-12-03,582.812
2004-12-06,584.713
2004-12-07,580.085
2004-12-08,562.084
2004-12-09,559.362
2004-12-10,559.174
2004-12-13,564.628
2004-12-14,567.176
2004-12-15,575.613
2004-12-16,572.697
2004-12-17,575.437
2004-12-20,580.97
2004-12-21,582.85
2004-12-22,586.045
2004-12-23,586.644
2004-12-24,593.414
2004-12-27,597.455
2004-12-28,597.763
2004-12-29,595.514
2004-12-30,599.761
2004-12-31,605.134
2005-01-03,599.691
2005-01-04,595.038
2005-01-05,590.785
2005-01-06,584.842
2005-01-07,587.833
2005-01-10,591.262
2005-01-11,593.797
2005-01-12,597.683
2005-01-13,593.771
2005-01-14,586.673
2005-01-17,586.952
2005-01-18,583.236
2005-01-19,585.036
2005-01-20,584.722
2005-01-21,590.953
2005-01-24,590.721
2005-01-25,588.702
2005-01-26,596.247
2005-01-27,604.469
2005-01-28,603.281
2005-01-31,606.346
2005-02-01,605.558
2005-02-02,611.46
2005-02-03,607.335
2005-02-04,612.265
2005-02-07,615.651
2005-02-08,607.706
2005-02-09,612.473
2005-02-10,631.465
2005-02-11,629.046
2005-02-14,627.005
2005-02-15,622.605
2005-02-16,619.116
2005-02-17,621.942
2005-02-18,621.2
2005-02-21,624.741
2005-02-22,628.43
2005-02-23,613.867
2005-02-24,607.798
2005-02-25,611.993
2005-02-28,622.74
2005-03-01,618.753
2005-03-02,617.747
2005-03-03,619.543
2005-03-04,629.045
2005-03-07,630.175
2005-03-08,637.399
2005-03-09,630.314
2005-03-10,624.683
2005-03-11,625.199
2005-03-14,624.091
2005-03-15,626.523
2005-03-16,634.162
2005-03-17,631.581
2005-03-18,628.721
2005-03-21,625.462
2005-03-22,624.595
2005-03-23,603.689
2005-03-24,598.898
2005-03-25,598.898
2005-03-28,596.765
2005-03-29,592.47
2005-03-30,597.169
2005-03-31,598.245
2005-04-01,600.867
2005-04-04,593.503
2005-04-05,594.686
2005-04-06,592.535
2005-04-07,597.4
2005-04-08,602.318
2005-04-11,603.107
2005-04-12,604.333
2005-04-13,606.599
2005-04-14,597.342
2005-04-15,590.038
2005-04-18,579.427
2005-04-19,588.968
2005-04-20,592.495
2005-04-21,594.627
2005-04-22,601.579
2005-04-25,598.466
2005-04-26,598.353
2005-04-27,599.324
2005-04-28,604.378
2005-04-29,601.219
2005-05-02,602.136
2005-05-03,595.071
2005-05-04,591.696
2005-05-05,595.135
2005-05-06,597.175
2005-05-09,593.554
2005-05-10,596.333
2005-05-11,598.704
2005-05-12,598.258
2005-05-13,593.238
2005-05-16,582.955
2005-05-17,580.614
2005-05-18,585.545
2005-05-19,592.101
2005-05-20,591.284
2005-05-23,601.381
2005-05-24,603.76
2005-05-25,602.003
2005-05-26,601.917
2005-05-27,603.662
2005-05-30,605.39
2005-05-31,597.449
2005-06-01,599.819
2005-06-02,606.265
2005-06-03,608.824
2005-06-06,615.139
2005-06-07,620.617
2005-06-08,625.085
2005-06-09,620.615
2005-06-10,616.297
2005-06-13,615.691
2005-06-14,619.085
2005-06-15,622.707
2005-06-16,627.192
2005-06-17,637.334
2005-06-20,633.639
2005-06-21,634.314
2005-06-22,633.517
2005-06-23,628.165
2005-06-24,620.243
2005-06-27,618.324
2005-06-28,620.593
2005-06-29,615.251
2005-06-30,618.312
2005-07-01,609.602
2005-07-04,610.524
2005-07-05,603.94
2005-07-06,601.471
2005-07-07,593.505
2005-07-08,594.217
2005-07-11,601.041
2005-07-12,609.768
2005-07-13,605.453
2005-07-14,613.255
2005-07-15,610.395
2005-07-18,613.02
2005-07-19,608.77
2005-07-20,612.673
2005-07-21,625.614
2005-07-22,633.228
2005-07-25,629.778
2005-07-26,626.262
2005-07-27,625.584
2005-07-28,623.501
2005-07-29,628.548
2005-08-01,627.708
2005-08-02,631.768
2005-08-03,634.584
2005-08-04,636.421
2005-08-05,633.217
2005-08-08,634.825
2005-08-09,630.423
2005-08-10,634.813
2005-08-11,645.929
2005-08-12,644.787
2005-08-15,638.848
2005-08-16,644.297
2005-08-17,640.899
2005-08-18,630.738
2005-08-19,627.317
2005-08-22,633.824
2005-08-23,630.162
2005-08-24,626.777
2005-08-25,629.427
2005-08-26,631.951
2005-08-29,620.648
2005-08-30,620.955
2005-08-31,626.717
2005-09-01,640.706
2005-09-02,639.993
2005-09-05,644.155
2005-09-06,645.846
2005-09-07,649.959
2005-09-08,654.028
2005-09-09,655.254
2005-09-12,653.519
2005-09-13,652.791
2005-09-14,660.004
2005-09-15,655.061
2005-09-16,660.475
2005-09-19,658.285
2005-09-20,665.029
2005-09-21,666.004
2005-09-22,658.114
2005-09-23,652.312
2005-09-26,658.144
2005-09-27,657.285
2005-09-28,659.288
2005-09-29,666.325
2005-09-30,665.406
2005-10-03,665.005
2005-10-04,668.429
2005-10-05,650.784
2005-10-06,641.206
2005-10-07,638.45
2005-10-10,640.915
2005-10-11,632.013
2005-10-12,640.081
2005-10-13,631.469
2005-10-14,634.377
2005-10-17,637.502
2005-10-18,634.101
2005-10-19,627.578
2005-10-20,633.699
2005-10-21,628.937
2005-10-24,629.054
2005-10-25,635.244
2005-10-26,641.418
2005-10-27,642.007
2005-10-28,630.959
2005-10-31,636.598
2005-11-01,636.17
2005-11-02,630.968
2005-11-03,637.833
2005-11-04,630.061
2005-11-07,630.996
