Date,JAPAN Standard (Large+Mid Cap)
2001-06-27,3440.06
2001-06-28,3391.501
2001-06-29,3448.19
2001-07-02,3434.012
2001-07-03,3442.456
2001-07-04,3408.955
2001-07-05,3370.888
2001-07-06,3295.77
2001-07-09,3284.326
2001-07-10,3317.862
2001-07-11,3290.235
2001-07-12,3350.07
2001-07-13,3316.586
2001-07-16,3306.597
2001-07-17,3265.062
2001-07-18,3219.99
2001-07-19,3228.717
2001-07-20,3239.077
2001-07-23,3128.653
2001-07-24,3174.305
2001-07-25,3211.096
2001-07-26,3209.86
2001-07-27,3192.791
2001-07-30,3121.684
2001-07-31,3191.27
2001-08-01,3220.44
2001-08-02,3319.601
2001-08-03,3286.818
2001-08-06,3279.273
2001-08-07,3300.067
2001-08-08,3293.559
2001-08-09,3210.997
2001-08-10,3228.586
2001-08-13,3178.062
2001-08-14,3277.979
2001-08-15,3317.273
2001-08-16,3256.983
2001-08-17,3240.274
2001-08-20,3194.096
2001-08-21,3227.269
2001-08-22,3259.437
2001-08-23,3210.393
2001-08-24,3204.185
2001-08-27,3227.288
2001-08-28,3205.209
2001-08-29,3166.895
2001-08-30,3116.232
2001-08-31,3111.435
2001-09-03,3035.424
2001-09-04,3112.785
2001-09-05,3046.259
2001-09-06,3039.234
2001-09-07,3039.3
2001-09-10,2949.257
2001-09-11,3012.235
2001-09-12,2804.15
2001-09-13,2842.483
2001-09-14,2958.524
2001-09-17,2826.321
2001-09-18,2866.001
2001-09-19,2941.762
2001-09-20,2925.533
2001-09-21,2827.344
2001-09-24,2806.405
2001-09-25,2835.334
2001-09-26,2785.891
2001-09-27,2757.895
2001-09-28,2820.74
2001-10-01,2852.962
2001-10-02,2900.375
2001-10-03,2846.796
2001-10-04,2911.37
2001-10-05,2909.939
2001-10-08,2920.015
2001-10-09,2843.33
2001-10-10,2808.235
2001-10-11,2874.947
2001-10-12,2936.011
2001-10-15,2907.13
2001-10-16,2916.328
2001-10-17,2948.196
2001-10-18,2891.05
2001-10-19,2895.717
2001-10-22,2887.451
2001-10-23,2926.936
2001-10-24,2936.585
2001-10-25,2961.739
2001-10-26,2922.34
2001-10-29,2885.854
2001-10-30,2858.292
2001-10-31,2814.931
2001-11-01,2837.132
2001-11-02,2836.335
2001-11-05,2845.428
2001-11-06,2888.673
2001-11-07,2806.168
2001-11-08,2847.273
2001-11-09,2823.973
2001-11-12,2789.051
2001-11-13,2734.335
2001-11-14,2733.979
2001-11-15,2790.092
2001-11-16,2801.167
2001-11-19,2835.35
2001-11-20,2841.359
2001-11-21,2842.12
2001-11-22,2832.065
2001-11-23,2819.091
2001-11-26,2880.636
2001-11-27,2870.095
2001-11-28,2814.789
2001-11-29,2811.28
2001-11-30,2845.474
2001-12-03,2766.519
2001-12-04,2753.644
2001-12-05,2808.635
2001-12-06,2826.323
2001-12-07,2774.227
2001-12-10,2702.806
2001-12-11,2684.27
2001-12-12,2751.645
2001-12-13,2678.847
2001-12-14,2657.958
2001-12-17,2601.029
2001-12-18,2615.028
2001-12-19,2623.274
2001-12-20,2644.577
2001-12-21,2607.058
2001-12-24,2598.934
2001-12-25,2589.004
2001-12-26,2562.387
2001-12-27,2602.401
2001-12-28,2650.605
2001-12-31,2653.436
2002-01-01,2653.436
2002-01-02,2632.147
2002-01-03,2640.642
2002-01-04,2716.067
2002-01-07,2716.053
2002-01-08,2635.563
2002-01-09,2619.018
2002-01-10,2583.813
2002-01-11,2570.173
2002-01-14,2577.593
2002-01-15,2529.744
2002-01-16,2530.874
2002-01-17,2519.543
2002-01-18,2560.932
2002-01-21,2556.549
2002-01-22,2470.558
2002-01-23,2449.389
2002-01-24,2461.282
2002-01-25,2477.771
2002-01-28,2520.913
2002-01-29,2463.874
2002-01-30,2433.292
2002-01-31,2445.722
2002-02-01,2396.6
2002-02-04,2379.146
2002-02-05,2323.13
2002-02-06,2317.992
2002-02-07,2368.694
2002-02-08,2375.287
2002-02-11,2396.438
2002-02-12,2466.024
2002-02-13,2480.925
2002-02-14,2498.751
2002-02-15,2489.86
2002-02-18,2490.675
2002-02-19,2413.491
2002-02-20,2399.406
2002-02-21,2473.001
2002-02-22,2490.398
2002-02-25,2479.518
2002-02-26,2459.237
2002-02-27,2516.192
2002-02-28,2547.227
2002-03-01,2607.389
2002-03-04,2762.294
2002-03-05,2748.392
2002-03-06,2767.2
2002-03-07,2905.029
2002-03-08,2911.031
2002-03-11,2957.735
2002-03-12,2867.388
2002-03-13,2795.958
2002-03-14,2839.215
2002-03-15,2863.908
2002-03-18,2787.537
2002-03-19,2848.798
2002-03-20,2807.119
2002-03-21,2795.534
2002-03-22,2724.611
2002-03-25,2707.249
2002-03-26,2702.599
2002-03-27,2729.583
2002-03-28,2754.34
2002-03-29,2693.307
2002-04-01,2663.276
2002-04-02,2710.95
2002-04-03,2763.444
2002-04-04,2791.999
2002-04-05,2783.519
2002-04-08,2790.222
2002-04-09,2747.659
2002-04-10,2774.556
2002-04-11,2740.132
2002-04-12,2695.933
2002-04-15,2735.395
2002-04-16,2774.237
2002-04-17,2815.731
2002-04-18,2848.842
2002-04-19,2820.825
2002-04-22,2871.132
2002-04-23,2875.109
2002-04-24,2865.872
2002-04-25,2895.004
2002-04-26,2872.102
2002-04-29,2866.84
2002-04-30,2850.098
2002-05-01,2882.592
2002-05-02,2870.788
2002-05-03,2893.057
2002-05-06,2883.972
2002-05-07,2843.085
2002-05-08,2852.837
2002-05-09,2876.601
2002-05-10,2880.472
2002-05-13,2852.784
2002-05-14,2824.218
2002-05-15,2891.671
2002-05-16,2926.99
2002-05-17,2990.392
2002-05-20,3011.821
2002-05-21,3038.626
2002-05-22,3072.662
2002-05-23,3062.258
2002-05-24,3081.859
2002-05-27,3060.545
2002-05-28,3063.323
2002-05-29,3052.321
2002-05-30,3070.004
2002-05-31,3027.762
2002-06-03,3068.275
2002-06-04,3023.306
2002-06-05,2999.651
2002-06-06,2988.716
2002-06-07,2962.605
2002-06-10,2941.998
2002-06-11,2936.385
2002-06-12,2917.214
2002-06-13,2877.282
2002-06-14,2839.312
2002-06-17,2760.462
2002-06-18,2802.005
2002-06-19,2735.604
2002-06-20,2775.441
2002-06-21,2759.319
2002-06-24,2790.153
2002-06-25,2785.133
2002-06-26,2755.792
2002-06-27,2774.45
2002-06-28,2869.983
2002-07-01,2865.094
2002-07-02,2866.008
2002-07-03,2913.27
2002-07-04,2876.145
2002-07-05,2902.474
2002-07-08,2918.763
2002-07-09,2976.754
2002-07-10,2935.821
2002-07-11,2910.103
2002-07-12,2921.334
2002-07-15,2884.53
2002-07-16,2842.064
2002-07-17,2839.46
2002-07-18,2888.585
2002-07-19,2848.067
2002-07-22,2833.777
2002-07-23,2816.448
2002-07-24,2785.079
2002-07-25,2751.599
2002-07-26,2629.972
2002-07-29,2625.724
2002-07-30,2694.396
2002-07-31,2670.617
2002-08-01,2660.422
2002-08-02,2653.861
2002-08-05,2656.751
2002-08-06,2570.792
2002-08-07,2657.09
2002-08-08,2647.532
2002-08-09,2712.315
2002-08-12,2683.56
2002-08-13,2665.891
2002-08-14,2714.379
2002-08-15,2720.565
2002-08-16,2719.926
2002-08-19,2649.174
2002-08-20,2642.948
2002-08-21,2661.486
2002-08-22,2676.727
2002-08-23,2687.729
2002-08-26,2739.187
2002-08-27,2717.458
2002-08-28,2684.671
2002-08-29,2644.707
2002-08-30,2642.259
2002-09-02,2621.547
2002-09-03,2566.337
2002-09-04,2498.848
2002-09-05,2542.446
2002-09-06,2510.078
2002-09-09,2543.954
2002-09-10,2536.82
2002-09-11,2537.004
2002-09-12,2551.28
2002-09-13,2501.622
2002-09-16,2477.969
2002-09-17,2536.466
2002-09-18,2545.383
2002-09-19,2599.131
2002-09-20,2504.668
2002-09-23,2494.247
2002-09-24,2466.299
2002-09-25,2442.855
2002-09-26,2488.858
2002-09-27,2539.305
2002-09-30,2524.168
2002-10-01,2457.984
2002-10-02,2421.044
2002-10-03,2393.79
2002-10-04,2413.981
2002-10-07,2307.789
2002-10-08,2311.447
2002-10-09,2277.608
2002-10-10,2258.274
2002-10-11,2282.838
2002-10-14,2281.367
2002-10-15,2347.013
2002-10-16,2368.536
2002-10-17,2368.508
2002-10-18,2386.2
2002-10-21,2374.677
2002-10-22,2298.913
2002-10-23,2323.395
2002-10-24,2304.503
2002-10-25,2342.615
2002-10-28,2348.643
2002-10-29,2348.762
2002-10-30,2363.756
2002-10-31,2348.479
2002-11-01,2365.125
2002-11-04,2360.878
2002-11-05,2425.329
2002-11-06,2417.31
2002-11-07,2422.927
2002-11-08,2400.135
2002-11-11,2343.155
2002-11-12,2334.838
2002-11-13,2320.723
2002-11-14,2283.479
2002-11-15,2331.349
2002-11-18,2277.624
2002-11-19,2262.514
2002-11-20,2276.425
2002-11-21,2321.947
2002-11-22,2349.041
2002-11-25,2390.764
2002-11-26,2377.122
2002-11-27,2389.295
2002-11-28,2441.535
2002-11-29,2443.452
2002-12-02,2397.989
2002-12-03,2403.333
2002-12-04,2350.608
2002-12-05,2318.551
2002-12-06,2333.378
2002-12-09,2325.82
2002-12-10,2325.06
2002-12-11,2316.897
2002-12-12,2319.93
2002-12-13,2321.756
2002-12-16,2295.385
2002-12-17,2315.607
2002-12-18,2263.91
2002-12-19,2290.32
2002-12-20,2288.315
2002-12-23,2295.17
2002-12-24,2319.579
2002-12-25,2311.899
2002-12-26,2354.05
2002-12-27,2370.606
2002-12-30,2383.544
2002-12-31,2380.632
2003-01-01,2380.632
2003-01-02,2358.275
2003-01-03,2358.57
2003-01-06,2420.267
2003-01-07,2377.308
2003-01-08,2337.881
2003-01-09,2345.562
2003-01-10,2339.973
2003-01-13,2351.678
2003-01-14,2389.49
2003-01-15,2420.449
2003-01-16,2421.332
2003-01-17,2432.554
2003-01-20,2401.425
2003-01-21,2423.981
2003-01-22,2403.172
2003-01-23,2456.31
2003-01-24,2434.762
2003-01-27,2379.823
2003-01-28,2361.694
2003-01-29,2327.415
2003-01-30,2306.283
2003-01-31,2284.136
2003-02-03,2316.226
2003-02-04,2342.597
2003-02-05,2345.639
2003-02-06,2332.003
2003-02-07,2320.045
2003-02-10,2312.434
2003-02-11,2305.291
2003-02-12,2345.957
2003-02-13,2344.65
2003-02-14,2361.74
2003-02-17,2375.91
2003-02-18,2381.372
2003-02-19,2382.241
2003-02-20,2378.067
2003-02-21,2344.848
2003-02-24,2366.005
2003-02-25,2318.195
2003-02-26,2320.362
2003-02-27,2309.895
2003-02-28,2297.493
2003-03-03,2321.171
2003-03-04,2326.13
2003-03-05,2325.679
2003-03-06,2300.139
2003-03-07,2260.526
2003-03-10,2229.201
2003-03-11,2179.015
2003-03-12,2207.14
2003-03-13,2170.637
2003-03-14,2194.277
2003-03-17,2174.077
2003-03-18,2185.538
2003-03-19,2190.024
2003-03-20,2227.662
2003-03-21,2203.912
2003-03-24,2285.683
2003-03-25,2237.91
2003-03-26,2270.742
2003-03-27,2280.893
2003-03-28,2251.434
2003-03-31,2193.526
2003-04-01,2201.276
2003-04-02,2210.269
2003-04-03,2190.52
2003-04-04,2183.219
2003-04-07,2221.712
2003-04-08,2200.559
2003-04-09,2181.583
2003-04-10,2177.533
2003-04-11,2121.786
2003-04-14,2105.564
2003-04-15,2138.172
2003-04-16,2134.548
2003-04-17,2147.575
2003-04-18,2151.318
2003-04-21,2156.351
2003-04-22,2131.666
2003-04-23,2125.837
2003-04-24,2152.85
2003-04-25,2105.252
2003-04-28,2080.516
2003-04-29,2083.375
2003-04-30,2176.383
2003-05-01,2192.507
2003-05-02,2196.657
2003-05-05,2201.842
2003-05-06,2263.329
2003-05-07,2298.155
2003-05-08,2269.1
2003-05-09,2281.23
2003-05-12,2302.629
2003-05-13,2305.363
2003-05-14,2321.458
2003-05-15,2289.625
2003-05-16,2283.447
2003-05-19,2251.615
2003-05-20,2256.075
2003-05-21,2232.178
2003-05-22,2248.254
2003-05-23,2291.27
2003-05-26,2295.085
2003-05-27,2261.614
2003-05-28,2252.256
2003-05-29,2290.762
2003-05-30,2281.914
2003-06-02,2328.395
2003-06-03,2328.237
2003-06-04,2333.705
2003-06-05,2383.764
2003-06-06,2388.3
2003-06-09,2418.439
2003-06-10,2412.317
2003-06-11,2427.35
2003-06-12,2430.638
2003-06-13,2447.315
2003-06-16,2417.017
2003-06-17,2451.173
2003-06-18,2464.695
2003-06-19,2466.505
2003-06-20,2478.606
2003-06-23,2506.343
2003-06-24,2442.583
2003-06-25,2447.526
2003-06-26,2422.866
2003-06-27,2461.288
2003-06-30,2450.161
2003-07-01,2507.067
2003-07-02,2597.674
2003-07-03,2652.637
2003-07-04,2630.82
2003-07-07,2685.513
2003-07-08,2710.049
2003-07-09,2736.36
2003-07-10,2713.237
2003-07-11,2629.683
2003-07-14,2659.602
2003-07-15,2665.302
2003-07-16,2633.875
2003-07-17,2561.787
2003-07-18,2568.317
2003-07-21,2577.639
2003-07-22,2554.866
2003-07-23,2593.013
2003-07-24,2603.001
2003-07-25,2611.619
2003-07-28,2630.972
2003-07-29,2626.24
2003-07-30,2558.248
2003-07-31,2549.599
2003-08-01,2567.523
2003-08-04,2533.331
2003-08-05,2520.041
2003-08-06,2502.811
2003-08-07,2513.3
2003-08-08,2513.973
2003-08-11,2561.699
2003-08-12,2575.448
2003-08-13,2610.0
2003-08-14,2656.202
2003-08-15,2651.581
2003-08-18,2678.328
2003-08-19,2718.449
2003-08-20,2777.27
2003-08-21,2810.046
2003-08-22,2805.556
2003-08-25,2788.022
2003-08-26,2794.894
2003-08-27,2785.955
2003-08-28,2773.673
2003-08-29,2818.264
2003-09-01,2896.421
2003-09-02,2912.082
2003-09-03,2933.98
2003-09-04,2903.398
2003-09-05,2901.489
2003-09-08,2907.72
2003-09-09,2970.088
2003-09-10,2942.499
2003-09-11,2879.44
2003-09-12,2927.573
2003-09-15,2924.584
2003-09-16,3007.373
2003-09-17,3039.192
2003-09-18,3080.778
2003-09-19,3090.674
2003-09-22,3050.407
2003-09-23,3062.858
2003-09-24,3062.799
2003-09-25,2995.08
2003-09-26,2993.524
2003-09-29,2981.876
2003-09-30,2985.37
2003-10-01,3051.679
2003-10-02,3128.401
2003-10-03,3163.008
2003-10-06,3162.267
2003-10-07,3219.771
2003-10-08,3149.611
2003-10-09,3172.406
2003-10-10,3239.881
2003-10-13,3228.734
2003-10-14,3262.398
2003-10-15,3229.269
2003-10-16,3274.345
2003-10-17,3273.787
2003-10-20,3280.212
2003-10-21,3272.25
2003-10-22,3230.885
2003-10-23,3054.316
2003-10-24,3083.331
2003-10-27,3134.15
2003-10-28,3171.766
2003-10-29,3223.874
2003-10-30,3203.231
2003-10-31,3122.005
2003-11-03,3086.212
2003-11-04,3220.163
2003-11-05,3191.819
2003-11-06,3103.673
2003-11-07,3150.017
2003-11-10,3156.424
2003-11-11,3059.864
2003-11-12,3052.489
2003-11-13,3108.736
2003-11-14,3069.058
2003-11-17,2954.836
2003-11-18,2985.23
2003-11-19,2896.03
2003-11-20,2959.696
2003-11-21,2962.881
2003-11-24,2951.627
2003-11-25,2977.591
2003-11-26,3036.808
2003-11-27,3047.65
2003-11-28,3025.625
2003-12-01,3091.874
2003-12-02,3118.278
2003-12-03,3114.304
2003-12-04,3141.878
2003-12-05,3135.107
2003-12-08,3076.088
2003-12-09,3080.379
2003-12-10,3004.11
2003-12-11,3035.953
2003-12-12,3077.879
2003-12-15,3157.837
2003-12-16,3101.762
2003-12-17,3063.751
2003-12-18,3060.902
2003-12-19,3107.766
2003-12-22,3143.316
2003-12-23,3144.926
2003-12-24,3140.317
2003-12-25,3142.753
2003-12-26,3162.113
2003-12-29,3187.772
2003-12-30,3242.517
2003-12-31,3235.407
2004-01-01,3235.407
2004-01-02,3239.942
2004-01-05,3315.757
2004-01-06,3303.295
2004-01-07,3290.236
2004-01-08,3303.219
2004-01-09,3325.499
2004-01-12,3323.625
2004-01-13,3304.996
2004-01-14,3314.705
2004-01-15,3271.689
2004-01-16,3297.542
2004-01-19,3326.338
2004-01-20,3337.43
2004-01-21,3335.272
2004-01-22,3358.355
2004-01-23,3379.33
2004-01-26,3348.73
2004-01-27,3352.266
2004-01-28,3341.777
2004-01-29,3307.203
2004-01-30,3293.943
2004-02-02,3306.809
2004-02-03,3286.246
2004-02-04,3214.464
2004-02-05,3228.192
2004-02-06,3239.42
2004-02-09,3217.896
2004-02-10,3221.911
2004-02-11,3221.911
2004-02-12,3247.839
2004-02-13,3279.026
2004-02-16,3283.067
2004-02-17,3304.123
2004-02-18,3280.313
2004-02-19,3273.127
2004-02-20,3224.514
2004-02-23,3275.258
2004-02-24,3217.404
2004-02-25,3193.693
2004-02-26,3205.375
2004-02-27,3284.269
2004-03-01,3369.07
2004-03-02,3360.605
2004-03-03,3358.845
2004-03-04,3344.825
2004-03-05,3374.206
2004-03-08,3343.812
2004-03-09,3383.182
2004-03-10,3358.862
2004-03-11,3334.381
2004-03-12,3288.233
2004-03-15,3347.678
2004-03-16,3384.331
2004-03-17,3464.659
2004-03-18,3538.063
2004-03-19,3501.783
2004-03-22,3477.227
2004-03-23,3485.124
2004-03-24,3546.37
2004-03-25,3601.592
2004-03-26,3673.407
2004-03-29,3683.072
2004-03-30,3663.773
2004-03-31,3725.256
2004-04-01,3720.557
2004-04-02,3721.593
2004-04-05,3742.606
2004-04-06,3747.201
2004-04-07,3770.13
2004-04-08,3757.809
2004-04-09,3702.437
2004-04-12,3745.482
2004-04-13,3736.073
2004-04-14,3680.9
2004-04-15,3607.101
2004-04-16,3621.084
2004-04-19,3575.751
2004-04-20,3656.917
2004-04-21,3619.091
2004-04-22,3609.576
2004-04-23,3648.292
2004-04-26,3673.375
2004-04-27,3615.164
2004-04-28,3611.08
2004-04-29,3603.365
2004-04-30,3523.284
2004-05-03,3521.905
2004-05-04,3539.377
2004-05-05,3578.796
2004-05-06,3485.63
2004-05-07,3376.889
2004-05-10,3160.986
2004-05-11,3171.002
2004-05-12,3280.607
2004-05-13,3168.091
2004-05-14,3160.275
2004-05-17,3070.839
2004-05-18,3129.626
2004-05-19,3253.543
2004-05-20,3225.474
2004-05-21,3320.034
2004-05-24,3320.131
2004-05-25,3281.455
2004-05-26,3336.429
2004-05-27,3363.353
2004-05-28,3403.319
2004-05-31,3399.572
2004-06-01,3426.138
2004-06-02,3397.367
2004-06-03,3319.232
2004-06-04,3324.428
2004-06-07,3458.394
2004-06-08,3480.706
2004-06-09,3475.096
2004-06-10,3497.37
2004-06-11,3466.922
2004-06-14,3433.689
2004-06-15,3441.499
2004-06-16,3494.266
2004-06-17,3504.307
2004-06-18,3473.976
2004-06-21,3532.279
2004-06-22,3507.906
2004-06-23,3508.397
2004-06-24,3599.021
2004-06-25,3588.225
2004-06-28,3620.242
2004-06-29,3603.898
2004-06-30,3582.656
2004-07-01,3609.367
2004-07-02,3553.761
2004-07-05,3482.953
2004-07-06,3465.007
2004-07-07,3460.408
2004-07-08,3437.49
2004-07-09,3484.713
2004-07-12,3527.433
2004-07-13,3515.924
2004-07-14,3471.409
2004-07-15,3465.717
2004-07-16,3489.644
2004-07-19,3503.026
2004-07-20,3464.792
2004-07-21,3451.504
2004-07-22,3434.746
2004-07-23,3381.382
2004-07-26,3370.438
2004-07-27,3311.155
2004-07-28,3331.289
2004-07-29,3301.826
2004-07-30,3370.275
2004-08-02,3380.819
2004-08-03,3363.696
2004-08-04,3308.002
2004-08-05,3307.593
2004-08-06,3321.343
2004-08-09,3289.648
2004-08-10,3286.915
2004-08-11,3326.02
2004-08-12,3309.406
2004-08-13,3258.543
2004-08-16,3224.022
2004-08-17,3262.116
2004-08-18,3290.147
2004-08-19,3334.825
2004-08-20,3342.806
2004-08-23,3349.144
2004-08-24,3358.243
2004-08-25,3374.956
2004-08-26,3399.13
2004-08-27,3422.534
2004-08-30,3409.518
2004-08-31,3394.688
2004-09-01,3416.125
2004-09-02,3424.64
2004-09-03,3355.988
2004-09-06,3419.881
2004-09-07,3447.157
2004-09-08,3450.097
2004-09-09,3400.13
2004-09-10,3393.95
2004-09-13,3408.017
2004-09-14,3433.691
2004-09-15,3374.613
2004-09-16,3371.124
2004-09-17,3343.501
2004-09-20,3349.887
2004-09-21,3342.895
2004-09-22,3320.11
2004-09-23,3329.286
2004-09-24,3281.79
2004-09-27,3258.649
2004-09-28,3240.723
2004-09-29,3252.026
2004-09-30,3315.055
2004-10-01,3352.286
2004-10-04,3400.195
2004-10-05,3402.093
2004-10-06,3422.823
2004-10-07,3406.099
2004-10-08,3449.686
2004-10-11,3466.268
2004-10-12,3406.894
2004-10-13,3392.974
2004-10-14,3364.741
2004-10-15,3365.477
2004-10-18,3347.982
2004-10-19,3392.462
2004-10-20,3355.94
2004-10-21,3354.583
2004-10-22,3369.857
2004-10-25,3348.337
2004-10-26,3346.663
2004-10-27,3360.482
2004-10-28,3419.391
2004-10-29,3401.62
2004-11-01,3383.265
2004-11-02,3433.478
2004-11-03,3436.39
2004-11-04,3462.736
2004-11-05,3505.629
2004-11-08,3483.27
2004-11-09,3468.837
2004-11-10,3431.683
2004-11-11,3407.777
2004-11-12,3485.863
2004-11-15,3550.22
2004-11-16,3546.662
2004-11-17,3566.89
2004-11-18,3551.292
2004-11-19,3595.682
2004-11-22,3518.51
2004-11-23,3507.635
2004-11-24,3534.965
2004-11-25,3559.932
2004-11-26,3542.977
2004-11-29,3589.909
2004-11-30,3565.787
2004-12-01,3524.105
2004-12-02,3575.597
2004-12-03,3618.459
2004-12-06,3587.601
2004-12-07,3548.572
2004-12-08,3508.301
2004-12-09,3459.715
2004-12-10,3426.043
2004-12-13,3465.901
2004-12-14,3482.547
2004-12-15,3538.56
2004-12-16,3530.54
2004-12-17,3559.575
2004-12-20,3568.908
2004-12-21,3564.351
2004-12-22,3599.315
2004-12-23,3615.64
2004-12-24,3657.984
2004-12-27,3675.194
2004-12-28,3689.969
2004-12-29,3652.647
2004-12-30,3728.12
2004-12-31,3748.676
2005-01-03,3733.918
2005-01-04,3691.528
2005-01-05,3676.232
2005-01-06,3647.125
2005-01-07,3641.252
2005-01-10,3654.322
2005-01-11,3709.233
2005-01-12,3730.246
2005-01-13,3700.611
2005-01-14,3710.851
2005-01-17,3737.378
2005-01-18,3701.026
2005-01-19,3700.557
2005-01-20,3638.909
2005-01-21,3630.245
2005-01-24,3667.33
2005-01-25,3614.977
2005-01-26,3682.248
2005-01-27,3656.745
2005-01-28,3644.449
2005-01-31,3661.623
2005-02-01,3641.323
2005-02-02,3658.309
2005-02-03,3619.919
2005-02-04,3644.12
2005-02-07,3643.655
2005-02-08,3601.184
2005-02-09,3609.575
2005-02-10,3633.06
2005-02-11,3629.965
2005-02-14,3677.759
2005-02-15,3693.897
2005-02-16,3660.332
2005-02-17,3646.827
2005-02-18,3658.421
2005-02-21,3668.257
2005-02-22,3699.619
2005-02-23,3635.366
2005-02-24,3634.684
2005-02-25,3673.563
2005-02-28,3737.066
2005-03-01,3735.973
2005-03-02,3738.953
2005-03-03,3744.757
2005-03-04,3771.118
2005-03-07,3767.703
2005-03-08,3781.52
2005-03-09,3820.876
2005-03-10,3792.148
2005-03-11,3810.3
2005-03-14,3757.239
2005-03-15,3768.205
2005-03-16,3795.724
2005-03-17,3756.655
2005-03-18,3774.521
2005-03-21,3768.413
2005-03-22,3768.518
2005-03-23,3715.257
2005-03-24,3677.605
2005-03-25,3695.793
2005-03-28,3698.66
2005-03-29,3624.344
2005-03-30,3610.964
2005-03-31,3659.739
2005-04-01,3662.395
2005-04-04,3619.822
2005-04-05,3639.041
2005-04-06,3654.458
2005-04-07,3666.595
2005-04-08,3668.483
2005-04-11,3659.368
2005-04-12,3612.736
2005-04-13,3633.53
2005-04-14,3581.914
2005-04-15,3552.797
2005-04-18,3431.794
2005-04-19,3490.388
2005-04-20,3510.002
2005-04-21,3479.709
2005-04-22,3533.233
2005-04-25,3549.339
2005-04-26,3527.644
2005-04-27,3529.038
2005-04-28,3529.913
2005-04-29,3565.577
2005-05-02,3562.762
2005-05-03,3562.253
2005-05-04,3591.853
2005-05-05,3586.35
2005-05-06,3639.06
2005-05-09,3607.809
2005-05-10,3601.422
2005-05-11,3584.664
2005-05-12,3539.652
2005-05-13,3508.164
2005-05-16,3475.568
2005-05-17,3447.73
2005-05-18,3437.972
2005-05-19,3494.805
2005-05-20,3472.995
2005-05-23,3515.2
2005-05-24,3518.418
2005-05-25,3478.987
2005-05-26,3464.978
2005-05-27,3496.047
2005-05-30,3526.91
2005-05-31,3533.092
2005-06-01,3531.554
2005-06-02,3528.984
2005-06-03,3551.137
2005-06-06,3570.779
2005-06-07,3556.425
2005-06-08,3573.816
2005-06-09,3512.648
2005-06-10,3519.481
2005-06-13,3484.231
2005-06-14,3497.394
