Date,ITALY SMID GROWTH SMID (Small+Mid Cap)
2005-11-09,587.466
2005-11-10,586.903
2005-11-11,589.545
2005-11-14,587.831
2005-11-15,584.995
2005-11-16,584.143
2005-11-17,591.133
2005-11-18,591.098
2005-11-21,592.355
2005-11-22,592.954
2005-11-23,599.126
2005-11-24,599.4
2005-11-25,598.34
2005-11-28,597.621
2005-11-29,595.647
2005-11-30,596.139
2005-12-01,598.687
2005-12-02,598.862
2005-12-05,601.681
2005-12-06,606.255
2005-12-07,602.283
2005-12-08,610.169
2005-12-09,610.065
2005-12-12,616.495
2005-12-13,614.358
2005-12-14,615.983
2005-12-15,606.091
2005-12-16,611.508
2005-12-19,614.896
2005-12-20,611.72
2005-12-21,610.483
2005-12-22,614.74
2005-12-23,614.089
2005-12-26,614.089
2005-12-27,612.469
2005-12-28,617.288
2005-12-29,614.157
2005-12-30,607.829
2006-01-02,610.956
2006-01-03,625.623
2006-01-04,640.601
2006-01-05,636.925
2006-01-06,642.016
2006-01-09,636.255
2006-01-10,633.677
2006-01-11,640.607
2006-01-12,642.213
2006-01-13,640.701
2006-01-16,647.843
2006-01-17,644.334
2006-01-18,643.576
2006-01-19,651.306
2006-01-20,643.153
2006-01-23,655.524
2006-01-24,656.657
2006-01-25,662.696
2006-01-26,670.118
2006-01-27,663.933
2006-01-30,663.456
2006-01-31,663.143
2006-02-01,667.044
2006-02-02,661.929
2006-02-03,658.164
2006-02-06,669.75
2006-02-07,668.68
2006-02-08,670.339
2006-02-09,676.712
2006-02-10,671.971
2006-02-13,671.711
2006-02-14,669.21
2006-02-15,671.768
2006-02-16,676.096
2006-02-17,685.752
2006-02-20,693.233
2006-02-21,687.578
2006-02-22,690.741
2006-02-23,693.418
2006-02-24,697.81
2006-02-27,706.108
2006-02-28,697.73
2006-03-01,704.28
2006-03-02,702.761
2006-03-03,707.971
2006-03-06,710.272
2006-03-07,697.207
2006-03-08,694.718
2006-03-09,704.122
2006-03-10,710.323
2006-03-13,714.605
2006-03-14,727.936
2006-03-15,731.257
2006-03-16,742.199
2006-03-17,745.306
2006-03-20,747.025
2006-03-21,741.966
2006-03-22,743.047
2006-03-23,729.284
2006-03-24,731.101
2006-03-27,725.317
2006-03-28,719.369
2006-03-29,718.641
2006-03-30,735.88
2006-03-31,729.632
2006-04-03,737.426
2006-04-04,746.718
2006-04-05,752.324
2006-04-06,751.711
2006-04-07,734.522
2006-04-10,742.287
2006-04-11,729.185
2006-04-12,730.493
2006-04-13,729.873
2006-04-14,729.873
2006-04-17,741.466
2006-04-18,739.554
2006-04-19,750.824
2006-04-20,754.497
2006-04-21,757.442
2006-04-24,760.021
2006-04-25,762.103
2006-04-26,772.576
2006-04-27,774.92
2006-04-28,771.197
2006-05-01,772.544
2006-05-02,778.571
2006-05-03,769.795
2006-05-04,781.934
2006-05-05,789.31
2006-05-08,787.138
2006-05-09,792.735
2006-05-10,797.395
2006-05-11,797.437
2006-05-12,786.803
2006-05-15,771.831
2006-05-16,763.989
2006-05-17,740.425
2006-05-18,737.148
2006-05-19,732.655
2006-05-22,716.654
2006-05-23,733.333
2006-05-24,723.354
2006-05-25,732.132
2006-05-26,743.533
2006-05-29,746.065
2006-05-30,735.817
2006-05-31,746.165
2006-06-01,747.748
2006-06-02,758.651
2006-06-05,756.373
2006-06-06,730.382
2006-06-07,726.334
2006-06-08,696.773
2006-06-09,707.838
2006-06-12,695.308
2006-06-13,678.087
2006-06-14,684.483
2006-06-15,703.938
2006-06-16,695.511
2006-06-19,696.101
2006-06-20,696.533
2006-06-21,701.619
2006-06-22,702.361
2006-06-23,702.32
2006-06-26,704.487
2006-06-27,704.028
2006-06-28,701.563
2006-06-29,710.879
2006-06-30,736.386
2006-07-03,745.128
2006-07-04,747.883
2006-07-05,731.991
2006-07-06,736.955
2006-07-07,742.868
2006-07-10,743.121
2006-07-11,734.441
2006-07-12,734.117
2006-07-13,726.103
2006-07-14,722.376
2006-07-17,708.914
2006-07-18,702.869
2006-07-19,725.351
2006-07-20,732.057
2006-07-21,728.46
2006-07-24,734.27
2006-07-25,734.274
2006-07-26,737.642
2006-07-27,749.627
2006-07-28,756.425
2006-07-31,754.045
2006-08-01,751.167
2006-08-02,761.655
2006-08-03,754.54
2006-08-04,763.638
2006-08-07,757.197
2006-08-08,758.257
2006-08-09,759.001
2006-08-10,745.398
2006-08-11,744.494
2006-08-14,746.231
2006-08-15,748.69
2006-08-16,760.073
2006-08-17,761.595
2006-08-18,760.363
2006-08-21,764.38
2006-08-22,759.912
2006-08-23,756.587
2006-08-24,759.979
2006-08-25,760.5
2006-08-28,765.253
2006-08-29,765.804
2006-08-30,776.613
2006-08-31,776.387
2006-09-01,779.206
2006-09-04,786.49
2006-09-05,777.751
2006-09-06,769.214
2006-09-07,758.962
2006-09-08,760.744
2006-09-11,761.688
2006-09-12,766.153
2006-09-13,765.033
2006-09-14,766.966
2006-09-15,761.138
2006-09-18,764.187
2006-09-19,760.683
2006-09-20,767.764
2006-09-21,768.809
2006-09-22,766.959
2006-09-25,762.085
2006-09-26,764.494
2006-09-27,770.836
2006-09-28,770.949
2006-09-29,769.824
2006-10-02,774.911
2006-10-03,776.273
2006-10-04,780.471
2006-10-05,788.761
2006-10-06,781.406
2006-10-09,786.058
2006-10-10,790.719
2006-10-11,789.149
2006-10-12,789.881
2006-10-13,791.165
2006-10-16,792.362
2006-10-17,777.886
2006-10-18,783.97
2006-10-19,793.593
2006-10-20,795.187
2006-10-23,792.067
2006-10-24,795.559
2006-10-25,801.724
2006-10-26,804.869
2006-10-27,807.834
2006-10-30,807.298
2006-10-31,817.097
2006-11-01,825.007
2006-11-02,820.815
2006-11-03,818.45
2006-11-06,826.349
2006-11-07,831.386
2006-11-08,829.619
2006-11-09,833.119
2006-11-10,839.329
2006-11-13,839.414
2006-11-14,834.056
2006-11-15,836.053
2006-11-16,839.269
2006-11-17,837.276
2006-11-20,838.845
2006-11-21,844.846
2006-11-22,855.866
2006-11-23,856.262
2006-11-24,859.951
2006-11-27,849.233
2006-11-28,848.857
2006-11-29,864.103
2006-11-30,863.54
2006-12-01,869.512
2006-12-04,872.638
2006-12-05,878.068
2006-12-06,879.782
2006-12-07,882.963
2006-12-08,889.763
2006-12-11,885.701
2006-12-12,885.833
2006-12-13,888.173
2006-12-14,884.645
2006-12-15,883.657
2006-12-18,882.521
2006-12-19,887.207
2006-12-20,897.406
2006-12-21,898.092
2006-12-22,888.346
2006-12-25,888.346
2006-12-26,886.962
2006-12-27,894.382
2006-12-28,894.532
2006-12-29,898.45
2007-01-01,898.45
2007-01-02,918.248
2007-01-03,913.328
2007-01-04,899.125
2007-01-05,894.595
2007-01-08,897.403
2007-01-09,896.922
2007-01-10,890.349
2007-01-11,895.477
2007-01-12,899.558
2007-01-15,903.575
2007-01-16,898.893
2007-01-17,894.737
2007-01-18,896.001
2007-01-19,900.733
2007-01-22,901.536
2007-01-23,905.992
2007-01-24,910.038
2007-01-25,910.105
2007-01-26,903.391
2007-01-29,905.72
2007-01-30,908.293
2007-01-31,916.033
2007-02-01,923.99
2007-02-02,920.387
2007-02-05,916.49
2007-02-06,918.269
2007-02-07,934.133
2007-02-08,930.843
2007-02-09,933.51
2007-02-12,926.626
2007-02-13,935.526
2007-02-14,948.173
2007-02-15,951.933
2007-02-16,949.925
2007-02-19,957.09
2007-02-20,949.544
2007-02-21,941.473
2007-02-22,943.849
2007-02-23,949.648
2007-02-26,954.902
2007-02-27,924.714
2007-02-28,916.487
2007-03-01,900.084
2007-03-02,902.805
2007-03-05,889.775
2007-03-06,893.244
2007-03-07,900.551
2007-03-08,913.038
2007-03-09,914.96
2007-03-12,922.131
2007-03-13,914.671
2007-03-14,897.625
2007-03-15,913.089
2007-03-16,911.833
2007-03-19,922.53
2007-03-20,922.776
2007-03-21,929.033
2007-03-22,943.691
2007-03-23,944.009
2007-03-26,935.875
2007-03-27,938.447
2007-03-28,935.925
2007-03-29,946.79
2007-03-30,950.142
2007-04-02,954.852
2007-04-03,962.757
2007-04-04,963.218
2007-04-05,969.698
2007-04-06,969.698
2007-04-09,964.646
2007-04-10,978.101
2007-04-11,974.858
2007-04-12,975.122
2007-04-13,984.089
2007-04-16,997.174
2007-04-17,994.335
2007-04-18,992.693
2007-04-19,994.411
2007-04-20,1002.276
2007-04-23,1005.325
2007-04-24,1001.447
2007-04-25,1018.056
2007-04-26,1013.276
2007-04-27,1011.403
2007-04-30,1014.449
2007-05-01,1010.658
2007-05-02,1013.499
2007-05-03,1000.475
2007-05-04,1006.384
2007-05-07,1008.859
2007-05-08,992.387
2007-05-09,999.103
2007-05-10,992.996
2007-05-11,996.38
2007-05-14,995.881
2007-05-15,997.896
2007-05-16,992.589
2007-05-17,994.032
2007-05-18,1005.226
2007-05-21,1004.138
2007-05-22,999.215
2007-05-23,1009.478
2007-05-24,994.784
2007-05-25,996.51
2007-05-28,998.715
2007-05-29,1001.2
2007-05-30,990.376
2007-05-31,1000.0
2007-06-01,985.803
2007-06-04,978.104
2007-06-05,990.759
2007-06-06,971.565
2007-06-07,955.003
2007-06-08,939.66
2007-06-11,952.128
2007-06-12,944.937
2007-06-13,942.385
2007-06-14,953.064
2007-06-15,963.312
2007-06-18,968.319
2007-06-19,969.779
2007-06-20,967.232
2007-06-21,957.72
2007-06-22,957.866
2007-06-25,955.933
2007-06-26,945.463
2007-06-27,941.396
2007-06-28,951.429
2007-06-29,961.29
2007-07-02,966.261
2007-07-03,969.894
2007-07-04,972.854
2007-07-05,963.67
2007-07-06,969.224
2007-07-09,973.949
2007-07-10,972.504
2007-07-11,973.749
2007-07-12,980.376
2007-07-13,983.478
2007-07-16,982.11
2007-07-17,977.353
2007-07-18,972.25
2007-07-19,981.234
2007-07-20,971.665
2007-07-23,969.961
2007-07-24,954.853
2007-07-25,930.019
2007-07-26,906.926
2007-07-27,897.952
2007-07-30,899.951
2007-07-31,912.844
2007-08-01,894.463
2007-08-02,895.767
2007-08-03,898.897
2007-08-06,888.465
2007-08-07,891.179
2007-08-08,909.123
2007-08-09,894.993
2007-08-10,871.27
2007-08-13,867.869
2007-08-14,868.158
2007-08-15,861.633
2007-08-16,822.105
2007-08-17,830.958
2007-08-20,838.013
2007-08-21,839.566
2007-08-22,859.942
2007-08-23,861.493
2007-08-24,870.065
2007-08-27,873.454
2007-08-28,864.414
2007-08-29,870.091
2007-08-30,877.96
2007-08-31,890.08
2007-09-03,894.574
2007-09-04,898.043
2007-09-05,882.239
2007-09-06,883.484
2007-09-07,873.331
2007-09-10,863.433
2007-09-11,871.76
2007-09-12,869.597
2007-09-13,866.962
2007-09-14,859.775
2007-09-17,840.803
2007-09-18,851.716
2007-09-19,874.601
2007-09-20,875.725
2007-09-21,881.282
2007-09-24,878.941
2007-09-25,868.49
2007-09-26,873.646
2007-09-27,882.994
2007-09-28,886.308
2007-10-01,896.544
2007-10-02,896.639
2007-10-03,895.702
2007-10-04,897.969
2007-10-05,907.986
2007-10-08,910.643
2007-10-09,918.355
2007-10-10,925.251
2007-10-11,932.862
2007-10-12,928.202
2007-10-15,930.275
2007-10-16,918.738
2007-10-17,928.25
2007-10-18,925.124
2007-10-19,916.744
2007-10-22,894.992
2007-10-23,912.917
2007-10-24,898.44
2007-10-25,912.674
2007-10-26,916.848
2007-10-29,920.413
2007-10-30,919.537
2007-10-31,932.221
2007-11-01,916.879
2007-11-02,918.336
2007-11-05,902.639
2007-11-06,910.47
2007-11-07,907.654
2007-11-08,900.219
2007-11-09,880.135
2007-11-12,874.839
2007-11-13,882.407
2007-11-14,897.534
2007-11-15,882.744
2007-11-16,871.782
2007-11-19,839.133
2007-11-20,850.335
2007-11-21,822.946
2007-11-22,830.395
2007-11-23,842.629
2007-11-26,845.189
2007-11-27,845.68
2007-11-28,849.235
2007-11-29,849.088
2007-11-30,852.801
2007-12-03,850.069
2007-12-04,841.042
2007-12-05,848.813
2007-12-06,841.206
2007-12-07,847.088
2007-12-10,859.603
2007-12-11,857.316
2007-12-12,856.405
2007-12-13,836.237
2007-12-14,826.782
2007-12-17,803.065
2007-12-18,805.768
2007-12-19,795.899
2007-12-20,789.697
2007-12-21,798.901
2007-12-24,800.68
2007-12-25,800.68
2007-12-26,806.184
2007-12-27,812.645
2007-12-28,830.697
2007-12-31,825.951
2008-01-01,825.951
2008-01-02,822.082
2008-01-03,811.272
2008-01-04,786.364
2008-01-07,768.716
2008-01-08,767.841
2008-01-09,746.12
2008-01-10,741.611
2008-01-11,745.496
2008-01-14,761.795
2008-01-15,737.076
2008-01-16,727.241
2008-01-17,724.218
2008-01-18,713.112
2008-01-21,674.745
2008-01-22,692.689
2008-01-23,666.293
2008-01-24,692.657
2008-01-25,707.757
2008-01-28,708.492
2008-01-29,722.955
2008-01-30,718.439
2008-01-31,721.804
2008-02-01,738.365
2008-02-04,743.913
2008-02-05,711.774
2008-02-06,717.585
2008-02-07,694.842
2008-02-08,699.108
2008-02-11,686.102
2008-02-12,707.672
2008-02-13,713.061
2008-02-14,712.057
2008-02-15,710.148
2008-02-18,716.271
2008-02-19,728.929
2008-02-20,720.165
2008-02-21,730.403
2008-02-22,727.012
2008-02-25,739.456
2008-02-26,748.117
2008-02-27,752.506
2008-02-28,746.964
2008-02-29,736.182
2008-03-03,729.591
2008-03-04,721.69
2008-03-05,733.958
2008-03-06,727.887
2008-03-07,712.634
2008-03-10,700.112
2008-03-11,703.635
2008-03-12,715.762
2008-03-13,710.867
2008-03-14,705.494
2008-03-17,683.163
2008-03-18,695.171
2008-03-19,672.184
2008-03-20,657.88
2008-03-21,657.88
2008-03-24,656.941
2008-03-25,685.584
2008-03-26,693.691
2008-03-27,710.052
2008-03-28,708.575
2008-03-31,719.354
2008-04-01,722.209
2008-04-02,729.992
2008-04-03,727.902
2008-04-04,735.391
2008-04-07,740.351
2008-04-08,732.878
2008-04-09,736.374
2008-04-10,730.942
2008-04-11,730.699
2008-04-14,726.608
2008-04-15,716.643
2008-04-16,733.034
2008-04-17,727.569
2008-04-18,731.463
2008-04-21,734.276
2008-04-22,730.797
2008-04-23,730.728
2008-04-24,723.018
2008-04-25,726.492
2008-04-28,726.607
2008-04-29,724.867
2008-04-30,731.194
2008-05-01,725.629
2008-05-02,733.818
2008-05-05,741.921
2008-05-06,741.592
2008-05-07,743.665
2008-05-08,742.524
2008-05-09,733.691
2008-05-12,739.678
2008-05-13,737.269
2008-05-14,740.816
2008-05-15,732.262
2008-05-16,737.352
2008-05-19,744.809
2008-05-20,735.573
2008-05-21,740.073
2008-05-22,739.909
2008-05-23,737.122
2008-05-26,735.111
2008-05-27,728.215
2008-05-28,725.96
2008-05-29,724.112
2008-05-30,732.534
2008-06-02,718.941
2008-06-03,727.932
2008-06-04,721.12
2008-06-05,730.983
2008-06-06,726.753
2008-06-09,721.531
2008-06-10,697.148
2008-06-11,687.94
2008-06-12,690.272
2008-06-13,685.03
2008-06-16,696.914
2008-06-17,704.68
2008-06-18,690.846
2008-06-19,686.795
2008-06-20,679.267
2008-06-23,673.168
2008-06-24,670.017
2008-06-25,681.246
2008-06-26,680.668
2008-06-27,679.15
2008-06-30,678.137
2008-07-01,663.515
2008-07-02,677.462
2008-07-03,665.173
2008-07-04,659.849
2008-07-07,665.418
2008-07-08,655.533
2008-07-09,665.711
2008-07-10,654.422
2008-07-11,646.611
2008-07-14,646.549
2008-07-15,628.234
2008-07-16,630.786
2008-07-17,643.797
2008-07-18,654.436
2008-07-21,661.605
2008-07-22,660.965
2008-07-23,664.942
2008-07-24,652.634
2008-07-25,652.858
2008-07-28,649.871
2008-07-29,642.976
2008-07-30,645.774
2008-07-31,649.106
2008-08-01,645.47
2008-08-04,646.519
2008-08-05,651.608
2008-08-06,654.152
2008-08-07,651.65
2008-08-08,644.352
2008-08-11,650.637
2008-08-12,647.861
2008-08-13,637.819
2008-08-14,639.805
2008-08-15,630.872
2008-08-18,636.221
2008-08-19,623.459
2008-08-20,621.059
2008-08-21,623.396
2008-08-22,628.401
2008-08-25,626.858
2008-08-26,622.384
2008-08-27,629.787
2008-08-28,637.994
2008-08-29,644.795
2008-09-01,639.272
2008-09-02,644.196
2008-09-03,636.944
2008-09-04,615.781
2008-09-05,602.517
2008-09-08,609.065
2008-09-09,599.872
2008-09-10,592.439
2008-09-11,580.425
2008-09-12,596.933
2008-09-15,577.943
2008-09-16,565.616
2008-09-17,556.822
2008-09-18,552.07
2008-09-19,576.568
2008-09-22,579.958
2008-09-23,572.188
2008-09-24,568.881
2008-09-25,578.194
2008-09-26,565.072
2008-09-29,540.965
2008-09-30,535.591
2008-10-01,525.871
2008-10-02,508.23
2008-10-03,506.393
2008-10-06,460.175
2008-10-07,454.024
2008-10-08,437.785
2008-10-09,437.044
2008-10-10,413.769
2008-10-13,456.506
2008-10-14,465.512
2008-10-15,454.59
2008-10-16,439.395
2008-10-17,444.355
2008-10-20,448.096
2008-10-21,428.966
2008-10-22,411.01
2008-10-23,403.311
2008-10-24,390.123
2008-10-27,371.887
2008-10-28,375.467
2008-10-29,397.504
2008-10-30,398.066
2008-10-31,402.623
2008-11-03,418.636
2008-11-04,441.25
2008-11-05,438.983
2008-11-06,418.968
2008-11-07,419.042
2008-11-10,421.144
2008-11-11,399.804
2008-11-12,391.287
2008-11-13,391.277
2008-11-14,395.294
2008-11-17,390.028
2008-11-18,388.683
2008-11-19,380.717
2008-11-20,368.009
2008-11-21,358.121
2008-11-24,381.702
2008-11-25,383.349
2008-11-26,382.68
2008-11-27,383.822
2008-11-28,376.024
2008-12-01,361.153
2008-12-02,366.091
2008-12-03,365.746
2008-12-04,365.762
2008-12-05,357.29
2008-12-08,370.885
2008-12-09,371.29
2008-12-10,378.254
2008-12-11,387.562
2008-12-12,384.802
2008-12-15,393.092
2008-12-16,395.34
2008-12-17,411.611
2008-12-18,421.839
2008-12-19,406.521
2008-12-22,408.059
2008-12-23,404.328
2008-12-24,405.618
2008-12-25,405.618
2008-12-26,407.576
2008-12-29,416.982
2008-12-30,418.813
2008-12-31,411.588
2009-01-01,411.588
2009-01-02,419.489
2009-01-05,415.168
2009-01-06,411.536
2009-01-07,414.927
2009-01-08,413.199
2009-01-09,403.633
2009-01-12,397.21
2009-01-13,386.28
2009-01-14,379.209
2009-01-15,373.008
2009-01-16,380.879
2009-01-19,375.669
2009-01-20,367.394
2009-01-21,362.617
2009-01-22,359.02
2009-01-23,355.517
2009-01-26,371.328
2009-01-27,374.331
2009-01-28,378.504
2009-01-29,371.786
2009-01-30,366.523
2009-02-02,358.6
2009-02-03,365.884
2009-02-04,368.355
2009-02-05,368.685
2009-02-06,373.623
2009-02-09,383.522
2009-02-10,379.589
2009-02-11,374.133
2009-02-12,365.548
2009-02-13,367.078
2009-02-16,365.239
2009-02-17,352.786
2009-02-18,350.2
2009-02-19,353.494
2009-02-20,345.05
2009-02-23,341.441
2009-02-24,339.166
2009-02-25,336.731
2009-02-26,340.286
2009-02-27,337.861
2009-03-02,320.304
2009-03-03,316.37
2009-03-04,322.572
2009-03-05,313.363
2009-03-06,312.461
2009-03-09,306.015
2009-03-10,319.118
2009-03-11,318.063
2009-03-12,320.632
2009-03-13,322.56
2009-03-16,333.61
2009-03-17,330.584
2009-03-18,337.255
2009-03-19,358.291
2009-03-20,355.604
2009-03-23,365.93
2009-03-24,365.169
2009-03-25,373.021
2009-03-26,374.476
2009-03-27,366.452
2009-03-30,350.032
2009-03-31,361.818
2009-04-01,363.777
2009-04-02,377.085
2009-04-03,379.698
2009-04-06,376.078
2009-04-07,372.199
2009-04-08,376.499
2009-04-09,384.247
2009-04-10,384.247
2009-04-13,387.505
2009-04-14,389.011
2009-04-15,388.8
2009-04-16,393.51
2009-04-17,395.086
2009-04-20,381.229
2009-04-21,385.131
2009-04-22,396.057
2009-04-23,399.483
2009-04-24,415.43
2009-04-27,411.316
2009-04-28,402.831
2009-04-29,418.785
2009-04-30,419.315
2009-05-01,419.379
2009-05-04,429.689
2009-05-05,429.368
2009-05-06,433.417
2009-05-07,430.357
2009-05-08,438.987
2009-05-11,435.928
2009-05-12,437.962
2009-05-13,425.406
2009-05-14,428.224
2009-05-15,435.964
2009-05-18,442.785
2009-05-19,453.683
2009-05-20,466.454
2009-05-21,458.286
2009-05-22,468.664
2009-05-25,467.922
2009-05-26,472.037
2009-05-27,471.754
2009-05-28,470.611
2009-05-29,477.051
2009-06-01,484.041
2009-06-02,493.136
2009-06-03,481.14
2009-06-04,481.379
2009-06-05,475.956
2009-06-08,465.012
2009-06-09,472.992
2009-06-10,479.357
2009-06-11,483.92
2009-06-12,477.242
2009-06-15,466.668
2009-06-16,465.66
2009-06-17,448.636
2009-06-18,454.525
2009-06-19,455.803
2009-06-22,444.729
2009-06-23,447.531
2009-06-24,458.693
2009-06-25,455.262
2009-06-26,460.903
2009-06-29,468.268
2009-06-30,465.335
2009-07-01,474.534
2009-07-02,461.914
2009-07-03,460.55
2009-07-06,450.945
2009-07-07,453.166
2009-07-08,441.093
2009-07-09,444.924
2009-07-10,438.678
2009-07-13,444.666
2009-07-14,447.629
2009-07-15,462.743
2009-07-16,466.329
2009-07-17,471.378
2009-07-20,479.794
2009-07-21,484.236
2009-07-22,484.486
2009-07-23,492.745
2009-07-24,489.54
2009-07-27,492.525
2009-07-28,486.353
2009-07-29,487.213
2009-07-30,495.648
2009-07-31,499.296
2009-08-03,516.062
2009-08-04,513.263
2009-08-05,513.302
2009-08-06,514.446
2009-08-07,512.04
2009-08-10,514.202
2009-08-11,506.852
2009-08-12,513.315
2009-08-13,520.677
2009-08-14,520.076
2009-08-17,501.559
2009-08-18,508.264
2009-08-19,508.038
2009-08-20,514.478
2009-08-21,525.146
2009-08-24,532.003
2009-08-25,534.404
2009-08-26,533.881
2009-08-27,530.21
2009-08-28,537.918
2009-08-31,534.086
2009-09-01,523.947
2009-09-02,514.559
2009-09-03,519.502
2009-09-04,521.527
2009-09-07,532.776
2009-09-08,541.717
2009-09-09,547.816
2009-09-10,548.264
2009-09-11,550.746
2009-09-14,551.202
2009-09-15,555.043
2009-09-16,567.584
2009-09-17,570.287
2009-09-18,569.932
2009-09-21,560.033
2009-09-22,570.447
2009-09-23,571.762
2009-09-24,565.721
2009-09-25,562.204
2009-09-28,567.281
2009-09-29,560.476
2009-09-30,563.859
2009-10-01,555.85
2009-10-02,552.553
2009-10-05,556.315
2009-10-06,572.565
2009-10-07,570.156
2009-10-08,577.836
2009-10-09,579.117
2009-10-12,597.751
2009-10-13,614.921
2009-10-14,657.438
2009-10-15,632.569
2009-10-16,622.82
2009-10-19,626.955
2009-10-20,622.401
2009-10-21,614.599
2009-10-22,600.164
2009-10-23,586.261
2009-10-26,579.958
2009-10-27,563.891
2009-10-28,538.943
2009-10-29,554.903
2009-10-30,540.336
2009-11-02,540.663
2009-11-03,528.958
2009-11-04,549.306
2009-11-05,555.268
2009-11-06,555.758
2009-11-09,569.076
2009-11-10,561.722
2009-11-11,567.637
2009-11-12,562.044
2009-11-13,563.731
2009-11-16,571.845
2009-11-17,564.573
2009-11-18,568.598
2009-11-19,554.393
2009-11-20,548.669
2009-11-23,563.907
2009-11-24,558.999
2009-11-25,562.963
2009-11-26,544.374
2009-11-27,551.322
2009-11-30,546.345
2009-12-01,560.922
2009-12-02,562.28
2009-12-03,564.07
2009-12-04,558.944
2009-12-07,555.189
2009-12-08,544.424
2009-12-09,537.639
2009-12-10,540.429
2009-12-11,540.459
2009-12-14,546.843
2009-12-15,539.776
2009-12-16,544.14
2009-12-17,531.823
2009-12-18,526.137
2009-12-21,531.245
2009-12-22,530.714
2009-12-23,534.292
2009-12-24,535.205
2009-12-25,535.205
2009-12-28,540.972
2009-12-29,543.784
2009-12-30,539.469
2009-12-31,541.223
2010-01-01,541.223
2010-01-04,555.231
2010-01-05,556.272
2010-01-06,556.981
2010-01-07,557.558
2010-01-08,559.514
2010-01-11,565.542
2010-01-12,560.475
2010-01-13,561.781
2010-01-14,565.889
2010-01-15,557.881
2010-01-18,560.547
2010-01-19,559.505
2010-01-20,543.403
2010-01-21,534.879
2010-01-22,529.037
2010-01-25,532.694
2010-01-26,530.861
2010-01-27,527.548
2010-01-28,519.176
2010-01-29,519.468
2010-02-01,521.085
2010-02-02,527.443
2010-02-03,525.062
2010-02-04,504.301
2010-02-05,483.179
2010-02-08,480.577
2010-02-09,483.973
2010-02-10,486.91
2010-02-11,482.905
2010-02-12,480.03
2010-02-15,480.954
2010-02-16,488.844
2010-02-17,495.137
2010-02-18,496.871
2010-02-19,496.994
2010-02-22,499.615
2010-02-23,492.383
2010-02-24,492.685
2010-02-25,482.813
2010-02-26,493.501
2010-03-01,496.346
2010-03-02,503.17
2010-03-03,512.146
2010-03-04,511.629
2010-03-05,517.812
2010-03-08,519.647
2010-03-09,516.8
2010-03-10,528.17
2010-03-11,528.208
2010-03-12,533.005
2010-03-15,527.728
2010-03-16,533.796
2010-03-17,535.277
2010-03-18,529.875
2010-03-19,526.314
2010-03-22,527.054
2010-03-23,531.239
2010-03-24,527.423
2010-03-25,532.826
2010-03-26,535.044
2010-03-29,541.137
2010-03-30,534.779
2010-03-31,533.229
2010-04-01,540.699
2010-04-02,540.699
2010-04-05,539.461
2010-04-06,536.547
2010-04-07,536.429
2010-04-08,531.307
2010-04-09,541.226
2010-04-12,546.562
2010-04-13,542.934
2010-04-14,549.423
2010-04-15,547.947
2010-04-16,537.232
2010-04-19,528.534
2010-04-20,538.02
2010-04-21,533.366
2010-04-22,521.826
2010-04-23,529.315
2010-04-26,529.502
2010-04-27,514.065
2010-04-28,498.461
2010-04-29,508.056
2010-04-30,509.241
2010-05-03,509.212
2010-05-04,484.098
2010-05-05,470.991
2010-05-06,456.825
2010-05-07,436.483
2010-05-10,473.71
2010-05-11,465.467
2010-05-12,475.778
2010-05-13,472.721
2010-05-14,447.678
2010-05-17,439.354
2010-05-18,450.314
2010-05-19,436.381
2010-05-20,428.489
2010-05-21,438.914
2010-05-24,430.977
2010-05-25,413.162
2010-05-26,424.632
2010-05-27,438.985
2010-05-28,441.084
2010-05-31,443.219
2010-06-01,440.559
2010-06-02,438.121
2010-06-03,442.452
2010-06-04,423.416
2010-06-07,416.009
2010-06-08,413.746
2010-06-09,425.538
2010-06-10,437.513
2010-06-11,443.433
2010-06-14,459.512
2010-06-15,464.303
2010-06-16,461.127
2010-06-17,461.052
2010-06-18,465.698
2010-06-21,470.23
2010-06-22,463.506
2010-06-23,455.896
2010-06-24,447.729
2010-06-25,445.982
2010-06-28,455.332
2010-06-29,431.15
2010-06-30,434.106
2010-07-01,433.096
2010-07-02,440.258
2010-07-05,435.492
2010-07-06,452.719
2010-07-07,462.946
2010-07-08,466.655
2010-07-09,467.025
2010-07-12,465.002
2010-07-13,475.87
2010-07-14,476.212
2010-07-15,478.566
2010-07-16,475.081
2010-07-19,473.726
2010-07-20,468.526
2010-07-21,473.012
2010-07-22,487.359
2010-07-23,484.515
2010-07-26,491.973
2010-07-27,492.256
2010-07-28,490.291
2010-07-29,494.456
2010-07-30,489.53
2010-08-02,505.89
2010-08-03,505.209
2010-08-04,503.024
2010-08-05,501.917
2010-08-06,504.111
2010-08-09,506.884
2010-08-10,497.931
2010-08-11,475.799
2010-08-12,472.657
2010-08-13,469.308
2010-08-16,472.365
2010-08-17,479.23
2010-08-18,476.726
2010-08-19,469.74
2010-08-20,454.646
2010-08-23,456.083
2010-08-24,449.059
2010-08-25,443.076
2010-08-26,452.498
2010-08-27,453.794
2010-08-30,450.829
2010-08-31,452.08
2010-09-01,471.856
2010-09-02,471.577
2010-09-03,472.764
2010-09-06,475.34
2010-09-07,465.895
2010-09-08,471.839
2010-09-09,476.18
2010-09-10,477.56
2010-09-13,486.716
2010-09-14,491.688
2010-09-15,491.844
2010-09-16,492.814
2010-09-17,490.138
