Date,AUSTRALIA LARGE VALUE Large Cap
2001-06-07,361.752
2001-06-08,364.524
2001-06-11,363.793
2001-06-12,366.711
2001-06-13,368.145
2001-06-14,367.859
2001-06-15,370.591
2001-06-18,363.178
2001-06-19,363.66
2001-06-20,366.855
2001-06-21,365.089
2001-06-22,364.066
2001-06-25,362.163
2001-06-26,367.807
2001-06-27,361.916
2001-06-28,358.672
2001-06-29,362.71
2001-07-02,355.209
2001-07-03,358.194
2001-07-04,360.279
2001-07-05,347.96
2001-07-06,341.382
2001-07-09,337.58
2001-07-10,343.389
2001-07-11,342.993
2001-07-12,343.077
2001-07-13,345.41
2001-07-16,350.128
2001-07-17,345.149
2001-07-18,351.957
2001-07-19,351.736
2001-07-20,344.539
2001-07-23,344.044
2001-07-24,339.799
2001-07-25,336.607
2001-07-26,332.446
2001-07-27,329.241
2001-07-30,331.958
2001-07-31,333.309
2001-08-01,348.034
2001-08-02,352.474
2001-08-03,352.562
2001-08-06,353.601
2001-08-07,353.062
2001-08-08,353.088
2001-08-09,349.927
2001-08-10,349.481
2001-08-13,347.562
2001-08-14,346.333
2001-08-15,356.372
2001-08-16,354.453
2001-08-17,359.651
2001-08-20,355.544
2001-08-21,357.704
2001-08-22,359.219
2001-08-23,357.512
2001-08-24,360.694
2001-08-27,363.725
2001-08-28,363.911
2001-08-29,362.22
2001-08-30,360.406
2001-08-31,350.678
2001-09-03,342.818
2001-09-04,342.67
2001-09-05,341.238
2001-09-06,338.602
2001-09-07,333.54
2001-09-10,333.13
2001-09-11,335.858
2001-09-12,320.909
2001-09-13,319.449
2001-09-14,315.135
2001-09-17,294.831
2001-09-18,296.125
2001-09-19,293.152
2001-09-20,282.964
2001-09-21,274.721
2001-09-24,277.619
2001-09-25,286.859
2001-09-26,288.67
2001-09-27,287.186
2001-09-28,293.166
2001-10-01,299.491
2001-10-02,305.985
2001-10-03,306.88
2001-10-04,307.339
2001-10-05,319.311
2001-10-08,316.638
2001-10-09,313.958
2001-10-10,313.158
2001-10-11,318.199
2001-10-12,323.804
2001-10-15,330.986
2001-10-16,333.385
2001-10-17,338.308
2001-10-18,331.651
2001-10-19,327.479
2001-10-22,325.904
2001-10-23,330.773
2001-10-24,334.203
2001-10-25,335.983
2001-10-26,334.47
2001-10-29,337.185
2001-10-30,336.949
2001-10-31,335.37
2001-11-01,338.153
2001-11-02,336.443
2001-11-05,336.87
2001-11-06,346.756
2001-11-07,341.815
2001-11-08,345.771
2001-11-09,349.547
2001-11-12,359.919
2001-11-13,360.053
2001-11-14,365.846
2001-11-15,366.872
2001-11-16,362.251
2001-11-19,358.713
2001-11-20,360.882
2001-11-21,356.143
2001-11-22,354.451
2001-11-23,355.492
2001-11-26,359.273
2001-11-27,366.319
2001-11-28,360.907
2001-11-29,356.655
2001-11-30,355.599
2001-12-03,353.492
2001-12-04,354.097
2001-12-05,358.48
2001-12-06,356.523
2001-12-07,354.218
2001-12-10,355.122
2001-12-11,356.912
2001-12-12,358.401
2001-12-13,355.6
2001-12-14,352.604
2001-12-17,352.995
2001-12-18,356.335
2001-12-19,356.199
2001-12-20,351.97
2001-12-21,356.002
2001-12-24,359.707
2001-12-25,359.707
2001-12-26,359.459
2001-12-27,360.95
2001-12-28,363.345
2001-12-31,364.144
2002-01-01,364.144
2002-01-02,368.002
2002-01-03,367.657
2002-01-04,371.212
2002-01-07,372.121
2002-01-08,371.796
2002-01-09,369.151
2002-01-10,368.895
2002-01-11,369.591
2002-01-14,367.983
2002-01-15,366.202
2002-01-16,369.237
2002-01-17,365.963
2002-01-18,366.364
2002-01-21,370.182
2002-01-22,376.124
2002-01-23,378.28
2002-01-24,380.708
2002-01-25,380.153
2002-01-28,379.086
2002-01-29,383.513
2002-01-30,376.154
2002-01-31,378.595
2002-02-01,379.553
2002-02-04,384.548
2002-02-05,382.738
2002-02-06,380.434
2002-02-07,378.335
2002-02-08,385.305
2002-02-11,388.528
2002-02-12,385.9
2002-02-13,388.412
2002-02-14,398.912
2002-02-15,396.737
2002-02-18,395.988
2002-02-19,395.252
2002-02-20,390.874
2002-02-21,391.224
2002-02-22,389.452
2002-02-25,389.806
2002-02-26,391.67
2002-02-27,392.666
2002-02-28,395.336
2002-03-01,393.826
2002-03-04,394.233
2002-03-05,391.603
2002-03-06,389.179
2002-03-07,399.189
2002-03-08,393.5
2002-03-11,388.124
2002-03-12,387.635
2002-03-13,387.71
2002-03-14,389.78
2002-03-15,386.195
2002-03-18,391.885
2002-03-19,394.281
2002-03-20,401.566
2002-03-21,397.81
2002-03-22,397.903
2002-03-25,394.578
2002-03-26,387.519
2002-03-27,391.892
2002-03-28,395.989
2002-03-29,395.989
2002-04-01,396.694
2002-04-02,391.866
2002-04-03,389.335
2002-04-04,390.193
2002-04-05,392.891
2002-04-08,388.282
2002-04-09,387.846
2002-04-10,392.604
2002-04-11,391.893
2002-04-12,391.898
2002-04-15,393.35
2002-04-16,395.335
2002-04-17,401.503
2002-04-18,403.282
2002-04-19,405.958
2002-04-22,406.072
2002-04-23,407.127
2002-04-24,407.521
2002-04-25,409.251
2002-04-26,410.295
2002-04-29,402.133
2002-04-30,401.417
2002-05-01,404.527
2002-05-02,402.44
2002-05-03,407.604
2002-05-06,404.515
2002-05-07,405.848
2002-05-08,408.443
2002-05-09,407.024
2002-05-10,407.906
2002-05-13,406.494
2002-05-14,408.843
2002-05-15,414.582
2002-05-16,414.697
2002-05-17,418.636
2002-05-20,417.02
2002-05-21,417.375
2002-05-22,420.708
2002-05-23,418.943
2002-05-24,420.738
2002-05-27,421.068
2002-05-28,426.473
2002-05-29,428.417
2002-05-30,431.039
2002-05-31,430.953
2002-06-03,434.775
2002-06-04,438.621
2002-06-05,435.923
2002-06-06,439.043
2002-06-07,441.383
2002-06-10,438.458
2002-06-11,440.351
2002-06-12,441.131
2002-06-13,437.624
2002-06-14,429.187
2002-06-17,427.798
2002-06-18,429.882
2002-06-19,431.121
2002-06-20,433.611
2002-06-21,432.351
2002-06-24,431.884
2002-06-25,427.338
2002-06-26,416.696
2002-06-27,420.227
2002-06-28,419.405
2002-07-01,416.16
2002-07-02,415.195
2002-07-03,405.053
2002-07-04,402.373
2002-07-05,404.342
2002-07-08,413.2
2002-07-09,420.068
2002-07-10,415.759
2002-07-11,406.755
2002-07-12,405.796
2002-07-15,408.034
2002-07-16,406.73
2002-07-17,398.624
2002-07-18,404.121
2002-07-19,396.883
2002-07-22,389.797
2002-07-23,385.763
2002-07-24,368.135
2002-07-25,372.388
2002-07-26,361.942
2002-07-29,369.006
2002-07-30,380.623
2002-07-31,384.437
2002-08-01,382.092
2002-08-02,379.584
2002-08-05,369.701
2002-08-06,364.305
2002-08-07,381.312
2002-08-08,380.719
2002-08-09,381.474
2002-08-12,384.496
2002-08-13,386.761
2002-08-14,386.236
2002-08-15,394.451
2002-08-16,394.287
2002-08-19,392.784
2002-08-20,394.732
2002-08-21,392.945
2002-08-22,394.644
2002-08-23,394.946
2002-08-26,396.871
2002-08-27,398.576
2002-08-28,393.993
2002-08-29,396.912
2002-08-30,394.094
2002-09-02,398.855
2002-09-03,397.174
2002-09-04,390.308
2002-09-05,392.816
2002-09-06,394.662
2002-09-09,400.304
2002-09-10,399.168
2002-09-11,402.924
2002-09-12,404.758
2002-09-13,403.477
2002-09-16,400.671
2002-09-17,403.167
2002-09-18,397.187
2002-09-19,395.667
2002-09-20,391.165
2002-09-23,387.764
2002-09-24,387.093
2002-09-25,382.617
2002-09-26,378.477
2002-09-27,375.885
2002-09-30,368.957
2002-10-01,372.177
2002-10-02,374.837
2002-10-03,376.992
2002-10-04,373.66
2002-10-07,367.327
2002-10-08,363.49
2002-10-09,359.821
2002-10-10,352.076
2002-10-11,356.351
2002-10-14,360.85
2002-10-15,370.849
2002-10-16,368.975
2002-10-17,366.529
2002-10-18,369.237
2002-10-21,370.122
2002-10-22,375.015
2002-10-23,379.932
2002-10-24,380.111
2002-10-25,374.071
2002-10-28,381.871
2002-10-29,377.231
2002-10-30,375.844
2002-10-31,386.449
2002-11-01,379.449
2002-11-04,385.288
2002-11-05,382.504
2002-11-06,381.441
2002-11-07,373.56
2002-11-08,371.76
2002-11-11,363.005
2002-11-12,368.511
2002-11-13,365.819
2002-11-14,369.327
2002-11-15,374.685
2002-11-18,373.943
2002-11-19,370.045
2002-11-20,369.879
2002-11-21,374.313
2002-11-22,377.708
2002-11-25,376.864
2002-11-26,375.55
2002-11-27,369.978
2002-11-28,377.496
2002-11-29,376.605
2002-12-02,378.124
2002-12-03,376.467
2002-12-04,372.422
2002-12-05,375.359
2002-12-06,372.681
2002-12-09,373.386
2002-12-10,366.777
2002-12-11,362.165
2002-12-12,370.398
2002-12-13,367.921
2002-12-16,362.49
2002-12-17,368.737
2002-12-18,364.47
2002-12-19,364.533
2002-12-20,366.234
2002-12-23,368.858
2002-12-24,369.904
2002-12-25,369.904
2002-12-26,369.904
2002-12-27,367.111
2002-12-30,363.217
2002-12-31,363.004
2003-01-01,363.004
2003-01-02,365.83
2003-01-03,369.463
2003-01-06,381.234
2003-01-07,379.559
2003-01-08,379.254
2003-01-09,379.66
2003-01-10,382.315
2003-01-13,383.151
2003-01-14,385.412
2003-01-15,385.954
2003-01-16,384.235
2003-01-17,387.197
2003-01-20,388.372
2003-01-21,384.042
2003-01-22,379.357
2003-01-23,381.695
2003-01-24,383.2
2003-01-27,381.807
2003-01-28,371.88
2003-01-29,370.0
2003-01-30,370.007
2003-01-31,368.628
2003-02-03,368.229
2003-02-04,371.136
2003-02-05,366.871
2003-02-06,359.112
2003-02-07,362.904
2003-02-10,362.206
2003-02-11,358.297
2003-02-12,358.237
2003-02-13,353.905
2003-02-14,347.515
2003-02-17,350.796
2003-02-18,350.318
2003-02-19,351.429
2003-02-20,348.308
2003-02-21,354.488
2003-02-24,365.042
2003-02-25,357.624
2003-02-26,362.468
2003-02-27,355.287
2003-02-28,356.934
2003-03-03,364.512
2003-03-04,364.845
2003-03-05,361.969
2003-03-06,363.519
2003-03-07,359.047
2003-03-10,357.525
2003-03-11,348.904
2003-03-12,341.774
2003-03-13,339.804
2003-03-14,350.191
2003-03-17,348.396
2003-03-18,361.408
2003-03-19,363.26
2003-03-20,364.405
2003-03-21,362.463
2003-03-24,365.483
2003-03-25,367.921
2003-03-26,376.428
2003-03-27,381.289
2003-03-28,379.671
2003-03-31,380.78
2003-04-01,385.125
2003-04-02,380.784
2003-04-03,381.422
2003-04-04,385.541
2003-04-07,389.802
2003-04-08,390.473
2003-04-09,385.399
2003-04-10,392.549
2003-04-11,388.462
2003-04-14,383.813
2003-04-15,390.97
2003-04-16,398.514
2003-04-17,398.891
2003-04-18,398.891
2003-04-21,397.951
2003-04-22,407.433
2003-04-23,410.89
2003-04-24,414.529
2003-04-25,412.787
2003-04-28,410.106
2003-04-29,414.89
2003-04-30,414.371
2003-05-01,419.009
2003-05-02,412.189
2003-05-05,407.115
2003-05-06,408.551
2003-05-07,407.727
2003-05-08,406.1
2003-05-09,406.157
2003-05-12,412.311
2003-05-13,411.116
2003-05-14,411.36
2003-05-15,409.865
2003-05-16,413.376
2003-05-19,415.772
2003-05-20,414.403
2003-05-21,416.532
2003-05-22,420.852
2003-05-23,425.824
2003-05-26,428.192
2003-05-27,426.799
2003-05-28,422.664
2003-05-29,423.53
2003-05-30,426.966
2003-06-02,436.092
2003-06-03,435.188
2003-06-04,442.669
2003-06-05,444.016
2003-06-06,440.126
2003-06-09,438.461
2003-06-10,439.837
2003-06-11,447.386
2003-06-12,449.092
2003-06-13,450.255
2003-06-16,452.461
2003-06-17,458.058
2003-06-18,459.365
2003-06-19,457.97
2003-06-20,456.016
2003-06-23,453.448
2003-06-24,452.271
2003-06-25,456.993
2003-06-26,447.6
2003-06-27,448.253
2003-06-30,448.261
2003-07-01,456.574
2003-07-02,457.734
2003-07-03,463.489
2003-07-04,457.01
2003-07-07,455.828
2003-07-08,438.333
2003-07-09,427.389
2003-07-10,428.99
2003-07-11,432.578
2003-07-14,437.612
2003-07-15,433.871
2003-07-16,437.31
2003-07-17,433.193
2003-07-18,426.295
2003-07-21,431.476
2003-07-22,429.364
2003-07-23,435.398
2003-07-24,440.168
2003-07-25,438.565
2003-07-28,441.164
2003-07-29,440.866
2003-07-30,430.73
2003-07-31,431.158
2003-08-01,434.176
2003-08-04,430.553
2003-08-05,429.5
2003-08-06,430.901
2003-08-07,432.16
2003-08-08,435.784
2003-08-11,438.24
2003-08-12,437.687
2003-08-13,438.053
2003-08-14,436.078
2003-08-15,436.93
2003-08-18,435.67
2003-08-19,431.602
2003-08-20,435.729
2003-08-21,431.801
2003-08-22,429.046
2003-08-25,427.468
2003-08-26,421.507
2003-08-27,420.779
2003-08-28,420.321
2003-08-29,422.696
2003-09-01,419.439
2003-09-02,418.418
2003-09-03,415.506
2003-09-04,416.636
2003-09-05,420.013
2003-09-08,426.854
2003-09-09,432.154
2003-09-10,431.113
2003-09-11,431.314
2003-09-12,435.459
2003-09-15,436.946
2003-09-16,433.685
2003-09-17,435.797
2003-09-18,440.145
2003-09-19,437.767
2003-09-22,443.129
2003-09-23,441.311
2003-09-24,442.275
2003-09-25,441.912
2003-09-26,439.437
2003-09-29,437.582
2003-09-30,440.142
2003-10-01,445.552
2003-10-02,451.803
2003-10-03,450.765
2003-10-06,448.906
2003-10-07,453.928
2003-10-08,458.819
2003-10-09,460.131
2003-10-10,458.665
2003-10-13,458.448
2003-10-14,454.614
2003-10-15,456.324
2003-10-16,456.423
2003-10-17,457.825
2003-10-20,458.005
2003-10-21,462.173
2003-10-22,465.803
2003-10-23,460.599
2003-10-24,459.823
2003-10-27,460.83
2003-10-28,458.871
2003-10-29,461.393
2003-10-30,463.608
2003-10-31,462.157
2003-11-03,456.257
2003-11-04,454.411
2003-11-05,457.28
2003-11-06,451.965
2003-11-07,451.582
2003-11-10,451.91
2003-11-11,449.193
2003-11-12,454.512
2003-11-13,459.168
2003-11-14,456.553
2003-11-17,451.549
2003-11-18,458.743
2003-11-19,464.236
2003-11-20,466.271
2003-11-21,465.779
2003-11-24,463.555
2003-11-25,464.435
2003-11-26,467.113
2003-11-27,463.363
2003-11-28,462.127
2003-12-01,461.081
2003-12-02,464.697
2003-12-03,473.244
2003-12-04,478.481
2003-12-05,479.495
2003-12-08,482.8
2003-12-09,481.397
2003-12-10,480.6
2003-12-11,475.439
2003-12-12,483.182
2003-12-15,485.047
2003-12-16,483.222
2003-12-17,484.003
2003-12-18,478.343
2003-12-19,477.559
2003-12-22,479.023
2003-12-23,482.194
2003-12-24,488.916
2003-12-25,488.916
2003-12-26,487.929
2003-12-29,490.958
2003-12-30,495.721
2003-12-31,500.054
2004-01-01,500.054
2004-01-02,502.396
2004-01-05,504.882
2004-01-06,510.443
2004-01-07,512.677
2004-01-08,519.02
2004-01-09,523.862
2004-01-12,525.917
2004-01-13,525.984
2004-01-14,527.08
2004-01-15,521.968
2004-01-16,515.908
2004-01-19,506.803
2004-01-20,512.443
2004-01-21,517.36
2004-01-22,524.917
2004-01-23,525.453
2004-01-26,523.83
2004-01-27,520.973
2004-01-28,518.907
2004-01-29,509.029
2004-01-30,510.534
2004-02-02,508.238
2004-02-03,513.326
2004-02-04,510.2
2004-02-05,511.511
2004-02-06,514.642
2004-02-09,522.222
2004-02-10,522.137
2004-02-11,526.527
2004-02-12,537.622
2004-02-13,539.659
2004-02-16,538.172
2004-02-17,542.245
2004-02-18,542.581
2004-02-19,536.975
2004-02-20,528.249
2004-02-23,525.377
2004-02-24,528.41
2004-02-25,528.708
2004-02-26,526.624
2004-02-27,530.823
2004-03-01,534.875
2004-03-02,532.287
2004-03-03,515.343
2004-03-04,522.101
2004-03-05,533.311
2004-03-08,535.453
2004-03-09,542.688
2004-03-10,533.049
2004-03-11,526.452
2004-03-12,521.06
2004-03-15,521.746
2004-03-16,534.007
2004-03-17,533.742
2004-03-18,539.2
2004-03-19,539.039
2004-03-22,536.404
2004-03-23,534.274
2004-03-24,532.366
2004-03-25,531.423
2004-03-26,537.282
2004-03-29,534.927
2004-03-30,540.704
2004-03-31,545.1
2004-04-01,552.709
2004-04-02,544.155
2004-04-05,537.322
2004-04-06,544.987
2004-04-07,546.491
2004-04-08,543.044
2004-04-09,543.044
2004-04-12,545.822
2004-04-13,534.22
2004-04-14,517.889
2004-04-15,521.4
2004-04-16,518.502
2004-04-19,520.631
2004-04-20,519.005
2004-04-21,513.318
2004-04-22,510.841
2004-04-23,516.766
2004-04-26,517.673
2004-04-27,514.929
2004-04-28,508.385
2004-04-29,503.941
2004-04-30,504.266
2004-05-03,503.01
2004-05-04,509.405
2004-05-05,512.067
2004-05-06,507.122
2004-05-07,490.639
2004-05-10,477.995
2004-05-11,479.52
2004-05-12,483.727
2004-05-13,476.436
2004-05-14,471.338
2004-05-17,471.681
2004-05-18,473.841
2004-05-19,487.552
2004-05-20,480.859
2004-05-21,491.565
2004-05-24,491.313
2004-05-25,494.633
2004-05-26,497.575
2004-05-27,508.879
2004-05-28,507.273
2004-05-31,507.675
2004-06-01,504.756
2004-06-02,499.999
2004-06-03,494.067
2004-06-04,495.741
2004-06-07,507.15
2004-06-08,503.627
2004-06-09,493.826
2004-06-10,497.59
2004-06-11,495.587
2004-06-14,495.337
2004-06-15,491.471
2004-06-16,492.333
2004-06-17,490.639
2004-06-18,498.355
2004-06-21,504.159
2004-06-22,502.3
2004-06-23,503.805
2004-06-24,513.91
2004-06-25,509.996
2004-06-28,509.596
2004-06-29,503.557
2004-06-30,507.281
2004-07-01,511.612
2004-07-02,518.667
2004-07-05,519.222
2004-07-06,523.396
2004-07-07,530.278
2004-07-08,531.355
2004-07-09,531.66
2004-07-12,535.715
2004-07-13,533.266
2004-07-14,522.061
2004-07-15,516.475
2004-07-16,520.786
2004-07-19,519.928
2004-07-20,510.453
2004-07-21,501.953
2004-07-22,499.179
2004-07-23,491.028
2004-07-26,493.952
2004-07-27,488.011
2004-07-28,483.581
2004-07-29,484.145
2004-07-30,488.72
2004-08-02,493.069
2004-08-03,496.132
2004-08-04,493.041
2004-08-05,490.796
2004-08-06,500.093
2004-08-09,498.567
2004-08-10,497.058
2004-08-11,495.587
2004-08-12,493.654
2004-08-13,493.655
2004-08-16,492.036
2004-08-17,488.718
2004-08-18,487.419
2004-08-19,496.744
2004-08-20,499.047
2004-08-23,498.972
2004-08-24,491.702
2004-08-25,489.833
2004-08-26,487.353
2004-08-27,492.743
2004-08-30,490.407
2004-08-31,495.498
2004-09-01,498.494
2004-09-02,494.028
2004-09-03,489.403
2004-09-06,490.09
2004-09-07,491.718
2004-09-08,491.643
2004-09-09,486.369
2004-09-10,493.465
2004-09-13,492.555
2004-09-14,498.368
2004-09-15,490.196
2004-09-16,493.33
2004-09-17,491.424
2004-09-20,492.799
2004-09-21,493.434
2004-09-22,499.493
2004-09-23,506.497
2004-09-24,504.898
2004-09-27,505.065
2004-09-28,508.441
2004-09-29,507.245
2004-09-30,517.755
2004-10-01,519.435
2004-10-04,517.532
2004-10-05,520.463
2004-10-06,520.646
2004-10-07,520.662
2004-10-08,526.048
2004-10-11,528.076
2004-10-12,528.071
2004-10-13,526.9
2004-10-14,534.777
2004-10-15,535.91
2004-10-18,529.741
2004-10-19,534.238
2004-10-20,539.775
2004-10-21,541.959
2004-10-22,541.61
2004-10-25,544.101
2004-10-26,546.184
2004-10-27,553.344
2004-10-28,556.129
2004-10-29,563.421
2004-11-01,567.705
2004-11-02,564.294
2004-11-03,576.853
2004-11-04,573.474
2004-11-05,575.406
2004-11-08,572.073
2004-11-09,570.431
2004-11-10,572.809
2004-11-11,577.444
2004-11-12,581.317
2004-11-15,587.054
2004-11-16,587.165
2004-11-17,594.359
2004-11-18,589.675
2004-11-19,592.376
2004-11-22,588.42
2004-11-23,592.63
2004-11-24,596.025
2004-11-25,600.457
2004-11-26,595.769
2004-11-29,595.113
2004-11-30,590.21
2004-12-01,584.644
2004-12-02,588.947
2004-12-03,590.894
2004-12-06,591.843
2004-12-07,585.711
2004-12-08,568.943
2004-12-09,565.98
2004-12-10,566.872
2004-12-13,572.955
2004-12-14,576.553
2004-12-15,585.782
2004-12-16,582.498
2004-12-17,584.983
2004-12-20,589.89
2004-12-21,591.398
2004-12-22,594.183
2004-12-23,595.929
2004-12-24,602.549
2004-12-27,606.652
2004-12-28,606.965
2004-12-29,604.32
2004-12-30,608.472
2004-12-31,613.762
2005-01-03,608.243
2005-01-04,603.08
2005-01-05,598.701
2005-01-06,592.705
2005-01-07,596.086
2005-01-10,600.932
2005-01-11,603.12
2005-01-12,607.074
2005-01-13,600.669
2005-01-14,593.033
2005-01-17,592.12
2005-01-18,589.85
2005-01-19,592.21
2005-01-20,591.946
2005-01-21,598.476
2005-01-24,598.846
2005-01-25,595.826
2005-01-26,603.463
2005-01-27,611.534
2005-01-28,611.311
2005-01-31,615.251
2005-02-01,613.674
2005-02-02,620.494
2005-02-03,615.839
2005-02-04,622.278
2005-02-07,626.097
2005-02-08,617.253
2005-02-09,625.391
2005-02-10,652.584
2005-02-11,647.394
2005-02-14,642.657
2005-02-15,639.632
2005-02-16,636.721
2005-02-17,638.329
2005-02-18,638.273
2005-02-21,641.433
2005-02-22,647.996
2005-02-23,633.518
2005-02-24,628.096
2005-02-25,633.921
2005-02-28,643.546
2005-03-01,638.197
2005-03-02,637.604
2005-03-03,639.653
2005-03-04,651.176
2005-03-07,651.743
2005-03-08,659.235
2005-03-09,651.667
2005-03-10,646.305
2005-03-11,645.273
2005-03-14,643.927
2005-03-15,646.894
2005-03-16,655.541
2005-03-17,653.638
2005-03-18,648.926
2005-03-21,645.256
2005-03-22,645.15
2005-03-23,622.342
2005-03-24,616.904
2005-03-25,616.904
2005-03-28,614.707
2005-03-29,609.724
2005-03-30,616.769
2005-03-31,616.972
2005-04-01,619.252
2005-04-04,611.846
2005-04-05,613.938
2005-04-06,612.862
2005-04-07,618.8
2005-04-08,623.736
2005-04-11,625.169
2005-04-12,625.664
2005-04-13,627.997
2005-04-14,619.024
2005-04-15,613.583
2005-04-18,602.323
2005-04-19,612.001
2005-04-20,615.191
2005-04-21,619.333
2005-04-22,626.731
2005-04-25,623.488
2005-04-26,623.144
2005-04-27,626.498
2005-04-28,635.443
2005-04-29,631.951
2005-05-02,633.744
2005-05-03,628.327
2005-05-04,624.074
2005-05-05,626.974
2005-05-06,629.684
2005-05-09,625.268
2005-05-10,627.394
2005-05-11,629.911
2005-05-12,631.85
2005-05-13,627.751
2005-05-16,616.545
2005-05-17,613.699
2005-05-18,618.891
2005-05-19,625.795
2005-05-20,625.104
2005-05-23,636.212
2005-05-24,637.338
2005-05-25,635.85
2005-05-26,637.65
2005-05-27,638.219
2005-05-30,639.505
2005-05-31,628.968
2005-06-01,632.188
2005-06-02,637.792
2005-06-03,638.73
2005-06-06,643.689
2005-06-07,651.134
2005-06-08,656.875
2005-06-09,651.563
2005-06-10,645.745
2005-06-13,645.11
2005-06-14,647.382
2005-06-15,650.605
2005-06-16,654.034
2005-06-17,663.538
2005-06-20,656.695
2005-06-21,657.843
2005-06-22,658.719
2005-06-23,654.351
2005-06-24,645.408
2005-06-27,642.322
2005-06-28,645.312
2005-06-29,638.829
2005-06-30,642.06
2005-07-01,632.877
2005-07-04,632.573
2005-07-05,624.348
2005-07-06,622.19
2005-07-07,613.788
2005-07-08,615.255
2005-07-11,621.791
2005-07-12,631.136
2005-07-13,626.94
2005-07-14,635.607
2005-07-15,633.781
2005-07-18,635.413
2005-07-19,631.537
2005-07-20,635.026
2005-07-21,648.062
2005-07-22,656.056
2005-07-25,650.787
2005-07-26,646.962
2005-07-27,645.725
2005-07-28,643.258
2005-07-29,647.586
2005-08-01,645.841
2005-08-02,648.29
2005-08-03,650.611
2005-08-04,652.233
2005-08-05,649.203
2005-08-08,652.448
2005-08-09,646.703
2005-08-10,649.024
2005-08-11,659.871
2005-08-12,659.073
2005-08-15,651.714
2005-08-16,658.664
2005-08-17,657.655
2005-08-18,647.108
2005-08-19,641.867
2005-08-22,646.466
2005-08-23,641.931
2005-08-24,638.197
2005-08-25,641.801
2005-08-26,645.119
2005-08-29,632.015
2005-08-30,633.017
2005-08-31,638.529
2005-09-01,651.457
2005-09-02,648.435
2005-09-05,653.382
2005-09-06,654.977
2005-09-07,659.677
2005-09-08,663.836
2005-09-09,665.799
2005-09-12,662.655
2005-09-13,661.954
2005-09-14,669.988
2005-09-15,664.109
2005-09-16,670.484
2005-09-19,667.705
2005-09-20,675.932
2005-09-21,678.075
2005-09-22,668.491
2005-09-23,661.643
2005-09-26,668.167
2005-09-27,668.677
2005-09-28,671.515
2005-09-29,678.016
2005-09-30,677.054
2005-10-03,676.744
2005-10-04,680.441
2005-10-05,662.765
2005-10-06,655.783
2005-10-07,650.369
2005-10-10,651.913
2005-10-11,642.497
2005-10-12,652.154
2005-10-13,642.788
2005-10-14,645.759
2005-10-17,651.114
2005-10-18,647.85
2005-10-19,641.49
2005-10-20,649.536
2005-10-21,645.878
2005-10-24,646.479
2005-10-25,650.619
2005-10-26,657.081
2005-10-27,660.758
2005-10-28,650.229
2005-10-31,655.48
2005-11-01,655.281
2005-11-02,649.824
2005-11-03,656.982
2005-11-04,649.859
2005-11-07,651.698
2005-11-08,659.272
2005-11-09,655.453
