Date,SPAIN VALUE Standard (Large+Mid Cap)
2001-08-29,1197.668
2001-08-30,1178.256
2001-08-31,1194.905
2001-09-03,1177.874
2001-09-04,1170.653
2001-09-05,1154.517
2001-09-06,1142.046
2001-09-07,1141.594
2001-09-10,1124.788
2001-09-11,1102.235
2001-09-12,1090.756
2001-09-13,1091.249
2001-09-14,1060.47
2001-09-17,1058.386
2001-09-18,1057.562
2001-09-19,1046.63
2001-09-20,1008.949
2001-09-21,953.36
2001-09-24,997.129
2001-09-25,1014.469
2001-09-26,1017.387
2001-09-27,1039.272
2001-09-28,1042.253
2001-10-01,1034.621
2001-10-02,1057.719
2001-10-03,1056.197
2001-10-04,1077.066
2001-10-05,1049.098
2001-10-08,1051.165
2001-10-09,1054.136
2001-10-10,1082.325
2001-10-11,1069.601
2001-10-12,1074.345
2001-10-15,1064.502
2001-10-16,1083.114
2001-10-17,1104.236
2001-10-18,1088.13
2001-10-19,1058.077
2001-10-22,1069.507
2001-10-23,1084.346
2001-10-24,1097.062
2001-10-25,1077.696
2001-10-26,1078.487
2001-10-29,1081.114
2001-10-30,1070.249
2001-10-31,1080.778
2001-11-01,1090.076
2001-11-02,1077.297
2001-11-05,1086.742
2001-11-06,1091.17
2001-11-07,1098.351
2001-11-08,1109.672
2001-11-09,1096.539
2001-11-12,1082.572
2001-11-13,1088.319
2001-11-14,1093.238
2001-11-15,1085.517
2001-11-16,1090.33
2001-11-19,1101.119
2001-11-20,1097.736
2001-11-21,1083.549
2001-11-22,1094.61
2001-11-23,1096.708
2001-11-26,1096.293
2001-11-27,1089.596
2001-11-28,1088.663
2001-11-29,1087.577
2001-11-30,1113.576
2001-12-03,1103.12
2001-12-04,1127.872
2001-12-05,1158.393
2001-12-06,1162.371
2001-12-07,1143.644
2001-12-10,1122.817
2001-12-11,1135.479
2001-12-12,1134.898
2001-12-13,1111.977
2001-12-14,1114.683
2001-12-17,1152.771
2001-12-18,1134.897
2001-12-19,1117.311
2001-12-20,1104.491
2001-12-21,1097.701
2001-12-24,1086.748
2001-12-25,1086.748
2001-12-26,1087.676
2001-12-27,1120.78
2001-12-28,1118.709
2001-12-31,1129.62
2002-01-01,1129.62
2002-01-02,1144.497
2002-01-03,1150.256
2002-01-04,1118.158
2002-01-07,1076.582
2002-01-08,1073.573
2002-01-09,1048.887
2002-01-10,1052.114
2002-01-11,1055.992
2002-01-14,1035.307
2002-01-15,1055.871
2002-01-16,1028.739
2002-01-17,1046.783
2002-01-18,1048.565
2002-01-21,1031.815
2002-01-22,1052.647
2002-01-23,1060.03
2002-01-24,1057.486
2002-01-25,1048.382
2002-01-28,1053.792
2002-01-29,1043.053
2002-01-30,1032.094
2002-01-31,1035.818
2002-02-01,1051.566
2002-02-04,1032.587
2002-02-05,1013.385
2002-02-06,1004.449
2002-02-07,1030.053
2002-02-08,1024.809
2002-02-11,1023.873
2002-02-12,1018.369
2002-02-13,1023.731
2002-02-14,1043.682
2002-02-15,1039.764
2002-02-18,1027.171
2002-02-19,1015.889
2002-02-20,1014.977
2002-02-21,1015.185
2002-02-22,1014.947
2002-02-25,1027.158
2002-02-26,1031.869
2002-02-27,1057.963
2002-02-28,1058.581
2002-03-01,1072.437
2002-03-04,1094.784
2002-03-05,1085.64
2002-03-06,1094.83
2002-03-07,1114.756
2002-03-08,1114.812
2002-03-11,1112.402
2002-03-12,1100.146
2002-03-13,1105.384
2002-03-14,1113.786
2002-03-15,1123.737
2002-03-18,1130.6
2002-03-19,1142.963
2002-03-20,1130.756
2002-03-21,1117.086
2002-03-22,1117.558
2002-03-25,1090.734
2002-03-26,1079.278
2002-03-27,1076.525
2002-03-28,1092.834
2002-03-29,1092.834
2002-04-01,1101.79
2002-04-02,1107.081
2002-04-03,1116.046
2002-04-04,1111.549
2002-04-05,1097.633
2002-04-08,1060.138
2002-04-09,1068.53
2002-04-10,1086.868
2002-04-11,1077.481
2002-04-12,1077.487
2002-04-15,1089.686
2002-04-16,1119.442
2002-04-17,1128.234
2002-04-18,1130.479
2002-04-19,1133.83
2002-04-22,1119.843
2002-04-23,1116.52
2002-04-24,1114.313
2002-04-25,1103.713
2002-04-26,1103.961
2002-04-29,1094.833
2002-04-30,1102.751
2002-05-01,1108.992
2002-05-02,1111.227
2002-05-03,1126.012
2002-05-06,1116.957
2002-05-07,1111.424
2002-05-08,1136.237
2002-05-09,1124.657
2002-05-10,1114.514
2002-05-13,1121.843
2002-05-14,1120.159
2002-05-15,1141.101
2002-05-16,1125.491
2002-05-17,1143.313
2002-05-20,1130.233
2002-05-21,1122.888
2002-05-22,1119.638
2002-05-23,1121.528
2002-05-24,1132.298
2002-05-27,1135.585
2002-05-28,1132.871
2002-05-29,1141.088
2002-05-30,1132.866
2002-05-31,1124.933
2002-06-03,1121.116
2002-06-04,1089.516
2002-06-05,1074.88
2002-06-06,1065.32
2002-06-07,1049.576
2002-06-10,1052.057
2002-06-11,1061.745
2002-06-12,1035.439
2002-06-13,1011.362
2002-06-14,996.264
2002-06-17,1024.332
2002-06-18,1035.675
2002-06-19,1021.903
2002-06-20,1011.15
2002-06-21,995.372
2002-06-24,957.53
2002-06-25,965.448
2002-06-26,968.964
2002-06-27,966.427
2002-06-28,1006.665
2002-07-01,1009.1
2002-07-02,976.333
2002-07-03,951.81
2002-07-04,955.679
2002-07-05,1016.427
2002-07-08,1036.235
2002-07-09,1024.478
2002-07-10,1009.432
2002-07-11,983.066
2002-07-12,1007.357
2002-07-15,981.641
2002-07-16,1000.469
2002-07-17,1040.829
2002-07-18,1050.217
2002-07-19,1007.497
2002-07-22,975.599
2002-07-23,942.652
2002-07-24,913.868
2002-07-25,996.267
2002-07-26,997.796
2002-07-29,1027.236
2002-07-30,981.217
2002-07-31,962.284
2002-08-01,943.146
2002-08-02,958.159
2002-08-05,943.054
2002-08-06,939.845
2002-08-07,939.643
2002-08-08,989.881
2002-08-09,999.569
2002-08-12,979.182
2002-08-13,978.624
2002-08-14,963.764
2002-08-15,956.586
2002-08-16,987.959
2002-08-19,1023.18
2002-08-20,1008.757
2002-08-21,1015.723
2002-08-22,1025.66
2002-08-23,1016.608
2002-08-26,1008.809
2002-08-27,1033.084
2002-08-28,1002.797
2002-08-29,993.002
2002-08-30,997.25
2002-09-02,983.329
2002-09-03,969.854
2002-09-04,971.918
2002-09-05,956.088
2002-09-06,981.833
2002-09-09,957.583
2002-09-10,972.1
2002-09-11,993.449
2002-09-12,966.698
2002-09-13,949.875
2002-09-16,932.474
2002-09-17,925.099
2002-09-18,902.794
2002-09-19,898.849
2002-09-20,896.493
2002-09-23,871.229
2002-09-24,842.605
2002-09-25,854.286
2002-09-26,887.718
2002-09-27,875.829
2002-09-30,850.913
2002-10-01,839.445
2002-10-02,877.658
2002-10-03,875.118
2002-10-04,868.871
2002-10-07,871.357
2002-10-08,867.444
2002-10-09,855.406
2002-10-10,853.202
2002-10-11,881.253
2002-10-14,872.388
2002-10-15,910.937
2002-10-16,910.957
2002-10-17,909.717
2002-10-18,915.367
2002-10-21,920.771
2002-10-22,925.635
2002-10-23,901.003
2002-10-24,927.297
2002-10-25,932.906
2002-10-28,947.001
2002-10-29,927.556
2002-10-30,943.902
2002-10-31,963.698
2002-11-01,969.683
2002-11-04,1004.817
2002-11-05,1002.466
2002-11-06,987.005
2002-11-07,972.892
2002-11-08,969.122
2002-11-11,963.722
2002-11-12,984.272
2002-11-13,986.759
2002-11-14,1010.301
2002-11-15,1009.994
2002-11-18,1025.418
2002-11-19,1015.24
2002-11-20,997.55
2002-11-21,1035.061
2002-11-22,1041.46
2002-11-25,1037.134
2002-11-26,1020.669
2002-11-27,1049.449
2002-11-28,1058.585
2002-11-29,1053.733
2002-12-02,1070.509
2002-12-03,1054.613
2002-12-04,1038.22
2002-12-05,1031.014
2002-12-06,1038.588
2002-12-09,1015.179
2002-12-10,1024.458
2002-12-11,1040.204
2002-12-12,1023.806
2002-12-13,999.04
2002-12-16,1043.264
2002-12-17,1045.922
2002-12-18,1021.399
2002-12-19,1010.865
2002-12-20,1023.445
2002-12-23,1036.321
2002-12-24,1040.61
2002-12-25,1040.61
2002-12-26,1043.234
2002-12-27,1032.441
2002-12-30,1042.036
2002-12-31,1046.123
2003-01-01,1046.123
2003-01-02,1074.866
2003-01-03,1063.315
2003-01-06,1069.848
2003-01-07,1076.996
2003-01-08,1082.322
2003-01-09,1097.529
2003-01-10,1104.022
2003-01-13,1120.516
2003-01-14,1140.431
2003-01-15,1143.856
2003-01-16,1141.023
2003-01-17,1119.915
2003-01-20,1106.876
2003-01-21,1094.36
2003-01-22,1074.433
2003-01-23,1090.902
2003-01-24,1088.389
2003-01-27,1048.756
2003-01-28,1037.993
2003-01-29,1041.179
2003-01-30,1049.711
2003-01-31,1039.179
2003-02-03,1053.103
2003-02-04,1040.144
2003-02-05,1064.2
2003-02-06,1045.336
2003-02-07,1029.143
2003-02-10,1018.948
2003-02-11,1039.426
2003-02-12,1025.933
2003-02-13,1031.19
2003-02-14,1054.378
2003-02-17,1071.283
2003-02-18,1084.9
2003-02-19,1064.464
2003-02-20,1065.858
2003-02-21,1073.461
2003-02-24,1050.244
2003-02-25,1023.62
2003-02-26,1019.151
2003-02-27,1041.129
2003-02-28,1060.093
2003-03-03,1059.932
2003-03-04,1048.26
2003-03-05,1059.317
2003-03-06,1051.573
2003-03-07,1039.942
2003-03-10,1017.932
2003-03-11,1017.245
2003-03-12,982.841
2003-03-13,1015.393
2003-03-14,1052.236
2003-03-17,1069.181
2003-03-18,1065.901
2003-03-19,1072.825
2003-03-20,1063.985
2003-03-21,1100.412
2003-03-24,1068.319
2003-03-25,1102.309
2003-03-26,1104.086
2003-03-27,1083.104
2003-03-28,1089.671
2003-03-31,1076.383
2003-04-01,1092.024
2003-04-02,1116.643
2003-04-03,1127.016
2003-04-04,1136.793
2003-04-07,1156.195
2003-04-08,1155.172
2003-04-09,1165.887
2003-04-10,1169.251
2003-04-11,1165.302
2003-04-14,1176.823
2003-04-15,1187.373
2003-04-16,1183.692
2003-04-17,1201.994
2003-04-18,1201.994
2003-04-21,1196.813
2003-04-22,1211.611
2003-04-23,1207.515
2003-04-24,1202.793
2003-04-25,1192.278
2003-04-28,1209.336
2003-04-29,1206.269
2003-04-30,1207.739
2003-05-01,1218.832
2003-05-02,1220.998
2003-05-05,1232.208
2003-05-06,1256.278
2003-05-07,1235.802
2003-05-08,1212.229
2003-05-09,1239.286
2003-05-12,1252.657
2003-05-13,1241.342
2003-05-14,1231.582
2003-05-15,1245.071
2003-05-16,1264.148
2003-05-19,1236.666
2003-05-20,1237.814
2003-05-21,1224.497
2003-05-22,1246.705
2003-05-23,1263.647
2003-05-26,1272.088
2003-05-27,1272.345
2003-05-28,1285.561
2003-05-29,1296.297
2003-05-30,1298.24
2003-06-02,1309.167
2003-06-03,1301.367
2003-06-04,1312.539
2003-06-05,1321.421
2003-06-06,1336.413
2003-06-09,1333.254
2003-06-10,1335.552
2003-06-11,1365.471
2003-06-12,1382.992
2003-06-13,1395.509
2003-06-16,1427.599
2003-06-17,1429.17
2003-06-18,1423.019
2003-06-19,1393.835
2003-06-20,1424.417
2003-06-23,1379.415
2003-06-24,1363.87
2003-06-25,1382.987
2003-06-26,1371.139
2003-06-27,1377.064
2003-06-30,1357.651
2003-07-01,1347.639
2003-07-02,1357.484
2003-07-03,1358.163
2003-07-04,1355.458
2003-07-07,1372.824
2003-07-08,1376.586
2003-07-09,1365.554
2003-07-10,1352.976
2003-07-11,1379.401
2003-07-14,1388.707
2003-07-15,1375.368
2003-07-16,1356.018
2003-07-17,1353.823
2003-07-18,1346.701
2003-07-21,1344.269
2003-07-22,1354.948
2003-07-23,1360.884
2003-07-24,1393.158
2003-07-25,1385.172
2003-07-28,1402.893
2003-07-29,1385.104
2003-07-30,1379.347
2003-07-31,1378.819
2003-08-01,1367.542
2003-08-04,1367.613
2003-08-05,1378.506
2003-08-06,1363.068
2003-08-07,1363.174
2003-08-08,1362.054
2003-08-11,1369.446
2003-08-12,1379.421
2003-08-13,1373.909
2003-08-14,1391.815
2003-08-15,1390.826
2003-08-18,1390.283
2003-08-19,1381.93
2003-08-20,1382.664
2003-08-21,1365.982
2003-08-22,1354.346
2003-08-25,1352.98
2003-08-26,1343.515
2003-08-27,1348.614
2003-08-28,1356.713
2003-08-29,1353.922
2003-09-01,1369.234
2003-09-02,1355.852
2003-09-03,1357.515
2003-09-04,1364.279
2003-09-05,1375.652
2003-09-08,1394.126
2003-09-09,1391.415
2003-09-10,1375.387
2003-09-11,1368.631
2003-09-12,1364.746
2003-09-15,1370.77
2003-09-16,1371.378
2003-09-17,1378.208
2003-09-18,1390.457
2003-09-19,1391.059
2003-09-22,1380.509
2003-09-23,1374.225
2003-09-24,1364.234
2003-09-25,1365.117
2003-09-26,1341.117
2003-09-29,1339.315
2003-09-30,1342.149
2003-10-01,1361.109
2003-10-02,1361.115
2003-10-03,1384.992
2003-10-06,1381.108
2003-10-07,1388.1
2003-10-08,1401.232
2003-10-09,1413.96
2003-10-10,1415.707
2003-10-13,1421.137
2003-10-14,1422.557
2003-10-15,1419.329
2003-10-16,1421.884
2003-10-17,1410.561
2003-10-20,1412.11
2003-10-21,1422.533
2003-10-22,1412.697
2003-10-23,1403.186
2003-10-24,1408.352
2003-10-27,1421.489
2003-10-28,1426.82
2003-10-29,1426.308
2003-10-30,1451.128
2003-10-31,1446.956
2003-11-03,1452.926
2003-11-04,1455.369
2003-11-05,1449.612
2003-11-06,1452.925
2003-11-07,1468.289
2003-11-10,1458.042
2003-11-11,1451.72
2003-11-12,1475.369
2003-11-13,1487.384
2003-11-14,1502.73
2003-11-17,1468.819
2003-11-18,1478.965
2003-11-19,1485.258
2003-11-20,1485.42
2003-11-21,1495.049
2003-11-24,1495.269
2003-11-25,1500.8
2003-11-26,1510.623
2003-11-27,1511.857
2003-11-28,1526.686
2003-12-01,1556.763
2003-12-02,1566.683
2003-12-03,1577.451
2003-12-04,1568.638
2003-12-05,1572.49
2003-12-08,1582.399
2003-12-09,1580.985
2003-12-10,1578.001
2003-12-11,1583.583
2003-12-12,1600.024
2003-12-15,1610.559
2003-12-16,1620.933
2003-12-17,1639.158
2003-12-18,1659.241
2003-12-19,1662.616
2003-12-22,1677.04
2003-12-23,1694.674
2003-12-24,1699.45
2003-12-25,1699.45
2003-12-26,1698.767
2003-12-29,1721.769
2003-12-30,1729.925
2003-12-31,1741.384
2004-01-01,1741.384
2004-01-02,1767.558
2004-01-05,1784.868
2004-01-06,1795.573
2004-01-07,1777.26
2004-01-08,1773.806
2004-01-09,1792.738
2004-01-12,1782.975
2004-01-13,1783.492
2004-01-14,1766.945
2004-01-15,1753.731
2004-01-16,1730.667
2004-01-19,1729.028
2004-01-20,1749.943
2004-01-21,1778.715
2004-01-22,1799.777
2004-01-23,1796.019
2004-01-26,1758.748
2004-01-27,1765.342
2004-01-28,1778.691
2004-01-29,1725.932
2004-01-30,1720.175
2004-02-02,1721.97
2004-02-03,1732.892
2004-02-04,1710.864
2004-02-05,1728.284
2004-02-06,1764.482
2004-02-09,1793.289
2004-02-10,1806.404
2004-02-11,1806.466
2004-02-12,1832.563
2004-02-13,1822.808
2004-02-16,1826.828
2004-02-17,1831.103
2004-02-18,1837.705
2004-02-19,1839.073
2004-02-20,1803.097
2004-02-23,1804.203
2004-02-24,1795.114
2004-02-25,1782.721
2004-02-26,1759.21
2004-02-27,1783.444
2004-03-01,1791.841
2004-03-02,1784.608
2004-03-03,1743.598
2004-03-04,1767.384
2004-03-05,1802.145
2004-03-08,1798.908
2004-03-09,1788.699
2004-03-10,1768.025
2004-03-11,1729.997
2004-03-12,1704.717
2004-03-15,1634.664
2004-03-16,1674.673
2004-03-17,1687.024
2004-03-18,1683.414
2004-03-19,1693.771
2004-03-22,1667.576
2004-03-23,1673.551
2004-03-24,1662.741
2004-03-25,1685.29
2004-03-26,1683.5
2004-03-29,1706.853
2004-03-30,1707.85
2004-03-31,1724.433
2004-04-01,1750.31
2004-04-02,1757.997
2004-04-05,1745.547
2004-04-06,1756.623
2004-04-07,1777.591
2004-04-08,1789.665
2004-04-09,1789.665
2004-04-12,1784.638
2004-04-13,1770.285
2004-04-14,1746.978
2004-04-15,1741.024
2004-04-16,1776.719
2004-04-19,1762.693
2004-04-20,1752.424
2004-04-21,1729.837
2004-04-22,1736.761
2004-04-23,1737.484
2004-04-26,1754.643
2004-04-27,1762.325
2004-04-28,1724.856
2004-04-29,1726.428
2004-04-30,1720.406
2004-05-03,1734.195
2004-05-04,1747.412
2004-05-05,1774.178
2004-05-06,1738.145
2004-05-07,1690.374
2004-05-10,1637.029
2004-05-11,1653.81
2004-05-12,1649.29
2004-05-13,1648.569
2004-05-14,1644.804
2004-05-17,1639.693
2004-05-18,1641.553
2004-05-19,1689.756
2004-05-20,1656.519
2004-05-21,1664.303
2004-05-24,1674.739
2004-05-25,1687.329
2004-05-26,1706.234
2004-05-27,1738.811
2004-05-28,1726.807
2004-05-31,1727.444
2004-06-01,1705.967
2004-06-02,1723.212
2004-06-03,1716.09
2004-06-04,1744.052
2004-06-07,1773.779
2004-06-08,1764.685
2004-06-09,1732.997
2004-06-10,1743.687
2004-06-11,1725.528
2004-06-14,1714.426
2004-06-15,1732.83
2004-06-16,1736.59
2004-06-17,1752.25
2004-06-18,1769.639
2004-06-21,1767.235
2004-06-22,1747.241
2004-06-23,1759.724
2004-06-24,1784.358
2004-06-25,1762.314
2004-06-28,1777.531
2004-06-29,1754.112
2004-06-30,1745.726
2004-07-01,1749.585
2004-07-02,1760.998
2004-07-05,1765.229
2004-07-06,1755.955
2004-07-07,1780.386
2004-07-08,1790.878
2004-07-09,1781.82
2004-07-12,1786.153
2004-07-13,1783.818
2004-07-14,1780.087
2004-07-15,1770.236
2004-07-16,1784.743
2004-07-19,1777.249
2004-07-20,1773.173
2004-07-21,1754.808
2004-07-22,1739.845
2004-07-23,1688.221
2004-07-26,1670.254
2004-07-27,1684.552
2004-07-28,1671.877
2004-07-29,1678.224
2004-07-30,1683.072
2004-08-02,1680.351
2004-08-03,1693.458
2004-08-04,1678.624
2004-08-05,1684.215
2004-08-06,1686.968
2004-08-09,1676.432
2004-08-10,1690.588
2004-08-11,1665.503
2004-08-12,1670.259
2004-08-13,1674.657
2004-08-16,1673.436
2004-08-17,1686.724
2004-08-18,1690.259
2004-08-19,1704.694
2004-08-20,1692.388
2004-08-23,1693.127
2004-08-24,1677.04
2004-08-25,1669.618
2004-08-26,1679.83
2004-08-27,1685.132
2004-08-30,1686.452
2004-08-31,1703.93
2004-09-01,1724.166
2004-09-02,1734.467
2004-09-03,1734.132
2004-09-06,1744.449
2004-09-07,1742.58
2004-09-08,1742.107
2004-09-09,1732.739
2004-09-10,1755.117
2004-09-13,1756.365
2004-09-14,1756.75
2004-09-15,1721.344
2004-09-16,1725.063
2004-09-17,1726.466
2004-09-20,1716.917
2004-09-21,1735.559
2004-09-22,1721.203
2004-09-23,1722.432
2004-09-24,1719.547
2004-09-27,1713.01
2004-09-28,1727.197
2004-09-29,1735.069
2004-09-30,1745.555
2004-10-01,1773.572
2004-10-04,1776.415
2004-10-05,1779.816
2004-10-06,1788.284
2004-10-07,1790.628
2004-10-08,1806.943
2004-10-11,1798.917
2004-10-12,1788.382
2004-10-13,1783.434
2004-10-14,1799.443
2004-10-15,1814.496
2004-10-18,1820.88
2004-10-19,1832.628
2004-10-20,1834.307
2004-10-21,1847.859
2004-10-22,1855.404
2004-10-25,1846.972
2004-10-26,1849.882
2004-10-27,1873.27
2004-10-28,1890.87
2004-10-29,1891.374
2004-11-01,1895.017
2004-11-02,1905.854
2004-11-03,1925.022
2004-11-04,1939.695
2004-11-05,1949.219
2004-11-08,1953.019
2004-11-09,1935.055
2004-11-10,1931.239
2004-11-11,1942.457
2004-11-12,1954.65
2004-11-15,1962.073
2004-11-16,1953.122
2004-11-17,2001.483
2004-11-18,2000.072
2004-11-19,2013.425
2004-11-22,2003.669
2004-11-23,2003.317
2004-11-24,2022.979
2004-11-25,2056.313
2004-11-26,2056.487
2004-11-29,2048.689
2004-11-30,2045.653
2004-12-01,2057.235
2004-12-02,2056.01
2004-12-03,2065.542
2004-12-06,2074.193
2004-12-07,2074.197
2004-12-08,2049.404
2004-12-09,2042.777
2004-12-10,2042.3
2004-12-13,2068.584
2004-12-14,2068.204
2004-12-15,2084.124
2004-12-16,2073.491
2004-12-17,2062.632
2004-12-20,2089.478
2004-12-21,2097.338
2004-12-22,2120.234
2004-12-23,2148.597
2004-12-24,2154.167
2004-12-27,2169.085
2004-12-28,2173.293
2004-12-29,2174.374
2004-12-30,2174.136
2004-12-31,2168.155
2005-01-03,2158.864
2005-01-04,2130.092
2005-01-05,2102.35
2005-01-06,2085.803
2005-01-07,2066.722
2005-01-10,2073.255
2005-01-11,2075.805
2005-01-12,2095.083
2005-01-13,2099.227
2005-01-14,2086.427
2005-01-17,2101.887
2005-01-18,2090.273
2005-01-19,2088.403
2005-01-20,2060.658
2005-01-21,2058.831
2005-01-24,2062.259
2005-01-25,2059.506
2005-01-26,2081.621
2005-01-27,2091.275
2005-01-28,2088.117
2005-01-31,2107.987
2005-02-01,2113.07
2005-02-02,2132.934
2005-02-03,2122.971
2005-02-04,2146.275
2005-02-07,2139.65
2005-02-08,2139.619
2005-02-09,2137.673
2005-02-10,2153.83
2005-02-11,2191.25
2005-02-14,2203.791
2005-02-15,2210.096
2005-02-16,2196.442
2005-02-17,2214.878
2005-02-18,2216.112
2005-02-21,2189.602
2005-02-22,2194.503
2005-02-23,2187.288
2005-02-24,2190.827
2005-02-25,2201.721
2005-02-28,2210.525
2005-03-01,2215.311
2005-03-02,2197.455
2005-03-03,2201.034
2005-03-04,2253.538
2005-03-07,2242.603
2005-03-08,2254.415
2005-03-09,2243.62
2005-03-10,2230.871
2005-03-11,2243.67
2005-03-14,2226.355
2005-03-15,2232.621
2005-03-16,2211.226
2005-03-17,2214.106
2005-03-18,2207.421
2005-03-21,2177.382
2005-03-22,2198.898
2005-03-23,2155.048
2005-03-24,2165.126
2005-03-25,2165.126
2005-03-28,2149.931
2005-03-29,2162.725
2005-03-30,2154.573
2005-03-31,2156.312
2005-04-01,2156.996
2005-04-04,2114.591
2005-04-05,2140.491
2005-04-06,2164.05
2005-04-07,2174.68
2005-04-08,2161.485
2005-04-11,2168.899
2005-04-12,2146.456
2005-04-13,2165.024
2005-04-14,2147.754
2005-04-15,2119.087
2005-04-18,2097.528
2005-04-19,2107.171
2005-04-20,2103.821
2005-04-21,2105.447
2005-04-22,2122.08
2005-04-25,2110.052
2005-04-26,2101.865
2005-04-27,2083.097
2005-04-28,2078.672
2005-04-29,2076.463
2005-05-02,2093.191
2005-05-03,2120.329
2005-05-04,2137.876
2005-05-05,2141.471
2005-05-06,2131.316
2005-05-09,2117.083
2005-05-10,2104.188
2005-05-11,2094.008
2005-05-12,2086.243
2005-05-13,2087.955
2005-05-16,2077.993
2005-05-17,2075.139
2005-05-18,2112.709
2005-05-19,2117.383
2005-05-20,2089.942
2005-05-23,2101.654
2005-05-24,2096.062
2005-05-25,2092.533
2005-05-26,2099.345
2005-05-27,2099.089
2005-05-30,2105.647
2005-05-31,2070.918
2005-06-01,2084.303
2005-06-02,2086.16
2005-06-03,2074.629
2005-06-06,2065.898
2005-06-07,2081.178
2005-06-08,2072.703
2005-06-09,2052.669
2005-06-10,2056.775
2005-06-13,2048.309
2005-06-14,2057.399
2005-06-15,2060.394
2005-06-16,2070.862
2005-06-17,2110.125
2005-06-20,2086.389
2005-06-21,2097.537
2005-06-22,2097.021
2005-06-23,2097.386
