Date,SPAIN VALUE Standard (Large+Mid Cap)
2001-08-28,1788.443
2001-08-29,1797.115
2001-08-30,1767.987
2001-08-31,1792.969
2001-09-03,1767.414
2001-09-04,1756.578
2001-09-05,1732.367
2001-09-06,1713.654
2001-09-07,1712.976
2001-09-10,1687.758
2001-09-11,1653.917
2001-09-12,1636.692
2001-09-13,1637.433
2001-09-14,1591.247
2001-09-17,1588.12
2001-09-18,1586.885
2001-09-19,1570.48
2001-09-20,1513.94
2001-09-21,1430.528
2001-09-24,1496.204
2001-09-25,1522.223
2001-09-26,1526.601
2001-09-27,1559.44
2001-09-28,1563.913
2001-10-01,1552.461
2001-10-02,1587.119
2001-10-03,1584.836
2001-10-04,1616.15
2001-10-05,1574.225
2001-10-08,1577.326
2001-10-09,1581.784
2001-10-10,1624.686
2001-10-11,1605.587
2001-10-12,1612.708
2001-10-15,1597.932
2001-10-16,1625.871
2001-10-17,1657.577
2001-10-18,1633.401
2001-10-19,1588.288
2001-10-22,1605.445
2001-10-23,1627.721
2001-10-24,1646.808
2001-10-25,1617.773
2001-10-26,1618.959
2001-10-29,1623.051
2001-10-30,1606.739
2001-10-31,1622.546
2001-11-01,1636.505
2001-11-02,1617.321
2001-11-05,1631.521
2001-11-06,1638.167
2001-11-07,1648.95
2001-11-08,1665.945
2001-11-09,1646.229
2001-11-12,1625.26
2001-11-13,1633.888
2001-11-14,1641.273
2001-11-15,1629.681
2001-11-16,1636.906
2001-11-19,1653.104
2001-11-20,1648.025
2001-11-21,1626.726
2001-11-22,1643.332
2001-11-23,1646.482
2001-11-26,1645.859
2001-11-27,1635.805
2001-11-28,1634.404
2001-11-29,1632.774
2001-11-30,1671.807
2001-12-03,1656.109
2001-12-04,1693.269
2001-12-05,1739.089
2001-12-06,1745.061
2001-12-07,1716.948
2001-12-10,1685.679
2001-12-11,1704.69
2001-12-12,1703.817
2001-12-13,1669.406
2001-12-14,1673.509
2001-12-17,1730.691
2001-12-18,1703.856
2001-12-19,1677.454
2001-12-20,1658.207
2001-12-21,1648.013
2001-12-24,1631.569
2001-12-25,1631.569
2001-12-26,1632.962
2001-12-27,1682.662
2001-12-28,1679.553
2001-12-31,1695.934
2002-01-01,1695.934
2002-01-02,1719.2
2002-01-03,1727.851
2002-01-04,1679.673
2002-01-07,1617.218
2002-01-08,1612.699
2002-01-09,1575.615
2002-01-10,1581.408
2002-01-11,1588.001
2002-01-14,1556.967
2002-01-15,1587.894
2002-01-16,1547.091
2002-01-17,1574.226
2002-01-18,1576.907
2002-01-21,1551.716
2002-01-22,1583.045
2002-01-23,1594.148
2002-01-24,1590.323
2002-01-25,1576.631
2002-01-28,1584.767
2002-01-29,1568.616
2002-01-30,1552.163
2002-01-31,1557.763
2002-02-01,1581.447
2002-02-04,1552.904
2002-02-05,1524.026
2002-02-06,1510.588
2002-02-07,1549.093
2002-02-08,1541.207
2002-02-11,1539.799
2002-02-12,1531.521
2002-02-13,1539.586
2002-02-14,1569.589
2002-02-15,1563.698
2002-02-18,1544.759
2002-02-19,1527.792
2002-02-20,1526.42
2002-02-21,1526.732
2002-02-22,1526.375
2002-02-25,1544.739
2002-02-26,1551.824
2002-02-27,1591.067
2002-02-28,1591.996
2002-03-01,1612.834
2002-03-04,1646.441
2002-03-05,1632.69
2002-03-06,1646.511
2002-03-07,1676.478
2002-03-08,1676.561
2002-03-11,1672.937
2002-03-12,1654.506
2002-03-13,1662.383
2002-03-14,1675.019
2002-03-15,1689.983
2002-03-18,1700.305
2002-03-19,1718.898
2002-03-20,1700.539
2002-03-21,1679.982
2002-03-22,1680.692
2002-03-25,1640.351
2002-03-26,1623.122
2002-03-27,1618.981
2002-03-28,1643.509
2002-03-29,1643.509
2002-04-01,1656.978
2002-04-02,1664.936
2002-04-03,1678.417
2002-04-04,1671.691
2002-04-05,1650.79
2002-04-08,1594.398
2002-04-09,1607.02
2002-04-10,1635.941
2002-04-11,1621.811
2002-04-12,1621.82
2002-04-15,1640.182
2002-04-16,1684.971
2002-04-17,1698.204
2002-04-18,1701.584
2002-04-19,1706.628
2002-04-22,1685.574
2002-04-23,1680.573
2002-04-24,1677.251
2002-04-25,1661.295
2002-04-26,1661.669
2002-04-29,1647.929
2002-04-30,1659.848
2002-05-01,1669.242
2002-05-02,1672.606
2002-05-03,1694.86
2002-05-06,1681.23
2002-05-07,1672.902
2002-05-08,1710.251
2002-05-09,1692.82
2002-05-10,1677.553
2002-05-13,1688.585
2002-05-14,1686.049
2002-05-15,1717.572
2002-05-16,1694.075
2002-05-17,1720.901
2002-05-20,1701.213
2002-05-21,1690.157
2002-05-22,1685.266
2002-05-23,1688.11
2002-05-24,1704.322
2002-05-27,1709.269
2002-05-28,1705.184
2002-05-29,1717.584
2002-05-30,1705.208
2002-05-31,1693.267
2002-06-03,1687.604
2002-06-04,1640.037
2002-06-05,1618.006
2002-06-06,1603.615
2002-06-07,1579.915
2002-06-10,1583.651
2002-06-11,1598.233
2002-06-12,1558.635
2002-06-13,1522.393
2002-06-14,1499.666
2002-06-17,1541.915
2002-06-18,1558.991
2002-06-19,1538.259
2002-06-20,1522.074
2002-06-21,1498.323
2002-06-24,1441.359
2002-06-25,1453.279
2002-06-26,1458.596
2002-06-27,1454.777
2002-06-28,1515.349
2002-07-01,1521.248
2002-07-02,1471.85
2002-07-03,1434.881
2002-07-04,1440.761
2002-07-05,1532.345
2002-07-08,1562.206
2002-07-09,1544.481
2002-07-10,1521.799
2002-07-11,1482.049
2002-07-12,1518.671
2002-07-15,1479.902
2002-07-16,1508.286
2002-07-17,1569.132
2002-07-18,1583.285
2002-07-19,1518.881
2002-07-22,1470.793
2002-07-23,1421.123
2002-07-24,1377.756
2002-07-25,1501.981
2002-07-26,1504.286
2002-07-29,1548.67
2002-07-30,1479.292
2002-07-31,1450.748
2002-08-01,1421.895
2002-08-02,1444.528
2002-08-05,1421.757
2002-08-06,1416.918
2002-08-07,1416.615
2002-08-08,1492.354
2002-08-09,1506.96
2002-08-12,1476.223
2002-08-13,1475.382
2002-08-14,1452.98
2002-08-15,1442.158
2002-08-16,1489.455
2002-08-19,1542.555
2002-08-20,1520.812
2002-08-21,1531.314
2002-08-22,1546.294
2002-08-23,1532.647
2002-08-26,1520.889
2002-08-27,1557.487
2002-08-28,1511.826
2002-08-29,1497.059
2002-08-30,1503.464
2002-09-02,1482.475
2002-09-03,1462.16
2002-09-04,1465.273
2002-09-05,1441.406
2002-09-06,1480.22
2002-09-09,1443.66
2002-09-10,1465.547
2002-09-11,1497.732
2002-09-12,1457.402
2002-09-13,1432.041
2002-09-16,1405.806
2002-09-17,1394.688
2002-09-18,1361.06
2002-09-19,1355.113
2002-09-20,1351.561
2002-09-23,1313.472
2002-09-24,1270.319
2002-09-25,1287.929
2002-09-26,1338.332
2002-09-27,1320.408
2002-09-30,1282.843
2002-10-01,1265.554
2002-10-02,1323.165
2002-10-03,1319.336
2002-10-04,1309.958
2002-10-07,1313.705
2002-10-08,1307.805
2002-10-09,1289.656
2002-10-10,1286.333
2002-10-11,1328.624
2002-10-14,1315.259
2002-10-15,1373.377
2002-10-16,1373.408
2002-10-17,1371.539
2002-10-18,1380.057
2002-10-21,1388.204
2002-10-22,1395.537
2002-10-23,1358.401
2002-10-24,1398.043
2002-10-25,1406.5
2002-10-28,1427.75
2002-10-29,1398.531
2002-10-30,1423.203
2002-10-31,1453.052
2002-11-01,1462.076
2002-11-04,1515.051
2002-11-05,1511.505
2002-11-06,1488.194
2002-11-07,1466.914
2002-11-08,1461.229
2002-11-11,1453.087
2002-11-12,1484.072
2002-11-13,1487.823
2002-11-14,1523.319
2002-11-15,1522.856
2002-11-18,1546.112
2002-11-19,1530.765
2002-11-20,1504.093
2002-11-21,1560.651
2002-11-22,1570.3
2002-11-25,1563.777
2002-11-26,1538.951
2002-11-27,1582.345
2002-11-28,1596.121
2002-11-29,1588.805
2002-12-02,1614.099
2002-12-03,1590.132
2002-12-04,1565.414
2002-12-05,1554.55
2002-12-06,1565.97
2002-12-09,1530.674
2002-12-10,1544.665
2002-12-11,1568.406
2002-12-12,1543.681
2002-12-13,1506.339
2002-12-16,1573.048
2002-12-17,1577.056
2002-12-18,1540.081
2002-12-19,1524.198
2002-12-20,1543.165
2002-12-23,1562.58
2002-12-24,1569.047
2002-12-25,1569.047
2002-12-26,1573.004
2002-12-27,1556.73
2002-12-30,1571.198
2002-12-31,1577.36
2003-01-01,1577.36
2003-01-02,1622.16
2003-01-03,1604.948
2003-01-06,1614.809
2003-01-07,1625.598
2003-01-08,1633.636
2003-01-09,1656.618
2003-01-10,1666.418
2003-01-13,1691.315
2003-01-14,1721.374
2003-01-15,1726.545
2003-01-16,1722.267
2003-01-17,1690.407
2003-01-20,1670.726
2003-01-21,1651.835
2003-01-22,1622.234
2003-01-23,1647.1
2003-01-24,1643.306
2003-01-27,1583.465
2003-01-28,1567.215
2003-01-29,1572.025
2003-01-30,1584.907
2003-01-31,1569.036
2003-02-03,1591.186
2003-02-04,1571.606
2003-02-05,1607.952
2003-02-06,1579.45
2003-02-07,1554.983
2003-02-10,1539.579
2003-02-11,1570.521
2003-02-12,1550.133
2003-02-13,1558.077
2003-02-14,1593.112
2003-02-17,1618.655
2003-02-18,1639.229
2003-02-19,1608.351
2003-02-20,1610.458
2003-02-21,1621.945
2003-02-24,1586.866
2003-02-25,1546.638
2003-02-26,1539.886
2003-02-27,1573.094
2003-02-28,1601.747
2003-03-03,1601.504
2003-03-04,1583.869
2003-03-05,1600.575
2003-03-06,1588.873
2003-03-07,1571.3
2003-03-10,1538.044
2003-03-11,1537.006
2003-03-12,1485.024
2003-03-13,1534.208
2003-03-14,1589.876
2003-03-17,1615.479
2003-03-18,1610.523
2003-03-19,1620.985
2003-03-20,1607.627
2003-03-21,1662.668
2003-03-24,1614.176
2003-03-25,1665.533
2003-03-26,1668.218
2003-03-27,1636.516
2003-03-28,1646.438
2003-03-31,1626.361
2003-04-01,1649.994
2003-04-02,1687.191
2003-04-03,1702.865
2003-04-04,1717.672
2003-04-07,1746.988
2003-04-08,1745.442
2003-04-09,1761.631
2003-04-10,1766.745
2003-04-11,1760.779
2003-04-14,1778.188
2003-04-15,1794.128
2003-04-16,1788.566
2003-04-17,1816.221
2003-04-18,1816.221
2003-04-21,1808.392
2003-04-22,1830.752
2003-04-23,1824.562
2003-04-24,1817.428
2003-04-25,1801.539
2003-04-28,1827.314
2003-04-29,1822.681
2003-04-30,1824.901
2003-05-01,1841.662
2003-05-02,1845.893
2003-05-05,1862.84
2003-05-06,1899.229
2003-05-07,1868.272
2003-05-08,1832.636
2003-05-09,1873.54
2003-05-12,1893.755
2003-05-13,1876.649
2003-05-14,1861.894
2003-05-15,1882.286
2003-05-16,1911.127
2003-05-19,1869.579
2003-05-20,1871.315
2003-05-21,1851.183
2003-05-22,1884.757
2003-05-23,1910.369
2003-05-26,1923.13
2003-05-27,1923.519
2003-05-28,1943.498
2003-05-29,1959.728
2003-05-30,1962.666
2003-06-02,1979.213
2003-06-03,1967.421
2003-06-04,1984.309
2003-06-05,1997.739
2003-06-06,2020.403
2003-06-09,2015.627
2003-06-10,2019.101
2003-06-11,2064.333
2003-06-12,2090.822
2003-06-13,2109.745
2003-06-16,2158.258
2003-06-17,2160.634
2003-06-18,2151.334
2003-06-19,2107.215
2003-06-20,2153.448
2003-06-23,2085.413
2003-06-24,2061.912
2003-06-25,2090.814
2003-06-26,2072.92
2003-06-27,2081.879
2003-06-30,2052.53
2003-07-01,2039.66
2003-07-02,2054.618
2003-07-03,2055.645
2003-07-04,2051.611
2003-07-07,2077.897
2003-07-08,2083.591
2003-07-09,2066.893
2003-07-10,2048.285
2003-07-11,2088.29
2003-07-14,2102.861
2003-07-15,2082.663
2003-07-16,2053.387
2003-07-17,2050.064
2003-07-18,2039.279
2003-07-21,2035.597
2003-07-22,2051.767
2003-07-23,2060.757
2003-07-24,2109.629
2003-07-25,2097.536
2003-07-28,2124.369
2003-07-29,2097.432
2003-07-30,2088.715
2003-07-31,2087.916
2003-08-01,2071.891
2003-08-04,2071.999
2003-08-05,2088.503
2003-08-06,2065.112
2003-08-07,2065.274
2003-08-08,2063.577
2003-08-11,2074.777
2003-08-12,2089.889
2003-08-13,2081.538
2003-08-14,2108.666
2003-08-15,2107.168
2003-08-18,2106.345
2003-08-19,2093.69
2003-08-20,2094.802
2003-08-21,2069.528
2003-08-22,2051.898
2003-08-25,2049.83
2003-08-26,2035.489
2003-08-27,2043.215
2003-08-28,2055.484
2003-08-29,2051.256
2003-09-01,2074.455
2003-09-02,2054.18
2003-09-03,2056.7
2003-09-04,2066.948
2003-09-05,2084.178
2003-09-08,2112.167
2003-09-09,2108.06
2003-09-10,2083.777
2003-09-11,2073.541
2003-09-12,2067.655
2003-09-15,2076.782
2003-09-16,2077.702
2003-09-17,2088.05
2003-09-18,2106.609
2003-09-19,2107.521
2003-09-22,2091.536
2003-09-23,2082.016
2003-09-24,2066.88
2003-09-25,2068.217
2003-09-26,2031.856
2003-09-29,2029.126
2003-09-30,2033.42
2003-10-01,2062.146
2003-10-02,2062.154
2003-10-03,2098.329
2003-10-06,2092.444
2003-10-07,2103.086
2003-10-08,2122.983
2003-10-09,2142.267
2003-10-10,2145.368
2003-10-13,2153.598
2003-10-14,2155.75
2003-10-15,2150.881
2003-10-16,2154.793
2003-10-17,2137.634
2003-10-20,2139.981
2003-10-21,2155.776
2003-10-22,2140.87
2003-10-23,2126.457
2003-10-24,2134.287
2003-10-27,2154.195
2003-10-28,2162.273
2003-10-29,2161.498
2003-10-30,2199.111
2003-10-31,2192.788
2003-11-03,2202.912
2003-11-04,2206.617
2003-11-05,2197.888
2003-11-06,2202.911
2003-11-07,2226.206
2003-11-10,2210.67
2003-11-11,2201.085
2003-11-12,2237.105
2003-11-13,2255.324
2003-11-14,2278.623
2003-11-17,2227.203
2003-11-18,2242.588
2003-11-19,2252.13
2003-11-20,2252.376
2003-11-21,2266.976
2003-11-24,2267.31
2003-11-25,2275.696
2003-11-26,2290.591
2003-11-27,2292.462
2003-11-28,2314.949
2003-12-01,2360.554
2003-12-02,2375.597
2003-12-03,2391.925
2003-12-04,2378.56
2003-12-05,2384.402
2003-12-08,2399.426
2003-12-09,2397.282
2003-12-10,2392.757
2003-12-11,2401.222
2003-12-12,2426.152
2003-12-15,2442.127
2003-12-16,2457.856
2003-12-17,2485.492
2003-12-18,2515.945
2003-12-19,2521.061
2003-12-22,2542.933
2003-12-23,2569.672
2003-12-24,2576.913
2003-12-25,2576.913
2003-12-26,2575.879
2003-12-29,2610.757
2003-12-30,2623.124
2003-12-31,2640.499
2004-01-01,2640.499
2004-01-02,2681.832
2004-01-05,2708.256
2004-01-06,2724.499
2004-01-07,2696.712
2004-01-08,2691.471
2004-01-09,2720.207
2004-01-12,2706.587
2004-01-13,2707.373
2004-01-14,2682.253
2004-01-15,2662.859
2004-01-16,2627.839
2004-01-19,2625.351
2004-01-20,2657.107
2004-01-21,2700.796
2004-01-22,2732.777
2004-01-23,2727.07
2004-01-26,2670.478
2004-01-27,2680.489
2004-01-28,2700.759
2004-01-29,2620.649
2004-01-30,2611.908
2004-02-02,2615.411
2004-02-03,2632.0
2004-02-04,2598.542
2004-02-05,2625.001
2004-02-06,2679.98
2004-02-09,2723.734
2004-02-10,2743.653
2004-02-11,2743.747
2004-02-12,2783.385
2004-02-13,2768.569
2004-02-16,2774.675
2004-02-17,2781.167
2004-02-18,2791.195
2004-02-19,2793.273
2004-02-20,2738.631
2004-02-23,2740.31
2004-02-24,2726.505
2004-02-25,2707.683
2004-02-26,2671.973
2004-02-27,2708.78
2004-03-01,2721.534
2004-03-02,2710.549
2004-03-03,2648.26
2004-03-04,2684.388
2004-03-05,2737.184
2004-03-08,2732.267
2004-03-09,2716.763
2004-03-10,2685.361
2004-03-11,2627.603
2004-03-12,2589.207
2004-03-15,2482.807
2004-03-16,2543.573
2004-03-17,2562.334
2004-03-18,2556.85
2004-03-19,2572.58
2004-03-22,2532.795
2004-03-23,2541.87
2004-03-24,2525.452
2004-03-25,2559.699
2004-03-26,2556.981
2004-03-29,2592.45
2004-03-30,2593.965
2004-03-31,2619.151
2004-04-01,2658.454
2004-04-02,2670.13
2004-04-05,2651.26
2004-04-06,2668.083
2004-04-07,2699.931
2004-04-08,2718.269
2004-04-09,2718.269
2004-04-12,2710.634
2004-04-13,2690.077
2004-04-14,2654.66
2004-04-15,2645.613
2004-04-16,2699.854
2004-04-19,2678.541
2004-04-20,2662.937
2004-04-21,2628.613
2004-04-22,2639.134
2004-04-23,2640.234
2004-04-26,2666.308
2004-04-27,2677.981
2004-04-28,2621.044
2004-04-29,2623.433
2004-04-30,2614.283
2004-05-03,2635.906
2004-05-04,2655.994
2004-05-05,2696.678
2004-05-06,2641.91
2004-05-07,2569.3
2004-05-10,2488.217
2004-05-11,2513.723
2004-05-12,2506.853
2004-05-13,2505.758
2004-05-14,2500.035
2004-05-17,2492.266
2004-05-18,2495.094
2004-05-19,2568.36
2004-05-20,2517.841
2004-05-21,2529.672
2004-05-24,2545.534
2004-05-25,2564.671
2004-05-26,2593.406
2004-05-27,2642.922
2004-05-28,2624.675
2004-05-31,2625.644
2004-06-01,2593.0
2004-06-02,2619.212
2004-06-03,2608.387
2004-06-04,2650.888
2004-06-07,2696.071
2004-06-08,2682.249
2004-06-09,2634.084
2004-06-10,2650.332
2004-06-11,2622.732
2004-06-14,2605.857
2004-06-15,2633.831
2004-06-16,2639.545
2004-06-17,2663.349
2004-06-18,2689.779
2004-06-21,2686.125
2004-06-22,2655.735
2004-06-23,2674.742
2004-06-24,2712.186
2004-06-25,2678.679
2004-06-28,2701.809
2004-06-29,2666.238
2004-06-30,2653.49
2004-07-01,2662.878
2004-07-02,2680.249
2004-07-05,2686.75
2004-07-06,2672.633
2004-07-07,2709.818
2004-07-08,2725.788
2004-07-09,2712.002
2004-07-12,2719.162
2004-07-13,2715.608
2004-07-14,2709.93
2004-07-15,2694.932
2004-07-16,2717.018
2004-07-19,2705.609
2004-07-20,2699.404
2004-07-21,2671.445
2004-07-22,2648.667
2004-07-23,2570.077
2004-07-26,2542.725
2004-07-27,2564.49
2004-07-28,2545.222
2004-07-29,2554.885
2004-07-30,2562.266
2004-08-02,2559.337
2004-08-03,2579.3
2004-08-04,2556.707
2004-08-05,2565.222
2004-08-06,2569.415
2004-08-09,2553.369
2004-08-10,2574.929
2004-08-11,2536.722
2004-08-12,2543.966
2004-08-13,2550.664
2004-08-16,2548.806
2004-08-17,2569.045
2004-08-18,2574.429
2004-08-19,2596.414
2004-08-20,2577.671
2004-08-23,2578.796
2004-08-24,2554.295
2004-08-25,2542.989
2004-08-26,2558.544
2004-08-27,2566.62
2004-08-30,2568.63
2004-08-31,2595.25
2004-09-01,2626.072
2004-09-02,2641.761
2004-09-03,2641.25
2004-09-06,2656.966
2004-09-07,2654.118
2004-09-08,2653.398
2004-09-09,2639.13
2004-09-10,2673.213
2004-09-13,2675.114
2004-09-14,2675.701
2004-09-15,2621.774
2004-09-16,2627.439
2004-09-17,2629.576
2004-09-20,2615.031
2004-09-21,2643.425
2004-09-22,2621.56
2004-09-23,2623.431
2004-09-24,2619.037
2004-09-27,2609.081
2004-09-28,2630.688
2004-09-29,2642.679
2004-09-30,2658.65
2004-10-01,2701.323
2004-10-04,2705.652
2004-10-05,2710.833
2004-10-06,2723.73
2004-10-07,2727.301
2004-10-08,2752.149
2004-10-11,2740.492
2004-10-12,2724.443
2004-10-13,2716.905
2004-10-14,2741.293
2004-10-15,2764.375
2004-10-18,2774.101
2004-10-19,2791.999
2004-10-20,2794.557
2004-10-21,2815.203
2004-10-22,2826.699
2004-10-25,2813.852
2004-10-26,2818.286
2004-10-27,2853.917
2004-10-28,2880.945
2004-10-29,2881.713
2004-11-01,2887.263
2004-11-02,2905.063
2004-11-03,2934.28
2004-11-04,2956.646
2004-11-05,2971.163
2004-11-08,2976.955
2004-11-09,2949.573
2004-11-10,2943.756
2004-11-11,2960.856
2004-11-12,2979.442
2004-11-15,2990.757
2004-11-16,2977.112
2004-11-17,3050.829
2004-11-18,3048.678
2004-11-19,3069.051
2004-11-22,3054.18
2004-11-23,3053.643
2004-11-24,3083.613
2004-11-25,3134.424
2004-11-26,3134.689
2004-11-29,3122.804
2004-11-30,3118.174
2004-12-01,3135.829
2004-12-02,3133.961
2004-12-03,3148.491
2004-12-06,3161.678
2004-12-07,3161.685
2004-12-08,3123.893
2004-12-09,3113.792
2004-12-10,3113.064
2004-12-13,3153.129
2004-12-14,3152.55
2004-12-15,3176.815
2004-12-16,3160.608
2004-12-17,3144.055
2004-12-20,3184.977
2004-12-21,3196.958
2004-12-22,3231.858
2004-12-23,3275.092
2004-12-24,3283.582
2004-12-27,3306.322
2004-12-28,3312.736
2004-12-29,3314.384
2004-12-30,3314.021
2004-12-31,3304.904
2005-01-03,3292.636
2005-01-04,3248.783
2005-01-05,3206.471
2005-01-06,3181.233
2005-01-07,3152.131
2005-01-10,3162.746
2005-01-11,3167.558
2005-01-12,3197.095
2005-01-13,3203.418
2005-01-14,3183.913
2005-01-17,3207.505
2005-01-18,3189.783
2005-01-19,3186.928
2005-01-20,3144.59
2005-01-21,3141.801
2005-01-24,3147.033
2005-01-25,3142.831
2005-01-26,3176.579
2005-01-27,3191.312
2005-01-28,3186.492
2005-01-31,3216.813
2005-02-01,3226.233
2005-02-02,3256.561
2005-02-03,3241.35
2005-02-04,3276.93
2005-02-07,3266.815
2005-02-08,3266.768
2005-02-09,3263.797
2005-02-10,3288.464
2005-02-11,3345.598
2005-02-14,3364.746
2005-02-15,3374.373
2005-02-16,3353.526
2005-02-17,3381.674
2005-02-18,3383.558
2005-02-21,3343.082
2005-02-22,3350.565
2005-02-23,3339.549
2005-02-24,3344.952
2005-02-25,3361.585
2005-02-28,3375.026
2005-03-01,3382.334
2005-03-02,3355.072
2005-03-03,3360.536
2005-03-04,3440.7
2005-03-07,3424.004
2005-03-08,3442.039
2005-03-09,3425.556
2005-03-10,3406.092
2005-03-11,3425.633
2005-03-14,3399.212
2005-03-15,3408.779
2005-03-16,3376.113
2005-03-17,3380.511
2005-03-18,3370.304
2005-03-21,3324.439
2005-03-22,3357.291
2005-03-23,3290.341
2005-03-24,3305.727
2005-03-25,3305.727
2005-03-28,3282.527
2005-03-29,3302.061
2005-03-30,3289.614
2005-03-31,3292.27
2005-04-01,3293.315
2005-04-04,3228.599
2005-04-05,3268.143
2005-04-06,3304.112
2005-04-07,3320.343
2005-04-08,3300.196
2005-04-11,3312.287
2005-04-12,3278.14
2005-04-13,3306.498
2005-04-14,3280.122
2005-04-15,3236.39
2005-04-18,3203.463
2005-04-19,3218.191
2005-04-20,3213.143
2005-04-21,3215.627
2005-04-22,3241.029
2005-04-25,3222.659
2005-04-26,3210.155
2005-04-27,3181.492
2005-04-28,3174.734
2005-04-29,3171.359
2005-05-02,3198.582
2005-05-03,3240.109
2005-05-04,3266.923
2005-05-05,3272.416
2005-05-06,3256.898
2005-05-09,3235.149
2005-05-10,3215.444
2005-05-11,3199.887
2005-05-12,3188.021
2005-05-13,3190.638
2005-05-16,3175.414
2005-05-17,3171.053
2005-05-18,3228.464
2005-05-19,3235.607
2005-05-20,3193.675
2005-05-23,3211.572
2005-05-24,3203.027
2005-05-25,3197.633
2005-05-26,3208.043
2005-05-27,3207.652
2005-05-30,3217.674
2005-05-31,3164.603
2005-06-01,3185.057
2005-06-02,3187.894
2005-06-03,3170.275
2005-06-06,3156.932
2005-06-07,3180.282
2005-06-08,3167.33
2005-06-09,3136.717
2005-06-10,3142.991
2005-06-13,3130.054
2005-06-14,3143.945
