Date,ACWI GROWTH Standard (Large+Mid Cap)
2005-11-09,151.589
2005-11-10,152.158
2005-11-11,152.838
2005-11-14,152.601
2005-11-15,151.856
2005-11-16,152.01
2005-11-17,153.706
2005-11-18,154.219
2005-11-21,154.942
2005-11-22,155.115
2005-11-23,156.074
2005-11-24,156.021
2005-11-25,156.142
2005-11-28,155.514
2005-11-29,155.32
2005-11-30,154.847
2005-12-01,156.648
2005-12-02,157.523
2005-12-05,157.46
2005-12-06,157.919
2005-12-07,157.552
2005-12-08,157.572
2005-12-09,158.141
2005-12-12,159.209
2005-12-13,159.54
2005-12-14,160.073
2005-12-15,159.376
2005-12-16,159.591
2005-12-19,158.996
2005-12-20,158.911
2005-12-21,159.401
2005-12-22,159.957
2005-12-23,160.155
2005-12-26,160.339
2005-12-27,159.435
2005-12-28,159.926
2005-12-29,159.786
2005-12-30,158.645
2006-01-02,158.812
2006-01-03,161.647
2006-01-04,163.691
2006-01-05,163.715
2006-01-06,165.441
2006-01-09,165.759
2006-01-10,165.084
2006-01-11,165.903
2006-01-12,165.532
2006-01-13,165.512
2006-01-16,165.758
2006-01-17,164.187
2006-01-18,162.686
2006-01-19,164.416
2006-01-20,162.615
2006-01-23,162.99
2006-01-24,163.695
2006-01-25,163.908
2006-01-26,165.021
2006-01-27,166.47
2006-01-30,166.478
2006-01-31,166.732
2006-02-01,166.875
2006-02-02,165.652
2006-02-03,164.559
2006-02-06,164.732
2006-02-07,163.521
2006-02-08,163.184
2006-02-09,163.758
2006-02-10,163.408
2006-02-13,162.257
2006-02-14,163.255
2006-02-15,163.561
2006-02-16,164.543
2006-02-17,164.242
2006-02-20,164.369
2006-02-21,164.35
2006-02-22,164.783
2006-02-23,165.317
2006-02-24,165.546
2006-02-27,166.5
2006-02-28,165.164
2006-03-01,166.285
2006-03-02,166.287
2006-03-03,165.86
2006-03-06,165.346
2006-03-07,163.604
2006-03-08,163.195
2006-03-09,163.648
2006-03-10,164.177
2006-03-13,165.478
2006-03-14,166.893
2006-03-15,167.691
2006-03-16,167.951
2006-03-17,168.561
2006-03-20,168.859
2006-03-21,167.764
2006-03-22,168.193
2006-03-23,167.481
2006-03-24,168.212
2006-03-27,168.14
2006-03-28,167.701
2006-03-29,168.303
2006-03-30,169.88
2006-03-31,169.076
2006-04-03,170.334
2006-04-04,171.19
2006-04-05,171.952
2006-04-06,172.497
2006-04-07,171.1
2006-04-10,171.108
2006-04-11,169.848
2006-04-12,169.321
2006-04-13,169.657
2006-04-14,169.755
2006-04-17,170.202
2006-04-18,172.038
2006-04-19,173.371
2006-04-20,173.249
2006-04-21,173.815
2006-04-24,173.249
2006-04-25,173.037
2006-04-26,173.733
2006-04-27,174.107
2006-04-28,173.573
2006-05-01,173.915
2006-05-02,175.181
2006-05-03,174.258
2006-05-04,175.217
2006-05-05,177.042
2006-05-08,177.608
2006-05-09,178.097
2006-05-10,177.603
2006-05-11,176.199
2006-05-12,173.974
2006-05-15,172.09
2006-05-16,171.508
2006-05-17,169.034
2006-05-18,167.367
2006-05-19,166.808
2006-05-22,164.454
2006-05-23,165.307
2006-05-24,164.258
2006-05-25,165.888
2006-05-26,167.627
2006-05-29,168.032
2006-05-30,165.979
2006-05-31,166.053
2006-06-01,167.212
2006-06-02,168.665
2006-06-05,166.477
2006-06-06,163.699
2006-06-07,162.262
2006-06-08,159.027
2006-06-09,160.054
2006-06-12,157.933
2006-06-13,154.566
2006-06-14,155.791
2006-06-15,159.486
2006-06-16,159.951
2006-06-19,158.659
2006-06-20,158.583
2006-06-21,160.164
2006-06-22,160.117
2006-06-23,160.069
2006-06-26,160.393
2006-06-27,159.563
2006-06-28,159.355
2006-06-29,162.901
2006-06-30,165.806
2006-07-03,166.973
2006-07-04,167.337
2006-07-05,164.791
2006-07-06,165.353
2006-07-07,165.034
2006-07-10,165.015
2006-07-11,164.84
2006-07-12,163.391
2006-07-13,161.124
2006-07-14,159.022
2006-07-17,157.711
2006-07-18,156.949
2006-07-19,159.91
2006-07-20,160.264
2006-07-21,158.917
2006-07-24,160.829
2006-07-25,162.016
2006-07-26,161.821
2006-07-27,162.984
2006-07-28,164.687
2006-07-31,164.791
2006-08-01,163.46
2006-08-02,165.15
2006-08-03,164.638
2006-08-04,165.554
2006-08-07,164.083
2006-08-08,163.998
2006-08-09,164.594
2006-08-10,164.169
2006-08-11,163.684
2006-08-14,164.25
2006-08-15,166.308
2006-08-16,168.452
2006-08-17,168.937
2006-08-18,168.783
2006-08-21,168.58
2006-08-22,168.585
2006-08-23,167.674
2006-08-24,167.433
2006-08-25,167.168
2006-08-28,167.748
2006-08-29,168.382
2006-08-30,169.325
2006-08-31,169.352
2006-09-01,170.241
2006-09-04,171.342
2006-09-05,171.18
2006-09-06,168.945
2006-09-07,167.221
2006-09-08,167.369
2006-09-11,166.282
2006-09-12,167.826
2006-09-13,168.437
2006-09-14,168.699
2006-09-15,168.56
2006-09-18,169.133
2006-09-19,168.696
2006-09-20,169.165
2006-09-21,169.103
2006-09-22,168.121
2006-09-25,168.311
2006-09-26,169.424
2006-09-27,170.781
2006-09-28,171.225
2006-09-29,170.862
2006-10-02,170.896
2006-10-03,170.385
2006-10-04,171.313
2006-10-05,172.769
2006-10-06,171.853
2006-10-09,172.134
2006-10-10,172.422
2006-10-11,171.983
2006-10-12,173.266
2006-10-13,173.975
2006-10-16,175.043
2006-10-17,174.085
2006-10-18,174.497
2006-10-19,175.244
2006-10-20,175.508
2006-10-23,176.128
2006-10-24,176.249
2006-10-25,177.069
2006-10-26,178.243
2006-10-27,177.322
2006-10-30,176.71
2006-10-31,177.098
2006-11-01,176.717
2006-11-02,176.488
2006-11-03,176.274
2006-11-06,177.947
2006-11-07,179.123
2006-11-08,178.506
2006-11-09,178.047
2006-11-10,178.406
2006-11-13,178.132
2006-11-14,179.262
2006-11-15,179.996
2006-11-16,180.12
2006-11-17,179.526
2006-11-20,179.155
2006-11-21,179.805
2006-11-22,181.431
2006-11-23,181.535
2006-11-24,181.384
2006-11-27,179.401
2006-11-28,179.418
2006-11-29,181.624
2006-11-30,182.33
2006-12-01,182.05
2006-12-04,183.452
2006-12-05,184.218
2006-12-06,184.447
2006-12-07,184.312
2006-12-08,184.297
2006-12-11,183.927
2006-12-12,183.808
2006-12-13,184.206
2006-12-14,185.488
2006-12-15,185.459
2006-12-18,184.946
2006-12-19,184.532
2006-12-20,185.041
2006-12-21,184.431
2006-12-22,183.642
2006-12-25,183.562
2006-12-26,183.759
2006-12-27,185.275
2006-12-28,185.385
2006-12-29,185.208
2007-01-01,185.208
2007-01-02,186.705
2007-01-03,185.901
2007-01-04,185.382
2007-01-05,183.621
2007-01-08,183.822
2007-01-09,183.897
2007-01-10,183.249
2007-01-11,184.834
2007-01-12,186.527
2007-01-15,187.46
2007-01-16,187.11
2007-01-17,187.183
2007-01-18,186.533
2007-01-19,187.087
2007-01-22,186.67
2007-01-23,187.391
2007-01-24,188.711
2007-01-25,187.517
2007-01-26,186.265
2007-01-29,186.332
2007-01-30,187.227
2007-01-31,187.779
2007-02-01,189.448
2007-02-02,189.776
2007-02-05,189.319
2007-02-06,189.85
2007-02-07,190.621
2007-02-08,190.022
2007-02-09,189.52
2007-02-12,188.348
2007-02-13,189.548
2007-02-14,192.043
2007-02-15,192.978
2007-02-16,192.743
2007-02-19,193.115
2007-02-20,193.134
2007-02-21,192.625
2007-02-22,193.027
2007-02-23,193.345
2007-02-26,193.344
2007-02-27,188.096
2007-02-28,186.585
2007-03-01,185.235
2007-03-02,183.813
2007-03-05,180.602
2007-03-06,183.323
2007-03-07,183.798
2007-03-08,185.551
2007-03-09,185.936
2007-03-12,186.814
2007-03-13,184.396
2007-03-14,182.821
2007-03-15,184.787
2007-03-16,184.835
2007-03-19,186.957
2007-03-20,188.148
2007-03-21,190.18
2007-03-22,191.668
2007-03-23,191.736
2007-03-26,191.64
2007-03-27,190.773
2007-03-28,189.667
2007-03-29,190.384
2007-03-30,190.485
2007-04-02,190.92
2007-04-03,192.938
2007-04-04,194.078
2007-04-05,194.708
2007-04-06,194.688
2007-04-09,194.655
2007-04-10,195.731
2007-04-11,195.091
2007-04-12,195.716
2007-04-13,196.422
2007-04-16,198.601
2007-04-17,198.953
2007-04-18,198.804
2007-04-19,197.999
2007-04-20,199.758
2007-04-23,199.552
2007-04-24,199.252
2007-04-25,200.49
2007-04-26,200.352
2007-04-27,200.065
2007-04-30,199.112
2007-05-01,198.813
2007-05-02,200.246
2007-05-03,200.818
2007-05-04,202.05
2007-05-07,203.018
2007-05-08,201.901
2007-05-09,202.87
2007-05-10,200.703
2007-05-11,201.587
2007-05-14,201.487
2007-05-15,201.278
2007-05-16,202.109
2007-05-17,201.784
2007-05-18,202.923
2007-05-21,203.174
2007-05-22,203.582
2007-05-23,204.203
2007-05-24,202.182
2007-05-25,202.617
2007-05-28,202.834
2007-05-29,203.412
2007-05-30,203.727
2007-05-31,205.174
2007-06-01,206.424
2007-06-04,207.147
2007-06-05,206.559
2007-06-06,204.29
2007-06-07,201.548
2007-06-08,201.463
2007-06-11,202.18
2007-06-12,200.796
2007-06-13,202.197
2007-06-14,204.359
2007-06-15,206.551
2007-06-18,206.906
2007-06-19,206.792
2007-06-20,206.024
2007-06-21,206.144
2007-06-22,204.889
2007-06-25,204.087
2007-06-26,203.252
2007-06-27,203.408
2007-06-28,204.536
2007-06-29,205.312
2007-07-02,207.268
2007-07-03,208.461
2007-07-04,209.078
2007-07-05,209.186
2007-07-06,210.198
2007-07-09,211.016
2007-07-10,209.66
2007-07-11,210.06
2007-07-12,212.746
2007-07-13,213.903
2007-07-16,213.586
2007-07-17,213.392
2007-07-18,212.396
2007-07-19,214.187
2007-07-20,213.134
2007-07-23,213.652
2007-07-24,211.233
2007-07-25,209.897
2007-07-26,205.484
2007-07-27,202.14
2007-07-30,203.663
2007-07-31,204.036
2007-08-01,202.138
2007-08-02,203.489
2007-08-03,201.251
2007-08-06,201.834
2007-08-07,202.556
2007-08-08,206.357
2007-08-09,202.635
2007-08-10,199.374
2007-08-13,200.411
2007-08-14,197.475
2007-08-15,194.065
2007-08-16,189.716
2007-08-17,191.87
2007-08-20,193.967
2007-08-21,194.774
2007-08-22,197.699
2007-08-23,199.127
2007-08-24,200.956
2007-08-27,200.98
2007-08-28,197.862
2007-08-29,199.862
2007-08-30,200.92
2007-08-31,204.042
2007-09-03,204.213
2007-09-04,205.367
2007-09-05,203.499
2007-09-06,204.712
2007-09-07,202.165
2007-09-10,200.8
2007-09-11,203.727
2007-09-12,204.246
2007-09-13,205.36
2007-09-14,205.28
2007-09-17,203.633
2007-09-18,206.622
2007-09-19,210.781
2007-09-20,211.251
2007-09-21,211.997
2007-09-24,212.493
2007-09-25,212.473
2007-09-26,213.556
2007-09-27,215.796
2007-09-28,216.324
2007-10-01,218.175
2007-10-02,218.672
2007-10-03,218.002
2007-10-04,217.791
2007-10-05,220.174
2007-10-08,219.557
2007-10-09,221.202
2007-10-10,222.301
2007-10-11,223.127
2007-10-12,223.077
2007-10-15,222.014
2007-10-16,219.774
2007-10-17,220.964
2007-10-18,221.768
2007-10-19,217.978
2007-10-22,215.871
2007-10-23,219.182
2007-10-24,218.391
2007-10-25,219.722
2007-10-26,222.818
2007-10-29,224.97
2007-10-30,223.886
2007-10-31,226.389
2007-11-01,223.647
2007-11-02,223.326
2007-11-05,221.509
2007-11-06,224.054
2007-11-07,221.99
2007-11-08,220.193
2007-11-09,216.911
2007-11-12,212.827
2007-11-13,215.868
2007-11-14,217.422
2007-11-15,214.679
2007-11-16,214.204
2007-11-19,210.881
2007-11-20,212.92
2007-11-21,208.865
2007-11-22,209.536
2007-11-23,211.897
2007-11-26,211.038
2007-11-27,211.527
2007-11-28,215.585
2007-11-29,217.394
2007-11-30,218.194
2007-12-03,217.406
2007-12-04,216.416
2007-12-05,218.827
2007-12-06,220.506
2007-12-07,221.341
2007-12-10,222.394
2007-12-11,219.945
2007-12-12,220.372
2007-12-13,217.395
2007-12-14,214.83
2007-12-17,210.226
2007-12-18,210.69
2007-12-19,210.529
2007-12-20,211.471
2007-12-21,215.023
2007-12-24,216.572
2007-12-25,216.989
2007-12-26,217.883
2007-12-27,217.065
2007-12-28,217.664
2007-12-31,216.804
2008-01-01,216.805
2008-01-02,215.32
2008-01-03,214.924
2008-01-04,210.16
2008-01-07,208.434
2008-01-08,207.727
2008-01-09,208.16
2008-01-10,208.016
2008-01-11,205.498
2008-01-14,207.66
2008-01-15,202.79
2008-01-16,198.083
2008-01-17,195.811
2008-01-18,195.305
2008-01-21,188.918
2008-01-22,187.482
2008-01-23,187.63
2008-01-24,193.755
2008-01-25,194.567
2008-01-28,194.079
2008-01-29,195.965
2008-01-30,194.698
2008-01-31,196.83
2008-02-01,200.26
2008-02-04,200.498
2008-02-05,194.626
2008-02-06,192.767
2008-02-07,191.335
2008-02-08,191.792
2008-02-11,192.361
2008-02-12,195.3
2008-02-13,196.706
2008-02-14,197.517
2008-02-15,196.586
2008-02-18,197.522
2008-02-19,198.739
2008-02-20,197.581
2008-02-21,198.508
2008-02-22,198.572
2008-02-25,201.446
2008-02-26,203.562
2008-02-27,205.448
2008-02-28,204.371
2008-02-29,200.432
2008-03-03,198.418
2008-03-04,197.433
2008-03-05,199.342
2008-03-06,198.205
2008-03-07,195.297
2008-03-10,191.819
2008-03-11,195.145
2008-03-12,196.703
2008-03-13,196.308
2008-03-14,194.077
2008-03-17,189.209
2008-03-18,194.571
2008-03-19,191.246
2008-03-20,190.463
2008-03-21,190.824
2008-03-24,192.902
2008-03-25,197.465
2008-03-26,197.898
2008-03-27,197.38
2008-03-28,196.798
2008-03-31,196.979
2008-04-01,200.283
2008-04-02,202.086
2008-04-03,203.004
2008-04-04,204.449
2008-04-07,205.51
2008-04-08,203.96
2008-04-09,202.906
2008-04-10,203.811
2008-04-11,201.573
2008-04-14,200.223
2008-04-15,201.059
2008-04-16,205.821
2008-04-17,205.205
2008-04-18,207.428
2008-04-21,209.312
2008-04-22,208.142
2008-04-23,208.969
2008-04-24,208.105
2008-04-25,209.53
2008-04-28,209.806
2008-04-29,208.196
2008-04-30,208.384
2008-05-01,209.511
2008-05-02,211.324
2008-05-05,211.652
2008-05-06,213.069
2008-05-07,211.426
2008-05-08,212.425
2008-05-09,210.855
2008-05-12,212.577
2008-05-13,213.122
2008-05-14,213.722
2008-05-15,216.135
2008-05-16,217.962
2008-05-19,218.999
2008-05-20,217.188
2008-05-21,215.226
2008-05-22,215.183
2008-05-23,213.039
2008-05-26,212.148
2008-05-27,212.6
2008-05-28,213.392
2008-05-29,214.16
2008-05-30,215.163
2008-06-02,214.318
2008-06-03,213.372
2008-06-04,212.805
2008-06-05,214.578
2008-06-06,212.258
2008-06-09,211.453
2008-06-10,208.154
2008-06-11,206.098
2008-06-12,205.195
2008-06-13,206.79
2008-06-16,208.227
2008-06-17,208.843
2008-06-18,207.762
2008-06-19,207.182
2008-06-20,204.252
2008-06-23,203.723
2008-06-24,202.632
2008-06-25,203.55
2008-06-26,200.457
2008-06-27,199.7
2008-06-30,200.231
2008-07-01,198.69
2008-07-02,195.459
2008-07-03,194.243
2008-07-04,193.63
2008-07-07,193.993
2008-07-08,193.432
2008-07-09,193.237
2008-07-10,193.205
2008-07-11,192.05
2008-07-14,192.426
2008-07-15,190.275
2008-07-16,191.327
2008-07-17,193.634
2008-07-18,192.782
2008-07-21,194.208
2008-07-22,194.637
2008-07-23,194.965
2008-07-24,192.235
2008-07-25,192.176
2008-07-28,191.015
2008-07-29,191.612
2008-07-30,194.808
2008-07-31,193.89
2008-08-01,191.228
2008-08-04,188.86
2008-08-05,190.511
2008-08-06,192.28
2008-08-07,190.574
2008-08-08,190.524
2008-08-11,191.471
2008-08-12,190.21
2008-08-13,189.08
2008-08-14,190.077
2008-08-15,188.989
2008-08-18,187.992
2008-08-19,185.701
2008-08-20,187.347
2008-08-21,188.109
2008-08-22,189.034
2008-08-25,187.239
2008-08-26,186.767
2008-08-27,188.162
2008-08-28,189.665
2008-08-29,188.977
2008-09-01,187.335
2008-09-02,185.487
2008-09-03,182.962
2008-09-04,178.106
2008-09-05,175.873
2008-09-08,178.777
2008-09-09,173.889
2008-09-10,173.951
2008-09-11,173.9
2008-09-12,177.241
2008-09-15,172.017
2008-09-16,170.107
2008-09-17,165.645
2008-09-18,168.384
2008-09-19,176.701
2008-09-22,174.736
2008-09-23,172.298
2008-09-24,171.593
2008-09-25,173.293
2008-09-26,171.165
2008-09-29,159.975
2008-09-30,162.239
2008-10-01,161.411
2008-10-02,154.424
2008-10-03,153.55
2008-10-06,144.021
2008-10-07,140.503
2008-10-08,135.616
2008-10-09,131.452
2008-10-10,125.151
2008-10-13,137.145
2008-10-14,139.508
2008-10-15,129.343
2008-10-16,126.963
2008-10-17,128.652
2008-10-20,133.451
2008-10-21,130.735
2008-10-22,122.287
2008-10-23,121.038
2008-10-24,115.853
2008-10-27,111.374
2008-10-28,119.57
2008-10-29,123.706
2008-10-30,128.485
2008-10-31,129.491
2008-11-03,130.183
2008-11-04,135.861
2008-11-05,132.855
2008-11-06,125.032
2008-11-07,126.898
2008-11-10,127.769
2008-11-11,122.791
2008-11-12,118.038
2008-11-13,120.627
2008-11-14,118.714
2008-11-17,115.968
2008-11-18,115.824
2008-11-19,111.145
2008-11-20,104.623
2008-11-21,107.708
2008-11-24,114.336
2008-11-25,115.644
2008-11-26,117.557
2008-11-27,118.706
2008-11-28,119.489
2008-12-01,112.245
2008-12-02,113.313
2008-12-03,114.924
2008-12-04,113.036
2008-12-05,113.314
2008-12-08,119.204
2008-12-09,118.57
2008-12-10,120.408
2008-12-11,119.933
2008-12-12,118.915
2008-12-15,120.216
2008-12-16,123.273
2008-12-17,125.303
2008-12-18,124.727
2008-12-19,123.075
2008-12-22,121.124
2008-12-23,120.434
2008-12-24,120.388
2008-12-25,120.467
2008-12-26,120.894
2008-12-29,121.903
2008-12-30,123.756
2008-12-31,124.201
2009-01-01,124.22
2009-01-02,127.618
2009-01-05,128.328
2009-01-06,129.023
2009-01-07,127.645
2009-01-08,127.291
2009-01-09,125.156
2009-01-12,122.419
2009-01-13,121.008
2009-01-14,117.8
2009-01-15,117.075
2009-01-16,119.077
2009-01-19,118.53
2009-01-20,114.181
2009-01-21,115.844
2009-01-22,115.123
2009-01-23,114.502
2009-01-26,116.597
2009-01-27,118.132
2009-01-28,120.745
2009-01-29,118.675
2009-01-30,116.479
2009-02-02,115.094
2009-02-03,117.357
2009-02-04,118.202
2009-02-05,119.107
2009-02-06,121.531
2009-02-09,122.121
2009-02-10,118.9
2009-02-11,118.5
2009-02-12,117.716
2009-02-13,118.145
2009-02-16,117.446
2009-02-17,113.211
2009-02-18,112.678
2009-02-19,112.74
2009-02-20,110.588
2009-02-23,108.779
2009-02-24,109.539
2009-02-25,108.898
2009-02-26,108.325
2009-02-27,107.284
2009-03-02,102.398
2009-03-03,101.601
2009-03-04,104.326
2009-03-05,102.06
2009-03-06,101.78
2009-03-09,100.495
2009-03-10,104.909
2009-03-11,105.969
2009-03-12,107.48
2009-03-13,108.995
2009-03-16,110.047
2009-03-17,111.624
2009-03-18,112.33
2009-03-19,114.577
2009-03-20,113.215
2009-03-23,118.158
2009-03-24,117.751
2009-03-25,118.294
2009-03-26,120.313
2009-03-27,117.929
2009-03-30,114.07
2009-03-31,115.602
2009-04-01,116.872
2009-04-02,121.635
2009-04-03,121.545
2009-04-06,120.888
2009-04-07,118.975
2009-04-08,119.353
2009-04-09,122.141
2009-04-10,122.19
2009-04-13,122.579
2009-04-14,122.235
2009-04-15,122.138
2009-04-16,123.842
2009-04-17,124.024
2009-04-20,120.662
2009-04-21,121.389
2009-04-22,121.562
2009-04-23,122.551
2009-04-24,125.05
2009-04-27,124.278
2009-04-28,123.028
2009-04-29,125.783
2009-04-30,126.846
2009-05-01,127.206
2009-05-04,130.77
2009-05-05,130.866
2009-05-06,131.935
2009-05-07,131.898
2009-05-08,133.805
2009-05-11,133.236
2009-05-12,133.343
2009-05-13,131.063
2009-05-14,130.933
2009-05-15,131.318
2009-05-18,133.445
2009-05-19,135.221
2009-05-20,136.459
2009-05-21,134.192
2009-05-22,134.772
2009-05-25,135.06
2009-05-26,136.819
2009-05-27,136.487
2009-05-28,136.916
2009-05-29,138.966
2009-06-01,142.542
2009-06-02,143.283
2009-06-03,141.298
2009-06-04,141.346
2009-06-05,141.139
2009-06-08,139.912
2009-06-09,140.945
2009-06-10,141.935
2009-06-11,142.944
2009-06-12,142.524
2009-06-15,139.059
2009-06-16,138.032
2009-06-17,137.138
2009-06-18,137.549
2009-06-19,138.495
2009-06-22,135.263
2009-06-23,134.969
2009-06-24,136.991
2009-06-25,138.116
2009-06-26,139.204
2009-06-29,139.868
2009-06-30,138.995
2009-07-01,140.34
2009-07-02,137.37
2009-07-03,137.202
2009-07-06,136.204
2009-07-07,134.868
2009-07-08,133.977
2009-07-09,134.684
2009-07-10,134.035
2009-07-13,134.988
2009-07-14,136.597
2009-07-15,140.327
2009-07-16,141.664
2009-07-17,142.398
2009-07-20,144.471
2009-07-21,145.735
2009-07-22,145.768
2009-07-23,148.246
2009-07-24,148.388
2009-07-27,148.817
2009-07-28,148.553
2009-07-29,147.666
2009-07-30,149.574
2009-07-31,150.438
2009-08-03,153.164
2009-08-04,152.948
2009-08-05,151.776
2009-08-06,151.272
2009-08-07,151.406
2009-08-10,150.948
2009-08-11,149.892
2009-08-12,150.813
2009-08-13,152.553
2009-08-14,151.599
2009-08-17,147.383
2009-08-18,148.876
2009-08-19,149.53
2009-08-20,151.264
2009-08-21,153.33
2009-08-24,154.363
2009-08-25,154.39
2009-08-26,153.825
2009-08-27,153.44
2009-08-28,154.619
2009-08-31,153.381
2009-09-01,151.694
2009-09-02,150.876
2009-09-03,151.676
2009-09-04,153.296
2009-09-07,154.83
2009-09-08,156.975
2009-09-09,157.781
2009-09-10,159.107
2009-09-11,160.044
2009-09-14,159.562
2009-09-15,159.882
2009-09-16,162.268
2009-09-17,162.874
2009-09-18,162.372
2009-09-21,161.423
2009-09-22,163.071
2009-09-23,162.408
2009-09-24,160.535
2009-09-25,159.686
2009-09-28,160.765
2009-09-29,160.777
2009-09-30,161.183
2009-10-01,158.205
2009-10-02,156.58
2009-10-05,157.557
2009-10-06,160.725
2009-10-07,160.966
2009-10-08,163.072
2009-10-09,163.547
2009-10-12,164.237
2009-10-13,163.979
2009-10-14,166.681
2009-10-15,167.346
2009-10-16,166.225
2009-10-19,168.332
2009-10-20,167.769
2009-10-21,167.473
2009-10-22,167.158
2009-10-23,166.262
2009-10-26,164.966
2009-10-27,163.418
2009-10-28,160.135
2009-10-29,162.355
2009-10-30,159.928
2009-11-02,160.273
2009-11-03,159.622
2009-11-04,161.628
2009-11-05,163.287
2009-11-06,164.066
2009-11-09,167.546
2009-11-10,167.511
2009-11-11,168.313
2009-11-12,166.92
2009-11-13,167.847
2009-11-16,170.38
2009-11-17,169.734
2009-11-18,169.818
2009-11-19,167.266
2009-11-20,166.465
2009-11-23,169.122
2009-11-24,168.415
2009-11-25,169.951
2009-11-26,167.755
2009-11-27,166.188
2009-11-30,166.853
2009-12-01,170.336
2009-12-02,170.922
2009-12-03,170.707
2009-12-04,170.318
2009-12-07,169.827
2009-12-08,167.856
2009-12-09,167.555
2009-12-10,168.311
2009-12-11,168.614
2009-12-14,170.165
2009-12-15,169.315
2009-12-16,170.211
2009-12-17,167.147
2009-12-18,167.127
2009-12-21,168.435
2009-12-22,169.175
2009-12-23,170.586
2009-12-24,171.586
2009-12-25,171.526
2009-12-28,172.333
2009-12-29,172.52
2009-12-30,171.722
2009-12-31,171.519
2010-01-01,171.519
2010-01-04,174.516
2010-01-05,174.946
2010-01-06,175.13
2010-01-07,174.692
2010-01-08,175.674
2010-01-11,176.887
2010-01-12,175.704
2010-01-13,175.916
2010-01-14,176.84
2010-01-15,175.294
2010-01-18,175.689
2010-01-19,176.286
2010-01-20,173.353
2010-01-21,170.912
2010-01-22,168.105
2010-01-25,167.843
2010-01-26,166.763
2010-01-27,166.167
2010-01-28,164.632
2010-01-29,163.087
2010-02-01,164.39
2010-02-02,166.481
2010-02-03,166.391
2010-02-04,161.661
2010-02-05,159.68
2010-02-08,159.411
2010-02-09,160.917
2010-02-10,160.899
2010-02-11,162.415
2010-02-12,162.435
2010-02-15,162.516
2010-02-16,164.828
2010-02-17,166.403
2010-02-18,167.097
2010-02-19,166.236
2010-02-22,166.997
2010-02-23,165.544
2010-02-24,165.966
2010-02-25,164.666
2010-02-26,166.113
2010-03-01,167.617
2010-03-02,169.096
2010-03-03,170.294
2010-03-04,169.937
2010-03-05,172.115
2010-03-08,172.967
2010-03-09,172.93
2010-03-10,173.825
2010-03-11,174.046
2010-03-12,174.8
2010-03-15,173.846
2010-03-16,175.418
2010-03-17,176.753
2010-03-18,175.966
2010-03-19,175.076
2010-03-22,175.443
2010-03-23,176.423
2010-03-24,174.958
2010-03-25,175.046
2010-03-26,175.321
2010-03-29,176.59
2010-03-30,176.988
2010-03-31,176.891
2010-04-01,178.75
2010-04-02,178.83
2010-04-05,179.659
2010-04-06,179.701
2010-04-07,179.231
2010-04-08,178.813
2010-04-09,180.502
2010-04-12,181.101
2010-04-13,180.558
2010-04-14,182.509
2010-04-15,182.88
2010-04-16,180.223
2010-04-19,179.041
2010-04-20,180.545
2010-04-21,180.463
2010-04-22,179.689
2010-04-23,180.796
2010-04-26,181.694
2010-04-27,178.198
2010-04-28,176.587
2010-04-29,178.672
2010-04-30,177.549
2010-05-03,177.639
2010-05-04,173.294
2010-05-05,171.181
2010-05-06,167.001
2010-05-07,162.915
2010-05-10,170.642
2010-05-11,169.471
2010-05-12,171.669
2010-05-13,171.119
2010-05-14,167.113
2010-05-17,165.6
2010-05-18,165.128
2010-05-19,162.224
2010-05-20,157.411
2010-05-21,158.668
2010-05-24,157.969
2010-05-25,155.073
2010-05-26,156.392
2010-05-27,160.954
2010-05-28,160.752
2010-05-31,160.96
2010-06-01,159.359
2010-06-02,160.843
2010-06-03,163.014
2010-06-04,158.859
2010-06-07,155.724
2010-06-08,156.099
2010-06-09,156.963
2010-06-10,160.552
2010-06-11,161.447
2010-06-14,163.339
2010-06-15,165.739
2010-06-16,166.347
2010-06-17,166.585
2010-06-18,166.956
2010-06-21,168.314
2010-06-22,166.12
2010-06-23,164.834
2010-06-24,162.963
2010-06-25,162.299
2010-06-28,162.82
2010-06-29,157.547
2010-06-30,156.315
2010-07-01,155.466
2010-07-02,155.624
2010-07-05,155.301
2010-07-06,157.919
2010-07-07,160.391
2010-07-08,162.289
2010-07-09,163.401
2010-07-12,163.507
2010-07-13,165.809
2010-07-14,166.727
2010-07-15,166.72
2010-07-16,163.533
2010-07-19,163.405
2010-07-20,164.374
2010-07-21,163.99
2010-07-22,166.968
2010-07-23,168.278
2010-07-26,169.68
2010-07-27,169.401
2010-07-28,169.249
2010-07-29,168.987
2010-07-30,168.611
2010-08-02,172.429
2010-08-03,172.51
2010-08-04,172.566
2010-08-05,172.572
2010-08-06,172.564
2010-08-09,173.421
2010-08-10,171.42
2010-08-11,166.924
2010-08-12,165.9
2010-08-13,165.741
2010-08-16,166.412
2010-08-17,168.432
2010-08-18,168.656
2010-08-19,167.323
2010-08-20,165.579
2010-08-23,165.186
2010-08-24,162.991
2010-08-25,162.155
2010-08-26,162.734
2010-08-27,164.246
2010-08-30,163.782
2010-08-31,163.105
2010-09-01,167.584
2010-09-02,168.868
2010-09-03,170.599
2010-09-06,171.355
2010-09-07,169.813
2010-09-08,170.464
2010-09-09,171.401
2010-09-10,171.839
2010-09-13,174.327
2010-09-14,175.111
2010-09-15,175.504
2010-09-16,175.19
2010-09-17,175.479
2010-09-20,177.635
2010-09-21,177.455
