Date,NEW ZEALAND SMID VALUE SMID (Small+Mid Cap)
2001-07-26,241.362
2001-07-27,240.584
2001-07-30,241.122
2001-07-31,240.881
2001-08-01,240.898
2001-08-02,240.763
2001-08-03,240.264
2001-08-06,237.218
2001-08-07,237.252
2001-08-08,238.607
2001-08-09,241.968
2001-08-10,243.026
2001-08-13,243.245
2001-08-14,243.05
2001-08-15,245.808
2001-08-16,247.082
2001-08-17,250.471
2001-08-20,246.01
2001-08-21,246.251
2001-08-22,248.825
2001-08-23,248.23
2001-08-24,250.846
2001-08-27,252.423
2001-08-28,251.341
2001-08-29,253.96
2001-08-30,251.183
2001-08-31,246.858
2001-09-03,244.381
2001-09-04,242.079
2001-09-05,242.48
2001-09-06,241.366
2001-09-07,238.709
2001-09-10,232.561
2001-09-11,234.384
2001-09-12,219.307
2001-09-13,219.959
2001-09-14,212.799
2001-09-17,191.794
2001-09-18,197.055
2001-09-19,197.582
2001-09-20,196.009
2001-09-21,189.888
2001-09-24,185.507
2001-09-25,192.343
2001-09-26,194.805
2001-09-27,195.269
2001-09-28,202.33
2001-10-01,201.203
2001-10-02,205.981
2001-10-03,210.576
2001-10-04,210.09
2001-10-05,211.841
2001-10-08,209.975
2001-10-09,208.762
2001-10-10,209.438
2001-10-11,210.698
2001-10-12,213.693
2001-10-15,217.338
2001-10-16,219.133
2001-10-17,220.059
2001-10-18,216.007
2001-10-19,212.629
2001-10-22,212.834
2001-10-23,216.29
2001-10-24,216.882
2001-10-25,217.077
2001-10-26,215.601
2001-10-29,216.17
2001-10-30,216.254
2001-10-31,215.1
2001-11-01,216.802
2001-11-02,217.963
2001-11-05,219.838
2001-11-06,222.428
2001-11-07,220.317
2001-11-08,217.15
2001-11-09,217.029
2001-11-12,218.44
2001-11-13,220.964
2001-11-14,223.603
2001-11-15,220.463
2001-11-16,223.327
2001-11-19,223.064
2001-11-20,226.541
2001-11-21,222.395
2001-11-22,219.961
2001-11-23,219.241
2001-11-26,221.621
2001-11-27,226.784
2001-11-28,228.513
2001-11-29,228.197
2001-11-30,227.328
2001-12-03,220.944
2001-12-04,218.81
2001-12-05,224.658
2001-12-06,228.935
2001-12-07,228.507
2001-12-10,226.584
2001-12-11,227.363
2001-12-12,229.646
2001-12-13,229.528
2001-12-14,226.064
2001-12-17,226.388
2001-12-18,224.037
2001-12-19,224.8
2001-12-20,220.974
2001-12-21,222.845
2001-12-24,223.831
2001-12-25,223.831
2001-12-26,223.993
2001-12-27,225.038
2001-12-28,225.886
2001-12-31,228.222
2002-01-01,228.222
2002-01-02,230.524
2002-01-03,234.396
2002-01-04,237.362
2002-01-07,238.848
2002-01-08,239.255
2002-01-09,237.327
2002-01-10,238.306
2002-01-11,237.232
2002-01-14,235.02
2002-01-15,236.413
2002-01-16,233.875
2002-01-17,232.816
2002-01-18,234.776
2002-01-21,236.481
2002-01-22,240.571
2002-01-23,241.119
2002-01-24,239.893
2002-01-25,241.163
2002-01-28,238.822
2002-01-29,240.911
2002-01-30,234.844
2002-01-31,236.235
2002-02-01,236.83
2002-02-04,237.558
2002-02-05,236.938
2002-02-06,237.136
2002-02-07,235.862
2002-02-08,236.557
2002-02-11,237.631
2002-02-12,236.33
2002-02-13,236.144
2002-02-14,237.52
2002-02-15,237.104
2002-02-18,237.427
2002-02-19,238.608
2002-02-20,239.519
2002-02-21,237.921
2002-02-22,241.412
2002-02-25,239.708
2002-02-26,240.505
2002-02-27,241.249
2002-02-28,242.59
2002-03-01,243.543
2002-03-04,244.285
2002-03-05,244.869
2002-03-06,244.782
2002-03-07,248.394
2002-03-08,246.164
2002-03-11,246.411
2002-03-12,248.211
2002-03-13,245.959
2002-03-14,245.391
2002-03-15,249.363
2002-03-18,247.953
2002-03-19,246.497
2002-03-20,253.409
2002-03-21,251.579
2002-03-22,251.667
2002-03-25,250.358
2002-03-26,248.899
2002-03-27,247.864
2002-03-28,251.358
2002-03-29,251.358
2002-04-01,252.5
2002-04-02,252.754
2002-04-03,248.458
2002-04-04,248.181
2002-04-05,247.866
2002-04-08,244.332
2002-04-09,245.445
2002-04-10,246.423
2002-04-11,249.855
2002-04-12,248.915
2002-04-15,248.651
2002-04-16,247.168
2002-04-17,251.084
2002-04-18,252.367
2002-04-19,251.365
2002-04-22,251.544
2002-04-23,252.042
2002-04-24,251.622
2002-04-25,253.704
2002-04-26,252.477
2002-04-29,252.411
2002-04-30,251.855
2002-05-01,255.912
2002-05-02,253.873
2002-05-03,255.464
2002-05-06,253.556
2002-05-07,253.828
2002-05-08,254.655
2002-05-09,252.773
2002-05-10,255.652
2002-05-13,255.978
2002-05-14,256.183
2002-05-15,262.212
2002-05-16,263.613
2002-05-17,267.559
2002-05-20,268.694
2002-05-21,268.124
2002-05-22,271.091
2002-05-23,274.913
2002-05-24,275.534
2002-05-27,277.448
2002-05-28,281.128
2002-05-29,285.366
2002-05-30,288.364
2002-05-31,286.635
2002-06-03,290.704
2002-06-04,293.953
2002-06-05,288.992
2002-06-06,293.048
2002-06-07,293.793
2002-06-10,293.275
2002-06-11,293.122
2002-06-12,292.747
2002-06-13,293.066
2002-06-14,289.533
2002-06-17,291.217
2002-06-18,295.672
2002-06-19,295.669
2002-06-20,295.999
2002-06-21,295.706
2002-06-24,289.715
2002-06-25,286.14
2002-06-26,278.539
2002-06-27,281.984
2002-06-28,279.797
2002-07-01,280.126
2002-07-02,281.612
2002-07-03,280.604
2002-07-04,275.88
2002-07-05,279.83
2002-07-08,285.543
2002-07-09,284.937
2002-07-10,285.409
2002-07-11,276.352
2002-07-12,280.116
2002-07-15,277.418
2002-07-16,278.062
2002-07-17,272.836
2002-07-18,275.908
2002-07-19,278.674
2002-07-22,269.138
2002-07-23,265.783
2002-07-24,253.853
2002-07-25,256.956
2002-07-26,250.822
2002-07-29,257.479
2002-07-30,261.909
2002-07-31,257.813
2002-08-01,256.255
2002-08-02,254.358
2002-08-05,254.787
2002-08-06,248.981
2002-08-07,254.018
2002-08-08,255.637
2002-08-09,259.925
2002-08-12,263.274
2002-08-13,262.544
2002-08-14,261.929
2002-08-15,263.599
2002-08-16,263.682
2002-08-19,264.786
2002-08-20,265.216
2002-08-21,262.198
2002-08-22,265.075
2002-08-23,265.984
2002-08-26,266.25
2002-08-27,269.238
2002-08-28,269.316
2002-08-29,268.628
2002-08-30,268.416
2002-09-02,270.731
2002-09-03,272.52
2002-09-04,267.922
2002-09-05,267.067
2002-09-06,265.518
2002-09-09,264.834
2002-09-10,265.089
2002-09-11,267.905
2002-09-12,272.203
2002-09-13,270.095
2002-09-16,267.675
2002-09-17,268.181
2002-09-18,267.115
2002-09-19,268.263
2002-09-20,265.807
2002-09-23,262.99
2002-09-24,261.312
2002-09-25,260.355
2002-09-26,263.589
2002-09-27,262.648
2002-09-30,264.466
2002-10-01,265.671
2002-10-02,269.631
2002-10-03,270.061
2002-10-04,268.716
2002-10-07,271.758
2002-10-08,271.457
2002-10-09,272.936
2002-10-10,269.59
2002-10-11,273.054
2002-10-14,274.25
2002-10-15,273.699
2002-10-16,272.498
2002-10-17,273.618
2002-10-18,276.156
2002-10-21,278.653
2002-10-22,282.346
2002-10-23,283.212
2002-10-24,281.309
2002-10-25,280.616
2002-10-28,281.885
2002-10-29,278.822
2002-10-30,278.259
2002-10-31,282.148
2002-11-01,287.869
2002-11-04,288.714
2002-11-05,275.502
2002-11-06,279.38
2002-11-07,276.683
2002-11-08,277.333
2002-11-11,274.679
2002-11-12,275.97
2002-11-13,279.16
2002-11-14,281.008
2002-11-15,280.062
2002-11-18,280.319
2002-11-19,278.574
2002-11-20,277.867
2002-11-21,278.122
2002-11-22,278.651
2002-11-25,275.778
2002-11-26,274.958
2002-11-27,272.462
2002-11-28,276.439
2002-11-29,278.989
2002-12-02,279.548
2002-12-03,279.263
2002-12-04,279.381
2002-12-05,280.085
2002-12-06,279.735
2002-12-09,279.708
2002-12-10,279.387
2002-12-11,281.056
2002-12-12,283.647
2002-12-13,288.068
2002-12-16,288.117
2002-12-17,293.03
2002-12-18,290.348
2002-12-19,290.307
2002-12-20,291.482
2002-12-23,295.222
2002-12-24,296.201
2002-12-25,296.201
2002-12-26,296.516
2002-12-27,297.485
2002-12-30,301.438
2002-12-31,300.791
2003-01-01,300.791
2003-01-02,301.136
2003-01-03,302.601
2003-01-06,311.115
2003-01-07,313.342
2003-01-08,312.297
2003-01-09,312.812
2003-01-10,317.663
2003-01-13,320.95
2003-01-14,319.61
2003-01-15,323.788
2003-01-16,326.515
2003-01-17,330.946
2003-01-20,330.17
2003-01-21,324.002
2003-01-22,321.306
2003-01-23,325.464
2003-01-24,330.931
2003-01-27,330.576
2003-01-28,327.314
2003-01-29,328.744
2003-01-30,324.888
2003-01-31,323.61
2003-02-03,323.117
2003-02-04,329.953
2003-02-05,330.35
2003-02-06,330.44
2003-02-07,327.286
2003-02-10,332.999
2003-02-11,330.469
2003-02-12,327.042
2003-02-13,325.552
2003-02-14,323.339
2003-02-17,327.563
2003-02-18,324.733
2003-02-19,327.791
2003-02-20,327.033
2003-02-21,327.027
2003-02-24,328.697
2003-02-25,326.516
2003-02-26,325.566
2003-02-27,324.003
2003-02-28,324.426
2003-03-03,330.206
2003-03-04,331.77
2003-03-05,335.773
2003-03-06,333.288
2003-03-07,330.459
2003-03-10,328.885
2003-03-11,322.686
2003-03-12,321.054
2003-03-13,316.725
2003-03-14,321.855
2003-03-17,321.465
2003-03-18,322.241
2003-03-19,320.017
2003-03-20,320.579
2003-03-21,318.475
2003-03-24,322.608
2003-03-25,319.32
2003-03-26,318.968
2003-03-27,321.462
2003-03-28,320.128
2003-03-31,324.121
2003-04-01,321.242
2003-04-02,319.536
2003-04-03,319.102
2003-04-04,316.428
2003-04-07,315.587
2003-04-08,314.005
2003-04-09,314.611
2003-04-10,313.408
2003-04-11,313.26
2003-04-14,314.495
2003-04-15,319.803
2003-04-16,320.313
2003-04-17,320.643
2003-04-18,320.643
2003-04-21,319.607
2003-04-22,320.918
2003-04-23,321.134
2003-04-24,322.066
2003-04-25,320.963
2003-04-28,320.759
2003-04-29,320.4
2003-04-30,324.119
2003-05-01,325.549
2003-05-02,322.394
2003-05-05,325.467
2003-05-06,329.392
2003-05-07,327.411
2003-05-08,329.892
2003-05-09,329.824
2003-05-12,331.263
2003-05-13,332.672
2003-05-14,333.591
2003-05-15,334.297
2003-05-16,342.098
2003-05-19,344.228
2003-05-20,342.136
2003-05-21,333.215
2003-05-22,336.125
2003-05-23,337.042
2003-05-26,340.377
2003-05-27,343.431
2003-05-28,337.933
2003-05-29,340.719
2003-05-30,342.691
2003-06-02,344.501
2003-06-03,346.424
2003-06-04,348.676
2003-06-05,352.912
2003-06-06,353.454
2003-06-09,353.679
2003-06-10,354.886
2003-06-11,353.323
2003-06-12,352.402
2003-06-13,353.462
2003-06-16,355.478
2003-06-17,358.324
2003-06-18,359.84
2003-06-19,361.484
2003-06-20,363.528
2003-06-23,363.126
2003-06-24,361.067
2003-06-25,362.235
2003-06-26,359.959
2003-06-27,358.536
2003-06-30,367.541
2003-07-01,369.553
2003-07-02,370.734
2003-07-03,372.865
2003-07-04,372.166
2003-07-07,372.775
2003-07-08,368.178
2003-07-09,357.941
2003-07-10,359.226
2003-07-11,360.965
2003-07-14,361.716
2003-07-15,356.487
2003-07-16,356.361
2003-07-17,353.546
2003-07-18,345.875
2003-07-21,350.532
2003-07-22,350.111
2003-07-23,357.132
2003-07-24,366.984
2003-07-25,367.888
2003-07-28,370.51
2003-07-29,371.078
2003-07-30,364.194
2003-07-31,362.703
2003-08-01,368.699
2003-08-04,366.92
2003-08-05,364.594
2003-08-06,363.496
2003-08-07,363.898
2003-08-08,370.989
2003-08-11,375.908
2003-08-12,375.532
2003-08-13,376.469
2003-08-14,375.71
2003-08-15,377.302
2003-08-18,378.012
2003-08-19,377.304
2003-08-20,377.989
2003-08-21,371.742
2003-08-22,371.658
2003-08-25,373.523
2003-08-26,370.572
2003-08-27,365.89
2003-08-28,367.432
2003-08-29,372.497
2003-09-01,371.73
2003-09-02,364.755
2003-09-03,363.012
2003-09-04,361.053
2003-09-05,366.286
2003-09-08,368.0
2003-09-09,373.541
2003-09-10,371.71
2003-09-11,371.92
2003-09-12,371.661
2003-09-15,375.776
2003-09-16,374.172
2003-09-17,372.975
2003-09-18,377.147
2003-09-19,379.104
2003-09-22,384.516
2003-09-23,382.27
2003-09-24,383.461
2003-09-25,385.396
2003-09-26,382.805
2003-09-29,381.665
2003-09-30,389.387
2003-10-01,391.859
2003-10-02,395.171
2003-10-03,395.526
2003-10-06,395.523
2003-10-07,397.242
2003-10-08,396.918
2003-10-09,399.413
2003-10-10,397.386
2003-10-13,395.083
2003-10-14,393.957
2003-10-15,395.489
2003-10-16,397.764
2003-10-17,401.597
2003-10-20,402.315
2003-10-21,406.446
2003-10-22,407.886
2003-10-23,407.909
2003-10-24,409.36
2003-10-27,409.863
2003-10-28,412.26
2003-10-29,415.632
2003-10-30,416.735
2003-10-31,416.482
2003-11-03,416.84
2003-11-04,416.168
2003-11-05,419.792
2003-11-06,412.753
2003-11-07,412.33
2003-11-10,417.477
2003-11-11,424.082
2003-11-12,421.853
2003-11-13,423.774
2003-11-14,423.07
2003-11-17,421.927
2003-11-18,425.839
2003-11-19,430.952
2003-11-20,436.313
2003-11-21,431.215
2003-11-24,428.61
2003-11-25,426.792
2003-11-26,432.115
2003-11-27,427.091
2003-11-28,427.731
2003-12-01,431.318
2003-12-02,435.847
2003-12-03,436.826
2003-12-04,436.315
2003-12-05,433.565
2003-12-08,433.395
2003-12-09,434.043
2003-12-10,435.237
2003-12-11,432.012
2003-12-12,437.458
2003-12-15,440.667
2003-12-16,442.428
2003-12-17,440.81
2003-12-18,441.3
2003-12-19,439.151
2003-12-22,440.813
2003-12-23,441.476
2003-12-24,448.34
2003-12-25,448.34
2003-12-26,448.791
2003-12-29,449.745
2003-12-30,459.533
2003-12-31,460.755
2004-01-01,460.755
2004-01-02,461.878
2004-01-05,469.783
2004-01-06,475.772
2004-01-07,475.421
2004-01-08,472.953
2004-01-09,481.108
2004-01-12,483.434
2004-01-13,484.777
2004-01-14,480.893
2004-01-15,476.827
2004-01-16,471.922
2004-01-19,466.357
2004-01-20,477.048
2004-01-21,484.647
2004-01-22,485.638
2004-01-23,488.961
2004-01-26,485.558
2004-01-27,491.808
2004-01-28,489.068
2004-01-29,473.714
2004-01-30,466.128
2004-02-02,464.933
2004-02-03,469.845
2004-02-04,469.871
2004-02-05,475.386
2004-02-06,477.249
2004-02-09,482.445
2004-02-10,488.522
2004-02-11,483.961
2004-02-12,485.261
2004-02-13,490.6
2004-02-16,492.884
2004-02-17,491.848
2004-02-18,492.484
2004-02-19,487.06
2004-02-20,477.197
2004-02-23,474.095
2004-02-24,478.891
2004-02-25,482.3
2004-02-26,478.652
2004-02-27,481.979
2004-03-01,485.916
2004-03-02,487.149
2004-03-03,480.609
2004-03-04,480.983
2004-03-05,485.038
2004-03-08,485.878
2004-03-09,490.909
2004-03-10,477.364
2004-03-11,461.903
2004-03-12,462.774
2004-03-15,458.481
2004-03-16,468.682
2004-03-17,467.956
2004-03-18,475.294
2004-03-19,477.433
2004-03-22,481.828
2004-03-23,485.917
2004-03-24,483.602
2004-03-25,483.177
2004-03-26,493.622
2004-03-29,494.394
2004-03-30,501.898
2004-03-31,507.579
2004-04-01,509.866
2004-04-02,506.49
2004-04-05,500.712
2004-04-06,513.015
2004-04-07,515.684
2004-04-08,514.682
2004-04-09,514.682
2004-04-12,517.497
2004-04-13,510.588
2004-04-14,496.952
2004-04-15,502.207
2004-04-16,505.662
2004-04-19,509.378
2004-04-20,503.175
2004-04-21,495.695
2004-04-22,488.878
2004-04-23,492.212
2004-04-26,491.047
2004-04-27,492.65
2004-04-28,488.522
2004-04-29,484.371
2004-04-30,486.863
2004-05-03,483.879
2004-05-04,490.506
2004-05-05,489.11
2004-05-06,484.694
2004-05-07,468.852
2004-05-10,453.471
2004-05-11,448.739
2004-05-12,457.608
2004-05-13,449.717
2004-05-14,452.155
2004-05-17,455.871
2004-05-18,453.997
2004-05-19,467.033
2004-05-20,459.864
2004-05-21,462.107
2004-05-24,461.332
2004-05-25,460.523
2004-05-26,464.411
2004-05-27,479.767
2004-05-28,474.684
2004-05-31,475.835
2004-06-01,478.144
2004-06-02,473.987
2004-06-03,474.759
2004-06-04,471.358
2004-06-07,478.51
2004-06-08,478.399
2004-06-09,471.285
2004-06-10,478.558
2004-06-11,475.44
2004-06-14,472.74
2004-06-15,471.312
2004-06-16,471.648
2004-06-17,469.374
2004-06-18,474.222
2004-06-21,474.902
2004-06-22,478.171
2004-06-23,480.264
2004-06-24,486.316
2004-06-25,490.955
2004-06-28,494.802
2004-06-29,486.731
2004-06-30,494.673
2004-07-01,498.606
2004-07-02,504.048
2004-07-05,503.401
2004-07-06,507.187
2004-07-07,516.262
2004-07-08,516.209
2004-07-09,516.427
2004-07-12,519.309
2004-07-13,516.957
2004-07-14,511.641
2004-07-15,508.639
2004-07-16,518.21
2004-07-19,521.124
2004-07-20,521.785
2004-07-21,508.003
2004-07-22,511.594
2004-07-23,505.479
2004-07-26,507.19
2004-07-27,505.41
2004-07-28,503.594
2004-07-29,508.373
2004-07-30,515.318
2004-08-02,517.529
2004-08-03,522.688
2004-08-04,523.614
2004-08-05,522.736
2004-08-06,524.782
2004-08-09,524.41
2004-08-10,526.499
2004-08-11,530.979
2004-08-12,541.477
2004-08-13,547.965
2004-08-16,548.347
2004-08-17,544.636
2004-08-18,542.249
2004-08-19,547.349
2004-08-20,549.337
2004-08-23,546.6
2004-08-24,534.319
2004-08-25,530.513
2004-08-26,528.786
2004-08-27,531.24
2004-08-30,531.433
2004-08-31,533.861
2004-09-01,533.287
2004-09-02,523.03
2004-09-03,523.663
2004-09-06,527.837
2004-09-07,529.114
2004-09-08,529.231
2004-09-09,540.767
2004-09-10,552.125
2004-09-13,543.275
2004-09-14,548.234
2004-09-15,543.21
2004-09-16,545.91
2004-09-17,543.181
2004-09-20,545.761
2004-09-21,553.758
2004-09-22,554.265
2004-09-23,559.405
2004-09-24,560.449
2004-09-27,559.223
2004-09-28,564.801
2004-09-29,564.683
2004-09-30,574.477
2004-10-01,574.155
2004-10-04,571.32
2004-10-05,575.082
2004-10-06,577.743
2004-10-07,579.418
2004-10-08,586.145
2004-10-11,589.461
2004-10-12,584.965
2004-10-13,578.834
2004-10-14,584.943
2004-10-15,583.262
2004-10-18,581.918
2004-10-19,580.392
2004-10-20,580.136
2004-10-21,577.716
2004-10-22,577.031
2004-10-25,583.099
2004-10-26,577.349
2004-10-27,578.621
2004-10-28,573.112
2004-10-29,574.151
2004-11-01,578.249
2004-11-02,583.022
2004-11-03,585.063
2004-11-04,588.711
2004-11-05,586.926
2004-11-08,587.225
2004-11-09,594.741
2004-11-10,587.905
2004-11-11,590.485
2004-11-12,599.071
2004-11-15,606.59
2004-11-16,606.082
2004-11-17,608.949
2004-11-18,607.326
2004-11-19,616.768
2004-11-22,616.093
2004-11-23,619.609
2004-11-24,620.841
2004-11-25,632.973
2004-11-26,634.716
2004-11-29,634.907
2004-11-30,635.545
2004-12-01,635.947
2004-12-02,639.546
2004-12-03,639.506
2004-12-06,637.562
2004-12-07,633.93
2004-12-08,615.893
2004-12-09,612.78
2004-12-10,612.431
2004-12-13,620.108
2004-12-14,620.132
2004-12-15,627.283
2004-12-16,620.868
2004-12-17,621.327
2004-12-20,626.787
2004-12-21,621.808
2004-12-22,627.467
2004-12-23,627.146
2004-12-24,631.614
2004-12-27,633.728
2004-12-28,635.709
2004-12-29,633.776
2004-12-30,637.111
2004-12-31,645.203
2005-01-03,637.565
2005-01-04,630.062
2005-01-05,631.228
2005-01-06,625.074
2005-01-07,625.584
2005-01-10,621.816
2005-01-11,625.656
2005-01-12,628.656
2005-01-13,627.74
2005-01-14,621.186
2005-01-17,616.965
2005-01-18,619.851
2005-01-19,625.227
2005-01-20,625.356
2005-01-21,635.807
2005-01-24,640.134
2005-01-25,640.308
2005-01-26,650.427
2005-01-27,648.049
2005-01-28,646.669
2005-01-31,642.306
2005-02-01,645.395
2005-02-02,641.902
2005-02-03,636.509
2005-02-04,641.055
2005-02-07,639.245
2005-02-08,634.973
2005-02-09,644.472
2005-02-10,651.778
2005-02-11,652.042
2005-02-14,657.863
2005-02-15,655.463
2005-02-16,654.141
2005-02-17,656.008
2005-02-18,658.125
2005-02-21,663.669
2005-02-22,667.086
2005-02-23,660.526
2005-02-24,658.69
2005-02-25,654.77
2005-02-28,669.285
2005-03-01,663.344
2005-03-02,664.111
2005-03-03,665.939
2005-03-04,674.775
2005-03-07,673.692
2005-03-08,680.175
2005-03-09,675.178
2005-03-10,671.058
2005-03-11,665.774
2005-03-14,663.143
2005-03-15,668.518
2005-03-16,673.032
2005-03-17,664.455
2005-03-18,663.103
2005-03-21,659.098
2005-03-22,657.474
2005-03-23,638.638
2005-03-24,626.255
2005-03-25,626.255
2005-03-28,620.389
2005-03-29,615.115
2005-03-30,613.373
2005-03-31,616.015
2005-04-01,609.598
2005-04-04,603.815
2005-04-05,607.896
2005-04-06,614.284
2005-04-07,617.534
2005-04-08,618.047
2005-04-11,620.255
2005-04-12,620.038
2005-04-13,623.147
2005-04-14,619.137
2005-04-15,606.92
2005-04-18,588.274
2005-04-19,596.361
2005-04-20,595.849
2005-04-21,594.144
2005-04-22,597.259
2005-04-25,594.404
2005-04-26,591.296
2005-04-27,595.138
2005-04-28,599.061
2005-04-29,603.823
2005-05-02,604.904
2005-05-03,605.333
2005-05-04,605.622
2005-05-05,600.866
2005-05-06,598.162
2005-05-09,591.201
2005-05-10,598.549
2005-05-11,597.526
2005-05-12,591.113
2005-05-13,589.505
2005-05-16,584.122
2005-05-17,587.819
2005-05-18,590.498
2005-05-19,593.178
2005-05-20,593.009
2005-05-23,603.842
2005-05-24,608.786
2005-05-25,609.839
2005-05-26,602.042
2005-05-27,607.745
2005-05-30,608.878
2005-05-31,600.495
2005-06-01,588.995
2005-06-02,596.206
2005-06-03,600.978
2005-06-06,606.927
2005-06-07,610.138
2005-06-08,615.438
2005-06-09,614.72
2005-06-10,610.168
2005-06-13,606.694
2005-06-14,613.997
2005-06-15,619.206
2005-06-16,629.145
2005-06-17,635.362
2005-06-20,630.573
2005-06-21,631.39
2005-06-22,630.744
2005-06-23,624.229
2005-06-24,615.961
2005-06-27,628.894
2005-06-28,628.374
2005-06-29,634.217
2005-06-30,645.872
2005-07-01,629.263
2005-07-04,624.266
2005-07-05,620.227
2005-07-06,621.603
2005-07-07,617.445
2005-07-08,615.525
2005-07-11,623.851
2005-07-12,634.498
2005-07-13,625.603
2005-07-14,628.905
2005-07-15,626.622
2005-07-18,635.394
2005-07-19,628.733
2005-07-20,630.077
2005-07-21,638.514
2005-07-22,640.781
2005-07-25,639.601
2005-07-26,642.157
2005-07-27,646.48
2005-07-28,653.451
2005-07-29,658.31
2005-08-01,661.777
2005-08-02,662.026
2005-08-03,667.124
2005-08-04,665.274
2005-08-05,661.456
2005-08-08,663.215
2005-08-09,661.241
2005-08-10,664.647
2005-08-11,673.303
2005-08-12,676.342
2005-08-15,673.616
2005-08-16,675.431
2005-08-17,686.703
2005-08-18,680.304
2005-08-19,677.288
2005-08-22,684.049
2005-08-23,682.19
2005-08-24,682.303
2005-08-25,678.863
2005-08-26,675.651
2005-08-29,670.753
2005-08-30,667.298
2005-08-31,670.949
2005-09-01,683.509
2005-09-02,686.154
2005-09-05,689.609
2005-09-06,683.681
2005-09-07,683.94
2005-09-08,686.417
2005-09-09,690.801
2005-09-12,685.708
2005-09-13,684.294
2005-09-14,699.171
2005-09-15,698.402
2005-09-16,699.327
2005-09-19,692.988
2005-09-20,691.448
2005-09-21,691.192
2005-09-22,680.763
2005-09-23,673.491
2005-09-26,673.246
2005-09-27,674.767
2005-09-28,679.634
2005-09-29,682.96
2005-09-30,691.265
2005-10-03,690.615
2005-10-04,697.932
2005-10-05,694.755
2005-10-06,688.145
2005-10-07,690.175
2005-10-10,693.153
2005-10-11,689.063
2005-10-12,696.599
2005-10-13,677.115
2005-10-14,683.788
2005-10-17,687.395
2005-10-18,680.999
2005-10-19,675.607
2005-10-20,677.196
2005-10-21,668.298
2005-10-24,668.726
2005-10-25,678.229
2005-10-26,679.997
2005-10-27,679.102
2005-10-28,678.922
2005-10-31,675.185
2005-11-01,674.079
2005-11-02,666.15
2005-11-03,666.608
2005-11-04,659.234
2005-11-07,657.4
