Date,SWITZERLAND SMALL CAP Small Cap
2005-11-10,158.888
2005-11-11,159.138
2005-11-14,158.412
2005-11-15,157.872
2005-11-16,155.759
2005-11-17,156.921
2005-11-18,156.41
2005-11-21,157.189
2005-11-22,157.813
2005-11-23,158.486
2005-11-24,158.536
2005-11-25,158.558
2005-11-28,158.207
2005-11-29,157.88
2005-11-30,157.684
2005-12-01,157.427
2005-12-02,159.065
2005-12-05,159.916
2005-12-06,160.423
2005-12-07,160.084
2005-12-08,161.696
2005-12-09,161.889
2005-12-12,163.195
2005-12-13,162.979
2005-12-14,164.225
2005-12-15,162.712
2005-12-16,163.477
2005-12-19,162.489
2005-12-20,161.446
2005-12-21,161.14
2005-12-22,161.533
2005-12-23,161.341
2005-12-26,161.341
2005-12-27,161.9
2005-12-28,163.55
2005-12-29,163.534
2005-12-30,164.228
2006-01-02,164.228
2006-01-03,169.246
2006-01-04,172.379
2006-01-05,174.325
2006-01-06,176.665
2006-01-09,176.054
2006-01-10,174.923
2006-01-11,177.583
2006-01-12,177.957
2006-01-13,178.137
2006-01-16,179.308
2006-01-17,177.849
2006-01-18,177.585
2006-01-19,177.422
2006-01-20,176.566
2006-01-23,178.871
2006-01-24,178.939
2006-01-25,179.47
2006-01-26,180.014
2006-01-27,181.154
2006-01-30,180.441
2006-01-31,181.693
2006-02-01,181.983
2006-02-02,182.532
2006-02-03,181.309
2006-02-06,181.708
2006-02-07,181.479
2006-02-08,181.71
2006-02-09,182.089
2006-02-10,181.787
2006-02-13,182.358
2006-02-14,182.701
2006-02-15,182.516
2006-02-16,182.897
2006-02-17,183.103
2006-02-20,185.719
2006-02-21,185.731
2006-02-22,185.424
2006-02-23,186.992
2006-02-24,187.097
2006-02-27,186.652
2006-02-28,187.255
2006-03-01,188.6
2006-03-02,190.085
2006-03-03,190.629
2006-03-06,191.413
2006-03-07,186.082
2006-03-08,185.379
2006-03-09,186.226
2006-03-10,185.467
2006-03-13,188.149
2006-03-14,189.715
2006-03-15,191.413
2006-03-16,192.09
2006-03-17,193.236
2006-03-20,195.178
2006-03-21,194.064
2006-03-22,194.585
2006-03-23,192.65
2006-03-24,193.988
2006-03-27,195.13
2006-03-28,196.229
2006-03-29,194.619
2006-03-30,197.081
2006-03-31,195.824
2006-04-03,196.891
2006-04-04,200.504
2006-04-05,201.697
2006-04-06,201.659
2006-04-07,200.248
2006-04-10,199.446
2006-04-11,198.436
2006-04-12,198.214
2006-04-13,198.667
2006-04-14,198.667
2006-04-17,202.276
2006-04-18,201.989
2006-04-19,203.473
2006-04-20,203.297
2006-04-21,204.906
2006-04-24,204.695
2006-04-25,204.36
2006-04-26,205.665
2006-04-27,207.522
2006-04-28,209.825
2006-05-01,211.073
2006-05-02,212.328
2006-05-03,213.222
2006-05-04,215.645
2006-05-05,217.631
2006-05-08,218.233
2006-05-09,219.49
2006-05-10,219.039
2006-05-11,221.075
2006-05-12,218.769
2006-05-15,213.65
2006-05-16,211.71
2006-05-17,205.209
2006-05-18,201.402
2006-05-19,199.722
2006-05-22,193.998
2006-05-23,197.213
2006-05-24,193.926
2006-05-25,193.926
2006-05-26,196.238
2006-05-29,199.46
2006-05-30,197.545
2006-05-31,199.042
2006-06-01,197.275
2006-06-02,201.881
2006-06-05,202.258
2006-06-06,195.67
2006-06-07,193.99
2006-06-08,187.469
2006-06-09,191.044
2006-06-12,187.583
2006-06-13,183.962
2006-06-14,184.609
2006-06-15,189.242
2006-06-16,188.289
2006-06-19,187.288
2006-06-20,187.487
2006-06-21,188.585
2006-06-22,189.019
2006-06-23,187.912
2006-06-26,188.18
2006-06-27,188.014
2006-06-28,187.135
2006-06-29,189.984
2006-06-30,196.718
2006-07-03,198.7
2006-07-04,198.801
2006-07-05,196.478
2006-07-06,198.193
2006-07-07,198.903
2006-07-10,197.644
2006-07-11,198.005
2006-07-12,197.021
2006-07-13,195.515
2006-07-14,193.192
2006-07-17,189.104
2006-07-18,186.916
2006-07-19,189.954
2006-07-20,192.427
2006-07-21,191.883
2006-07-24,192.006
2006-07-25,191.904
2006-07-26,192.972
2006-07-27,196.136
2006-07-28,196.877
2006-07-31,197.67
2006-08-01,196.958
2006-08-02,199.665
2006-08-03,198.742
2006-08-04,201.149
2006-08-07,199.909
2006-08-08,199.781
2006-08-09,200.822
2006-08-10,197.725
2006-08-11,197.697
2006-08-14,197.84
2006-08-15,199.264
2006-08-16,201.576
2006-08-17,202.169
2006-08-18,201.131
2006-08-21,202.594
2006-08-22,201.725
2006-08-23,202.087
2006-08-24,201.774
2006-08-25,201.563
2006-08-28,202.493
2006-08-29,203.815
2006-08-30,206.165
2006-08-31,206.449
2006-09-01,207.014
2006-09-04,207.815
2006-09-05,206.521
2006-09-06,205.804
2006-09-07,203.024
2006-09-08,202.702
2006-09-11,202.622
2006-09-12,203.315
2006-09-13,203.474
2006-09-14,204.528
2006-09-15,203.118
2006-09-18,204.607
2006-09-19,205.393
2006-09-20,206.386
2006-09-21,207.06
2006-09-22,208.759
2006-09-25,209.742
2006-09-26,210.172
2006-09-27,211.27
2006-09-28,211.371
2006-09-29,210.679
2006-10-02,211.823
2006-10-03,211.664
2006-10-04,211.455
2006-10-05,211.533
2006-10-06,210.016
2006-10-09,210.492
2006-10-10,210.679
2006-10-11,210.381
2006-10-12,211.813
2006-10-13,212.424
2006-10-16,213.952
2006-10-17,214.38
2006-10-18,214.54
2006-10-19,216.671
2006-10-20,217.288
2006-10-23,215.571
2006-10-24,215.342
2006-10-25,217.082
2006-10-26,218.649
2006-10-27,220.704
2006-10-30,220.135
2006-10-31,220.982
2006-11-01,222.225
2006-11-02,222.01
2006-11-03,221.242
2006-11-06,221.555
2006-11-07,223.981
2006-11-08,223.268
2006-11-09,224.074
2006-11-10,225.296
2006-11-13,223.619
2006-11-14,224.164
2006-11-15,224.679
2006-11-16,224.97
2006-11-17,225.453
2006-11-20,225.211
2006-11-21,224.724
2006-11-22,228.178
2006-11-23,229.167
2006-11-24,229.713
2006-11-27,228.265
2006-11-28,227.069
2006-11-29,229.647
2006-11-30,232.358
2006-12-01,233.758
2006-12-04,232.186
2006-12-05,232.693
2006-12-06,234.738
2006-12-07,236.074
2006-12-08,236.692
2006-12-11,236.602
2006-12-12,238.51
2006-12-13,238.943
2006-12-14,237.096
2006-12-15,236.195
2006-12-18,236.106
2006-12-19,238.59
2006-12-20,239.537
2006-12-21,240.532
2006-12-22,239.832
2006-12-25,239.832
2006-12-26,239.478
2006-12-27,240.697
2006-12-28,241.329
2006-12-29,242.403
2007-01-01,242.403
2007-01-02,243.832
2007-01-03,244.597
2007-01-04,243.124
2007-01-05,242.701
2007-01-08,242.768
2007-01-09,243.539
2007-01-10,243.358
2007-01-11,245.425
2007-01-12,247.895
2007-01-15,249.708
2007-01-16,250.708
2007-01-17,251.806
2007-01-18,252.783
2007-01-19,252.034
2007-01-22,254.367
2007-01-23,254.85
2007-01-24,257.055
2007-01-25,256.913
2007-01-26,254.352
2007-01-29,254.963
2007-01-30,256.044
2007-01-31,258.999
2007-02-01,260.291
2007-02-02,260.382
2007-02-05,260.484
2007-02-06,262.527
2007-02-07,265.388
2007-02-08,262.8
2007-02-09,262.919
2007-02-12,260.666
2007-02-13,261.764
2007-02-14,265.5
2007-02-15,267.389
2007-02-16,267.277
2007-02-19,268.855
2007-02-20,267.908
2007-02-21,267.728
2007-02-22,266.233
2007-02-23,265.528
2007-02-26,265.198
2007-02-27,257.473
2007-02-28,257.809
2007-03-01,255.337
2007-03-02,256.46
2007-03-05,251.597
2007-03-06,254.253
2007-03-07,258.176
2007-03-08,262.689
2007-03-09,260.948
2007-03-12,262.407
2007-03-13,261.909
2007-03-14,257.695
2007-03-15,260.771
2007-03-16,261.153
2007-03-19,264.17
2007-03-20,264.198
2007-03-21,267.885
2007-03-22,271.114
2007-03-23,269.375
2007-03-26,271.526
2007-03-27,269.089
2007-03-28,269.865
2007-03-29,269.984
2007-03-30,270.585
2007-04-02,273.632
2007-04-03,275.413
2007-04-04,277.717
2007-04-05,279.889
2007-04-06,279.889
2007-04-09,277.294
2007-04-10,280.639
2007-04-11,280.724
2007-04-12,280.946
2007-04-13,282.012
2007-04-16,284.04
2007-04-17,284.158
2007-04-18,285.028
2007-04-19,284.546
2007-04-20,285.067
2007-04-23,284.277
2007-04-24,284.328
2007-04-25,287.943
2007-04-26,287.933
2007-04-27,287.656
2007-04-30,287.38
2007-05-01,285.581
2007-05-02,286.524
2007-05-03,284.233
2007-05-04,287.131
2007-05-07,287.868
2007-05-08,284.213
2007-05-09,285.243
2007-05-10,284.404
2007-05-11,285.082
2007-05-14,284.444
2007-05-15,285.736
2007-05-16,287.123
2007-05-17,285.25
2007-05-18,287.263
2007-05-21,287.004
2007-05-22,287.184
2007-05-23,289.326
2007-05-24,286.673
2007-05-25,286.018
2007-05-28,286.018
2007-05-29,287.949
2007-05-30,285.632
2007-05-31,287.812
2007-06-01,288.056
2007-06-04,290.454
2007-06-05,291.267
2007-06-06,287.641
2007-06-07,283.19
2007-06-08,279.706
2007-06-11,280.751
2007-06-12,280.729
2007-06-13,280.404
2007-06-14,281.598
2007-06-15,283.782
2007-06-18,284.194
2007-06-19,284.584
2007-06-20,287.376
2007-06-21,285.182
2007-06-22,286.482
2007-06-25,285.499
2007-06-26,284.575
2007-06-27,282.915
2007-06-28,285.505
2007-06-29,288.246
2007-07-02,292.055
2007-07-03,293.179
2007-07-04,294.458
2007-07-05,293.85
2007-07-06,292.009
2007-07-09,293.314
2007-07-10,295.09
2007-07-11,296.692
2007-07-12,296.844
2007-07-13,296.759
2007-07-16,296.86
2007-07-17,295.869
2007-07-18,295.296
2007-07-19,296.611
2007-07-20,295.328
2007-07-23,294.067
2007-07-24,292.771
2007-07-25,289.035
2007-07-26,287.162
2007-07-27,283.217
2007-07-30,284.267
2007-07-31,287.694
2007-08-01,288.268
2007-08-02,283.894
2007-08-03,284.505
2007-08-06,282.449
2007-08-07,282.054
2007-08-08,285.032
2007-08-09,281.885
2007-08-10,274.481
2007-08-13,272.197
2007-08-14,270.251
2007-08-15,267.332
2007-08-16,256.778
2007-08-17,261.284
2007-08-20,261.709
2007-08-21,262.553
2007-08-22,266.38
2007-08-23,269.687
2007-08-24,272.85
2007-08-27,273.859
2007-08-28,270.873
2007-08-29,270.736
2007-08-30,272.919
2007-08-31,274.61
2007-09-03,273.669
2007-09-04,275.126
2007-09-05,272.715
2007-09-06,273.889
2007-09-07,274.204
2007-09-10,271.127
2007-09-11,274.27
2007-09-12,275.307
2007-09-13,274.707
2007-09-14,270.855
2007-09-17,268.593
2007-09-18,269.225
2007-09-19,274.751
2007-09-20,276.919
2007-09-21,277.806
2007-09-24,275.591
2007-09-25,275.889
2007-09-26,276.824
2007-09-27,277.9
2007-09-28,278.863
2007-10-01,278.274
2007-10-02,278.904
2007-10-03,281.072
2007-10-04,282.991
2007-10-05,285.356
2007-10-08,285.727
2007-10-09,286.133
2007-10-10,287.467
2007-10-11,291.222
2007-10-12,288.401
2007-10-15,290.061
2007-10-16,287.796
2007-10-17,288.755
2007-10-18,290.489
2007-10-19,289.151
2007-10-22,284.309
2007-10-23,286.211
2007-10-24,286.845
2007-10-25,289.554
2007-10-26,290.805
2007-10-29,292.295
2007-10-30,289.85
2007-10-31,295.646
2007-11-01,293.087
2007-11-02,294.152
2007-11-05,292.301
2007-11-06,296.697
2007-11-07,296.5
2007-11-08,294.674
2007-11-09,292.539
2007-11-12,287.883
2007-11-13,287.293
2007-11-14,289.929
2007-11-15,286.896
2007-11-16,285.855
2007-11-19,277.968
2007-11-20,278.611
2007-11-21,272.537
2007-11-22,272.627
2007-11-23,275.792
2007-11-26,278.511
2007-11-27,276.684
2007-11-28,277.355
2007-11-29,279.583
2007-11-30,283.108
2007-12-03,283.633
2007-12-04,281.839
2007-12-05,282.988
2007-12-06,283.859
2007-12-07,285.17
2007-12-10,285.873
2007-12-11,286.668
2007-12-12,287.275
2007-12-13,281.522
2007-12-14,278.882
2007-12-17,273.708
2007-12-18,273.814
2007-12-19,271.927
2007-12-20,271.481
2007-12-21,272.73
2007-12-24,272.365
2007-12-25,272.365
2007-12-26,274.152
2007-12-27,278.246
2007-12-28,283.268
2007-12-31,282.48
2008-01-01,282.48
2008-01-02,286.068
2008-01-03,282.35
2008-01-04,279.908
2008-01-07,272.83
2008-01-08,272.898
2008-01-09,266.65
2008-01-10,264.61
2008-01-11,265.128
2008-01-14,268.461
2008-01-15,263.14
2008-01-16,254.567
2008-01-17,252.316
2008-01-18,249.135
2008-01-21,235.957
2008-01-22,242.067
2008-01-23,239.075
2008-01-24,246.138
2008-01-25,249.847
2008-01-28,247.49
2008-01-29,251.966
2008-01-30,252.594
2008-01-31,254.572
2008-02-01,262.531
2008-02-04,264.004
2008-02-05,256.713
2008-02-06,256.674
2008-02-07,251.794
2008-02-08,253.409
2008-02-11,252.725
2008-02-12,260.37
2008-02-13,262.068
2008-02-14,266.184
2008-02-15,265.626
2008-02-18,265.488
2008-02-19,268.507
2008-02-20,262.804
2008-02-21,266.443
2008-02-22,266.788
2008-02-25,268.083
2008-02-26,272.068
2008-02-27,274.877
2008-02-28,273.862
2008-02-29,273.455
2008-03-03,268.644
2008-03-04,267.642
2008-03-05,269.045
2008-03-06,270.961
2008-03-07,267.059
2008-03-10,263.873
2008-03-11,265.712
2008-03-12,269.689
2008-03-13,267.642
2008-03-14,267.178
2008-03-17,262.635
2008-03-18,263.085
2008-03-19,261.027
2008-03-20,254.532
2008-03-21,254.532
2008-03-24,251.534
2008-03-25,263.086
2008-03-26,267.588
2008-03-27,273.472
2008-03-28,273.729
2008-03-31,278.058
2008-04-01,277.731
2008-04-02,279.881
2008-04-03,278.721
2008-04-04,282.854
2008-04-07,281.824
2008-04-08,280.194
2008-04-09,279.983
2008-04-10,277.037
2008-04-11,275.234
2008-04-14,274.546
2008-04-15,275.098
2008-04-16,279.221
2008-04-17,278.089
2008-04-18,277.381
2008-04-21,280.314
2008-04-22,281.578
2008-04-23,278.525
2008-04-24,273.266
2008-04-25,276.014
2008-04-28,278.564
2008-04-29,276.935
2008-04-30,279.27
2008-05-01,277.511
2008-05-02,279.374
2008-05-05,280.09
2008-05-06,281.298
2008-05-07,281.209
2008-05-08,282.942
2008-05-09,280.539
2008-05-12,280.136
2008-05-13,279.941
2008-05-14,280.178
2008-05-15,282.095
2008-05-16,285.424
2008-05-19,284.396
2008-05-20,284.046
2008-05-21,286.934
2008-05-22,286.259
2008-05-23,285.657
2008-05-26,282.609
2008-05-27,281.393
2008-05-28,281.73
2008-05-29,281.093
2008-05-30,281.64
2008-06-02,284.29
2008-06-03,284.857
2008-06-04,284.334
2008-06-05,286.219
2008-06-06,287.31
2008-06-09,283.258
2008-06-10,276.318
2008-06-11,275.035
2008-06-12,273.529
2008-06-13,273.286
2008-06-16,276.142
2008-06-17,277.507
2008-06-18,273.538
2008-06-19,268.977
2008-06-20,268.564
2008-06-23,263.852
2008-06-24,264.809
2008-06-25,265.682
2008-06-26,265.05
2008-06-27,264.829
2008-06-30,265.354
2008-07-01,258.614
2008-07-02,257.534
2008-07-03,252.037
2008-07-04,252.55
2008-07-07,252.197
2008-07-08,248.642
2008-07-09,252.459
2008-07-10,251.672
2008-07-11,247.879
2008-07-14,247.658
2008-07-15,245.578
2008-07-16,242.795
2008-07-17,249.278
2008-07-18,252.057
2008-07-21,257.312
2008-07-22,255.438
2008-07-23,255.799
2008-07-24,252.563
2008-07-25,249.335
2008-07-28,250.933
2008-07-29,247.504
2008-07-30,248.026
2008-07-31,247.709
2008-08-01,247.567
2008-08-04,246.664
2008-08-05,246.35
2008-08-06,249.022
2008-08-07,249.293
2008-08-08,244.98
2008-08-11,247.327
2008-08-12,246.305
2008-08-13,242.433
2008-08-14,242.816
2008-08-15,243.058
2008-08-18,242.501
2008-08-19,237.767
2008-08-20,236.835
2008-08-21,238.61
2008-08-22,238.02
2008-08-25,238.02
2008-08-26,237.161
2008-08-27,237.626
2008-08-28,240.297
2008-08-29,241.657
2008-09-01,241.175
2008-09-02,243.988
2008-09-03,242.127
2008-09-04,239.054
2008-09-05,236.25
2008-09-08,237.266
2008-09-09,234.781
2008-09-10,232.746
2008-09-11,228.612
2008-09-12,233.251
2008-09-15,234.125
2008-09-16,231.62
2008-09-17,229.151
2008-09-18,230.487
2008-09-19,237.432
2008-09-22,241.427
2008-09-23,239.701
2008-09-24,236.756
2008-09-25,236.298
2008-09-26,233.22
2008-09-29,223.001
2008-09-30,217.85
2008-10-01,215.226
2008-10-02,209.085
2008-10-03,209.144
2008-10-06,197.636
2008-10-07,195.31
2008-10-08,188.395
2008-10-09,184.335
2008-10-10,175.795
2008-10-13,186.433
2008-10-14,190.749
2008-10-15,182.993
2008-10-16,177.262
2008-10-17,177.891
2008-10-20,175.788
2008-10-21,176.476
2008-10-22,171.342
2008-10-23,166.26
2008-10-24,161.4
2008-10-27,152.636
2008-10-28,153.978
2008-10-29,162.867
2008-10-30,165.119
2008-10-31,164.26
2008-11-03,167.062
2008-11-04,175.522
2008-11-05,174.053
2008-11-06,165.267
2008-11-07,165.795
2008-11-10,167.658
2008-11-11,161.557
2008-11-12,158.118
2008-11-13,155.022
2008-11-14,154.879
2008-11-17,151.397
2008-11-18,148.755
2008-11-19,143.751
2008-11-20,138.403
2008-11-21,138.223
2008-11-24,144.596
2008-11-25,147.269
2008-11-26,145.192
2008-11-27,149.82
2008-11-28,149.177
2008-12-01,145.214
2008-12-02,145.423
2008-12-03,144.127
2008-12-04,146.001
2008-12-05,140.824
2008-12-08,146.82
2008-12-09,146.54
2008-12-10,149.048
2008-12-11,149.975
2008-12-12,149.264
2008-12-15,151.489
2008-12-16,151.985
2008-12-17,159.848
2008-12-18,163.903
2008-12-19,156.235
2008-12-22,158.35
2008-12-23,160.987
2008-12-24,162.575
2008-12-25,162.575
2008-12-26,163.259
2008-12-29,170.191
2008-12-30,170.034
2008-12-31,168.109
2009-01-01,168.109
2009-01-02,167.065
2009-01-05,167.208
2009-01-06,166.755
2009-01-07,170.631
2009-01-08,170.557
2009-01-09,168.27
2009-01-12,165.045
2009-01-13,161.032
2009-01-14,156.859
2009-01-15,154.852
2009-01-16,157.16
2009-01-19,154.164
2009-01-20,149.784
2009-01-21,147.721
2009-01-22,147.526
2009-01-23,141.879
2009-01-26,146.361
2009-01-27,147.779
2009-01-28,151.277
2009-01-29,149.203
2009-01-30,147.442
2009-02-02,143.979
2009-02-03,146.491
2009-02-04,145.888
2009-02-05,143.62
2009-02-06,145.704
2009-02-09,148.588
2009-02-10,148.509
2009-02-11,147.113
2009-02-12,144.314
2009-02-13,146.761
2009-02-16,145.543
2009-02-17,139.569
2009-02-18,138.449
2009-02-19,138.54
2009-02-20,133.164
2009-02-23,131.748
2009-02-24,128.022
2009-02-25,128.494
2009-02-26,129.377
2009-02-27,128.681
2009-03-02,122.122
2009-03-03,119.396
2009-03-04,121.483
2009-03-05,119.517
2009-03-06,119.747
2009-03-09,117.318
2009-03-10,121.593
2009-03-11,122.934
2009-03-12,120.339
2009-03-13,122.476
2009-03-16,125.484
2009-03-17,125.182
2009-03-18,127.752
2009-03-19,135.341
2009-03-20,135.278
2009-03-23,136.557
2009-03-24,136.813
2009-03-25,138.89
2009-03-26,139.365
2009-03-27,137.109
2009-03-30,133.309
2009-03-31,136.986
2009-04-01,136.273
2009-04-02,142.865
2009-04-03,144.842
2009-04-06,145.806
2009-04-07,143.673
2009-04-08,142.919
2009-04-09,145.161
2009-04-10,145.161
2009-04-13,146.888
2009-04-14,149.961
2009-04-15,149.89
2009-04-16,152.134
2009-04-17,150.98
2009-04-20,147.385
2009-04-21,146.664
2009-04-22,149.396
2009-04-23,151.492
2009-04-24,156.399
2009-04-27,155.757
2009-04-28,153.31
2009-04-29,158.004
2009-04-30,160.583
2009-05-01,160.851
2009-05-04,166.538
2009-05-05,169.364
2009-05-06,169.175
2009-05-07,171.923
2009-05-08,174.403
2009-05-11,174.866
2009-05-12,174.629
2009-05-13,169.779
2009-05-14,170.485
2009-05-15,173.902
2009-05-18,173.293
2009-05-19,177.897
2009-05-20,181.924
2009-05-21,181.1
2009-05-22,183.288
2009-05-25,183.99
2009-05-26,182.182
2009-05-27,182.511
2009-05-28,180.421
2009-05-29,183.119
2009-06-01,182.205
2009-06-02,186.977
2009-06-03,184.858
2009-06-04,185.145
2009-06-05,183.086
2009-06-08,180.748
2009-06-09,182.751
2009-06-10,185.738
2009-06-11,188.185
2009-06-12,187.168
2009-06-15,183.304
2009-06-16,182.352
2009-06-17,177.767
2009-06-18,179.059
2009-06-19,180.066
2009-06-22,175.53
2009-06-23,176.497
2009-06-24,178.384
2009-06-25,176.414
2009-06-26,179.147
2009-06-29,179.862
2009-06-30,179.099
2009-07-01,182.48
2009-07-02,179.975
2009-07-03,178.143
2009-07-06,175.468
2009-07-07,176.487
2009-07-08,172.532
2009-07-09,174.094
2009-07-10,172.638
2009-07-13,173.92
2009-07-14,175.163
2009-07-15,179.619
2009-07-16,180.526
2009-07-17,180.772
2009-07-20,184.9
2009-07-21,187.03
2009-07-22,186.536
2009-07-23,188.47
2009-07-24,187.404
2009-07-27,188.561
2009-07-28,188.056
2009-07-29,187.166
2009-07-30,188.523
2009-07-31,193.544
2009-08-03,200.17
2009-08-04,198.413
2009-08-05,199.053
2009-08-06,200.629
2009-08-07,198.455
2009-08-10,198.515
2009-08-11,196.706
2009-08-12,198.068
2009-08-13,201.349
2009-08-14,202.375
2009-08-17,196.83
2009-08-18,198.926
2009-08-19,200.369
2009-08-20,203.461
2009-08-21,208.14
2009-08-24,211.664
2009-08-25,212.307
2009-08-26,209.606
2009-08-27,209.34
2009-08-28,214.595
2009-08-31,213.245
2009-09-01,208.957
2009-09-02,204.818
2009-09-03,206.886
2009-09-04,207.891
2009-09-07,212.097
2009-09-08,215.904
2009-09-09,219.214
2009-09-10,221.296
2009-09-11,223.327
2009-09-14,223.019
2009-09-15,224.678
2009-09-16,227.955
2009-09-17,230.585
2009-09-18,232.055
2009-09-21,229.521
2009-09-22,234.003
2009-09-23,234.613
2009-09-24,231.578
2009-09-25,229.785
2009-09-28,230.383
2009-09-29,228.464
2009-09-30,230.075
2009-10-01,225.766
2009-10-02,222.819
2009-10-05,223.495
2009-10-06,230.781
2009-10-07,228.628
2009-10-08,231.101
2009-10-09,232.062
2009-10-12,235.119
2009-10-13,233.507
2009-10-14,237.702
2009-10-15,239.01
2009-10-16,235.944
2009-10-19,238.111
2009-10-20,237.614
2009-10-21,237.12
2009-10-22,235.485
2009-10-23,235.232
2009-10-26,230.293
2009-10-27,226.596
2009-10-28,220.872
2009-10-29,223.778
2009-10-30,221.536
2009-11-02,221.513
2009-11-03,217.546
2009-11-04,223.586
2009-11-05,225.107
2009-11-06,225.831
2009-11-09,230.349
2009-11-10,229.256
2009-11-11,230.381
2009-11-12,229.726
2009-11-13,229.38
2009-11-16,233.298
2009-11-17,230.638
2009-11-18,233.198
2009-11-19,227.609
2009-11-20,226.051
2009-11-23,230.094
2009-11-24,228.776
2009-11-25,230.259
2009-11-26,224.653
2009-11-27,226.317
2009-11-30,223.747
2009-12-01,227.322
2009-12-02,228.106
2009-12-03,230.216
2009-12-04,227.436
2009-12-07,226.212
2009-12-08,222.125
2009-12-09,220.056
2009-12-10,220.846
2009-12-11,219.116
2009-12-14,220.674
2009-12-15,219.523
2009-12-16,220.63
2009-12-17,217.345
2009-12-18,217.58
2009-12-21,218.759
2009-12-22,218.607
2009-12-23,221.621
2009-12-24,221.76
2009-12-25,221.76
2009-12-28,223.359
2009-12-29,224.735
2009-12-30,222.714
2009-12-31,224.276
2010-01-01,224.276
2010-01-04,230.349
2010-01-05,232.09
2010-01-06,235.429
2010-01-07,233.723
2010-01-08,236.138
2010-01-11,239.846
2010-01-12,238.017
2010-01-13,237.187
2010-01-14,238.584
2010-01-15,237.805
2010-01-18,238.62
2010-01-19,236.067
2010-01-20,232.349
2010-01-21,230.31
2010-01-22,229.105
2010-01-25,229.86
2010-01-26,228.316
2010-01-27,227.335
2010-01-28,225.508
2010-01-29,227.368
2010-02-01,226.59
2010-02-02,229.239
2010-02-03,228.915
2010-02-04,224.177
2010-02-05,217.948
2010-02-08,218.183
2010-02-09,218.596
2010-02-10,219.437
2010-02-11,218.655
2010-02-12,217.841
2010-02-15,218.566
2010-02-16,220.161
2010-02-17,222.49
2010-02-18,222.458
2010-02-19,221.435
2010-02-22,224.051
2010-02-23,221.754
2010-02-24,223.209
2010-02-25,220.689
2010-02-26,224.565
2010-03-01,223.26
2010-03-02,226.966
2010-03-03,232.201
2010-03-04,231.049
2010-03-05,232.298
2010-03-08,235.547
2010-03-09,234.859
2010-03-10,237.273
2010-03-11,238.674
2010-03-12,241.5
2010-03-15,240.44
2010-03-16,243.582
2010-03-17,246.436
2010-03-18,245.043
2010-03-19,244.392
2010-03-22,244.792
2010-03-23,246.079
2010-03-24,243.249
2010-03-25,245.489
2010-03-26,245.835
2010-03-29,246.889
2010-03-30,246.632
2010-03-31,252.352
2010-04-01,256.438
2010-04-02,256.438
2010-04-05,253.114
2010-04-06,253.82
2010-04-07,252.658
2010-04-08,251.511
2010-04-09,254.898
2010-04-12,257.586
2010-04-13,257.371
2010-04-14,259.729
2010-04-15,259.901
2010-04-16,258.128
2010-04-19,253.372
2010-04-20,254.16
2010-04-21,255.404
2010-04-22,251.516
2010-04-23,254.167
2010-04-26,253.523
2010-04-27,249.749
2010-04-28,242.135
2010-04-29,246.683
2010-04-30,249.087
2010-05-03,246.183
2010-05-04,237.348
2010-05-05,229.616
2010-05-06,228.434
2010-05-07,219.856
2010-05-10,230.299
2010-05-11,230.012
2010-05-12,234.67
2010-05-13,233.239
2010-05-14,226.708
2010-05-17,223.404
2010-05-18,226.473
2010-05-19,217.48
2010-05-20,211.713
2010-05-21,214.4
2010-05-24,212.605
2010-05-25,205.775
2010-05-26,209.533
2010-05-27,214.504
2010-05-28,216.13
2010-05-31,217.539
2010-06-01,215.961
2010-06-02,215.692
2010-06-03,219.345
2010-06-04,215.57
2010-06-07,213.53
2010-06-08,213.337
2010-06-09,218.09
2010-06-10,220.675
2010-06-11,219.946
2010-06-14,224.995
2010-06-15,227.019
2010-06-16,228.28
2010-06-17,230.943
2010-06-18,231.096
2010-06-21,233.83
2010-06-22,234.041
2010-06-23,231.374
2010-06-24,229.189
2010-06-25,229.458
2010-06-28,233.931
2010-06-29,228.518
2010-06-30,229.796
2010-07-01,229.68
2010-07-02,229.698
2010-07-05,229.559
2010-07-06,234.328
2010-07-07,236.176
2010-07-08,239.972
2010-07-09,239.046
2010-07-12,239.191
2010-07-13,243.894
2010-07-14,244.08
2010-07-15,245.795
2010-07-16,242.19
2010-07-19,239.532
2010-07-20,239.289
2010-07-21,240.446
2010-07-22,243.935
2010-07-23,241.167
2010-07-26,244.669
2010-07-27,242.642
2010-07-28,243.7
2010-07-29,247.176
2010-07-30,245.788
2010-08-02,251.653
2010-08-03,252.651
2010-08-04,250.605
2010-08-05,251.205
2010-08-06,252.69
2010-08-09,251.78
2010-08-10,247.04
2010-08-11,242.458
2010-08-12,242.762
2010-08-13,242.444
2010-08-16,245.85
2010-08-17,247.274
2010-08-18,247.549
2010-08-19,249.187
2010-08-20,244.793
2010-08-23,244.832
2010-08-24,242.842
2010-08-25,240.438
2010-08-26,242.145
2010-08-27,242.757
2010-08-30,244.901
2010-08-31,247.834
2010-09-01,250.169
2010-09-02,251.189
2010-09-03,251.682
2010-09-06,254.034
2010-09-07,252.566
2010-09-08,253.165
2010-09-09,254.251
2010-09-10,252.677
2010-09-13,257.864
2010-09-14,261.025
2010-09-15,258.885
2010-09-16,256.243
2010-09-17,257.078
2010-09-20,260.996
2010-09-21,262.278
2010-09-22,266.401
