Date,SWITZERLAND SMALL CAP Small Cap
2001-06-28,90.902
2001-06-29,91.402
2001-07-02,90.961
2001-07-03,90.637
2001-07-04,90.631
2001-07-05,89.4
2001-07-06,89.167
2001-07-09,89.885
2001-07-10,90.448
2001-07-11,90.77
2001-07-12,89.496
2001-07-13,88.864
2001-07-16,89.149
2001-07-17,87.994
2001-07-18,89.8
2001-07-19,90.026
2001-07-20,90.392
2001-07-23,89.705
2001-07-24,89.445
2001-07-25,89.21
2001-07-26,88.287
2001-07-27,87.992
2001-07-30,87.985
2001-07-31,88.273
2001-08-01,89.474
2001-08-02,89.994
2001-08-03,90.606
2001-08-06,89.775
2001-08-07,89.217
2001-08-08,88.998
2001-08-09,89.245
2001-08-10,89.607
2001-08-13,89.463
2001-08-14,89.71
2001-08-15,90.948
2001-08-16,90.569
2001-08-17,90.526
2001-08-20,89.77
2001-08-21,89.553
2001-08-22,90.016
2001-08-23,89.58
2001-08-24,89.731
2001-08-27,89.18
2001-08-28,89.592
2001-08-29,88.794
2001-08-30,88.537
2001-08-31,88.137
2001-09-03,86.811
2001-09-04,85.475
2001-09-05,85.259
2001-09-06,84.881
2001-09-07,84.865
2001-09-10,82.639
2001-09-11,80.85
2001-09-12,80.262
2001-09-13,80.683
2001-09-14,80.647
2001-09-17,80.875
2001-09-18,81.076
2001-09-19,81.473
2001-09-20,78.654
2001-09-21,76.456
2001-09-24,75.565
2001-09-25,75.998
2001-09-26,75.628
2001-09-27,74.576
2001-09-28,74.348
2001-10-01,74.616
2001-10-02,73.463
2001-10-03,70.093
2001-10-04,70.922
2001-10-05,71.199
2001-10-08,70.787
2001-10-09,71.763
2001-10-10,71.601
2001-10-11,72.679
2001-10-12,73.176
2001-10-15,73.133
2001-10-16,74.771
2001-10-17,75.641
2001-10-18,73.989
2001-10-19,72.868
2001-10-22,72.688
2001-10-23,73.938
2001-10-24,75.267
2001-10-25,75.525
2001-10-26,75.388
2001-10-29,75.563
2001-10-30,75.007
2001-10-31,74.515
2001-11-01,74.717
2001-11-02,74.826
2001-11-05,74.389
2001-11-06,74.532
2001-11-07,74.631
2001-11-08,74.949
2001-11-09,75.753
2001-11-12,75.752
2001-11-13,76.401
2001-11-14,77.857
2001-11-15,79.189
2001-11-16,80.139
2001-11-19,82.512
2001-11-20,82.685
2001-11-21,81.789
2001-11-22,81.694
2001-11-23,80.426
2001-11-26,80.448
2001-11-27,81.101
2001-11-28,81.257
2001-11-29,79.815
2001-11-30,80.387
2001-12-03,79.968
2001-12-04,80.017
2001-12-05,80.155
2001-12-06,81.327
2001-12-07,82.393
2001-12-10,81.427
2001-12-11,81.776
2001-12-12,82.522
2001-12-13,81.447
2001-12-14,82.194
2001-12-17,82.637
2001-12-18,82.006
2001-12-19,80.194
2001-12-20,80.16
2001-12-21,79.321
2001-12-24,77.618
2001-12-25,77.618
2001-12-26,77.602
2001-12-27,80.54
2001-12-28,81.439
2001-12-31,82.347
2002-01-01,82.347
2002-01-02,83.141
2002-01-03,83.29
2002-01-04,84.131
2002-01-07,84.717
2002-01-08,83.918
2002-01-09,84.687
2002-01-10,84.548
2002-01-11,85.065
2002-01-14,83.438
2002-01-15,82.672
2002-01-16,81.828
2002-01-17,81.458
2002-01-18,81.162
2002-01-21,80.944
2002-01-22,80.673
2002-01-23,81.541
2002-01-24,81.78
2002-01-25,80.623
2002-01-28,79.269
2002-01-29,78.221
2002-01-30,78.239
2002-01-31,78.973
2002-02-01,78.574
2002-02-04,78.118
2002-02-05,77.624
2002-02-06,76.552
2002-02-07,76.604
2002-02-08,77.049
2002-02-11,77.84
2002-02-12,77.469
2002-02-13,77.547
2002-02-14,77.869
2002-02-15,78.453
2002-02-18,77.4
2002-02-19,76.336
2002-02-20,76.426
2002-02-21,77.755
2002-02-22,77.142
2002-02-25,77.191
2002-02-26,77.402
2002-02-27,77.78
2002-02-28,78.881
2002-03-01,79.076
2002-03-04,80.484
2002-03-05,80.1
2002-03-06,80.989
2002-03-07,83.371
2002-03-08,84.059
2002-03-11,83.637
2002-03-12,83.251
2002-03-13,83.339
2002-03-14,84.988
2002-03-15,85.214
2002-03-18,85.456
2002-03-19,85.281
2002-03-20,85.664
2002-03-21,85.682
2002-03-22,86.338
2002-03-25,85.963
2002-03-26,86.121
2002-03-27,85.872
2002-03-28,86.454
2002-03-29,86.454
2002-04-01,87.455
2002-04-02,87.083
2002-04-03,88.461
2002-04-04,88.457
2002-04-05,88.13
2002-04-08,87.241
2002-04-09,87.796
2002-04-10,87.784
2002-04-11,87.808
2002-04-12,85.759
2002-04-15,84.892
2002-04-16,86.298
2002-04-17,88.179
2002-04-18,88.174
2002-04-19,87.803
2002-04-22,87.056
2002-04-23,87.405
2002-04-24,88.073
2002-04-25,87.995
2002-04-26,88.049
2002-04-29,87.773
2002-04-30,87.214
2002-05-01,88.059
2002-05-02,87.567
2002-05-03,88.654
2002-05-06,88.323
2002-05-07,86.932
2002-05-08,88.024
2002-05-09,88.329
2002-05-10,88.748
2002-05-13,88.142
2002-05-14,87.624
2002-05-15,88.955
2002-05-16,89.931
2002-05-17,91.957
2002-05-20,92.167
2002-05-21,91.239
2002-05-22,91.344
2002-05-23,89.834
2002-05-24,89.879
2002-05-27,89.789
2002-05-28,90.409
2002-05-29,90.219
2002-05-30,90.531
2002-05-31,90.338
2002-06-03,89.939
2002-06-04,89.433
2002-06-05,89.197
2002-06-06,89.357
2002-06-07,88.237
2002-06-10,88.901
2002-06-11,88.989
2002-06-12,87.159
2002-06-13,86.931
2002-06-14,85.532
2002-06-17,85.651
2002-06-18,86.18
2002-06-19,86.776
2002-06-20,86.929
2002-06-21,86.289
2002-06-24,85.831
2002-06-25,87.243
2002-06-26,86.565
2002-06-27,86.843
2002-06-28,88.609
2002-07-01,88.121
2002-07-02,85.688
2002-07-03,84.402
2002-07-04,84.823
2002-07-05,85.622
2002-07-08,86.716
2002-07-09,86.457
2002-07-10,84.717
2002-07-11,82.318
2002-07-12,82.629
2002-07-15,81.417
2002-07-16,81.334
2002-07-17,81.808
2002-07-18,83.237
2002-07-19,81.701
2002-07-22,78.966
2002-07-23,76.055
2002-07-24,72.435
2002-07-25,74.656
2002-07-26,75.528
2002-07-29,75.61
2002-07-30,77.09
2002-07-31,76.984
2002-08-01,76.982
2002-08-02,75.698
2002-08-05,73.163
2002-08-06,71.263
2002-08-07,71.098
2002-08-08,70.195
2002-08-09,70.919
2002-08-12,70.361
2002-08-13,70.196
2002-08-14,71.252
2002-08-15,72.391
2002-08-16,72.63
2002-08-19,73.462
2002-08-20,72.953
2002-08-21,73.093
2002-08-22,73.487
2002-08-23,74.662
2002-08-26,74.877
2002-08-27,75.728
2002-08-28,74.872
2002-08-29,73.447
2002-08-30,72.99
2002-09-02,72.222
2002-09-03,73.217
2002-09-04,72.226
2002-09-05,71.408
2002-09-06,71.225
2002-09-09,70.774
2002-09-10,70.277
2002-09-11,69.867
2002-09-12,68.917
2002-09-13,67.177
2002-09-16,66.698
2002-09-17,65.795
2002-09-18,65.373
2002-09-19,63.431
2002-09-20,63.654
2002-09-23,62.415
2002-09-24,60.507
2002-09-25,61.281
2002-09-26,62.96
2002-09-27,63.956
2002-09-30,65.021
2002-10-01,63.335
2002-10-02,62.748
2002-10-03,62.055
2002-10-04,60.726
2002-10-07,59.068
2002-10-08,58.028
2002-10-09,58.024
2002-10-10,57.163
2002-10-11,59.589
2002-10-14,59.172
2002-10-15,61.637
2002-10-16,61.805
2002-10-17,62.962
2002-10-18,63.704
2002-10-21,63.629
2002-10-22,63.632
2002-10-23,64.021
2002-10-24,64.035
2002-10-25,64.411
2002-10-28,65.602
2002-10-29,63.74
2002-10-30,65.575
2002-10-31,66.682
2002-11-01,67.567
2002-11-04,68.224
2002-11-05,68.511
2002-11-06,68.741
2002-11-07,68.853
2002-11-08,68.288
2002-11-11,67.485
2002-11-12,67.43
2002-11-13,67.039
2002-11-14,67.134
2002-11-15,68.071
2002-11-18,68.653
2002-11-19,68.502
2002-11-20,67.322
2002-11-21,68.075
2002-11-22,68.66
2002-11-25,68.281
2002-11-26,67.832
2002-11-27,68.744
2002-11-28,69.249
2002-11-29,69.262
2002-12-02,70.568
2002-12-03,70.13
2002-12-04,69.243
2002-12-05,68.816
2002-12-06,69.173
2002-12-09,67.858
2002-12-10,68.218
2002-12-11,68.625
2002-12-12,68.631
2002-12-13,68.743
2002-12-16,68.126
2002-12-17,69.373
2002-12-18,68.96
2002-12-19,68.349
2002-12-20,68.953
2002-12-23,68.925
2002-12-24,69.407
2002-12-25,69.407
2002-12-26,69.518
2002-12-27,68.895
2002-12-30,68.97
2002-12-31,69.463
2003-01-01,69.463
2003-01-02,68.546
2003-01-03,70.081
2003-01-06,70.975
2003-01-07,70.332
2003-01-08,69.582
2003-01-09,69.896
2003-01-10,70.021
2003-01-13,69.918
2003-01-14,69.848
2003-01-15,69.073
2003-01-16,68.47
2003-01-17,68.748
2003-01-20,68.476
2003-01-21,68.489
2003-01-22,67.314
2003-01-23,66.713
2003-01-24,66.762
2003-01-27,64.409
2003-01-28,63.431
2003-01-29,63.071
2003-01-30,62.604
2003-01-31,63.025
2003-02-03,64.125
2003-02-04,64.64
2003-02-05,64.068
2003-02-06,63.595
2003-02-07,63.508
2003-02-10,62.843
2003-02-11,62.917
2003-02-12,62.228
2003-02-13,62.986
2003-02-14,63.45
2003-02-17,63.546
2003-02-18,63.768
2003-02-19,63.891
2003-02-20,65.084
2003-02-21,64.792
2003-02-24,63.788
2003-02-25,62.885
2003-02-26,62.692
2003-02-27,61.741
2003-02-28,62.816
2003-03-03,64.105
2003-03-04,63.735
2003-03-05,63.052
2003-03-06,62.733
2003-03-07,63.315
2003-03-10,61.694
2003-03-11,61.78
2003-03-12,61.204
2003-03-13,61.029
2003-03-14,61.277
2003-03-17,61.429
2003-03-18,61.57
2003-03-19,62.709
2003-03-20,63.469
2003-03-21,64.12
2003-03-24,63.948
2003-03-25,64.388
2003-03-26,64.412
2003-03-27,64.147
2003-03-28,65.153
2003-03-31,66.182
2003-04-01,66.248
2003-04-02,66.551
2003-04-03,66.695
2003-04-04,67.114
2003-04-07,67.623
2003-04-08,67.459
2003-04-09,68.103
2003-04-10,68.388
2003-04-11,68.398
2003-04-14,68.799
2003-04-15,69.28
2003-04-16,69.88
2003-04-17,70.486
2003-04-18,70.486
2003-04-21,69.799
2003-04-22,71.166
2003-04-23,72.018
2003-04-24,72.081
2003-04-25,71.901
2003-04-28,72.246
2003-04-29,73.138
2003-04-30,74.137
2003-05-01,75.008
2003-05-02,74.636
2003-05-05,75.772
2003-05-06,76.537
2003-05-07,76.604
2003-05-08,76.388
2003-05-09,76.257
2003-05-12,76.375
2003-05-13,76.827
2003-05-14,77.38
2003-05-15,77.572
2003-05-16,78.525
2003-05-19,77.844
2003-05-20,79.174
2003-05-21,79.017
2003-05-22,79.952
2003-05-23,80.37
2003-05-26,80.449
2003-05-27,81.064
2003-05-28,81.254
2003-05-29,81.742
2003-05-30,81.52
2003-06-02,84.018
2003-06-03,82.98
2003-06-04,83.565
2003-06-05,84.078
2003-06-06,83.862
2003-06-09,84.707
2003-06-10,83.761
2003-06-11,85.402
2003-06-12,84.576
2003-06-13,84.052
2003-06-16,84.372
2003-06-17,84.855
2003-06-18,83.948
2003-06-19,83.113
2003-06-20,82.518
2003-06-23,82.061
2003-06-24,80.826
2003-06-25,81.737
2003-06-26,80.694
2003-06-27,80.613
2003-06-30,80.289
2003-07-01,79.903
2003-07-02,80.705
2003-07-03,80.884
2003-07-04,80.33
2003-07-07,81.049
2003-07-08,81.043
2003-07-09,81.514
2003-07-10,81.622
2003-07-11,81.417
2003-07-14,82.911
2003-07-15,82.928
2003-07-16,83.605
2003-07-17,82.908
2003-07-18,83.427
2003-07-21,83.497
2003-07-22,83.195
2003-07-23,84.048
2003-07-24,85.444
2003-07-25,86.102
2003-07-28,86.479
2003-07-29,86.655
2003-07-30,85.509
2003-07-31,85.423
2003-08-01,86.172
2003-08-04,86.805
2003-08-05,87.472
2003-08-06,86.625
2003-08-07,86.409
2003-08-08,86.084
2003-08-11,85.736
2003-08-12,86.122
2003-08-13,86.328
2003-08-14,86.852
2003-08-15,87.67
2003-08-18,87.134
2003-08-19,87.511
2003-08-20,87.129
2003-08-21,87.509
2003-08-22,87.294
2003-08-25,86.891
2003-08-26,86.691
2003-08-27,87.302
2003-08-28,88.337
2003-08-29,89.771
2003-09-01,90.265
2003-09-02,90.583
2003-09-03,92.133
2003-09-04,92.573
2003-09-05,93.63
2003-09-08,94.388
2003-09-09,94.295
2003-09-10,94.905
2003-09-11,95.349
2003-09-12,96.269
2003-09-15,96.669
2003-09-16,96.593
2003-09-17,97.487
2003-09-18,97.482
2003-09-19,98.413
2003-09-22,98.142
2003-09-23,97.638
2003-09-24,97.51
2003-09-25,96.815
2003-09-26,96.116
2003-09-29,97.243
2003-09-30,97.98
2003-10-01,98.737
2003-10-02,99.804
2003-10-03,100.324
2003-10-06,100.706
2003-10-07,101.246
2003-10-08,102.848
2003-10-09,103.915
2003-10-10,104.684
2003-10-13,104.935
2003-10-14,106.093
2003-10-15,105.749
2003-10-16,106.306
2003-10-17,104.83
2003-10-20,105.873
2003-10-21,105.839
2003-10-22,106.936
2003-10-23,105.549
2003-10-24,106.585
2003-10-27,106.774
2003-10-28,106.903
2003-10-29,107.842
2003-10-30,109.192
2003-10-31,108.782
2003-11-03,108.4
2003-11-04,107.995
2003-11-05,107.169
2003-11-06,107.609
2003-11-07,109.615
2003-11-10,109.2
2003-11-11,109.033
2003-11-12,109.787
2003-11-13,109.973
2003-11-14,111.136
2003-11-17,109.583
2003-11-18,110.319
2003-11-19,110.022
2003-11-20,109.41
2003-11-21,110.095
2003-11-24,109.007
2003-11-25,110.586
2003-11-26,112.904
2003-11-27,112.938
2003-11-28,114.899
2003-12-01,114.814
2003-12-02,115.937
2003-12-03,115.541
2003-12-04,116.03
2003-12-05,117.088
2003-12-08,117.159
2003-12-09,116.871
2003-12-10,115.903
2003-12-11,115.513
2003-12-12,117.086
2003-12-15,117.54
2003-12-16,117.431
2003-12-17,117.252
2003-12-18,117.952
2003-12-19,117.07
2003-12-22,118.27
2003-12-23,118.18
2003-12-24,118.956
2003-12-25,118.956
2003-12-26,118.728
2003-12-29,118.976
2003-12-30,120.035
2003-12-31,120.816
2004-01-01,120.816
2004-01-02,120.563
2004-01-05,122.813
2004-01-06,123.674
2004-01-07,122.717
2004-01-08,124.943
2004-01-09,126.056
2004-01-12,125.747
2004-01-13,126.158
2004-01-14,126.039
2004-01-15,125.643
2004-01-16,125.132
2004-01-19,126.191
2004-01-20,128.019
2004-01-21,128.244
2004-01-22,130.278
2004-01-23,131.162
2004-01-26,129.662
2004-01-27,130.244
2004-01-28,130.456
2004-01-29,127.448
2004-01-30,128.416
2004-02-02,129.065
2004-02-03,130.14
2004-02-04,129.531
2004-02-05,130.506
2004-02-06,133.119
2004-02-09,133.812
2004-02-10,133.605
2004-02-11,133.515
2004-02-12,135.635
2004-02-13,135.14
2004-02-16,135.843
2004-02-17,137.202
2004-02-18,136.88
2004-02-19,135.989
2004-02-20,134.614
2004-02-23,134.696
2004-02-24,134.873
2004-02-25,132.943
2004-02-26,131.557
2004-02-27,131.286
2004-03-01,131.839
2004-03-02,129.987
2004-03-03,129.635
2004-03-04,131.322
2004-03-05,134.237
2004-03-08,133.66
2004-03-09,132.922
2004-03-10,130.493
2004-03-11,127.923
2004-03-12,127.324
2004-03-15,125.352
2004-03-16,125.748
2004-03-17,125.777
2004-03-18,126.806
2004-03-19,126.059
2004-03-22,124.228
2004-03-23,124.833
2004-03-24,123.531
2004-03-25,124.926
2004-03-26,124.576
2004-03-29,124.392
2004-03-30,123.756
2004-03-31,125.478
2004-04-01,126.845
2004-04-02,124.931
2004-04-05,123.948
2004-04-06,124.383
2004-04-07,126.821
2004-04-08,127.096
2004-04-09,127.096
2004-04-12,126.923
2004-04-13,125.145
2004-04-14,124.632
2004-04-15,123.76
2004-04-16,125.341
2004-04-19,125.414
2004-04-20,124.528
2004-04-21,122.857
2004-04-22,123.322
2004-04-23,123.735
2004-04-26,125.549
2004-04-27,126.824
2004-04-28,125.085
2004-04-29,125.125
2004-04-30,124.851
2004-05-03,124.993
2004-05-04,126.011
2004-05-05,126.164
2004-05-06,123.967
2004-05-07,122.542
2004-05-10,118.593
2004-05-11,118.941
2004-05-12,120.132
2004-05-13,119.796
2004-05-14,119.786
2004-05-17,119.385
2004-05-18,119.76
2004-05-19,122.725
2004-05-20,121.535
2004-05-21,122.513
2004-05-24,123.192
2004-05-25,124.916
2004-05-26,125.501
2004-05-27,128.134
2004-05-28,127.168
2004-05-31,127.168
2004-06-01,127.225
2004-06-02,128.838
2004-06-03,129.27
2004-06-04,130.932
2004-06-07,133.039
2004-06-08,132.799
2004-06-09,131.081
2004-06-10,131.907
2004-06-11,130.803
2004-06-14,130.754
2004-06-15,130.443
2004-06-16,130.095
2004-06-17,131.585
2004-06-18,132.322
2004-06-21,131.755
2004-06-22,131.215
2004-06-23,131.268
2004-06-24,132.482
2004-06-25,131.74
2004-06-28,132.795
2004-06-29,130.919
2004-06-30,130.928
2004-07-01,130.875
2004-07-02,133.26
2004-07-05,131.818
2004-07-06,131.037
2004-07-07,131.784
2004-07-08,131.992
2004-07-09,131.419
2004-07-12,130.873
2004-07-13,129.279
2004-07-14,129.098
2004-07-15,128.198
2004-07-16,129.78
2004-07-19,128.431
2004-07-20,127.341
2004-07-21,126.806
2004-07-22,125.538
2004-07-23,124.405
2004-07-26,123.914
2004-07-27,122.135
2004-07-28,121.892
2004-07-29,123.613
2004-07-30,122.962
2004-08-02,123.195
2004-08-03,124.064
2004-08-04,123.104
2004-08-05,122.948
2004-08-06,122.412
2004-08-09,120.679
2004-08-10,121.505
2004-08-11,118.99
2004-08-12,118.756
2004-08-13,119.918
2004-08-16,120.724
2004-08-17,121.25
2004-08-18,121.735
2004-08-19,122.849
2004-08-20,122.231
2004-08-23,122.249
2004-08-24,121.841
2004-08-25,121.53
2004-08-26,121.873
2004-08-27,121.296
2004-08-30,121.85
2004-08-31,122.299
2004-09-01,123.338
2004-09-02,123.256
2004-09-03,122.308
2004-09-06,122.764
2004-09-07,123.316
2004-09-08,122.995
2004-09-09,122.975
2004-09-10,125.4
2004-09-13,125.69
2004-09-14,125.598
2004-09-15,123.809
2004-09-16,124.053
2004-09-17,125.03
2004-09-20,124.527
2004-09-21,126.016
2004-09-22,124.99
2004-09-23,123.807
2004-09-24,123.998
2004-09-27,123.496
2004-09-28,124.222
2004-09-29,125.224
2004-09-30,126.816
2004-10-01,126.931
2004-10-04,126.607
2004-10-05,126.802
2004-10-06,126.921
2004-10-07,126.5
2004-10-08,127.424
2004-10-11,126.265
2004-10-12,124.551
2004-10-13,124.497
2004-10-14,125.293
2004-10-15,125.951
2004-10-18,125.69
2004-10-19,126.381
2004-10-20,126.934
2004-10-21,126.835
2004-10-22,127.535
2004-10-25,128.138
2004-10-26,128.401
2004-10-27,129.683
2004-10-28,130.843
2004-10-29,129.835
2004-11-01,130.751
2004-11-02,130.684
2004-11-03,132.877
2004-11-04,134.139
2004-11-05,135.348
2004-11-08,132.501
2004-11-09,131.997
2004-11-10,132.792
2004-11-11,134.729
2004-11-12,136.553
2004-11-15,136.556
2004-11-16,136.564
2004-11-17,138.294
2004-11-18,138.361
2004-11-19,139.343
2004-11-22,137.946
2004-11-23,138.915
2004-11-24,140.404
2004-11-25,142.348
2004-11-26,142.201
2004-11-29,142.297
2004-11-30,141.988
2004-12-01,141.434
2004-12-02,140.613
2004-12-03,141.692
2004-12-06,141.414
2004-12-07,141.613
2004-12-08,139.649
2004-12-09,139.242
2004-12-10,138.787
2004-12-13,140.062
2004-12-14,139.894
2004-12-15,142.027
2004-12-16,140.177
2004-12-17,139.892
2004-12-20,142.321
2004-12-21,141.269
2004-12-22,141.74
2004-12-23,142.949
2004-12-24,143.155
2004-12-27,144.242
2004-12-28,143.885
2004-12-29,144.745
2004-12-30,145.64
2004-12-31,145.16
2005-01-03,145.087
2005-01-04,143.642
2005-01-05,143.165
2005-01-06,142.451
2005-01-07,142.327
2005-01-10,143.777
2005-01-11,143.956
2005-01-12,145.306
2005-01-13,144.257
2005-01-14,143.947
2005-01-17,146.211
2005-01-18,145.7
2005-01-19,147.105
2005-01-20,146.031
2005-01-21,146.211
2005-01-24,146.687
2005-01-25,145.822
2005-01-26,147.674
2005-01-27,147.393
2005-01-28,146.931
2005-01-31,148.201
2005-02-01,148.491
2005-02-02,148.743
2005-02-03,147.851
2005-02-04,148.538
2005-02-07,147.946
2005-02-08,147.465
2005-02-09,147.915
2005-02-10,149.783
2005-02-11,151.157
2005-02-14,152.269
2005-02-15,152.739
2005-02-16,152.866
2005-02-17,154.209
2005-02-18,154.462
2005-02-21,154.72
2005-02-22,156.126
2005-02-23,155.423
2005-02-24,155.402
2005-02-25,156.757
2005-02-28,157.908
2005-03-01,157.351
2005-03-02,157.061
2005-03-03,157.254
2005-03-04,158.605
2005-03-07,157.791
2005-03-08,160.355
2005-03-09,160.877
2005-03-10,161.472
2005-03-11,162.519
2005-03-14,161.322
2005-03-15,160.865
2005-03-16,161.823
2005-03-17,160.462
2005-03-18,158.875
2005-03-21,156.67
2005-03-22,156.546
2005-03-23,153.461
2005-03-24,153.934
2005-03-25,153.934
2005-03-28,153.022
2005-03-29,152.615
2005-03-30,154.38
2005-03-31,155.601
2005-04-01,155.595
2005-04-04,152.93
2005-04-05,153.724
2005-04-06,154.065
2005-04-07,155.58
2005-04-08,155.627
2005-04-11,156.896
2005-04-12,156.017
2005-04-13,156.927
2005-04-14,155.605
2005-04-15,156.271
2005-04-18,154.796
2005-04-19,155.904
2005-04-20,156.656
2005-04-21,156.571
2005-04-22,156.826
2005-04-25,155.287
2005-04-26,155.224
2005-04-27,153.272
2005-04-28,152.218
2005-04-29,152.118
2005-05-02,152.026
2005-05-03,152.043
2005-05-04,153.036
2005-05-05,152.211
2005-05-06,152.078
2005-05-09,151.884
2005-05-10,152.535
2005-05-11,151.461
2005-05-12,151.002
2005-05-13,150.437
2005-05-16,150.166
2005-05-17,150.536
2005-05-18,151.225
2005-05-19,151.576
2005-05-20,150.363
2005-05-23,150.521
2005-05-24,151.092
2005-05-25,150.932
2005-05-26,150.668
2005-05-27,150.773
2005-05-30,150.113
2005-05-31,149.13
2005-06-01,148.985
2005-06-02,149.154
2005-06-03,149.367
2005-06-06,149.399
2005-06-07,150.307
2005-06-08,151.108
2005-06-09,149.547
2005-06-10,148.895
2005-06-13,149.211
2005-06-14,149.689
2005-06-15,150.017
2005-06-16,150.344
2005-06-17,151.326
2005-06-20,150.221
2005-06-21,150.731
2005-06-22,151.082
2005-06-23,150.807
2005-06-24,150.986
2005-06-27,150.776
2005-06-28,150.186
2005-06-29,149.945
2005-06-30,150.756
2005-07-01,150.179
2005-07-04,149.714
2005-07-05,150.498
2005-07-06,151.588
2005-07-07,151.102
2005-07-08,152.987
2005-07-11,156.256
2005-07-12,157.977
2005-07-13,158.948
2005-07-14,160.411
2005-07-15,159.415
2005-07-18,159.886
2005-07-19,158.971
2005-07-20,158.634
2005-07-21,160.34
2005-07-22,160.474
2005-07-25,158.71
2005-07-26,159.214
2005-07-27,160.603
2005-07-28,161.501
2005-07-29,162.282
2005-08-01,163.796
2005-08-02,164.562
2005-08-03,165.802
2005-08-04,166.97
2005-08-05,165.87
2005-08-08,167.049
2005-08-09,167.613
2005-08-10,168.379
2005-08-11,168.329
2005-08-12,168.509
2005-08-15,168.003
2005-08-16,168.354
2005-08-17,167.873
2005-08-18,165.663
2005-08-19,166.998
2005-08-22,168.751
2005-08-23,167.314
2005-08-24,167.175
2005-08-25,167.051
2005-08-26,168.797
2005-08-29,167.845
2005-08-30,167.168
2005-08-31,170.294
2005-09-01,174.718
2005-09-02,176.336
2005-09-05,174.729
2005-09-06,175.468
2005-09-07,176.455
2005-09-08,176.16
2005-09-09,176.738
2005-09-12,176.776
2005-09-13,175.03
2005-09-14,175.381
2005-09-15,173.629
2005-09-16,173.448
2005-09-19,172.373
2005-09-20,173.487
2005-09-21,173.319
2005-09-22,170.859
2005-09-23,169.553
2005-09-26,169.298
2005-09-27,168.676
2005-09-28,169.849
2005-09-29,169.623
2005-09-30,172.759
2005-10-03,172.113
2005-10-04,172.929
2005-10-05,173.209
2005-10-06,174.387
2005-10-07,171.71
2005-10-10,170.959
2005-10-11,170.238
2005-10-12,169.392
2005-10-13,165.023
2005-10-14,167.078
2005-10-17,166.151
2005-10-18,164.37
2005-10-19,161.834
2005-10-20,163.052
2005-10-21,162.56
2005-10-24,163.418
2005-10-25,165.339
2005-10-26,164.743
2005-10-27,163.948
2005-10-28,163.067
2005-10-31,163.178
2005-11-01,163.691
2005-11-02,165.875
2005-11-03,166.28
2005-11-04,163.362
2005-11-07,163.393
2005-11-08,163.479
2005-11-09,162.942
