Date,SINGAPORE IMI GROWTH IMI (Large+Mid+Small Cap)
2002-04-29,398.107
2002-04-30,399.412
2002-05-01,399.833
2002-05-02,401.885
2002-05-03,403.411
2002-05-06,398.763
2002-05-07,397.824
2002-05-08,401.394
2002-05-09,398.189
2002-05-10,400.528
2002-05-13,399.541
2002-05-14,398.676
2002-05-15,400.438
2002-05-16,396.56
2002-05-17,398.297
2002-05-20,397.117
2002-05-21,398.34
2002-05-22,400.878
2002-05-23,394.83
2002-05-24,396.824
2002-05-27,397.109
2002-05-28,394.515
2002-05-29,389.686
2002-05-30,392.06
2002-05-31,392.566
2002-06-03,394.757
2002-06-04,391.067
2002-06-05,391.154
2002-06-06,391.368
2002-06-07,390.818
2002-06-10,390.113
2002-06-11,388.843
2002-06-12,386.471
2002-06-13,386.55
2002-06-14,379.791
2002-06-17,378.569
2002-06-18,378.027
2002-06-19,372.559
2002-06-20,376.324
2002-06-21,371.56
2002-06-24,371.307
2002-06-25,381.388
2002-06-26,372.563
2002-06-27,373.895
2002-06-28,379.684
2002-07-01,377.488
2002-07-02,377.247
2002-07-03,381.977
2002-07-04,384.555
2002-07-05,395.247
2002-07-08,392.865
2002-07-09,401.565
2002-07-10,401.74
2002-07-11,395.568
2002-07-12,400.464
2002-07-15,400.019
2002-07-16,395.373
2002-07-17,392.528
2002-07-18,389.611
2002-07-19,387.451
2002-07-22,375.495
2002-07-23,382.921
2002-07-24,369.449
2002-07-25,368.512
2002-07-26,358.339
2002-07-29,360.537
2002-07-30,364.262
2002-07-31,360.836
2002-08-01,362.539
2002-08-02,362.407
2002-08-05,352.872
2002-08-06,340.519
2002-08-07,346.977
2002-08-08,342.452
2002-08-09,343.035
2002-08-12,342.238
2002-08-13,351.04
2002-08-14,357.204
2002-08-15,352.266
2002-08-16,352.608
2002-08-19,350.477
2002-08-20,356.133
2002-08-21,358.408
2002-08-22,359.069
2002-08-23,359.029
2002-08-26,355.102
2002-08-27,355.734
2002-08-28,353.706
2002-08-29,352.975
2002-08-30,348.176
2002-09-02,338.665
2002-09-03,335.487
2002-09-04,339.283
2002-09-05,334.08
2002-09-06,330.097
2002-09-09,325.361
2002-09-10,328.796
2002-09-11,328.615
2002-09-12,323.3
2002-09-13,318.865
2002-09-16,318.842
2002-09-17,324.236
2002-09-18,318.088
2002-09-19,322.675
2002-09-20,315.499
2002-09-23,314.236
2002-09-24,306.661
2002-09-25,301.71
2002-09-26,302.184
2002-09-27,306.051
2002-09-30,300.419
2002-10-01,299.296
2002-10-02,301.233
2002-10-03,303.363
2002-10-04,305.584
2002-10-07,303.767
2002-10-08,307.536
2002-10-09,305.197
2002-10-10,298.724
2002-10-11,304.577
2002-10-14,300.616
2002-10-15,311.746
2002-10-16,318.812
2002-10-17,326.896
2002-10-18,325.959
2002-10-21,324.828
2002-10-22,323.447
2002-10-23,330.64
2002-10-24,328.803
2002-10-25,330.152
2002-10-28,330.523
2002-10-29,327.496
2002-10-30,329.255
2002-10-31,329.803
2002-11-01,322.353
2002-11-04,322.652
2002-11-05,329.437
2002-11-06,332.322
2002-11-07,330.013
2002-11-08,328.979
2002-11-11,325.345
2002-11-12,323.834
2002-11-13,321.632
2002-11-14,324.039
2002-11-15,329.023
2002-11-18,327.713
2002-11-19,324.62
2002-11-20,319.846
2002-11-21,324.428
2002-11-22,331.376
2002-11-25,330.988
2002-11-26,330.213
2002-11-27,327.931
2002-11-28,332.55
2002-11-29,329.459
2002-12-02,327.313
2002-12-03,325.463
2002-12-04,320.559
2002-12-05,318.04
2002-12-06,319.549
2002-12-09,317.594
2002-12-10,319.331
2002-12-11,319.927
2002-12-12,322.031
2002-12-13,321.271
2002-12-16,318.851
2002-12-17,316.574
2002-12-18,315.633
2002-12-19,321.134
2002-12-20,317.287
2002-12-23,317.237
2002-12-24,317.326
2002-12-25,317.326
2002-12-26,316.13
2002-12-27,318.366
2002-12-30,315.98
2002-12-31,316.906
2003-01-01,316.906
2003-01-02,316.166
2003-01-03,318.276
2003-01-06,318.931
2003-01-07,314.135
2003-01-08,318.611
2003-01-09,319.071
2003-01-10,322.985
2003-01-13,331.749
2003-01-14,335.632
2003-01-15,332.142
2003-01-16,330.51
2003-01-17,327.292
2003-01-20,325.68
2003-01-21,325.165
2003-01-22,327.252
2003-01-23,326.185
2003-01-24,323.367
2003-01-27,316.583
2003-01-28,317.235
2003-01-29,310.421
2003-01-30,307.463
2003-01-31,307.633
2003-02-03,307.151
2003-02-04,308.794
2003-02-05,306.763
2003-02-06,306.71
2003-02-07,304.893
2003-02-10,301.775
2003-02-11,304.205
2003-02-12,303.329
2003-02-13,298.954
2003-02-14,299.901
2003-02-17,307.407
2003-02-18,306.472
2003-02-19,310.63
2003-02-20,310.54
2003-02-21,311.275
2003-02-24,312.498
2003-02-25,309.091
2003-02-26,308.748
2003-02-27,305.197
2003-02-28,305.472
2003-03-03,308.297
2003-03-04,305.308
2003-03-05,304.472
2003-03-06,299.902
2003-03-07,296.316
2003-03-10,293.638
2003-03-11,294.397
2003-03-12,297.3
2003-03-13,296.532
2003-03-14,299.302
2003-03-17,294.134
2003-03-18,303.239
2003-03-19,304.995
2003-03-20,314.82
2003-03-21,319.099
2003-03-24,312.505
2003-03-25,314.366
2003-03-26,317.571
2003-03-27,314.809
2003-03-28,313.926
2003-03-31,304.171
2003-04-01,303.63
2003-04-02,305.668
2003-04-03,305.948
2003-04-04,309.488
2003-04-07,314.029
2003-04-08,308.827
2003-04-09,303.149
2003-04-10,305.722
2003-04-11,307.1
2003-04-14,301.112
2003-04-15,302.93
2003-04-16,304.922
2003-04-17,305.5
2003-04-18,305.5
2003-04-21,303.042
2003-04-22,301.885
2003-04-23,299.282
2003-04-24,294.239
2003-04-25,289.76
2003-04-28,295.641
2003-04-29,305.581
2003-04-30,305.618
2003-05-01,306.855
2003-05-02,308.453
2003-05-05,317.004
2003-05-06,318.602
2003-05-07,319.229
2003-05-08,319.701
2003-05-09,318.459
2003-05-12,325.181
2003-05-13,323.014
2003-05-14,321.271
2003-05-15,323.752
2003-05-16,318.305
2003-05-19,314.008
2003-05-20,315.671
2003-05-21,315.006
2003-05-22,319.51
2003-05-23,323.024
2003-05-26,326.432
2003-05-27,324.751
2003-05-28,328.616
2003-05-29,329.075
2003-05-30,327.848
2003-06-02,335.657
2003-06-03,336.126
2003-06-04,341.938
2003-06-05,351.111
2003-06-06,351.071
2003-06-09,353.391
2003-06-10,351.236
2003-06-11,351.759
2003-06-12,360.334
2003-06-13,362.615
2003-06-16,359.893
2003-06-17,365.746
2003-06-18,363.503
2003-06-19,370.85
2003-06-20,371.599
2003-06-23,363.822
2003-06-24,356.919
2003-06-25,357.65
2003-06-26,350.92
2003-06-27,356.985
2003-06-30,349.16
2003-07-01,351.957
2003-07-02,357.122
2003-07-03,361.111
2003-07-04,361.585
2003-07-07,366.868
2003-07-08,367.49
2003-07-09,369.112
2003-07-10,366.988
2003-07-11,373.418
2003-07-14,379.251
2003-07-15,380.306
2003-07-16,381.547
2003-07-17,378.156
2003-07-18,376.748
2003-07-21,374.959
2003-07-22,370.478
2003-07-23,371.478
2003-07-24,372.294
2003-07-25,375.387
2003-07-28,380.234
2003-07-29,378.282
2003-07-30,377.097
2003-07-31,371.869
2003-08-01,372.206
2003-08-04,368.082
2003-08-05,360.299
2003-08-06,362.404
2003-08-07,368.347
2003-08-08,367.736
2003-08-11,372.359
2003-08-12,374.388
2003-08-13,379.31
2003-08-14,382.217
2003-08-15,382.562
2003-08-18,389.363
2003-08-19,387.523
2003-08-20,386.606
2003-08-21,391.395
2003-08-22,391.566
2003-08-25,384.906
2003-08-26,377.49
2003-08-27,378.76
2003-08-28,380.463
2003-08-29,379.822
2003-09-01,381.108
2003-09-02,378.005
2003-09-03,381.402
2003-09-04,381.539
2003-09-05,383.177
2003-09-08,382.086
2003-09-09,372.084
2003-09-10,371.667
2003-09-11,377.202
2003-09-12,375.794
2003-09-15,376.767
2003-09-16,378.364
2003-09-17,381.51
2003-09-18,382.044
2003-09-19,383.107
2003-09-22,385.731
2003-09-23,386.662
2003-09-24,395.051
2003-09-25,394.948
2003-09-26,393.826
2003-09-29,393.558
2003-09-30,393.438
2003-10-01,392.743
2003-10-02,395.291
2003-10-03,400.049
2003-10-06,410.849
2003-10-07,413.461
2003-10-08,415.773
2003-10-09,415.186
2003-10-10,417.434
2003-10-13,418.596
2003-10-14,410.359
2003-10-15,416.231
2003-10-16,418.764
2003-10-17,422.584
2003-10-20,422.001
2003-10-21,424.477
2003-10-22,422.907
2003-10-23,412.12
2003-10-24,412.537
2003-10-27,406.585
2003-10-28,413.19
2003-10-29,413.858
2003-10-30,411.127
2003-10-31,410.666
2003-11-03,414.958
2003-11-04,419.693
2003-11-05,418.035
2003-11-06,414.804
2003-11-07,415.002
2003-11-10,410.422
2003-11-11,399.667
2003-11-12,405.246
2003-11-13,412.359
2003-11-14,409.316
2003-11-17,398.903
2003-11-18,402.5
2003-11-19,397.957
2003-11-20,395.986
2003-11-21,394.374
2003-11-24,397.66
2003-11-25,397.66
2003-11-26,400.008
2003-11-27,402.12
2003-11-28,407.697
2003-12-01,414.224
2003-12-02,412.883
2003-12-03,416.597
2003-12-04,412.949
2003-12-05,414.206
2003-12-08,412.741
2003-12-09,409.278
2003-12-10,408.888
2003-12-11,412.134
2003-12-12,415.197
2003-12-15,419.607
2003-12-16,415.839
2003-12-17,413.336
2003-12-18,409.669
2003-12-19,409.132
2003-12-22,412.063
2003-12-23,411.928
2003-12-24,414.385
2003-12-25,414.385
2003-12-26,416.121
2003-12-29,419.99
2003-12-30,425.47
2003-12-31,426.041
2004-01-01,426.041
2004-01-02,431.813
2004-01-05,437.37
2004-01-06,439.255
2004-01-07,445.666
2004-01-08,448.298
2004-01-09,448.901
2004-01-12,446.487
2004-01-13,451.748
2004-01-14,453.21
2004-01-15,444.942
2004-01-16,447.134
2004-01-19,449.878
2004-01-20,451.564
2004-01-21,460.785
2004-01-22,462.519
2004-01-23,461.827
2004-01-26,463.259
2004-01-27,464.634
2004-01-28,456.349
2004-01-29,447.87
2004-01-30,450.977
2004-02-02,451.289
2004-02-03,447.648
2004-02-04,443.148
2004-02-05,442.904
2004-02-06,446.713
2004-02-09,459.337
2004-02-10,452.984
2004-02-11,453.859
2004-02-12,454.425
2004-02-13,453.724
2004-02-16,454.059
2004-02-17,461.126
2004-02-18,460.417
2004-02-19,457.21
2004-02-20,456.208
2004-02-23,453.509
2004-02-24,452.271
2004-02-25,448.104
2004-02-26,448.627
2004-02-27,446.483
2004-03-01,445.856
2004-03-02,443.314
2004-03-03,438.137
2004-03-04,440.073
2004-03-05,441.336
2004-03-08,440.192
2004-03-09,439.629
2004-03-10,434.096
2004-03-11,428.204
2004-03-12,426.374
2004-03-15,428.219
2004-03-16,429.411
2004-03-17,430.794
2004-03-18,432.199
2004-03-19,431.683
2004-03-22,423.729
2004-03-23,428.178
2004-03-24,432.038
2004-03-25,432.289
2004-03-26,429.067
2004-03-29,432.916
2004-03-30,436.379
2004-03-31,441.927
2004-04-01,445.835
2004-04-02,447.117
2004-04-05,448.933
2004-04-06,444.728
2004-04-07,449.158
2004-04-08,454.257
2004-04-09,454.257
2004-04-12,456.427
2004-04-13,455.191
2004-04-14,446.31
2004-04-15,440.44
2004-04-16,443.013
2004-04-19,439.599
2004-04-20,441.201
2004-04-21,435.865
2004-04-22,438.1
2004-04-23,438.422
2004-04-26,432.419
2004-04-27,432.4
2004-04-28,430.469
2004-04-29,422.898
2004-04-30,432.669
2004-05-03,429.723
2004-05-04,439.167
2004-05-05,444.887
2004-05-06,445.319
2004-05-07,436.431
2004-05-10,417.469
2004-05-11,421.002
2004-05-12,422.42
2004-05-13,416.585
2004-05-14,411.629
2004-05-17,399.92
2004-05-18,403.88
2004-05-19,416.664
2004-05-20,408.941
2004-05-21,417.176
2004-05-24,417.859
2004-05-25,415.508
2004-05-26,419.371
2004-05-27,422.97
2004-05-28,427.274
2004-05-31,426.937
2004-06-01,425.649
2004-06-02,424.686
2004-06-03,421.742
2004-06-04,424.679
2004-06-07,433.784
2004-06-08,431.828
2004-06-09,434.389
2004-06-10,433.133
2004-06-11,430.781
2004-06-14,428.426
2004-06-15,431.481
2004-06-16,433.864
2004-06-17,427.828
2004-06-18,422.829
2004-06-21,420.273
2004-06-22,419.594
2004-06-23,421.569
2004-06-24,424.57
2004-06-25,426.222
2004-06-28,428.413
2004-06-29,427.98
2004-06-30,427.522
2004-07-01,430.949
2004-07-02,431.487
2004-07-05,434.267
2004-07-06,434.312
2004-07-07,438.672
2004-07-08,435.948
2004-07-09,440.62
2004-07-12,445.266
2004-07-13,444.88
2004-07-14,442.192
2004-07-15,441.729
2004-07-16,442.499
2004-07-19,443.882
2004-07-20,438.486
2004-07-21,439.316
2004-07-22,435.449
2004-07-23,428.925
2004-07-26,430.383
2004-07-27,433.973
2004-07-28,433.003
2004-07-29,437.1
2004-07-30,439.125
2004-08-02,440.485
2004-08-03,444.512
2004-08-04,443.747
2004-08-05,449.678
2004-08-06,446.241
2004-08-09,446.38
2004-08-10,442.04
2004-08-11,440.444
2004-08-12,439.56
2004-08-13,435.019
2004-08-16,437.2
2004-08-17,438.672
2004-08-18,440.231
2004-08-19,447.216
2004-08-20,443.547
2004-08-23,446.263
2004-08-24,446.247
2004-08-25,448.302
2004-08-26,448.534
2004-08-27,448.006
2004-08-30,444.484
2004-08-31,448.26
2004-09-01,451.619
2004-09-02,456.531
2004-09-03,455.402
2004-09-06,455.82
2004-09-07,462.228
2004-09-08,461.074
2004-09-09,462.638
2004-09-10,463.777
2004-09-13,469.514
2004-09-14,474.233
2004-09-15,475.557
2004-09-16,471.488
2004-09-17,473.372
2004-09-20,470.53
2004-09-21,473.206
2004-09-22,470.658
2004-09-23,470.889
2004-09-24,469.659
2004-09-27,471.652
2004-09-28,469.717
2004-09-29,469.166
2004-09-30,473.692
2004-10-01,473.186
2004-10-04,482.015
2004-10-05,480.819
2004-10-06,479.56
2004-10-07,477.641
2004-10-08,479.261
2004-10-11,476.829
2004-10-12,469.801
2004-10-13,470.084
2004-10-14,465.99
2004-10-15,470.145
2004-10-18,466.322
2004-10-19,472.597
2004-10-20,467.118
2004-10-21,471.308
2004-10-22,472.879
2004-10-25,470.608
2004-10-26,471.542
2004-10-27,471.608
2004-10-28,479.772
2004-10-29,476.527
2004-11-01,472.575
2004-11-02,477.497
2004-11-03,482.424
2004-11-04,483.405
2004-11-05,482.999
2004-11-08,481.283
2004-11-09,481.009
2004-11-10,481.616
2004-11-11,482.216
2004-11-12,488.523
2004-11-15,488.451
2004-11-16,486.467
2004-11-17,491.083
2004-11-18,484.7
2004-11-19,487.698
2004-11-22,483.564
2004-11-23,488.402
2004-11-24,491.07
2004-11-25,488.862
2004-11-26,485.718
2004-11-29,489.007
2004-11-30,486.888
2004-12-01,489.681
2004-12-02,493.507
2004-12-03,493.939
2004-12-06,488.386
2004-12-07,484.672
2004-12-08,480.849
2004-12-09,475.797
2004-12-10,477.401
2004-12-13,478.77
2004-12-14,483.258
2004-12-15,490.757
2004-12-16,485.977
2004-12-17,488.872
2004-12-20,491.221
2004-12-21,493.549
2004-12-22,491.083
2004-12-23,492.104
2004-12-24,493.602
2004-12-27,493.503
2004-12-28,496.136
2004-12-29,494.908
2004-12-30,497.311
2004-12-31,499.782
2005-01-03,499.425
2005-01-04,496.334
2005-01-05,497.048
2005-01-06,500.656
2005-01-07,499.04
2005-01-10,498.919
2005-01-11,502.956
2005-01-12,502.881
2005-01-13,507.45
2005-01-14,505.311
2005-01-17,508.022
2005-01-18,503.465
2005-01-19,507.816
2005-01-20,505.104
2005-01-21,505.285
2005-01-24,504.934
2005-01-25,500.238
2005-01-26,506.795
2005-01-27,504.136
2005-01-28,507.91
2005-01-31,510.945
2005-02-01,509.654
2005-02-02,511.496
2005-02-03,509.989
2005-02-04,509.633
2005-02-07,510.941
2005-02-08,511.034
2005-02-09,510.867
2005-02-10,510.504
2005-02-11,514.002
2005-02-14,519.795
2005-02-15,521.675
2005-02-16,518.375
2005-02-17,519.082
2005-02-18,522.897
2005-02-21,523.078
2005-02-22,522.292
2005-02-23,518.058
2005-02-24,520.641
2005-02-25,517.523
2005-02-28,516.312
2005-03-01,515.37
2005-03-02,517.89
2005-03-03,518.597
2005-03-04,519.19
2005-03-07,522.172
2005-03-08,522.991
2005-03-09,527.979
2005-03-10,525.269
2005-03-11,524.286
2005-03-14,523.647
2005-03-15,521.542
2005-03-16,526.56
2005-03-17,523.996
2005-03-18,527.473
2005-03-21,526.994
2005-03-22,523.847
2005-03-23,512.564
2005-03-24,512.604
2005-03-25,512.604
2005-03-28,508.41
2005-03-29,501.91
2005-03-30,502.045
2005-03-31,505.232
2005-04-01,502.123
2005-04-04,501.142
2005-04-05,505.092
2005-04-06,507.156
2005-04-07,513.895
2005-04-08,515.971
2005-04-11,519.476
2005-04-12,514.876
2005-04-13,516.374
2005-04-14,510.489
2005-04-15,504.948
2005-04-18,495.604
2005-04-19,503.537
2005-04-20,505.108
2005-04-21,507.173
2005-04-22,507.567
2005-04-25,510.412
2005-04-26,512.455
2005-04-27,512.619
2005-04-28,512.806
2005-04-29,511.773
2005-05-02,510.702
2005-05-03,514.241
2005-05-04,516.662
2005-05-05,518.718
2005-05-06,521.603
2005-05-09,518.201
2005-05-10,518.41
2005-05-11,518.898
2005-05-12,517.728
2005-05-13,516.597
2005-05-16,515.039
2005-05-17,514.445
2005-05-18,514.44
2005-05-19,516.582
2005-05-20,515.293
2005-05-23,516.221
2005-05-24,520.873
2005-05-25,515.616
2005-05-26,513.219
2005-05-27,513.929
2005-05-30,516.897
2005-05-31,515.247
2005-06-01,515.465
2005-06-02,519.131
2005-06-03,520.894
2005-06-06,524.192
2005-06-07,526.338
2005-06-08,525.439
2005-06-09,526.222
2005-06-10,526.576
2005-06-13,524.107
2005-06-14,521.02
2005-06-15,526.216
2005-06-16,527.403
2005-06-17,529.244
2005-06-20,527.091
2005-06-21,529.408
2005-06-22,535.231
2005-06-23,538.815
2005-06-24,538.256
2005-06-27,533.02
2005-06-28,531.687
2005-06-29,532.005
2005-06-30,533.124
2005-07-01,531.982
2005-07-04,532.843
2005-07-05,534.567
2005-07-06,538.288
2005-07-07,532.345
2005-07-08,533.041
2005-07-11,542.885
2005-07-12,544.471
2005-07-13,539.546
2005-07-14,540.785
2005-07-15,540.356
2005-07-18,539.328
2005-07-19,543.007
2005-07-20,548.377
2005-07-21,561.14
2005-07-22,563.842
2005-07-25,561.468
2005-07-26,562.348
2005-07-27,565.417
2005-07-28,567.098
2005-07-29,567.085
2005-08-01,571.148
2005-08-02,576.374
2005-08-03,574.374
2005-08-04,572.432
2005-08-05,567.557
2005-08-08,573.488
2005-08-09,572.822
2005-08-10,572.053
2005-08-11,562.085
2005-08-12,561.789
2005-08-15,553.954
2005-08-16,561.755
2005-08-17,555.186
2005-08-18,553.645
2005-08-19,554.508
2005-08-22,560.513
2005-08-23,554.285
2005-08-24,551.453
2005-08-25,553.229
2005-08-26,553.296
2005-08-29,547.14
2005-08-30,544.555
2005-08-31,543.288
2005-09-01,552.903
2005-09-02,555.135
2005-09-05,551.276
2005-09-06,546.953
2005-09-07,548.919
2005-09-08,550.633
2005-09-09,553.613
2005-09-12,558.847
2005-09-13,554.793
2005-09-14,558.126
2005-09-15,558.343
2005-09-16,556.016
2005-09-19,549.75
2005-09-20,554.642
2005-09-21,551.518
2005-09-22,549.862
2005-09-23,548.147
2005-09-26,551.701
2005-09-27,548.18
2005-09-28,546.237
2005-09-29,547.974
2005-09-30,549.58
2005-10-03,546.109
2005-10-04,551.817
2005-10-05,552.504
2005-10-06,547.276
2005-10-07,549.416
2005-10-10,558.832
2005-10-11,556.099
2005-10-12,549.025
2005-10-13,547.667
2005-10-14,544.671
2005-10-17,540.114
2005-10-18,537.263
2005-10-19,521.076
2005-10-20,522.993
2005-10-21,526.274
2005-10-24,522.737
2005-10-25,524.535
2005-10-26,525.605
2005-10-27,521.445
2005-10-28,517.366
2005-10-31,523.412
2005-11-01,523.382
2005-11-02,529.492
2005-11-03,528.831
2005-11-04,528.865
2005-11-07,527.352
