Date,FINLAND LARGE VALUE Large Cap
2002-10-16,351.63
2002-10-17,369.882
2002-10-18,389.317
2002-10-21,367.612
2002-10-22,381.546
2002-10-23,367.532
2002-10-24,384.104
2002-10-25,364.166
2002-10-28,369.46
2002-10-29,353.411
2002-10-30,351.08
2002-10-31,363.85
2002-11-01,359.136
2002-11-04,373.97
2002-11-05,371.78
2002-11-06,372.005
2002-11-07,386.52
2002-11-08,377.432
2002-11-11,355.448
2002-11-12,354.159
2002-11-13,359.633
2002-11-14,365.11
2002-11-15,359.236
2002-11-18,367.08
2002-11-19,368.299
2002-11-20,365.297
2002-11-21,383.721
2002-11-22,381.067
2002-11-25,388.89
2002-11-26,383.18
2002-11-27,401.703
2002-11-28,417.781
2002-11-29,428.139
2002-12-02,427.902
2002-12-03,408.298
2002-12-04,391.908
2002-12-05,389.322
2002-12-06,392.182
2002-12-09,386.719
2002-12-10,386.742
2002-12-11,390.023
2002-12-12,380.646
2002-12-13,381.52
2002-12-16,386.088
2002-12-17,387.96
2002-12-18,385.674
2002-12-19,368.134
2002-12-20,371.188
2002-12-23,358.218
2002-12-24,359.7
2002-12-25,359.7
2002-12-26,360.607
2002-12-27,356.842
2002-12-30,367.598
2002-12-31,369.04
2003-01-01,369.04
2003-01-02,386.525
2003-01-03,388.184
2003-01-06,390.569
2003-01-07,379.544
2003-01-08,367.909
2003-01-09,368.879
2003-01-10,371.095
2003-01-13,389.209
2003-01-14,397.243
2003-01-15,394.223
2003-01-16,409.671
2003-01-17,401.621
2003-01-20,411.11
2003-01-21,396.845
2003-01-22,395.171
2003-01-23,389.975
2003-01-24,387.843
2003-01-27,371.262
2003-01-28,363.262
2003-01-29,362.35
2003-01-30,340.537
2003-01-31,329.809
2003-02-03,340.327
2003-02-04,351.752
2003-02-05,348.66
2003-02-06,347.224
2003-02-07,348.354
2003-02-10,347.859
2003-02-11,345.22
2003-02-12,344.083
2003-02-13,342.549
2003-02-14,341.426
2003-02-17,350.502
2003-02-18,352.284
2003-02-19,357.054
2003-02-20,350.199
2003-02-21,343.477
2003-02-24,353.07
2003-02-25,340.113
2003-02-26,340.23
2003-02-27,336.571
2003-02-28,342.821
2003-03-03,346.882
2003-03-04,343.458
2003-03-05,336.122
2003-03-06,331.927
2003-03-07,327.219
2003-03-10,330.386
2003-03-11,335.817
2003-03-12,329.771
2003-03-13,330.182
2003-03-14,343.49
2003-03-17,355.392
2003-03-18,370.207
2003-03-19,366.116
2003-03-20,356.664
2003-03-21,370.025
2003-03-24,362.415
2003-03-25,362.311
2003-03-26,355.545
2003-03-27,359.725
2003-03-28,354.153
2003-03-31,337.802
2003-04-01,340.672
2003-04-02,354.597
2003-04-03,352.036
2003-04-04,344.567
2003-04-07,352.372
2003-04-08,343.944
2003-04-09,348.635
2003-04-10,349.685
2003-04-11,353.398
2003-04-14,347.845
2003-04-15,347.449
2003-04-16,363.343
2003-04-17,366.699
2003-04-18,366.699
2003-04-21,365.118
2003-04-22,365.37
2003-04-23,386.87
2003-04-24,383.08
2003-04-25,379.43
2003-04-28,387.57
2003-04-29,399.685
2003-04-30,398.221
2003-05-01,401.879
2003-05-02,402.435
2003-05-05,405.755
2003-05-06,419.711
2003-05-07,416.393
2003-05-08,403.588
2003-05-09,407.418
2003-05-12,401.014
2003-05-13,394.909
2003-05-14,390.348
2003-05-15,394.001
2003-05-16,385.585
2003-05-19,396.886
2003-05-20,388.901
2003-05-21,386.546
2003-05-22,389.457
2003-05-23,388.607
2003-05-26,391.31
2003-05-27,387.109
2003-05-28,394.418
2003-05-29,397.341
2003-05-30,381.335
2003-06-02,400.085
2003-06-03,400.841
2003-06-04,399.575
2003-06-05,407.979
2003-06-06,416.062
2003-06-09,410.997
2003-06-10,415.154
2003-06-11,428.514
2003-06-12,417.719
2003-06-13,417.132
2003-06-16,419.183
2003-06-17,429.385
2003-06-18,426.61
2003-06-19,428.513
2003-06-20,426.221
2003-06-23,420.276
2003-06-24,399.585
2003-06-25,395.828
2003-06-26,400.914
2003-06-27,409.752
2003-06-30,409.344
2003-07-01,397.211
2003-07-02,403.348
2003-07-03,416.24
2003-07-04,435.962
2003-07-07,465.858
2003-07-08,459.396
2003-07-09,454.291
2003-07-10,443.853
2003-07-11,448.085
2003-07-14,454.552
2003-07-15,449.254
2003-07-16,451.502
2003-07-17,451.503
2003-07-18,466.229
2003-07-21,470.368
2003-07-22,453.395
2003-07-23,458.227
2003-07-24,461.151
2003-07-25,465.07
2003-07-28,460.85
2003-07-29,457.258
2003-07-30,454.753
2003-07-31,461.007
2003-08-01,453.504
2003-08-04,448.602
2003-08-05,453.947
2003-08-06,450.066
2003-08-07,438.795
2003-08-08,443.504
2003-08-11,448.127
2003-08-12,454.803
2003-08-13,449.149
2003-08-14,461.707
2003-08-15,464.677
2003-08-18,468.973
2003-08-19,478.113
2003-08-20,482.817
2003-08-21,492.002
2003-08-22,482.958
2003-08-25,474.044
2003-08-26,452.906
2003-08-27,468.195
2003-08-28,465.114
2003-08-29,477.033
2003-09-01,488.833
2003-09-02,479.643
2003-09-03,481.887
2003-09-04,467.568
2003-09-05,474.4
2003-09-08,492.028
2003-09-09,475.309
2003-09-10,460.807
2003-09-11,469.225
2003-09-12,478.19
2003-09-15,474.688
2003-09-16,479.663
2003-09-17,479.598
2003-09-18,466.225
2003-09-19,459.391
2003-09-22,449.936
2003-09-23,459.428
2003-09-24,464.73
2003-09-25,453.713
2003-09-26,452.683
2003-09-29,456.456
2003-09-30,453.516
2003-10-01,445.903
2003-10-02,447.074
2003-10-03,458.798
2003-10-06,452.935
2003-10-07,449.76
2003-10-08,459.076
2003-10-09,472.069
2003-10-10,470.52
2003-10-13,473.566
2003-10-14,468.437
2003-10-15,478.338
2003-10-16,475.969
2003-10-17,474.805
2003-10-20,473.038
2003-10-21,472.626
2003-10-22,463.796
2003-10-23,479.363
2003-10-24,473.876
2003-10-27,473.597
2003-10-28,476.968
2003-10-29,488.738
2003-10-30,497.948
2003-10-31,498.288
2003-11-03,502.236
2003-11-04,491.708
2003-11-05,482.63
2003-11-06,484.194
2003-11-07,485.93
2003-11-10,495.273
2003-11-11,488.048
2003-11-12,498.311
2003-11-13,503.475
2003-11-14,508.793
2003-11-17,494.478
2003-11-18,489.317
2003-11-19,480.942
2003-11-20,484.609
2003-11-21,490.881
2003-11-24,490.44
2003-11-25,481.767
2003-11-26,481.338
2003-11-27,490.395
2003-11-28,493.164
2003-12-01,483.391
2003-12-02,492.789
2003-12-03,493.242
2003-12-04,492.232
2003-12-05,504.393
2003-12-08,511.152
2003-12-09,507.863
2003-12-10,501.269
2003-12-11,492.08
2003-12-12,503.13
2003-12-15,499.428
2003-12-16,487.951
2003-12-17,475.809
2003-12-18,474.614
2003-12-19,473.375
2003-12-22,469.155
2003-12-23,486.843
2003-12-24,488.215
2003-12-25,488.215
2003-12-26,488.019
2003-12-29,489.352
2003-12-30,490.276
2003-12-31,493.524
2004-01-01,493.524
2004-01-02,510.471
2004-01-05,517.612
2004-01-06,520.716
2004-01-07,510.14
2004-01-08,505.226
2004-01-09,503.523
2004-01-12,508.852
2004-01-13,501.19
2004-01-14,502.768
2004-01-15,501.886
2004-01-16,502.19
2004-01-19,503.687
2004-01-20,478.909
2004-01-21,461.597
2004-01-22,478.077
2004-01-23,473.94
2004-01-26,468.479
2004-01-27,478.585
2004-01-28,477.769
2004-01-29,470.911
2004-01-30,475.602
2004-02-02,464.897
2004-02-03,465.073
2004-02-04,466.838
2004-02-05,468.586
2004-02-06,464.349
2004-02-09,468.626
2004-02-10,472.9
2004-02-11,473.622
2004-02-12,485.748
2004-02-13,481.668
2004-02-16,478.651
2004-02-17,485.241
2004-02-18,485.411
2004-02-19,499.724
2004-02-20,498.789
2004-02-23,501.534
2004-02-24,502.233
2004-02-25,494.901
2004-02-26,487.753
2004-02-27,486.604
2004-03-01,496.961
2004-03-02,505.079
2004-03-03,506.283
2004-03-04,504.476
2004-03-05,502.829
2004-03-08,506.494
2004-03-09,501.888
2004-03-10,489.032
2004-03-11,477.955
2004-03-12,473.847
2004-03-15,471.138
2004-03-16,468.47
2004-03-17,465.533
2004-03-18,467.04
2004-03-19,474.156
2004-03-22,472.262
2004-03-23,480.287
2004-03-24,482.422
2004-03-25,478.125
2004-03-26,467.731
2004-03-29,478.152
2004-03-30,475.136
2004-03-31,481.681
2004-04-01,496.986
2004-04-02,497.728
2004-04-05,493.415
2004-04-06,496.248
2004-04-07,504.925
2004-04-08,501.786
2004-04-09,501.786
2004-04-12,500.376
2004-04-13,498.717
2004-04-14,494.282
2004-04-15,487.388
2004-04-16,484.923
2004-04-19,485.804
2004-04-20,490.343
2004-04-21,480.848
2004-04-22,505.894
2004-04-23,509.21
2004-04-26,514.11
2004-04-27,530.36
2004-04-28,516.806
2004-04-29,520.212
2004-04-30,516.207
2004-05-03,512.041
2004-05-04,516.727
2004-05-05,518.944
2004-05-06,497.43
2004-05-07,501.452
2004-05-10,484.223
2004-05-11,500.73
2004-05-12,493.66
2004-05-13,487.999
2004-05-14,482.388
2004-05-17,484.492
2004-05-18,486.202
2004-05-19,494.236
2004-05-20,489.842
2004-05-21,491.76
2004-05-24,503.225
2004-05-25,488.309
2004-05-26,480.459
2004-05-27,485.376
2004-05-28,496.873
2004-05-31,490.796
2004-06-01,484.342
2004-06-02,485.349
2004-06-03,484.037
2004-06-04,495.091
2004-06-07,507.153
2004-06-08,504.981
2004-06-09,502.377
2004-06-10,499.611
2004-06-11,502.787
2004-06-14,496.629
2004-06-15,499.233
2004-06-16,493.011
2004-06-17,491.368
2004-06-18,498.52
2004-06-21,500.353
2004-06-22,495.91
2004-06-23,499.229
2004-06-24,505.486
2004-06-25,503.825
2004-06-28,507.904
2004-06-29,502.511
2004-06-30,510.411
2004-07-01,514.306
2004-07-02,510.94
2004-07-05,508.17
2004-07-06,503.264
2004-07-07,502.986
2004-07-08,509.067
2004-07-09,509.309
2004-07-12,507.103
2004-07-13,502.381
2004-07-14,497.491
2004-07-15,452.528
2004-07-16,449.526
2004-07-19,443.667
2004-07-20,447.069
2004-07-21,448.061
2004-07-22,438.305
2004-07-23,432.139
2004-07-26,434.724
2004-07-27,436.54
2004-07-28,427.758
2004-07-29,437.566
2004-07-30,436.168
2004-08-02,433.897
2004-08-03,441.37
2004-08-04,433.919
2004-08-05,435.562
2004-08-06,425.083
2004-08-09,422.688
2004-08-10,430.211
2004-08-11,423.483
2004-08-12,418.222
2004-08-13,424.869
2004-08-16,430.457
2004-08-17,437.677
2004-08-18,438.453
2004-08-19,443.887
2004-08-20,437.541
2004-08-23,441.372
2004-08-24,438.169
2004-08-25,436.365
2004-08-26,443.918
2004-08-27,440.383
2004-08-30,439.168
2004-08-31,436.624
2004-09-01,440.119
2004-09-02,447.929
2004-09-03,451.008
2004-09-06,455.719
2004-09-07,457.067
2004-09-08,461.156
2004-09-09,482.588
2004-09-10,488.064
2004-09-13,490.606
2004-09-14,487.553
2004-09-15,479.092
2004-09-16,485.105
2004-09-17,490.59
2004-09-20,493.665
2004-09-21,496.115
2004-09-22,491.319
2004-09-23,487.134
2004-09-24,487.532
2004-09-27,485.031
2004-09-28,482.374
2004-09-29,488.271
2004-09-30,491.989
2004-10-01,509.616
2004-10-04,510.135
2004-10-05,509.281
2004-10-06,508.602
2004-10-07,507.867
2004-10-08,505.687
2004-10-11,502.842
2004-10-12,493.283
2004-10-13,502.404
2004-10-14,510.239
2004-10-15,522.525
2004-10-18,519.222
2004-10-19,535.008
2004-10-20,524.966
2004-10-21,529.188
2004-10-22,533.788
2004-10-25,527.528
2004-10-26,525.368
2004-10-27,535.502
2004-10-28,537.558
2004-10-29,541.204
2004-11-01,548.024
2004-11-02,549.951
2004-11-03,555.118
2004-11-04,554.735
2004-11-05,562.853
2004-11-08,558.712
2004-11-09,560.728
2004-11-10,568.176
2004-11-11,576.684
2004-11-12,577.966
2004-11-15,575.276
2004-11-16,570.701
2004-11-17,583.77
2004-11-18,583.616
2004-11-19,578.615
2004-11-22,573.35
2004-11-23,569.059
2004-11-24,575.083
2004-11-25,582.659
2004-11-26,584.605
2004-11-29,585.557
2004-11-30,581.602
2004-12-01,578.84
2004-12-02,573.58
2004-12-03,574.599
2004-12-06,577.005
2004-12-07,584.161
2004-12-08,566.919
2004-12-09,567.385
2004-12-10,572.273
2004-12-13,568.367
2004-12-14,568.818
2004-12-15,569.355
2004-12-16,567.288
2004-12-17,560.645
2004-12-20,575.854
2004-12-21,578.861
2004-12-22,581.458
2004-12-23,584.508
2004-12-24,586.024
2004-12-27,588.985
2004-12-28,579.421
2004-12-29,574.301
2004-12-30,579.829
2004-12-31,578.234
2005-01-03,573.315
2005-01-04,565.984
2005-01-05,563.507
2005-01-06,559.071
2005-01-07,550.011
2005-01-10,553.928
2005-01-11,556.111
2005-01-12,553.678
2005-01-13,553.901
2005-01-14,553.047
2005-01-17,559.164
2005-01-18,556.272
2005-01-19,557.536
2005-01-20,543.727
2005-01-21,550.127
2005-01-24,552.51
2005-01-25,545.4
2005-01-26,543.178
2005-01-27,545.736
2005-01-28,537.536
2005-01-31,549.795
2005-02-01,554.677
2005-02-02,559.2
2005-02-03,558.518
2005-02-04,552.208
2005-02-07,554.337
2005-02-08,554.513
2005-02-09,558.045
2005-02-10,561.187
2005-02-11,567.371
2005-02-14,567.97
2005-02-15,573.617
2005-02-16,576.742
2005-02-17,578.884
2005-02-18,583.385
2005-02-21,575.661
2005-02-22,583.866
2005-02-23,576.014
2005-02-24,579.586
2005-02-25,580.373
2005-02-28,583.843
2005-03-01,585.248
2005-03-02,583.613
2005-03-03,595.988
2005-03-04,611.442
2005-03-07,605.294
2005-03-08,601.521
2005-03-09,606.469
2005-03-10,604.469
2005-03-11,613.199
2005-03-14,602.523
2005-03-15,605.925
2005-03-16,604.052
2005-03-17,603.8
2005-03-18,601.813
2005-03-21,593.588
2005-03-22,585.345
2005-03-23,578.435
2005-03-24,580.644
2005-03-25,580.644
2005-03-28,576.569
2005-03-29,578.98
2005-03-30,578.14
2005-03-31,576.636
2005-04-01,575.748
2005-04-04,563.099
2005-04-05,569.795
2005-04-06,580.954
2005-04-07,591.96
2005-04-08,591.709
2005-04-11,589.856
2005-04-12,584.794
2005-04-13,588.478
2005-04-14,577.087
2005-04-15,569.225
2005-04-18,565.397
2005-04-19,567.689
2005-04-20,571.985
2005-04-21,562.487
2005-04-22,567.701
2005-04-25,562.518
2005-04-26,566.807
2005-04-27,561.943
2005-04-28,562.196
2005-04-29,558.82
2005-05-02,560.539
2005-05-03,558.568
2005-05-04,551.829
2005-05-05,551.169
2005-05-06,559.754
2005-05-09,560.662
2005-05-10,557.312
2005-05-11,553.097
2005-05-12,548.843
2005-05-13,545.033
2005-05-16,545.742
2005-05-17,547.886
2005-05-18,563.457
2005-05-19,564.207
2005-05-20,555.572
2005-05-23,560.872
2005-05-24,558.379
2005-05-25,557.915
2005-05-26,555.91
2005-05-27,563.945
2005-05-30,559.559
2005-05-31,551.913
2005-06-01,560.515
2005-06-02,556.796
2005-06-03,555.115
2005-06-06,554.727
2005-06-07,561.153
2005-06-08,558.563
2005-06-09,546.645
2005-06-10,547.559
2005-06-13,544.256
2005-06-14,553.777
2005-06-15,551.409
2005-06-16,552.72
2005-06-17,562.417
2005-06-20,554.12
2005-06-21,554.46
2005-06-22,558.938
2005-06-23,550.513
2005-06-24,552.181
2005-06-27,542.922
2005-06-28,547.958
2005-06-29,552.39
2005-06-30,550.82
2005-07-01,555.524
2005-07-04,557.265
2005-07-05,552.731
2005-07-06,556.246
2005-07-07,548.22
2005-07-08,553.19
2005-07-11,553.942
2005-07-12,556.384
2005-07-13,550.805
2005-07-14,539.811
2005-07-15,549.209
2005-07-18,545.806
2005-07-19,558.578
2005-07-20,561.054
2005-07-21,571.844
2005-07-22,568.613
2005-07-25,575.807
2005-07-26,562.894
2005-07-27,572.812
2005-07-28,577.836
2005-07-29,579.128
2005-08-01,579.767
2005-08-02,578.328
2005-08-03,586.757
2005-08-04,587.162
2005-08-05,589.535
2005-08-08,589.827
2005-08-09,589.333
2005-08-10,600.037
2005-08-11,603.454
2005-08-12,602.714
2005-08-15,594.181
2005-08-16,587.359
2005-08-17,580.352
2005-08-18,576.792
2005-08-19,590.686
2005-08-22,596.526
2005-08-23,593.786
2005-08-24,589.855
2005-08-25,588.159
2005-08-26,587.747
2005-08-29,582.278
2005-08-30,585.847
2005-08-31,600.044
2005-09-01,608.381
2005-09-02,615.084
2005-09-05,613.107
2005-09-06,609.488
2005-09-07,608.153
2005-09-08,604.363
2005-09-09,608.511
2005-09-12,604.115
2005-09-13,612.142
2005-09-14,615.016
2005-09-15,607.781
2005-09-16,617.382
2005-09-19,620.778
2005-09-20,621.808
2005-09-21,617.34
2005-09-22,609.959
2005-09-23,609.432
2005-09-26,611.391
2005-09-27,607.854
2005-09-28,606.21
2005-09-29,604.93
2005-09-30,609.739
2005-10-03,601.283
2005-10-04,597.79
2005-10-05,589.898
2005-10-06,590.246
2005-10-07,585.288
2005-10-10,588.726
2005-10-11,582.943
2005-10-12,581.559
2005-10-13,564.069
2005-10-14,574.59
2005-10-17,569.797
2005-10-18,567.775
2005-10-19,558.16
2005-10-20,552.493
2005-10-21,544.288
2005-10-24,552.373
2005-10-25,560.876
2005-10-26,561.9
2005-10-27,557.26
2005-10-28,559.321
2005-10-31,563.983
2005-11-01,561.681
2005-11-02,560.48
2005-11-03,563.172
2005-11-04,557.526
2005-11-07,554.44
2005-11-08,552.727
2005-11-09,556.562
