Date,FINLAND LARGE VALUE Large Cap
1994-05-31,175.76
1994-06-30,177.557
1994-07-29,191.288
1994-08-31,221.454
1994-09-30,218.291
1994-10-31,213.005
1994-11-30,183.307
1994-12-30,190.83
1995-01-31,183.86
1995-02-28,180.828
1995-03-31,173.182
1995-04-28,212.425
1995-05-31,207.45
1995-06-30,220.71
1995-07-31,233.202
1995-08-31,202.385
1995-09-29,218.346
1995-10-31,195.049
1995-11-30,187.287
1995-12-29,176.848
1996-01-31,169.66
1996-02-29,179.751
1996-03-29,176.572
1996-04-30,182.75
1996-05-31,178.485
1996-06-28,189.344
1996-07-31,197.299
1996-08-30,206.722
1996-09-30,189.267
1996-10-31,192.455
1996-11-29,191.378
1996-12-31,199.251
1997-01-31,191.491
1997-02-28,207.448
1997-03-31,211.11
1997-04-30,216.176
1997-05-30,221.47
1997-06-30,220.517
1997-07-31,245.963
1997-08-29,235.687
1997-09-30,279.164
1997-10-31,252.823
1997-11-28,250.643
1997-12-31,249.221
1998-01-30,257.7
1998-02-27,297.111
1998-03-31,307.841
1998-04-30,358.142
1998-05-29,342.316
1998-06-30,338.183
1998-07-31,318.836
1998-08-31,253.433
1998-09-30,272.771
1998-10-30,285.838
1998-11-30,312.765
1998-12-31,336.801
1999-01-29,317.755
1999-02-26,307.87
1999-03-31,324.632
1999-04-30,364.401
1999-05-31,342.923
1999-06-30,356.399
1999-07-30,384.58
1999-08-31,394.422
1999-09-30,396.766
1999-10-29,385.37
1999-11-30,409.594
1999-12-31,484.325
2000-01-31,436.21
2000-02-29,310.031
2000-03-31,334.599
2000-04-28,314.454
2000-05-31,296.117
2000-06-30,297.113
2000-07-31,302.793
2000-08-31,299.643
2000-09-29,288.96
2000-10-31,335.854
2000-11-30,334.205
2000-12-29,397.435
2001-01-31,357.312
2001-02-28,356.407
2001-03-30,338.682
2001-04-30,388.324
2001-05-31,396.236
2001-06-29,362.193
2001-07-31,343.833
2001-08-31,404.698
2001-09-28,369.262
2001-10-31,411.284
2001-11-30,429.572
2001-12-31,426.434
2002-01-31,430.927
2002-02-28,444.16
2002-03-29,444.613
2002-04-30,450.669
2002-05-31,509.98
2002-06-28,490.376
2002-07-31,408.24
2002-08-30,386.403
2002-09-30,338.89
2002-10-31,363.85
2002-11-29,428.139
2002-12-31,369.04
2003-01-31,329.809
2003-02-28,342.821
2003-03-31,337.802
2003-04-30,398.221
2003-05-30,381.335
2003-06-30,409.344
2003-07-31,461.007
2003-08-29,477.033
2003-09-30,453.516
2003-10-31,498.288
2003-11-28,493.164
2003-12-31,493.524
2004-01-30,475.602
2004-02-27,486.604
2004-03-31,481.681
2004-04-30,516.207
2004-05-31,490.796
2004-06-30,510.411
2004-07-30,436.168
2004-08-31,436.624
2004-09-30,491.989
2004-10-29,541.204
2004-11-30,581.602
2004-12-31,578.234
2005-01-31,549.795
2005-02-28,583.843
2005-03-31,576.636
2005-04-29,558.82
2005-05-31,551.913
2005-06-30,550.82
2005-07-29,579.128
2005-08-31,600.044
2005-09-30,609.739
2005-10-31,563.983
2005-11-30,558.244
2005-12-30,585.534
2006-01-31,635.65
2006-02-28,668.381
2006-03-31,752.488
2006-04-28,789.894
2006-05-31,741.969
2006-06-30,749.142
2006-07-31,784.597
2006-08-31,807.956
2006-09-29,805.384
2006-10-31,850.867
2006-11-30,855.346
2006-12-29,853.34
2007-01-31,857.752
2007-02-28,863.462
2007-03-30,923.195
2007-04-30,955.68
2007-05-31,1000.0
2007-06-29,949.839
2007-07-31,931.911
2007-08-31,931.149
2007-09-28,1007.342
2007-10-31,1040.642
2007-11-30,992.441
2007-12-31,946.084
2008-01-31,875.843
2008-02-29,893.47
2008-03-31,876.521
2008-04-30,959.448
2008-05-30,1014.349
2008-06-30,955.065
2008-07-31,904.467
2008-08-29,881.047
2008-09-30,748.252
2008-10-31,624.623
2008-11-28,570.956
2008-12-31,567.984
2009-01-30,497.132
2009-02-27,409.203
2009-03-31,455.64
2009-04-30,624.253
2009-05-29,623.237
2009-06-30,592.088
2009-07-31,565.419
2009-08-31,615.777
2009-09-30,633.22
2009-10-30,568.157
2009-11-30,590.443
2009-12-31,586.27
2010-01-29,624.288
2010-02-26,603.563
2010-03-31,680.359
2010-04-30,565.767
2010-05-31,497.876
2010-06-30,430.782
2010-07-30,479.916
2010-08-31,456.479
2010-09-30,527.473
2010-10-29,562.619
2010-11-30,493.175
2010-12-31,554.119
2011-01-31,574.027
2011-02-28,504.43
2011-03-31,515.151
2011-04-29,554.599
2011-05-31,479.157
2011-06-30,448.514
2011-07-29,410.903
2011-08-31,427.403
2011-09-30,376.565
2011-10-31,425.221
2011-11-30,377.689
2011-12-30,334.709
2012-01-31,346.342
2012-02-29,367.625
2012-03-30,377.591
2012-04-30,293.611
2012-05-31,242.744
2012-06-29,231.106
2012-07-31,250.813
2012-08-31,282.89
2012-09-28,283.126
2012-10-31,289.079
2012-11-30,321.288
2012-12-31,343.897
2013-01-31,361.405
2013-02-28,357.248
2013-03-29,354.039
2013-04-30,370.113
2013-05-31,377.091
2013-06-28,379.107
2013-07-31,411.542
2013-08-30,400.825
2013-09-30,518.85
2013-10-31,572.832
2013-11-29,591.746
2013-12-31,605.129
2014-01-31,558.267
2014-02-28,613.458
