Date,FINLAND LARGE VALUE Large Cap
2014-03-31,609.661
2014-04-30,619.497
2014-05-30,648.831
2014-06-30,670.981
2014-07-31,653.886
2014-08-29,645.216
2014-09-30,631.718
2014-10-31,615.176
2014-11-28,646.524
2014-12-31,595.537
2015-01-30,604.609
2015-02-27,636.33
2015-03-31,619.79
2015-04-30,623.101
2015-05-29,601.066
2015-06-30,590.508
2015-07-31,613.875
2015-08-31,587.295
2015-09-30,574.661
2015-10-30,584.99
2015-11-30,584.445
2015-12-31,602.907
2016-01-29,580.079
2016-02-29,531.677
2016-03-31,571.471
2016-04-29,568.309
2016-05-31,576.739
2016-06-30,577.215
2016-07-29,588.27
2016-08-31,581.568
2016-09-30,602.79
2016-10-31,533.286
2016-11-30,508.345
2016-12-30,545.746
2017-01-31,534.365
2017-02-28,566.75
2017-03-31,590.775
2017-04-28,622.672
2017-05-31,691.118
2017-06-30,676.777
2017-07-31,709.266
2017-08-31,699.167
2017-09-29,698.212
2017-10-31,635.875
2017-11-30,644.68
2017-12-29,651.528
2018-01-31,696.879
2018-02-28,687.08
2018-03-30,683.35
2018-04-30,712.375
2018-05-31,670.157
2018-06-29,669.891
2018-07-31,666.458
2018-08-31,678.02
2018-09-28,677.137
2018-10-31,639.17
2018-11-30,621.843
2018-12-31,636.569
2019-01-31,684.614
2019-02-28,678.037
2019-03-29,640.149
2019-04-30,629.73
2019-05-31,604.684
2019-06-28,626.423
2019-07-31,635.426
2019-08-30,592.985
2019-09-30,604.612
2019-10-31,520.594
2019-11-29,500.233
2019-12-31,537.188
2020-01-31,552.081
2020-02-28,492.038
2020-03-31,352.627
2020-04-30,404.498
2020-05-29,440.904
2020-06-30,445.659
2020-07-31,484.416
2020-08-31,530.207
2020-09-30,526.434
2020-10-30,491.99
2020-11-30,554.278
2020-12-31,549.902
2021-01-29,545.934
2021-02-26,569.995
2021-03-31,590.116
2021-04-30,605.516
2021-05-31,644.109
2021-06-30,639.082
2021-07-30,680.81
2021-08-31,691.57
2021-09-30,645.964
2021-10-29,658.288
2021-11-30,616.137
2021-12-31,665.643
2022-01-31,619.928
2022-02-28,566.726
2022-03-31,567.089
2022-04-29,538.41
2022-05-31,548.145
2022-06-30,507.239
2022-07-29,504.116
2022-08-31,495.855
2022-09-30,471.831
2022-10-31,496.411
2022-11-30,549.686
2022-12-30,558.394
2023-01-31,564.229
2023-02-28,544.22
2023-03-31,552.977
2023-04-28,548.024
2023-05-31,512.825
2023-06-30,517.763
2023-07-31,504.513
2023-08-31,499.439
2023-09-29,479.59
2023-10-31,454.408
2023-11-30,490.909
2023-12-29,503.705
2024-01-31,505.953
2024-02-29,489.187
2024-03-29,487.735
2024-04-30,490.691
2024-05-31,508.802
2024-06-28,492.965
2024-07-31,502.752
2024-08-30,530.652
2024-09-30,545.317
2024-10-31,536.556
2024-11-29,507.934
2024-12-31,497.384
2025-01-31,530.591
2025-02-28,568.933
2025-03-31,602.034
2025-04-30,636.6
2025-05-30,666.167
2025-06-30,674.764
2025-07-31,635.828
2025-08-29,666.063
2025-09-30,709.031
2025-10-31,782.354
