Date,FINLAND LARGE VALUE Large Cap
2009-09-30,611.103
2009-10-30,548.312
2009-11-30,569.82
2009-12-31,565.792
2010-01-29,602.483
2010-02-26,582.482
2010-03-31,655.106
2010-04-30,544.348
2010-05-31,474.369
2010-06-30,410.442
2010-07-30,457.256
2010-08-31,434.926
2010-09-30,502.568
2010-10-29,536.055
2010-11-30,469.889
2010-12-31,527.956
2011-01-31,546.924
2011-02-28,480.613
2011-03-31,490.828
2011-04-29,525.739
2011-05-31,449.24
2011-06-30,420.51
2011-07-29,385.247
2011-08-31,400.717
2011-09-30,353.053
2011-10-31,398.671
2011-11-30,354.107
2011-12-30,313.811
2012-01-31,324.717
2012-02-29,344.672
2012-03-30,354.015
2012-04-30,273.223
2012-05-31,223.078
2012-06-29,212.383
2012-07-31,230.494
2012-08-31,259.972
2012-09-28,260.189
2012-10-31,265.66
2012-11-30,295.259
2012-12-31,316.037
2013-01-31,332.126
2013-02-28,328.306
2013-03-29,325.357
2013-04-30,336.505
2013-05-31,342.849
2013-06-28,344.682
2013-07-31,374.172
2013-08-30,364.428
2013-09-30,471.736
2013-10-31,520.815
2013-11-29,538.013
2013-12-31,550.18
2014-01-31,507.573
2014-02-28,557.753
2014-03-31,554.3
2014-04-30,556.55
2014-05-30,582.903
2014-06-30,602.803
2014-07-31,587.445
2014-08-29,579.656
2014-09-30,567.53
2014-10-31,552.668
2014-11-28,580.831
2014-12-31,535.025
2015-01-30,543.175
2015-02-27,571.672
2015-03-31,556.814
2015-04-30,551.623
2015-05-29,532.116
2015-06-30,522.77
2015-07-31,543.456
2015-08-31,519.925
2015-09-30,508.741
2015-10-30,517.884
2015-11-30,517.402
2015-12-31,533.746
2016-01-29,513.537
2016-02-29,470.687
2016-03-31,505.917
2016-04-29,494.213
2016-05-31,501.544
2016-06-30,497.641
2016-07-29,507.172
2016-08-31,501.394
2016-09-30,519.69
2016-10-31,459.767
2016-11-30,438.265
2016-12-30,470.51
2017-01-31,460.698
2017-02-28,488.618
2017-03-31,509.332
2017-04-28,532.508
2017-05-31,588.153
2017-06-30,575.949
2017-07-31,603.598
2017-08-31,595.003
2017-09-29,594.19
2017-10-31,541.141
2017-11-30,548.634
2017-12-29,554.462
2018-01-31,593.056
2018-02-28,584.717
2018-03-30,578.549
2018-04-30,595.798
2018-05-31,560.49
2018-06-29,560.267
2018-07-31,557.396
2018-08-31,567.066
2018-09-28,566.327
2018-10-31,534.573
2018-11-30,520.082
2018-12-31,532.398
2019-01-31,572.581
2019-02-28,567.08
2019-03-29,534.635
2019-04-30,522.109
2019-05-31,500.459
2019-06-28,518.451
2019-07-31,525.016
2019-08-30,489.947
2019-09-30,499.553
2019-10-31,430.135
2019-11-29,413.311
2019-12-31,443.845
2020-01-31,456.15
2020-02-28,406.54
2020-03-31,291.354
2020-04-30,333.021
2020-05-29,362.994
2020-06-30,363.958
2020-07-31,395.61
2020-08-31,433.006
2020-09-30,429.925
2020-10-30,401.795
2020-11-30,452.664
2020-12-31,449.091
2021-01-29,445.851
2021-02-26,465.5
2021-03-31,480.634
2021-04-30,490.846
2021-05-31,518.231
2021-06-30,514.186
2021-07-30,547.759
2021-08-31,556.416
2021-09-30,519.724
2021-10-29,529.402
2021-11-30,495.504
2021-12-31,535.317
2022-01-31,498.552
2022-02-28,455.767
2022-03-31,453.556
2022-04-29,430.619
2022-05-31,432.421
2022-06-30,400.151
2022-07-29,397.501
2022-08-31,390.987
2022-09-30,372.044
2022-10-31,391.242
2022-11-30,433.23
2022-12-30,440.093
2023-01-31,444.431
2023-02-28,428.67
2023-03-31,434.631
2023-04-28,429.838
2023-05-31,399.281
2023-06-30,403.126
2023-07-31,392.357
2023-08-31,388.411
2023-09-29,372.975
2023-10-31,352.866
2023-11-30,381.211
2023-12-29,391.147
2024-01-31,392.653
2024-02-29,379.642
2024-03-29,373.382
2024-04-30,374.083
2024-05-31,387.89
2024-06-28,375.817
2024-07-31,383.049
2024-08-30,404.306
2024-09-30,415.479
2024-10-31,408.567
2024-11-29,386.773
2024-12-31,378.74
2025-01-31,404.025
2025-02-28,432.954
2025-03-31,452.744
2025-04-30,477.248
2025-05-30,499.028
2025-06-30,505.468
2025-07-31,475.9
