Date,NETHERLANDS LARGE GROWTH Large Cap
2004-01-30,607.057
2004-02-27,631.97
2004-03-31,607.279
2004-04-30,583.268
2004-05-31,587.334
2004-06-30,602.327
2004-07-30,556.59
2004-08-31,528.606
2004-09-30,519.67
2004-10-29,540.409
2004-11-30,577.33
2004-12-31,610.596
2005-01-31,611.107
2005-02-28,631.809
2005-03-31,632.813
2005-04-29,592.007
2005-05-31,606.179
2005-06-30,600.537
2005-07-29,621.273
2005-08-31,632.27
2005-09-30,632.241
2005-10-31,612.089
2005-11-30,624.838
2005-12-30,666.827
2006-01-31,712.584
2006-02-28,710.188
2006-03-31,728.289
2006-04-28,756.192
2006-05-31,724.959
2006-06-30,728.066
2006-07-31,766.837
2006-08-31,791.887
2006-09-29,811.086
2006-10-31,810.427
2006-11-30,859.638
2006-12-29,877.906
2007-01-31,883.116
2007-02-28,853.142
2007-03-30,931.2
2007-04-30,989.914
2007-05-31,1000.0
2007-06-29,1026.356
2007-07-31,1019.828
2007-08-31,1011.532
2007-09-28,1049.991
2007-10-31,1067.121
2007-11-30,1065.869
2007-12-31,1083.718
2008-01-31,966.98
2008-02-29,981.208
2008-03-31,1025.653
2008-04-30,1043.873
2008-05-30,1050.844
2008-06-30,927.969
2008-07-31,884.398
2008-08-29,906.893
2008-09-30,775.579
2008-10-31,675.274
2008-11-28,643.29
2008-12-31,669.863
2009-01-30,630.225
2009-02-27,584.246
2009-03-31,596.945
2009-04-30,604.441
2009-05-29,683.338
2009-06-30,688.415
2009-07-31,746.482
2009-08-31,776.694
2009-09-30,814.546
2009-10-30,868.782
2009-11-30,875.396
2009-12-31,884.094
2010-01-29,850.527
2010-02-26,832.128
2010-03-31,855.338
2010-04-30,858.723
2010-05-31,762.101
2010-06-30,762.821
2010-07-30,813.854
2010-08-31,756.346
2010-09-30,840.749
2010-10-29,838.297
2010-11-30,766.32
2010-12-31,839.869
2011-01-31,837.947
2011-02-28,860.125
2011-03-31,879.184
2011-04-29,902.93
2011-05-31,882.388
2011-06-30,859.978
2011-07-29,850.126
2011-08-31,813.182
2011-09-30,759.192
2011-10-31,839.644
2011-11-30,809.758
2011-12-30,831.336
2012-01-31,815.998
2012-02-29,854.063
2012-03-30,882.724
2012-04-30,887.982
2012-05-31,809.813
2012-06-29,873.134
2012-07-31,922.056
2012-08-31,928.763
2012-09-28,934.547
2012-10-31,965.258
2012-11-30,1018.107
2012-12-31,1042.75
2013-01-31,1129.155
2013-02-28,1103.345
2013-03-29,1129.734
2013-04-30,1162.695
2013-05-31,1173.631
2013-06-28,1116.026
2013-07-31,1198.084
2013-08-30,1164.535
2013-09-30,1237.688
2013-10-31,1261.938
2013-11-29,1266.709
2013-12-31,1293.827
2014-01-31,1201.124
2014-02-28,1272.539
2014-03-31,1301.425
2014-04-30,1277.267
2014-05-30,1303.051
2014-06-30,1329.274
2014-07-31,1280.209
2014-08-29,1315.927
2014-09-30,1315.759
2014-10-31,1274.246
2014-11-28,1349.865
2014-12-31,1292.79
2015-01-30,1339.994
2015-02-27,1406.128
2015-03-31,1359.62
2015-04-30,1424.322
2015-05-29,1441.148
2015-06-30,1391.505
2015-07-31,1440.836
2015-08-31,1335.736
2015-09-30,1313.432
2015-10-30,1439.213
2015-11-30,1414.97
2015-12-31,1368.816
2016-01-29,1377.943
2016-02-29,1340.265
2016-03-31,1456.446
2016-04-29,1441.022
2016-05-31,1475.613
2016-06-30,1431.861
2016-07-29,1496.393
2016-08-31,1502.522
2016-09-30,1535.696
2016-10-31,1471.365
2016-11-30,1394.325
2016-12-30,1450.999
2017-01-31,1465.36
2017-02-28,1566.509
2017-03-31,1643.912
2017-04-28,1707.779
2017-05-31,1812.597
2017-06-30,1765.24
2017-07-31,1884.271
2017-08-31,1894.638
2017-09-29,1928.285
2017-10-31,1942.561
2017-11-30,1910.637
2017-12-29,1914.164
2018-01-31,2042.18
2018-02-28,1945.485
2018-03-30,1971.513
2018-04-30,1971.303
2018-05-31,1971.055
2018-06-29,1977.065
2018-07-31,2038.114
2018-08-31,2012.097
2018-09-28,1919.895
2018-10-31,1778.622
2018-11-30,1836.758
2018-12-31,1742.637
2019-01-31,1858.516
2019-02-28,1937.355
2019-03-29,2004.588
2019-04-30,2125.788
2019-05-31,2016.602
2019-06-28,2149.176
2019-07-31,2193.161
2019-08-30,2213.637
2019-09-30,2256.228
2019-10-31,2257.782
2019-11-29,2323.629
2019-12-31,2432.229
2020-01-31,2378.325
2020-02-28,2208.504
2020-03-31,2043.874
2020-04-30,2225.584
2020-05-29,2384.438
2020-06-30,2568.33
2020-07-31,2684.143
2020-08-31,2727.018
2020-09-30,2726.321
2020-10-30,2668.203
2020-11-30,3010.53
2020-12-31,3257.347
2021-01-29,3392.782
2021-02-26,3511.023
2021-03-31,3656.267
2021-04-30,3858.681
2021-05-31,3924.098
2021-06-30,3935.01
2021-07-30,4169.927
2021-08-31,4463.649
2021-09-30,4049.072
2021-10-29,4354.461
2021-11-30,4106.195
2021-12-31,4231.01
2022-01-31,3641.216
2022-02-28,3516.971
2022-03-31,3458.596
2022-04-29,3075.132
2022-05-31,3070.089
2022-06-30,2755.231
2022-07-29,3119.054
2022-08-31,2749.909
2022-09-30,2436.897
2022-10-31,2559.028
2022-11-30,3058.952
2022-12-30,2943.987
2023-01-31,3417.95
2023-02-28,3268.02
2023-03-31,3549.051
2023-04-28,3436.883
2023-05-31,3523.996
2023-06-30,3663.664
2023-07-31,3736.714
2023-08-31,3317.364
2023-09-29,3043.622
2023-10-31,3029.094
2023-11-30,3474.423
2023-12-29,3740.095
2024-01-31,4129.329
2024-02-29,4425.76
2024-03-29,4548.996
2024-04-30,4247.469
2024-05-31,4506.303
2024-06-28,4778.666
2024-07-31,4354.188
2024-08-30,4373.406
2024-09-30,4208.026
2024-10-31,3616.743
2024-11-29,3632.183
2024-12-31,3655.442
2025-01-31,3882.381
2025-02-28,3767.25
2025-03-31,3525.429
2025-04-30,3664.383
2025-05-30,4030.151
2025-06-30,4214.673
2025-07-31,3816.173
2025-08-29,3881.522
2025-09-30,4688.002
2025-10-31,4960.802
2025-11-28,4780.569
2025-12-31,4877.094
2026-01-30,5903.274
