Date,NETHERLANDS LARGE GROWTH Large Cap
2003-12-18,578.062
2003-12-19,582.587
2003-12-22,584.914
2003-12-23,582.518
2003-12-24,586.583
2003-12-25,586.583
2003-12-26,586.347
2003-12-29,593.021
2003-12-30,596.802
2003-12-31,601.865
2004-01-01,601.865
2004-01-02,611.406
2004-01-05,616.728
2004-01-06,616.917
2004-01-07,611.991
2004-01-08,627.846
2004-01-09,633.998
2004-01-12,627.963
2004-01-13,626.691
2004-01-14,627.493
2004-01-15,626.265
2004-01-16,628.983
2004-01-19,627.919
2004-01-20,634.415
2004-01-21,639.655
2004-01-22,641.422
2004-01-23,639.14
2004-01-26,629.767
2004-01-27,631.068
2004-01-28,632.988
2004-01-29,617.39
2004-01-30,620.086
2004-02-02,623.415
2004-02-03,624.919
2004-02-04,623.587
2004-02-05,629.677
2004-02-06,643.102
2004-02-09,642.947
2004-02-10,650.363
2004-02-11,651.743
2004-02-12,667.341
2004-02-13,663.303
2004-02-16,666.689
2004-02-17,670.125
2004-02-18,677.463
2004-02-19,677.353
2004-02-20,668.106
2004-02-23,657.011
2004-02-24,651.778
2004-02-25,649.8
2004-02-26,644.096
2004-02-27,645.534
2004-03-01,652.422
2004-03-02,649.731
2004-03-03,635.841
2004-03-04,636.348
2004-03-05,647.209
2004-03-08,645.753
2004-03-09,640.219
2004-03-10,629.306
2004-03-11,615.244
2004-03-12,611.447
2004-03-15,600.991
2004-03-16,608.451
2004-03-17,615.044
2004-03-18,609.209
2004-03-19,612.004
2004-03-22,599.614
2004-03-23,596.782
2004-03-24,586.281
2004-03-25,598.648
2004-03-26,599.038
2004-03-29,612.667
2004-03-30,614.024
2004-03-31,619.368
2004-04-01,625.639
2004-04-02,628.222
2004-04-05,625.066
2004-04-06,619.282
2004-04-07,627.48
2004-04-08,627.297
2004-04-09,627.297
2004-04-12,625.535
2004-04-13,612.773
2004-04-14,608.463
2004-04-15,609.916
2004-04-16,618.753
2004-04-19,620.488
2004-04-20,620.358
2004-04-21,620.905
2004-04-22,626.234
2004-04-23,623.892
2004-04-26,623.247
2004-04-27,626.497
2004-04-28,600.848
2004-04-29,600.444
2004-04-30,594.396
2004-05-03,601.669
2004-05-04,611.776
2004-05-05,615.915
2004-05-06,600.8
2004-05-07,593.761
2004-05-10,576.766
2004-05-11,577.781
2004-05-12,573.473
2004-05-13,572.027
2004-05-14,569.158
2004-05-17,575.333
2004-05-18,577.626
2004-05-19,584.244
2004-05-20,578.073
2004-05-21,580.774
2004-05-24,582.96
2004-05-25,583.921
2004-05-26,583.74
2004-05-27,589.803
2004-05-28,595.42
2004-05-31,596.285
2004-06-01,587.663
2004-06-02,593.102
2004-06-03,597.71
2004-06-04,599.741
2004-06-07,607.222
2004-06-08,604.139
2004-06-09,595.818
2004-06-10,596.03
2004-06-11,594.751
2004-06-14,594.831
2004-06-15,597.88
2004-06-16,599.986
2004-06-17,604.217
2004-06-18,608.245
2004-06-21,608.346
2004-06-22,601.446
2004-06-23,600.43
2004-06-24,604.695
2004-06-25,602.729
2004-06-28,612.859
2004-06-29,610.607
2004-06-30,611.506
2004-07-01,612.506
2004-07-02,612.749
2004-07-05,605.752
2004-07-06,602.432
2004-07-07,604.141
2004-07-08,605.13
2004-07-09,599.262
2004-07-12,596.244
2004-07-13,588.778
2004-07-14,592.996
2004-07-15,589.355
2004-07-16,593.7
2004-07-19,589.16
2004-07-20,586.232
2004-07-21,580.447
2004-07-22,576.08
2004-07-23,571.48
2004-07-26,568.128
2004-07-27,570.322
2004-07-28,556.035
2004-07-29,568.503
2004-07-30,565.072
2004-08-02,557.422
2004-08-03,560.248
2004-08-04,553.999
2004-08-05,555.435
2004-08-06,550.063
2004-08-09,548.078
2004-08-10,552.975
2004-08-11,540.557
2004-08-12,541.001
2004-08-13,543.757
2004-08-16,546.89
2004-08-17,550.318
2004-08-18,545.183
2004-08-19,550.7
2004-08-20,544.491
2004-08-23,548.505
2004-08-24,544.793
2004-08-25,542.263
2004-08-26,537.774
2004-08-27,537.101
2004-08-30,535.579
2004-08-31,536.511
2004-09-01,541.769
2004-09-02,539.819
2004-09-03,537.893
2004-09-06,543.865
2004-09-07,546.63
2004-09-08,545.692
2004-09-09,543.017
2004-09-10,551.498
2004-09-13,554.384
2004-09-14,552.913
2004-09-15,541.41
2004-09-16,541.471
2004-09-17,543.057
2004-09-20,528.38
2004-09-21,537.113
2004-09-22,530.017
2004-09-23,529.991
2004-09-24,526.649
2004-09-27,523.71
2004-09-28,527.018
2004-09-29,529.007
2004-09-30,527.291
2004-10-01,535.046
2004-10-04,537.801
2004-10-05,540.115
2004-10-06,541.55
2004-10-07,539.277
2004-10-08,540.713
2004-10-11,537.955
2004-10-12,528.261
2004-10-13,530.984
2004-10-14,535.196
2004-10-15,538.941
2004-10-18,537.452
2004-10-19,539.918
2004-10-20,537.457
2004-10-21,537.886
2004-10-22,536.802
2004-10-25,534.086
2004-10-26,539.6
2004-10-27,545.662
2004-10-28,547.377
2004-10-29,547.297
2004-11-01,551.324
2004-11-02,556.622
2004-11-03,563.37
2004-11-04,563.916
2004-11-05,571.625
2004-11-08,575.658
2004-11-09,570.953
2004-11-10,574.824
2004-11-11,580.321
2004-11-12,582.059
2004-11-15,580.607
2004-11-16,579.11
2004-11-17,584.843
2004-11-18,580.259
2004-11-19,577.811
2004-11-22,572.367
2004-11-23,576.319
2004-11-24,582.927
2004-11-25,589.459
2004-11-26,591.654
2004-11-29,590.964
2004-11-30,584.689
2004-12-01,592.313
2004-12-02,596.123
2004-12-03,596.667
2004-12-06,593.173
2004-12-07,593.878
2004-12-08,590.376
2004-12-09,586.582
2004-12-10,587.736
2004-12-13,598.858
2004-12-14,597.662
2004-12-15,601.787
2004-12-16,600.531
2004-12-17,595.129
2004-12-20,603.54
2004-12-21,600.934
2004-12-22,604.225
2004-12-23,611.149
2004-12-24,616.223
2004-12-27,618.798
2004-12-28,618.927
2004-12-29,616.224
2004-12-30,617.698
2004-12-31,618.378
2005-01-03,621.536
2005-01-04,617.62
2005-01-05,611.081
2005-01-06,606.703
2005-01-07,603.287
2005-01-10,602.728
2005-01-11,605.231
2005-01-12,607.537
2005-01-13,607.909
2005-01-14,607.466
2005-01-17,608.538
2005-01-18,603.676
2005-01-19,604.161
2005-01-20,598.521
2005-01-21,603.012
2005-01-24,604.218
2005-01-25,603.528
2005-01-26,612.474
2005-01-27,612.467
2005-01-28,612.183
2005-01-31,618.896
2005-02-01,623.164
2005-02-02,633.268
2005-02-03,630.569
2005-02-04,638.182
2005-02-07,636.676
2005-02-08,631.581
2005-02-09,626.908
2005-02-10,627.316
2005-02-11,629.407
2005-02-14,633.383
2005-02-15,635.814
2005-02-16,632.485
2005-02-17,635.215
2005-02-18,640.971
2005-02-21,639.153
2005-02-22,638.769
2005-02-23,634.945
2005-02-24,632.971
2005-02-25,639.637
2005-02-28,639.862
2005-03-01,643.425
2005-03-02,640.189
2005-03-03,637.807
2005-03-04,644.926
2005-03-07,646.954
2005-03-08,648.483
2005-03-09,649.855
2005-03-10,650.33
2005-03-11,650.927
2005-03-14,646.506
2005-03-15,647.39
2005-03-16,643.933
2005-03-17,644.491
2005-03-18,642.49
2005-03-21,636.197
2005-03-22,635.822
2005-03-23,631.454
2005-03-24,639.125
2005-03-25,639.125
2005-03-28,634.64
2005-03-29,637.116
2005-03-30,641.95
2005-03-31,640.879
2005-04-01,636.393
2005-04-04,626.552
2005-04-05,633.188
2005-04-06,638.518
2005-04-07,638.362
2005-04-08,638.843
2005-04-11,640.204
2005-04-12,634.706
2005-04-13,636.286
2005-04-14,630.628
2005-04-15,633.31
2005-04-18,624.026
2005-04-19,625.752
2005-04-20,622.04
2005-04-21,626.733
2005-04-22,624.445
2005-04-25,619.791
2005-04-26,613.119
2005-04-27,605.653
2005-04-28,601.025
2005-04-29,598.956
2005-05-02,595.342
2005-05-03,601.201
2005-05-04,608.985
2005-05-05,613.099
2005-05-06,618.059
2005-05-09,621.982
2005-05-10,623.715
2005-05-11,619.708
2005-05-12,613.825
2005-05-13,611.932
2005-05-16,610.497
2005-05-17,611.891
2005-05-18,615.936
2005-05-19,615.846
2005-05-20,620.45
2005-05-23,627.539
2005-05-24,624.736
2005-05-25,627.738
2005-05-26,627.472
2005-05-27,628.728
2005-05-30,627.234
2005-05-31,611.337
2005-06-01,615.997
2005-06-02,616.677
2005-06-03,619.684
2005-06-06,613.134
2005-06-07,618.302
2005-06-08,618.697
2005-06-09,612.115
2005-06-10,609.494
2005-06-13,605.287
2005-06-14,606.6
2005-06-15,609.289
2005-06-16,608.235
2005-06-17,614.604
2005-06-20,605.45
2005-06-21,613.453
2005-06-22,615.1
2005-06-23,609.941
2005-06-24,607.203
2005-06-27,604.199
2005-06-28,603.031
2005-06-29,605.209
2005-06-30,605.647
2005-07-01,603.769
2005-07-04,601.038
2005-07-05,600.63
2005-07-06,603.302
2005-07-07,594.014
2005-07-08,600.95
2005-07-11,612.447
2005-07-12,616.574
2005-07-13,612.519
2005-07-14,613.593
2005-07-15,613.273
2005-07-18,618.422
2005-07-19,625.889
2005-07-20,625.609
2005-07-21,627.367
2005-07-22,623.934
2005-07-25,618.924
2005-07-26,619.521
2005-07-27,618.827
2005-07-28,624.632
2005-07-29,626.56
2005-08-01,632.903
2005-08-02,632.079
2005-08-03,633.112
2005-08-04,643.514
2005-08-05,643.675
2005-08-08,642.026
2005-08-09,643.638
2005-08-10,654.165
2005-08-11,655.235
2005-08-12,651.05
2005-08-15,646.767
2005-08-16,645.157
2005-08-17,642.386
2005-08-18,633.089
2005-08-19,635.951
2005-08-22,646.123
2005-08-23,639.604
2005-08-24,638.696
2005-08-25,634.242
2005-08-26,634.955
2005-08-29,634.09
2005-08-30,630.388
2005-08-31,637.411
2005-09-01,646.569
2005-09-02,654.423
2005-09-05,655.357
2005-09-06,657.321
2005-09-07,650.3
2005-09-08,650.353
2005-09-09,648.824
2005-09-12,644.506
2005-09-13,641.685
2005-09-14,643.455
2005-09-15,638.403
2005-09-16,642.942
2005-09-19,643.495
2005-09-20,646.969
2005-09-21,639.949
2005-09-22,634.914
2005-09-23,633.422
2005-09-26,638.62
2005-09-27,632.54
2005-09-28,637.498
2005-09-29,633.604
2005-09-30,637.223
2005-10-03,637.574
2005-10-04,647.252
2005-10-05,644.146
2005-10-06,641.169
2005-10-07,639.33
2005-10-10,637.776
2005-10-11,639.356
2005-10-12,632.253
2005-10-13,625.898
2005-10-14,636.52
2005-10-17,635.352
2005-10-18,628.738
2005-10-19,617.654
2005-10-20,624.29
2005-10-21,619.461
2005-10-24,622.494
2005-10-25,624.893
2005-10-26,624.488
2005-10-27,616.21
2005-10-28,615.093
2005-10-31,616.911
2005-11-01,618.889
2005-11-02,625.3
2005-11-03,614.407
2005-11-04,602.009
2005-11-07,605.977
2005-11-08,606.595
2005-11-09,620.006
