Date,NETHERLANDS LARGE GROWTH Large Cap
2001-01-01,865.641
2001-01-02,858.181
2001-01-03,837.607
2001-01-04,852.27
2001-01-05,858.352
2001-01-08,850.503
2001-01-09,848.327
2001-01-10,847.047
2001-01-11,867.39
2001-01-12,868.247
2001-01-15,859.23
2001-01-16,846.075
2001-01-17,855.059
2001-01-18,859.538
2001-01-19,848.145
2001-01-22,843.278
2001-01-23,852.377
2001-01-24,843.56
2001-01-25,835.107
2001-01-26,830.428
2001-01-29,834.532
2001-01-30,836.842
2001-01-31,845.945
2001-02-01,849.993
2001-02-02,834.277
2001-02-05,841.652
2001-02-06,835.581
2001-02-07,828.472
2001-02-08,816.523
2001-02-09,812.244
2001-02-12,823.613
2001-02-13,818.407
2001-02-14,804.8
2001-02-15,804.215
2001-02-16,804.984
2001-02-19,796.365
2001-02-20,782.296
2001-02-21,777.812
2001-02-22,770.543
2001-02-23,754.278
2001-02-26,770.115
2001-02-27,782.773
2001-02-28,787.463
2001-03-01,786.841
2001-03-02,791.352
2001-03-05,791.947
2001-03-06,807.571
2001-03-07,799.944
2001-03-08,797.393
2001-03-09,793.24
2001-03-12,772.954
2001-03-13,756.502
2001-03-14,739.858
2001-03-15,740.191
2001-03-16,711.909
2001-03-19,706.008
2001-03-20,713.504
2001-03-21,694.698
2001-03-22,654.862
2001-03-23,679.879
2001-03-26,704.66
2001-03-27,717.115
2001-03-28,708.336
2001-03-29,697.168
2001-03-30,704.971
2001-04-02,701.983
2001-04-03,675.686
2001-04-04,683.2
2001-04-05,699.982
2001-04-06,700.298
2001-04-09,705.65
2001-04-10,714.829
2001-04-11,725.011
2001-04-12,725.364
2001-04-13,725.364
2001-04-16,717.936
2001-04-17,705.354
2001-04-18,723.536
2001-04-19,737.096
2001-04-20,743.212
2001-04-23,730.347
2001-04-24,735.997
2001-04-25,739.634
2001-04-26,753.597
2001-04-27,758.262
2001-04-30,753.164
2001-05-01,759.473
2001-05-02,768.347
2001-05-03,755.216
2001-05-04,750.916
2001-05-07,753.764
2001-05-08,746.725
2001-05-09,739.475
2001-05-10,760.188
2001-05-11,752.852
2001-05-14,743.415
2001-05-15,750.244
2001-05-16,747.046
2001-05-17,754.726
2001-05-18,763.971
2001-05-21,755.318
2001-05-22,754.901
2001-05-23,735.351
2001-05-24,727.25
2001-05-25,716.495
2001-05-28,726.621
2001-05-29,713.188
2001-05-30,699.802
2001-05-31,698.132
2001-06-01,695.012
2001-06-04,695.957
2001-06-05,713.275
2001-06-06,715.643
2001-06-07,719.804
2001-06-08,718.61
2001-06-11,702.035
2001-06-12,694.882
2001-06-13,703.743
2001-06-14,693.51
2001-06-15,679.469
2001-06-18,683.488
2001-06-19,676.579
2001-06-20,663.502
2001-06-21,666.413
2001-06-22,682.29
2001-06-25,687.722
2001-06-26,682.343
2001-06-27,683.109
2001-06-28,680.217
2001-06-29,694.445
2001-07-02,703.911
2001-07-03,698.033
2001-07-04,694.718
2001-07-05,683.458
2001-07-06,675.535
2001-07-09,677.754
2001-07-10,683.238
2001-07-11,678.997
2001-07-12,678.423
2001-07-13,673.402
2001-07-16,669.153
2001-07-17,663.674
2001-07-18,673.133
2001-07-19,675.372
2001-07-20,671.38
2001-07-23,673.655
2001-07-24,676.843
2001-07-25,666.03
2001-07-26,666.044
2001-07-27,674.214
2001-07-30,686.351
2001-07-31,693.172
2001-08-01,701.559
2001-08-02,704.565
2001-08-03,700.536
2001-08-06,695.794
2001-08-07,695.281
2001-08-08,689.094
2001-08-09,694.326
2001-08-10,700.302
2001-08-13,706.542
2001-08-14,713.818
2001-08-15,714.742
2001-08-16,704.454
2001-08-17,696.158
2001-08-20,695.308
2001-08-21,703.192
2001-08-22,703.666
2001-08-23,710.168
2001-08-24,719.136
2001-08-27,723.24
2001-08-28,709.392
2001-08-29,713.855
2001-08-30,699.795
2001-08-31,697.19
2001-09-03,686.766
2001-09-04,678.151
2001-09-05,664.024
2001-09-06,644.526
2001-09-07,637.873
2001-09-10,634.266
2001-09-11,591.871
2001-09-12,590.217
2001-09-13,598.301
2001-09-14,560.125
2001-09-17,577.014
2001-09-18,576.855
2001-09-19,575.53
2001-09-20,543.4
2001-09-21,525.16
2001-09-24,555.312
2001-09-25,582.433
2001-09-26,587.196
2001-09-27,576.722
2001-09-28,599.134
2001-10-01,587.098
2001-10-02,588.987
2001-10-03,583.433
2001-10-04,612.327
2001-10-05,615.425
2001-10-08,621.751
2001-10-09,623.753
2001-10-10,632.188
2001-10-11,637.841
2001-10-12,632.878
2001-10-15,606.86
2001-10-16,613.825
2001-10-17,623.915
2001-10-18,603.372
2001-10-19,594.704
2001-10-22,600.641
2001-10-23,617.556
2001-10-24,617.854
2001-10-25,611.729
2001-10-26,625.188
2001-10-29,623.336
2001-10-30,610.602
2001-10-31,615.519
2001-11-01,625.649
2001-11-02,625.425
2001-11-05,645.435
2001-11-06,647.433
2001-11-07,664.975
2001-11-08,669.363
2001-11-09,652.555
2001-11-12,637.149
2001-11-13,654.355
2001-11-14,655.52
2001-11-15,662.728
2001-11-16,670.684
2001-11-19,673.957
2001-11-20,661.907
2001-11-21,654.776
2001-11-22,668.017
2001-11-23,666.513
2001-11-26,669.624
2001-11-27,661.575
2001-11-28,655.356
2001-11-29,657.234
2001-11-30,667.349
2001-12-03,662.412
2001-12-04,666.176
2001-12-05,687.867
2001-12-06,692.266
2001-12-07,689.894
2001-12-10,672.718
2001-12-11,670.265
2001-12-12,670.306
2001-12-13,654.952
2001-12-14,652.655
2001-12-17,672.706
2001-12-18,669.998
2001-12-19,669.665
2001-12-20,658.614
2001-12-21,665.014
2001-12-24,658.851
2001-12-25,658.851
2001-12-26,659.414
2001-12-27,678.274
2001-12-28,677.638
2001-12-31,684.247
2002-01-01,684.247
2002-01-02,686.033
2002-01-03,694.15
2002-01-04,681.343
2002-01-07,675.433
2002-01-08,666.651
2002-01-09,668.155
2002-01-10,663.263
2002-01-11,669.583
2002-01-14,657.383
2002-01-15,662.523
2002-01-16,647.011
2002-01-17,653.763
2002-01-18,648.961
2002-01-21,643.992
2002-01-22,646.838
2002-01-23,642.987
2002-01-24,655.251
2002-01-25,643.54
2002-01-28,646.975
2002-01-29,646.283
2002-01-30,634.897
2002-01-31,637.594
2002-02-01,634.539
2002-02-04,634.259
2002-02-05,624.985
2002-02-06,615.256
2002-02-07,619.825
2002-02-08,619.394
2002-02-11,632.016
2002-02-12,631.929
2002-02-13,635.691
2002-02-14,646.448
2002-02-15,641.983
2002-02-18,633.676
2002-02-19,624.193
2002-02-20,618.626
2002-02-21,621.218
2002-02-22,611.72
2002-02-25,616.876
2002-02-26,617.473
2002-02-27,617.275
2002-02-28,621.76
2002-03-01,626.503
2002-03-04,647.871
2002-03-05,652.466
2002-03-06,657.097
2002-03-07,668.472
2002-03-08,667.621
2002-03-11,667.09
2002-03-12,658.237
2002-03-13,652.869
2002-03-14,661.367
2002-03-15,673.338
2002-03-18,678.735
2002-03-19,684.647
2002-03-20,674.537
2002-03-21,672.817
2002-03-22,676.189
2002-03-25,673.08
2002-03-26,675.718
2002-03-27,674.465
2002-03-28,687.148
2002-03-29,687.148
2002-04-01,692.78
2002-04-02,694.327
2002-04-03,694.737
2002-04-04,685.161
2002-04-05,672.02
2002-04-08,659.02
2002-04-09,662.149
2002-04-10,667.503
2002-04-11,661.155
2002-04-12,659.772
2002-04-15,665.711
2002-04-16,684.586
2002-04-17,695.248
2002-04-18,692.755
2002-04-19,693.323
2002-04-22,688.81
2002-04-23,694.718
2002-04-24,691.427
2002-04-25,685.431
2002-04-26,681.039
2002-04-29,681.906
2002-04-30,683.032
2002-05-01,686.898
2002-05-02,672.752
2002-05-03,661.391
2002-05-06,666.895
2002-05-07,654.312
2002-05-08,667.085
2002-05-09,665.239
2002-05-10,657.416
2002-05-13,659.449
2002-05-14,666.696
2002-05-15,673.116
2002-05-16,672.422
2002-05-17,677.989
2002-05-20,673.972
2002-05-21,663.48
2002-05-22,663.364
2002-05-23,666.027
2002-05-24,665.92
2002-05-27,663.548
2002-05-28,666.868
2002-05-29,666.844
2002-05-30,652.169
2002-05-31,656.037
2002-06-03,647.855
2002-06-04,628.693
2002-06-05,624.436
2002-06-06,633.734
2002-06-07,611.205
2002-06-10,615.032
2002-06-11,630.567
2002-06-12,613.368
2002-06-13,603.218
2002-06-14,586.313
2002-06-17,605.982
2002-06-18,611.072
2002-06-19,604.598
2002-06-20,591.673
2002-06-21,586.78
2002-06-24,572.883
2002-06-25,588.764
2002-06-26,585.343
2002-06-27,592.048
2002-06-28,627.266
2002-07-01,623.078
2002-07-02,593.902
2002-07-03,567.26
2002-07-04,589.328
2002-07-05,611.499
2002-07-08,613.902
2002-07-09,612.463
2002-07-10,584.797
2002-07-11,561.833
2002-07-12,557.636
2002-07-15,532.975
2002-07-16,534.567
2002-07-17,559.214
2002-07-18,569.973
2002-07-19,548.638
2002-07-22,519.679
2002-07-23,496.102
2002-07-24,472.636
2002-07-25,492.945
2002-07-26,491.299
2002-07-29,523.121
2002-07-30,518.038
2002-07-31,528.99
2002-08-01,500.986
2002-08-02,487.046
2002-08-05,467.746
2002-08-06,482.016
2002-08-07,485.111
2002-08-08,503.542
2002-08-09,515.945
2002-08-12,503.524
2002-08-13,511.157
2002-08-14,496.096
2002-08-15,519.371
2002-08-16,524.854
2002-08-19,548.21
2002-08-20,542.352
2002-08-21,543.152
2002-08-22,559.217
2002-08-23,551.15
2002-08-26,532.342
2002-08-27,558.566
2002-08-28,533.557
2002-08-29,516.297
2002-08-30,519.805
2002-09-02,510.941
2002-09-03,494.478
2002-09-04,492.631
2002-09-05,484.224
2002-09-06,497.858
2002-09-09,478.032
2002-09-10,490.405
2002-09-11,509.336
2002-09-12,480.37
2002-09-13,473.336
2002-09-16,460.554
2002-09-17,454.839
2002-09-18,436.099
2002-09-19,428.693
2002-09-20,418.739
2002-09-23,399.58
2002-09-24,406.602
2002-09-25,415.596
2002-09-26,441.023
2002-09-27,435.914
2002-09-30,417.616
2002-10-01,425.727
2002-10-02,446.284
2002-10-03,441.973
2002-10-04,429.043
2002-10-07,422.366
2002-10-08,408.868
2002-10-09,410.403
2002-10-10,420.16
2002-10-11,437.898
2002-10-14,432.55
2002-10-15,462.712
2002-10-16,443.578
2002-10-17,452.395
2002-10-18,457.398
2002-10-21,458.636
2002-10-22,462.664
2002-10-23,442.755
2002-10-24,454.313
2002-10-25,450.573
2002-10-28,467.492
2002-10-29,443.934
2002-10-30,463.133
2002-10-31,473.005
2002-11-01,469.994
2002-11-04,482.527
2002-11-05,491.299
2002-11-06,481.482
2002-11-07,465.369
2002-11-08,455.202
2002-11-11,449.442
2002-11-12,450.165
2002-11-13,447.777
2002-11-14,460.727
2002-11-15,468.116
2002-11-18,476.805
2002-11-19,479.856
2002-11-20,474.963
2002-11-21,498.17
2002-11-22,503.992
2002-11-25,502.247
2002-11-26,487.178
2002-11-27,500.841
2002-11-28,505.237
2002-11-29,507.194
2002-12-02,506.547
2002-12-03,493.615
2002-12-04,488.637
2002-12-05,482.19
2002-12-06,487.162
2002-12-09,476.079
2002-12-10,479.981
2002-12-11,486.182
2002-12-12,483.133
2002-12-13,477.01
2002-12-16,490.657
2002-12-17,483.873
2002-12-18,468.999
2002-12-19,471.522
2002-12-20,481.018
2002-12-23,485.252
2002-12-24,481.235
2002-12-25,481.235
2002-12-26,482.449
2002-12-27,475.343
2002-12-30,479.349
2002-12-31,484.583
2003-01-01,484.583
2003-01-02,498.296
2003-01-03,495.368
2003-01-06,497.524
2003-01-07,495.113
2003-01-08,486.744
2003-01-09,495.606
2003-01-10,499.922
2003-01-13,504.317
2003-01-14,504.535
2003-01-15,497.03
2003-01-16,493.465
2003-01-17,482.06
2003-01-20,475.3
2003-01-21,471.205
2003-01-22,462.037
2003-01-23,454.01
2003-01-24,457.012
2003-01-27,444.091
2003-01-28,447.534
2003-01-29,439.805
2003-01-30,450.016
2003-01-31,453.489
2003-02-03,454.971
2003-02-04,442.05
2003-02-05,450.594
2003-02-06,441.56
2003-02-07,432.882
2003-02-10,420.471
2003-02-11,432.317
2003-02-12,423.446
2003-02-13,429.684
2003-02-14,444.092
2003-02-17,451.459
2003-02-18,453.606
2003-02-19,444.841
2003-02-20,443.492
2003-02-21,446.291
2003-02-24,436.192
2003-02-25,421.74
2003-02-26,426.957
2003-02-27,433.987
2003-02-28,442.87
2003-03-03,445.428
2003-03-04,435.421
2003-03-05,434.783
2003-03-06,426.924
2003-03-07,412.414
2003-03-10,400.544
2003-03-11,403.172
2003-03-12,388.818
2003-03-13,417.152
2003-03-14,434.255
2003-03-17,449.554
2003-03-18,445.398
2003-03-19,448.969
2003-03-20,448.984
2003-03-21,464.42
2003-03-24,437.415
2003-03-25,452.241
2003-03-26,450.296
2003-03-27,446.242
2003-03-28,449.885
2003-03-31,439.822
2003-04-01,441.582
2003-04-02,455.464
2003-04-03,454.378
2003-04-04,455.844
2003-04-07,475.507
2003-04-08,467.441
2003-04-09,467.827
2003-04-10,464.692
2003-04-11,469.853
2003-04-14,475.832
2003-04-15,487.441
2003-04-16,485.235
2003-04-17,491.088
2003-04-18,491.088
2003-04-21,488.971
2003-04-22,494.517
2003-04-23,495.933
2003-04-24,484.793
2003-04-25,477.686
2003-04-28,493.164
2003-04-29,487.362
2003-04-30,493.615
2003-05-01,498.149
2003-05-02,475.11
2003-05-05,488.759
2003-05-06,497.58
2003-05-07,491.606
2003-05-08,487.489
2003-05-09,489.971
2003-05-12,494.311
2003-05-13,493.835
2003-05-14,487.069
2003-05-15,481.077
2003-05-16,482.539
2003-05-19,475.814
2003-05-20,477.771
2003-05-21,472.403
2003-05-22,474.983
2003-05-23,473.995
2003-05-26,476.895
2003-05-27,478.318
2003-05-28,483.759
2003-05-29,486.324
2003-05-30,486.922
2003-06-02,496.472
2003-06-03,490.993
2003-06-04,499.761
2003-06-05,508.607
2003-06-06,515.245
2003-06-09,506.111
2003-06-10,500.629
2003-06-11,512.992
2003-06-12,512.879
2003-06-13,503.315
2003-06-16,515.689
2003-06-17,514.325
2003-06-18,516.905
2003-06-19,511.178
2003-06-20,516.421
2003-06-23,475.551
2003-06-24,464.987
2003-06-25,477.603
2003-06-26,472.207
2003-06-27,477.799
2003-06-30,470.937
2003-07-01,464.726
2003-07-02,474.009
2003-07-03,477.549
2003-07-04,471.289
2003-07-07,486.162
2003-07-08,485.388
2003-07-09,482.091
2003-07-10,481.032
2003-07-11,484.241
2003-07-14,490.847
2003-07-15,487.913
2003-07-16,486.969
2003-07-17,476.018
2003-07-18,485.365
2003-07-21,486.437
2003-07-22,494.778
2003-07-23,496.353
2003-07-24,504.627
2003-07-25,504.915
2003-07-28,506.08
2003-07-29,501.819
2003-07-30,503.008
2003-07-31,505.273
2003-08-01,500.697
2003-08-04,500.812
2003-08-05,503.911
2003-08-06,499.159
2003-08-07,503.224
2003-08-08,508.922
2003-08-11,509.198
2003-08-12,508.823
2003-08-13,510.944
2003-08-14,516.35
2003-08-15,520.267
2003-08-18,520.1
2003-08-19,515.34
2003-08-20,516.064
2003-08-21,515.815
2003-08-22,519.192
2003-08-25,514.88
2003-08-26,508.902
2003-08-27,513.614
2003-08-28,513.829
2003-08-29,522.011
2003-09-01,534.435
2003-09-02,526.656
2003-09-03,526.759
2003-09-04,529.746
2003-09-05,534.131
2003-09-08,540.12
2003-09-09,538.277
2003-09-10,532.387
2003-09-11,534.863
2003-09-12,536.369
2003-09-15,544.883
2003-09-16,545.662
2003-09-17,552.024
2003-09-18,555.203
2003-09-19,549.953
2003-09-22,544.528
2003-09-23,538.067
2003-09-24,540.761
2003-09-25,534.291
2003-09-26,526.384
2003-09-29,527.844
2003-09-30,520.551
2003-10-01,533.774
2003-10-02,538.442
2003-10-03,547.338
2003-10-06,544.077
2003-10-07,545.937
2003-10-08,544.198
2003-10-09,554.931
2003-10-10,555.018
2003-10-13,558.669
2003-10-14,553.594
2003-10-15,560.623
2003-10-16,555.639
2003-10-17,556.912
2003-10-20,541.141
2003-10-21,549.083
2003-10-22,543.496
2003-10-23,538.413
2003-10-24,538.856
2003-10-27,543.166
2003-10-28,545.78
2003-10-29,548.259
2003-10-30,552.009
2003-10-31,552.561
2003-11-03,558.462
2003-11-04,556.775
2003-11-05,555.459
2003-11-06,561.814
2003-11-07,568.517
2003-11-10,564.821
2003-11-11,561.5
2003-11-12,568.062
2003-11-13,572.522
2003-11-14,575.054
2003-11-17,559.658
2003-11-18,563.79
2003-11-19,562.41
2003-11-20,562.088
2003-11-21,560.143
2003-11-24,567.277
2003-11-25,570.742
2003-11-26,570.82
2003-11-27,573.843
2003-11-28,574.627
2003-12-01,584.104
2003-12-02,588.438
2003-12-03,589.454
2003-12-04,587.302
2003-12-05,582.251
2003-12-08,579.13
2003-12-09,579.877
2003-12-10,573.592
2003-12-11,572.804
2003-12-12,578.049
2003-12-15,581.358
2003-12-16,577.389
2003-12-17,576.585
