Date,EM (EMERGING MARKETS) SMALL VALUE Small Cap
2005-11-09,527.375
2005-11-10,529.251
2005-11-11,533.451
2005-11-14,532.55
2005-11-15,530.908
2005-11-16,532.379
2005-11-17,536.471
2005-11-18,538.156
2005-11-21,538.641
2005-11-22,535.34
2005-11-23,545.919
2005-11-24,549.885
2005-11-25,551.79
2005-11-28,552.751
2005-11-29,552.167
2005-11-30,555.648
2005-12-01,558.13
2005-12-02,561.072
2005-12-05,564.96
2005-12-06,567.912
2005-12-07,565.784
2005-12-08,563.238
2005-12-09,563.993
2005-12-12,567.882
2005-12-13,572.309
2005-12-14,574.141
2005-12-15,573.721
2005-12-16,572.307
2005-12-19,576.04
2005-12-20,575.991
2005-12-21,577.698
2005-12-22,576.284
2005-12-23,578.397
2005-12-26,580.115
2005-12-27,581.038
2005-12-28,582.815
2005-12-29,588.221
2005-12-30,589.428
2006-01-02,589.943
2006-01-03,600.343
2006-01-04,609.261
2006-01-05,616.938
2006-01-06,623.747
2006-01-09,631.827
2006-01-10,627.56
2006-01-11,631.648
2006-01-12,636.279
2006-01-13,636.479
2006-01-16,639.642
2006-01-17,630.945
2006-01-18,621.114
2006-01-19,630.82
2006-01-20,624.318
2006-01-23,616.043
2006-01-24,623.309
2006-01-25,630.452
2006-01-26,634.417
2006-01-27,639.917
2006-01-30,639.619
2006-01-31,641.943
2006-02-01,638.759
2006-02-02,636.305
2006-02-03,630.802
2006-02-06,638.539
2006-02-07,636.456
2006-02-08,629.703
2006-02-09,632.365
2006-02-10,637.322
2006-02-13,631.3
2006-02-14,633.926
2006-02-15,633.902
2006-02-16,636.058
2006-02-17,640.079
2006-02-20,643.616
2006-02-21,641.815
2006-02-22,638.178
2006-02-23,642.472
2006-02-24,646.114
2006-02-27,648.599
2006-02-28,646.942
2006-03-01,651.451
2006-03-02,652.809
2006-03-03,645.211
2006-03-06,644.96
2006-03-07,632.011
2006-03-08,626.874
2006-03-09,630.685
2006-03-10,634.095
2006-03-13,637.653
2006-03-14,636.907
2006-03-15,642.587
2006-03-16,645.584
2006-03-17,645.881
2006-03-20,648.894
2006-03-21,643.037
2006-03-22,638.94
2006-03-23,638.811
2006-03-24,639.959
2006-03-27,643.62
2006-03-28,639.848
2006-03-29,641.364
2006-03-30,649.615
2006-03-31,656.712
2006-04-03,665.117
2006-04-04,672.485
2006-04-05,677.024
2006-04-06,681.228
2006-04-07,679.508
2006-04-10,680.686
2006-04-11,681.318
2006-04-12,681.446
2006-04-13,683.304
2006-04-14,688.527
2006-04-17,693.472
2006-04-18,697.016
2006-04-19,702.557
2006-04-20,702.236
2006-04-21,704.345
2006-04-24,705.017
2006-04-25,701.835
2006-04-26,706.031
2006-04-27,707.025
2006-04-28,706.515
2006-05-01,709.751
2006-05-02,716.544
2006-05-03,722.706
2006-05-04,725.048
2006-05-05,728.783
2006-05-08,737.615
2006-05-09,736.037
2006-05-10,738.595
2006-05-11,737.23
2006-05-12,728.446
2006-05-15,703.2
2006-05-16,696.488
2006-05-17,700.272
2006-05-18,681.684
2006-05-19,676.903
2006-05-22,648.311
2006-05-23,653.864
2006-05-24,645.789
2006-05-25,643.165
2006-05-26,655.12
2006-05-29,657.788
2006-05-30,649.123
2006-05-31,646.102
2006-06-01,642.976
2006-06-02,647.061
2006-06-05,638.261
2006-06-06,629.811
2006-06-07,613.993
2006-06-08,591.921
2006-06-09,599.277
2006-06-12,592.026
2006-06-13,572.502
2006-06-14,576.164
2006-06-15,583.353
2006-06-16,596.588
2006-06-19,593.251
2006-06-20,584.049
2006-06-21,584.136
2006-06-22,587.911
2006-06-23,583.461
2006-06-26,581.59
2006-06-27,585.679
2006-06-28,585.447
2006-06-29,594.855
2006-06-30,611.932
2006-07-03,619.015
2006-07-04,621.153
2006-07-05,611.409
2006-07-06,612.498
2006-07-07,614.388
2006-07-10,617.547
2006-07-11,616.047
2006-07-12,614.98
2006-07-13,606.556
2006-07-14,597.264
2006-07-17,588.193
2006-07-18,588.158
2006-07-19,591.158
2006-07-20,604.191
2006-07-21,601.533
2006-07-24,600.736
2006-07-25,605.08
2006-07-26,605.822
2006-07-27,615.615
2006-07-28,617.227
2006-07-31,618.013
2006-08-01,613.576
2006-08-02,617.553
2006-08-03,617.395
2006-08-04,621.15
2006-08-07,620.036
2006-08-08,623.812
2006-08-09,628.628
2006-08-10,628.648
2006-08-11,627.351
2006-08-14,626.439
2006-08-15,628.55
2006-08-16,635.083
2006-08-17,636.886
2006-08-18,633.924
2006-08-21,628.424
2006-08-22,630.179
2006-08-23,628.152
2006-08-24,624.216
2006-08-25,625.825
2006-08-28,624.239
2006-08-29,629.555
2006-08-30,634.529
2006-08-31,634.722
2006-09-01,638.067
2006-09-04,646.172
2006-09-05,646.481
2006-09-06,643.133
2006-09-07,639.57
2006-09-08,642.169
2006-09-11,634.853
2006-09-12,635.912
2006-09-13,638.247
2006-09-14,638.873
2006-09-15,643.176
2006-09-18,653.471
2006-09-19,653.156
2006-09-20,653.254
2006-09-21,653.989
2006-09-22,647.777
2006-09-25,649.185
2006-09-26,650.311
2006-09-27,654.909
2006-09-28,657.459
2006-09-29,658.716
2006-10-02,661.682
2006-10-03,661.463
2006-10-04,657.638
2006-10-05,662.855
2006-10-06,663.213
2006-10-09,654.54
2006-10-10,659.346
2006-10-11,660.647
2006-10-12,666.304
2006-10-13,674.712
2006-10-16,679.09
2006-10-17,675.845
2006-10-18,679.417
2006-10-19,681.064
2006-10-20,683.662
2006-10-23,682.559
2006-10-24,684.465
2006-10-25,687.484
2006-10-26,691.434
2006-10-27,691.613
2006-10-30,689.034
2006-10-31,695.584
2006-11-01,703.839
2006-11-02,705.139
2006-11-03,710.56
2006-11-06,710.578
2006-11-07,716.883
2006-11-08,715.053
2006-11-09,718.939
2006-11-10,720.266
2006-11-13,721.132
2006-11-14,726.1
2006-11-15,726.544
2006-11-16,729.457
2006-11-17,727.827
2006-11-20,725.887
2006-11-21,729.626
2006-11-22,737.43
2006-11-23,741.294
2006-11-24,746.339
2006-11-27,748.553
2006-11-28,742.555
2006-11-29,750.664
2006-11-30,757.599
2006-12-01,761.098
2006-12-04,766.257
2006-12-05,768.336
2006-12-06,770.935
2006-12-07,773.323
2006-12-08,770.481
2006-12-11,768.429
2006-12-12,761.809
2006-12-13,763.325
2006-12-14,772.165
2006-12-15,775.606
2006-12-18,777.413
2006-12-19,769.412
2006-12-20,778.456
2006-12-21,776.705
2006-12-22,779.642
2006-12-25,780.654
2006-12-26,781.154
2006-12-27,785.681
2006-12-28,788.855
2006-12-29,793.016
2007-01-01,793.46
2007-01-02,801.231
2007-01-03,797.889
2007-01-04,787.83
2007-01-05,780.522
2007-01-08,777.8
2007-01-09,777.337
2007-01-10,769.424
2007-01-11,773.247
2007-01-12,783.432
2007-01-15,790.789
2007-01-16,790.768
2007-01-17,792.417
2007-01-18,796.904
2007-01-19,795.712
2007-01-22,797.629
2007-01-23,796.903
2007-01-24,804.126
2007-01-25,800.9
2007-01-26,796.761
2007-01-29,794.75
2007-01-30,796.375
2007-01-31,794.275
2007-02-01,802.364
2007-02-02,807.85
2007-02-05,811.488
2007-02-06,818.874
2007-02-07,821.395
2007-02-08,821.957
2007-02-09,822.247
2007-02-12,814.808
2007-02-13,817.819
2007-02-14,828.289
2007-02-15,833.592
2007-02-16,836.135
2007-02-19,838.238
2007-02-20,835.818
2007-02-21,839.204
2007-02-22,843.927
2007-02-23,842.718
2007-02-26,846.897
2007-02-27,826.636
2007-02-28,814.501
2007-03-01,806.278
2007-03-02,802.677
2007-03-05,767.728
2007-03-06,783.781
2007-03-07,786.681
2007-03-08,801.513
2007-03-09,804.472
2007-03-12,811.6
2007-03-13,809.847
2007-03-14,798.475
2007-03-15,808.337
2007-03-16,808.084
2007-03-19,816.55
2007-03-20,822.197
2007-03-21,829.474
2007-03-22,838.913
2007-03-23,841.366
2007-03-26,845.876
2007-03-27,845.339
2007-03-28,838.357
2007-03-29,845.711
2007-03-30,851.376
2007-04-02,851.959
2007-04-03,861.054
2007-04-04,869.668
2007-04-05,873.648
2007-04-06,875.28
2007-04-09,883.32
2007-04-10,886.641
2007-04-11,888.266
2007-04-12,892.797
2007-04-13,896.188
2007-04-16,907.371
2007-04-17,903.384
2007-04-18,907.913
2007-04-19,900.303
2007-04-20,915.687
2007-04-23,920.509
2007-04-24,923.243
2007-04-25,926.82
2007-04-26,925.323
2007-04-27,922.313
2007-04-30,922.513
2007-05-01,922.48
2007-05-02,927.216
2007-05-03,932.088
2007-05-04,940.653
2007-05-07,947.89
2007-05-08,944.13
2007-05-09,950.596
2007-05-10,955.561
2007-05-11,958.385
2007-05-14,968.103
2007-05-15,961.381
2007-05-16,970.745
2007-05-17,975.778
2007-05-18,977.141
2007-05-21,987.468
2007-05-22,989.033
2007-05-23,988.567
2007-05-24,978.34
2007-05-25,985.866
2007-05-28,992.701
2007-05-29,995.156
2007-05-30,984.635
2007-05-31,1000.0
2007-06-01,1006.205
2007-06-04,1003.799
2007-06-05,1006.941
2007-06-06,1000.993
2007-06-07,1004.536
2007-06-08,996.59
2007-06-11,999.596
2007-06-12,1002.65
2007-06-13,1003.437
2007-06-14,1016.015
2007-06-15,1024.391
2007-06-18,1034.665
2007-06-19,1037.965
2007-06-20,1035.844
2007-06-21,1040.009
2007-06-22,1039.002
2007-06-25,1035.765
2007-06-26,1030.797
2007-06-27,1024.608
2007-06-28,1034.919
2007-06-29,1040.091
2007-07-02,1052.257
2007-07-03,1065.699
2007-07-04,1073.943
2007-07-05,1076.041
2007-07-06,1083.787
2007-07-09,1096.213
2007-07-10,1096.499
2007-07-11,1098.488
2007-07-12,1111.796
2007-07-13,1121.576
2007-07-16,1122.476
2007-07-17,1128.871
2007-07-18,1127.713
2007-07-19,1134.394
2007-07-20,1143.888
2007-07-23,1154.85
2007-07-24,1152.941
2007-07-25,1152.739
2007-07-26,1132.375
2007-07-27,1100.134
2007-07-30,1105.628
2007-07-31,1126.516
2007-08-01,1088.055
2007-08-02,1086.321
2007-08-03,1093.131
2007-08-06,1075.48
2007-08-07,1077.365
2007-08-08,1100.282
2007-08-09,1093.082
2007-08-10,1061.833
2007-08-13,1065.236
2007-08-14,1050.71
2007-08-15,1026.385
2007-08-16,955.898
2007-08-17,946.746
2007-08-20,988.739
2007-08-21,984.13
2007-08-22,1006.324
2007-08-23,1025.424
2007-08-24,1031.229
2007-08-27,1045.898
2007-08-28,1042.147
2007-08-29,1040.246
2007-08-30,1051.754
2007-08-31,1071.992
2007-09-03,1079.319
2007-09-04,1074.619
2007-09-05,1068.858
2007-09-06,1076.49
2007-09-07,1074.097
2007-09-10,1065.917
2007-09-11,1073.299
2007-09-12,1072.537
2007-09-13,1079.234
2007-09-14,1084.415
2007-09-17,1079.462
2007-09-18,1080.285
2007-09-19,1102.163
2007-09-20,1103.873
2007-09-21,1115.914
2007-09-24,1121.846
2007-09-25,1119.555
2007-09-26,1131.455
2007-09-27,1144.219
2007-09-28,1148.313
2007-10-01,1161.628
2007-10-02,1173.375
2007-10-03,1172.163
2007-10-04,1169.962
2007-10-05,1178.862
2007-10-08,1178.756
2007-10-09,1178.383
2007-10-10,1185.311
2007-10-11,1197.222
2007-10-12,1185.641
2007-10-15,1189.827
2007-10-16,1181.801
2007-10-17,1184.363
2007-10-18,1187.575
2007-10-19,1178.136
2007-10-22,1150.298
2007-10-23,1175.034
2007-10-24,1170.921
2007-10-25,1185.018
2007-10-26,1203.889
2007-10-29,1215.382
2007-10-30,1210.509
2007-10-31,1217.596
2007-11-01,1207.245
2007-11-02,1194.092
2007-11-05,1185.351
2007-11-06,1194.367
2007-11-07,1189.176
2007-11-08,1164.673
2007-11-09,1164.365
2007-11-12,1124.001
2007-11-13,1127.88
2007-11-14,1151.911
2007-11-15,1140.508
2007-11-16,1133.895
2007-11-19,1127.664
2007-11-20,1121.281
2007-11-21,1086.02
2007-11-22,1076.692
2007-11-23,1066.294
2007-11-26,1077.91
2007-11-27,1071.462
2007-11-28,1075.94
2007-11-29,1090.75
2007-11-30,1108.139
2007-12-03,1114.112
2007-12-04,1120.161
2007-12-05,1131.117
2007-12-06,1134.628
2007-12-07,1136.562
2007-12-10,1133.0
2007-12-11,1134.724
2007-12-12,1133.735
2007-12-13,1118.172
2007-12-14,1108.611
2007-12-17,1072.322
2007-12-18,1069.133
2007-12-19,1075.294
2007-12-20,1066.859
2007-12-21,1074.19
2007-12-24,1090.971
2007-12-25,1093.109
2007-12-26,1099.061
2007-12-27,1109.238
2007-12-28,1120.797
2007-12-31,1127.632
2008-01-01,1131.03
2008-01-02,1127.685
2008-01-03,1124.556
2008-01-04,1127.231
2008-01-07,1113.912
2008-01-08,1113.962
2008-01-09,1112.668
2008-01-10,1103.779
2008-01-11,1098.334
2008-01-14,1100.882
2008-01-15,1092.75
2008-01-16,1061.295
2008-01-17,1056.389
2008-01-18,1049.641
2008-01-21,995.824
2008-01-22,954.724
2008-01-23,962.794
2008-01-24,975.942
2008-01-25,998.072
2008-01-28,979.597
2008-01-29,987.553
2008-01-30,978.96
2008-01-31,977.852
2008-02-01,990.281
2008-02-04,1006.454
2008-02-05,1001.785
2008-02-06,992.9
2008-02-07,985.268
2008-02-08,983.788
2008-02-11,970.13
2008-02-12,976.18
2008-02-13,980.192
2008-02-14,1001.66
2008-02-15,1003.635
2008-02-18,1011.013
2008-02-19,1020.24
2008-02-20,1005.075
2008-02-21,1016.665
2008-02-22,1014.184
2008-02-25,1024.0
2008-02-26,1031.18
2008-02-27,1045.152
2008-02-28,1047.128
2008-02-29,1045.051
2008-03-03,1026.773
2008-03-04,1027.298
2008-03-05,1030.12
2008-03-06,1032.305
2008-03-07,1013.62
2008-03-10,989.492
2008-03-11,1002.711
2008-03-12,1007.438
2008-03-13,983.226
2008-03-14,976.321
2008-03-17,937.217
2008-03-18,944.42
2008-03-19,946.212
2008-03-20,941.749
2008-03-21,947.511
2008-03-24,963.135
2008-03-25,980.315
2008-03-26,985.563
2008-03-27,986.437
2008-03-28,991.212
2008-03-31,987.05
2008-04-01,985.032
2008-04-02,996.577
2008-04-03,996.772
2008-04-04,999.61
2008-04-07,1010.774
2008-04-08,1007.508
2008-04-09,1008.896
2008-04-10,1017.231
2008-04-11,1018.843
2008-04-14,1012.776
2008-04-15,1017.202
2008-04-16,1028.635
2008-04-17,1031.371
2008-04-18,1033.828
2008-04-21,1040.426
2008-04-22,1039.784
2008-04-23,1044.384
2008-04-24,1038.878
2008-04-25,1036.298
2008-04-28,1037.723
2008-04-29,1028.573
2008-04-30,1035.265
2008-05-01,1034.617
2008-05-02,1043.054
2008-05-05,1043.035
2008-05-06,1042.001
2008-05-07,1037.818
2008-05-08,1029.693
2008-05-09,1027.542
2008-05-12,1025.524
2008-05-13,1031.136
2008-05-14,1030.24
2008-05-15,1038.773
2008-05-16,1050.501
2008-05-19,1055.484
2008-05-20,1042.485
2008-05-21,1042.972
2008-05-22,1039.787
2008-05-23,1033.097
2008-05-26,1019.069
2008-05-27,1019.207
2008-05-28,1019.867
2008-05-29,1022.333
2008-05-30,1018.621
2008-06-02,1018.801
2008-06-03,1014.126
2008-06-04,1009.434
2008-06-05,1010.702
2008-06-06,1011.238
2008-06-09,999.124
2008-06-10,979.947
2008-06-11,973.83
2008-06-12,960.812
2008-06-13,956.978
2008-06-16,962.045
2008-06-17,967.887
2008-06-18,967.584
2008-06-19,956.571
2008-06-20,947.583
2008-06-23,932.22
2008-06-24,923.43
2008-06-25,931.754
2008-06-26,930.002
2008-06-27,909.897
2008-06-30,901.904
2008-07-01,883.738
2008-07-02,880.804
2008-07-03,872.542
2008-07-04,868.91
2008-07-07,871.547
2008-07-08,858.318
2008-07-09,870.063
2008-07-10,873.878
2008-07-11,882.156
2008-07-14,881.121
2008-07-15,859.243
2008-07-16,854.873
2008-07-17,867.223
2008-07-18,861.533
2008-07-21,875.455
2008-07-22,875.818
2008-07-23,895.519
2008-07-24,897.375
2008-07-25,892.263
2008-07-28,892.365
2008-07-29,881.709
2008-07-30,889.816
2008-07-31,890.888
2008-08-01,886.771
2008-08-04,877.174
2008-08-05,870.865
2008-08-06,878.571
2008-08-07,875.401
2008-08-08,868.012
2008-08-11,869.146
2008-08-12,860.624
2008-08-13,855.422
2008-08-14,859.873
2008-08-15,851.615
2008-08-18,841.217
2008-08-19,830.326
2008-08-20,836.825
2008-08-21,830.024
2008-08-22,828.324
2008-08-25,825.351
2008-08-26,816.703
2008-08-27,823.328
2008-08-28,823.554
2008-08-29,829.266
2008-09-01,810.92
2008-09-02,801.392
2008-09-03,790.685
2008-09-04,782.515
2008-09-05,767.748
2008-09-08,789.739
2008-09-09,771.225
2008-09-10,767.652
2008-09-11,748.265
2008-09-12,755.441
2008-09-15,731.949
2008-09-16,695.732
2008-09-17,689.793
2008-09-18,672.35
2008-09-19,706.134
2008-09-22,716.781
2008-09-23,707.818
2008-09-24,709.809
2008-09-25,709.816
2008-09-26,697.925
2008-09-29,675.639
2008-09-30,668.906
2008-10-01,674.796
2008-10-02,662.356
2008-10-03,657.935
2008-10-06,608.513
2008-10-07,597.521
2008-10-08,555.447
2008-10-09,555.792
2008-10-10,531.216
2008-10-13,551.28
2008-10-14,578.058
2008-10-15,554.322
2008-10-16,517.404
2008-10-17,516.866
2008-10-20,519.609
2008-10-21,513.475
2008-10-22,486.449
2008-10-23,466.234
2008-10-24,440.164
2008-10-27,417.634
2008-10-28,429.309
2008-10-29,433.836
2008-10-30,462.467
2008-10-31,475.227
2008-11-03,490.452
2008-11-04,503.257
2008-11-05,507.659
2008-11-06,481.24
2008-11-07,488.929
2008-11-10,497.965
2008-11-11,480.638
2008-11-12,468.689
2008-11-13,456.765
2008-11-14,461.576
2008-11-17,455.018
2008-11-18,441.116
2008-11-19,436.325
2008-11-20,417.257
2008-11-21,421.324
2008-11-24,424.572
2008-11-25,431.667
2008-11-26,438.73
2008-11-27,450.583
2008-11-28,452.176
2008-12-01,448.774
2008-12-02,438.857
2008-12-03,442.784
2008-12-04,441.552
2008-12-05,439.513
2008-12-08,460.21
2008-12-09,462.171
2008-12-10,479.626
2008-12-11,489.354
2008-12-12,477.739
2008-12-15,490.203
2008-12-16,496.673
2008-12-17,503.961
2008-12-18,519.49
2008-12-19,519.156
2008-12-22,508.429
2008-12-23,496.312
2008-12-24,498.788
2008-12-25,499.66
2008-12-26,499.02
2008-12-29,502.638
2008-12-30,512.019
2008-12-31,513.651
2009-01-01,516.593
2009-01-02,518.497
2009-01-05,526.169
2009-01-06,532.643
2009-01-07,529.63
2009-01-08,513.87
2009-01-09,512.858
2009-01-12,500.449
2009-01-13,497.537
2009-01-14,495.998
2009-01-15,480.358
2009-01-16,489.985
2009-01-19,489.04
2009-01-20,477.723
2009-01-21,474.124
2009-01-22,473.546
2009-01-23,466.323
2009-01-26,469.932
2009-01-27,472.211
2009-01-28,479.964
2009-01-29,478.882
2009-01-30,478.422
2009-02-02,472.978
2009-02-03,478.664
2009-02-04,484.422
2009-02-05,482.81
2009-02-06,492.745
2009-02-09,497.569
2009-02-10,497.519
2009-02-11,495.45
2009-02-12,490.049
2009-02-13,499.09
2009-02-16,495.515
2009-02-17,477.119
2009-02-18,474.854
2009-02-19,476.625
2009-02-20,463.112
2009-02-23,467.938
2009-02-24,460.486
2009-02-25,460.784
2009-02-26,460.671
2009-02-27,458.248
2009-03-02,439.687
2009-03-03,438.741
2009-03-04,449.361
2009-03-05,446.155
2009-03-06,446.839
2009-03-09,445.673
2009-03-10,455.978
2009-03-11,462.734
2009-03-12,463.332
2009-03-13,471.669
2009-03-16,482.021
2009-03-17,486.231
2009-03-18,489.87
2009-03-19,501.3
2009-03-20,500.871
2009-03-23,516.909
2009-03-24,521.993
2009-03-25,528.681
2009-03-26,538.273
2009-03-27,538.167
2009-03-30,515.592
2009-03-31,523.611
2009-04-01,537.032
2009-04-02,562.007
2009-04-03,566.607
2009-04-06,576.309
2009-04-07,576.496
2009-04-08,571.543
2009-04-09,592.943
2009-04-10,598.755
2009-04-13,608.061
2009-04-14,615.167
2009-04-15,617.757
2009-04-16,622.178
2009-04-17,611.316
2009-04-20,606.452
2009-04-21,610.101
2009-04-22,614.191
2009-04-23,620.2
2009-04-24,629.221
2009-04-27,614.278
2009-04-28,597.725
2009-04-29,614.657
2009-04-30,638.618
2009-05-01,638.696
2009-05-04,664.76
2009-05-05,667.976
2009-05-06,680.603
2009-05-07,692.352
2009-05-08,704.549
2009-05-11,707.762
2009-05-12,705.992
2009-05-13,707.753
2009-05-14,701.504
2009-05-15,711.286
2009-05-18,731.5
2009-05-19,747.709
2009-05-20,761.269
2009-05-21,759.234
2009-05-22,769.1
2009-05-25,779.378
2009-05-26,765.25
2009-05-27,779.774
2009-05-28,782.584
2009-05-29,793.182
2009-06-01,818.959
2009-06-02,816.794
2009-06-03,815.648
2009-06-04,815.003
2009-06-05,820.094
2009-06-08,804.718
2009-06-09,798.929
2009-06-10,810.903
2009-06-11,815.231
2009-06-12,815.301
2009-06-15,792.842
2009-06-16,790.036
2009-06-17,779.329
2009-06-18,772.018
2009-06-19,779.303
2009-06-22,771.599
2009-06-23,758.706
2009-06-24,775.583
2009-06-25,782.386
2009-06-26,791.774
2009-06-29,795.007
2009-06-30,792.397
2009-07-01,803.11
2009-07-02,801.453
2009-07-03,805.865
2009-07-06,795.208
2009-07-07,797.384
2009-07-08,784.165
2009-07-09,788.591
2009-07-10,784.026
2009-07-13,765.714
2009-07-14,782.731
2009-07-15,807.155
2009-07-16,811.854
2009-07-17,821.998
2009-07-20,842.841
2009-07-21,847.232
2009-07-22,848.193
2009-07-23,863.178
2009-07-24,869.382
2009-07-27,882.255
2009-07-28,890.731
2009-07-29,878.604
2009-07-30,884.905
2009-07-31,899.113
2009-08-03,920.835
2009-08-04,917.533
2009-08-05,910.587
2009-08-06,909.15
2009-08-07,907.031
2009-08-10,910.355
2009-08-11,905.416
2009-08-12,903.696
2009-08-13,922.746
2009-08-14,918.713
2009-08-17,884.242
2009-08-18,888.231
2009-08-19,885.703
2009-08-20,899.209
2009-08-21,906.723
2009-08-24,922.959
2009-08-25,921.091
2009-08-26,920.045
2009-08-27,916.073
2009-08-28,921.918
2009-08-31,916.332
2009-09-01,918.608
2009-09-02,908.665
2009-09-03,921.732
2009-09-04,933.429
2009-09-07,945.846
2009-09-08,953.29
2009-09-09,950.044
2009-09-10,951.475
2009-09-11,961.382
2009-09-14,955.013
2009-09-15,963.79
2009-09-16,980.57
2009-09-17,983.49
2009-09-18,989.655
2009-09-21,986.054
2009-09-22,992.603
2009-09-23,985.054
2009-09-24,980.277
2009-09-25,985.06
2009-09-28,978.975
2009-09-29,985.087
2009-09-30,990.642
2009-10-01,987.769
2009-10-02,980.799
2009-10-05,987.043
2009-10-06,1003.638
2009-10-07,1011.619
2009-10-08,1017.607
2009-10-09,1021.001
2009-10-12,1028.428
2009-10-13,1031.698
2009-10-14,1048.637
2009-10-15,1048.532
2009-10-16,1047.14
2009-10-19,1056.65
2009-10-20,1057.076
2009-10-21,1055.239
2009-10-22,1045.358
2009-10-23,1053.389
2009-10-26,1047.453
2009-10-27,1027.617
2009-10-28,1002.59
2009-10-29,997.118
2009-10-30,996.629
2009-11-02,992.501
2009-11-03,980.741
2009-11-04,1004.492
2009-11-05,1008.698
2009-11-06,1018.107
2009-11-09,1037.118
2009-11-10,1035.507
2009-11-11,1048.342
2009-11-12,1042.548
2009-11-13,1047.251
2009-11-16,1059.973
2009-11-17,1055.217
2009-11-18,1059.231
2009-11-19,1047.993
2009-11-20,1047.58
2009-11-23,1056.028
2009-11-24,1052.365
2009-11-25,1059.763
2009-11-26,1044.488
2009-11-27,1022.162
2009-11-30,1041.994
2009-12-01,1058.335
2009-12-02,1069.601
2009-12-03,1075.2
2009-12-04,1072.997
2009-12-07,1075.641
2009-12-08,1073.123
2009-12-09,1068.897
2009-12-10,1065.864
2009-12-11,1076.972
2009-12-14,1082.052
2009-12-15,1078.308
2009-12-16,1075.341
2009-12-17,1063.156
2009-12-18,1058.811
2009-12-21,1057.384
2009-12-22,1064.152
2009-12-23,1072.449
2009-12-24,1082.065
2009-12-25,1083.686
2009-12-28,1089.179
2009-12-29,1091.433
2009-12-30,1098.043
2009-12-31,1105.834
2010-01-01,1105.834
2010-01-04,1124.181
2010-01-05,1132.767
2010-01-06,1143.215
2010-01-07,1140.309
2010-01-08,1147.213
2010-01-11,1161.342
2010-01-12,1154.426
2010-01-13,1147.145
2010-01-14,1157.652
2010-01-15,1162.342
2010-01-18,1165.794
2010-01-19,1161.99
2010-01-20,1151.309
2010-01-21,1134.689
2010-01-22,1115.333
2010-01-25,1105.673
2010-01-26,1076.659
2010-01-27,1059.182
2010-01-28,1072.297
2010-01-29,1068.513
2010-02-01,1068.126
2010-02-02,1069.003
2010-02-03,1082.664
2010-02-04,1065.492
2010-02-05,1029.493
2010-02-08,1025.393
2010-02-09,1037.521
2010-02-10,1044.977
2010-02-11,1055.266
2010-02-12,1058.18
2010-02-15,1060.356
2010-02-16,1066.186
2010-02-17,1075.75
2010-02-18,1072.385
2010-02-19,1062.306
2010-02-22,1072.786
2010-02-23,1071.799
2010-02-24,1067.37
2010-02-25,1059.159
2010-02-26,1073.422
2010-03-01,1084.71
2010-03-02,1095.392
2010-03-03,1106.729
2010-03-04,1107.113
2010-03-05,1118.502
2010-03-08,1129.778
2010-03-09,1126.142
2010-03-10,1132.281
2010-03-11,1129.603
2010-03-12,1133.398
2010-03-15,1124.456
2010-03-16,1132.251
2010-03-17,1147.972
2010-03-18,1148.293
2010-03-19,1148.987
2010-03-22,1144.637
2010-03-23,1148.152
2010-03-24,1147.548
2010-03-25,1146.24
2010-03-26,1151.865
2010-03-29,1162.314
2010-03-30,1166.482
2010-03-31,1170.022
2010-04-01,1182.415
2010-04-02,1184.201
2010-04-05,1191.656
2010-04-06,1195.633
2010-04-07,1203.732
2010-04-08,1199.959
2010-04-09,1208.895
2010-04-12,1212.055
2010-04-13,1202.249
2010-04-14,1214.769
2010-04-15,1219.548
2010-04-16,1210.448
2010-04-19,1179.782
2010-04-20,1195.914
2010-04-21,1207.159
2010-04-22,1204.138
2010-04-23,1207.82
2010-04-26,1219.457
2010-04-27,1209.127
2010-04-28,1193.239
2010-04-29,1200.965
2010-04-30,1204.597
2010-05-03,1196.252
2010-05-04,1181.058
2010-05-05,1155.104
2010-05-06,1124.841
2010-05-07,1097.458
2010-05-10,1141.98
2010-05-11,1132.245
2010-05-12,1138.314
2010-05-13,1151.744
2010-05-14,1142.237
2010-05-17,1113.043
2010-05-18,1115.984
2010-05-19,1088.614
2010-05-20,1056.053
2010-05-21,1048.072
2010-05-24,1052.185
2010-05-25,1004.227
2010-05-26,1023.657
2010-05-27,1052.961
2010-05-28,1072.975
2010-05-31,1079.008
2010-06-01,1062.322
2010-06-02,1061.35
2010-06-03,1080.213
2010-06-04,1072.961
2010-06-07,1045.721
2010-06-08,1050.688
2010-06-09,1051.171
2010-06-10,1060.391
2010-06-11,1069.278
2010-06-14,1087.071
2010-06-15,1092.164
2010-06-16,1096.492
2010-06-17,1103.147
2010-06-18,1109.613
2010-06-21,1136.876
2010-06-22,1129.796
2010-06-23,1124.915
2010-06-24,1124.29
2010-06-25,1113.862
2010-06-28,1120.863
2010-06-29,1097.054
2010-06-30,1094.143
2010-07-01,1086.823
2010-07-02,1089.944
2010-07-05,1091.928
2010-07-06,1104.418
2010-07-07,1104.485
2010-07-08,1119.203
2010-07-09,1131.15
2010-07-12,1134.081
2010-07-13,1133.168
2010-07-14,1141.906
2010-07-15,1140.812
2010-07-16,1137.081
2010-07-19,1132.937
2010-07-20,1138.643
2010-07-21,1145.984
2010-07-22,1152.671
2010-07-23,1160.184
2010-07-26,1164.622
2010-07-27,1169.952
