Date,EM (EMERGING MARKETS) SMALL VALUE Small Cap
2011-05-31,1424.971
2011-06-30,1396.867
2011-07-29,1423.274
2011-08-31,1268.859
2011-09-30,1066.676
2011-10-31,1166.334
2011-11-30,1065.549
2011-12-30,1053.999
2012-01-31,1180.675
2012-02-29,1292.377
2012-03-30,1242.503
2012-04-30,1216.635
2012-05-31,1101.133
2012-06-29,1137.74
2012-07-31,1130.376
2012-08-31,1149.446
2012-09-28,1224.418
2012-10-31,1204.992
2012-11-30,1225.954
2012-12-31,1290.949
2013-01-31,1328.575
2013-02-28,1334.392
2013-03-29,1328.274
2013-04-30,1354.395
2013-05-31,1342.918
2013-06-28,1226.516
2013-07-31,1231.942
2013-08-30,1197.81
2013-09-30,1267.344
2013-10-31,1309.607
2013-11-29,1286.083
2013-12-31,1284.339
2014-01-31,1237.44
2014-02-28,1287.156
2014-03-31,1317.904
2014-04-30,1326.062
2014-05-30,1367.588
2014-06-30,1392.149
2014-07-31,1411.276
2014-08-29,1438.467
2014-09-30,1369.727
2014-10-31,1349.301
2014-11-28,1332.427
2014-12-31,1293.279
2015-01-30,1302.567
2015-02-27,1326.831
2015-03-31,1321.498
2015-04-30,1450.499
2015-05-29,1450.638
2015-06-30,1375.117
2015-07-31,1263.794
2015-08-31,1136.924
2015-09-30,1143.814
2015-10-30,1215.086
2015-11-30,1174.33
2015-12-31,1177.676
2016-01-29,1079.634
2016-02-29,1093.802
2016-03-31,1214.682
2016-04-29,1239.359
2016-05-31,1189.071
2016-06-30,1228.738
2016-07-29,1294.501
2016-08-31,1324.661
2016-09-30,1339.781
2016-10-31,1336.967
2016-11-30,1285.53
2016-12-30,1288.27
2017-01-31,1363.892
2017-02-28,1443.582
2017-03-31,1481.438
2017-04-28,1493.429
2017-05-31,1503.538
2017-06-30,1520.022
2017-07-31,1583.683
2017-08-31,1616.412
2017-09-29,1618.461
2017-10-31,1669.652
2017-11-30,1691.205
2017-12-29,1756.604
2018-01-31,1866.761
2018-02-28,1780.192
2018-03-30,1742.975
2018-04-30,1756.875
2018-05-31,1710.988
2018-06-29,1593.576
2018-07-31,1622.054
2018-08-31,1586.839
2018-09-28,1543.929
2018-10-31,1402.709
2018-11-30,1468.181
2018-12-31,1453.57
2019-01-31,1537.053
2019-02-28,1554.951
2019-03-29,1574.303
2019-04-30,1576.719
2019-05-31,1501.374
2019-06-28,1563.976
2019-07-31,1530.542
2019-08-30,1448.03
2019-09-30,1474.492
2019-10-31,1518.9
2019-11-29,1519.115
2019-12-31,1612.11
2020-01-31,1532.357
2020-02-28,1417.632
2020-03-31,1070.68
2020-04-30,1209.002
2020-05-29,1228.57
2020-06-30,1333.599
2020-07-31,1425.898
2020-08-31,1483.376
2020-09-30,1466.636
2020-10-30,1474.427
2020-11-30,1693.086
2020-12-31,1819.236
2021-01-29,1803.489
2021-02-26,1914.871
2021-03-31,1958.793
2021-04-30,2084.709
2021-05-31,2140.991
2021-06-30,2172.753
2021-07-30,2142.093
2021-08-31,2173.826
2021-09-30,2132.856
2021-10-29,2126.495
2021-11-30,2042.263
2021-12-31,2128.586
2022-01-31,2080.825
2022-02-28,2036.766
2022-03-31,2093.171
2022-04-29,2016.392
2022-05-31,1982.846
2022-06-30,1787.093
2022-07-29,1837.551
2022-08-31,1878.668
2022-09-30,1699.691
2022-10-31,1712.699
2022-11-30,1867.084
2022-12-30,1862.998
2023-01-31,1959.577
2023-02-28,1887.866
2023-03-31,1894.139
2023-04-28,1921.639
2023-05-31,1943.494
2023-06-30,2020.839
2023-07-31,2155.869
2023-08-31,2123.721
2023-09-29,2098.328
2023-10-31,2013.056
2023-11-30,2197.197
2023-12-29,2311.921
2024-01-31,2295.906
2024-02-29,2343.376
2024-03-29,2341.635
2024-04-30,2407.7
2024-05-31,2426.666
2024-06-28,2493.379
2024-07-31,2514.335
2024-08-30,2552.611
2024-09-30,2642.085
2024-10-31,2527.959
2024-11-29,2477.977
2024-12-31,2431.237
2025-01-31,2371.435
2025-02-28,2324.447
2025-03-31,2345.469
2025-04-30,2402.135
2025-05-30,2573.744
2025-06-30,2698.181
2025-07-31,2708.684
2025-08-29,2753.792
2025-09-30,2821.213
2025-10-31,2888.535
2025-11-28,2852.06
2025-12-31,2888.589
2026-01-30,3103.834
