Date,EM (EMERGING MARKETS) SMALL VALUE Small Cap
2001-10-08,151.322
2001-10-09,153.324
2001-10-10,153.552
2001-10-11,156.326
2001-10-12,155.41
2001-10-15,155.664
2001-10-16,156.183
2001-10-17,157.154
2001-10-18,156.63
2001-10-19,157.019
2001-10-22,157.929
2001-10-23,159.178
2001-10-24,159.503
2001-10-25,159.665
2001-10-26,160.057
2001-10-29,160.021
2001-10-30,158.891
2001-10-31,159.361
2001-11-01,159.835
2001-11-02,160.872
2001-11-05,162.207
2001-11-06,162.842
2001-11-07,162.372
2001-11-08,164.195
2001-11-09,164.14
2001-11-12,164.922
2001-11-13,165.278
2001-11-14,167.048
2001-11-15,168.839
2001-11-16,169.63
2001-11-19,172.012
2001-11-20,171.777
2001-11-21,172.024
2001-11-22,173.209
2001-11-23,175.226
2001-11-26,178.151
2001-11-27,177.235
2001-11-28,174.395
2001-11-29,174.45
2001-11-30,175.56
2001-12-03,177.308
2001-12-04,178.205
2001-12-05,180.506
2001-12-06,182.708
2001-12-07,184.335
2001-12-10,186.214
2001-12-11,184.934
2001-12-12,187.051
2001-12-13,184.399
2001-12-14,184.23
2001-12-17,185.503
2001-12-18,183.072
2001-12-19,180.834
2001-12-20,180.77
2001-12-21,179.538
2001-12-24,180.646
2001-12-25,181.96
2001-12-26,182.803
2001-12-27,182.639
2001-12-28,184.022
2001-12-31,185.92
2002-01-01,185.867
2002-01-02,187.662
2002-01-03,189.291
2002-01-04,191.066
2002-01-07,193.657
2002-01-08,192.713
2002-01-09,192.988
2002-01-10,193.381
2002-01-11,192.425
2002-01-14,192.012
2002-01-15,190.26
2002-01-16,189.41
2002-01-17,190.463
2002-01-18,191.491
2002-01-21,193.126
2002-01-22,192.509
2002-01-23,194.015
2002-01-24,194.812
2002-01-25,197.214
2002-01-28,198.924
2002-01-29,197.677
2002-01-30,196.738
2002-01-31,198.899
2002-02-01,198.459
2002-02-04,197.029
2002-02-05,196.64
2002-02-06,198.447
2002-02-07,196.674
2002-02-08,197.052
2002-02-11,197.507
2002-02-12,197.945
2002-02-13,198.524
2002-02-14,200.858
2002-02-15,201.679
2002-02-18,202.821
2002-02-19,202.225
2002-02-20,201.232
2002-02-21,201.756
2002-02-22,200.802
2002-02-25,199.87
2002-02-26,200.139
2002-02-27,202.789
2002-02-28,202.031
2002-03-01,203.678
2002-03-04,207.18
2002-03-05,207.322
2002-03-06,208.885
2002-03-07,209.618
2002-03-08,210.697
2002-03-11,212.895
2002-03-12,212.257
2002-03-13,213.566
2002-03-14,213.52
2002-03-15,214.39
2002-03-18,215.559
2002-03-19,216.403
2002-03-20,217.566
2002-03-21,218.693
2002-03-22,220.555
2002-03-25,220.7
2002-03-26,221.263
2002-03-27,222.792
2002-03-28,222.798
2002-03-29,221.714
2002-04-01,221.773
2002-04-02,223.508
2002-04-03,225.179
2002-04-04,226.046
2002-04-05,228.142
2002-04-08,229.586
2002-04-09,227.403
2002-04-10,227.144
2002-04-11,228.187
2002-04-12,228.951
2002-04-15,230.768
2002-04-16,232.49
2002-04-17,235.487
2002-04-18,235.717
2002-04-19,236.547
2002-04-22,236.767
2002-04-23,235.276
2002-04-24,235.295
2002-04-25,232.847
2002-04-26,232.953
2002-04-29,230.546
2002-04-30,228.77
2002-05-01,228.508
2002-05-02,228.349
2002-05-03,229.662
2002-05-06,227.707
2002-05-07,227.655
2002-05-08,230.048
2002-05-09,230.095
2002-05-10,229.235
2002-05-13,228.395
2002-05-14,228.027
2002-05-15,229.735
2002-05-16,229.392
2002-05-17,229.922
2002-05-20,227.176
2002-05-21,223.031
2002-05-22,223.587
2002-05-23,223.51
2002-05-24,226.969
2002-05-27,227.908
2002-05-28,226.814
2002-05-29,225.76
2002-05-30,226.182
2002-05-31,225.167
2002-06-03,222.938
2002-06-04,222.59
2002-06-05,222.683
2002-06-06,222.856
2002-06-07,220.466
2002-06-10,222.892
2002-06-11,222.462
2002-06-12,222.453
2002-06-13,224.136
2002-06-14,222.384
2002-06-17,221.984
2002-06-18,222.298
2002-06-19,216.488
2002-06-20,216.56
2002-06-21,215.656
2002-06-24,213.883
2002-06-25,211.132
2002-06-26,202.508
2002-06-27,203.811
2002-06-28,209.651
2002-07-01,207.969
2002-07-02,207.682
2002-07-03,208.923
2002-07-04,211.928
2002-07-05,214.236
2002-07-08,214.943
2002-07-09,217.502
2002-07-10,217.757
2002-07-11,214.756
2002-07-12,219.04
2002-07-15,218.213
2002-07-16,215.974
2002-07-17,216.727
2002-07-18,218.337
2002-07-19,216.378
2002-07-22,209.207
2002-07-23,210.659
2002-07-24,206.266
2002-07-25,207.027
2002-07-26,201.716
2002-07-29,202.694
2002-07-30,205.969
2002-07-31,203.762
2002-08-01,203.46
2002-08-02,203.985
2002-08-05,196.698
2002-08-06,193.879
2002-08-07,197.521
2002-08-08,198.517
2002-08-09,199.817
2002-08-12,199.56
2002-08-13,199.219
2002-08-14,200.768
2002-08-15,200.907
2002-08-16,201.743
2002-08-19,201.866
2002-08-20,202.942
2002-08-21,204.221
2002-08-22,205.02
2002-08-23,204.384
2002-08-26,204.723
2002-08-27,204.917
2002-08-28,203.708
2002-08-29,202.979
2002-08-30,203.999
2002-09-02,202.854
2002-09-03,199.52
2002-09-04,198.22
2002-09-05,197.368
2002-09-06,195.966
2002-09-09,194.986
2002-09-10,197.349
2002-09-11,198.904
2002-09-12,199.616
2002-09-13,197.081
2002-09-16,193.241
2002-09-17,196.633
2002-09-18,192.931
2002-09-19,192.62
2002-09-20,191.427
2002-09-23,187.466
2002-09-24,185.288
2002-09-25,182.789
2002-09-26,183.229
2002-09-27,183.157
2002-09-30,180.089
2002-10-01,181.761
2002-10-02,182.272
2002-10-03,181.329
2002-10-04,181.262
2002-10-07,177.36
2002-10-08,177.661
2002-10-09,176.571
2002-10-10,174.217
2002-10-11,174.032
2002-10-14,174.818
2002-10-15,178.567
2002-10-16,179.45
2002-10-17,182.369
2002-10-18,186.281
2002-10-21,185.85
2002-10-22,184.645
2002-10-23,188.46
2002-10-24,188.186
2002-10-25,188.043
2002-10-28,190.276
2002-10-29,188.735
2002-10-30,188.253
2002-10-31,190.032
2002-11-01,189.031
2002-11-04,192.023
2002-11-05,191.973
2002-11-06,193.98
2002-11-07,195.522
2002-11-08,196.548
2002-11-11,195.104
2002-11-12,194.089
2002-11-13,194.014
2002-11-14,195.183
2002-11-15,198.46
2002-11-18,199.068
2002-11-19,197.895
2002-11-20,197.955
2002-11-21,198.484
2002-11-22,200.216
2002-11-25,201.71
2002-11-26,201.695
2002-11-27,202.349
2002-11-28,202.532
2002-11-29,203.884
2002-12-02,205.536
2002-12-03,206.559
2002-12-04,204.632
2002-12-05,205.038
2002-12-06,205.132
2002-12-09,205.875
2002-12-10,205.963
2002-12-11,205.672
2002-12-12,206.794
2002-12-13,206.24
2002-12-16,205.812
2002-12-17,205.59
2002-12-18,205.705
2002-12-19,205.945
2002-12-20,206.253
2002-12-23,204.839
2002-12-24,203.098
2002-12-25,202.171
2002-12-26,202.352
2002-12-27,202.236
2002-12-30,200.213
2002-12-31,201.293
2003-01-01,201.193
2003-01-02,203.158
2003-01-03,206.17
2003-01-06,208.765
2003-01-07,207.673
2003-01-08,209.875
2003-01-09,210.865
2003-01-10,211.865
2003-01-13,214.625
2003-01-14,215.09
2003-01-15,216.512
2003-01-16,216.525
2003-01-17,213.754
2003-01-20,214.707
2003-01-21,213.824
2003-01-22,214.123
2003-01-23,216.303
2003-01-24,214.521
2003-01-27,209.736
2003-01-28,210.878
2003-01-29,210.617
2003-01-30,211.613
2003-01-31,212.324
2003-02-03,212.912
2003-02-04,213.399
2003-02-05,213.316
2003-02-06,211.728
2003-02-07,208.806
2003-02-10,206.021
2003-02-11,205.393
2003-02-12,207.317
2003-02-13,204.442
2003-02-14,203.943
2003-02-17,209.148
2003-02-18,208.776
2003-02-19,207.713
2003-02-20,207.591
2003-02-21,208.268
2003-02-24,209.451
2003-02-25,206.383
2003-02-26,206.722
2003-02-27,206.537
2003-02-28,205.891
2003-03-03,207.662
2003-03-04,206.644
2003-03-05,204.744
2003-03-06,202.679
2003-03-07,200.016
2003-03-10,196.85
2003-03-11,195.07
2003-03-12,196.049
2003-03-13,196.707
2003-03-14,199.344
2003-03-17,194.35
2003-03-18,198.802
2003-03-19,198.769
2003-03-20,202.675
2003-03-21,203.743
2003-03-24,202.387
2003-03-25,201.43
2003-03-26,202.43
2003-03-27,202.191
2003-03-28,202.582
2003-03-31,199.794
2003-04-01,201.16
2003-04-02,202.054
2003-04-03,203.363
2003-04-04,206.629
2003-04-07,211.279
2003-04-08,211.122
2003-04-09,210.854
2003-04-10,212.436
2003-04-11,213.421
2003-04-14,213.931
2003-04-15,216.524
2003-04-16,218.775
2003-04-17,219.091
2003-04-18,220.772
2003-04-21,220.477
2003-04-22,217.896
2003-04-23,217.078
2003-04-24,215.043
2003-04-25,211.087
2003-04-28,210.903
2003-04-29,214.795
2003-04-30,214.235
2003-05-01,214.32
2003-05-02,214.92
2003-05-05,217.559
2003-05-06,218.186
2003-05-07,221.036
2003-05-08,220.327
2003-05-09,222.425
2003-05-12,224.372
2003-05-13,224.031
2003-05-14,223.614
2003-05-15,222.827
2003-05-16,222.534
2003-05-19,220.393
2003-05-20,221.108
2003-05-21,221.442
2003-05-22,223.341
2003-05-23,227.509
2003-05-26,231.484
2003-05-27,230.671
2003-05-28,232.595
2003-05-29,233.656
2003-05-30,234.76
2003-06-02,237.802
2003-06-03,237.534
2003-06-04,238.102
2003-06-05,240.197
2003-06-06,240.763
2003-06-09,242.331
2003-06-10,242.58
2003-06-11,243.51
2003-06-12,246.497
2003-06-13,247.75
2003-06-16,249.751
2003-06-17,252.385
2003-06-18,251.894
2003-06-19,253.05
2003-06-20,252.589
2003-06-23,249.127
2003-06-24,248.382
2003-06-25,250.665
2003-06-26,249.212
2003-06-27,250.494
2003-06-30,250.952
2003-07-01,254.36
2003-07-02,257.516
2003-07-03,257.931
2003-07-04,259.638
2003-07-07,262.323
2003-07-08,261.517
2003-07-09,262.961
2003-07-10,262.78
2003-07-11,261.663
2003-07-14,264.735
2003-07-15,263.744
2003-07-16,263.838
2003-07-17,261.62
2003-07-18,260.216
2003-07-21,258.786
2003-07-22,258.652
2003-07-23,258.821
2003-07-24,260.882
2003-07-25,262.572
2003-07-28,265.157
2003-07-29,264.096
2003-07-30,263.433
2003-07-31,263.827
2003-08-01,264.75
2003-08-04,264.131
2003-08-05,262.819
2003-08-06,261.835
2003-08-07,264.491
2003-08-08,264.112
2003-08-11,265.259
2003-08-12,266.779
2003-08-13,270.186
2003-08-14,271.989
2003-08-15,272.542
2003-08-18,275.868
2003-08-19,275.514
2003-08-20,275.922
2003-08-21,278.432
2003-08-22,279.377
2003-08-25,278.864
2003-08-26,279.034
2003-08-27,279.258
2003-08-28,277.635
2003-08-29,280.742
2003-09-01,283.107
2003-09-02,284.278
2003-09-03,284.94
2003-09-04,284.41
2003-09-05,284.267
2003-09-08,283.194
2003-09-09,282.066
2003-09-10,281.099
2003-09-11,282.162
2003-09-12,283.321
2003-09-15,282.563
2003-09-16,284.104
2003-09-17,285.43
2003-09-18,284.609
2003-09-19,284.806
2003-09-22,282.87
2003-09-23,285.122
2003-09-24,286.487
2003-09-25,284.836
2003-09-26,283.355
2003-09-29,283.265
2003-09-30,284.227
2003-10-01,285.39
2003-10-02,288.43
2003-10-03,290.59
2003-10-06,293.802
2003-10-07,295.477
2003-10-08,296.865
2003-10-09,300.985
2003-10-10,303.554
2003-10-13,305.515
2003-10-14,304.492
2003-10-15,305.55
2003-10-16,308.766
2003-10-17,307.256
2003-10-20,309.008
2003-10-21,309.288
2003-10-22,309.117
2003-10-23,304.249
2003-10-24,304.928
2003-10-27,306.061
2003-10-28,308.917
2003-10-29,309.974
2003-10-30,312.186
2003-10-31,312.049
2003-11-03,317.404
2003-11-04,317.986
2003-11-05,320.651
2003-11-06,317.904
2003-11-07,320.408
2003-11-10,319.976
2003-11-11,318.501
2003-11-12,320.292
2003-11-13,323.708
2003-11-14,325.311
2003-11-17,322.691
2003-11-18,322.491
2003-11-19,317.627
2003-11-20,315.872
2003-11-21,316.465
2003-11-24,314.215
2003-11-25,316.679
2003-11-26,319.686
2003-11-27,319.549
2003-11-28,323.547
2003-12-01,329.289
2003-12-02,330.673
2003-12-03,332.434
2003-12-04,332.931
2003-12-05,332.373
2003-12-08,331.896
2003-12-09,334.966
2003-12-10,333.669
2003-12-11,334.34
2003-12-12,335.762
2003-12-15,339.163
2003-12-16,337.418
2003-12-17,335.729
2003-12-18,336.867
2003-12-19,336.678
2003-12-22,337.607
2003-12-23,338.211
2003-12-24,339.688
2003-12-25,339.338
2003-12-26,340.306
2003-12-29,342.896
2003-12-30,346.609
2003-12-31,347.677
2004-01-01,347.955
2004-01-02,353.482
2004-01-05,362.043
2004-01-06,360.246
2004-01-07,359.515
2004-01-08,361.458
2004-01-09,362.685
2004-01-12,361.808
2004-01-13,361.849
2004-01-14,360.918
2004-01-15,357.892
2004-01-16,358.208
2004-01-19,359.395
2004-01-20,361.597
2004-01-21,359.664
2004-01-22,358.965
2004-01-23,360.544
2004-01-26,360.756
2004-01-27,363.493
2004-01-28,363.274
2004-01-29,357.846
2004-01-30,357.962
2004-02-02,358.343
2004-02-03,358.421
2004-02-04,358.623
2004-02-05,358.813
2004-02-06,362.517
2004-02-09,367.841
2004-02-10,370.473
2004-02-11,372.52
2004-02-12,373.901
2004-02-13,377.628
2004-02-16,378.523
2004-02-17,381.225
2004-02-18,382.212
2004-02-19,380.256
2004-02-20,378.657
2004-02-23,378.09
2004-02-24,377.07
2004-02-25,377.49
2004-02-26,377.25
2004-02-27,379.902
2004-03-01,383.934
2004-03-02,386.035
2004-03-03,382.358
2004-03-04,385.606
2004-03-05,388.262
2004-03-08,386.937
2004-03-09,387.938
2004-03-10,383.76
2004-03-11,380.539
2004-03-12,377.269
2004-03-15,376.274
2004-03-16,375.51
2004-03-17,377.479
2004-03-18,381.114
2004-03-19,381.802
2004-03-22,373.762
2004-03-23,369.063
2004-03-24,367.969
2004-03-25,365.722
2004-03-26,366.563
2004-03-29,372.938
2004-03-30,376.5
2004-03-31,379.797
2004-04-01,382.668
2004-04-02,385.175
2004-04-05,388.735
2004-04-06,389.21
2004-04-07,389.589
2004-04-08,389.729
2004-04-09,388.586
2004-04-12,392.078
2004-04-13,390.425
2004-04-14,386.655
2004-04-15,383.771
2004-04-16,385.659
2004-04-19,385.35
2004-04-20,385.711
2004-04-21,382.352
2004-04-22,379.209
2004-04-23,381.719
2004-04-26,379.879
2004-04-27,377.783
2004-04-28,372.338
2004-04-29,362.012
2004-04-30,356.83
2004-05-03,353.317
2004-05-04,358.657
2004-05-05,355.574
2004-05-06,350.576
2004-05-07,346.945
2004-05-10,330.733
2004-05-11,332.841
2004-05-12,337.617
2004-05-13,333.375
2004-05-14,328.612
2004-05-17,315.241
2004-05-18,318.067
2004-05-19,330.178
2004-05-20,326.195
2004-05-21,331.951
2004-05-24,334.993
2004-05-25,334.351
2004-05-26,336.447
2004-05-27,340.798
2004-05-28,343.733
2004-05-31,341.386
2004-06-01,340.924
2004-06-02,340.241
2004-06-03,334.148
2004-06-04,335.677
2004-06-07,342.864
2004-06-08,342.515
2004-06-09,341.748
2004-06-10,341.191
2004-06-11,336.817
2004-06-14,330.109
2004-06-15,332.543
2004-06-16,331.915
2004-06-17,332.038
2004-06-18,330.502
2004-06-21,330.694
2004-06-22,329.983
2004-06-23,331.772
2004-06-24,335.966
2004-06-25,337.921
2004-06-28,338.321
2004-06-29,339.013
2004-06-30,342.556
2004-07-01,344.427
2004-07-02,344.122
2004-07-05,343.038
2004-07-06,342.884
2004-07-07,345.052
2004-07-08,343.114
2004-07-09,344.508
2004-07-12,345.498
2004-07-13,345.081
2004-07-14,343.083
2004-07-15,341.71
2004-07-16,344.336
2004-07-19,345.321
2004-07-20,341.725
2004-07-21,342.141
2004-07-22,340.542
2004-07-23,339.032
2004-07-26,337.032
2004-07-27,336.334
2004-07-28,337.113
2004-07-29,337.387
2004-07-30,339.698
2004-08-02,337.578
2004-08-03,337.613
2004-08-04,336.105
2004-08-05,339.113
2004-08-06,338.953
2004-08-09,340.211
2004-08-10,340.237
2004-08-11,337.954
2004-08-12,336.672
2004-08-13,337.824
2004-08-16,337.164
2004-08-17,338.71
2004-08-18,339.465
2004-08-19,343.149
2004-08-20,344.245
2004-08-23,343.839
2004-08-24,345.031
2004-08-25,346.351
2004-08-26,350.998
2004-08-27,350.888
2004-08-30,351.587
2004-08-31,353.898
2004-09-01,357.562
2004-09-02,360.376
2004-09-03,360.01
2004-09-06,361.297
2004-09-07,362.695
2004-09-08,364.749
2004-09-09,366.087
2004-09-10,367.884
2004-09-13,370.158
2004-09-14,371.844
2004-09-15,371.384
2004-09-16,374.315
2004-09-17,373.841
2004-09-20,376.609
2004-09-21,377.725
2004-09-22,375.878
2004-09-23,375.532
2004-09-24,375.295
2004-09-27,374.433
2004-09-28,374.359
2004-09-29,374.586
2004-09-30,376.153
2004-10-01,380.282
2004-10-04,386.967
2004-10-05,386.366
2004-10-06,385.558
2004-10-07,386.194
2004-10-08,388.932
2004-10-11,390.148
2004-10-12,385.321
2004-10-13,383.673
2004-10-14,380.448
2004-10-15,381.17
2004-10-18,382.025
2004-10-19,383.936
2004-10-20,380.81
2004-10-21,381.256
2004-10-22,381.69
2004-10-25,379.259
2004-10-26,379.45
2004-10-27,382.74
2004-10-28,386.844
2004-10-29,387.458
2004-11-01,387.942
2004-11-02,391.024
2004-11-03,397.633
2004-11-04,398.817
2004-11-05,402.036
2004-11-08,401.403
2004-11-09,402.753
2004-11-10,405.182
2004-11-11,405.781
2004-11-12,409.799
2004-11-15,411.253
2004-11-16,411.629
2004-11-17,418.465
2004-11-18,417.454
2004-11-19,417.493
2004-11-22,415.172
2004-11-23,418.556
2004-11-24,422.948
2004-11-25,425.264
2004-11-26,425.782
2004-11-29,429.041
2004-11-30,430.988
2004-12-01,433.201
2004-12-02,435.876
2004-12-03,435.064
2004-12-06,437.013
2004-12-07,434.623
2004-12-08,430.322
2004-12-09,428.993
2004-12-10,425.995
2004-12-13,428.647
2004-12-14,431.437
2004-12-15,435.172
2004-12-16,437.13
2004-12-17,437.026
2004-12-20,438.997
2004-12-21,440.262
2004-12-22,441.599
2004-12-23,442.773
2004-12-24,444.909
2004-12-27,446.695
2004-12-28,448.039
2004-12-29,450.493
2004-12-30,453.676
2004-12-31,457.779
2005-01-03,458.167
2005-01-04,452.887
2005-01-05,448.367
2005-01-06,444.673
2005-01-07,444.909
2005-01-10,445.314
2005-01-11,447.338
2005-01-12,445.519
2005-01-13,448.039
2005-01-14,448.635
2005-01-17,450.383
2005-01-18,448.717
2005-01-19,450.899
2005-01-20,446.64
2005-01-21,447.434
2005-01-24,448.353
2005-01-25,447.49
2005-01-26,450.928
2005-01-27,452.121
2005-01-28,455.39
2005-01-31,460.35
2005-02-01,458.642
2005-02-02,461.587
2005-02-03,463.487
2005-02-04,466.4
2005-02-07,467.947
2005-02-08,466.358
2005-02-09,467.241
2005-02-10,467.246
2005-02-11,469.668
2005-02-14,474.869
2005-02-15,475.44
2005-02-16,476.758
2005-02-17,478.506
2005-02-18,481.707
2005-02-21,484.727
2005-02-22,485.996
2005-02-23,486.92
2005-02-24,490.332
2005-02-25,492.075
2005-02-28,498.232
2005-03-01,498.961
2005-03-02,498.935
2005-03-03,500.826
2005-03-04,503.854
2005-03-07,506.097
2005-03-08,504.611
2005-03-09,506.473
2005-03-10,504.604
2005-03-11,507.256
2005-03-14,502.554
2005-03-15,493.28
2005-03-16,491.685
2005-03-17,486.98
2005-03-18,485.641
2005-03-21,483.292
2005-03-22,480.587
2005-03-23,472.739
2005-03-24,469.655
2005-03-25,472.441
2005-03-28,469.981
2005-03-29,462.216
2005-03-30,462.8
2005-03-31,468.938
2005-04-01,474.606
2005-04-04,470.168
2005-04-05,469.794
2005-04-06,472.325
2005-04-07,474.017
2005-04-08,473.616
2005-04-11,471.821
2005-04-12,470.926
2005-04-13,474.08
2005-04-14,465.728
2005-04-15,460.28
2005-04-18,450.713
2005-04-19,457.185
2005-04-20,458.439
2005-04-21,460.585
2005-04-22,462.801
2005-04-25,462.731
2005-04-26,463.342
2005-04-27,459.958
2005-04-28,455.93
2005-04-29,456.524
2005-05-02,457.307
2005-05-03,458.289
2005-05-04,464.594
2005-05-05,468.424
2005-05-06,470.079
2005-05-09,467.848
2005-05-10,465.425
2005-05-11,462.573
2005-05-12,460.784
2005-05-13,459.383
2005-05-16,456.618
2005-05-17,455.582
2005-05-18,457.747
2005-05-19,461.936
2005-05-20,459.681
2005-05-23,458.433
2005-05-24,459.462
2005-05-25,458.588
2005-05-26,459.356
2005-05-27,464.287
2005-05-30,465.627
2005-05-31,464.185
2005-06-01,463.881
2005-06-02,468.413
2005-06-03,472.992
2005-06-06,474.744
2005-06-07,474.589
2005-06-08,477.024
2005-06-09,475.138
2005-06-10,477.405
2005-06-13,476.082
2005-06-14,475.715
2005-06-15,479.228
2005-06-16,480.653
2005-06-17,483.395
2005-06-20,482.204
2005-06-21,482.238
2005-06-22,486.136
2005-06-23,486.402
2005-06-24,486.482
2005-06-27,484.884
2005-06-28,483.226
2005-06-29,483.21
2005-06-30,483.952
2005-07-01,485.979
2005-07-04,483.957
2005-07-05,480.759
2005-07-06,482.22
2005-07-07,478.544
2005-07-08,478.796
2005-07-11,487.075
2005-07-12,492.882
2005-07-13,493.714
2005-07-14,498.216
2005-07-15,496.872
2005-07-18,497.883
2005-07-19,499.206
2005-07-20,500.693
2005-07-21,502.082
2005-07-22,504.97
2005-07-25,504.648
2005-07-26,502.015
2005-07-27,503.595
2005-07-28,507.549
2005-07-29,509.038
2005-08-01,510.596
2005-08-02,514.955
2005-08-03,519.118
2005-08-04,519.723
2005-08-05,518.206
2005-08-08,515.765
2005-08-09,518.861
2005-08-10,522.439
2005-08-11,521.326
2005-08-12,521.752
2005-08-15,520.155
2005-08-16,518.752
2005-08-17,519.053
2005-08-18,513.897
2005-08-19,511.806
2005-08-22,517.396
2005-08-23,516.404
2005-08-24,512.605
2005-08-25,512.958
2005-08-26,512.018
2005-08-29,506.806
2005-08-30,507.965
2005-08-31,510.118
2005-09-01,515.112
2005-09-02,519.987
2005-09-05,521.87
2005-09-06,521.785
2005-09-07,523.553
2005-09-08,524.227
2005-09-09,526.278
2005-09-12,527.457
2005-09-13,526.879
2005-09-14,528.8
2005-09-15,529.445
2005-09-16,530.531
2005-09-19,531.38
2005-09-20,535.676
2005-09-21,535.105
2005-09-22,532.889
2005-09-23,530.144
2005-09-26,533.575
2005-09-27,533.982
2005-09-28,536.401
2005-09-29,541.327
2005-09-30,545.68
2005-10-03,545.466
2005-10-04,548.03
2005-10-05,544.544
2005-10-06,536.628
2005-10-07,537.565
2005-10-10,540.498
2005-10-11,541.43
2005-10-12,536.749
2005-10-13,528.763
2005-10-14,527.2
2005-10-17,523.647
2005-10-18,521.667
2005-10-19,512.767
2005-10-20,511.969
2005-10-21,514.1
2005-10-24,514.543
2005-10-25,514.057
2005-10-26,513.312
2005-10-27,510.076
2005-10-28,506.861
2005-10-31,515.078
2005-11-01,520.419
2005-11-02,525.104
2005-11-03,526.069
2005-11-04,523.811
2005-11-07,524.028
2005-11-08,525.921
