Date,ITALY GROWTH Standard (Large+Mid Cap)
2001-01-01,2004.352
2001-01-02,2002.046
2001-01-03,1930.398
2001-01-04,1976.088
2001-01-05,2002.07
2001-01-08,1986.785
2001-01-09,1975.305
2001-01-10,1988.693
2001-01-11,2049.841
2001-01-12,2085.272
2001-01-15,2060.685
2001-01-16,2026.845
2001-01-17,2056.761
2001-01-18,2087.196
2001-01-19,2066.998
2001-01-22,2061.922
2001-01-23,2043.757
2001-01-24,2042.347
2001-01-25,2034.249
2001-01-26,2026.713
2001-01-29,1988.41
2001-01-30,2021.024
2001-01-31,2049.205
2001-02-01,2049.978
2001-02-02,2012.225
2001-02-05,1998.02
2001-02-06,1976.775
2001-02-07,1947.174
2001-02-08,1922.129
2001-02-09,1903.524
2001-02-12,1935.851
2001-02-13,1898.81
2001-02-14,1845.392
2001-02-15,1846.313
2001-02-16,1827.507
2001-02-19,1826.837
2001-02-20,1776.535
2001-02-21,1779.863
2001-02-22,1760.389
2001-02-23,1737.907
2001-02-26,1767.223
2001-02-27,1766.283
2001-02-28,1765.386
2001-03-01,1749.335
2001-03-02,1740.582
2001-03-05,1737.128
2001-03-06,1795.133
2001-03-07,1790.399
2001-03-08,1787.123
2001-03-09,1746.642
2001-03-12,1691.041
2001-03-13,1685.671
2001-03-14,1658.89
2001-03-15,1668.43
2001-03-16,1627.527
2001-03-19,1631.713
2001-03-20,1663.918
2001-03-21,1629.379
2001-03-22,1525.914
2001-03-23,1596.657
2001-03-26,1645.966
2001-03-27,1684.934
2001-03-28,1649.345
2001-03-29,1654.738
2001-03-30,1665.564
2001-04-02,1664.651
2001-04-03,1630.708
2001-04-04,1679.215
2001-04-05,1703.167
2001-04-06,1705.997
2001-04-09,1731.275
2001-04-10,1729.853
2001-04-11,1692.765
2001-04-12,1712.105
2001-04-13,1712.105
2001-04-16,1694.571
2001-04-17,1690.78
2001-04-18,1726.685
2001-04-19,1756.746
2001-04-20,1761.596
2001-04-23,1723.516
2001-04-24,1735.36
2001-04-25,1743.128
2001-04-26,1750.44
2001-04-27,1752.09
2001-04-30,1774.032
2001-05-01,1783.437
2001-05-02,1778.721
2001-05-03,1744.907
2001-05-04,1754.766
2001-05-07,1750.469
2001-05-08,1717.833
2001-05-09,1688.47
2001-05-10,1700.558
2001-05-11,1684.584
2001-05-14,1686.082
2001-05-15,1689.063
2001-05-16,1683.262
2001-05-17,1678.363
2001-05-18,1660.936
2001-05-21,1657.432
2001-05-22,1666.485
2001-05-23,1651.79
2001-05-24,1645.982
2001-05-25,1623.018
2001-05-28,1640.188
2001-05-29,1601.659
2001-05-30,1569.542
2001-05-31,1540.563
2001-06-01,1524.27
2001-06-04,1513.325
2001-06-05,1534.06
2001-06-06,1518.386
2001-06-07,1532.992
2001-06-08,1543.519
2001-06-11,1524.606
2001-06-12,1506.652
2001-06-13,1512.027
2001-06-14,1486.903
2001-06-15,1473.784
2001-06-18,1468.862
2001-06-19,1464.911
2001-06-20,1439.061
2001-06-21,1425.707
2001-06-22,1433.761
2001-06-25,1461.095
2001-06-26,1439.731
2001-06-27,1455.403
2001-06-28,1462.146
2001-06-29,1469.225
2001-07-02,1511.442
2001-07-03,1515.62
2001-07-04,1496.514
2001-07-05,1473.646
2001-07-06,1444.892
2001-07-09,1466.266
2001-07-10,1470.813
2001-07-11,1467.967
2001-07-12,1466.237
2001-07-13,1465.589
2001-07-16,1464.039
2001-07-17,1430.841
2001-07-18,1442.77
2001-07-19,1462.063
2001-07-20,1454.942
2001-07-23,1460.832
2001-07-24,1466.808
