Date,ITALY GROWTH Standard (Large+Mid Cap)
2001-07-25,1450.875
2001-07-26,1457.386
2001-07-27,1480.894
2001-07-30,1515.505
2001-07-31,1515.772
2001-08-01,1519.711
2001-08-02,1531.982
2001-08-03,1526.363
2001-08-06,1523.529
2001-08-07,1519.893
2001-08-08,1496.513
2001-08-09,1496.415
2001-08-10,1478.763
2001-08-13,1485.549
2001-08-14,1502.371
2001-08-15,1525.307
2001-08-16,1501.548
2001-08-17,1475.135
2001-08-20,1465.804
2001-08-21,1474.398
2001-08-22,1487.215
2001-08-23,1476.724
2001-08-24,1507.594
2001-08-27,1497.452
2001-08-28,1474.504
2001-08-29,1484.222
2001-08-30,1445.972
2001-08-31,1429.084
2001-09-03,1398.686
2001-09-04,1380.686
2001-09-05,1332.007
2001-09-06,1283.098
2001-09-07,1298.762
2001-09-10,1287.278
2001-09-11,1195.834
2001-09-12,1190.245
2001-09-13,1200.168
2001-09-14,1137.88
2001-09-17,1144.783
2001-09-18,1122.876
2001-09-19,1117.958
2001-09-20,1070.875
2001-09-21,1018.245
2001-09-24,1102.388
2001-09-25,1154.106
2001-09-26,1169.095
2001-09-27,1179.039
2001-09-28,1220.382
2001-10-01,1205.999
2001-10-02,1230.859
2001-10-03,1252.201
2001-10-04,1271.594
2001-10-05,1256.931
2001-10-08,1273.913
2001-10-09,1268.828
2001-10-10,1296.187
2001-10-11,1289.191
2001-10-12,1266.686
2001-10-15,1245.777
2001-10-16,1284.948
2001-10-17,1314.571
2001-10-18,1309.837
2001-10-19,1279.219
2001-10-22,1303.734
2001-10-23,1335.672
2001-10-24,1344.002
2001-10-25,1310.566
2001-10-26,1340.555
2001-10-29,1330.814
2001-10-30,1285.938
2001-10-31,1301.179
2001-11-01,1313.084
2001-11-02,1303.838
2001-11-05,1320.823
2001-11-06,1301.358
2001-11-07,1320.05
2001-11-08,1338.857
2001-11-09,1331.307
2001-11-12,1288.523
2001-11-13,1313.755
2001-11-14,1322.704
2001-11-15,1333.907
2001-11-16,1341.853
2001-11-19,1376.219
2001-11-20,1360.087
2001-11-21,1333.616
2001-11-22,1345.214
2001-11-23,1348.407
2001-11-26,1349.218
2001-11-27,1326.43
2001-11-28,1322.642
2001-11-29,1334.761
2001-11-30,1348.126
2001-12-03,1329.785
2001-12-04,1350.965
2001-12-05,1393.098
2001-12-06,1409.504
2001-12-07,1407.088
2001-12-10,1372.938
2001-12-11,1374.78
2001-12-12,1359.501
2001-12-13,1329.098
2001-12-14,1324.086
2001-12-17,1367.623
2001-12-18,1356.63
2001-12-19,1334.244
2001-12-20,1306.22
2001-12-21,1324.921
2001-12-24,1311.701
2001-12-25,1311.701
2001-12-26,1312.821
2001-12-27,1343.438
2001-12-28,1336.491
2001-12-31,1349.526
2002-01-01,1349.526
2002-01-02,1362.852
2002-01-03,1384.196
2002-01-04,1376.461
2002-01-07,1352.692
2002-01-08,1357.209
2002-01-09,1357.216
2002-01-10,1331.482
2002-01-11,1333.281
2002-01-14,1300.871
2002-01-15,1308.72
2002-01-16,1274.822
2002-01-17,1286.378
2002-01-18,1286.109
2002-01-21,1273.909
2002-01-22,1282.008
2002-01-23,1274.504
2002-01-24,1277.307
2002-01-25,1258.057
2002-01-28,1268.647
2002-01-29,1258.762
2002-01-30,1249.204
2002-01-31,1250.127
2002-02-01,1247.596
2002-02-04,1229.251
2002-02-05,1208.652
2002-02-06,1181.722
2002-02-07,1194.238
2002-02-08,1203.443
2002-02-11,1210.673
2002-02-12,1189.093
2002-02-13,1206.72
2002-02-14,1217.772
2002-02-15,1202.506
2002-02-18,1194.96
2002-02-19,1173.215
2002-02-20,1162.312
2002-02-21,1180.809
2002-02-22,1192.03
2002-02-25,1200.712
2002-02-26,1201.768
2002-02-27,1233.925
2002-02-28,1242.631
2002-03-01,1252.071
2002-03-04,1288.261
2002-03-05,1280.596
2002-03-06,1302.429
2002-03-07,1310.992
2002-03-08,1307.444
2002-03-11,1284.037
2002-03-12,1266.892
2002-03-13,1275.382
2002-03-14,1292.73
2002-03-15,1297.107
2002-03-18,1296.331
2002-03-19,1313.388
2002-03-20,1309.266
2002-03-21,1314.607
2002-03-22,1312.609
2002-03-25,1300.77
2002-03-26,1306.116
2002-03-27,1282.372
2002-03-28,1290.305
2002-03-29,1290.305
2002-04-01,1300.88
2002-04-02,1286.87
2002-04-03,1293.053
2002-04-04,1289.042
2002-04-05,1283.747
2002-04-08,1246.247
2002-04-09,1248.51
2002-04-10,1272.23
2002-04-11,1249.822
2002-04-12,1249.181
2002-04-15,1253.008
2002-04-16,1297.674
2002-04-17,1303.683
2002-04-18,1297.462
2002-04-19,1298.706
2002-04-22,1283.23
2002-04-23,1279.961
2002-04-24,1280.807
2002-04-25,1274.915
2002-04-26,1270.135
2002-04-29,1273.642
2002-04-30,1260.814
2002-05-01,1267.95
2002-05-02,1231.372
2002-05-03,1228.689
2002-05-06,1240.695
2002-05-07,1231.305
2002-05-08,1263.985
2002-05-09,1252.312
2002-05-10,1239.387
2002-05-13,1256.755
2002-05-14,1261.52
2002-05-15,1273.989
2002-05-16,1272.291
2002-05-17,1281.458
2002-05-20,1272.447
2002-05-21,1270.276
2002-05-22,1266.298
2002-05-23,1246.725
2002-05-24,1251.514
2002-05-27,1256.847
2002-05-28,1265.259
2002-05-29,1271.013
2002-05-30,1253.265
2002-05-31,1240.63
2002-06-03,1225.84
2002-06-04,1204.927
2002-06-05,1194.082
2002-06-06,1190.125
2002-06-07,1185.318
2002-06-10,1191.199
2002-06-11,1220.112
2002-06-12,1196.235
2002-06-13,1169.088
2002-06-14,1148.303
2002-06-17,1186.053
2002-06-18,1193.132
2002-06-19,1188.954
2002-06-20,1168.529
2002-06-21,1172.363
2002-06-24,1163.97
2002-06-25,1164.071
2002-06-26,1181.864
2002-06-27,1175.021
2002-06-28,1212.705
2002-07-01,1215.84
2002-07-02,1171.685
2002-07-03,1144.48
2002-07-04,1164.766
2002-07-05,1200.766
2002-07-08,1217.425
2002-07-09,1218.21
2002-07-10,1194.549
2002-07-11,1161.286
2002-07-12,1158.351
2002-07-15,1135.292
2002-07-16,1161.479
2002-07-17,1187.732
2002-07-18,1195.479
2002-07-19,1164.963
2002-07-22,1116.508
2002-07-23,1082.623
2002-07-24,1073.303
2002-07-25,1105.757
2002-07-26,1102.669
2002-07-29,1129.133
2002-07-30,1143.357
2002-07-31,1138.202
2002-08-01,1114.505
2002-08-02,1113.891
2002-08-05,1085.875
2002-08-06,1096.744
2002-08-07,1089.892
2002-08-08,1115.053
2002-08-09,1134.13
2002-08-12,1120.427
2002-08-13,1134.673
2002-08-14,1112.007
2002-08-15,1103.725
2002-08-16,1146.274
2002-08-19,1173.067
2002-08-20,1168.445
2002-08-21,1185.603
2002-08-22,1191.731
2002-08-23,1178.022
2002-08-26,1167.368
2002-08-27,1200.43
2002-08-28,1168.319
2002-08-29,1141.687
2002-08-30,1139.594
2002-09-02,1124.47
2002-09-03,1101.564
2002-09-04,1105.424
2002-09-05,1089.652
2002-09-06,1105.201
2002-09-09,1071.745
2002-09-10,1091.131
2002-09-11,1107.925
2002-09-12,1079.306
2002-09-13,1061.378
2002-09-16,1059.017
2002-09-17,1047.738
2002-09-18,1022.223
2002-09-19,1015.962
2002-09-20,1009.292
2002-09-23,969.573
2002-09-24,965.599
2002-09-25,978.283
2002-09-26,1002.814
2002-09-27,996.818
2002-09-30,971.086
2002-10-01,972.293
2002-10-02,997.172
2002-10-03,1008.477
2002-10-04,981.405
2002-10-07,983.112
2002-10-08,968.927
2002-10-09,973.246
2002-10-10,1005.291
2002-10-11,1034.549
2002-10-14,1024.068
2002-10-15,1069.281
2002-10-16,1049.742
2002-10-17,1060.913
2002-10-18,1058.177
2002-10-21,1077.061
2002-10-22,1087.467
2002-10-23,1066.139
2002-10-24,1094.186
2002-10-25,1102.394
2002-10-28,1121.742
2002-10-29,1080.642
2002-10-30,1109.231
2002-10-31,1118.951
2002-11-01,1112.053
2002-11-04,1165.782
2002-11-05,1181.867
2002-11-06,1171.787
2002-11-07,1164.118
2002-11-08,1150.793
2002-11-11,1121.457
2002-11-12,1137.956
2002-11-13,1135.517
2002-11-14,1163.974
2002-11-15,1172.595
2002-11-18,1192.201
2002-11-19,1193.582
2002-11-20,1190.337
2002-11-21,1212.003
2002-11-22,1208.93
2002-11-25,1197.962
2002-11-26,1177.271
2002-11-27,1211.673
2002-11-28,1228.499
2002-11-29,1226.609
2002-12-02,1228.768
2002-12-03,1208.028
2002-12-04,1213.75
2002-12-05,1180.838
2002-12-06,1180.996
2002-12-09,1146.956
2002-12-10,1166.355
2002-12-11,1172.721
2002-12-12,1173.746
2002-12-13,1169.781
2002-12-16,1188.764
2002-12-17,1192.39
2002-12-18,1166.352
2002-12-19,1149.338
2002-12-20,1174.618
2002-12-23,1168.249
2002-12-24,1173.085
2002-12-25,1173.085
2002-12-26,1176.043
2002-12-27,1159.796
2002-12-30,1169.186
2002-12-31,1173.772
2003-01-01,1173.772
2003-01-02,1190.247
2003-01-03,1201.385
2003-01-06,1219.885
2003-01-07,1202.302
2003-01-08,1193.991
2003-01-09,1209.821
2003-01-10,1210.362
2003-01-13,1225.318
2003-01-14,1231.777
2003-01-15,1215.846
2003-01-16,1221.826
2003-01-17,1188.72
2003-01-20,1176.462
2003-01-21,1158.835
2003-01-22,1141.85
2003-01-23,1137.928
2003-01-24,1134.786
2003-01-27,1125.597
2003-01-28,1125.542
2003-01-29,1140.536
2003-01-30,1152.47
2003-01-31,1160.595
2003-02-03,1177.184
2003-02-04,1154.894
2003-02-05,1170.428
2003-02-06,1159.57
2003-02-07,1164.595
2003-02-10,1154.32
2003-02-11,1186.816
2003-02-12,1181.668
2003-02-13,1185.89
2003-02-14,1192.67
2003-02-17,1197.301
2003-02-18,1215.891
2003-02-19,1193.2
2003-02-20,1194.567
2003-02-21,1220.769
2003-02-24,1219.801
2003-02-25,1174.783
2003-02-26,1182.113
2003-02-27,1202.873
2003-02-28,1213.086
2003-03-03,1227.782
2003-03-04,1201.049
2003-03-05,1180.468
2003-03-06,1137.914
2003-03-07,1124.098
2003-03-10,1101.806
2003-03-11,1106.577
2003-03-12,1032.082
2003-03-13,1061.75
2003-03-14,1096.747
2003-03-17,1114.778
2003-03-18,1092.025
2003-03-19,1106.035
2003-03-20,1093.544
2003-03-21,1121.578
2003-03-24,1102.068
2003-03-25,1123.549
2003-03-26,1130.648
2003-03-27,1113.65
2003-03-28,1122.183
2003-03-31,1101.394
2003-04-01,1105.145
2003-04-02,1126.112
2003-04-03,1130.434
2003-04-04,1126.376
2003-04-07,1147.093
2003-04-08,1162.052
2003-04-09,1156.438
2003-04-10,1172.257
2003-04-11,1168.807
2003-04-14,1175.92
2003-04-15,1192.812
2003-04-16,1181.11
2003-04-17,1207.527
2003-04-18,1207.527
2003-04-21,1202.322
2003-04-22,1226.932
2003-04-23,1240.509
2003-04-24,1243.109
2003-04-25,1224.189
2003-04-28,1249.384
2003-04-29,1252.475
2003-04-30,1272.147
2003-05-01,1283.831
2003-05-02,1273.831
2003-05-05,1283.596
2003-05-06,1306.025
2003-05-07,1296.272
2003-05-08,1293.142
2003-05-09,1295.614
2003-05-12,1309.457
2003-05-13,1307.072
2003-05-14,1308.229
2003-05-15,1312.997
2003-05-16,1317.382
2003-05-19,1311.407
2003-05-20,1309.879
2003-05-21,1306.64
2003-05-22,1320.85
2003-05-23,1342.318
2003-05-26,1354.468
2003-05-27,1381.325
2003-05-28,1382.629
2003-05-29,1400.761
2003-05-30,1399.363
2003-06-02,1412.518
2003-06-03,1392.95
2003-06-04,1389.687
2003-06-05,1405.505
2003-06-06,1400.255
2003-06-09,1396.931
2003-06-10,1401.781
2003-06-11,1426.974
2003-06-12,1428.038
2003-06-13,1422.427
2003-06-16,1451.335
2003-06-17,1457.217
2003-06-18,1459.09
2003-06-19,1444.545
2003-06-20,1445.336
2003-06-23,1414.581
2003-06-24,1423.106
2003-06-25,1434.745
2003-06-26,1406.327
2003-06-27,1406.843
2003-06-30,1384.907
2003-07-01,1371.694
2003-07-02,1375.874
2003-07-03,1367.906
2003-07-04,1365.027
2003-07-07,1381.337
2003-07-08,1377.997
2003-07-09,1371.856
2003-07-10,1366.785
2003-07-11,1371.407
2003-07-14,1383.652
2003-07-15,1380.389
2003-07-16,1373.779
2003-07-17,1362.194
2003-07-18,1369.126
2003-07-21,1370.284
2003-07-22,1375.33
2003-07-23,1384.909
2003-07-24,1404.972
2003-07-25,1398.107
2003-07-28,1406.933
2003-07-29,1393.276
2003-07-30,1382.495
2003-07-31,1383.554
2003-08-01,1370.084
2003-08-04,1371.399
2003-08-05,1372.509
2003-08-06,1364.196
2003-08-07,1364.547
2003-08-08,1358.571
2003-08-11,1366.334
2003-08-12,1372.429
2003-08-13,1376.841
2003-08-14,1384.955
2003-08-15,1383.971
2003-08-18,1382.474
2003-08-19,1369.248
2003-08-20,1365.572
2003-08-21,1339.984
2003-08-22,1329.781
2003-08-25,1320.643
2003-08-26,1306.573
2003-08-27,1314.728
2003-08-28,1315.148
2003-08-29,1314.327
2003-09-01,1332.087
2003-09-02,1325.735
2003-09-03,1343.353
2003-09-04,1343.476
2003-09-05,1354.232
2003-09-08,1378.548
2003-09-09,1377.637
2003-09-10,1370.418
2003-09-11,1362.796
2003-09-12,1373.913
2003-09-15,1377.337
2003-09-16,1378.597
2003-09-17,1386.137
2003-09-18,1412.264
2003-09-19,1420.781
2003-09-22,1401.322
2003-09-23,1397.612
2003-09-24,1393.335
2003-09-25,1386.166
2003-09-26,1374.4
2003-09-29,1377.491
2003-09-30,1368.749
2003-10-01,1390.996
2003-10-02,1379.275
2003-10-03,1408.128
2003-10-06,1403.022
2003-10-07,1411.074
2003-10-08,1414.239
2003-10-09,1423.195
2003-10-10,1418.589
2003-10-13,1419.003
2003-10-14,1424.589
2003-10-15,1437.366
2003-10-16,1445.397
2003-10-17,1427.413
2003-10-20,1434.432
2003-10-21,1436.806
2003-10-22,1427.052
2003-10-23,1418.632
2003-10-24,1427.666
2003-10-27,1427.003
2003-10-28,1422.477
2003-10-29,1432.399
2003-10-30,1443.137
2003-10-31,1443.5
2003-11-03,1444.589
2003-11-04,1453.309
2003-11-05,1448.436
2003-11-06,1447.831
2003-11-07,1472.527
2003-11-10,1474.061
2003-11-11,1462.425
2003-11-12,1485.514
2003-11-13,1509.635
2003-11-14,1519.287
2003-11-17,1494.299
2003-11-18,1517.397
2003-11-19,1519.502
2003-11-20,1510.996
2003-11-21,1513.381
2003-11-24,1523.3
2003-11-25,1527.365
2003-11-26,1544.043
2003-11-27,1545.681
2003-11-28,1559.819
2003-12-01,1576.036
2003-12-02,1598.242
2003-12-03,1615.144
2003-12-04,1625.837
2003-12-05,1621.362
2003-12-08,1625.369
2003-12-09,1616.299
2003-12-10,1605.831
2003-12-11,1607.684
2003-12-12,1611.234
2003-12-15,1630.117
2003-12-16,1628.754
2003-12-17,1637.2
2003-12-18,1644.065
2003-12-19,1619.702
2003-12-22,1594.195
2003-12-23,1596.111
2003-12-24,1600.609
2003-12-25,1600.609
2003-12-26,1599.966
2003-12-29,1611.096
2003-12-30,1611.345
2003-12-31,1622.019
2004-01-01,1622.019
2004-01-02,1641.183
2004-01-05,1657.68
2004-01-06,1673.818
2004-01-07,1636.564
2004-01-08,1664.08
2004-01-09,1687.456
2004-01-12,1675.823
2004-01-13,1659.44
2004-01-14,1669.596
2004-01-15,1667.743
2004-01-16,1651.386
2004-01-19,1666.072
2004-01-20,1683.421
2004-01-21,1696.384
2004-01-22,1711.036
2004-01-23,1708.927
2004-01-26,1693.971
2004-01-27,1715.805
2004-01-28,1713.197
2004-01-29,1670.236
2004-01-30,1658.519
2004-02-02,1663.775
2004-02-03,1663.216
2004-02-04,1661.163
2004-02-05,1659.102
2004-02-06,1676.577
2004-02-09,1691.775
2004-02-10,1694.683
2004-02-11,1686.746
2004-02-12,1710.304
2004-02-13,1684.159
2004-02-16,1691.617
2004-02-17,1704.995
2004-02-18,1699.378
2004-02-19,1682.539
2004-02-20,1653.435
2004-02-23,1657.606
2004-02-24,1658.918
2004-02-25,1644.465
2004-02-26,1631.739
2004-02-27,1639.112
2004-03-01,1647.349
2004-03-02,1627.098
2004-03-03,1601.278
2004-03-04,1617.147
2004-03-05,1656.291
2004-03-08,1649.962
2004-03-09,1647.71
2004-03-10,1620.956
2004-03-11,1593.007
2004-03-12,1576.449
2004-03-15,1532.031
2004-03-16,1552.997
2004-03-17,1547.588
2004-03-18,1544.599
2004-03-19,1532.426
2004-03-22,1517.196
2004-03-23,1514.023
2004-03-24,1498.922
2004-03-25,1521.574
2004-03-26,1506.316
2004-03-29,1528.964
2004-03-30,1526.843
2004-03-31,1532.399
2004-04-01,1559.19
2004-04-02,1560.66
2004-04-05,1558.64
2004-04-06,1559.5
2004-04-07,1577.414
2004-04-08,1566.705
2004-04-09,1566.705
2004-04-12,1562.304
2004-04-13,1563.161
2004-04-14,1557.372
2004-04-15,1548.986
2004-04-16,1564.441
2004-04-19,1566.021
2004-04-20,1561.623
2004-04-21,1548.832
2004-04-22,1555.384
2004-04-23,1554.345
2004-04-26,1565.217
2004-04-27,1572.322
2004-04-28,1550.14
2004-04-29,1552.533
2004-04-30,1551.871
2004-05-03,1557.603
2004-05-04,1568.879
2004-05-05,1579.911
2004-05-06,1538.366
2004-05-07,1520.009
2004-05-10,1482.458
2004-05-11,1498.647
2004-05-12,1497.875
2004-05-13,1508.398
2004-05-14,1500.502
2004-05-17,1497.279
2004-05-18,1502.956
2004-05-19,1539.525
2004-05-20,1522.445
2004-05-21,1534.062
2004-05-24,1549.744
2004-05-25,1554.462
2004-05-26,1568.584
2004-05-27,1597.906
2004-05-28,1586.317
2004-05-31,1586.166
2004-06-01,1577.888
2004-06-02,1589.142
2004-06-03,1581.392
2004-06-04,1594.526
2004-06-07,1618.316
2004-06-08,1615.12
2004-06-09,1594.714
2004-06-10,1605.88
2004-06-11,1592.929
2004-06-14,1592.384
2004-06-15,1605.709
2004-06-16,1600.073
2004-06-17,1603.821
2004-06-18,1617.98
2004-06-21,1621.265
2004-06-22,1613.683
2004-06-23,1624.602
2004-06-24,1644.768
2004-06-25,1644.524
2004-06-28,1661.057
2004-06-29,1650.251
2004-06-30,1653.336
2004-07-01,1639.823
2004-07-02,1657.542
2004-07-05,1651.171
2004-07-06,1637.659
2004-07-07,1651.437
2004-07-08,1659.151
2004-07-09,1662.529
2004-07-12,1658.632
2004-07-13,1651.089
2004-07-14,1648.78
2004-07-15,1636.24
2004-07-16,1643.41
2004-07-19,1635.267
2004-07-20,1630.922
2004-07-21,1618.456
2004-07-22,1604.138
2004-07-23,1582.556
2004-07-26,1571.754
2004-07-27,1576.602
2004-07-28,1571.282
2004-07-29,1590.127
2004-07-30,1589.638
2004-08-02,1582.654
2004-08-03,1589.745
2004-08-04,1571.897
2004-08-05,1560.79
2004-08-06,1560.701
2004-08-09,1544.583
2004-08-10,1558.295
2004-08-11,1530.708
2004-08-12,1525.105
2004-08-13,1538.948
2004-08-16,1552.799
2004-08-17,1553.844
2004-08-18,1549.385
2004-08-19,1558.562
2004-08-20,1547.869
2004-08-23,1550.418
2004-08-24,1543.745
2004-08-25,1547.623
2004-08-26,1554.306
2004-08-27,1553.098
2004-08-30,1550.199
2004-08-31,1560.381
2004-09-01,1573.698
2004-09-02,1584.058
2004-09-03,1586.332
2004-09-06,1592.294
2004-09-07,1587.525
2004-09-08,1593.907
2004-09-09,1592.838
2004-09-10,1613.514
2004-09-13,1619.595
2004-09-14,1619.189
2004-09-15,1599.271
2004-09-16,1599.779
2004-09-17,1611.484
2004-09-20,1605.798
2004-09-21,1625.325
2004-09-22,1619.688
2004-09-23,1623.325
2004-09-24,1618.467
2004-09-27,1610.739
2004-09-28,1618.123
2004-09-29,1630.242
2004-09-30,1636.508
2004-10-01,1657.108
2004-10-04,1650.382
2004-10-05,1661.617
2004-10-06,1658.348
2004-10-07,1660.759
2004-10-08,1682.033
2004-10-11,1679.053
2004-10-12,1662.722
2004-10-13,1668.493
2004-10-14,1679.393
2004-10-15,1685.793
2004-10-18,1687.995
2004-10-19,1700.022
2004-10-20,1704.549
2004-10-21,1709.079
2004-10-22,1715.996
2004-10-25,1722.024
2004-10-26,1725.674
2004-10-27,1742.267
2004-10-28,1748.374
2004-10-29,1748.371
2004-11-01,1768.604
2004-11-02,1767.063
2004-11-03,1780.489
2004-11-04,1795.769
2004-11-05,1804.793
2004-11-08,1821.917
2004-11-09,1807.455
2004-11-10,1812.474
2004-11-11,1820.373
2004-11-12,1825.552
2004-11-15,1829.754
2004-11-16,1827.113
2004-11-17,1854.429
2004-11-18,1849.825
2004-11-19,1854.301
2004-11-22,1844.308
2004-11-23,1848.441
2004-11-24,1862.045
2004-11-25,1878.15
2004-11-26,1878.527
2004-11-29,1878.502
2004-11-30,1876.001
2004-12-01,1902.06
2004-12-02,1909.377
2004-12-03,1925.528
2004-12-06,1943.736
2004-12-07,1962.784
2004-12-08,1950.404
2004-12-09,1936.443
2004-12-10,1942.903
2004-12-13,1961.671
2004-12-14,1966.994
2004-12-15,1982.195
2004-12-16,1968.949
2004-12-17,1962.82
2004-12-20,1999.036
2004-12-21,1997.377
2004-12-22,2014.044
2004-12-23,2032.881
2004-12-24,2038.151
2004-12-27,2048.905
2004-12-28,2049.178
2004-12-29,2048.303
2004-12-30,2057.025
2004-12-31,2051.366
2005-01-03,2039.246
2005-01-04,2019.963
2005-01-05,2017.635
2005-01-06,2007.602
2005-01-07,1993.606
2005-01-10,2000.019
2005-01-11,1985.529
2005-01-12,2006.368
2005-01-13,2001.03
2005-01-14,2000.898
2005-01-17,2005.29
2005-01-18,1993.301
2005-01-19,2008.719
2005-01-20,1988.54
2005-01-21,1996.572
2005-01-24,1992.876
2005-01-25,1991.781
2005-01-26,2005.869
2005-01-27,1998.23
2005-01-28,1992.436
2005-01-31,2014.688
2005-02-01,2018.518
2005-02-02,2037.532
2005-02-03,2025.689
2005-02-04,2042.878
2005-02-07,2029.887
2005-02-08,2036.491
2005-02-09,2038.96
2005-02-10,2052.744
2005-02-11,2061.231
2005-02-14,2072.422
2005-02-15,2070.054
2005-02-16,2060.428
2005-02-17,2068.301
2005-02-18,2052.013
2005-02-21,2024.776
2005-02-22,2041.288
2005-02-23,2034.0
2005-02-24,2026.679
2005-02-25,2044.062
2005-02-28,2063.177
2005-03-01,2058.48
2005-03-02,2035.733
2005-03-03,2031.177
2005-03-04,2068.769
2005-03-07,2064.206
2005-03-08,2068.354
2005-03-09,2065.743
2005-03-10,2063.933
2005-03-11,2073.078
2005-03-14,2062.84
2005-03-15,2066.885
2005-03-16,2059.352
2005-03-17,2056.023
2005-03-18,2060.221
2005-03-21,2047.626
2005-03-22,2053.551
2005-03-23,2021.571
2005-03-24,2034.107
2005-03-25,2034.107
2005-03-28,2019.831
2005-03-29,2025.732
2005-03-30,2036.866
2005-03-31,2045.545
2005-04-01,2047.302
2005-04-04,2012.385
2005-04-05,2017.071
2005-04-06,2023.29
2005-04-07,2045.633
2005-04-08,2041.732
2005-04-11,2067.907
2005-04-12,2042.236
2005-04-13,2049.413
2005-04-14,2033.685
2005-04-15,2006.854
2005-04-18,1985.267
2005-04-19,1995.134
2005-04-20,1998.391
2005-04-21,2012.244
2005-04-22,2017.238
2005-04-25,2002.853
2005-04-26,1995.71
2005-04-27,1971.083
2005-04-28,1961.311
2005-04-29,1964.394
2005-05-02,1970.998
2005-05-03,1979.609
2005-05-04,1992.902
2005-05-05,1996.179
2005-05-06,1974.329
2005-05-09,1967.607
2005-05-10,1955.746
2005-05-11,1951.717
2005-05-12,1944.014
2005-05-13,1937.504
2005-05-16,1935.334
2005-05-17,1920.721
2005-05-18,1941.497
2005-05-19,1937.927
2005-05-20,1926.656
2005-05-23,1961.33
2005-05-24,1951.26
2005-05-25,1958.741
2005-05-26,1966.295
2005-05-27,1968.592
2005-05-30,1968.35
2005-05-31,1940.45
2005-06-01,1946.741
2005-06-02,1954.915
2005-06-03,1944.871
2005-06-06,1935.941
2005-06-07,1947.511
2005-06-08,1956.414
2005-06-09,1944.982
2005-06-10,1941.805
2005-06-13,1935.987
2005-06-14,1937.681
2005-06-15,1945.857
