Date,NORWAY SMALL VALUE Small Cap
2004-10-29,420.909
2004-11-30,508.504
2004-12-31,533.586
2005-01-31,524.8
2005-02-28,574.404
2005-03-31,551.337
2005-04-29,518.526
2005-05-31,534.384
2005-06-30,563.619
2005-07-29,619.358
2005-08-31,649.704
2005-09-30,652.319
2005-10-31,606.187
2005-11-30,609.825
2005-12-30,645.902
2006-01-31,685.927
2006-02-28,698.318
2006-03-31,752.214
2006-04-28,789.844
2006-05-31,762.732
2006-06-30,747.497
2006-07-31,750.818
2006-08-31,766.604
2006-09-29,742.69
2006-10-31,787.044
2006-11-30,832.025
2006-12-29,853.291
2007-01-31,892.651
2007-02-28,905.767
2007-03-30,952.986
2007-04-30,986.176
2007-05-31,1000.0
2007-06-29,1006.567
2007-07-31,984.458
2007-08-31,962.396
2007-09-28,996.664
2007-10-31,1035.979
2007-11-30,948.847
2007-12-31,970.431
2008-01-31,816.321
2008-02-29,878.302
2008-03-31,875.121
2008-04-30,925.02
2008-05-30,959.654
2008-06-30,924.404
2008-07-31,871.423
2008-08-29,835.696
2008-09-30,569.5
2008-10-31,364.715
2008-11-28,335.97
2008-12-31,328.634
2009-01-30,352.45
2009-02-27,338.177
2009-03-31,366.996
2009-04-30,453.504
2009-05-29,516.944
2009-06-30,536.869
2009-07-31,584.928
2009-08-31,612.861
2009-09-30,684.109
2009-10-30,715.712
2009-11-30,758.255
2009-12-31,780.106
2010-01-29,805.787
2010-02-26,768.325
2010-03-31,840.849
2010-04-30,863.399
2010-05-31,676.395
2010-06-30,620.168
2010-07-30,700.817
2010-08-31,655.34
2010-09-30,783.622
2010-10-29,860.899
2010-11-30,806.262
2010-12-31,962.704
2011-01-31,972.844
2011-02-28,1015.777
2011-03-31,1019.673
2011-04-29,1069.277
2011-05-31,965.663
2011-06-30,892.634
2011-07-29,857.333
2011-08-31,762.736
2011-09-30,607.459
2011-10-31,708.486
2011-11-30,659.442
2011-12-30,641.775
2012-01-31,703.811
2012-02-29,752.443
2012-03-30,727.434
2012-04-30,726.129
2012-05-31,609.537
2012-06-29,661.37
2012-07-31,682.908
2012-08-31,718.425
2012-09-28,755.592
2012-10-31,763.487
2012-11-30,756.473
2012-12-31,793.126
2013-01-31,835.0
2013-02-28,799.223
2013-03-29,768.786
2013-04-30,761.397
2013-05-31,798.974
2013-06-28,731.307
2013-07-31,826.269
2013-08-30,785.78
2013-09-30,782.665
2013-10-31,809.45
2013-11-29,782.146
2013-12-31,796.079
2014-01-31,745.36
2014-02-28,824.074
2014-03-31,831.172
2014-04-30,841.276
2014-05-30,847.893
2014-06-30,852.518
2014-07-31,805.525
2014-08-29,797.756
2014-09-30,748.073
2014-10-31,688.319
2014-11-28,631.254
2014-12-31,599.796
2015-01-30,559.119
2015-02-27,598.851
2015-03-31,557.407
2015-04-30,626.097
2015-05-29,613.31
2015-06-30,595.673
2015-07-31,573.275
2015-08-31,531.333
2015-09-30,529.047
2015-10-30,552.479
2015-11-30,561.083
2015-12-31,514.175
2016-01-29,471.568
2016-02-29,482.271
2016-03-31,533.0
2016-04-29,580.901
2016-05-31,574.932
2016-06-30,562.033
2016-07-29,576.658
2016-08-31,576.848
2016-09-30,614.617
2016-10-31,634.05
2016-11-30,644.72
2016-12-30,688.305
2017-01-31,714.108
2017-02-28,719.065
2017-03-31,701.156
2017-04-28,719.382
2017-05-31,698.666
2017-06-30,696.409
2017-07-31,772.507
2017-08-31,798.865
2017-09-29,819.279
2017-10-31,801.007
2017-11-30,762.652
2017-12-29,792.088
2018-01-31,852.635
2018-02-28,850.426
2018-03-30,831.207
2018-04-30,936.004
2018-05-31,963.632
2018-06-29,973.661
2018-07-31,1006.164
2018-08-31,988.222
2018-09-28,1041.684
2018-10-31,960.988
2018-11-30,878.311
2018-12-31,794.721
2019-01-31,873.282
2019-02-28,891.121
2019-03-29,889.902
2019-04-30,913.474
2019-05-31,840.85
2019-06-28,881.383
2019-07-31,823.456
2019-08-30,778.414
2019-09-30,809.598
2019-10-31,817.968
2019-11-29,848.485
2019-12-31,930.474
2020-01-31,849.438
2020-02-28,735.102
2020-03-31,463.167
2020-04-30,548.831
2020-05-29,595.301
2020-06-30,608.853
2020-07-31,652.682
2020-08-31,692.693
2020-09-30,640.934
2020-10-30,591.222
2020-11-30,786.405
2020-12-31,856.073
2021-01-29,851.586
2021-02-26,910.119
2021-03-31,976.189
2021-04-30,1023.713
2021-05-31,1051.574
2021-06-30,1011.639
2021-07-30,997.496
2021-08-31,1004.181
2021-09-30,1019.745
2021-10-29,1108.291
2021-11-30,997.368
2021-12-31,1074.592
2022-01-31,1075.388
2022-02-28,1100.987
2022-03-31,1174.702
2022-04-29,1100.274
2022-05-31,1124.966
2022-06-30,929.631
2022-07-29,1024.409
2022-08-31,978.515
2022-09-30,793.033
2022-10-31,894.749
2022-11-30,996.917
2022-12-30,1011.487
2023-01-31,1049.225
2023-02-28,1061.611
2023-03-31,975.257
2023-04-28,994.61
2023-05-31,932.946
2023-06-30,961.988
2023-07-31,1054.689
2023-08-31,1012.394
2023-09-29,1026.812
2023-10-31,1003.455
2023-11-30,1038.801
2023-12-29,1131.36
2024-01-31,1132.769
2024-02-29,1144.782
2024-03-29,1156.739
2024-04-30,1230.914
2024-05-31,1408.753
2024-06-28,1360.35
2024-07-31,1352.119
2024-08-30,1358.918
2024-09-30,1365.397
2024-10-31,1294.646
2024-11-29,1272.283
2024-12-31,1236.806
2025-01-31,1327.756
2025-02-28,1267.617
2025-03-31,1351.3
2025-04-30,1346.124
2025-05-30,1453.87
2025-06-30,1525.175
2025-07-31,1576.169
2025-08-29,1651.139
2025-09-30,1656.515
