Date,NORWAY SMALL VALUE Small Cap
2001-08-17,213.2
2001-08-20,213.012
2001-08-21,214.582
2001-08-22,215.834
2001-08-23,212.015
2001-08-24,214.134
2001-08-27,212.808
2001-08-28,212.339
2001-08-29,210.602
2001-08-30,210.679
2001-08-31,208.881
2001-09-03,208.618
2001-09-04,207.443
2001-09-05,207.351
2001-09-06,207.472
2001-09-07,208.738
2001-09-10,204.755
2001-09-11,206.479
2001-09-12,198.113
2001-09-13,198.738
2001-09-14,196.956
2001-09-17,195.616
2001-09-18,197.142
2001-09-19,190.105
2001-09-20,183.432
2001-09-21,175.651
2001-09-24,178.272
2001-09-25,182.692
2001-09-26,182.357
2001-09-27,182.644
2001-09-28,182.404
2001-10-01,184.383
2001-10-02,183.749
2001-10-03,184.014
2001-10-04,180.769
2001-10-05,182.585
2001-10-08,182.384
2001-10-09,182.389
2001-10-10,181.061
2001-10-11,181.06
2001-10-12,181.884
2001-10-15,181.079
2001-10-16,182.305
2001-10-17,185.664
2001-10-18,185.748
2001-10-19,185.53
2001-10-22,184.702
2001-10-23,183.98
2001-10-24,185.263
2001-10-25,182.267
2001-10-26,183.379
2001-10-29,185.282
2001-10-30,184.293
2001-10-31,183.452
2001-11-01,185.727
2001-11-02,185.687
2001-11-05,183.392
2001-11-06,184.128
2001-11-07,185.087
2001-11-08,186.752
2001-11-09,188.343
2001-11-12,185.445
2001-11-13,185.626
2001-11-14,187.017
2001-11-15,185.523
2001-11-16,185.845
2001-11-19,184.957
2001-11-20,189.865
2001-11-21,182.345
2001-11-22,185.485
2001-11-23,184.109
2001-11-26,185.028
2001-11-27,182.978
2001-11-28,184.785
2001-11-29,186.729
2001-11-30,189.767
2001-12-03,188.038
2001-12-04,189.917
2001-12-05,190.793
2001-12-06,192.057
2001-12-07,190.742
2001-12-10,190.396
2001-12-11,190.941
2001-12-12,192.524
2001-12-13,191.703
2001-12-14,192.364
2001-12-17,190.417
2001-12-18,190.866
2001-12-19,191.187
2001-12-20,193.983
2001-12-21,193.1
2001-12-24,190.635
2001-12-25,190.635
2001-12-26,190.894
2001-12-27,196.432
2001-12-28,196.518
2001-12-31,197.791
2002-01-01,197.791
2002-01-02,200.303
2002-01-03,200.37
2002-01-04,197.595
2002-01-07,196.953
2002-01-08,194.026
2002-01-09,197.306
2002-01-10,198.123
2002-01-11,198.463
2002-01-14,197.687
2002-01-15,196.534
2002-01-16,193.726
2002-01-17,192.636
2002-01-18,192.186
2002-01-21,193.706
2002-01-22,198.15
2002-01-23,197.459
2002-01-24,197.402
2002-01-25,194.924
2002-01-28,194.737
2002-01-29,195.374
2002-01-30,194.934
2002-01-31,196.341
2002-02-01,195.384
2002-02-04,195.801
2002-02-05,195.076
2002-02-06,195.647
2002-02-07,195.93
2002-02-08,196.678
2002-02-11,196.843
2002-02-12,197.01
2002-02-13,196.096
2002-02-14,198.64
2002-02-15,199.353
2002-02-18,199.065
2002-02-19,198.875
2002-02-20,198.58
2002-02-21,198.78
2002-02-22,198.82
2002-02-25,197.478
2002-02-26,198.681
2002-02-27,199.699
2002-02-28,201.755
2002-03-01,203.937
2002-03-04,205.913
2002-03-05,206.205
2002-03-06,205.312
2002-03-07,210.095
2002-03-08,211.597
2002-03-11,211.165
2002-03-12,211.033
2002-03-13,210.328
2002-03-14,210.75
2002-03-15,211.642
2002-03-18,212.253
2002-03-19,215.609
2002-03-20,216.005
2002-03-21,215.26
2002-03-22,214.294
2002-03-25,213.348
2002-03-26,214.232
2002-03-27,215.334
2002-03-28,215.442
2002-03-29,215.442
2002-04-01,217.068
2002-04-02,220.28
2002-04-03,220.126
2002-04-04,218.5
2002-04-05,218.792
2002-04-08,216.853
2002-04-09,217.531
2002-04-10,217.885
2002-04-11,219.88
2002-04-12,218.244
2002-04-15,218.953
2002-04-16,220.186
2002-04-17,220.8
2002-04-18,222.605
2002-04-19,224.411
2002-04-22,223.362
2002-04-23,223.623
2002-04-24,224.203
2002-04-25,224.682
2002-04-26,225.497
2002-04-29,224.309
2002-04-30,224.929
2002-05-01,226.315
2002-05-02,228.891
2002-05-03,231.18
2002-05-06,229.633
2002-05-07,225.618
2002-05-08,227.477
2002-05-09,227.878
2002-05-10,228.065
2002-05-13,227.766
2002-05-14,228.294
2002-05-15,231.807
2002-05-16,234.109
2002-05-17,236.611
2002-05-20,237.308
2002-05-21,235.886
2002-05-22,237.063
2002-05-23,234.519
2002-05-24,233.836
2002-05-27,231.833
2002-05-28,234.34
2002-05-29,232.271
2002-05-30,230.958
2002-05-31,229.424
2002-06-03,233.844
2002-06-04,229.532
2002-06-05,229.571
2002-06-06,232.5
2002-06-07,225.902
2002-06-10,227.925
2002-06-11,226.741
2002-06-12,226.851
2002-06-13,225.616
2002-06-14,220.636
2002-06-17,224.713
2002-06-18,225.79
2002-06-19,228.035
2002-06-20,223.608
2002-06-21,221.963
2002-06-24,221.53
2002-06-25,222.976
2002-06-26,214.972
2002-06-27,217.799
2002-06-28,221.701
2002-07-01,224.646
2002-07-02,222.864
2002-07-03,217.683
2002-07-04,219.273
2002-07-05,218.803
2002-07-08,223.435
2002-07-09,223.144
2002-07-10,221.738
2002-07-11,219.715
2002-07-12,218.342
2002-07-15,219.007
2002-07-16,219.07
2002-07-17,219.299
2002-07-18,219.008
2002-07-19,214.555
2002-07-22,205.098
2002-07-23,194.126
2002-07-24,183.883
2002-07-25,191.265
2002-07-26,189.372
2002-07-29,190.475
2002-07-30,195.991
2002-07-31,191.674
2002-08-01,190.105
2002-08-02,187.774
2002-08-05,183.662
2002-08-06,178.703
2002-08-07,180.202
2002-08-08,180.126
2002-08-09,182.386
2002-08-12,182.823
2002-08-13,182.844
2002-08-14,183.332
2002-08-15,180.131
2002-08-16,180.839
2002-08-19,178.908
2002-08-20,178.851
2002-08-21,181.944
2002-08-22,185.246
2002-08-23,183.176
2002-08-26,182.115
2002-08-27,182.579
2002-08-28,181.275
2002-08-29,179.497
2002-08-30,180.925
2002-09-02,182.086
2002-09-03,179.472
2002-09-04,177.915
2002-09-05,174.751
2002-09-06,174.612
2002-09-09,172.927
2002-09-10,172.084
2002-09-11,174.119
2002-09-12,175.477
2002-09-13,175.164
2002-09-16,172.302
2002-09-17,171.876
2002-09-18,167.207
2002-09-19,162.542
2002-09-20,161.296
2002-09-23,158.451
2002-09-24,154.643
2002-09-25,155.981
2002-09-26,158.916
2002-09-27,158.526
2002-09-30,158.163
2002-10-01,158.154
2002-10-02,158.007
2002-10-03,160.029
2002-10-04,158.796
2002-10-07,156.392
2002-10-08,154.788
2002-10-09,155.944
2002-10-10,156.383
2002-10-11,163.014
2002-10-14,164.125
2002-10-15,171.506
2002-10-16,170.248
2002-10-17,169.275
2002-10-18,166.496
2002-10-21,166.171
2002-10-22,166.249
2002-10-23,163.588
2002-10-24,164.878
2002-10-25,164.251
2002-10-28,166.264
2002-10-29,162.147
2002-10-30,162.844
2002-10-31,166.601
2002-11-01,166.621
2002-11-04,171.191
2002-11-05,171.879
2002-11-06,172.439
2002-11-07,174.338
2002-11-08,173.948
2002-11-11,172.037
2002-11-12,170.64
2002-11-13,169.696
2002-11-14,169.564
2002-11-15,170.663
2002-11-18,171.786
2002-11-19,170.968
2002-11-20,169.474
2002-11-21,170.316
2002-11-22,170.416
2002-11-25,170.082
2002-11-26,171.791
2002-11-27,172.651
2002-11-28,176.333
2002-11-29,179.009
2002-12-02,182.604
2002-12-03,178.733
2002-12-04,178.444
2002-12-05,176.899
2002-12-06,172.587
2002-12-09,172.221
2002-12-10,172.162
2002-12-11,173.281
2002-12-12,173.208
2002-12-13,172.617
2002-12-16,173.188
2002-12-17,175.632
2002-12-18,175.827
2002-12-19,177.088
2002-12-20,178.097
2002-12-23,176.914
2002-12-24,177.724
2002-12-25,177.724
2002-12-26,177.916
2002-12-27,178.091
2002-12-30,177.388
2002-12-31,178.206
2003-01-01,178.206
2003-01-02,180.618
2003-01-03,185.302
2003-01-06,185.381
2003-01-07,186.013
2003-01-08,182.574
2003-01-09,185.12
2003-01-10,187.409
2003-01-13,190.654
2003-01-14,188.806
2003-01-15,192.026
2003-01-16,193.449
2003-01-17,192.961
2003-01-20,194.011
2003-01-21,190.949
2003-01-22,187.545
2003-01-23,186.395
2003-01-24,189.466
2003-01-27,184.506
2003-01-28,181.175
2003-01-29,178.978
2003-01-30,179.7
2003-01-31,178.888
2003-02-03,177.912
2003-02-04,178.262
2003-02-05,177.922
2003-02-06,175.731
2003-02-07,175.306
2003-02-10,172.944
2003-02-11,173.066
2003-02-12,173.255
2003-02-13,170.13
2003-02-14,170.334
2003-02-17,169.951
2003-02-18,168.941
2003-02-19,168.252
2003-02-20,165.823
2003-02-21,166.203
2003-02-24,163.081
2003-02-25,158.988
2003-02-26,159.003
2003-02-27,156.683
2003-02-28,161.238
2003-03-03,164.736
2003-03-04,163.588
2003-03-05,163.919
2003-03-06,162.157
2003-03-07,159.013
2003-03-10,159.321
2003-03-11,160.0
2003-03-12,162.327
2003-03-13,164.275
2003-03-14,167.01
2003-03-17,164.691
2003-03-18,164.226
2003-03-19,166.255
2003-03-20,165.574
2003-03-21,165.304
2003-03-24,164.888
2003-03-25,167.142
2003-03-26,166.444
2003-03-27,165.673
2003-03-28,165.902
2003-03-31,166.448
2003-04-01,166.405
2003-04-02,167.885
2003-04-03,169.464
2003-04-04,170.998
2003-04-07,178.17
2003-04-08,176.978
2003-04-09,178.375
2003-04-10,179.113
2003-04-11,176.817
2003-04-14,177.123
2003-04-15,178.925
2003-04-16,183.027
2003-04-17,183.392
2003-04-18,183.392
2003-04-21,183.358
2003-04-22,180.613
2003-04-23,185.348
2003-04-24,187.3
2003-04-25,186.603
2003-04-28,189.931
2003-04-29,195.722
2003-04-30,198.297
2003-05-01,199.544
2003-05-02,196.647
2003-05-05,199.319
2003-05-06,204.016
2003-05-07,207.75
2003-05-08,205.782
2003-05-09,210.622
2003-05-12,212.094
2003-05-13,210.996
2003-05-14,214.532
2003-05-15,214.658
2003-05-16,217.535
2003-05-19,216.056
2003-05-20,213.83
2003-05-21,214.122
2003-05-22,216.752
2003-05-23,219.262
2003-05-26,218.338
2003-05-27,216.404
2003-05-28,217.061
2003-05-29,218.607
2003-05-30,220.645
2003-06-02,223.43
2003-06-03,220.831
2003-06-04,222.185
2003-06-05,221.741
2003-06-06,223.733
2003-06-09,224.15
2003-06-10,219.515
2003-06-11,222.132
2003-06-12,220.038
2003-06-13,218.668
2003-06-16,220.969
2003-06-17,226.606
2003-06-18,225.874
2003-06-19,226.027
2003-06-20,224.427
2003-06-23,221.666
2003-06-24,220.026
2003-06-25,219.975
2003-06-26,218.099
2003-06-27,219.351
2003-06-30,218.862
2003-07-01,220.243
2003-07-02,224.12
2003-07-03,225.075
2003-07-04,225.503
2003-07-07,228.339
2003-07-08,225.852
2003-07-09,224.236
2003-07-10,221.547
2003-07-11,224.068
2003-07-14,226.391
2003-07-15,226.807
2003-07-16,228.24
2003-07-17,224.328
2003-07-18,226.656
2003-07-21,229.23
2003-07-22,227.165
2003-07-23,230.921
2003-07-24,234.098
2003-07-25,236.788
2003-07-28,235.567
2003-07-29,235.713
2003-07-30,232.265
2003-07-31,233.773
2003-08-01,234.576
2003-08-04,237.684
2003-08-05,237.326
2003-08-06,234.454
2003-08-07,231.757
2003-08-08,232.324
2003-08-11,231.669
2003-08-12,231.389
2003-08-13,231.163
2003-08-14,230.947
2003-08-15,231.113
2003-08-18,230.713
2003-08-19,230.584
2003-08-20,230.285
2003-08-21,232.421
2003-08-22,232.241
2003-08-25,230.317
2003-08-26,226.686
2003-08-27,226.071
2003-08-28,228.893
2003-08-29,233.787
2003-09-01,235.753
2003-09-02,233.806
2003-09-03,238.058
2003-09-04,241.031
2003-09-05,243.206
2003-09-08,245.61
2003-09-09,245.783
2003-09-10,243.141
2003-09-11,242.906
2003-09-12,244.361
2003-09-15,246.537
2003-09-16,244.638
2003-09-17,247.017
2003-09-18,243.664
2003-09-19,244.878
2003-09-22,240.771
2003-09-23,244.292
2003-09-24,245.499
2003-09-25,239.869
2003-09-26,235.577
2003-09-29,238.876
2003-09-30,234.315
2003-10-01,235.913
2003-10-02,237.717
2003-10-03,240.664
2003-10-06,242.248
2003-10-07,241.936
2003-10-08,243.777
2003-10-09,243.845
2003-10-10,247.503
2003-10-13,247.658
2003-10-14,248.109
2003-10-15,249.126
2003-10-16,249.482
2003-10-17,248.946
2003-10-20,245.572
2003-10-21,248.099
2003-10-22,249.938
2003-10-23,248.925
2003-10-24,252.067
2003-10-27,254.184
2003-10-28,255.458
2003-10-29,256.532
2003-10-30,262.066
2003-10-31,263.766
2003-11-03,260.733
2003-11-04,261.274
2003-11-05,260.166
2003-11-06,262.07
2003-11-07,266.04
2003-11-10,264.119
2003-11-11,261.597
2003-11-12,267.31
2003-11-13,268.436
2003-11-14,271.994
2003-11-17,268.534
2003-11-18,269.519
2003-11-19,268.852
2003-11-20,269.53
2003-11-21,271.454
2003-11-24,270.926
2003-11-25,271.82
2003-11-26,275.126
2003-11-27,276.196
2003-11-28,276.959
2003-12-01,277.779
2003-12-02,280.426
2003-12-03,281.177
2003-12-04,282.297
2003-12-05,287.003
2003-12-08,287.161
2003-12-09,289.624
2003-12-10,289.374
2003-12-11,286.996
2003-12-12,289.565
2003-12-15,294.356
2003-12-16,293.286
2003-12-17,293.364
2003-12-18,296.111
2003-12-19,297.176
2003-12-22,296.515
2003-12-23,297.553
2003-12-24,296.752
2003-12-25,296.752
2003-12-26,296.333
2003-12-29,301.771
2003-12-30,301.514
2003-12-31,304.481
2004-01-01,304.481
2004-01-02,309.335
2004-01-05,309.568
2004-01-06,308.04
2004-01-07,309.745
2004-01-08,311.713
2004-01-09,317.414
2004-01-12,323.21
2004-01-13,325.724
2004-01-14,328.215
2004-01-15,322.229
2004-01-16,319.561
2004-01-19,324.367
2004-01-20,329.079
2004-01-21,330.904
2004-01-22,333.293
2004-01-23,330.686
2004-01-26,328.301
2004-01-27,331.997
2004-01-28,325.455
2004-01-29,314.533
2004-01-30,318.068
2004-02-02,318.559
2004-02-03,317.366
2004-02-04,317.29
2004-02-05,318.2
2004-02-06,321.334
2004-02-09,329.465
2004-02-10,323.743
2004-02-11,325.845
2004-02-12,332.051
2004-02-13,329.092
2004-02-16,329.19
2004-02-17,334.958
2004-02-18,339.139
2004-02-19,338.335
2004-02-20,338.751
2004-02-23,343.45
2004-02-24,338.485
2004-02-25,334.772
2004-02-26,336.619
2004-02-27,341.356
2004-03-01,344.577
2004-03-02,345.508
2004-03-03,340.355
2004-03-04,340.992
2004-03-05,349.252
2004-03-08,353.551
2004-03-09,355.452
2004-03-10,349.456
2004-03-11,341.722
2004-03-12,345.259
2004-03-15,337.029
2004-03-16,337.889
2004-03-17,337.017
2004-03-18,336.293
2004-03-19,333.418
2004-03-22,319.776
2004-03-23,323.457
2004-03-24,320.751
2004-03-25,321.208
2004-03-26,319.561
2004-03-29,323.03
2004-03-30,321.384
2004-03-31,325.655
2004-04-01,330.156
2004-04-02,328.567
2004-04-05,330.531
2004-04-06,329.284
2004-04-07,334.776
2004-04-08,333.37
2004-04-09,333.37
2004-04-12,330.521
2004-04-13,333.895
2004-04-14,328.112
2004-04-15,330.204
2004-04-16,330.232
2004-04-19,329.669
2004-04-20,333.369
2004-04-21,330.072
2004-04-22,329.348
2004-04-23,330.316
2004-04-26,329.689
2004-04-27,331.668
2004-04-28,326.452
2004-04-29,324.187
2004-04-30,319.179
2004-05-03,316.962
2004-05-04,320.609
2004-05-05,324.2
2004-05-06,322.015
2004-05-07,314.339
2004-05-10,302.617
2004-05-11,303.786
2004-05-12,306.058
2004-05-13,309.896
2004-05-14,311.169
2004-05-17,312.476
2004-05-18,311.128
2004-05-19,317.147
2004-05-20,315.111
2004-05-21,318.513
2004-05-24,321.121
2004-05-25,324.788
2004-05-26,326.838
2004-05-27,333.369
2004-05-28,337.24
2004-05-31,337.24
2004-06-01,340.019
2004-06-02,342.747
2004-06-03,342.264
2004-06-04,342.568
2004-06-07,346.218
2004-06-08,346.707
2004-06-09,344.245
2004-06-10,338.009
2004-06-11,336.105
2004-06-14,336.139
2004-06-15,336.534
2004-06-16,340.119
2004-06-17,342.203
2004-06-18,350.333
2004-06-21,348.143
2004-06-22,348.027
2004-06-23,349.343
2004-06-24,354.42
2004-06-25,358.746
2004-06-28,363.182
2004-06-29,359.737
2004-06-30,361.163
2004-07-01,361.177
2004-07-02,360.148
2004-07-05,359.53
2004-07-06,360.488
2004-07-07,362.876
2004-07-08,364.183
2004-07-09,362.999
2004-07-12,363.595
2004-07-13,358.344
2004-07-14,357.629
2004-07-15,357.942
2004-07-16,362.143
2004-07-19,356.438
2004-07-20,353.78
2004-07-21,353.432
2004-07-22,351.586
2004-07-23,350.076
2004-07-26,350.098
2004-07-27,349.607
2004-07-28,352.357
2004-07-29,355.689
2004-07-30,357.166
2004-08-02,358.166
2004-08-03,355.56
2004-08-04,356.543
2004-08-05,353.655
2004-08-06,353.333
2004-08-09,352.788
2004-08-10,356.874
2004-08-11,351.587
2004-08-12,352.753
2004-08-13,360.018
2004-08-16,363.032
2004-08-17,364.474
2004-08-18,361.399
2004-08-19,369.243
2004-08-20,369.939
2004-08-23,368.498
2004-08-24,366.305
2004-08-25,364.927
2004-08-26,366.214
2004-08-27,366.608
2004-08-30,366.553
2004-08-31,366.5
2004-09-01,371.642
2004-09-02,374.912
2004-09-03,373.921
2004-09-06,377.805
2004-09-07,377.941
2004-09-08,379.016
2004-09-09,381.047
2004-09-10,385.015
2004-09-13,381.656
2004-09-14,381.316
2004-09-15,377.718
2004-09-16,380.754
2004-09-17,382.042
2004-09-20,383.15
2004-09-21,388.538
2004-09-22,394.475
2004-09-23,399.116
2004-09-24,401.88
2004-09-27,404.323
2004-09-28,405.476
2004-09-29,407.225
2004-09-30,411.712
2004-10-01,417.106
2004-10-04,420.359
2004-10-05,423.486
2004-10-06,423.679
2004-10-07,427.325
2004-10-08,428.696
2004-10-11,429.624
2004-10-12,422.1
2004-10-13,419.977
2004-10-14,417.588
2004-10-15,418.985
2004-10-18,421.717
2004-10-19,422.414
2004-10-20,419.235
2004-10-21,426.885
2004-10-22,431.259
2004-10-25,427.3
2004-10-26,424.323
2004-10-27,425.71
2004-10-28,420.143
2004-10-29,420.909
2004-11-01,427.722
2004-11-02,425.645
2004-11-03,436.819
2004-11-04,440.113
2004-11-05,445.567
2004-11-08,448.29
2004-11-09,449.185
2004-11-10,448.875
2004-11-11,455.145
2004-11-12,459.737
2004-11-15,467.2
2004-11-16,464.637
2004-11-17,470.431
2004-11-18,472.503
2004-11-19,476.423
2004-11-22,476.931
2004-11-23,486.384
2004-11-24,491.088
2004-11-25,499.959
2004-11-26,500.608
2004-11-29,511.08
2004-11-30,508.504
2004-12-01,511.109
2004-12-02,506.195
2004-12-03,507.151
2004-12-06,512.861
2004-12-07,519.305
2004-12-08,502.553
2004-12-09,497.626
2004-12-10,498.317
2004-12-13,503.495
2004-12-14,504.542
2004-12-15,516.013
2004-12-16,512.943
2004-12-17,509.312
2004-12-20,517.982
2004-12-21,515.123
2004-12-22,515.811
2004-12-23,524.076
2004-12-24,525.116
2004-12-27,529.962
2004-12-28,526.94
2004-12-29,529.739
2004-12-30,533.616
2004-12-31,533.586
2005-01-03,532.634
2005-01-04,522.107
2005-01-05,515.233
2005-01-06,510.162
2005-01-07,508.191
2005-01-10,515.883
2005-01-11,520.021
2005-01-12,525.595
2005-01-13,523.603
2005-01-14,521.839
2005-01-17,526.857
2005-01-18,528.125
2005-01-19,530.139
2005-01-20,521.18
2005-01-21,527.709
2005-01-24,529.273
2005-01-25,530.803
2005-01-26,528.94
2005-01-27,528.163
2005-01-28,527.973
2005-01-31,524.8
2005-02-01,528.673
2005-02-02,533.467
2005-02-03,535.25
2005-02-04,533.996
2005-02-07,530.829
2005-02-08,524.867
2005-02-09,524.46
2005-02-10,523.36
2005-02-11,527.07
2005-02-14,535.179
2005-02-15,537.102
2005-02-16,542.349
2005-02-17,544.911
2005-02-18,548.985
2005-02-21,552.544
2005-02-22,556.084
2005-02-23,561.688
2005-02-24,566.254
2005-02-25,566.458
2005-02-28,574.404
2005-03-01,569.861
2005-03-02,560.997
2005-03-03,568.974
2005-03-04,582.218
2005-03-07,587.456
2005-03-08,591.677
2005-03-09,588.696
2005-03-10,586.835
2005-03-11,590.255
2005-03-14,584.372
2005-03-15,584.399
2005-03-16,582.887
2005-03-17,585.65
2005-03-18,580.936
2005-03-21,573.975
2005-03-22,566.05
2005-03-23,556.993
2005-03-24,553.348
2005-03-25,553.348
2005-03-28,549.034
2005-03-29,547.486
2005-03-30,549.054
2005-03-31,551.337
2005-04-01,561.646
2005-04-04,556.383
2005-04-05,559.194
2005-04-06,561.676
2005-04-07,568.693
2005-04-08,568.615
2005-04-11,567.319
2005-04-12,564.813
2005-04-13,567.45
2005-04-14,556.993
2005-04-15,551.148
2005-04-18,540.236
2005-04-19,543.172
2005-04-20,547.221
2005-04-21,543.725
2005-04-22,547.679
2005-04-25,543.585
2005-04-26,541.154
2005-04-27,529.991
2005-04-28,515.912
2005-04-29,518.526
2005-05-02,514.842
2005-05-03,519.636
2005-05-04,510.384
2005-05-05,509.846
2005-05-06,519.685
2005-05-09,525.357
2005-05-10,528.274
2005-05-11,525.875
2005-05-12,518.486
2005-05-13,514.853
2005-05-16,513.504
2005-05-17,513.712
2005-05-18,518.566
2005-05-19,517.818
2005-05-20,516.257
2005-05-23,517.261
2005-05-24,518.63
2005-05-25,524.275
2005-05-26,533.628
2005-05-27,539.205
2005-05-30,536.783
2005-05-31,534.384
2005-06-01,534.919
2005-06-02,533.126
2005-06-03,534.937
2005-06-06,538.21
2005-06-07,544.271
2005-06-08,545.924
2005-06-09,542.178
2005-06-10,545.132
2005-06-13,545.441
2005-06-14,545.745
2005-06-15,546.966
2005-06-16,546.368
2005-06-17,550.575
2005-06-20,554.041
2005-06-21,553.567
2005-06-22,555.44
2005-06-23,557.349
2005-06-24,565.028
2005-06-27,560.034
2005-06-28,559.899
2005-06-29,565.466
2005-06-30,563.619
2005-07-01,568.992
2005-07-04,567.779
2005-07-05,570.562
2005-07-06,574.378
2005-07-07,566.419
2005-07-08,578.62
2005-07-11,586.825
2005-07-12,588.605
2005-07-13,584.741
2005-07-14,580.273
2005-07-15,574.403
2005-07-18,576.672
2005-07-19,572.594
2005-07-20,577.776
2005-07-21,584.653
2005-07-22,589.156
2005-07-25,596.772
2005-07-26,594.699
2005-07-27,599.519
2005-07-28,609.215
2005-07-29,619.358
2005-08-01,625.678
2005-08-02,622.951
2005-08-03,628.227
2005-08-04,625.198
2005-08-05,621.694
2005-08-08,625.287
2005-08-09,627.687
2005-08-10,638.001
2005-08-11,642.285
2005-08-12,640.752
2005-08-15,630.998
2005-08-16,625.14
2005-08-17,624.45
2005-08-18,616.312
2005-08-19,617.835
2005-08-22,628.151
2005-08-23,624.613
2005-08-24,624.536
2005-08-25,627.132
2005-08-26,631.774
2005-08-29,631.293
2005-08-30,632.295
2005-08-31,649.704
2005-09-01,673.009
2005-09-02,673.924
2005-09-05,667.69
2005-09-06,670.258
2005-09-07,669.043
2005-09-08,661.71
2005-09-09,664.553
2005-09-12,656.052
2005-09-13,652.845
2005-09-14,653.322
2005-09-15,655.41
2005-09-16,660.652
2005-09-19,661.264
2005-09-20,666.287
2005-09-21,665.628
2005-09-22,662.327
2005-09-23,658.267
2005-09-26,652.022
2005-09-27,648.772
2005-09-28,644.381
2005-09-29,645.828
2005-09-30,652.319
2005-10-03,648.013
2005-10-04,644.699
2005-10-05,643.479
2005-10-06,626.126
2005-10-07,622.871
2005-10-10,623.729
2005-10-11,623.464
2005-10-12,623.585
2005-10-13,593.96
2005-10-14,594.992
2005-10-17,595.961
2005-10-18,578.566
2005-10-19,560.863
2005-10-20,575.915
2005-10-21,570.271
2005-10-24,589.408
2005-10-25,597.349
2005-10-26,605.833
2005-10-27,601.87
2005-10-28,598.339
2005-10-31,606.187
2005-11-01,603.091
2005-11-02,605.812
2005-11-03,618.204
2005-11-04,608.468
2005-11-07,608.809
2005-11-08,602.876
2005-11-09,605.353
