Date,SINGAPORE LARGE CAP Large Cap
2005-11-10,529.023
2005-11-11,533.984
2005-11-14,532.124
2005-11-15,529.493
2005-11-16,533.022
2005-11-17,536.138
2005-11-18,542.796
2005-11-21,542.36
2005-11-22,541.161
2005-11-23,545.792
2005-11-24,546.733
2005-11-25,543.466
2005-11-28,548.67
2005-11-29,548.059
2005-11-30,550.367
2005-12-01,553.989
2005-12-02,558.308
2005-12-05,558.501
2005-12-06,552.105
2005-12-07,551.868
2005-12-08,550.61
2005-12-09,554.406
2005-12-12,556.073
2005-12-13,559.364
2005-12-14,557.413
2005-12-15,557.326
2005-12-16,560.879
2005-12-19,563.578
2005-12-20,563.945
2005-12-21,563.336
2005-12-22,562.514
2005-12-23,564.625
2005-12-26,564.625
2005-12-27,566.82
2005-12-28,567.235
2005-12-29,568.963
2005-12-30,569.282
2006-01-02,569.282
2006-01-03,578.447
2006-01-04,583.899
2006-01-05,587.299
2006-01-06,595.635
2006-01-09,597.571
2006-01-10,598.211
2006-01-11,596.631
2006-01-12,594.282
2006-01-13,594.523
2006-01-16,590.685
2006-01-17,584.936
2006-01-18,583.068
2006-01-19,584.23
2006-01-20,586.598
2006-01-23,584.3
2006-01-24,582.209
2006-01-25,585.612
2006-01-26,590.695
2006-01-27,594.613
2006-01-30,592.48
2006-01-31,595.309
2006-02-01,597.788
2006-02-02,595.786
2006-02-03,590.043
2006-02-06,595.077
2006-02-07,595.406
2006-02-08,589.689
2006-02-09,592.137
2006-02-10,590.032
2006-02-13,590.701
2006-02-14,596.821
2006-02-15,594.445
2006-02-16,595.409
2006-02-17,593.743
2006-02-20,593.362
2006-02-21,597.498
2006-02-22,592.729
2006-02-23,595.769
2006-02-24,598.653
2006-02-27,605.812
2006-02-28,609.143
2006-03-01,609.306
2006-03-02,606.967
2006-03-03,606.845
2006-03-06,609.793
2006-03-07,603.805
2006-03-08,609.029
2006-03-09,611.295
2006-03-10,609.497
2006-03-13,613.808
2006-03-14,612.397
2006-03-15,612.285
2006-03-16,611.961
2006-03-17,611.54
2006-03-20,617.911
2006-03-21,607.264
2006-03-22,608.131
2006-03-23,608.148
2006-03-24,608.432
2006-03-27,608.783
2006-03-28,608.384
2006-03-29,606.515
2006-03-30,609.382
2006-03-31,610.617
2006-04-03,615.816
2006-04-04,614.616
2006-04-05,617.469
2006-04-06,619.538
2006-04-07,624.245
2006-04-10,624.866
2006-04-11,622.587
2006-04-12,621.733
2006-04-13,621.837
2006-04-14,621.837
2006-04-17,624.305
2006-04-18,626.385
2006-04-19,634.078
2006-04-20,634.308
2006-04-21,640.492
2006-04-24,644.293
2006-04-25,640.367
2006-04-26,644.752
2006-04-27,646.971
2006-04-28,658.707
2006-05-01,660.147
2006-05-02,668.686
2006-05-03,682.611
2006-05-04,676.239
2006-05-05,676.532
2006-05-08,685.89
2006-05-09,674.539
2006-05-10,678.704
2006-05-11,675.534
2006-05-12,674.219
2006-05-15,643.221
2006-05-16,645.81
2006-05-17,658.802
2006-05-18,645.243
2006-05-19,637.93
2006-05-22,622.406
2006-05-23,627.457
2006-05-24,621.551
2006-05-25,619.337
2006-05-26,629.018
2006-05-29,629.467
2006-05-30,628.991
2006-05-31,615.173
2006-06-01,612.37
2006-06-02,624.621
2006-06-05,620.231
2006-06-06,617.607
2006-06-07,605.814
2006-06-08,588.088
2006-06-09,601.903
2006-06-12,603.9
2006-06-13,591.073
2006-06-14,592.575
2006-06-15,599.765
2006-06-16,616.895
2006-06-19,613.042
2006-06-20,604.269
2006-06-21,607.417
2006-06-22,613.632
2006-06-23,608.68
2006-06-26,613.568
2006-06-27,613.399
2006-06-28,608.847
2006-06-29,616.856
2006-06-30,638.532
2006-07-03,636.775
2006-07-04,641.387
2006-07-05,628.91
2006-07-06,634.968
2006-07-07,638.797
2006-07-10,636.587
2006-07-11,627.83
2006-07-12,629.646
2006-07-13,622.926
2006-07-14,612.606
2006-07-17,598.263
2006-07-18,602.64
2006-07-19,606.519
2006-07-20,618.931
2006-07-21,617.865
2006-07-24,619.304
2006-07-25,626.456
2006-07-26,629.032
2006-07-27,639.482
2006-07-28,634.658
2006-07-31,637.666
2006-08-01,635.67
2006-08-02,638.571
2006-08-03,640.839
2006-08-04,647.609
2006-08-07,648.096
2006-08-08,648.651
2006-08-09,649.146
2006-08-10,644.589
2006-08-11,643.499
2006-08-14,641.139
2006-08-15,639.325
2006-08-16,643.564
2006-08-17,649.033
2006-08-18,653.085
2006-08-21,648.053
2006-08-22,649.906
2006-08-23,648.109
2006-08-24,638.411
2006-08-25,642.824
2006-08-28,637.463
2006-08-29,648.147
2006-08-30,652.662
2006-08-31,654.439
2006-09-01,657.571
2006-09-04,666.617
2006-09-05,666.157
2006-09-06,667.624
2006-09-07,662.955
2006-09-08,663.067
2006-09-11,655.172
2006-09-12,655.844
2006-09-13,660.672
2006-09-14,661.095
2006-09-15,660.445
2006-09-18,665.79
2006-09-19,662.065
2006-09-20,660.643
2006-09-21,664.761
2006-09-22,658.435
2006-09-25,661.187
2006-09-26,660.842
2006-09-27,669.012
2006-09-28,674.077
2006-09-29,671.792
2006-10-02,684.193
2006-10-03,684.447
2006-10-04,684.277
2006-10-05,694.891
2006-10-06,693.226
2006-10-09,684.176
2006-10-10,693.307
2006-10-11,694.738
2006-10-12,694.169
2006-10-13,705.461
2006-10-16,706.124
2006-10-17,698.499
2006-10-18,702.588
2006-10-19,711.258
2006-10-20,717.378
2006-10-23,718.594
2006-10-24,718.89
2006-10-25,730.236
2006-10-26,741.265
2006-10-27,743.037
2006-10-30,729.018
2006-10-31,732.158
2006-11-01,741.656
2006-11-02,736.755
2006-11-03,731.569
2006-11-06,732.579
2006-11-07,741.287
2006-11-08,743.079
2006-11-09,745.945
2006-11-10,748.614
2006-11-13,746.194
2006-11-14,754.397
2006-11-15,761.642
2006-11-16,770.474
2006-11-17,776.864
2006-11-20,763.821
2006-11-21,771.365
2006-11-22,780.803
2006-11-23,784.337
2006-11-24,777.502
2006-11-27,783.167
2006-11-28,768.829
2006-11-29,782.265
2006-11-30,787.016
2006-12-01,786.652
2006-12-04,794.39
2006-12-05,809.55
2006-12-06,805.885
2006-12-07,809.122
2006-12-08,799.999
2006-12-11,806.738
2006-12-12,810.916
2006-12-13,806.987
2006-12-14,818.093
2006-12-15,825.719
2006-12-18,839.538
2006-12-19,819.914
2006-12-20,825.674
2006-12-21,824.377
2006-12-22,832.161
2006-12-25,832.161
2006-12-26,831.358
2006-12-27,839.547
2006-12-28,839.973
2006-12-29,847.218
2007-01-01,847.218
2007-01-02,849.488
2007-01-03,863.629
2007-01-04,859.692
2007-01-05,858.36
2007-01-08,844.886
2007-01-09,846.332
2007-01-10,831.859
2007-01-11,831.406
2007-01-12,841.592
2007-01-15,849.997
2007-01-16,853.786
2007-01-17,853.505
2007-01-18,855.196
2007-01-19,856.55
2007-01-22,875.792
2007-01-23,871.975
2007-01-24,874.025
2007-01-25,859.223
2007-01-26,850.474
2007-01-29,859.858
2007-01-30,858.65
2007-01-31,861.811
2007-02-01,877.698
2007-02-02,901.306
2007-02-05,902.779
2007-02-06,898.728
2007-02-07,905.188
2007-02-08,893.333
2007-02-09,897.463
2007-02-12,877.68
2007-02-13,869.2
2007-02-14,884.165
2007-02-15,906.054
2007-02-16,907.534
2007-02-19,907.06
2007-02-20,905.76
2007-02-21,920.6
2007-02-22,915.441
2007-02-23,917.646
2007-02-26,917.817
2007-02-27,898.317
2007-02-28,861.177
2007-03-01,854.863
2007-03-02,855.351
2007-03-05,832.434
2007-03-06,846.558
2007-03-07,852.005
2007-03-08,867.099
2007-03-09,871.385
2007-03-12,884.48
2007-03-13,874.619
2007-03-14,846.034
2007-03-15,860.744
2007-03-16,853.259
2007-03-19,867.285
2007-03-20,866.824
2007-03-21,882.18
2007-03-22,907.138
2007-03-23,902.945
2007-03-26,901.094
2007-03-27,910.416
2007-03-28,896.617
2007-03-29,906.39
2007-03-30,905.786
2007-04-02,904.71
2007-04-03,919.559
2007-04-04,939.94
2007-04-05,943.34
2007-04-06,943.34
2007-04-09,962.909
2007-04-10,971.353
2007-04-11,966.241
2007-04-12,948.342
2007-04-13,951.751
2007-04-16,968.15
2007-04-17,969.257
2007-04-18,967.296
2007-04-19,929.166
2007-04-20,950.657
2007-04-23,959.696
2007-04-24,951.495
2007-04-25,948.472
2007-04-26,959.466
2007-04-27,954.648
2007-04-30,938.171
2007-05-01,937.338
2007-05-02,951.993
2007-05-03,966.344
2007-05-04,987.946
2007-05-07,994.935
2007-05-08,979.513
2007-05-09,983.884
2007-05-10,983.636
2007-05-11,978.528
2007-05-14,997.725
2007-05-15,989.337
2007-05-16,994.207
2007-05-17,996.562
2007-05-18,995.53
2007-05-21,995.046
2007-05-22,1002.51
2007-05-23,1014.627
2007-05-24,1005.543
2007-05-25,991.768
2007-05-28,995.756
2007-05-29,1003.887
2007-05-30,998.401
2007-05-31,1000.0
2007-06-01,1006.154
2007-06-04,1012.983
2007-06-05,1005.078
2007-06-06,1000.607
2007-06-07,991.993
2007-06-08,971.66
2007-06-11,985.579
2007-06-12,987.935
2007-06-13,981.652
2007-06-14,985.73
2007-06-15,987.924
2007-06-18,1006.506
2007-06-19,1005.154
2007-06-20,1001.355
2007-06-21,1001.594
2007-06-22,995.192
2007-06-25,990.323
2007-06-26,975.063
2007-06-27,967.054
2007-06-28,980.454
2007-06-29,980.913
2007-07-02,987.302
2007-07-03,991.97
2007-07-04,985.21
2007-07-05,985.276
2007-07-06,990.914
2007-07-09,1010.82
2007-07-10,1007.777
2007-07-11,1000.494
2007-07-12,1006.366
2007-07-13,1014.161
2007-07-16,1018.447
2007-07-17,1018.371
2007-07-18,999.968
2007-07-19,1009.843
2007-07-20,1022.082
2007-07-23,1019.595
2007-07-24,1028.457
2007-07-25,1015.428
2007-07-26,997.672
2007-07-27,976.27
2007-07-30,987.83
2007-07-31,997.681
2007-08-01,962.384
2007-08-02,963.623
2007-08-03,962.343
2007-08-06,924.902
2007-08-07,921.897
2007-08-08,973.378
2007-08-09,969.464
2007-08-10,949.184
2007-08-13,959.751
2007-08-14,962.161
2007-08-15,924.728
2007-08-16,887.079
2007-08-17,885.355
2007-08-20,943.839
2007-08-21,907.257
2007-08-22,940.175
2007-08-23,954.793
2007-08-24,959.286
2007-08-27,966.034
2007-08-28,946.606
2007-08-29,947.033
2007-08-30,943.255
2007-08-31,964.586
2007-09-03,959.296
2007-09-04,952.52
2007-09-05,970.418
2007-09-06,976.742
2007-09-07,982.357
2007-09-10,968.03
2007-09-11,985.973
2007-09-12,993.609
2007-09-13,996.042
2007-09-14,1003.571
2007-09-17,985.645
2007-09-18,985.538
2007-09-19,1027.851
2007-09-20,1015.429
2007-09-21,1008.565
2007-09-24,1033.149
2007-09-25,1026.602
2007-09-26,1036.871
2007-09-27,1066.825
2007-09-28,1067.81
2007-10-01,1083.898
2007-10-02,1087.694
2007-10-03,1076.938
2007-10-04,1092.481
2007-10-05,1104.563
2007-10-08,1098.062
2007-10-09,1116.717
2007-10-10,1106.525
2007-10-11,1125.788
2007-10-12,1116.935
2007-10-15,1117.17
2007-10-16,1097.487
2007-10-17,1108.302
2007-10-18,1103.143
2007-10-19,1080.973
2007-10-22,1047.952
2007-10-23,1067.028
2007-10-24,1054.907
2007-10-25,1074.79
2007-10-26,1095.335
2007-10-29,1107.698
2007-10-30,1096.952
2007-10-31,1105.478
2007-11-01,1098.194
2007-11-02,1070.03
2007-11-05,1058.239
2007-11-06,1067.79
2007-11-07,1073.071
2007-11-08,1073.183
2007-11-09,1048.891
2007-11-12,1014.432
2007-11-13,1012.057
2007-11-14,1025.348
2007-11-15,1006.728
2007-11-16,997.391
2007-11-19,992.12
2007-11-20,1001.926
2007-11-21,973.309
2007-11-22,967.872
2007-11-23,975.68
2007-11-26,1002.922
2007-11-27,988.008
2007-11-28,982.775
2007-11-29,1009.104
2007-11-30,1024.483
2007-12-03,1017.118
2007-12-04,1025.642
2007-12-05,1037.84
2007-12-06,1031.305
2007-12-07,1038.471
2007-12-10,1041.127
2007-12-11,1053.892
2007-12-12,1045.111
2007-12-13,1024.225
2007-12-14,1012.001
2007-12-17,968.559
2007-12-18,980.005
2007-12-19,968.633
2007-12-20,968.268
2007-12-21,987.397
2007-12-24,1000.534
2007-12-25,1000.534
2007-12-26,1011.033
2007-12-27,1012.836
2007-12-28,1006.026
2007-12-31,1023.081
2008-01-01,1023.081
2008-01-02,1018.511
2008-01-03,1000.189
2008-01-04,1013.043
2008-01-07,987.265
2008-01-08,985.386
2008-01-09,992.319
2008-01-10,985.995
2008-01-11,979.709
2008-01-14,958.5
2008-01-15,937.55
2008-01-16,906.888
2008-01-17,930.527
2008-01-18,922.116
2008-01-21,858.951
2008-01-22,859.565
2008-01-23,889.897
2008-01-24,915.516
2008-01-25,948.616
2008-01-28,914.477
2008-01-29,913.358
2008-01-30,901.2
2008-01-31,894.578
2008-02-01,908.908
2008-02-04,929.183
2008-02-05,916.269
2008-02-06,882.656
2008-02-07,881.566
2008-02-08,881.068
2008-02-11,858.693
2008-02-12,882.262
2008-02-13,884.82
2008-02-14,916.293
2008-02-15,934.708
2008-02-18,933.564
2008-02-19,937.202
2008-02-20,915.32
2008-02-21,925.932
2008-02-22,929.654
2008-02-25,936.53
2008-02-26,941.583
2008-02-27,950.338
2008-02-28,940.939
2008-02-29,927.016
2008-03-03,898.467
2008-03-04,898.974
2008-03-05,894.811
2008-03-06,895.992
2008-03-07,879.595
2008-03-10,876.923
2008-03-11,888.373
2008-03-12,905.606
2008-03-13,873.938
2008-03-14,883.53
2008-03-17,872.868
2008-03-18,891.964
2008-03-19,889.823
2008-03-20,884.078
2008-03-21,884.078
2008-03-24,915.536
2008-03-25,942.523
2008-03-26,942.741
2008-03-27,950.556
2008-03-28,948.476
2008-03-31,942.144
2008-04-01,958.48
2008-04-02,982.604
2008-04-03,992.776
2008-04-04,993.223
2008-04-07,1003.188
2008-04-08,984.55
2008-04-09,973.954
2008-04-10,980.596
2008-04-11,1003.292
2008-04-14,974.427
2008-04-15,978.267
2008-04-16,991.284
2008-04-17,1004.055
2008-04-18,1000.26
2008-04-21,1021.146
2008-04-22,1028.27
2008-04-23,1029.857
2008-04-24,1014.96
2008-04-25,1014.138
2008-04-28,1019.838
2008-04-29,1015.905
2008-04-30,1012.051
2008-05-01,1009.671
2008-05-02,1034.407
2008-05-05,1039.588
2008-05-06,1039.715
2008-05-07,1027.289
2008-05-08,1004.067
2008-05-09,1004.993
2008-05-12,1011.562
2008-05-13,1014.852
2008-05-14,1006.24
2008-05-15,1008.862
2008-05-16,1027.482
2008-05-19,1026.77
2008-05-20,1019.252
2008-05-21,1026.248
2008-05-22,1017.01
2008-05-23,1002.427
2008-05-26,997.555
2008-05-27,1000.221
2008-05-28,1005.407
2008-05-29,1012.756
2008-05-30,1025.825
2008-06-02,1021.316
2008-06-03,1008.336
2008-06-04,1000.007
2008-06-05,1001.894
2008-06-06,1006.049
2008-06-09,985.895
2008-06-10,964.336
2008-06-11,969.317
2008-06-12,958.392
2008-06-13,946.055
2008-06-16,970.988
2008-06-17,973.747
2008-06-18,976.055
2008-06-19,960.44
2008-06-20,969.766
2008-06-23,958.572
2008-06-24,954.757
2008-06-25,962.78
2008-06-26,961.895
2008-06-27,956.381
2008-06-30,953.777
2008-07-01,936.501
2008-07-02,936.512
2008-07-03,927.84
2008-07-04,929.96
2008-07-07,938.678
2008-07-08,925.316
2008-07-09,939.271
2008-07-10,934.648
2008-07-11,947.085
2008-07-14,944.422
2008-07-15,925.401
2008-07-16,924.893
2008-07-17,937.686
2008-07-18,930.988
2008-07-21,954.653
2008-07-22,943.528
2008-07-23,966.836
2008-07-24,968.445
2008-07-25,949.327
2008-07-28,946.602
2008-07-29,936.515
2008-07-30,948.376
2008-07-31,950.932
2008-08-01,941.995
2008-08-04,933.352
2008-08-05,927.036
2008-08-06,935.06
2008-08-07,916.844
2008-08-08,898.935
2008-08-11,901.135
2008-08-12,898.986
2008-08-13,903.293
2008-08-14,901.752
2008-08-15,891.778
2008-08-18,885.96
2008-08-19,871.062
2008-08-20,881.788
2008-08-21,873.781
2008-08-22,875.191
2008-08-25,878.504
2008-08-26,864.596
2008-08-27,866.769
2008-08-28,862.464
2008-08-29,880.849
2008-09-01,866.543
2008-09-02,880.007
2008-09-03,857.735
2008-09-04,834.106
2008-09-05,814.635
2008-09-08,857.307
2008-09-09,849.858
2008-09-10,835.277
2008-09-11,799.627
2008-09-12,818.919
2008-09-15,790.412
2008-09-16,780.941
2008-09-17,769.734
2008-09-18,772.436
2008-09-19,824.957
2008-09-22,824.783
2008-09-23,803.742
2008-09-24,797.47
2008-09-25,784.982
2008-09-26,772.876
2008-09-29,755.398
2008-09-30,760.256
2008-10-01,756.21
2008-10-02,750.583
2008-10-03,731.25
2008-10-06,680.066
2008-10-07,686.556
2008-10-08,641.535
2008-10-09,666.226
2008-10-10,614.849
2008-10-13,658.909
2008-10-14,678.977
2008-10-15,649.439
2008-10-16,612.445
2008-10-17,594.547
2008-10-20,616.012
2008-10-21,606.02
2008-10-22,561.751
2008-10-23,532.821
2008-10-24,481.329
2008-10-27,479.02
2008-10-28,513.914
2008-10-29,510.861
2008-10-30,553.409
2008-10-31,537.485
2008-11-03,570.84
2008-11-04,551.693
2008-11-05,564.337
2008-11-06,545.261
2008-11-07,562.669
2008-11-10,570.279
2008-11-11,534.785
2008-11-12,526.75
2008-11-13,514.54
2008-11-14,511.872
2008-11-17,512.683
2008-11-18,495.917
2008-11-19,492.269
2008-11-20,474.831
2008-11-21,491.342
2008-11-24,488.886
2008-11-25,500.395
2008-11-26,518.387
2008-11-27,517.748
2008-11-28,524.596
2008-12-01,501.944
2008-12-02,487.836
2008-12-03,489.563
2008-12-04,493.434
2008-12-05,497.554
2008-12-08,503.482
2008-12-09,537.803
2008-12-10,556.449
2008-12-11,553.315
2008-12-12,539.508
2008-12-15,551.203
2008-12-16,555.95
2008-12-17,560.925
2008-12-18,572.928
2008-12-19,563.303
2008-12-22,546.518
2008-12-23,542.446
2008-12-24,547.495
2008-12-25,547.495
2008-12-26,541.058
2008-12-29,554.854
2008-12-30,560.196
2008-12-31,557.152
2009-01-01,557.152
2009-01-02,576.191
2009-01-05,591.66
2009-01-06,584.756
2009-01-07,573.57
2009-01-08,557.633
2009-01-09,547.912
2009-01-12,536.615
2009-01-13,531.331
2009-01-14,528.874
2009-01-15,509.472
2009-01-16,525.671
2009-01-19,526.726
2009-01-20,516.527
2009-01-21,513.64
2009-01-22,515.354
2009-01-23,502.761
2009-01-26,505.491
2009-01-27,503.679
2009-01-28,532.878
2009-01-29,533.601
2009-01-30,522.164
2009-02-02,507.761
2009-02-03,511.276
2009-02-04,511.668
2009-02-05,509.903
2009-02-06,513.116
2009-02-09,502.749
2009-02-10,507.191
2009-02-11,510.801
2009-02-12,497.177
2009-02-13,508.694
2009-02-16,499.154
2009-02-17,483.051
2009-02-18,488.248
2009-02-19,483.129
2009-02-20,469.594
2009-02-23,485.337
2009-02-24,482.199
2009-02-25,480.999
2009-02-26,478.922
2009-02-27,465.052
2009-03-02,442.296
2009-03-03,444.368
2009-03-04,451.621
2009-03-05,441.33
2009-03-06,438.358
2009-03-09,418.943
2009-03-10,432.737
2009-03-11,439.374
2009-03-12,435.138
2009-03-13,456.672
2009-03-16,465.527
2009-03-17,453.087
2009-03-18,460.824
2009-03-19,470.765
2009-03-20,469.695
2009-03-23,492.741
2009-03-24,505.675
2009-03-25,503.464
2009-03-26,521.882
2009-03-27,515.711
2009-03-30,490.159
2009-03-31,497.423
2009-04-01,499.286
2009-04-02,534.218
2009-04-03,536.62
2009-04-06,544.559
2009-04-07,530.703
2009-04-08,520.102
2009-04-09,538.13
2009-04-10,538.13
2009-04-13,551.718
2009-04-14,563.694
2009-04-15,565.888
2009-04-16,565.292
2009-04-17,565.888
2009-04-20,556.792
2009-04-21,555.18
2009-04-22,547.703
2009-04-23,553.926
2009-04-24,557.378
2009-04-27,546.36
2009-04-28,543.805
2009-04-29,560.022
2009-04-30,586.105
2009-05-01,584.305
2009-05-04,623.745
2009-05-05,637.547
2009-05-06,679.794
2009-05-07,707.41
2009-05-08,707.1
2009-05-11,678.691
2009-05-12,685.993
2009-05-13,684.298
2009-05-14,663.982
2009-05-15,675.537
2009-05-18,693.15
2009-05-19,722.628
2009-05-20,720.374
2009-05-21,695.632
2009-05-22,714.746
2009-05-25,713.043
2009-05-26,701.54
2009-05-27,728.176
2009-05-28,720.803
2009-05-29,734.498
2009-06-01,748.608
2009-06-02,751.749
2009-06-03,752.666
2009-06-04,743.936
2009-06-05,755.37
2009-06-08,734.552
2009-06-09,741.442
2009-06-10,753.849
2009-06-11,750.632
2009-06-12,744.493
2009-06-15,721.34
2009-06-16,715.198
2009-06-17,709.515
2009-06-18,700.454
2009-06-19,709.785
2009-06-22,699.918
2009-06-23,690.342
2009-06-24,707.169
2009-06-25,712.265
2009-06-26,716.169
2009-06-29,717.307
2009-06-30,724.034
2009-07-01,730.883
2009-07-02,718.038
2009-07-03,713.961
2009-07-06,700.651
2009-07-07,704.595
2009-07-08,700.651
2009-07-09,718.885
2009-07-10,717.173
2009-07-13,703.383
2009-07-14,720.245
2009-07-15,750.683
2009-07-16,752.608
2009-07-17,764.041
2009-07-20,773.292
2009-07-21,773.503
2009-07-22,771.381
2009-07-23,785.126
2009-07-24,796.925
2009-07-27,815.93
2009-07-28,830.921
2009-07-29,819.959
2009-07-30,836.214
2009-07-31,843.284
2009-08-03,849.618
2009-08-04,835.96
2009-08-05,818.609
2009-08-06,815.576
2009-08-07,797.952
2009-08-10,796.763
2009-08-11,809.246
2009-08-12,799.865
2009-08-13,815.04
2009-08-14,819.521
2009-08-17,790.519
2009-08-18,800.371
2009-08-19,791.476
2009-08-20,803.248
2009-08-21,802.034
2009-08-24,822.342
2009-08-25,827.909
2009-08-26,826.079
2009-08-27,829.194
2009-08-28,834.782
2009-08-31,812.292
2009-09-01,815.897
2009-09-02,807.538
2009-09-03,816.584
2009-09-04,827.088
2009-09-07,838.484
2009-09-08,844.346
2009-09-09,838.285
2009-09-10,841.726
2009-09-11,847.869
2009-09-14,832.136
2009-09-15,832.156
2009-09-16,848.725
2009-09-17,853.895
2009-09-18,842.375
2009-09-21,841.959
2009-09-22,855.29
2009-09-23,852.221
2009-09-24,843.697
2009-09-25,843.491
2009-09-28,832.834
2009-09-29,839.786
2009-09-30,852.268
2009-10-01,840.926
2009-10-02,824.546
2009-10-05,820.462
2009-10-06,833.241
2009-10-07,836.173
2009-10-08,846.775
2009-10-09,847.525
2009-10-12,854.413
2009-10-13,851.069
2009-10-14,866.323
2009-10-15,869.956
2009-10-16,867.463
2009-10-19,872.735
2009-10-20,870.385
2009-10-21,866.094
2009-10-22,857.066
2009-10-23,865.886
2009-10-26,867.253
2009-10-27,858.867
2009-10-28,845.385
2009-10-29,840.79
2009-10-30,845.928
2009-11-02,848.051
2009-11-03,838.575
2009-11-04,850.158
2009-11-05,844.321
2009-11-06,860.087
2009-11-09,872.637
2009-11-10,878.181
2009-11-11,892.6
2009-11-12,887.884
2009-11-13,887.944
2009-11-16,912.864
2009-11-17,908.582
2009-11-18,902.431
2009-11-19,903.501
2009-11-20,905.929
2009-11-23,921.544
2009-11-24,910.933
2009-11-25,919.38
2009-11-26,902.034
2009-11-27,900.441
2009-11-30,890.014
2009-12-01,908.548
2009-12-02,919.377
2009-12-03,924.027
2009-12-04,911.871
2009-12-07,911.523
2009-12-08,913.057
2009-12-09,914.417
2009-12-10,909.322
2009-12-11,914.467
2009-12-14,914.224
2009-12-15,912.006
2009-12-16,919.877
2009-12-17,912.9
2009-12-18,913.067
2009-12-21,904.066
2009-12-22,915.006
2009-12-23,918.453
2009-12-24,920.648
2009-12-25,920.648
2009-12-28,926.899
2009-12-29,933.571
2009-12-30,936.555
2009-12-31,941.99
2010-01-01,941.99
2010-01-04,944.391
2010-01-05,953.77
2010-01-06,955.422
2010-01-07,947.353
2010-01-08,948.508
2010-01-11,954.659
2010-01-12,947.38
2010-01-13,938.25
2010-01-14,945.005
2010-01-15,942.628
2010-01-18,945.585
2010-01-19,943.15
2010-01-20,931.071
2010-01-21,917.299
2010-01-22,907.327
2010-01-25,907.472
2010-01-26,878.368
2010-01-27,865.874
2010-01-28,884.605
2010-01-29,880.625
2010-02-01,874.965
2010-02-02,870.969
2010-02-03,886.563
2010-02-04,872.204
2010-02-05,851.893
2010-02-08,859.32
2010-02-09,879.479
2010-02-10,873.88
2010-02-11,882.048
2010-02-12,880.708
2010-02-15,881.955
2010-02-16,885.908
2010-02-17,893.483
2010-02-18,885.02
2010-02-19,878.613
2010-02-22,881.293
2010-02-23,890.247
2010-02-24,885.573
2010-02-25,880.66
2010-02-26,884.877
2010-03-01,888.155
2010-03-02,886.998
2010-03-03,892.151
2010-03-04,887.257
2010-03-05,894.772
2010-03-08,906.155
2010-03-09,905.108
2010-03-10,912.401
2010-03-11,916.938
2010-03-12,922.537
2010-03-15,915.565
2010-03-16,927.743
2010-03-17,939.418
2010-03-18,936.688
2010-03-19,932.745
2010-03-22,920.571
2010-03-23,929.499
2010-03-24,918.527
2010-03-25,919.469
2010-03-26,926.517
2010-03-29,939.451
2010-03-30,940.845
2010-03-31,920.085
2010-04-01,938.052
2010-04-02,938.052
2010-04-05,945.199
2010-04-06,946.491
2010-04-07,949.227
2010-04-08,943.523
2010-04-09,948.895
2010-04-12,953.178
2010-04-13,946.856
2010-04-14,980.724
2010-04-15,979.997
2010-04-16,976.853
2010-04-19,955.788
2010-04-20,965.679
2010-04-21,964.346
2010-04-22,966.77
2010-04-23,972.445
2010-04-26,981.559
2010-04-27,975.986
2010-04-28,950.865
2010-04-29,963.852
2010-04-30,967.793
2010-05-03,955.754
2010-05-04,936.996
2010-05-05,915.384
2010-05-06,912.443
2010-05-07,904.266
2010-05-10,939.281
2010-05-11,927.293
2010-05-12,938.842
2010-05-13,932.205
2010-05-14,924.08
2010-05-17,915.437
2010-05-18,920.908
2010-05-19,891.586
2010-05-20,877.254
2010-05-21,862.327
2010-05-24,870.748
2010-05-25,838.142
2010-05-26,857.737
2010-05-27,873.206
2010-05-28,874.948
2010-05-31,882.687
2010-06-01,859.608
2010-06-02,864.134
2010-06-03,890.745
2010-06-04,890.202
2010-06-07,864.048
2010-06-08,864.016
2010-06-09,865.555
2010-06-10,881.171
2010-06-11,889.302
2010-06-14,902.386
2010-06-15,903.336
2010-06-16,913.95
2010-06-17,915.534
2010-06-18,920.295
2010-06-21,943.682
2010-06-22,932.069
2010-06-23,924.395
2010-06-24,913.261
2010-06-25,918.446
2010-06-28,931.29
2010-06-29,908.156
2010-06-30,914.403
2010-07-01,909.262
2010-07-02,919.388
2010-07-05,917.566
2010-07-06,928.118
2010-07-07,917.139
2010-07-08,932.705
2010-07-09,941.767
2010-07-12,943.855
2010-07-13,950.022
2010-07-14,960.529
2010-07-15,955.782
2010-07-16,959.589
2010-07-19,949.642
2010-07-20,952.904
2010-07-21,944.306
2010-07-22,948.84
2010-07-23,957.34
2010-07-26,965.594
2010-07-27,973.72
2010-07-28,974.184
2010-07-29,980.929
2010-07-30,981.747
2010-08-02,998.369
2010-08-03,996.473
2010-08-04,991.431
2010-08-05,990.119
2010-08-06,992.608
2010-08-09,992.498
2010-08-10,982.122
2010-08-11,964.028
2010-08-12,956.157
2010-08-13,964.893
2010-08-16,964.635
2010-08-17,965.241
2010-08-18,966.186
2010-08-19,971.676
2010-08-20,965.001
2010-08-23,962.855
2010-08-24,958.596
2010-08-25,960.99
2010-08-26,964.966
2010-08-27,969.004
2010-08-30,977.233
2010-08-31,974.2
2010-09-01,993.275
2010-09-02,993.48
2010-09-03,999.882
2010-09-06,1010.782
