Date,FRANCE IMI IMI (Large+Mid+Small Cap)
2017-09-29,1258.347
2017-10-31,1275.553
2017-11-30,1279.046
2017-12-29,1278.339
2018-01-31,1367.965
2018-02-28,1301.143
2018-03-30,1282.12
2018-04-30,1342.083
2018-05-31,1294.83
2018-06-29,1282.397
2018-07-31,1325.557
2018-08-31,1300.876
2018-09-28,1314.788
2018-10-31,1190.882
2018-11-30,1167.278
2018-12-31,1112.469
2019-01-31,1179.357
2019-02-28,1227.745
2019-03-29,1232.648
2019-04-30,1292.452
2019-05-31,1217.571
2019-06-28,1322.783
2019-07-31,1293.14
2019-08-30,1270.24
2019-09-30,1300.506
2019-10-31,1346.328
2019-11-29,1369.252
2019-12-31,1412.315
2020-01-31,1364.087
2020-02-28,1243.588
2020-03-31,1017.975
2020-04-30,1066.184
2020-05-29,1120.777
2020-06-30,1188.421
2020-07-31,1224.025
2020-08-31,1282.487
2020-09-30,1226.122
2020-10-30,1164.292
2020-11-30,1432.85
2020-12-31,1477.101
2021-01-29,1433.147
2021-02-26,1503.646
2021-03-31,1542.562
2021-04-30,1638.026
2021-05-31,1717.899
2021-06-30,1685.972
2021-07-30,1715.848
2021-08-31,1728.251
2021-09-30,1658.98
2021-10-29,1732.386
2021-11-30,1656.2
2021-12-31,1771.789
2022-01-31,1702.189
2022-02-28,1628.174
2022-03-31,1617.876
2022-04-29,1516.402
2022-05-31,1547.649
2022-06-30,1382.17
2022-07-29,1469.503
2022-08-31,1375.62
2022-09-30,1254.713
2022-10-31,1373.705
2022-11-30,1533.692
2022-12-30,1535.26
2023-01-31,1707.451
2023-02-28,1706.973
2023-03-31,1756.836
2023-04-28,1837.884
2023-05-31,1708.139
2023-06-30,1822.27
2023-07-31,1863.35
2023-08-31,1791.592
2023-09-29,1696.317
2023-10-31,1627.266
2023-11-30,1784.992
2023-12-29,1870.521
2024-01-31,1868.562
2024-02-29,1914.154
2024-03-29,1974.533
2024-04-30,1920.983
2024-05-31,1989.532
2024-06-28,1835.796
2024-07-31,1881.628
2024-08-30,1949.64
2024-09-30,1973.785
2024-10-31,1848.302
2024-11-29,1769.051
2024-12-31,1772.177
2025-01-31,1912.846
2025-02-28,1952.18
2025-03-31,1953.74
2025-04-30,2025.085
2025-05-30,2100.524
2025-06-30,2157.275
2025-07-31,2132.891
2025-08-29,2160.589
