Date,NORWAY SMID CAP SMID (Small+Mid Cap)
2001-10-05,183.645
2001-10-08,182.107
2001-10-09,183.17
2001-10-10,183.814
2001-10-11,187.641
2001-10-12,187.163
2001-10-15,185.919
2001-10-16,188.66
2001-10-17,192.082
2001-10-18,189.143
2001-10-19,187.077
2001-10-22,187.991
2001-10-23,189.047
2001-10-24,191.053
2001-10-25,188.119
2001-10-26,190.874
2001-10-29,192.213
2001-10-30,189.727
2001-10-31,188.136
2001-11-01,188.22
2001-11-02,187.262
2001-11-05,188.795
2001-11-06,189.031
2001-11-07,191.695
2001-11-08,192.941
2001-11-09,195.524
2001-11-12,190.431
2001-11-13,193.453
2001-11-14,196.194
2001-11-15,193.699
2001-11-16,193.558
2001-11-19,192.672
2001-11-20,195.4
2001-11-21,191.477
2001-11-22,193.984
2001-11-23,193.448
2001-11-26,195.284
2001-11-27,195.839
2001-11-28,196.189
2001-11-29,195.968
2001-11-30,198.076
2001-12-03,194.754
2001-12-04,196.63
2001-12-05,197.812
2001-12-06,198.622
2001-12-07,198.138
2001-12-10,196.996
2001-12-11,197.598
2001-12-12,199.432
2001-12-13,197.68
2001-12-14,199.263
2001-12-17,196.927
2001-12-18,196.484
2001-12-19,195.064
2001-12-20,196.656
2001-12-21,198.274
2001-12-24,195.742
2001-12-25,195.742
2001-12-26,196.008
2001-12-27,202.661
2001-12-28,203.327
2001-12-31,204.757
2002-01-01,204.757
2002-01-02,208.626
2002-01-03,209.615
2002-01-04,208.282
2002-01-07,208.656
2002-01-08,206.633
2002-01-09,208.623
2002-01-10,207.801
2002-01-11,209.086
2002-01-14,209.253
2002-01-15,203.851
2002-01-16,199.145
2002-01-17,200.896
2002-01-18,198.864
2002-01-21,199.255
2002-01-22,200.497
2002-01-23,200.065
2002-01-24,200.942
2002-01-25,198.338
2002-01-28,199.745
2002-01-29,200.154
2002-01-30,198.583
2002-01-31,198.855
2002-02-01,198.596
2002-02-04,199.72
2002-02-05,198.179
2002-02-06,199.406
2002-02-07,199.573
2002-02-08,199.079
2002-02-11,200.81
2002-02-12,200.497
2002-02-13,201.153
2002-02-14,202.419
2002-02-15,203.308
2002-02-18,202.507
2002-02-19,201.701
2002-02-20,201.68
2002-02-21,202.55
2002-02-22,204.484
2002-02-25,202.968
2002-02-26,203.916
2002-02-27,205.958
2002-02-28,205.966
2002-03-01,207.127
2002-03-04,208.831
2002-03-05,209.782
2002-03-06,210.314
2002-03-07,216.221
2002-03-08,217.466
2002-03-11,217.264
2002-03-12,216.714
2002-03-13,216.448
2002-03-14,217.468
2002-03-15,218.486
2002-03-18,219.741
2002-03-19,221.686
2002-03-20,221.871
2002-03-21,222.277
2002-03-22,221.424
2002-03-25,220.742
2002-03-26,220.627
2002-03-27,221.17
2002-03-28,221.281
2002-03-29,221.281
2002-04-01,222.951
2002-04-02,224.54
2002-04-03,225.169
2002-04-04,221.726
2002-04-05,223.725
2002-04-08,220.309
2002-04-09,221.623
2002-04-10,221.355
2002-04-11,223.337
2002-04-12,222.324
2002-04-15,222.346
2002-04-16,223.143
2002-04-17,224.217
2002-04-18,224.838
2002-04-19,225.58
2002-04-22,224.558
2002-04-23,223.588
2002-04-24,223.608
2002-04-25,222.693
2002-04-26,223.766
2002-04-29,222.324
2002-04-30,222.104
2002-05-01,223.473
2002-05-02,226.98
2002-05-03,229.629
2002-05-06,228.573
2002-05-07,225.57
2002-05-08,228.427
2002-05-09,228.83
2002-05-10,230.296
2002-05-13,229.247
2002-05-14,230.243
2002-05-15,231.692
2002-05-16,233.219
2002-05-17,235.711
2002-05-20,236.406
2002-05-21,234.159
2002-05-22,235.212
2002-05-23,234.611
2002-05-24,232.76
2002-05-27,230.888
2002-05-28,231.395
2002-05-29,227.444
2002-05-30,225.838
2002-05-31,225.377
2002-06-03,227.561
2002-06-04,222.375
2002-06-05,223.183
2002-06-06,226.093
2002-06-07,219.945
2002-06-10,221.035
2002-06-11,222.827
2002-06-12,222.329
2002-06-13,222.779
2002-06-14,218.205
2002-06-17,222.119
2002-06-18,224.324
2002-06-19,224.029
2002-06-20,218.612
2002-06-21,217.64
2002-06-24,213.966
2002-06-25,216.614
2002-06-26,208.661
2002-06-27,215.122
2002-06-28,217.725
2002-07-01,221.938
2002-07-02,221.008
2002-07-03,216.733
2002-07-04,217.633
2002-07-05,219.587
2002-07-08,225.28
2002-07-09,226.263
2002-07-10,223.3
2002-07-11,221.485
2002-07-12,220.105
2002-07-15,221.175
2002-07-16,220.145
2002-07-17,221.97
2002-07-18,220.917
2002-07-19,215.989
2002-07-22,206.772
2002-07-23,196.117
2002-07-24,186.277
2002-07-25,194.599
2002-07-26,193.177
2002-07-29,194.315
2002-07-30,199.693
2002-07-31,198.102
2002-08-01,196.532
2002-08-02,195.371
2002-08-05,190.686
2002-08-06,184.905
2002-08-07,187.747
2002-08-08,188.546
2002-08-09,191.569
2002-08-12,190.298
2002-08-13,192.088
2002-08-14,190.903
2002-08-15,190.706
2002-08-16,191.311
2002-08-19,188.813
2002-08-20,191.0
2002-08-21,191.63
2002-08-22,193.441
2002-08-23,192.027
2002-08-26,190.765
2002-08-27,191.755
2002-08-28,189.573
2002-08-29,187.571
2002-08-30,187.815
2002-09-02,185.538
2002-09-03,181.916
2002-09-04,179.227
2002-09-05,175.429
2002-09-06,177.209
2002-09-09,174.114
2002-09-10,173.143
2002-09-11,175.118
2002-09-12,174.972
2002-09-13,173.689
2002-09-16,171.104
2002-09-17,171.137
2002-09-18,167.855
2002-09-19,163.061
2002-09-20,162.744
2002-09-23,159.954
2002-09-24,156.08
2002-09-25,157.795
2002-09-26,160.992
2002-09-27,159.321
2002-09-30,159.035
2002-10-01,160.212
2002-10-02,161.825
2002-10-03,162.655
2002-10-04,161.77
2002-10-07,158.929
2002-10-08,157.86
2002-10-09,158.835
2002-10-10,159.315
2002-10-11,167.015
2002-10-14,167.646
2002-10-15,174.558
2002-10-16,172.387
2002-10-17,171.321
2002-10-18,166.74
2002-10-21,168.907
2002-10-22,168.069
2002-10-23,166.959
2002-10-24,166.793
2002-10-25,166.052
2002-10-28,167.397
2002-10-29,163.372
2002-10-30,164.317
2002-10-31,168.938
2002-11-01,168.481
2002-11-04,174.14
2002-11-05,174.68
2002-11-06,174.378
2002-11-07,175.203
2002-11-08,174.855
2002-11-11,173.172
2002-11-12,171.266
2002-11-13,171.526
2002-11-14,171.044
2002-11-15,172.937
2002-11-18,175.141
2002-11-19,173.198
2002-11-20,171.155
2002-11-21,174.376
2002-11-22,175.469
2002-11-25,174.145
2002-11-26,176.643
2002-11-27,177.083
2002-11-28,181.387
2002-11-29,186.047
2002-12-02,188.523
2002-12-03,183.397
2002-12-04,183.033
2002-12-05,179.953
2002-12-06,168.945
2002-12-09,168.07
2002-12-10,168.198
2002-12-11,168.693
2002-12-12,169.155
2002-12-13,168.386
2002-12-16,168.521
2002-12-17,169.764
2002-12-18,168.926
2002-12-19,169.617
2002-12-20,169.74
2002-12-23,168.159
2002-12-24,168.929
2002-12-25,168.929
2002-12-26,169.112
2002-12-27,168.681
2002-12-30,167.905
2002-12-31,168.679
2003-01-01,168.679
2003-01-02,171.177
2003-01-03,175.045
2003-01-06,174.463
2003-01-07,176.405
2003-01-08,172.724
2003-01-09,175.848
2003-01-10,176.976
2003-01-13,180.851
2003-01-14,180.303
2003-01-15,181.665
2003-01-16,182.717
2003-01-17,181.448
2003-01-20,181.263
2003-01-21,179.151
2003-01-22,176.621
2003-01-23,176.773
2003-01-24,179.088
2003-01-27,169.759
2003-01-28,166.531
2003-01-29,163.415
2003-01-30,163.833
2003-01-31,163.549
2003-02-03,163.336
2003-02-04,162.825
2003-02-05,161.788
2003-02-06,160.152
2003-02-07,159.291
2003-02-10,156.363
2003-02-11,157.626
2003-02-12,156.497
2003-02-13,154.022
2003-02-14,154.453
2003-02-17,155.251
2003-02-18,155.825
2003-02-19,153.889
2003-02-20,150.053
2003-02-21,150.023
2003-02-24,147.014
2003-02-25,140.89
2003-02-26,141.243
2003-02-27,139.196
2003-02-28,143.917
2003-03-03,146.644
2003-03-04,146.021
2003-03-05,146.968
2003-03-06,145.189
2003-03-07,141.424
2003-03-10,141.563
2003-03-11,143.106
2003-03-12,145.032
2003-03-13,146.471
2003-03-14,148.901
2003-03-17,145.708
2003-03-18,146.675
2003-03-19,148.187
2003-03-20,147.869
2003-03-21,148.687
2003-03-24,145.117
2003-03-25,147.173
2003-03-26,146.608
2003-03-27,145.582
2003-03-28,145.479
2003-03-31,145.549
2003-04-01,145.711
2003-04-02,147.646
2003-04-03,149.19
2003-04-04,150.524
2003-04-07,156.255
2003-04-08,155.316
2003-04-09,156.971
2003-04-10,156.868
2003-04-11,156.254
2003-04-14,156.853
2003-04-15,159.416
2003-04-16,162.713
2003-04-17,163.036
2003-04-18,163.036
2003-04-21,163.007
2003-04-22,161.72
2003-04-23,165.468
2003-04-24,166.165
2003-04-25,165.928
2003-04-28,167.529
2003-04-29,173.942
2003-04-30,176.114
2003-05-01,177.222
2003-05-02,175.079
2003-05-05,176.817
2003-05-06,179.986
2003-05-07,181.484
2003-05-08,179.778
2003-05-09,184.507
2003-05-12,186.153
2003-05-13,186.298
2003-05-14,189.197
2003-05-15,190.798
2003-05-16,194.826
2003-05-19,191.361
2003-05-20,189.866
2003-05-21,188.911
2003-05-22,190.822
2003-05-23,193.632
2003-05-26,193.105
2003-05-27,191.259
2003-05-28,192.39
2003-05-29,193.76
2003-05-30,194.85
2003-06-02,198.346
2003-06-03,195.444
2003-06-04,194.829
2003-06-05,195.055
2003-06-06,196.27
2003-06-09,196.636
2003-06-10,193.434
2003-06-11,194.557
2003-06-12,192.754
2003-06-13,192.96
2003-06-16,195.52
2003-06-17,198.792
2003-06-18,197.427
2003-06-19,198.49
2003-06-20,195.973
2003-06-23,193.013
2003-06-24,191.499
2003-06-25,190.962
2003-06-26,188.736
2003-06-27,190.29
2003-06-30,188.743
2003-07-01,189.789
2003-07-02,192.215
2003-07-03,192.868
2003-07-04,192.513
2003-07-07,192.894
2003-07-08,191.596
2003-07-09,190.337
2003-07-10,188.843
2003-07-11,191.178
2003-07-14,194.151
2003-07-15,193.351
2003-07-16,193.4
2003-07-17,191.253
2003-07-18,192.416
2003-07-21,193.999
2003-07-22,192.953
2003-07-23,196.954
2003-07-24,200.4
2003-07-25,203.422
2003-07-28,203.577
2003-07-29,203.185
2003-07-30,201.329
2003-07-31,201.507
2003-08-01,202.027
2003-08-04,203.816
2003-08-05,205.361
2003-08-06,203.869
2003-08-07,203.363
2003-08-08,205.017
2003-08-11,203.624
2003-08-12,203.082
2003-08-13,203.064
2003-08-14,202.917
2003-08-15,203.776
2003-08-18,202.192
2003-08-19,201.169
2003-08-20,201.339
2003-08-21,201.638
2003-08-22,201.167
2003-08-25,199.434
2003-08-26,196.236
2003-08-27,196.057
2003-08-28,199.561
2003-08-29,204.308
2003-09-01,207.175
2003-09-02,204.227
2003-09-03,206.049
2003-09-04,208.614
2003-09-05,209.986
2003-09-08,211.976
2003-09-09,212.74
2003-09-10,210.302
2003-09-11,209.848
2003-09-12,210.692
2003-09-15,211.715
2003-09-16,211.024
2003-09-17,214.023
2003-09-18,212.932
2003-09-19,213.406
2003-09-22,210.778
2003-09-23,213.391
2003-09-24,214.958
2003-09-25,210.417
2003-09-26,205.676
2003-09-29,209.152
2003-09-30,204.973
2003-10-01,208.475
2003-10-02,209.262
2003-10-03,210.76
2003-10-06,212.931
2003-10-07,212.657
2003-10-08,215.822
2003-10-09,216.998
2003-10-10,220.097
2003-10-13,219.932
2003-10-14,219.222
2003-10-15,221.263
2003-10-16,221.575
2003-10-17,220.733
2003-10-20,218.856
2003-10-21,220.451
2003-10-22,222.091
2003-10-23,220.831
2003-10-24,223.03
2003-10-27,225.374
2003-10-28,226.36
2003-10-29,227.744
2003-10-30,234.092
2003-10-31,233.089
2003-11-03,230.805
2003-11-04,231.343
2003-11-05,229.564
2003-11-06,232.505
2003-11-07,235.792
2003-11-10,235.269
2003-11-11,233.599
2003-11-12,238.445
2003-11-13,239.683
2003-11-14,242.025
2003-11-17,237.756
2003-11-18,239.347
2003-11-19,238.227
2003-11-20,238.101
2003-11-21,240.063
2003-11-24,240.0
2003-11-25,240.979
2003-11-26,244.008
2003-11-27,245.475
2003-11-28,245.959
2003-12-01,247.476
2003-12-02,251.242
2003-12-03,253.707
2003-12-04,254.021
2003-12-05,256.346
2003-12-08,257.263
2003-12-09,260.322
2003-12-10,258.423
2003-12-11,256.505
2003-12-12,258.057
2003-12-15,260.572
2003-12-16,259.656
2003-12-17,257.429
2003-12-18,257.586
2003-12-19,258.168
2003-12-22,258.338
2003-12-23,258.847
2003-12-24,258.15
2003-12-25,258.15
2003-12-26,257.785
2003-12-29,260.922
2003-12-30,261.515
2003-12-31,264.087
2004-01-01,264.087
2004-01-02,267.453
2004-01-05,269.514
2004-01-06,270.072
2004-01-07,269.525
2004-01-08,268.957
2004-01-09,273.662
2004-01-12,276.487
2004-01-13,279.308
2004-01-14,280.332
2004-01-15,275.763
2004-01-16,273.557
2004-01-19,275.915
2004-01-20,280.149
2004-01-21,282.256
2004-01-22,286.614
2004-01-23,281.676
2004-01-26,279.925
2004-01-27,281.864
2004-01-28,274.93
2004-01-29,267.447
2004-01-30,270.717
2004-02-02,272.89
2004-02-03,272.196
2004-02-04,272.945
2004-02-05,274.37
2004-02-06,276.591
2004-02-09,282.492
2004-02-10,277.051
2004-02-11,277.005
2004-02-12,282.954
2004-02-13,279.699
2004-02-16,279.499
2004-02-17,284.797
2004-02-18,287.94
2004-02-19,293.054
2004-02-20,292.499
2004-02-23,294.757
2004-02-24,292.057
2004-02-25,289.839
2004-02-26,288.579
2004-02-27,293.411
2004-03-01,299.458
2004-03-02,297.115
2004-03-03,292.729
2004-03-04,292.994
2004-03-05,300.817
2004-03-08,302.182
2004-03-09,302.114
2004-03-10,293.52
2004-03-11,287.814
2004-03-12,289.997
2004-03-15,283.906
2004-03-16,288.136
2004-03-17,287.156
2004-03-18,288.802
2004-03-19,289.763
2004-03-22,282.669
2004-03-23,283.993
2004-03-24,281.918
2004-03-25,281.479
2004-03-26,281.146
2004-03-29,285.631
2004-03-30,280.424
2004-03-31,286.663
2004-04-01,288.775
2004-04-02,287.059
2004-04-05,288.726
2004-04-06,286.777
2004-04-07,292.104
2004-04-08,290.876
2004-04-09,290.876
2004-04-12,288.39
2004-04-13,288.743
2004-04-14,285.619
2004-04-15,286.866
2004-04-16,286.556
2004-04-19,286.259
2004-04-20,286.348
2004-04-21,285.391
2004-04-22,285.54
2004-04-23,284.253
2004-04-26,286.032
2004-04-27,287.272
2004-04-28,284.843
2004-04-29,282.704
2004-04-30,278.104
2004-05-03,276.171
2004-05-04,280.29
2004-05-05,285.844
2004-05-06,284.204
2004-05-07,277.793
2004-05-10,267.447
2004-05-11,266.634
2004-05-12,267.589
2004-05-13,268.762
2004-05-14,268.376
2004-05-17,269.503
2004-05-18,268.73
2004-05-19,275.862
2004-05-20,274.091
2004-05-21,275.717
2004-05-24,277.709
2004-05-25,279.774
2004-05-26,282.315
2004-05-27,287.058
2004-05-28,288.425
2004-05-31,288.425
2004-06-01,289.909
2004-06-02,292.153
2004-06-03,292.062
2004-06-04,293.414
2004-06-07,296.955
2004-06-08,298.621
2004-06-09,294.664
2004-06-10,290.732
2004-06-11,289.004
2004-06-14,288.69
2004-06-15,290.034
2004-06-16,291.476
2004-06-17,293.702
2004-06-18,299.191
2004-06-21,297.472
2004-06-22,297.268
2004-06-23,297.124
2004-06-24,301.538
2004-06-25,305.35
2004-06-28,305.982
2004-06-29,303.875
2004-06-30,304.726
2004-07-01,306.876
2004-07-02,305.04
2004-07-05,305.695
2004-07-06,307.429
2004-07-07,308.048
2004-07-08,306.95
2004-07-09,306.431
2004-07-12,305.873
2004-07-13,303.901
2004-07-14,303.88
2004-07-15,303.774
2004-07-16,306.105
2004-07-19,302.349
2004-07-20,300.446
2004-07-21,299.566
2004-07-22,297.678
2004-07-23,294.825
2004-07-26,295.153
2004-07-27,295.04
2004-07-28,297.185
2004-07-29,298.045
2004-07-30,296.719
2004-08-02,298.411
2004-08-03,299.039
2004-08-04,299.975
2004-08-05,298.364
2004-08-06,297.962
2004-08-09,297.57
2004-08-10,299.696
2004-08-11,294.616
2004-08-12,299.461
2004-08-13,306.802
2004-08-16,308.394
2004-08-17,310.345
2004-08-18,308.639
2004-08-19,314.291
2004-08-20,314.015
2004-08-23,313.248
2004-08-24,311.592
2004-08-25,310.715
2004-08-26,311.488
2004-08-27,309.466
2004-08-30,310.29
2004-08-31,309.686
2004-09-01,314.684
2004-09-02,319.396
2004-09-03,316.687
2004-09-06,318.017
2004-09-07,316.771
2004-09-08,316.5
2004-09-09,319.828
2004-09-10,322.171
2004-09-13,319.808
2004-09-14,319.561
2004-09-15,316.713
2004-09-16,319.73
2004-09-17,322.147
2004-09-20,321.467
2004-09-21,324.934
2004-09-22,326.296
2004-09-23,330.179
2004-09-24,331.054
2004-09-27,333.095
2004-09-28,335.318
2004-09-29,337.42
2004-09-30,340.693
2004-10-01,346.493
2004-10-04,348.317
2004-10-05,349.89
2004-10-06,349.492
2004-10-07,352.7
2004-10-08,354.253
2004-10-11,353.323
2004-10-12,347.443
2004-10-13,347.268
2004-10-14,344.729
2004-10-15,347.524
2004-10-18,349.614
2004-10-19,349.737
2004-10-20,347.994
2004-10-21,354.757
2004-10-22,357.974
2004-10-25,354.809
2004-10-26,352.154
2004-10-27,353.206
2004-10-28,350.378
2004-10-29,351.111
2004-11-01,355.29
2004-11-02,353.649
2004-11-03,360.573
2004-11-04,361.673
2004-11-05,365.731
2004-11-08,368.001
2004-11-09,367.726
2004-11-10,368.218
2004-11-11,371.996
2004-11-12,376.322
2004-11-15,379.226
2004-11-16,378.835
2004-11-17,383.145
2004-11-18,383.772
2004-11-19,388.607
2004-11-22,388.109
2004-11-23,393.212
2004-11-24,396.364
2004-11-25,403.252
2004-11-26,403.923
2004-11-29,409.029
2004-11-30,408.009
2004-12-01,412.568
2004-12-02,404.413
2004-12-03,403.5
2004-12-06,410.501
2004-12-07,411.765
2004-12-08,400.316
2004-12-09,396.886
2004-12-10,398.544
2004-12-13,399.511
2004-12-14,404.199
2004-12-15,411.642
2004-12-16,408.071
2004-12-17,405.7
2004-12-20,412.308
2004-12-21,413.335
2004-12-22,412.885
2004-12-23,417.995
2004-12-24,418.825
2004-12-27,421.163
2004-12-28,418.764
2004-12-29,419.782
2004-12-30,422.169
2004-12-31,422.144
2005-01-03,422.013
2005-01-04,412.236
2005-01-05,406.008
2005-01-06,403.888
2005-01-07,403.314
2005-01-10,407.653
2005-01-11,409.411
2005-01-12,412.981
2005-01-13,414.173
2005-01-14,413.214
2005-01-17,416.106
2005-01-18,417.695
2005-01-19,418.302
2005-01-20,408.498
2005-01-21,411.186
2005-01-24,411.395
2005-01-25,416.193
2005-01-26,416.975
2005-01-27,417.17
2005-01-28,417.365
2005-01-31,417.438
2005-02-01,423.092
2005-02-02,427.493
2005-02-03,428.252
2005-02-04,430.544
2005-02-07,428.255
2005-02-08,420.516
2005-02-09,423.833
2005-02-10,424.076
2005-02-11,424.381
2005-02-14,431.278
2005-02-15,436.048
2005-02-16,434.623
2005-02-17,437.584
2005-02-18,438.482
2005-02-21,443.281
2005-02-22,444.863
2005-02-23,448.06
2005-02-24,455.302
2005-02-25,458.002
2005-02-28,461.463
2005-03-01,460.089
2005-03-02,454.962
2005-03-03,460.294
2005-03-04,467.744
2005-03-07,469.059
2005-03-08,472.184
2005-03-09,469.448
2005-03-10,469.124
2005-03-11,472.058
2005-03-14,468.055
2005-03-15,468.062
2005-03-16,468.159
2005-03-17,471.726
2005-03-18,468.698
2005-03-21,463.349
2005-03-22,462.913
2005-03-23,451.034
2005-03-24,448.082
2005-03-25,448.082
2005-03-28,444.588
2005-03-29,443.79
2005-03-30,444.139
2005-03-31,449.983
2005-04-01,453.719
2005-04-04,452.269
2005-04-05,455.67
2005-04-06,456.03
2005-04-07,463.429
2005-04-08,459.902
2005-04-11,461.198
2005-04-12,459.651
2005-04-13,460.917
2005-04-14,453.222
2005-04-15,446.944
2005-04-18,435.687
2005-04-19,440.386
2005-04-20,443.046
2005-04-21,444.406
2005-04-22,448.333
2005-04-25,446.271
2005-04-26,441.582
2005-04-27,431.276
2005-04-28,420.05
2005-04-29,419.267
2005-05-02,418.968
2005-05-03,425.124
2005-05-04,422.846
2005-05-05,422.401
2005-05-06,427.284
2005-05-09,430.867
2005-05-10,430.351
2005-05-11,430.079
2005-05-12,426.935
2005-05-13,420.169
2005-05-16,419.068
2005-05-17,419.238
2005-05-18,424.109
2005-05-19,427.465
2005-05-20,429.034
2005-05-23,428.556
2005-05-24,433.625
2005-05-25,435.25
2005-05-26,443.223
2005-05-27,444.655
2005-05-30,444.076
2005-05-31,440.948
2005-06-01,444.447
2005-06-02,447.514
2005-06-03,447.211
2005-06-06,450.908
2005-06-07,454.539
2005-06-08,455.898
2005-06-09,452.832
2005-06-10,457.931
2005-06-13,453.829
2005-06-14,456.034
2005-06-15,456.638
2005-06-16,456.797
2005-06-17,462.502
2005-06-20,464.055
2005-06-21,464.422
2005-06-22,466.28
2005-06-23,466.277
2005-06-24,469.905
2005-06-27,464.952
2005-06-28,466.561
2005-06-29,468.697
2005-06-30,469.993
2005-07-01,472.284
2005-07-04,474.908
2005-07-05,475.098
2005-07-06,483.767
2005-07-07,474.802
2005-07-08,487.041
2005-07-11,493.153
2005-07-12,491.616
2005-07-13,492.768
2005-07-14,491.548
2005-07-15,483.004
2005-07-18,484.344
2005-07-19,480.295
2005-07-20,483.537
2005-07-21,489.504
2005-07-22,493.582
2005-07-25,500.406
2005-07-26,499.815
2005-07-27,501.704
2005-07-28,506.175
2005-07-29,520.305
2005-08-01,525.073
2005-08-02,530.591
2005-08-03,534.174
2005-08-04,533.466
2005-08-05,528.826
2005-08-08,533.663
2005-08-09,536.167
2005-08-10,540.934
2005-08-11,548.582
2005-08-12,550.138
2005-08-15,542.198
2005-08-16,534.985
2005-08-17,532.574
2005-08-18,524.334
2005-08-19,525.849
2005-08-22,534.8
2005-08-23,532.029
2005-08-24,532.577
2005-08-25,537.189
2005-08-26,541.899
2005-08-29,544.448
2005-08-30,543.664
2005-08-31,556.675
2005-09-01,575.925
2005-09-02,578.21
2005-09-05,570.188
2005-09-06,571.457
2005-09-07,570.764
2005-09-08,564.038
2005-09-09,564.46
2005-09-12,558.714
2005-09-13,553.376
2005-09-14,556.944
2005-09-15,560.998
2005-09-16,563.979
2005-09-19,566.131
2005-09-20,572.696
2005-09-21,572.551
2005-09-22,567.452
2005-09-23,558.351
2005-09-26,553.845
2005-09-27,551.739
2005-09-28,554.039
2005-09-29,559.159
2005-09-30,563.09
2005-10-03,558.657
2005-10-04,556.894
2005-10-05,551.185
2005-10-06,531.662
2005-10-07,531.868
2005-10-10,530.692
2005-10-11,533.057
2005-10-12,530.795
2005-10-13,500.806
2005-10-14,501.679
2005-10-17,505.363
2005-10-18,484.285
2005-10-19,468.349
2005-10-20,483.178
2005-10-21,478.383
2005-10-24,493.022
2005-10-25,505.357
2005-10-26,510.762
2005-10-27,502.647
2005-10-28,498.647
2005-10-31,507.159
2005-11-01,504.622
2005-11-02,509.202
2005-11-03,521.778
2005-11-04,516.403
2005-11-07,513.917
2005-11-08,508.017
