Date,NORWAY SMID CAP SMID (Small+Mid Cap)
2020-03-31,673.214
2020-04-30,763.469
2020-05-29,829.945
2020-06-30,846.638
2020-07-31,935.75
2020-08-31,1019.677
2020-09-30,951.004
2020-10-30,880.519
2020-11-30,1087.509
2020-12-31,1189.634
2021-01-29,1176.848
2021-02-26,1216.229
2021-03-31,1289.672
2021-04-30,1356.762
2021-05-31,1389.248
2021-06-30,1347.834
2021-07-30,1343.936
2021-08-31,1365.247
2021-09-30,1334.431
2021-10-29,1437.036
2021-11-30,1298.678
2021-12-31,1358.325
2022-01-31,1272.802
2022-02-28,1316.116
2022-03-31,1359.291
2022-04-29,1268.628
2022-05-31,1267.234
2022-06-30,1070.182
2022-07-29,1182.969
2022-08-31,1131.226
2022-09-30,881.396
2022-10-31,983.298
2022-11-30,1079.523
2022-12-30,1091.99
2023-01-31,1140.656
2023-02-28,1132.531
2023-03-31,1095.061
2023-04-28,1096.698
2023-05-31,1034.96
2023-06-30,1053.436
2023-07-31,1144.527
2023-08-31,1074.988
2023-09-29,1088.998
2023-10-31,1010.299
2023-11-30,1080.662
2023-12-29,1171.003
2024-01-31,1137.616
2024-02-29,1144.655
2024-03-29,1170.114
2024-04-30,1197.694
2024-05-31,1339.758
2024-06-28,1293.236
2024-07-31,1306.38
2024-08-30,1322.192
2024-09-30,1332.968
2024-10-31,1287.388
2024-11-29,1293.408
2024-12-31,1230.568
2025-01-31,1330.564
2025-02-28,1304.337
2025-03-31,1385.38
2025-04-30,1412.038
2025-05-30,1512.378
2025-06-30,1580.508
2025-07-31,1562.598
2025-08-29,1642.637
2025-09-30,1655.418
