Date,AUSTRALIA SMID VALUE SMID (Small+Mid Cap)
2002-04-02,245.113
2002-04-03,243.749
2002-04-04,243.464
2002-04-05,243.874
2002-04-08,242.392
2002-04-09,242.032
2002-04-10,243.523
2002-04-11,245.3
2002-04-12,244.562
2002-04-15,243.913
2002-04-16,244.634
2002-04-17,247.659
2002-04-18,248.681
2002-04-19,250.135
2002-04-22,249.8
2002-04-23,249.59
2002-04-24,249.386
2002-04-25,250.445
2002-04-26,250.921
2002-04-29,247.837
2002-04-30,246.553
2002-05-01,248.784
2002-05-02,248.512
2002-05-03,250.158
2002-05-06,251.069
2002-05-07,251.714
2002-05-08,252.66
2002-05-09,252.299
2002-05-10,253.667
2002-05-13,253.347
2002-05-14,253.734
2002-05-15,256.199
2002-05-16,257.589
2002-05-17,260.636
2002-05-20,260.84
2002-05-21,261.451
2002-05-22,263.092
2002-05-23,262.447
2002-05-24,262.759
2002-05-27,262.434
2002-05-28,264.297
2002-05-29,265.535
2002-05-30,266.146
2002-05-31,267.189
2002-06-03,269.862
2002-06-04,267.596
2002-06-05,267.177
2002-06-06,269.762
2002-06-07,268.98
2002-06-10,267.197
2002-06-11,266.302
2002-06-12,265.874
2002-06-13,263.987
2002-06-14,259.303
2002-06-17,258.767
2002-06-18,261.175
2002-06-19,262.425
2002-06-20,264.97
2002-06-21,266.46
2002-06-24,266.978
2002-06-25,262.438
2002-06-26,257.625
2002-06-27,257.534
2002-06-28,257.893
2002-07-01,257.429
2002-07-02,258.967
2002-07-03,255.304
2002-07-04,254.841
2002-07-05,255.786
2002-07-08,260.643
2002-07-09,263.81
2002-07-10,262.366
2002-07-11,255.517
2002-07-12,255.784
2002-07-15,256.136
2002-07-16,254.359
2002-07-17,248.649
2002-07-18,250.319
2002-07-19,249.387
2002-07-22,248.691
2002-07-23,244.965
2002-07-24,239.553
2002-07-25,242.442
2002-07-26,240.764
2002-07-29,243.444
2002-07-30,246.169
2002-07-31,244.948
2002-08-01,241.246
2002-08-02,240.669
2002-08-05,235.887
2002-08-06,232.547
2002-08-07,237.963
2002-08-08,239.25
2002-08-09,241.608
2002-08-12,244.101
2002-08-13,244.804
2002-08-14,244.947
2002-08-15,247.805
2002-08-16,250.257
2002-08-19,248.23
2002-08-20,252.015
2002-08-21,250.258
2002-08-22,250.9
2002-08-23,251.337
2002-08-26,252.005
2002-08-27,256.042
2002-08-28,255.366
2002-08-29,254.531
2002-08-30,255.565
2002-09-02,256.16
2002-09-03,254.953
2002-09-04,251.533
2002-09-05,250.912
2002-09-06,251.605
2002-09-09,253.212
2002-09-10,251.556
2002-09-11,253.152
2002-09-12,254.567
2002-09-13,253.946
2002-09-16,252.95
2002-09-17,254.763
2002-09-18,254.202
2002-09-19,253.082
2002-09-20,250.668
2002-09-23,248.57
2002-09-24,247.615
2002-09-25,245.02
2002-09-26,245.16
2002-09-27,247.065
2002-09-30,246.273
2002-10-01,245.379
2002-10-02,246.61
2002-10-03,247.45
2002-10-04,246.846
2002-10-07,246.186
2002-10-08,246.405
2002-10-09,246.054
2002-10-10,245.841
2002-10-11,247.99
2002-10-14,246.888
2002-10-15,248.238
2002-10-16,248.458
2002-10-17,248.729
2002-10-18,247.651
2002-10-21,248.563
2002-10-22,247.892
2002-10-23,249.002
2002-10-24,249.408
2002-10-25,249.346
2002-10-28,252.46
2002-10-29,250.205
2002-10-30,248.506
2002-10-31,251.052
2002-11-01,251.966
2002-11-04,254.927
2002-11-05,255.508
2002-11-06,255.954
2002-11-07,257.737
2002-11-08,256.133
2002-11-11,251.009
2002-11-12,251.786
2002-11-13,250.531
2002-11-14,251.227
2002-11-15,251.818
2002-11-18,252.462
2002-11-19,251.921
2002-11-20,252.267
2002-11-21,256.309
2002-11-22,257.141
2002-11-25,254.71
2002-11-26,254.928
2002-11-27,253.066
2002-11-28,256.845
2002-11-29,258.185
2002-12-02,258.442
2002-12-03,257.387
2002-12-04,254.344
2002-12-05,255.443
2002-12-06,255.233
2002-12-09,256.714
2002-12-10,255.277
2002-12-11,253.956
2002-12-12,256.187
2002-12-13,257.137
2002-12-16,257.547
2002-12-17,258.671
2002-12-18,257.365
2002-12-19,258.538
2002-12-20,258.414
2002-12-23,259.839
2002-12-24,260.682
2002-12-25,260.682
2002-12-26,260.682
2002-12-27,260.165
2002-12-30,260.327
2002-12-31,261.857
2003-01-01,261.857
2003-01-02,262.812
2003-01-03,265.867
2003-01-06,272.893
2003-01-07,273.163
2003-01-08,271.564
2003-01-09,273.057
2003-01-10,275.16
2003-01-13,274.697
2003-01-14,276.41
2003-01-15,276.954
2003-01-16,276.546
2003-01-17,277.996
2003-01-20,279.164
2003-01-21,277.807
2003-01-22,274.316
2003-01-23,276.884
2003-01-24,277.628
2003-01-27,276.619
2003-01-28,272.102
2003-01-29,273.335
2003-01-30,272.452
2003-01-31,271.702
2003-02-03,268.705
2003-02-04,271.843
2003-02-05,269.413
2003-02-06,267.763
2003-02-07,269.326
2003-02-10,269.03
2003-02-11,267.149
2003-02-12,268.348
2003-02-13,267.839
2003-02-14,266.715
2003-02-17,268.286
2003-02-18,269.921
2003-02-19,271.719
2003-02-20,270.011
2003-02-21,271.883
2003-02-24,276.239
2003-02-25,271.753
2003-02-26,274.319
2003-02-27,272.882
2003-02-28,273.662
2003-03-03,277.222
2003-03-04,278.421
2003-03-05,277.67
2003-03-06,276.61
2003-03-07,274.141
2003-03-10,275.157
2003-03-11,269.706
2003-03-12,263.363
2003-03-13,260.118
2003-03-14,262.083
2003-03-17,260.459
2003-03-18,265.476
2003-03-19,267.393
2003-03-20,269.468
2003-03-21,268.055
2003-03-24,270.159
2003-03-25,272.278
2003-03-26,272.909
2003-03-27,275.578
2003-03-28,275.968
2003-03-31,277.791
2003-04-01,275.159
2003-04-02,272.368
2003-04-03,273.996
2003-04-04,277.63
2003-04-07,279.255
2003-04-08,280.574
2003-04-09,280.646
2003-04-10,285.276
2003-04-11,286.216
2003-04-14,284.716
2003-04-15,286.489
2003-04-16,288.851
2003-04-17,288.735
2003-04-18,288.735
2003-04-21,288.055
2003-04-22,293.509
2003-04-23,294.519
2003-04-24,294.671
2003-04-25,293.433
2003-04-28,292.543
2003-04-29,294.496
2003-04-30,298.431
2003-05-01,300.833
2003-05-02,298.428
2003-05-05,301.945
2003-05-06,303.233
2003-05-07,304.515
2003-05-08,307.479
2003-05-09,308.273
2003-05-12,310.038
2003-05-13,310.227
2003-05-14,310.377
2003-05-15,307.259
2003-05-16,309.462
2003-05-19,312.851
2003-05-20,311.779
2003-05-21,313.778
2003-05-22,316.284
2003-05-23,318.766
2003-05-26,320.841
2003-05-27,318.652
2003-05-28,315.349
2003-05-29,314.571
2003-05-30,315.83
2003-06-02,319.512
2003-06-03,320.017
2003-06-04,323.409
2003-06-05,325.129
2003-06-06,322.437
2003-06-09,321.266
2003-06-10,320.846
2003-06-11,324.839
2003-06-12,327.912
2003-06-13,330.581
2003-06-16,332.471
2003-06-17,335.945
2003-06-18,336.238
2003-06-19,336.516
2003-06-20,336.775
2003-06-23,335.234
2003-06-24,333.43
2003-06-25,335.892
2003-06-26,331.027
2003-06-27,332.768
2003-06-30,332.619
2003-07-01,337.006
2003-07-02,338.487
2003-07-03,341.741
2003-07-04,339.914
2003-07-07,339.083
2003-07-08,331.778
2003-07-09,328.194
2003-07-10,328.985
2003-07-11,330.535
2003-07-14,334.481
2003-07-15,330.769
2003-07-16,334.404
2003-07-17,330.929
2003-07-18,327.089
2003-07-21,330.987
2003-07-22,328.911
2003-07-23,333.313
2003-07-24,337.927
2003-07-25,337.708
2003-07-28,339.383
2003-07-29,339.079
2003-07-30,332.661
2003-07-31,332.229
2003-08-01,336.233
2003-08-04,333.928
2003-08-05,331.153
2003-08-06,332.371
2003-08-07,333.612
2003-08-08,335.453
2003-08-11,337.436
2003-08-12,337.805
2003-08-13,340.331
2003-08-14,339.92
2003-08-15,340.535
2003-08-18,340.973
2003-08-19,340.856
2003-08-20,345.851
2003-08-21,344.165
2003-08-22,341.855
2003-08-25,343.563
2003-08-26,338.719
2003-08-27,335.939
2003-08-28,336.967
2003-08-29,340.149
2003-09-01,339.368
2003-09-02,338.316
2003-09-03,336.535
2003-09-04,338.26
2003-09-05,340.958
2003-09-08,343.539
2003-09-09,349.906
2003-09-10,350.318
2003-09-11,349.354
2003-09-12,350.38
2003-09-15,351.329
2003-09-16,349.805
2003-09-17,351.998
2003-09-18,353.798
2003-09-19,358.299
2003-09-22,359.942
2003-09-23,357.299
2003-09-24,359.273
2003-09-25,358.968
2003-09-26,356.623
2003-09-29,355.125
2003-09-30,357.5
2003-10-01,360.152
2003-10-02,364.324
2003-10-03,364.388
2003-10-06,364.084
2003-10-07,370.127
2003-10-08,372.71
2003-10-09,375.17
2003-10-10,376.908
2003-10-13,377.594
2003-10-14,376.823
2003-10-15,378.66
2003-10-16,380.666
2003-10-17,381.471
2003-10-20,381.496
2003-10-21,387.515
2003-10-22,389.903
2003-10-23,384.605
2003-10-24,385.459
2003-10-27,386.937
2003-10-28,385.959
2003-10-29,387.755
2003-10-30,389.465
2003-10-31,390.396
2003-11-03,386.36
2003-11-04,385.103
2003-11-05,387.616
2003-11-06,387.003
2003-11-07,388.18
2003-11-10,389.93
2003-11-11,387.021
2003-11-12,384.806
2003-11-13,386.98
2003-11-14,386.91
2003-11-17,381.7
2003-11-18,384.072
2003-11-19,386.02
2003-11-20,387.072
2003-11-21,386.011
2003-11-24,383.674
2003-11-25,385.538
2003-11-26,389.03
2003-11-27,388.053
2003-11-28,387.68
2003-12-01,388.572
2003-12-02,392.801
2003-12-03,397.724
2003-12-04,397.056
2003-12-05,398.696
2003-12-08,401.414
2003-12-09,399.451
2003-12-10,399.946
2003-12-11,393.634
2003-12-12,398.618
2003-12-15,402.637
2003-12-16,402.434
2003-12-17,402.645
2003-12-18,400.742
2003-12-19,402.031
2003-12-22,403.057
2003-12-23,404.142
2003-12-24,408.972
2003-12-25,408.972
2003-12-26,408.147
2003-12-29,409.968
2003-12-30,413.767
2003-12-31,417.123
2004-01-01,417.123
2004-01-02,418.113
2004-01-05,421.399
2004-01-06,425.877
2004-01-07,423.928
2004-01-08,426.511
2004-01-09,429.91
2004-01-12,430.192
2004-01-13,432.307
2004-01-14,431.731
2004-01-15,428.382
2004-01-16,425.853
2004-01-19,418.122
2004-01-20,427.421
2004-01-21,431.034
2004-01-22,435.069
2004-01-23,435.178
2004-01-26,433.834
2004-01-27,433.625
2004-01-28,429.373
2004-01-29,417.542
2004-01-30,417.404
2004-02-02,416.811
2004-02-03,420.848
2004-02-04,418.235
2004-02-05,419.023
2004-02-06,423.125
2004-02-09,428.438
2004-02-10,429.043
2004-02-11,430.329
2004-02-12,439.115
2004-02-13,440.724
2004-02-16,442.052
2004-02-17,445.47
2004-02-18,448.066
2004-02-19,447.75
2004-02-20,438.857
2004-02-23,436.198
2004-02-24,438.973
2004-02-25,437.448
2004-02-26,434.021
2004-02-27,436.536
2004-03-01,440.362
2004-03-02,439.356
2004-03-03,427.059
2004-03-04,431.371
2004-03-05,439.841
2004-03-08,437.114
2004-03-09,442.074
2004-03-10,430.467
2004-03-11,423.475
2004-03-12,419.743
2004-03-15,422.059
2004-03-16,429.65
2004-03-17,429.312
2004-03-18,435.997
2004-03-19,435.422
2004-03-22,437.595
2004-03-23,437.798
2004-03-24,434.464
2004-03-25,431.036
2004-03-26,436.299
2004-03-29,436.118
2004-03-30,441.498
2004-03-31,446.092
2004-04-01,452.525
2004-04-02,447.996
2004-04-05,444.592
2004-04-06,448.41
2004-04-07,449.267
2004-04-08,446.535
2004-04-09,446.535
2004-04-12,448.819
2004-04-13,441.194
2004-04-14,428.359
2004-04-15,431.535
2004-04-16,437.097
2004-04-19,439.176
2004-04-20,434.846
2004-04-21,430.776
2004-04-22,425.795
2004-04-23,427.901
2004-04-26,428.317
2004-04-27,428.537
2004-04-28,424.585
2004-04-29,415.643
2004-04-30,415.71
2004-05-03,410.824
2004-05-04,417.184
2004-05-05,418.933
2004-05-06,416.803
2004-05-07,402.451
2004-05-10,391.673
2004-05-11,393.601
2004-05-12,399.411
2004-05-13,394.627
2004-05-14,393.519
2004-05-17,394.085
2004-05-18,392.737
2004-05-19,401.494
2004-05-20,396.93
2004-05-21,404.339
2004-05-24,402.416
2004-05-25,408.088
2004-05-26,412.691
2004-05-27,423.288
2004-05-28,421.886
2004-05-31,422.388
2004-06-01,419.33
2004-06-02,415.261
2004-06-03,408.825
2004-06-04,410.752
2004-06-07,418.531
2004-06-08,417.312
2004-06-09,409.612
2004-06-10,414.777
2004-06-11,412.705
2004-06-14,412.497
2004-06-15,410.228
2004-06-16,412.731
2004-06-17,413.535
2004-06-18,417.891
2004-06-21,419.116
2004-06-22,415.726
2004-06-23,417.152
2004-06-24,423.274
2004-06-25,421.453
2004-06-28,421.267
2004-06-29,416.512
2004-06-30,422.534
2004-07-01,427.717
2004-07-02,433.143
2004-07-05,436.653
2004-07-06,440.161
2004-07-07,447.618
2004-07-08,447.707
2004-07-09,445.679
2004-07-12,448.974
2004-07-13,448.332
2004-07-14,447.046
2004-07-15,448.851
2004-07-16,454.705
2004-07-19,456.917
2004-07-20,453.287
2004-07-21,446.722
2004-07-22,447.269
2004-07-23,442.225
2004-07-26,440.622
2004-07-27,439.497
2004-07-28,438.266
2004-07-29,437.978
2004-07-30,443.868
2004-08-02,448.033
2004-08-03,449.041
2004-08-04,448.621
2004-08-05,447.922
2004-08-06,453.769
2004-08-09,453.669
2004-08-10,453.81
2004-08-11,451.914
2004-08-12,451.893
2004-08-13,451.724
2004-08-16,453.278
2004-08-17,450.873
2004-08-18,452.098
2004-08-19,461.075
2004-08-20,462.328
2004-08-23,459.861
2004-08-24,450.405
2004-08-25,451.984
2004-08-26,451.739
2004-08-27,456.297
2004-08-30,453.44
2004-08-31,457.798
2004-09-01,460.294
2004-09-02,456.113
2004-09-03,450.437
2004-09-06,451.692
2004-09-07,454.264
2004-09-08,454.909
2004-09-09,450.837
2004-09-10,460.188
2004-09-13,460.79
2004-09-14,468.673
2004-09-15,461.582
2004-09-16,463.306
2004-09-17,461.589
2004-09-20,464.391
2004-09-21,465.729
2004-09-22,470.91
2004-09-23,478.304
2004-09-24,474.336
2004-09-27,474.697
2004-09-28,478.426
2004-09-29,479.855
2004-09-30,486.728
2004-10-01,485.652
2004-10-04,485.431
2004-10-05,492.019
2004-10-06,492.942
2004-10-07,494.53
2004-10-08,498.809
2004-10-11,499.105
2004-10-12,499.931
2004-10-13,494.864
2004-10-14,495.758
2004-10-15,499.512
2004-10-18,496.363
2004-10-19,498.311
2004-10-20,501.097
2004-10-21,501.822
2004-10-22,502.69
2004-10-25,505.02
2004-10-26,504.144
2004-10-27,510.521
2004-10-28,517.103
2004-10-29,518.188
2004-11-01,518.962
2004-11-02,517.13
2004-11-03,527.851
2004-11-04,532.795
2004-11-05,537.772
2004-11-08,536.316
2004-11-09,537.478
2004-11-10,537.866
2004-11-11,541.505
2004-11-12,545.707
2004-11-15,548.297
2004-11-16,550.975
2004-11-17,556.519
2004-11-18,553.982
2004-11-19,557.212
2004-11-22,554.358
2004-11-23,559.781
2004-11-24,564.602
2004-11-25,571.408
2004-11-26,568.979
2004-11-29,566.903
2004-11-30,559.896
2004-12-01,558.132
2004-12-02,565.71
2004-12-03,564.63
2004-12-06,568.092
2004-12-07,565.995
2004-12-08,546.1
2004-12-09,543.798
2004-12-10,541.824
2004-12-13,546.191
2004-12-14,546.959
2004-12-15,554.02
2004-12-16,551.736
2004-12-17,554.876
2004-12-20,561.398
2004-12-21,563.879
2004-12-22,567.724
2004-12-23,566.42
2004-12-24,573.383
2004-12-27,577.287
2004-12-28,577.585
2004-12-29,576.009
2004-12-30,580.372
2004-12-31,585.831
2005-01-03,580.562
2005-01-04,576.766
2005-01-05,572.754
2005-01-06,566.952
2005-01-07,569.287
2005-01-10,570.414
2005-01-11,573.482
2005-01-12,577.224
2005-01-13,577.352
2005-01-14,571.18
2005-01-17,573.373
2005-01-18,567.364
2005-01-19,568.248
2005-01-20,567.856
2005-01-21,573.552
2005-01-24,572.353
2005-01-25,571.962
2005-01-26,579.293
2005-01-27,587.681
2005-01-28,584.953
2005-01-31,586.585
2005-02-01,587.069
2005-02-02,591.449
2005-02-03,588.21
2005-02-04,590.685
2005-02-07,593.348
2005-02-08,586.925
2005-02-09,586.207
2005-02-10,591.79
2005-02-11,593.867
2005-02-14,596.198
2005-02-15,589.615
2005-02-16,585.225
2005-02-17,589.991
2005-02-18,588.149
2005-02-21,592.271
2005-02-22,591.311
2005-02-23,576.744
2005-02-24,569.693
2005-02-25,571.232
2005-02-28,583.683
2005-03-01,581.991
2005-03-02,580.306
2005-03-03,581.667
2005-03-04,587.735
2005-03-07,589.795
2005-03-08,596.523
2005-03-09,590.291
2005-03-10,584.25
2005-03-11,587.348
2005-03-14,586.646
2005-03-15,588.169
2005-03-16,594.073
2005-03-17,590.38
2005-03-18,590.628
2005-03-21,588.075
2005-03-22,585.946
2005-03-23,568.447
2005-03-24,564.805
2005-03-25,564.805
2005-03-28,562.793
2005-03-29,559.713
2005-03-30,560.31
2005-03-31,562.899
2005-04-01,566.103
2005-04-04,558.847
2005-04-05,558.44
2005-04-06,554.423
2005-04-07,557.396
2005-04-08,562.259
2005-04-11,561.921
2005-04-12,564.418
2005-04-13,566.555
2005-04-14,556.844
2005-04-15,546.334
2005-04-18,536.902
2005-04-19,546.16
2005-04-20,550.257
2005-04-21,548.882
2005-04-22,555.023
2005-04-25,552.151
2005-04-26,552.441
2005-04-27,549.261
2005-04-28,547.523
2005-04-29,544.959
2005-05-02,544.356
2005-05-03,534.415
2005-05-04,532.598
2005-05-05,536.972
2005-05-06,537.828
2005-05-09,535.617
2005-05-10,539.534
2005-05-11,541.64
2005-05-12,537.001
2005-05-13,530.381
2005-05-16,521.758
2005-05-17,520.31
2005-05-18,524.766
2005-05-19,530.685
2005-05-20,529.652
2005-05-23,537.939
2005-05-24,542.495
2005-05-25,540.274
2005-05-26,536.897
2005-05-27,540.713
2005-05-30,543.222
2005-05-31,539.916
2005-06-01,540.883
2005-06-02,548.618
2005-06-03,553.763
2005-06-06,562.196
2005-06-07,564.441
2005-06-08,566.804
2005-06-09,563.741
2005-06-10,561.893
2005-06-13,561.34
2005-06-14,566.505
2005-06-15,570.732
2005-06-16,576.871
2005-06-17,587.927
2005-06-20,589.232
2005-06-21,589.155
2005-06-22,585.733
2005-06-23,578.903
2005-06-24,572.69
2005-06-27,572.639
2005-06-28,573.738
2005-06-29,570.269
2005-06-30,573.024
2005-07-01,565.17
2005-07-04,568.018
2005-07-05,564.111
2005-07-06,561.181
2005-07-07,554.003
2005-07-08,553.513
2005-07-11,560.706
2005-07-12,568.347
2005-07-13,563.898
2005-07-14,570.231
2005-07-15,565.768
2005-07-18,569.938
2005-07-19,565.146
2005-07-20,569.658
2005-07-21,582.288
2005-07-22,589.207
2005-07-25,588.685
2005-07-26,585.703
2005-07-27,585.921
2005-07-28,584.473
2005-07-29,590.599
2005-08-01,591.205
2005-08-02,597.773
2005-08-03,601.341
2005-08-04,603.494
2005-08-05,600.055
2005-08-08,599.043
2005-08-09,596.828
2005-08-10,604.446
2005-08-11,615.853
2005-08-12,614.18
2005-08-15,610.565
2005-08-16,613.582
2005-08-17,606.464
2005-08-18,597.038
2005-08-19,596.526
2005-08-22,605.956
2005-08-23,603.712
2005-08-24,600.919
2005-08-25,602.036
2005-08-26,603.276
2005-08-29,594.955
2005-08-30,594.162
2005-08-31,600.246
2005-09-01,615.729
2005-09-02,618.658
2005-09-05,621.534
2005-09-06,623.354
2005-09-07,626.488
2005-09-08,630.366
2005-09-09,630.413
2005-09-12,630.924
2005-09-13,630.162
2005-09-14,635.988
2005-09-15,632.586
2005-09-16,636.414
2005-09-19,635.182
2005-09-20,639.499
2005-09-21,638.615
2005-09-22,633.501
2005-09-23,629.424
2005-09-26,634.091
2005-09-27,631.08
2005-09-28,631.739
2005-09-29,639.535
2005-09-30,638.695
2005-10-03,638.155
2005-10-04,641.105
2005-10-05,623.729
2005-10-06,610.16
2005-10-07,611.638
2005-10-10,615.526
2005-10-11,607.548
2005-10-12,613.003
2005-10-13,605.691
2005-10-14,608.464
2005-10-17,608.03
2005-10-18,604.455
2005-10-19,597.759
2005-10-20,600.764
2005-10-21,594.321
2005-10-24,593.674
2005-10-25,603.02
2005-10-26,608.661
2005-10-27,604.369
2005-10-28,592.643
2005-10-31,598.822
2005-11-01,598.038
2005-11-02,593.306
2005-11-03,599.62
2005-11-04,590.923
2005-11-07,590.423
