Date,ACWI Standard (Large+Mid Cap)
2005-11-10,110.717
2005-11-11,111.284
2005-11-14,111.065
2005-11-15,110.58
2005-11-16,110.61
2005-11-17,111.824
2005-11-18,112.358
2005-11-21,112.974
2005-11-22,113.117
2005-11-23,113.89
2005-11-24,113.857
2005-11-25,113.899
2005-11-28,113.523
2005-11-29,113.424
2005-11-30,112.914
2005-12-01,114.081
2005-12-02,114.606
2005-12-05,114.649
2005-12-06,114.957
2005-12-07,114.603
2005-12-08,114.601
2005-12-09,114.925
2005-12-12,115.663
2005-12-13,116.07
2005-12-14,116.603
2005-12-15,116.045
2005-12-16,116.312
2005-12-19,115.995
2005-12-20,115.873
2005-12-21,116.196
2005-12-22,116.638
2005-12-23,116.765
2005-12-26,116.836
2005-12-27,116.207
2005-12-28,116.519
2005-12-29,116.453
2005-12-30,115.691
2006-01-02,115.818
2006-01-03,117.878
2006-01-04,119.226
2006-01-05,119.284
2006-01-06,120.462
2006-01-09,120.654
2006-01-10,120.178
2006-01-11,120.869
2006-01-12,120.575
2006-01-13,120.493
2006-01-16,120.608
2006-01-17,119.469
2006-01-18,118.453
2006-01-19,119.592
2006-01-20,118.33
2006-01-23,118.728
2006-01-24,119.049
2006-01-25,119.315
2006-01-26,120.229
2006-01-27,121.2
2006-01-30,121.187
2006-01-31,121.386
2006-02-01,121.538
2006-02-02,120.604
2006-02-03,119.762
2006-02-06,120.046
2006-02-07,119.271
2006-02-08,119.083
2006-02-09,119.619
2006-02-10,119.423
2006-02-13,118.871
2006-02-14,119.538
2006-02-15,119.749
2006-02-16,120.452
2006-02-17,120.454
2006-02-20,120.58
2006-02-21,120.575
2006-02-22,121.068
2006-02-23,121.409
2006-02-24,121.553
2006-02-27,122.123
2006-02-28,121.208
2006-03-01,121.883
2006-03-02,121.756
2006-03-03,121.473
2006-03-06,121.189
2006-03-07,120.057
2006-03-08,119.768
2006-03-09,120.063
2006-03-10,120.503
2006-03-13,121.399
2006-03-14,122.494
2006-03-15,123.058
2006-03-16,123.467
2006-03-17,123.865
2006-03-20,124.026
2006-03-21,123.257
2006-03-22,123.649
2006-03-23,123.061
2006-03-24,123.54
2006-03-27,123.445
2006-03-28,123.003
2006-03-29,123.328
2006-03-30,124.375
2006-03-31,123.757
2006-04-03,124.63
2006-04-04,125.339
2006-04-05,125.881
2006-04-06,126.155
2006-04-07,125.068
2006-04-10,125.119
2006-04-11,124.235
2006-04-12,123.882
2006-04-13,124.013
2006-04-14,124.08
2006-04-17,124.538
2006-04-18,125.925
2006-04-19,126.878
2006-04-20,126.943
2006-04-21,127.53
2006-04-24,127.127
2006-04-25,126.992
2006-04-26,127.548
2006-04-27,127.941
2006-04-28,127.876
2006-05-01,128.074
2006-05-02,129.111
2006-05-03,128.493
2006-05-04,129.125
2006-05-05,130.577
2006-05-08,130.943
2006-05-09,131.301
2006-05-10,131.019
2006-05-11,129.983
2006-05-12,128.261
2006-05-15,127.044
2006-05-16,126.752
2006-05-17,124.657
2006-05-18,123.438
2006-05-19,123.114
2006-05-22,121.536
2006-05-23,122.212
2006-05-24,121.393
2006-05-25,122.559
2006-05-26,123.874
2006-05-29,124.118
2006-05-30,122.659
2006-05-31,122.835
2006-06-01,123.695
2006-06-02,124.815
2006-06-05,123.299
2006-06-06,121.389
2006-06-07,120.544
2006-06-08,118.305
2006-06-09,119.081
2006-06-12,117.723
2006-06-13,115.17
2006-06-14,115.867
2006-06-15,118.312
2006-06-16,118.615
2006-06-19,117.783
2006-06-20,117.807
2006-06-21,118.723
2006-06-22,118.736
2006-06-23,118.515
2006-06-26,118.848
2006-06-27,118.338
2006-06-28,118.294
2006-06-29,120.703
2006-06-30,122.782
2006-07-03,123.635
2006-07-04,123.922
2006-07-05,122.294
2006-07-06,122.865
2006-07-07,122.811
2006-07-10,122.931
2006-07-11,122.739
2006-07-12,121.694
2006-07-13,120.104
2006-07-14,118.649
2006-07-17,117.762
2006-07-18,117.336
2006-07-19,119.551
2006-07-20,119.976
2006-07-21,119.193
2006-07-24,120.591
2006-07-25,121.394
2006-07-26,121.418
2006-07-27,122.439
2006-07-28,123.693
2006-07-31,123.62
2006-08-01,122.806
2006-08-02,123.962
2006-08-03,123.674
2006-08-04,124.498
2006-08-07,123.494
2006-08-08,123.533
2006-08-09,123.899
2006-08-10,123.455
2006-08-11,123.148
2006-08-14,123.537
2006-08-15,124.93
2006-08-16,126.229
2006-08-17,126.524
2006-08-18,126.464
2006-08-21,126.36
2006-08-22,126.4
2006-08-23,125.846
2006-08-24,125.79
2006-08-25,125.509
2006-08-28,125.981
2006-08-29,126.32
2006-08-30,126.852
2006-08-31,126.825
2006-09-01,127.438
2006-09-04,128.263
2006-09-05,128.069
2006-09-06,126.688
2006-09-07,125.458
2006-09-08,125.577
2006-09-11,124.81
2006-09-12,125.875
2006-09-13,126.351
2006-09-14,126.642
2006-09-15,126.544
2006-09-18,126.897
2006-09-19,126.652
2006-09-20,127.009
2006-09-21,127.036
2006-09-22,126.429
2006-09-25,126.649
2006-09-26,127.417
2006-09-27,128.313
2006-09-28,128.542
2006-09-29,128.303
2006-10-02,128.531
2006-10-03,128.267
2006-10-04,128.952
2006-10-05,129.902
2006-10-06,129.304
2006-10-09,129.436
2006-10-10,129.679
2006-10-11,129.461
2006-10-12,130.364
2006-10-13,130.804
2006-10-16,131.476
2006-10-17,130.786
2006-10-18,131.168
2006-10-19,131.578
2006-10-20,131.851
2006-10-23,132.243
2006-10-24,132.323
2006-10-25,132.925
2006-10-26,133.749
2006-10-27,133.286
2006-10-30,132.828
2006-10-31,133.115
2006-11-01,132.928
2006-11-02,132.712
2006-11-03,132.541
2006-11-06,133.747
2006-11-07,134.593
2006-11-08,134.361
2006-11-09,134.038
2006-11-10,134.344
2006-11-13,134.19
2006-11-14,134.85
2006-11-15,135.224
2006-11-16,135.363
2006-11-17,135.085
2006-11-20,134.74
2006-11-21,135.152
2006-11-22,136.133
2006-11-23,136.201
2006-11-24,136.076
2006-11-27,134.767
2006-11-28,134.733
2006-11-29,136.364
2006-11-30,136.879
2006-12-01,136.713
2006-12-04,137.543
2006-12-05,138.137
2006-12-06,138.335
2006-12-07,138.292
2006-12-08,138.285
2006-12-11,138.205
2006-12-12,138.332
2006-12-13,138.636
2006-12-14,139.555
2006-12-15,139.62
2006-12-18,139.338
2006-12-19,139.164
2006-12-20,139.637
2006-12-21,139.281
2006-12-22,138.735
2006-12-25,138.671
2006-12-26,138.906
2006-12-27,140.071
2006-12-28,140.165
2006-12-29,139.933
2007-01-01,139.934
2007-01-02,141.04
2007-01-03,140.489
2007-01-04,139.942
2007-01-05,138.522
2007-01-08,138.61
2007-01-09,138.584
2007-01-10,137.82
2007-01-11,138.785
2007-01-12,139.967
2007-01-15,140.624
2007-01-16,140.333
2007-01-17,140.362
2007-01-18,140.159
2007-01-19,140.656
2007-01-22,140.448
2007-01-23,141.032
2007-01-24,141.979
2007-01-25,141.028
2007-01-26,140.197
2007-01-29,140.256
2007-01-30,140.992
2007-01-31,141.325
2007-02-01,142.681
2007-02-02,142.911
2007-02-05,142.659
2007-02-06,143.187
2007-02-07,143.635
2007-02-08,143.117
2007-02-09,142.848
2007-02-12,142.044
2007-02-13,143.051
2007-02-14,144.675
2007-02-15,145.207
2007-02-16,145.041
2007-02-19,145.303
2007-02-20,145.352
2007-02-21,144.864
2007-02-22,145.091
2007-02-23,145.312
2007-02-26,145.568
2007-02-27,141.889
2007-02-28,140.581
2007-03-01,139.635
2007-03-02,138.59
2007-03-05,136.218
2007-03-06,138.239
2007-03-07,138.556
2007-03-08,139.928
2007-03-09,140.172
2007-03-12,140.707
2007-03-13,138.825
2007-03-14,137.486
2007-03-15,138.94
2007-03-16,138.794
2007-03-19,140.39
2007-03-20,141.358
2007-03-21,142.846
2007-03-22,144.105
2007-03-23,144.304
2007-03-26,144.177
2007-03-27,143.63
2007-03-28,142.847
2007-03-29,143.481
2007-03-30,143.4
2007-04-02,143.739
2007-04-03,145.101
2007-04-04,145.744
2007-04-05,146.177
2007-04-06,146.145
2007-04-09,146.115
2007-04-10,146.96
2007-04-11,146.534
2007-04-12,146.95
2007-04-13,147.435
2007-04-16,149.156
2007-04-17,149.375
2007-04-18,149.493
2007-04-19,148.816
2007-04-20,150.196
2007-04-23,149.939
2007-04-24,149.664
2007-04-25,150.706
2007-04-26,150.568
2007-04-27,150.349
2007-04-30,149.766
2007-05-01,149.587
2007-05-02,150.544
2007-05-03,151.073
2007-05-04,151.886
2007-05-07,152.644
2007-05-08,151.766
2007-05-09,152.437
2007-05-10,150.839
2007-05-11,151.626
2007-05-14,151.679
2007-05-15,151.734
2007-05-16,152.248
2007-05-17,152.017
2007-05-18,152.865
2007-05-21,153.105
2007-05-22,153.299
2007-05-23,153.772
2007-05-24,152.268
2007-05-25,152.52
2007-05-28,152.722
2007-05-29,153.105
2007-05-30,153.291
2007-05-31,154.219
2007-06-01,155.183
2007-06-04,155.648
2007-06-05,155.19
2007-06-06,153.618
2007-06-07,151.583
2007-06-08,151.523
2007-06-11,152.095
2007-06-12,150.94
2007-06-13,151.965
2007-06-14,153.437
2007-06-15,155.015
2007-06-18,155.212
2007-06-19,155.253
2007-06-20,154.541
2007-06-21,154.516
2007-06-22,153.416
2007-06-25,152.929
2007-06-26,152.357
2007-06-27,152.33
2007-06-28,153.197
2007-06-29,153.765
2007-07-02,155.218
2007-07-03,156.1
2007-07-04,156.456
2007-07-05,156.209
2007-07-06,156.964
2007-07-09,157.527
2007-07-10,156.37
2007-07-11,156.541
2007-07-12,158.602
2007-07-13,159.565
2007-07-16,159.424
2007-07-17,159.232
2007-07-18,158.443
2007-07-19,159.563
2007-07-20,158.552
2007-07-23,159.033
2007-07-24,156.934
2007-07-25,156.128
2007-07-26,152.676
2007-07-27,150.146
2007-07-30,151.028
2007-07-31,151.417
2007-08-01,150.114
2007-08-02,150.957
2007-08-03,148.975
2007-08-06,149.759
2007-08-07,150.645
2007-08-08,153.344
2007-08-09,150.152
2007-08-10,147.632
2007-08-13,148.486
2007-08-14,146.359
2007-08-15,144.074
2007-08-16,141.466
2007-08-17,143.654
2007-08-20,144.959
2007-08-21,145.446
2007-08-22,147.415
2007-08-23,148.384
2007-08-24,149.546
2007-08-27,149.452
2007-08-28,146.926
2007-08-29,148.315
2007-08-30,148.805
2007-08-31,150.998
2007-09-03,151.164
2007-09-04,152.053
2007-09-05,150.525
2007-09-06,151.289
2007-09-07,149.413
2007-09-10,148.469
2007-09-11,150.532
2007-09-12,150.94
2007-09-13,151.922
2007-09-14,151.803
2007-09-17,150.606
2007-09-18,152.955
2007-09-19,156.119
2007-09-20,156.248
2007-09-21,156.712
2007-09-24,156.701
2007-09-25,156.529
2007-09-26,157.294
2007-09-27,158.875
2007-09-28,159.104
2007-10-01,160.642
2007-10-02,161.106
2007-10-03,160.802
2007-10-04,160.729
2007-10-05,162.334
2007-10-08,161.648
2007-10-09,162.852
2007-10-10,163.272
2007-10-11,163.949
2007-10-12,163.783
2007-10-15,163.06
2007-10-16,161.364
2007-10-17,161.902
2007-10-18,162.116
2007-10-19,159.435
2007-10-22,157.937
2007-10-23,160.048
2007-10-24,159.517
2007-10-25,160.439
2007-10-26,162.866
2007-10-29,164.435
2007-10-30,163.588
2007-10-31,165.311
2007-11-01,162.651
2007-11-02,161.874
2007-11-05,160.473
2007-11-06,162.2
2007-11-07,160.363
2007-11-08,159.274
2007-11-09,157.212
2007-11-12,154.678
2007-11-13,157.042
2007-11-14,158.142
2007-11-15,155.951
2007-11-16,155.354
2007-11-19,152.891
2007-11-20,154.224
2007-11-21,151.241
2007-11-22,151.605
2007-11-23,153.34
2007-11-26,152.38
2007-11-27,152.939
2007-11-28,155.826
2007-11-29,156.971
2007-11-30,158.002
2007-12-03,157.422
2007-12-04,156.517
2007-12-05,158.326
2007-12-06,159.713
2007-12-07,160.283
2007-12-10,161.171
2007-12-11,159.341
2007-12-12,159.521
2007-12-13,157.225
2007-12-14,155.3
2007-12-17,152.168
2007-12-18,152.603
2007-12-19,152.328
2007-12-20,152.72
2007-12-21,155.075
2007-12-24,156.166
2007-12-25,156.434
2007-12-26,157.023
2007-12-27,156.405
2007-12-28,156.794
2007-12-31,156.253
2008-01-01,156.258
2008-01-02,155.193
2008-01-03,154.939
2008-01-04,152.012
2008-01-07,151.226
2008-01-08,150.53
2008-01-09,150.872
2008-01-10,150.812
2008-01-11,149.493
2008-01-14,150.812
2008-01-15,147.35
2008-01-16,144.522
2008-01-17,142.617
2008-01-18,141.596
2008-01-21,136.946
2008-01-22,136.208
2008-01-23,136.906
2008-01-24,141.046
2008-01-25,141.359
2008-01-28,141.423
2008-01-29,142.938
2008-01-30,142.007
2008-01-31,143.455
2008-02-01,145.758
2008-02-04,145.8
2008-02-05,141.397
2008-02-06,140.137
2008-02-07,139.265
2008-02-08,139.098
2008-02-11,138.932
2008-02-12,141.245
2008-02-13,142.059
2008-02-14,142.449
2008-02-15,141.861
2008-02-18,142.537
2008-02-19,143.372
2008-02-20,142.301
2008-02-21,142.89
2008-02-22,142.973
2008-02-25,145.145
2008-02-26,146.668
2008-02-27,147.895
2008-02-28,146.803
2008-02-29,143.861
2008-03-03,142.335
2008-03-04,141.446
2008-03-05,142.674
2008-03-06,141.388
2008-03-07,139.394
2008-03-10,137.273
2008-03-11,140.253
2008-03-12,141.352
2008-03-13,140.702
2008-03-14,138.802
2008-03-17,135.546
2008-03-18,139.865
2008-03-19,137.791
2008-03-20,137.861
2008-03-21,138.173
2008-03-24,139.357
2008-03-25,142.571
2008-03-26,142.578
2008-03-27,142.31
2008-03-28,141.707
2008-03-31,141.75
2008-04-01,144.549
2008-04-02,146.089
2008-04-03,146.541
2008-04-04,147.206
2008-04-07,147.965
2008-04-08,146.854
2008-04-09,145.958
2008-04-10,146.35
2008-04-11,144.788
2008-04-14,143.68
2008-04-15,144.266
2008-04-16,147.528
2008-04-17,147.387
2008-04-18,148.873
2008-04-21,149.763
2008-04-22,148.99
2008-04-23,149.151
2008-04-24,148.781
2008-04-25,150.052
2008-04-28,150.462
2008-04-29,149.558
2008-04-30,149.658
2008-05-01,150.296
2008-05-02,151.808
2008-05-05,151.812
2008-05-06,152.567
2008-05-07,151.236
2008-05-08,151.48
2008-05-09,150.209
2008-05-12,151.433
2008-05-13,151.586
2008-05-14,152.064
2008-05-15,153.578
2008-05-16,154.774
2008-05-19,155.437
2008-05-20,154.118
2008-05-21,152.802
2008-05-22,152.806
2008-05-23,151.14
2008-05-26,150.449
2008-05-27,150.545
2008-05-28,150.809
2008-05-29,151.381
2008-05-30,151.997
2008-06-02,151.117
2008-06-03,150.275
2008-06-04,149.671
2008-06-05,151.079
2008-06-06,149.112
2008-06-09,148.232
2008-06-10,146.052
2008-06-11,144.566
2008-06-12,143.936
2008-06-13,145.0
2008-06-16,145.87
2008-06-17,146.135
2008-06-18,145.019
2008-06-19,144.265
2008-06-20,142.292
2008-06-23,141.618
2008-06-24,141.205
2008-06-25,142.084
2008-06-26,139.803
2008-06-27,139.079
2008-06-30,139.516
2008-07-01,138.418
2008-07-02,136.746
2008-07-03,136.171
2008-07-04,135.615
2008-07-07,135.558
2008-07-08,135.429
2008-07-09,135.283
2008-07-10,135.122
2008-07-11,133.951
2008-07-14,133.618
2008-07-15,131.666
2008-07-16,132.878
2008-07-17,135.088
2008-07-18,135.178
2008-07-21,136.052
2008-07-22,136.714
2008-07-23,137.619
2008-07-24,135.658
2008-07-25,135.072
2008-07-28,133.76
2008-07-29,134.293
2008-07-30,136.562
2008-07-31,135.893
2008-08-01,134.421
2008-08-04,132.94
2008-08-05,134.754
2008-08-06,135.743
2008-08-07,134.189
2008-08-08,134.417
2008-08-11,135.485
2008-08-12,134.255
2008-08-13,132.805
2008-08-14,133.458
2008-08-15,132.912
2008-08-18,132.077
2008-08-19,129.987
2008-08-20,131.018
2008-08-21,131.409
2008-08-22,132.274
2008-08-25,131.013
2008-08-26,130.639
2008-08-27,131.639
2008-08-28,133.184
2008-08-29,132.964
2008-09-01,131.832
2008-09-02,131.126
2008-09-03,129.994
2008-09-04,126.526
2008-09-05,125.096
2008-09-08,128.053
2008-09-09,124.666
2008-09-10,124.475
2008-09-11,124.099
2008-09-12,126.11
2008-09-15,121.586
2008-09-16,120.201
2008-09-17,116.731
2008-09-18,118.969
2008-09-19,126.289
2008-09-22,124.534
2008-09-23,122.829
2008-09-24,122.352
2008-09-25,124.062
2008-09-26,122.898
2008-09-29,114.495
2008-09-30,116.346
2008-10-01,116.506
2008-10-02,112.322
2008-10-03,111.816
2008-10-06,104.954
2008-10-07,101.831
2008-10-08,97.868
2008-10-09,94.028
2008-10-10,89.41
2008-10-13,97.737
2008-10-14,100.571
2008-10-15,93.43
2008-10-16,91.556
2008-10-17,92.644
2008-10-20,96.42
2008-10-21,94.719
2008-10-22,88.533
2008-10-23,88.305
2008-10-24,84.237
2008-10-27,80.625
2008-10-28,86.231
2008-10-29,89.424
2008-10-30,92.702
2008-10-31,93.292
2008-11-03,93.878
2008-11-04,98.247
2008-11-05,96.057
2008-11-06,90.306
2008-11-07,91.683
2008-11-10,92.091
2008-11-11,88.627
2008-11-12,85.116
2008-11-13,87.105
2008-11-14,85.926
2008-11-17,83.95
2008-11-18,83.902
2008-11-19,80.218
2008-11-20,75.407
2008-11-21,77.531
2008-11-24,82.643
2008-11-25,84.11
2008-11-26,85.531
2008-11-27,86.42
2008-11-28,87.163
2008-12-01,81.406
2008-12-02,82.685
2008-12-03,83.929
2008-12-04,82.52
2008-12-05,82.796
2008-12-08,87.526
2008-12-09,86.893
2008-12-10,88.287
2008-12-11,87.789
2008-12-12,86.917
2008-12-15,87.607
2008-12-16,90.042
2008-12-17,91.24
2008-12-18,90.533
2008-12-19,89.3
2008-12-22,87.821
2008-12-23,87.265
2008-12-24,87.218
2008-12-25,87.312
2008-12-26,87.681
2008-12-29,88.469
2008-12-30,89.924
2008-12-31,90.322
2009-01-01,90.34
2009-01-02,92.832
2009-01-05,93.042
2009-01-06,93.562
2009-01-07,92.498
2009-01-08,92.153
2009-01-09,90.633
2009-01-12,88.584
2009-01-13,87.381
2009-01-14,84.847
2009-01-15,83.814
2009-01-16,85.095
2009-01-19,84.482
2009-01-20,80.947
2009-01-21,82.326
2009-01-22,81.606
2009-01-23,81.053
2009-01-26,82.655
2009-01-27,83.818
2009-01-28,86.213
2009-01-29,84.344
2009-01-30,82.605
2009-02-02,81.545
2009-02-03,82.993
2009-02-04,83.567
2009-02-05,84.022
2009-02-06,85.933
2009-02-09,86.596
2009-02-10,83.83
2009-02-11,83.608
2009-02-12,82.795
2009-02-13,82.914
2009-02-16,82.286
2009-02-17,78.827
2009-02-18,78.311
2009-02-19,78.296
2009-02-20,76.471
2009-02-23,75.211
2009-02-24,76.042
2009-02-25,75.742
2009-02-26,75.75
2009-02-27,74.517
2009-03-02,70.852
2009-03-03,70.113
2009-03-04,71.91
2009-03-05,69.878
2009-03-06,69.626
2009-03-09,68.795
2009-03-10,72.329
2009-03-11,73.008
2009-03-12,74.368
2009-03-13,75.524
2009-03-16,76.497
2009-03-17,77.728
2009-03-18,78.681
2009-03-19,80.166
2009-03-20,78.923
2009-03-23,82.922
2009-03-24,82.415
2009-03-25,82.992
2009-03-26,84.335
2009-03-27,82.71
2009-03-30,79.401
2009-03-31,80.655
2009-04-01,81.933
2009-04-02,85.578
2009-04-03,85.838
2009-04-06,85.365
2009-04-07,83.869
2009-04-08,84.037
2009-04-09,86.703
2009-04-10,86.809
2009-04-13,87.28
2009-04-14,86.952
2009-04-15,87.076
2009-04-16,88.239
2009-04-17,88.672
2009-04-20,85.653
2009-04-21,86.215
2009-04-22,86.364
2009-04-23,87.14
2009-04-24,88.915
2009-04-27,88.179
2009-04-28,87.13
2009-04-29,89.267
2009-04-30,90.176
2009-05-01,90.465
2009-05-04,93.361
2009-05-05,93.515
2009-05-06,94.768
2009-05-07,94.763
2009-05-08,96.687
2009-05-11,95.783
2009-05-12,95.605
2009-05-13,93.503
2009-05-14,93.462
2009-05-15,93.59
2009-05-18,95.327
2009-05-19,96.64
2009-05-20,97.351
2009-05-21,95.702
2009-05-22,96.12
2009-05-25,96.268
2009-05-26,97.564
2009-05-27,97.253
2009-05-28,97.629
2009-05-29,99.161
2009-06-01,101.817
2009-06-02,102.228
2009-06-03,100.554
2009-06-04,100.802
2009-06-05,100.549
2009-06-08,99.689
2009-06-09,100.346
2009-06-10,101.069
2009-06-11,101.95
2009-06-12,101.717
2009-06-15,99.074
2009-06-16,98.231
2009-06-17,97.315
2009-06-18,97.786
2009-06-19,98.46
2009-06-22,95.953
2009-06-23,95.679
2009-06-24,97.115
2009-06-25,97.835
2009-06-26,98.584
2009-06-29,99.261
2009-06-30,98.605
2009-07-01,99.596
2009-07-02,97.229
2009-07-03,97.153
2009-07-06,96.395
2009-07-07,95.398
2009-07-08,94.451
2009-07-09,94.985
2009-07-10,94.43
2009-07-13,95.439
2009-07-14,96.685
2009-07-15,99.496
2009-07-16,100.364
2009-07-17,100.683
2009-07-20,102.249
2009-07-21,103.127
2009-07-22,103.117
2009-07-23,105.113
2009-07-24,105.39
2009-07-27,105.976
2009-07-28,105.658
2009-07-29,105.02
2009-07-30,106.584
2009-07-31,107.285
2009-08-03,109.499
2009-08-04,109.545
2009-08-05,109.023
2009-08-06,108.827
2009-08-07,109.146
2009-08-10,108.9
2009-08-11,107.785
2009-08-12,108.576
2009-08-13,109.945
2009-08-14,109.264
2009-08-17,106.089
2009-08-18,107.159
2009-08-19,107.648
2009-08-20,108.998
2009-08-21,110.71
2009-08-24,111.615
2009-08-25,111.832
2009-08-26,111.378
2009-08-27,111.186
2009-08-28,112.066
2009-08-31,111.122
2009-09-01,109.455
2009-09-02,108.605
2009-09-03,109.244
2009-09-04,110.447
2009-09-07,111.525
2009-09-08,112.982
2009-09-09,113.678
2009-09-10,114.56
2009-09-11,115.083
2009-09-14,114.859
2009-09-15,115.152
2009-09-16,117.125
2009-09-17,117.587
2009-09-18,117.314
2009-09-21,116.421
2009-09-22,117.736
2009-09-23,117.186
2009-09-24,115.676
2009-09-25,115.062
2009-09-28,116.119
2009-09-29,116.074
2009-09-30,116.22
2009-10-01,113.925
2009-10-02,112.587
2009-10-05,113.63
2009-10-06,115.933
2009-10-07,116.12
2009-10-08,117.614
2009-10-09,117.919
2009-10-12,118.539
2009-10-13,118.211
2009-10-14,120.395
2009-10-15,120.823
2009-10-16,119.732
2009-10-19,121.215
2009-10-20,120.724
2009-10-21,120.443
2009-10-22,120.339
2009-10-23,119.53
2009-10-26,118.281
2009-10-27,117.213
2009-10-28,114.712
2009-10-29,116.492
2009-10-30,114.424
2009-11-02,114.655
2009-11-03,114.068
2009-11-04,115.473
2009-11-05,116.721
2009-11-06,117.172
2009-11-09,119.866
2009-11-10,119.851
2009-11-11,120.502
2009-11-12,119.424
2009-11-13,120.024
2009-11-16,121.899
2009-11-17,121.343
2009-11-18,121.578
2009-11-19,119.596
2009-11-20,118.983
2009-11-23,121.004
2009-11-24,120.413
2009-11-25,121.48
2009-11-26,119.722
2009-11-27,118.531
2009-11-30,119.13
2009-12-01,121.53
2009-12-02,121.847
2009-12-03,121.622
2009-12-04,121.428
2009-12-07,121.065
2009-12-08,119.631
2009-12-09,119.311
2009-12-10,119.822
2009-12-11,120.084
2009-12-14,121.034
2009-12-15,120.337
2009-12-16,121.025
2009-12-17,118.895
2009-12-18,118.708
2009-12-21,119.706
2009-12-22,120.151
2009-12-23,120.966
2009-12-24,121.648
2009-12-25,121.598
2009-12-28,122.158
2009-12-29,122.305
2009-12-30,121.708
2009-12-31,121.597
2010-01-01,121.597
2010-01-04,123.737
2010-01-05,124.225
2010-01-06,124.402
2010-01-07,124.231
2010-01-08,124.748
2010-01-11,125.747
2010-01-12,124.925
2010-01-13,124.989
2010-01-14,125.585
2010-01-15,124.433
2010-01-18,124.694
2010-01-19,125.171
2010-01-20,123.219
2010-01-21,121.371
2010-01-22,119.555
2010-01-25,119.397
2010-01-26,118.559
2010-01-27,118.134
2010-01-28,117.239
2010-01-29,116.342
2010-02-01,117.242
2010-02-02,118.765
2010-02-03,118.431
2010-02-04,115.072
2010-02-05,113.629
2010-02-08,113.324
2010-02-09,114.335
2010-02-10,114.45
2010-02-11,115.242
2010-02-12,115.146
2010-02-15,115.211
2010-02-16,116.923
2010-02-17,117.955
2010-02-18,118.393
2010-02-19,117.835
2010-02-22,118.49
2010-02-23,117.422
2010-02-24,117.755
2010-02-25,116.767
2010-02-26,117.824
2010-03-01,118.685
2010-03-02,119.691
2010-03-03,120.543
2010-03-04,120.318
2010-03-05,121.887
2010-03-08,122.461
2010-03-09,122.412
2010-03-10,123.116
2010-03-11,123.288
2010-03-12,123.762
2010-03-15,123.123
2010-03-16,124.325
2010-03-17,125.365
2010-03-18,124.771
2010-03-19,124.176
2010-03-22,124.295
2010-03-23,125.042
2010-03-24,124.058
2010-03-25,124.159
2010-03-26,124.368
2010-03-29,125.293
2010-03-30,125.435
2010-03-31,125.404
2010-04-01,126.751
2010-04-02,126.828
2010-04-05,127.378
2010-04-06,127.492
2010-04-07,127.138
2010-04-08,126.847
2010-04-09,128.069
2010-04-12,128.582
2010-04-13,128.164
2010-04-14,129.589
2010-04-15,129.838
2010-04-16,127.824
2010-04-19,127.083
2010-04-20,128.234
2010-04-21,128.062
2010-04-22,127.366
2010-04-23,128.045
2010-04-26,128.52
2010-04-27,125.909
2010-04-28,124.941
2010-04-29,126.378
2010-04-30,125.615
2010-05-03,125.798
2010-05-04,122.724
2010-05-05,121.217
2010-05-06,117.941
2010-05-07,115.269
2010-05-10,120.843
2010-05-11,119.959
2010-05-12,121.394
2010-05-13,120.966
2010-05-14,118.088
2010-05-17,117.076
2010-05-18,116.713
2010-05-19,114.789
2010-05-20,111.427
2010-05-21,112.412
2010-05-24,111.643
2010-05-25,109.649
2010-05-26,110.54
2010-05-27,113.786
2010-05-28,113.596
2010-05-31,113.706
2010-06-01,112.463
2010-06-02,113.411
2010-06-03,114.751
2010-06-04,111.765
2010-06-07,109.658
2010-06-08,110.062
2010-06-09,110.583
2010-06-10,113.064
2010-06-11,113.731
2010-06-14,114.919
2010-06-15,116.613
2010-06-16,116.962
2010-06-17,117.181
2010-06-18,117.506
2010-06-21,118.389
2010-06-22,116.812
2010-06-23,115.841
2010-06-24,114.484
2010-06-25,114.149
2010-06-28,114.512
2010-06-29,110.919
2010-06-30,110.203
2010-07-01,109.591
2010-07-02,109.715
2010-07-05,109.447
2010-07-06,111.372
2010-07-07,113.236
2010-07-08,114.617
2010-07-09,115.406
2010-07-12,115.415
2010-07-13,117.106
2010-07-14,117.551
2010-07-15,117.491
2010-07-16,115.228
2010-07-19,115.115
2010-07-20,115.641
2010-07-21,115.352
2010-07-22,117.493
2010-07-23,118.296
2010-07-26,119.492
2010-07-27,119.689
2010-07-28,119.566
2010-07-29,119.521
2010-07-30,119.17
2010-08-02,122.035
2010-08-03,122.062
2010-08-04,122.084
2010-08-05,122.137
2010-08-06,122.064
2010-08-09,122.691
2010-08-10,121.291
2010-08-11,118.026
2010-08-12,117.317
2010-08-13,117.159
2010-08-16,117.494
2010-08-17,118.809
2010-08-18,118.908
2010-08-19,117.74
2010-08-20,116.436
2010-08-23,116.364
2010-08-24,114.863
2010-08-25,114.218
2010-08-26,114.598
2010-08-27,115.77
2010-08-30,115.306
2010-08-31,115.004
2010-09-01,118.167
2010-09-02,118.965
2010-09-03,120.239
2010-09-06,120.816
2010-09-07,119.579
2010-09-08,120.03
2010-09-09,120.858
2010-09-10,121.135
2010-09-13,122.914
2010-09-14,123.285
2010-09-15,123.427
2010-09-16,123.125
2010-09-17,123.115
2010-09-20,124.68
2010-09-21,124.487
2010-09-22,124.658
