Date,ACWI Standard (Large+Mid Cap)
2002-10-28,258.061
2002-10-29,253.663
2002-10-30,256.856
2002-10-31,257.657
2002-11-01,259.803
2002-11-04,263.863
2002-11-05,266.236
2002-11-06,266.782
2002-11-07,262.841
2002-11-08,260.751
2002-11-11,256.234
2002-11-12,258.223
2002-11-13,257.203
2002-11-14,261.553
2002-11-15,263.82
2002-11-18,262.735
2002-11-19,261.711
2002-11-20,264.071
2002-11-21,270.118
2002-11-22,269.963
2002-11-25,269.855
2002-11-26,264.999
2002-11-27,270.666
2002-11-28,272.295
2002-11-29,271.751
2002-12-02,271.291
2002-12-03,267.625
2002-12-04,266.176
2002-12-05,263.283
2002-12-06,264.507
2002-12-09,259.522
2002-12-10,261.788
2002-12-11,262.506
2002-12-12,261.648
2002-12-13,259.17
2002-12-16,264.095
2002-12-17,262.769
2002-12-18,258.709
2002-12-19,257.597
2002-12-20,260.286
2002-12-23,260.86
2002-12-24,260.475
2002-12-25,260.393
2002-12-26,260.382
2002-12-27,256.36
2002-12-30,257.901
2002-12-31,258.795
2003-01-01,258.799
2003-01-02,264.905
2003-01-03,265.917
2003-01-06,270.901
2003-01-07,268.522
2003-01-08,264.663
2003-01-09,268.654
2003-01-10,269.412
2003-01-13,269.635
2003-01-14,271.537
2003-01-15,268.619
2003-01-16,267.81
2003-01-17,264.489
2003-01-20,263.205
2003-01-21,260.318
2003-01-22,257.468
2003-01-23,259.393
2003-01-24,254.59
2003-01-27,249.152
2003-01-28,250.831
2003-01-29,251.952
2003-01-30,249.64
2003-01-31,251.242
2003-02-03,253.522
2003-02-04,250.362
2003-02-05,250.625
2003-02-06,247.934
2003-02-07,245.654
2003-02-10,245.759
2003-02-11,245.816
2003-02-12,243.416
2003-02-13,243.18
2003-02-14,246.899
2003-02-17,248.371
2003-02-18,251.538
2003-02-19,249.381
2003-02-20,248.128
2003-02-21,250.178
2003-02-24,246.965
2003-02-25,245.069
2003-02-26,243.224
2003-02-27,244.933
2003-02-28,246.839
2003-03-03,246.925
2003-03-04,243.617
2003-03-05,244.613
2003-03-06,242.447
2003-03-07,242.081
2003-03-10,236.734
2003-03-11,235.074
2003-03-12,233.502
2003-03-13,240.383
2003-03-14,243.022
2003-03-17,249.107
2003-03-18,250.202
2003-03-19,252.154
2003-03-20,252.946
2003-03-21,257.745
2003-03-24,251.005
2003-03-25,253.17
2003-03-26,252.825
2003-03-27,251.703
2003-03-28,250.601
2003-03-31,245.906
2003-04-01,248.493
2003-04-02,253.893
2003-04-03,253.438
2003-04-04,254.607
2003-04-07,257.364
2003-04-08,256.088
2003-04-09,253.871
2003-04-10,254.286
2003-04-11,253.512
2003-04-14,257.018
2003-04-15,259.692
2003-04-16,257.82
2003-04-17,261.049
2003-04-18,261.184
2003-04-21,260.516
2003-04-22,264.61
2003-04-23,266.828
2003-04-24,265.007
2003-04-25,261.439
2003-04-28,265.432
2003-04-29,266.146
2003-04-30,267.866
2003-05-01,268.419
2003-05-02,270.921
2003-05-05,271.556
2003-05-06,274.942
2003-05-07,273.792
2003-05-08,270.866
2003-05-09,274.141
2003-05-12,276.992
2003-05-13,276.588
2003-05-14,276.486
2003-05-15,278.111
2003-05-16,278.526
2003-05-19,272.768
2003-05-20,272.73
2003-05-21,272.81
2003-05-22,275.418
2003-05-23,276.463
2003-05-26,276.873
2003-05-27,279.977
2003-05-28,281.096
2003-05-29,281.797
2003-05-30,283.454
2003-06-02,286.122
2003-06-03,286.193
2003-06-04,289.538
2003-06-05,291.494
2003-06-06,292.091
2003-06-09,289.71
2003-06-10,290.941
2003-06-11,295.073
2003-06-12,295.889
2003-06-13,293.765
2003-06-16,298.851
2003-06-17,300.327
2003-06-18,299.681
2003-06-19,295.89
2003-06-20,296.172
2003-06-23,291.88
2003-06-24,290.842
2003-06-25,290.526
2003-06-26,291.027
2003-06-27,289.911
2003-06-30,288.898
2003-07-01,290.162
2003-07-02,294.14
2003-07-03,294.052
2003-07-04,293.419
2003-07-07,298.161
2003-07-08,298.48
2003-07-09,297.225
2003-07-10,294.011
2003-07-11,295.454
2003-07-14,298.228
2003-07-15,296.602
2003-07-16,294.622
2003-07-17,290.785
2003-07-18,292.911
2003-07-21,290.624
2003-07-22,292.515
2003-07-23,293.658
2003-07-24,294.414
2003-07-25,297.3
2003-07-28,298.025
2003-07-29,296.498
2003-07-30,294.9
2003-07-31,295.309
2003-08-01,293.115
2003-08-04,293.117
2003-08-05,290.533
2003-08-06,289.52
2003-08-07,291.394
2003-08-08,292.322
2003-08-11,293.866
2003-08-12,295.932
2003-08-13,295.827
2003-08-14,298.187
2003-08-15,298.417
2003-08-18,300.457
2003-08-19,300.943
2003-08-20,301.236
2003-08-21,301.838
2003-08-22,299.716
2003-08-25,299.28
2003-08-26,298.791
2003-08-27,299.486
2003-08-28,300.858
2003-08-29,302.319
2003-09-01,304.148
2003-09-02,306.047
2003-09-03,308.24
2003-09-04,308.785
2003-09-05,308.353
2003-09-08,311.198
2003-09-09,309.944
2003-09-10,306.81
2003-09-11,307.307
2003-09-12,308.474
2003-09-15,307.918
2003-09-16,311.304
2003-09-17,311.841
2003-09-18,315.272
2003-09-19,314.712
2003-09-22,311.466
2003-09-23,312.459
2003-09-24,309.388
2003-09-25,307.229
2003-09-26,305.016
2003-09-29,306.549
2003-09-30,304.25
2003-10-01,310.413
2003-10-02,312.202
2003-10-03,315.811
2003-10-06,316.768
2003-10-07,318.378
2003-10-08,317.191
2003-10-09,319.436
2003-10-10,320.393
2003-10-13,322.18
2003-10-14,322.996
2003-10-15,322.68
2003-10-16,324.038
2003-10-17,321.532
2003-10-20,322.762
2003-10-21,323.352
2003-10-22,319.645
2003-10-23,317.288
2003-10-24,316.979
2003-10-27,318.235
2003-10-28,321.82
2003-10-29,322.992
2003-10-30,323.331
2003-10-31,322.707
2003-11-03,324.268
2003-11-04,324.465
2003-11-05,323.499
2003-11-06,323.521
2003-11-07,324.582
2003-11-10,323.074
2003-11-11,321.477
2003-11-12,324.868
2003-11-13,326.491
2003-11-14,325.661
2003-11-17,321.538
2003-11-18,321.109
2003-11-19,321.195
2003-11-20,320.039
2003-11-21,320.736
2003-11-24,323.708
2003-11-25,324.732
2003-11-26,327.05
2003-11-27,327.357
2003-11-28,327.651
2003-12-01,331.877
2003-12-02,332.275
2003-12-03,332.75
2003-12-04,333.228
2003-12-05,331.754
2003-12-08,332.657
2003-12-09,331.79
2003-12-10,330.373
2003-12-11,332.489
2003-12-12,334.435
2003-12-15,334.774
2003-12-16,335.018
2003-12-17,335.207
2003-12-18,338.319
2003-12-19,338.829
2003-12-22,340.194
2003-12-23,341.306
2003-12-24,341.642
2003-12-25,341.668
2003-12-26,342.205
2003-12-29,345.555
2003-12-30,347.08
2003-12-31,348.427
2004-01-01,348.44
2004-01-02,349.305
2004-01-05,354.164
2004-01-06,354.908
2004-01-07,354.204
2004-01-08,356.643
2004-01-09,356.015
2004-01-12,356.395
2004-01-13,355.332
2004-01-14,356.848
2004-01-15,355.705
2004-01-16,356.66
2004-01-19,357.162
2004-01-20,358.688
2004-01-21,361.065
2004-01-22,361.461
2004-01-23,360.919
2004-01-26,361.681
2004-01-27,360.386
2004-01-28,357.675
2004-01-29,354.977
2004-01-30,354.398
2004-02-02,355.469
2004-02-03,356.174
2004-02-04,353.132
2004-02-05,354.023
2004-02-06,358.387
2004-02-09,359.295
2004-02-10,360.549
2004-02-11,362.825
2004-02-12,363.603
2004-02-13,362.525
2004-02-16,362.861
2004-02-17,366.372
2004-02-18,365.327
2004-02-19,364.185
2004-02-20,361.35
2004-02-23,361.177
2004-02-24,360.201
2004-02-25,360.233
2004-02-26,359.874
2004-02-27,360.938
2004-03-01,365.221
2004-03-02,363.337
2004-03-03,361.474
2004-03-04,363.14
2004-03-05,365.822
2004-03-08,363.64
2004-03-09,362.224
2004-03-10,356.793
2004-03-11,350.826
2004-03-12,352.302
2004-03-15,348.428
2004-03-16,351.526
2004-03-17,355.02
2004-03-18,355.607
2004-03-19,353.481
2004-03-22,348.791
2004-03-23,348.223
2004-03-24,347.365
2004-03-25,351.783
2004-03-26,352.104
2004-03-29,356.5
2004-03-30,357.703
2004-03-31,359.016
2004-04-01,362.157
2004-04-02,363.82
2004-04-05,365.149
2004-04-06,364.846
2004-04-07,364.659
2004-04-08,364.277
2004-04-09,363.689
2004-04-12,365.078
2004-04-13,361.456
2004-04-14,358.554
2004-04-15,357.877
2004-04-16,360.47
2004-04-19,360.562
2004-04-20,357.956
2004-04-21,356.953
2004-04-22,359.931
2004-04-23,360.792
2004-04-26,360.704
2004-04-27,360.767
2004-04-28,355.492
2004-04-29,353.366
2004-04-30,350.775
2004-05-03,352.778
2004-05-04,355.453
2004-05-05,356.98
2004-05-06,352.796
2004-05-07,347.3
2004-05-10,338.976
2004-05-11,341.403
2004-05-12,342.869
2004-05-13,341.82
2004-05-14,340.837
2004-05-17,337.175
2004-05-18,339.701
2004-05-19,343.711
2004-05-20,341.739
2004-05-21,344.433
2004-05-24,345.179
2004-05-25,348.507
2004-05-26,350.351
2004-05-27,354.169
2004-05-28,353.583
2004-05-31,353.734
2004-06-01,353.442
2004-06-02,354.565
2004-06-03,351.932
2004-06-04,353.844
2004-06-07,360.23
2004-06-08,360.582
2004-06-09,356.913
2004-06-10,358.1
2004-06-11,356.665
2004-06-14,353.283
2004-06-15,355.374
2004-06-16,356.706
2004-06-17,357.101
2004-06-18,358.183
2004-06-21,357.755
2004-06-22,357.154
2004-06-23,359.301
2004-06-24,361.319
2004-06-25,359.832
2004-06-28,361.059
2004-06-29,360.209
2004-06-30,360.883
2004-07-01,359.007
2004-07-02,358.35
2004-07-05,357.374
2004-07-06,355.228
2004-07-07,356.47
2004-07-08,355.059
2004-07-09,356.147
2004-07-12,356.527
2004-07-13,355.977
2004-07-14,355.08
2004-07-15,352.899
2004-07-16,353.407
2004-07-19,352.992
2004-07-20,353.48
2004-07-21,350.533
2004-07-22,349.554
2004-07-23,345.912
2004-07-26,344.549
2004-07-27,345.782
2004-07-28,346.257
2004-07-29,348.371
2004-07-30,349.435
2004-08-02,350.198
2004-08-03,349.652
2004-08-04,348.014
2004-08-05,345.178
2004-08-06,342.009
2004-08-09,341.074
2004-08-10,344.433
2004-08-11,342.61
2004-08-12,340.273
2004-08-13,340.862
2004-08-16,343.879
2004-08-17,344.796
2004-08-18,347.248
2004-08-19,348.294
2004-08-20,349.223
2004-08-23,349.094
2004-08-24,348.457
2004-08-25,350.362
2004-08-26,351.428
2004-08-27,352.561
2004-08-30,350.799
2004-08-31,351.704
2004-09-01,353.457
2004-09-02,355.868
2004-09-03,354.05
2004-09-06,355.37
2004-09-07,357.053
2004-09-08,356.623
2004-09-09,356.241
2004-09-10,358.759
2004-09-13,360.011
2004-09-14,360.896
2004-09-15,357.466
2004-09-16,358.675
2004-09-17,359.942
2004-09-20,358.739
2004-09-21,361.595
2004-09-22,357.988
2004-09-23,357.002
2004-09-24,356.754
2004-09-27,354.849
2004-09-28,356.563
2004-09-29,358.041
2004-09-30,359.114
2004-10-01,364.262
2004-10-04,365.73
2004-10-05,366.218
2004-10-06,367.717
2004-10-07,365.48
2004-10-08,365.242
2004-10-11,365.368
2004-10-12,362.532
2004-10-13,360.691
2004-10-14,359.068
2004-10-15,360.514
2004-10-18,361.272
2004-10-19,361.014
2004-10-20,360.39
2004-10-21,361.667
2004-10-22,360.174
2004-10-25,359.138
2004-10-26,362.29
2004-10-27,366.283
2004-10-28,367.888
2004-10-29,367.976
2004-11-01,368.991
2004-11-02,370.201
2004-11-03,374.275
2004-11-04,378.116
2004-11-05,380.375
2004-11-08,380.018
2004-11-09,379.461
2004-11-10,379.369
2004-11-11,381.865
2004-11-12,385.581
2004-11-15,386.34
2004-11-16,384.599
2004-11-17,387.809
2004-11-18,387.468
2004-11-19,385.469
2004-11-22,385.091
2004-11-23,385.702
2004-11-24,387.669
2004-11-25,389.671
2004-11-26,389.7
2004-11-29,389.762
2004-11-30,388.189
2004-12-01,392.262
2004-12-02,392.902
2004-12-03,393.941
2004-12-06,393.478
2004-12-07,390.937
2004-12-08,389.19
2004-12-09,388.66
2004-12-10,388.074
2004-12-13,391.998
2004-12-14,393.302
2004-12-15,396.025
2004-12-16,394.695
2004-12-17,392.464
2004-12-20,394.883
2004-12-21,396.282
2004-12-22,398.146
2004-12-23,399.614
2004-12-24,400.76
2004-12-27,400.772
2004-12-28,402.416
2004-12-29,401.922
2004-12-30,403.398
2004-12-31,403.32
2005-01-03,400.793
2005-01-04,396.303
2005-01-05,393.878
2005-01-06,393.601
2005-01-07,392.917
2005-01-10,394.354
2005-01-11,393.458
2005-01-12,395.072
2005-01-13,392.858
2005-01-14,393.724
2005-01-17,394.548
2005-01-18,395.491
2005-01-19,393.918
2005-01-20,390.34
2005-01-21,389.481
2005-01-24,389.613
2005-01-25,389.726
2005-01-26,392.972
2005-01-27,393.029
2005-01-28,391.654
2005-01-31,394.851
2005-02-01,396.69
2005-02-02,398.326
2005-02-03,396.652
2005-02-04,400.417
2005-02-07,399.926
2005-02-08,399.188
2005-02-09,397.777
2005-02-10,400.057
2005-02-11,402.567
2005-02-14,404.635
2005-02-15,405.935
2005-02-16,405.146
2005-02-17,404.519
2005-02-18,405.161
2005-02-21,405.278
2005-02-22,403.332
2005-02-23,402.673
2005-02-24,404.526
2005-02-25,408.556
2005-02-28,408.714
2005-03-01,409.73
2005-03-02,408.93
2005-03-03,409.302
2005-03-04,413.946
2005-03-07,414.012
2005-03-08,414.242
2005-03-09,411.93
2005-03-10,410.993
2005-03-11,410.61
2005-03-14,410.065
2005-03-15,408.774
2005-03-16,406.99
2005-03-17,406.501
2005-03-18,405.967
2005-03-21,403.471
2005-03-22,401.853
2005-03-23,398.267
2005-03-24,397.885
2005-03-25,398.157
2005-03-28,397.784
2005-03-29,395.747
2005-03-30,398.595
2005-03-31,399.872
2005-04-01,399.208
2005-04-04,397.151
2005-04-05,399.392
2005-04-06,400.713
2005-04-07,403.115
2005-04-08,401.222
2005-04-11,401.842
2005-04-12,401.316
2005-04-13,399.885
2005-04-14,395.542
2005-04-15,390.829
2005-04-18,388.259
2005-04-19,391.679
2005-04-20,389.197
2005-04-21,393.014
2005-04-22,393.206
2005-04-25,394.735
2005-04-26,392.296
2005-04-27,391.327
2005-04-28,388.363
2005-04-29,391.319
2005-05-02,392.169
2005-05-03,392.829
2005-05-04,397.417
2005-05-05,397.726
2005-05-06,397.957
2005-05-09,398.388
2005-05-10,395.747
2005-05-11,395.409
2005-05-12,392.563
2005-05-13,390.458
2005-05-16,391.209
2005-05-17,392.572
2005-05-18,396.284
2005-05-19,398.645
2005-05-20,397.454
2005-05-23,399.718
2005-05-24,399.987
2005-05-25,398.73
2005-05-26,400.132
2005-05-27,401.242
2005-05-30,401.79
2005-05-31,398.919
2005-06-01,401.705
2005-06-02,402.571
2005-06-03,401.425
2005-06-06,401.727
2005-06-07,402.735
2005-06-08,403.013
2005-06-09,402.023
2005-06-10,401.853
2005-06-13,401.687
2005-06-14,402.649
2005-06-15,403.939
2005-06-16,405.592
2005-06-17,408.961
2005-06-20,407.79
2005-06-21,408.055
2005-06-22,408.581
2005-06-23,405.956
2005-06-24,403.427
2005-06-27,402.494
2005-06-28,404.822
2005-06-29,404.756
2005-06-30,403.128
2005-07-01,402.99
2005-07-04,402.787
2005-07-05,404.173
2005-07-06,403.693
2005-07-07,401.989
2005-07-08,405.866
2005-07-11,410.12
2005-07-12,412.246
2005-07-13,411.604
2005-07-14,413.137
2005-07-15,412.37
2005-07-18,411.428
2005-07-19,412.412
2005-07-20,413.532
2005-07-21,414.623
2005-07-22,415.761
2005-07-25,414.636
2005-07-26,414.143
2005-07-27,416.114
2005-07-28,418.664
2005-07-29,418.142
2005-08-01,419.636
2005-08-02,422.962
2005-08-03,424.462
2005-08-04,422.34
2005-08-05,418.804
2005-08-08,419.51
2005-08-09,421.69
2005-08-10,424.564
2005-08-11,427.417
2005-08-12,426.097
2005-08-15,425.901
2005-08-16,422.783
2005-08-17,422.022
2005-08-18,419.066
2005-08-19,419.915
2005-08-22,422.828
2005-08-23,420.961
2005-08-24,419.342
2005-08-25,419.388
2005-08-26,417.954
2005-08-29,417.824
2005-08-30,416.752
2005-08-31,421.512
2005-09-01,425.787
2005-09-02,426.459
2005-09-05,427.359
2005-09-06,430.399
2005-09-07,431.135
2005-09-08,429.549
2005-09-09,433.03
2005-09-12,432.215
2005-09-13,429.479
2005-09-14,429.921
2005-09-15,429.588
2005-09-16,431.922
2005-09-19,430.725
2005-09-20,430.459
2005-09-21,428.318
2005-09-22,427.192
2005-09-23,426.579
2005-09-26,429.112
2005-09-27,428.055
2005-09-28,430.264
2005-09-29,433.243
2005-09-30,434.312
2005-10-03,433.149
2005-10-04,431.843
2005-10-05,426.261
2005-10-06,423.235
2005-10-07,423.368
2005-10-10,421.669
2005-10-11,422.026
2005-10-12,419.597
2005-10-13,416.098
2005-10-14,419.254
2005-10-17,419.34
2005-10-18,415.147
2005-10-19,415.83
2005-10-20,413.286
2005-10-21,413.634
2005-10-24,418.091
2005-10-25,419.423
2005-10-26,418.935
2005-10-27,416.131
2005-10-28,418.465
2005-10-31,422.695
2005-11-01,423.396
2005-11-02,427.49
2005-11-03,430.085
2005-11-04,428.134
2005-11-07,428.912
2005-11-08,428.141
2005-11-09,428.076
