Date,BELGIUM IMI VALUE IMI (Large+Mid+Small Cap)
2005-11-08,636.002
2005-11-09,633.018
2005-11-10,637.605
2005-11-11,642.676
2005-11-14,641.615
2005-11-15,640.712
2005-11-16,637.841
2005-11-17,642.175
2005-11-18,645.744
2005-11-21,650.493
2005-11-22,651.594
2005-11-23,655.83
2005-11-24,651.08
2005-11-25,651.76
2005-11-28,652.923
2005-11-29,650.612
2005-11-30,649.56
2005-12-01,653.784
2005-12-02,656.352
2005-12-05,658.33
2005-12-06,660.968
2005-12-07,659.044
2005-12-08,664.541
2005-12-09,663.945
2005-12-12,673.23
2005-12-13,671.176
2005-12-14,676.446
2005-12-15,668.512
2005-12-16,680.115
2005-12-19,680.127
2005-12-20,675.203
2005-12-21,677.868
2005-12-22,682.541
2005-12-23,682.915
2005-12-26,682.915
2005-12-27,686.786
2005-12-28,690.206
2005-12-29,687.31
2005-12-30,680.001
2006-01-02,685.004
2006-01-03,697.501
2006-01-04,710.214
2006-01-05,711.824
2006-01-06,715.698
2006-01-09,711.792
2006-01-10,710.824
2006-01-11,718.952
2006-01-12,716.959
2006-01-13,716.872
2006-01-16,722.673
2006-01-17,712.094
2006-01-18,708.722
2006-01-19,714.778
2006-01-20,709.29
2006-01-23,718.134
2006-01-24,718.128
2006-01-25,723.994
2006-01-26,733.418
2006-01-27,734.264
2006-01-30,729.892
2006-01-31,730.883
2006-02-01,737.108
2006-02-02,733.012
2006-02-03,726.855
2006-02-06,731.081
2006-02-07,728.186
2006-02-08,724.612
2006-02-09,733.093
2006-02-10,728.235
2006-02-13,729.291
2006-02-14,727.044
2006-02-15,728.12
2006-02-16,730.343
2006-02-17,735.095
2006-02-20,738.703
2006-02-21,742.654
2006-02-22,748.192
2006-02-23,751.469
2006-02-24,747.972
2006-02-27,748.92
2006-02-28,740.842
2006-03-01,745.104
2006-03-02,741.412
2006-03-03,735.68
2006-03-06,740.549
2006-03-07,724.923
2006-03-08,722.963
2006-03-09,726.477
2006-03-10,731.375
2006-03-13,740.035
2006-03-14,745.699
2006-03-15,746.635
2006-03-16,752.646
2006-03-17,757.716
2006-03-20,759.224
2006-03-21,752.761
2006-03-22,755.772
2006-03-23,749.881
2006-03-24,754.255
2006-03-27,751.509
2006-03-28,751.245
2006-03-29,746.188
2006-03-30,762.497
2006-03-31,754.737
2006-04-03,756.694
2006-04-04,765.606
2006-04-05,766.668
2006-04-06,764.737
2006-04-07,756.379
2006-04-10,752.229
2006-04-11,742.831
2006-04-12,741.528
2006-04-13,740.1
2006-04-14,740.1
2006-04-17,751.855
2006-04-18,751.19
2006-04-19,761.267
2006-04-20,763.731
2006-04-21,769.823
2006-04-24,770.893
2006-04-25,781.393
2006-04-26,785.136
2006-04-27,790.973
2006-04-28,790.833
2006-05-01,792.214
2006-05-02,796.479
2006-05-03,791.578
2006-05-04,797.143
2006-05-05,808.264
2006-05-08,811.312
2006-05-09,815.221
2006-05-10,815.059
2006-05-11,814.041
2006-05-12,802.616
2006-05-15,783.114
2006-05-16,786.267
2006-05-17,755.317
2006-05-18,753.609
2006-05-19,757.032
2006-05-22,739.244
2006-05-23,758.201
2006-05-24,753.925
2006-05-25,762.659
2006-05-26,769.988
2006-05-29,769.952
2006-05-30,758.32
2006-05-31,762.406
2006-06-01,761.679
2006-06-02,769.001
2006-06-05,760.545
2006-06-06,736.141
2006-06-07,735.768
2006-06-08,709.699
2006-06-09,717.228
2006-06-12,707.956
2006-06-13,693.155
2006-06-14,694.366
2006-06-15,714.081
2006-06-16,709.493
2006-06-19,709.791
2006-06-20,712.717
2006-06-21,717.114
2006-06-22,722.045
2006-06-23,717.914
2006-06-26,720.315
2006-06-27,715.717
2006-06-28,712.333
2006-06-29,724.994
2006-06-30,752.439
2006-07-03,761.899
2006-07-04,761.445
2006-07-05,749.975
2006-07-06,758.858
2006-07-07,761.168
2006-07-10,762.958
2006-07-11,756.429
2006-07-12,755.771
2006-07-13,738.03
2006-07-14,726.932
2006-07-17,719.084
2006-07-18,712.849
2006-07-19,733.638
2006-07-20,743.555
2006-07-21,743.473
2006-07-24,751.634
2006-07-25,748.434
2006-07-26,750.133
2006-07-27,767.35
2006-07-28,774.377
2006-07-31,773.931
2006-08-01,767.393
2006-08-02,782.791
2006-08-03,778.45
2006-08-04,793.986
2006-08-07,781.746
2006-08-08,785.522
2006-08-09,791.052
2006-08-10,788.752
2006-08-11,796.011
2006-08-14,802.775
2006-08-15,816.916
2006-08-16,820.318
2006-08-17,822.143
2006-08-18,821.263
2006-08-21,826.469
2006-08-22,818.488
2006-08-23,812.572
2006-08-24,811.445
2006-08-25,810.291
2006-08-28,818.685
2006-08-29,817.871
2006-08-30,827.072
2006-08-31,817.687
2006-09-01,820.2
2006-09-04,825.942
2006-09-05,820.21
2006-09-06,808.376
2006-09-07,798.326
2006-09-08,798.759
2006-09-11,799.288
2006-09-12,811.811
2006-09-13,817.129
2006-09-14,823.582
2006-09-15,821.559
2006-09-18,823.1
2006-09-19,820.514
2006-09-20,832.442
2006-09-21,839.197
2006-09-22,836.002
2006-09-25,837.777
2006-09-26,836.29
2006-09-27,844.799
2006-09-28,844.509
2006-09-29,846.631
2006-10-02,851.145
2006-10-03,849.679
2006-10-04,854.133
2006-10-05,860.82
2006-10-06,850.539
2006-10-09,854.731
2006-10-10,855.54
2006-10-11,854.38
2006-10-12,863.436
2006-10-13,861.878
2006-10-16,862.057
2006-10-17,847.144
2006-10-18,857.307
2006-10-19,862.086
2006-10-20,863.507
2006-10-23,863.998
2006-10-24,863.202
2006-10-25,865.381
2006-10-26,869.563
2006-10-27,867.641
2006-10-30,862.763
2006-10-31,870.009
2006-11-01,872.168
2006-11-02,864.487
2006-11-03,870.213
2006-11-06,873.897
2006-11-07,882.158
2006-11-08,881.676
2006-11-09,876.79
2006-11-10,876.446
2006-11-13,880.935
2006-11-14,879.678
2006-11-15,886.885
2006-11-16,882.868
2006-11-17,876.819
2006-11-20,871.951
2006-11-21,873.261
2006-11-22,879.169
2006-11-23,875.726
2006-11-24,877.504
2006-11-27,869.93
2006-11-28,868.656
2006-11-29,876.434
2006-11-30,877.087
2006-12-01,877.768
2006-12-04,882.176
2006-12-05,886.698
2006-12-06,889.78
2006-12-07,897.861
2006-12-08,901.022
2006-12-11,902.964
2006-12-12,907.896
2006-12-13,910.073
2006-12-14,912.501
2006-12-15,907.96
2006-12-18,911.732
2006-12-19,914.67
2006-12-20,919.528
2006-12-21,918.081
2006-12-22,913.746
2006-12-25,913.746
2006-12-26,912.322
2006-12-27,916.82
2006-12-28,919.823
2006-12-29,919.588
2007-01-01,919.588
2007-01-02,944.874
2007-01-03,945.33
2007-01-04,930.275
2007-01-05,916.556
2007-01-08,920.686
2007-01-09,925.278
2007-01-10,914.258
2007-01-11,921.756
2007-01-12,923.488
2007-01-15,929.211
2007-01-16,925.477
2007-01-17,927.006
2007-01-18,928.186
2007-01-19,931.307
2007-01-22,928.751
2007-01-23,932.058
2007-01-24,932.379
2007-01-25,926.852
2007-01-26,913.071
2007-01-29,919.585
2007-01-30,923.947
2007-01-31,926.936
2007-02-01,938.21
2007-02-02,943.794
2007-02-05,938.82
2007-02-06,946.8
2007-02-07,953.482
2007-02-08,947.459
2007-02-09,949.062
2007-02-12,944.788
2007-02-13,958.881
2007-02-14,969.629
2007-02-15,965.598
2007-02-16,964.02
2007-02-19,968.991
2007-02-20,965.301
2007-02-21,962.319
2007-02-22,961.083
2007-02-23,962.28
2007-02-26,966.237
2007-02-27,949.567
2007-02-28,923.934
2007-03-01,905.919
2007-03-02,905.227
2007-03-05,889.007
2007-03-06,898.138
2007-03-07,907.938
2007-03-08,921.476
2007-03-09,924.939
2007-03-12,924.808
2007-03-13,910.159
2007-03-14,887.113
2007-03-15,905.578
2007-03-16,905.225
2007-03-19,928.487
2007-03-20,928.596
2007-03-21,932.617
2007-03-22,965.48
2007-03-23,969.181
2007-03-26,958.75
2007-03-27,964.453
2007-03-28,960.367
2007-03-29,970.763
2007-03-30,967.834
2007-04-02,975.036
2007-04-03,985.407
2007-04-04,990.838
2007-04-05,995.268
2007-04-06,995.268
2007-04-09,990.083
2007-04-10,1005.676
2007-04-11,1002.901
2007-04-12,1000.036
2007-04-13,1000.967
2007-04-16,1006.791
2007-04-17,1008.057
2007-04-18,1004.454
2007-04-19,996.258
2007-04-20,1016.882
2007-04-23,1010.999
2007-04-24,1017.332
2007-04-25,1022.475
2007-04-26,1019.606
2007-04-27,1015.844
2007-04-30,1007.988
2007-05-01,1004.221
2007-05-02,1016.619
2007-05-03,1014.523
2007-05-04,1014.719
2007-05-07,1022.354
2007-05-08,1011.668
2007-05-09,1019.344
2007-05-10,1012.136
2007-05-11,1007.943
2007-05-14,1002.349
2007-05-15,1008.461
2007-05-16,1008.199
2007-05-17,1006.19
2007-05-18,1019.383
2007-05-21,1012.425
2007-05-22,1016.064
2007-05-23,1020.983
2007-05-24,1005.475
2007-05-25,1001.033
2007-05-28,1006.889
2007-05-29,1003.202
2007-05-30,996.009
2007-05-31,1000.0
2007-06-01,1003.37
2007-06-04,1006.99
2007-06-05,1008.352
2007-06-06,989.088
2007-06-07,975.066
2007-06-08,965.297
2007-06-11,975.095
2007-06-12,969.029
2007-06-13,971.89
2007-06-14,984.778
2007-06-15,993.282
2007-06-18,992.401
2007-06-19,991.341
2007-06-20,998.553
2007-06-21,994.066
2007-06-22,992.559
2007-06-25,997.109
2007-06-26,987.448
2007-06-27,979.117
2007-06-28,991.896
2007-06-29,1003.435
2007-07-02,1005.137
2007-07-03,1009.381
2007-07-04,1011.2
2007-07-05,1001.228
2007-07-06,1008.738
2007-07-09,1009.813
2007-07-10,1010.898
2007-07-11,1008.495
2007-07-12,1016.867
2007-07-13,1020.973
2007-07-16,1014.683
2007-07-17,1005.996
2007-07-18,998.046
2007-07-19,1005.839
2007-07-20,1002.569
2007-07-23,1004.627
2007-07-24,993.568
2007-07-25,976.205
2007-07-26,956.32
2007-07-27,944.466
2007-07-30,944.134
2007-07-31,953.278
2007-08-01,938.008
2007-08-02,937.472
2007-08-03,934.459
2007-08-06,926.681
2007-08-07,935.992
2007-08-08,943.391
2007-08-09,910.376
2007-08-10,890.477
2007-08-13,904.81
2007-08-14,888.699
2007-08-15,878.167
2007-08-16,851.772
2007-08-17,876.67
2007-08-20,882.328
2007-08-21,879.797
2007-08-22,894.693
2007-08-23,899.679
2007-08-24,911.373
2007-08-27,910.629
2007-08-28,897.318
2007-08-29,899.914
2007-08-30,908.806
2007-08-31,918.297
2007-09-03,920.811
2007-09-04,931.241
2007-09-05,923.487
2007-09-06,927.595
2007-09-07,910.256
2007-09-10,901.191
2007-09-11,916.594
2007-09-12,917.192
2007-09-13,922.215
2007-09-14,912.608
2007-09-17,898.089
2007-09-18,908.425
2007-09-19,940.788
2007-09-20,946.704
2007-09-21,948.363
2007-09-24,927.674
2007-09-25,908.1
2007-09-26,915.357
2007-09-27,931.27
2007-09-28,929.397
2007-10-01,934.09
2007-10-02,940.156
2007-10-03,938.099
2007-10-04,963.485
2007-10-05,977.369
2007-10-08,966.171
2007-10-09,975.775
2007-10-10,990.049
2007-10-11,1001.875
2007-10-12,996.292
2007-10-15,987.975
2007-10-16,971.417
2007-10-17,975.31
2007-10-18,970.373
2007-10-19,968.89
2007-10-22,939.803
2007-10-23,956.226
2007-10-24,938.832
2007-10-25,955.206
2007-10-26,961.618
2007-10-29,960.078
2007-10-30,958.221
2007-10-31,975.436
2007-11-01,947.445
2007-11-02,924.991
2007-11-05,909.329
2007-11-06,915.711
2007-11-07,913.782
2007-11-08,883.204
2007-11-09,862.173
2007-11-12,864.865
2007-11-13,874.962
2007-11-14,888.265
2007-11-15,882.127
2007-11-16,860.988
2007-11-19,838.416
2007-11-20,847.575
2007-11-21,816.26
2007-11-22,822.131
2007-11-23,848.246
2007-11-26,853.077
2007-11-27,864.405
2007-11-28,877.396
2007-11-29,886.029
2007-11-30,887.322
2007-12-03,878.798
2007-12-04,869.479
2007-12-05,879.194
2007-12-06,882.911
2007-12-07,893.686
2007-12-10,907.851
2007-12-11,898.311
2007-12-12,893.367
2007-12-13,872.09
2007-12-14,865.197
2007-12-17,839.623
2007-12-18,842.739
2007-12-19,837.398
2007-12-20,836.122
2007-12-21,845.499
2007-12-24,855.327
2007-12-25,855.327
2007-12-26,861.206
2007-12-27,867.569
2007-12-28,876.84
2007-12-31,867.981
2008-01-01,867.981
2008-01-02,872.752
2008-01-03,866.76
2008-01-04,860.406
2008-01-07,850.079
2008-01-08,847.659
2008-01-09,837.728
2008-01-10,837.125
2008-01-11,846.215
2008-01-14,852.144
2008-01-15,825.928
2008-01-16,794.319
2008-01-17,786.128
2008-01-18,758.252
2008-01-21,707.699
2008-01-22,737.167
2008-01-23,714.44
2008-01-24,761.418
2008-01-25,734.353
2008-01-28,758.62
2008-01-29,784.272
2008-01-30,790.692
2008-01-31,774.564
2008-02-01,793.894
2008-02-04,790.566
2008-02-05,749.117
2008-02-06,752.554
2008-02-07,730.593
2008-02-08,720.291
2008-02-11,706.723
2008-02-12,741.198
2008-02-13,745.566
2008-02-14,754.228
2008-02-15,739.38
2008-02-18,752.505
2008-02-19,766.726
2008-02-20,760.606
2008-02-21,769.99
2008-02-22,753.012
2008-02-25,771.642
2008-02-26,796.032
2008-02-27,801.709
2008-02-28,794.342
2008-02-29,783.411
2008-03-03,777.341
2008-03-04,765.094
2008-03-05,781.636
2008-03-06,770.751
2008-03-07,772.305
2008-03-10,758.836
2008-03-11,777.713
2008-03-12,805.165
2008-03-13,793.321
2008-03-14,790.392
2008-03-17,767.224
2008-03-18,796.192
2008-03-19,789.764
2008-03-20,780.557
2008-03-21,780.557
2008-03-24,779.444
2008-03-25,817.584
2008-03-26,820.864
2008-03-27,829.514
2008-03-28,827.649
2008-03-31,833.148
2008-04-01,844.169
2008-04-02,850.431
2008-04-03,835.503
2008-04-04,848.323
2008-04-07,861.073
2008-04-08,858.834
2008-04-09,855.073
2008-04-10,851.679
2008-04-11,847.212
2008-04-14,841.759
2008-04-15,841.096
2008-04-16,863.339
2008-04-17,862.308
2008-04-18,877.856
2008-04-21,882.785
2008-04-22,882.621
2008-04-23,883.738
2008-04-24,867.049
2008-04-25,872.327
2008-04-28,881.26
2008-04-29,876.356
2008-04-30,884.122
2008-05-01,877.392
2008-05-02,886.124
2008-05-05,890.954
2008-05-06,876.748
2008-05-07,875.855
2008-05-08,875.309
2008-05-09,870.451
2008-05-12,873.866
2008-05-13,864.529
2008-05-14,867.571
2008-05-15,866.629
2008-05-16,870.466
2008-05-19,869.108
2008-05-20,866.27
2008-05-21,859.699
2008-05-22,856.168
2008-05-23,844.013
2008-05-26,842.246
2008-05-27,834.542
2008-05-28,839.609
2008-05-29,832.22
2008-05-30,836.941
2008-06-02,827.657
2008-06-03,827.885
2008-06-04,824.449
2008-06-05,837.794
2008-06-06,827.288
2008-06-09,807.383
2008-06-10,783.528
2008-06-11,771.116
2008-06-12,776.32
2008-06-13,774.423
2008-06-16,777.278
2008-06-17,784.423
2008-06-18,763.022
2008-06-19,742.53
2008-06-20,729.51
2008-06-23,711.708
2008-06-24,718.788
2008-06-25,732.566
2008-06-26,679.334
2008-06-27,679.464
2008-06-30,670.26
2008-07-01,654.264
2008-07-02,659.892
2008-07-03,656.083
2008-07-04,638.844
2008-07-07,641.821
2008-07-08,629.362
2008-07-09,653.256
2008-07-10,643.575
2008-07-11,625.959
2008-07-14,631.015
2008-07-15,597.484
2008-07-16,601.817
2008-07-17,633.587
2008-07-18,649.118
2008-07-21,659.178
2008-07-22,638.924
2008-07-23,651.919
2008-07-24,644.921
2008-07-25,628.858
2008-07-28,617.494
2008-07-29,605.467
2008-07-30,611.258
2008-07-31,607.514
2008-08-01,612.197
2008-08-04,603.253
2008-08-05,625.235
2008-08-06,641.49
2008-08-07,614.656
2008-08-08,611.341
2008-08-11,619.919
2008-08-12,626.826
2008-08-13,605.014
2008-08-14,606.157
2008-08-15,603.483
2008-08-18,604.847
2008-08-19,583.954
2008-08-20,581.299
2008-08-21,575.6
2008-08-22,587.974
2008-08-25,578.657
2008-08-26,575.956
2008-08-27,579.135
2008-08-28,592.932
2008-08-29,607.03
2008-09-01,602.567
2008-09-02,616.16
2008-09-03,607.27
2008-09-04,584.652
2008-09-05,568.123
2008-09-08,594.037
2008-09-09,586.232
2008-09-10,574.911
2008-09-11,559.49
2008-09-12,577.074
2008-09-15,551.035
2008-09-16,520.664
2008-09-17,501.487
2008-09-18,512.467
2008-09-19,573.435
2008-09-22,564.635
2008-09-23,551.413
2008-09-24,544.521
2008-09-25,542.835
2008-09-26,506.675
2008-09-29,442.87
2008-09-30,447.203
2008-10-01,461.879
2008-10-02,467.735
2008-10-03,472.107
2008-10-06,434.588
2008-10-07,423.221
2008-10-08,400.112
2008-10-09,393.984
2008-10-10,373.615
2008-10-13,400.77
2008-10-14,336.602
2008-10-15,312.846
2008-10-16,283.87
2008-10-17,294.578
2008-10-20,301.08
2008-10-21,296.912
2008-10-22,275.326
2008-10-23,270.304
2008-10-24,257.344
2008-10-27,243.212
2008-10-28,242.87
2008-10-29,264.985
2008-10-30,272.713
2008-10-31,278.515
2008-11-03,292.269
2008-11-04,306.592
2008-11-05,308.905
2008-11-06,291.916
2008-11-07,292.189
2008-11-10,297.156
2008-11-11,283.76
2008-11-12,274.722
2008-11-13,272.0
2008-11-14,272.886
2008-11-17,267.64
2008-11-18,260.961
2008-11-19,249.075
2008-11-20,239.753
2008-11-21,234.588
2008-11-24,250.333
2008-11-25,254.856
2008-11-26,251.668
2008-11-27,260.594
2008-11-28,258.389
2008-12-01,247.006
2008-12-02,252.618
2008-12-03,257.031
2008-12-04,258.637
2008-12-05,253.095
2008-12-08,270.323
2008-12-09,266.997
2008-12-10,270.719
2008-12-11,272.433
2008-12-12,271.906
2008-12-15,279.411
2008-12-16,278.058
2008-12-17,287.033
2008-12-18,289.944
2008-12-19,276.972
2008-12-22,273.031
2008-12-23,273.169
2008-12-24,270.601
2008-12-25,270.601
2008-12-26,271.907
2008-12-29,278.802
2008-12-30,280.295
2008-12-31,273.887
2009-01-01,273.887
2009-01-02,288.1
2009-01-05,287.39
2009-01-06,285.651
2009-01-07,291.054
2009-01-08,287.921
2009-01-09,283.099
2009-01-12,279.995
2009-01-13,276.765
2009-01-14,267.165
2009-01-15,261.052
2009-01-16,263.248
2009-01-19,252.191
2009-01-20,240.123
2009-01-21,241.5
2009-01-22,247.049
2009-01-23,244.912
2009-01-26,259.544
2009-01-27,259.145
2009-01-28,268.729
2009-01-29,263.612
2009-01-30,260.521
2009-02-02,254.581
2009-02-03,258.473
2009-02-04,256.25
2009-02-05,255.729
2009-02-06,261.575
2009-02-09,269.213
2009-02-10,260.695
2009-02-11,257.816
2009-02-12,249.729
2009-02-13,251.536
2009-02-16,247.367
2009-02-17,233.69
2009-02-18,230.598
2009-02-19,235.588
2009-02-20,228.702
2009-02-23,226.347
2009-02-24,223.465
2009-02-25,221.192
2009-02-26,224.271
2009-02-27,222.908
2009-03-02,211.408
2009-03-03,206.223
2009-03-04,207.472
2009-03-05,198.116
2009-03-06,198.121
2009-03-09,201.213
2009-03-10,212.877
2009-03-11,214.59
2009-03-12,221.915
2009-03-13,221.95
2009-03-16,228.858
2009-03-17,228.558
2009-03-18,232.525
2009-03-19,244.446
2009-03-20,244.96
2009-03-23,251.668
2009-03-24,251.266
2009-03-25,250.828
2009-03-26,254.795
2009-03-27,248.325
2009-03-30,236.971
2009-03-31,246.898
2009-04-01,250.583
2009-04-02,263.665
2009-04-03,263.491
2009-04-06,259.741
2009-04-07,250.813
2009-04-08,252.033
2009-04-09,261.345
2009-04-10,261.345
2009-04-13,263.562
2009-04-14,266.217
2009-04-15,268.467
2009-04-16,273.999
2009-04-17,280.416
2009-04-20,265.171
2009-04-21,269.016
2009-04-22,274.787
2009-04-23,276.577
2009-04-24,289.019
2009-04-27,282.247
2009-04-28,277.207
2009-04-29,285.905
2009-04-30,285.375
2009-05-01,285.418
2009-05-04,293.667
2009-05-05,292.861
2009-05-06,301.055
2009-05-07,312.735
2009-05-08,324.378
2009-05-11,319.043
2009-05-12,313.628
2009-05-13,302.857
2009-05-14,296.874
2009-05-15,303.885
2009-05-18,309.304
2009-05-19,318.666
2009-05-20,327.85
2009-05-21,318.083
2009-05-22,326.762
2009-05-25,328.822
2009-05-26,325.803
2009-05-27,326.885
2009-05-28,323.111
2009-05-29,329.587
2009-06-01,334.126
2009-06-02,337.659
2009-06-03,332.331
2009-06-04,331.148
2009-06-05,326.675
2009-06-08,318.917
2009-06-09,324.565
2009-06-10,326.344
2009-06-11,327.74
2009-06-12,328.97
2009-06-15,314.448
2009-06-16,312.816
2009-06-17,302.575
2009-06-18,308.733
2009-06-19,311.379
2009-06-22,300.729
2009-06-23,304.096
2009-06-24,314.785
2009-06-25,311.193
2009-06-26,315.771
2009-06-29,319.584
2009-06-30,318.116
2009-07-01,325.11
2009-07-02,315.517
2009-07-03,315.111
2009-07-06,308.168
2009-07-07,308.6
2009-07-08,298.142
2009-07-09,302.627
2009-07-10,301.523
2009-07-13,307.233
2009-07-14,311.777
2009-07-15,326.406
2009-07-16,327.397
2009-07-17,328.137
2009-07-20,334.585
2009-07-21,336.576
2009-07-22,338.904
2009-07-23,342.013
2009-07-24,340.499
2009-07-27,341.834
2009-07-28,334.014
2009-07-29,333.408
2009-07-30,339.67
2009-07-31,346.894
2009-08-03,356.913
2009-08-04,359.097
2009-08-05,357.65
2009-08-06,368.947
2009-08-07,368.529
2009-08-10,376.721
2009-08-11,368.372
2009-08-12,369.637
2009-08-13,379.21
2009-08-14,377.786
2009-08-17,362.624
2009-08-18,368.224
2009-08-19,370.393
2009-08-20,379.69
2009-08-21,387.849
2009-08-24,397.796
2009-08-25,402.81
2009-08-26,396.263
2009-08-27,391.009
2009-08-28,399.363
2009-08-31,389.818
2009-09-01,383.556
2009-09-02,372.433
2009-09-03,381.81
2009-09-04,388.969
2009-09-07,400.692
2009-09-08,408.511
2009-09-09,414.116
2009-09-10,413.623
2009-09-11,415.645
2009-09-14,409.213
2009-09-15,416.533
2009-09-16,425.619
2009-09-17,429.051
2009-09-18,426.422
2009-09-21,420.051
2009-09-22,424.17
2009-09-23,429.326
2009-09-24,422.895
2009-09-25,421.891
2009-09-28,422.425
2009-09-29,420.934
2009-09-30,421.966
2009-10-01,414.904
2009-10-02,410.617
2009-10-05,414.326
2009-10-06,435.093
2009-10-07,429.259
2009-10-08,437.181
2009-10-09,439.573
2009-10-12,443.494
2009-10-13,438.902
2009-10-14,448.823
2009-10-15,450.164
2009-10-16,444.982
2009-10-19,452.093
2009-10-20,448.943
2009-10-21,446.034
2009-10-22,440.085
2009-10-23,440.741
2009-10-26,426.128
2009-10-27,411.844
2009-10-28,393.472
2009-10-29,412.502
2009-10-30,403.261
2009-11-02,403.791
2009-11-03,390.987
2009-11-04,406.175
2009-11-05,410.231
2009-11-06,412.954
2009-11-09,426.62
2009-11-10,423.791
2009-11-11,427.314
2009-11-12,422.763
2009-11-13,425.433
2009-11-16,431.58
2009-11-17,426.639
2009-11-18,429.828
2009-11-19,419.878
2009-11-20,418.637
2009-11-23,430.582
2009-11-24,425.287
2009-11-25,425.895
2009-11-26,410.709
2009-11-27,417.049
2009-11-30,411.993
2009-12-01,426.367
2009-12-02,428.418
2009-12-03,430.844
2009-12-04,426.241
2009-12-07,424.234
2009-12-08,417.638
2009-12-09,408.692
2009-12-10,409.843
2009-12-11,405.85
2009-12-14,409.689
2009-12-15,408.316
2009-12-16,412.843
2009-12-17,400.096
2009-12-18,392.505
2009-12-21,397.957
2009-12-22,396.698
2009-12-23,399.811
2009-12-24,400.653
2009-12-25,400.653
2009-12-28,404.99
2009-12-29,405.637
2009-12-30,400.801
2009-12-31,401.778
2010-01-01,401.778
2010-01-04,413.606
2010-01-05,419.815
2010-01-06,422.094
2010-01-07,421.825
2010-01-08,422.711
2010-01-11,428.216
2010-01-12,424.196
2010-01-13,424.501
2010-01-14,423.866
2010-01-15,416.395
2010-01-18,418.046
2010-01-19,414.052
2010-01-20,405.468
2010-01-21,399.462
2010-01-22,397.729
2010-01-25,400.621
2010-01-26,401.049
2010-01-27,397.614
2010-01-28,395.63
2010-01-29,394.924
2010-02-01,401.272
2010-02-02,404.309
2010-02-03,400.212
2010-02-04,384.928
2010-02-05,372.9
2010-02-08,373.025
2010-02-09,375.996
2010-02-10,380.635
2010-02-11,379.289
2010-02-12,379.427
2010-02-15,377.137
2010-02-16,383.838
2010-02-17,387.482
2010-02-18,387.833
2010-02-19,386.589
2010-02-22,389.66
2010-02-23,385.85
2010-02-24,387.47
2010-02-25,380.631
2010-02-26,389.569
2010-03-01,387.919
2010-03-02,393.955
2010-03-03,403.967
2010-03-04,403.145
2010-03-05,407.96
2010-03-08,407.622
2010-03-09,404.458
2010-03-10,411.637
2010-03-11,407.376
2010-03-12,412.756
2010-03-15,407.315
2010-03-16,413.695
2010-03-17,419.948
2010-03-18,413.452
2010-03-19,408.152
2010-03-22,407.589
2010-03-23,410.221
2010-03-24,404.608
2010-03-25,407.872
2010-03-26,407.324
2010-03-29,408.936
2010-03-30,405.323
2010-03-31,407.195
2010-04-01,412.492
2010-04-02,412.492
2010-04-05,411.547
2010-04-06,409.728
2010-04-07,408.441
2010-04-08,404.128
2010-04-09,411.953
2010-04-12,419.11
2010-04-13,418.927
2010-04-14,422.896
2010-04-15,422.449
2010-04-16,417.411
2010-04-19,412.526
2010-04-20,415.319
2010-04-21,411.739
2010-04-22,402.535
2010-04-23,406.675
2010-04-26,407.412
2010-04-27,392.242
2010-04-28,377.243
2010-04-29,386.641
2010-04-30,388.388
2010-05-03,388.09
2010-05-04,372.941
2010-05-05,356.752
2010-05-06,343.656
2010-05-07,326.618
2010-05-10,365.872
2010-05-11,357.092
2010-05-12,366.648
2010-05-13,362.472
2010-05-14,346.162
2010-05-17,340.635
2010-05-18,347.883
2010-05-19,339.506
2010-05-20,332.898
2010-05-21,340.345
2010-05-24,336.504
2010-05-25,321.845
2010-05-26,330.726
2010-05-27,343.953
2010-05-28,344.609
2010-05-31,343.586
2010-06-01,345.946
2010-06-02,342.785
2010-06-03,345.351
2010-06-04,333.334
2010-06-07,327.46
2010-06-08,324.329
2010-06-09,332.221
2010-06-10,339.296
2010-06-11,339.075
2010-06-14,348.641
2010-06-15,350.364
2010-06-16,349.921
2010-06-17,352.752
2010-06-18,355.032
2010-06-21,357.003
2010-06-22,352.71
2010-06-23,346.003
2010-06-24,342.195
2010-06-25,340.221
2010-06-28,343.777
2010-06-29,328.556
2010-06-30,330.858
2010-07-01,329.52
2010-07-02,332.59
2010-07-05,330.051
2010-07-06,340.293
2010-07-07,343.93
2010-07-08,351.251
2010-07-09,350.451
2010-07-12,349.796
2010-07-13,358.085
2010-07-14,361.081
2010-07-15,361.662
2010-07-16,356.337
2010-07-19,354.484
2010-07-20,350.083
2010-07-21,352.84
2010-07-22,361.787
2010-07-23,359.316
2010-07-26,367.685
2010-07-27,375.046
2010-07-28,374.702
2010-07-29,375.915
2010-07-30,371.551
2010-08-02,385.055
2010-08-03,387.937
2010-08-04,384.229
2010-08-05,384.802
2010-08-06,383.836
2010-08-09,384.854
2010-08-10,379.092
2010-08-11,363.195
2010-08-12,359.583
2010-08-13,351.854
2010-08-16,352.011
2010-08-17,360.466
2010-08-18,359.644
2010-08-19,354.923
2010-08-20,346.516
2010-08-23,348.463
2010-08-24,345.143
2010-08-25,343.249
2010-08-26,349.761
2010-08-27,352.229
2010-08-30,349.857
2010-08-31,349.863
2010-09-01,361.546
2010-09-02,362.42
2010-09-03,366.426
2010-09-06,367.84
2010-09-07,358.991
2010-09-08,360.479
2010-09-09,363.482
2010-09-10,363.074
