Date,BELGIUM IMI VALUE IMI (Large+Mid+Small Cap)
2001-01-01,342.144
2001-01-02,345.457
2001-01-03,344.228
2001-01-04,342.979
2001-01-05,345.968
2001-01-08,342.861
2001-01-09,340.153
2001-01-10,338.762
2001-01-11,343.771
2001-01-12,343.837
2001-01-15,339.97
2001-01-16,338.099
2001-01-17,335.435
2001-01-18,338.693
2001-01-19,334.433
2001-01-22,336.161
2001-01-23,339.19
2001-01-24,333.345
2001-01-25,331.198
2001-01-26,331.682
2001-01-29,330.499
2001-01-30,331.996
2001-01-31,333.966
2001-02-01,339.875
2001-02-02,339.084
2001-02-05,343.488
2001-02-06,342.123
2001-02-07,342.053
2001-02-08,335.795
2001-02-09,338.219
2001-02-12,340.423
2001-02-13,339.63
2001-02-14,337.564
2001-02-15,333.001
2001-02-16,336.137
2001-02-19,336.713
2001-02-20,333.38
2001-02-21,333.242
2001-02-22,329.637
2001-02-23,329.548
2001-02-26,331.748
2001-02-27,336.393
2001-02-28,339.355
2001-03-01,341.688
2001-03-02,343.895
2001-03-05,342.462
2001-03-06,342.893
2001-03-07,341.14
2001-03-08,341.193
2001-03-09,342.016
2001-03-12,338.061
2001-03-13,328.107
2001-03-14,320.094
2001-03-15,315.523
2001-03-16,304.213
2001-03-19,301.373
2001-03-20,306.047
2001-03-21,297.839
2001-03-22,282.991
2001-03-23,290.59
2001-03-26,302.809
2001-03-27,305.824
2001-03-28,302.516
2001-03-29,301.563
2001-03-30,309.652
2001-04-02,313.391
2001-04-03,311.377
2001-04-04,314.638
2001-04-05,316.352
2001-04-06,317.226
2001-04-09,321.517
2001-04-10,319.576
2001-04-11,316.084
2001-04-12,315.516
2001-04-13,315.516
2001-04-16,312.285
2001-04-17,311.726
2001-04-18,310.484
2001-04-19,315.481
2001-04-20,315.84
2001-04-23,309.992
2001-04-24,310.16
2001-04-25,312.796
2001-04-26,315.895
2001-04-27,313.639
2001-04-30,313.128
2001-05-01,314.776
2001-05-02,315.219
2001-05-03,312.393
2001-05-04,308.774
2001-05-07,308.52
2001-05-08,306.495
2001-05-09,306.323
2001-05-10,310.498
2001-05-11,308.295
2001-05-14,305.684
2001-05-15,306.849
2001-05-16,308.011
2001-05-17,308.647
2001-05-18,309.513
2001-05-21,306.894
2001-05-22,306.163
2001-05-23,305.373
2001-05-24,305.284
2001-05-25,301.782
2001-05-28,303.68
2001-05-29,300.862
2001-05-30,304.713
2001-05-31,301.128
2001-06-01,300.215
2001-06-04,300.623
2001-06-05,307.227
2001-06-06,311.133
2001-06-07,311.075
2001-06-08,310.853
2001-06-11,306.645
2001-06-12,307.421
2001-06-13,309.675
2001-06-14,311.32
2001-06-15,309.644
2001-06-18,310.14
2001-06-19,309.037
2001-06-20,309.728
2001-06-21,310.59
2001-06-22,311.096
2001-06-25,312.43
2001-06-26,311.17
2001-06-27,311.492
2001-06-28,308.843
2001-06-29,310.399
2001-07-02,312.144
2001-07-03,311.779
2001-07-04,310.834
2001-07-05,309.807
2001-07-06,310.471
2001-07-09,310.889
2001-07-10,313.278
2001-07-11,314.278
2001-07-12,313.9
2001-07-13,316.908
2001-07-16,318.41
2001-07-17,318.391
2001-07-18,325.843
2001-07-19,327.235
2001-07-20,327.42
2001-07-23,325.637
2001-07-24,327.118
2001-07-25,325.903
2001-07-26,322.81
2001-07-27,322.965
2001-07-30,324.867
2001-07-31,325.26
2001-08-01,328.053
2001-08-02,328.127
2001-08-03,328.533
2001-08-06,327.605
2001-08-07,325.008
2001-08-08,324.717
2001-08-09,325.564
2001-08-10,328.504
2001-08-13,329.018
2001-08-14,328.808
2001-08-15,332.642
2001-08-16,331.627
2001-08-17,329.322
2001-08-20,328.003
2001-08-21,328.441
2001-08-22,331.208
2001-08-23,331.173
2001-08-24,333.196
2001-08-27,332.001
2001-08-28,331.329
2001-08-29,331.746
2001-08-30,330.383
2001-08-31,330.717
2001-09-03,327.93
2001-09-04,322.017
2001-09-05,321.227
2001-09-06,318.08
2001-09-07,314.228
2001-09-10,306.767
2001-09-11,294.018
2001-09-12,294.462
2001-09-13,296.097
2001-09-14,289.296
2001-09-17,287.878
2001-09-18,287.796
2001-09-19,288.508
2001-09-20,278.49
2001-09-21,265.583
2001-09-24,277.522
2001-09-25,284.867
2001-09-26,287.831
2001-09-27,293.47
2001-09-28,300.393
2001-10-01,300.039
2001-10-02,303.779
2001-10-03,302.31
2001-10-04,306.296
2001-10-05,306.998
2001-10-08,305.265
2001-10-09,305.103
2001-10-10,305.907
2001-10-11,305.76
2001-10-12,302.951
2001-10-15,296.953
2001-10-16,296.511
2001-10-17,294.425
2001-10-18,292.839
2001-10-19,287.58
2001-10-22,289.025
2001-10-23,292.753
2001-10-24,293.933
2001-10-25,291.74
2001-10-26,294.175
2001-10-29,295.332
2001-10-30,292.839
2001-10-31,292.024
2001-11-01,293.979
2001-11-02,294.914
2001-11-05,295.768
2001-11-06,296.479
2001-11-07,300.819
2001-11-08,302.147
2001-11-09,296.131
2001-11-12,292.452
2001-11-13,293.521
2001-11-14,297.077
2001-11-15,296.01
2001-11-16,296.339
2001-11-19,297.361
2001-11-20,297.213
2001-11-21,294.907
2001-11-22,295.739
2001-11-23,293.868
2001-11-26,291.374
2001-11-27,288.45
2001-11-28,287.972
2001-11-29,290.017
2001-11-30,295.488
2001-12-03,290.339
2001-12-04,290.39
2001-12-05,292.794
2001-12-06,296.47
2001-12-07,295.911
2001-12-10,293.195
2001-12-11,292.787
2001-12-12,294.577
2001-12-13,293.85
2001-12-14,295.523
2001-12-17,298.022
2001-12-18,299.143
2001-12-19,301.605
2001-12-20,298.207
2001-12-21,298.557
2001-12-24,299.379
2001-12-25,299.379
2001-12-26,299.635
2001-12-27,309.549
2001-12-28,310.561
2001-12-31,313.59
2002-01-01,313.59
2002-01-02,312.389
2002-01-03,310.57
2002-01-04,305.313
2002-01-07,302.133
2002-01-08,300.088
2002-01-09,300.451
2002-01-10,301.143
2002-01-11,299.375
2002-01-14,296.023
2002-01-15,298.576
2002-01-16,294.526
2002-01-17,300.897
2002-01-18,303.866
2002-01-21,303.177
2002-01-22,304.267
2002-01-23,307.22
2002-01-24,309.693
2002-01-25,302.819
2002-01-28,304.31
2002-01-29,303.07
2002-01-30,296.207
2002-01-31,298.385
2002-02-01,298.813
2002-02-04,302.308
2002-02-05,298.409
2002-02-06,297.774
2002-02-07,299.861
2002-02-08,301.063
2002-02-11,306.786
2002-02-12,305.674
2002-02-13,304.645
2002-02-14,306.814
2002-02-15,305.554
2002-02-18,301.618
2002-02-19,294.163
2002-02-20,291.938
2002-02-21,292.089
2002-02-22,293.244
2002-02-25,293.761
2002-02-26,294.638
2002-02-27,295.692
2002-02-28,298.354
2002-03-01,300.63
2002-03-04,304.236
2002-03-05,303.26
2002-03-06,303.75
2002-03-07,303.545
2002-03-08,301.124
2002-03-11,303.579
2002-03-12,301.31
2002-03-13,300.369
2002-03-14,301.052
2002-03-15,302.163
2002-03-18,303.531
2002-03-19,307.298
2002-03-20,306.902
2002-03-21,307.27
2002-03-22,308.569
2002-03-25,308.549
2002-03-26,309.56
2002-03-27,307.618
2002-03-28,307.69
2002-03-29,307.69
2002-04-01,310.212
2002-04-02,309.43
2002-04-03,312.34
2002-04-04,315.512
2002-04-05,311.697
2002-04-08,308.041
2002-04-09,307.064
2002-04-10,310.808
2002-04-11,312.887
2002-04-12,314.294
2002-04-15,317.358
2002-04-16,322.426
2002-04-17,325.744
2002-04-18,326.87
2002-04-19,328.964
2002-04-22,329.491
2002-04-23,332.372
2002-04-24,332.758
2002-04-25,330.394
2002-04-26,325.906
2002-04-29,322.591
2002-04-30,327.675
2002-05-01,329.53
2002-05-02,326.739
2002-05-03,332.309
2002-05-06,334.551
2002-05-07,328.211
2002-05-08,333.635
2002-05-09,334.505
2002-05-10,335.409
2002-05-13,337.439
2002-05-14,335.988
2002-05-15,336.526
2002-05-16,335.64
2002-05-17,336.919
2002-05-20,335.488
2002-05-21,334.739
2002-05-22,336.03
2002-05-23,336.886
2002-05-24,328.417
2002-05-27,327.531
2002-05-28,330.514
2002-05-29,337.46
2002-05-30,336.869
2002-05-31,336.618
2002-06-03,334.946
2002-06-04,329.051
2002-06-05,324.117
2002-06-06,330.191
2002-06-07,330.362
2002-06-10,329.759
2002-06-11,329.956
2002-06-12,321.52
2002-06-13,312.575
2002-06-14,308.636
2002-06-17,319.703
2002-06-18,318.999
2002-06-19,316.873
2002-06-20,311.466
2002-06-21,314.301
2002-06-24,308.323
2002-06-25,314.539
2002-06-26,318.33
2002-06-27,319.47
2002-06-28,331.827
2002-07-01,330.568
2002-07-02,319.851
2002-07-03,309.138
2002-07-04,316.787
2002-07-05,327.717
2002-07-08,331.884
2002-07-09,330.816
2002-07-10,315.094
2002-07-11,300.125
2002-07-12,302.373
2002-07-15,297.076
2002-07-16,294.143
2002-07-17,299.184
2002-07-18,305.259
2002-07-19,293.041
2002-07-22,274.432
2002-07-23,259.072
2002-07-24,255.187
2002-07-25,271.277
2002-07-26,267.629
2002-07-29,282.542
2002-07-30,285.415
2002-07-31,284.38
2002-08-01,269.679
2002-08-02,266.152
2002-08-05,258.343
2002-08-06,259.921
2002-08-07,264.976
2002-08-08,273.395
2002-08-09,278.569
2002-08-12,276.491
2002-08-13,274.585
2002-08-14,271.02
2002-08-15,280.314
2002-08-16,281.592
2002-08-19,289.309
2002-08-20,283.327
2002-08-21,287.411
2002-08-22,296.481
2002-08-23,296.614
2002-08-26,294.016
2002-08-27,307.263
2002-08-28,294.191
2002-08-29,286.789
2002-08-30,289.074
2002-09-02,286.913
2002-09-03,281.072
2002-09-04,281.59
2002-09-05,277.087
2002-09-06,282.599
2002-09-09,277.776
2002-09-10,283.428
2002-09-11,290.427
2002-09-12,282.934
2002-09-13,275.54
2002-09-16,271.633
2002-09-17,268.534
2002-09-18,254.944
2002-09-19,251.536
2002-09-20,249.142
2002-09-23,238.642
2002-09-24,231.458
2002-09-25,238.26
2002-09-26,248.609
2002-09-27,245.723
2002-09-30,236.784
2002-10-01,240.453
2002-10-02,247.725
2002-10-03,243.793
2002-10-04,236.143
2002-10-07,234.981
2002-10-08,226.813
2002-10-09,225.654
2002-10-10,231.653
2002-10-11,247.279
2002-10-14,248.367
2002-10-15,263.457
2002-10-16,262.369
2002-10-17,264.405
2002-10-18,263.609
2002-10-21,263.413
2002-10-22,267.849
2002-10-23,258.073
2002-10-24,258.494
2002-10-25,256.24
2002-10-28,261.158
2002-10-29,253.716
2002-10-30,258.222
2002-10-31,262.483
2002-11-01,263.65
2002-11-04,271.725
2002-11-05,277.163
2002-11-06,273.524
2002-11-07,272.018
2002-11-08,269.382
2002-11-11,266.899
2002-11-12,265.288
2002-11-13,263.648
2002-11-14,271.712
2002-11-15,275.025
2002-11-18,278.327
2002-11-19,279.236
2002-11-20,277.365
2002-11-21,283.728
2002-11-22,279.476
2002-11-25,277.662
2002-11-26,269.672
2002-11-27,275.224
2002-11-28,275.724
2002-11-29,275.861
2002-12-02,275.545
2002-12-03,269.688
2002-12-04,265.613
2002-12-05,262.566
2002-12-06,268.655
2002-12-09,261.524
2002-12-10,265.686
2002-12-11,269.201
2002-12-12,267.592
2002-12-13,264.554
2002-12-16,271.465
2002-12-17,275.228
2002-12-18,270.757
2002-12-19,267.596
2002-12-20,268.76
2002-12-23,273.682
2002-12-24,275.338
2002-12-25,275.338
2002-12-26,276.032
2002-12-27,271.343
2002-12-30,274.64
2002-12-31,280.456
2003-01-01,280.456
2003-01-02,285.107
2003-01-03,282.13
2003-01-06,284.846
2003-01-07,281.48
2003-01-08,274.051
2003-01-09,278.664
2003-01-10,276.741
2003-01-13,280.631
2003-01-14,281.655
2003-01-15,282.604
2003-01-16,280.115
2003-01-17,276.87
2003-01-20,274.419
2003-01-21,271.169
2003-01-22,266.315
2003-01-23,267.092
2003-01-24,267.858
2003-01-27,260.06
2003-01-28,260.277
2003-01-29,258.184
2003-01-30,260.379
2003-01-31,266.349
2003-02-03,268.111
2003-02-04,264.411
2003-02-05,265.123
2003-02-06,259.572
2003-02-07,256.386
2003-02-10,251.716
2003-02-11,258.115
2003-02-12,253.644
2003-02-13,254.409
2003-02-14,258.279
2003-02-17,261.695
2003-02-18,264.487
2003-02-19,260.689
2003-02-20,259.315
2003-02-21,258.506
2003-02-24,249.476
2003-02-25,241.795
2003-02-26,235.372
2003-02-27,234.583
2003-02-28,241.139
2003-03-03,243.429
2003-03-04,239.046
2003-03-05,236.543
2003-03-06,232.344
2003-03-07,225.966
2003-03-10,218.773
2003-03-11,213.289
2003-03-12,207.845
2003-03-13,227.421
2003-03-14,241.8
2003-03-17,248.564
2003-03-18,239.346
2003-03-19,240.605
2003-03-20,240.871
2003-03-21,248.193
2003-03-24,239.09
2003-03-25,242.019
2003-03-26,243.919
2003-03-27,239.245
2003-03-28,239.747
2003-03-31,236.384
2003-04-01,237.681
2003-04-02,244.557
2003-04-03,248.634
2003-04-04,252.575
2003-04-07,262.117
2003-04-08,257.331
2003-04-09,259.087
2003-04-10,258.567
2003-04-11,258.723
2003-04-14,263.576
2003-04-15,271.473
2003-04-16,272.502
2003-04-17,273.589
2003-04-18,273.589
2003-04-21,272.409
2003-04-22,275.572
2003-04-23,279.57
2003-04-24,272.691
2003-04-25,269.714
2003-04-28,273.623
2003-04-29,273.398
2003-04-30,278.568
2003-05-01,281.126
2003-05-02,279.026
2003-05-05,284.623
2003-05-06,291.126
2003-05-07,293.082
2003-05-08,289.953
2003-05-09,294.984
2003-05-12,298.291
2003-05-13,295.822
2003-05-14,297.469
2003-05-15,297.353
2003-05-16,303.124
2003-05-19,295.16
2003-05-20,299.522
2003-05-21,295.347
2003-05-22,298.87
2003-05-23,301.536
2003-05-26,303.992
2003-05-27,304.166
2003-05-28,302.784
2003-05-29,308.073
2003-05-30,312.172
2003-06-02,313.29
2003-06-03,313.865
2003-06-04,315.717
2003-06-05,318.653
2003-06-06,321.327
2003-06-09,318.551
2003-06-10,320.321
2003-06-11,326.768
2003-06-12,327.119
2003-06-13,324.365
2003-06-16,329.701
2003-06-17,329.053
2003-06-18,327.385
2003-06-19,321.176
2003-06-20,323.068
2003-06-23,317.32
2003-06-24,314.664
2003-06-25,317.157
2003-06-26,311.746
2003-06-27,312.576
2003-06-30,312.425
2003-07-01,307.929
2003-07-02,311.742
2003-07-03,311.705
2003-07-04,308.268
2003-07-07,313.785
