Date,BELGIUM IMI VALUE IMI (Large+Mid+Small Cap)
2003-07-08,314.986
2003-07-09,313.514
2003-07-10,311.287
2003-07-11,314.833
2003-07-14,318.515
2003-07-15,315.487
2003-07-16,311.277
2003-07-17,312.026
2003-07-18,313.339
2003-07-21,312.578
2003-07-22,314.852
2003-07-23,315.903
2003-07-24,320.594
2003-07-25,319.932
2003-07-28,322.489
2003-07-29,322.194
2003-07-30,321.497
2003-07-31,322.387
2003-08-01,321.598
2003-08-04,323.465
2003-08-05,325.209
2003-08-06,321.765
2003-08-07,324.137
2003-08-08,321.815
2003-08-11,322.508
2003-08-12,322.999
2003-08-13,321.932
2003-08-14,324.699
2003-08-15,328.088
2003-08-18,326.691
2003-08-19,329.49
2003-08-20,326.875
2003-08-21,324.569
2003-08-22,321.041
2003-08-25,321.763
2003-08-26,317.935
2003-08-27,318.654
2003-08-28,314.473
2003-08-29,311.321
2003-09-01,315.949
2003-09-02,311.687
2003-09-03,316.759
2003-09-04,318.219
2003-09-05,321.084
2003-09-08,325.922
2003-09-09,326.454
2003-09-10,323.584
2003-09-11,324.69
2003-09-12,328.237
2003-09-15,330.133
2003-09-16,329.58
2003-09-17,331.417
2003-09-18,332.296
2003-09-19,332.215
2003-09-22,335.127
2003-09-23,332.772
2003-09-24,331.849
2003-09-25,332.706
2003-09-26,329.568
2003-09-29,330.228
2003-09-30,329.347
2003-10-01,335.702
2003-10-02,336.111
2003-10-03,338.967
2003-10-06,340.171
2003-10-07,343.106
2003-10-08,343.637
2003-10-09,343.622
2003-10-10,345.506
2003-10-13,345.496
2003-10-14,344.583
2003-10-15,347.025
2003-10-16,347.544
2003-10-17,345.206
2003-10-20,347.303
2003-10-21,347.71
2003-10-22,347.265
2003-10-23,343.433
2003-10-24,343.283
2003-10-27,344.77
2003-10-28,344.074
2003-10-29,342.581
2003-10-30,346.19
2003-10-31,349.318
2003-11-03,346.241
2003-11-04,346.433
2003-11-05,347.031
2003-11-06,347.093
2003-11-07,351.094
2003-11-10,351.726
2003-11-11,351.371
2003-11-12,353.639
2003-11-13,355.8
2003-11-14,360.166
2003-11-17,354.295
2003-11-18,356.37
2003-11-19,355.71
2003-11-20,354.219
2003-11-21,356.118
2003-11-24,356.669
2003-11-25,356.729
2003-11-26,358.964
2003-11-27,360.079
2003-11-28,361.741
2003-12-01,364.113
2003-12-02,368.665
2003-12-03,372.026
2003-12-04,370.257
2003-12-05,371.465
2003-12-08,371.177
2003-12-09,371.876
2003-12-10,371.657
2003-12-11,368.61
2003-12-12,371.078
2003-12-15,372.478
2003-12-16,372.714
2003-12-17,373.989
2003-12-18,377.138
2003-12-19,377.088
2003-12-22,380.18
2003-12-23,382.116
2003-12-24,382.546
2003-12-25,382.546
2003-12-26,382.392
2003-12-29,385.882
2003-12-30,388.839
2003-12-31,392.263
2004-01-01,392.263
2004-01-02,396.167
2004-01-05,400.852
2004-01-06,405.754
2004-01-07,406.034
2004-01-08,410.775
2004-01-09,414.378
2004-01-12,413.161
2004-01-13,413.994
2004-01-14,414.888
2004-01-15,415.47
2004-01-16,412.193
2004-01-19,411.573
2004-01-20,415.576
2004-01-21,419.996
2004-01-22,423.857
2004-01-23,422.383
2004-01-26,418.543
2004-01-27,420.664
2004-01-28,421.359
2004-01-29,410.54
2004-01-30,412.746
2004-02-02,417.247
2004-02-03,419.315
2004-02-04,416.628
2004-02-05,420.602
2004-02-06,426.178
2004-02-09,428.051
2004-02-10,427.288
2004-02-11,428.398
2004-02-12,434.788
2004-02-13,432.067
2004-02-16,435.072
2004-02-17,440.053
2004-02-18,443.25
2004-02-19,440.702
2004-02-20,434.175
2004-02-23,436.521
2004-02-24,437.716
2004-02-25,432.646
2004-02-26,427.705
2004-02-27,429.246
2004-03-01,430.543
2004-03-02,427.397
2004-03-03,418.845
2004-03-04,425.737
2004-03-05,434.261
2004-03-08,432.572
2004-03-09,428.388
2004-03-10,421.708
2004-03-11,410.727
2004-03-12,410.391
2004-03-15,402.892
2004-03-16,406.921
2004-03-17,408.876
2004-03-18,408.74
2004-03-19,405.908
2004-03-22,399.476
2004-03-23,398.716
2004-03-24,394.68
2004-03-25,397.739
2004-03-26,398.076
2004-03-29,401.238
2004-03-30,402.212
2004-03-31,406.896
2004-04-01,415.866
2004-04-02,412.638
2004-04-05,409.753
2004-04-06,412.446
2004-04-07,416.671
2004-04-08,416.967
2004-04-09,416.967
2004-04-12,415.795
2004-04-13,414.807
2004-04-14,411.418
2004-04-15,410.75
2004-04-16,417.159
2004-04-19,415.075
2004-04-20,414.473
2004-04-21,412.322
2004-04-22,413.342
2004-04-23,414.222
2004-04-26,413.944
2004-04-27,412.862
2004-04-28,406.257
2004-04-29,405.854
2004-04-30,406.3
2004-05-03,408.696
2004-05-04,412.553
2004-05-05,414.448
2004-05-06,406.092
2004-05-07,398.589
2004-05-10,386.528
2004-05-11,390.781
2004-05-12,391.459
2004-05-13,392.478
2004-05-14,394.429
2004-05-17,393.53
2004-05-18,396.855
2004-05-19,404.36
2004-05-20,400.913
2004-05-21,403.723
2004-05-24,403.869
2004-05-25,405.942
2004-05-26,409.073
2004-05-27,418.571
2004-05-28,416.832
2004-05-31,417.011
2004-06-01,415.187
2004-06-02,419.176
2004-06-03,423.297
2004-06-04,425.912
2004-06-07,431.252
2004-06-08,430.271
2004-06-09,423.839
2004-06-10,424.894
2004-06-11,421.022
2004-06-14,421.965
2004-06-15,422.89
2004-06-16,422.206
2004-06-17,424.916
2004-06-18,429.49
2004-06-21,427.594
2004-06-22,425.274
2004-06-23,424.429
2004-06-24,427.575
2004-06-25,426.032
2004-06-28,429.111
2004-06-29,426.175
2004-06-30,429.836
2004-07-01,429.32
2004-07-02,432.496
2004-07-05,429.269
2004-07-06,425.686
2004-07-07,431.823
2004-07-08,432.528
2004-07-09,434.743
2004-07-12,434.083
2004-07-13,436.012
2004-07-14,437.066
2004-07-15,433.245
2004-07-16,435.815
2004-07-19,430.597
2004-07-20,432.572
2004-07-21,431.257
2004-07-22,425.349
2004-07-23,418.413
2004-07-26,417.649
2004-07-27,420.417
2004-07-28,420.094
2004-07-29,427.681
2004-07-30,424.16
2004-08-02,424.928
2004-08-03,429.681
2004-08-04,426.881
2004-08-05,430.787
2004-08-06,432.507
2004-08-09,427.642
2004-08-10,433.293
2004-08-11,426.287
2004-08-12,427.844
2004-08-13,429.203
2004-08-16,433.027
2004-08-17,434.311
2004-08-18,432.052
2004-08-19,435.768
2004-08-20,434.474
2004-08-23,434.659
2004-08-24,432.35
2004-08-25,434.908
2004-08-26,439.609
2004-08-27,439.57
2004-08-30,439.105
2004-08-31,442.494
2004-09-01,448.198
2004-09-02,449.08
2004-09-03,450.311
2004-09-06,451.184
2004-09-07,451.672
2004-09-08,453.936
2004-09-09,454.077
2004-09-10,459.887
2004-09-13,459.058
2004-09-14,460.342
2004-09-15,458.919
2004-09-16,459.267
2004-09-17,463.91
2004-09-20,461.606
2004-09-21,468.294
2004-09-22,465.471
2004-09-23,463.613
2004-09-24,464.44
2004-09-27,465.489
2004-09-28,467.126
2004-09-29,472.46
2004-09-30,476.02
2004-10-01,481.688
2004-10-04,483.274
2004-10-05,486.665
2004-10-06,489.232
2004-10-07,488.653
2004-10-08,491.942
2004-10-11,490.475
2004-10-12,482.379
2004-10-13,485.987
2004-10-14,489.592
2004-10-15,491.198
2004-10-18,494.436
2004-10-19,497.092
2004-10-20,497.426
2004-10-21,499.115
2004-10-22,500.782
2004-10-25,500.171
2004-10-26,499.979
2004-10-27,504.864
2004-10-28,508.546
2004-10-29,507.787
2004-11-01,512.639
2004-11-02,514.594
2004-11-03,521.51
2004-11-04,522.608
2004-11-05,526.116
2004-11-08,526.915
2004-11-09,526.589
2004-11-10,530.798
2004-11-11,534.158
2004-11-12,534.425
2004-11-15,532.318
2004-11-16,529.953
2004-11-17,533.389
2004-11-18,532.67
2004-11-19,539.437
2004-11-22,540.442
2004-11-23,541.49
2004-11-24,546.781
2004-11-25,551.091
2004-11-26,554.341
2004-11-29,551.996
2004-11-30,549.869
2004-12-01,558.362
2004-12-02,559.631
2004-12-03,563.163
2004-12-06,565.478
2004-12-07,568.044
2004-12-08,560.076
2004-12-09,557.85
2004-12-10,557.957
2004-12-13,565.016
2004-12-14,565.875
2004-12-15,573.087
2004-12-16,569.953
2004-12-17,562.713
2004-12-20,572.159
2004-12-21,571.3
2004-12-22,575.204
2004-12-23,579.813
2004-12-24,580.229
2004-12-27,583.881
2004-12-28,582.596
2004-12-29,581.769
2004-12-30,583.162
2004-12-31,581.274
2005-01-03,582.042
2005-01-04,579.041
2005-01-05,574.842
2005-01-06,575.161
2005-01-07,572.3
2005-01-10,575.789
2005-01-11,573.89
2005-01-12,577.658
2005-01-13,572.027
2005-01-14,569.109
2005-01-17,572.179
2005-01-18,569.538
2005-01-19,569.766
2005-01-20,565.68
2005-01-21,570.956
2005-01-24,571.465
2005-01-25,572.967
2005-01-26,576.736
2005-01-27,574.954
2005-01-28,569.088
2005-01-31,571.873
2005-02-01,571.824
2005-02-02,577.687
2005-02-03,579.199
2005-02-04,582.248
2005-02-07,579.139
2005-02-08,577.233
2005-02-09,579.603
2005-02-10,583.336
2005-02-11,589.665
2005-02-14,592.066
2005-02-15,598.266
2005-02-16,597.374
2005-02-17,600.026
2005-02-18,599.732
2005-02-21,594.947
2005-02-22,598.274
2005-02-23,591.637
2005-02-24,591.725
2005-02-25,594.582
2005-02-28,604.94
2005-03-01,603.873
2005-03-02,598.954
2005-03-03,597.579
2005-03-04,609.616
2005-03-07,613.484
2005-03-08,622.85
2005-03-09,622.381
2005-03-10,617.626
2005-03-11,621.087
2005-03-14,614.308
2005-03-15,615.021
2005-03-16,615.28
2005-03-17,613.123
2005-03-18,612.896
2005-03-21,610.435
2005-03-22,608.482
2005-03-23,595.428
2005-03-24,604.251
2005-03-25,604.251
2005-03-28,600.01
2005-03-29,600.9
2005-03-30,603.856
2005-03-31,604.889
2005-04-01,604.142
2005-04-04,594.471
2005-04-05,597.422
2005-04-06,604.286
2005-04-07,608.124
2005-04-08,607.169
2005-04-11,612.378
2005-04-12,605.049
2005-04-13,610.873
2005-04-14,600.494
2005-04-15,602.522
2005-04-18,592.616
2005-04-19,597.73
2005-04-20,594.905
2005-04-21,596.989
2005-04-22,601.096
2005-04-25,600.781
2005-04-26,600.191
2005-04-27,589.661
2005-04-28,584.088
2005-04-29,586.698
2005-05-02,588.167
2005-05-03,590.869
2005-05-04,599.154
2005-05-05,602.524
2005-05-06,598.325
2005-05-09,596.052
2005-05-10,595.861
2005-05-11,591.76
2005-05-12,588.426
2005-05-13,581.496
2005-05-16,579.434
2005-05-17,579.449
2005-05-18,587.956
2005-05-19,591.263
2005-05-20,587.311
2005-05-23,590.562
2005-05-24,590.956
2005-05-25,592.507
2005-05-26,590.999
2005-05-27,597.498
2005-05-30,595.508
2005-05-31,589.73
2005-06-01,590.333
2005-06-02,591.858
2005-06-03,593.362
2005-06-06,589.933
2005-06-07,590.458
2005-06-08,590.63
2005-06-09,589.217
2005-06-10,588.704
2005-06-13,584.439
2005-06-14,586.148
2005-06-15,590.425
2005-06-16,592.054
2005-06-17,596.12
2005-06-20,587.658
2005-06-21,592.116
2005-06-22,597.097
2005-06-23,591.843
2005-06-24,587.882
2005-06-27,584.859
2005-06-28,583.101
2005-06-29,588.046
2005-06-30,591.365
2005-07-01,587.581
2005-07-04,583.9
2005-07-05,581.682
2005-07-06,583.147
2005-07-07,578.341
2005-07-08,580.845
2005-07-11,593.397
2005-07-12,597.915
2005-07-13,596.03
2005-07-14,601.272
2005-07-15,597.754
2005-07-18,596.645
2005-07-19,600.613
2005-07-20,600.983
2005-07-21,610.511
2005-07-22,605.947
2005-07-25,603.446
2005-07-26,604.18
2005-07-27,607.537
2005-07-28,612.573
2005-07-29,615.459
2005-08-01,619.703
2005-08-02,622.732
2005-08-03,632.926
2005-08-04,632.067
2005-08-05,627.879
2005-08-08,630.357
2005-08-09,638.79
2005-08-10,644.833
2005-08-11,644.936
2005-08-12,640.725
2005-08-15,635.842
2005-08-16,635.015
2005-08-17,633.26
2005-08-18,620.98
2005-08-19,623.139
2005-08-22,627.847
2005-08-23,620.538
2005-08-24,620.505
2005-08-25,622.401
2005-08-26,621.718
2005-08-29,619.804
2005-08-30,616.48
2005-08-31,624.047
2005-09-01,632.485
2005-09-02,634.386
2005-09-05,636.655
2005-09-06,639.464
2005-09-07,640.676
2005-09-08,636.524
2005-09-09,639.391
2005-09-12,634.536
2005-09-13,631.501
2005-09-14,635.195
2005-09-15,631.069
2005-09-16,633.051
2005-09-19,631.087
2005-09-20,634.991
2005-09-21,635.637
2005-09-22,632.0
2005-09-23,629.732
2005-09-26,635.246
2005-09-27,631.346
2005-09-28,636.394
2005-09-29,632.404
2005-09-30,636.709
2005-10-03,632.942
2005-10-04,639.222
2005-10-05,637.681
2005-10-06,641.47
2005-10-07,639.447
2005-10-10,635.924
2005-10-11,633.456
2005-10-12,633.741
2005-10-13,624.353
2005-10-14,634.571
2005-10-17,629.131
2005-10-18,622.886
2005-10-19,617.784
2005-10-20,620.749
2005-10-21,619.716
2005-10-24,623.555
2005-10-25,630.228
2005-10-26,629.306
2005-10-27,625.78
2005-10-28,620.651
2005-10-31,622.329
2005-11-01,624.51
2005-11-02,629.778
2005-11-03,632.421
2005-11-04,622.691
2005-11-07,626.247
