Date,USA IMI GROWTH IMI (Large+Mid+Small Cap)
2008-05-30,1007.553
2008-06-30,941.106
2008-07-31,924.971
2008-08-29,937.061
2008-09-30,824.471
2008-10-31,670.132
2008-11-28,606.283
2008-12-31,616.704
2009-01-30,587.097
2009-02-27,543.49
2009-03-31,589.193
2009-04-30,647.125
2009-05-29,675.782
2009-06-30,685.521
2009-07-31,734.997
2009-08-31,749.099
2009-09-30,785.416
2009-10-30,770.633
2009-11-30,813.535
2009-12-31,844.566
2010-01-29,804.453
2010-02-26,835.938
2010-03-31,887.31
2010-04-30,906.577
2010-05-31,832.076
2010-06-30,782.523
2010-07-30,838.766
2010-08-31,796.591
2010-09-30,885.231
2010-10-29,930.093
2010-11-30,941.978
2010-12-31,997.333
2011-01-31,1015.834
2011-02-28,1046.714
2011-03-31,1054.783
2011-04-29,1087.802
2011-05-31,1078.992
2011-06-30,1062.289
2011-07-29,1051.006
2011-08-31,987.364
2011-09-30,907.382
2011-10-31,1019.414
2011-11-30,1016.825
2011-12-30,1009.974
2012-01-31,1074.698
2012-02-29,1125.267
2012-03-30,1161.037
2012-04-30,1156.275
2012-05-31,1079.837
2012-06-29,1113.731
2012-07-31,1125.914
2012-08-31,1163.813
2012-09-28,1189.03
2012-10-31,1153.794
2012-11-30,1175.66
2012-12-31,1178.274
2013-01-31,1232.463
2013-02-28,1243.183
2013-03-29,1290.036
2013-04-30,1304.348
2013-05-31,1334.509
2013-06-28,1310.608
2013-07-31,1390.31
2013-08-30,1364.771
2013-09-30,1428.617
2013-10-31,1484.647
2013-11-29,1530.844
2013-12-31,1575.167
2014-01-31,1527.845
2014-02-28,1609.513
2014-03-31,1585.951
2014-04-30,1576.607
2014-05-30,1622.903
2014-06-30,1666.65
2014-07-31,1636.796
2014-08-29,1712.17
2014-09-30,1676.249
2014-10-31,1725.974
2014-11-28,1780.383
2014-12-31,1774.831
2015-01-30,1743.611
2015-02-27,1861.133
2015-03-31,1850.951
2015-04-30,1845.014
2015-05-29,1878.702
2015-06-30,1859.223
2015-07-31,1909.785
2015-08-31,1787.302
2015-09-30,1723.474
2015-10-30,1863.035
2015-11-30,1873.063
2015-12-31,1833.016
2016-01-29,1710.058
2016-02-29,1705.497
2016-03-31,1825.153
2016-04-29,1825.525
2016-05-31,1861.744
2016-06-30,1850.133
2016-07-29,1937.929
2016-08-31,1934.538
2016-09-30,1941.236
2016-10-31,1888.068
2016-11-30,1945.546
2016-12-30,1962.243
2017-01-31,2030.62
2017-02-28,2109.436
2017-03-31,2129.777
2017-04-28,2175.334
2017-05-31,2222.145
2017-06-30,2217.587
2017-07-31,2271.262
2017-08-31,2299.109
2017-09-29,2335.752
2017-10-31,2409.812
2017-11-30,2482.143
2017-12-29,2503.395
2018-01-31,2682.85
2018-02-28,2614.966
2018-03-30,2554.011
2018-04-30,2566.583
2018-05-31,2679.522
2018-06-29,2701.148
2018-07-31,2775.548
2018-08-31,2923.129
2018-09-28,2929.246
2018-10-31,2648.452
2018-11-30,2674.297
2018-12-31,2431.024
2019-01-31,2662.76
2019-02-28,2764.691
2019-03-29,2832.411
2019-04-30,2963.164
2019-05-31,2777.877
2019-06-28,2979.998
2019-07-31,3040.288
2019-08-30,3002.924
2019-09-30,3003.496
2019-10-31,3085.666
2019-11-29,3227.632
2019-12-31,3321.659
2020-01-31,3401.846
2020-02-28,3171.122
2020-03-31,2823.286
2020-04-30,3256.263
2020-05-29,3495.444
2020-06-30,3668.049
2020-07-31,3948.713
2020-08-31,4338.802
2020-09-30,4135.965
2020-10-30,4033.778
2020-11-30,4467.847
2020-12-31,4707.481
2021-01-29,4702.67
2021-02-26,4751.983
2021-03-31,4773.748
2021-04-30,5105.973
2021-05-31,5013.44
2021-06-30,5329.418
2021-07-30,5482.431
2021-08-31,5684.858
2021-09-30,5370.904
2021-10-29,5790.212
2021-11-30,5784.873
2021-12-31,5855.218
2022-01-31,5315.07
2022-02-28,5121.83
2022-03-31,5315.371
2022-04-29,4613.562
2022-05-31,4488.939
2022-06-30,4112.653
2022-07-29,4653.72
2022-08-31,4430.77
2022-09-30,3975.781
2022-10-31,4174.457
2022-11-30,4364.05
2022-12-30,4019.027
2023-01-31,4437.186
2023-02-28,4376.395
2023-03-31,4675.816
2023-04-28,4723.805
2023-05-31,4934.35
2023-06-30,5291.663
2023-07-31,5470.998
2023-08-31,5402.333
2023-09-29,5095.54
2023-10-31,4979.554
2023-11-30,5537.502
2023-12-29,5788.798
2024-01-31,5903.792
2024-02-29,6332.579
2024-03-29,6441.306
2024-04-30,6163.547
2024-05-31,6559.793
2024-06-28,6970.551
2024-07-31,6882.933
2024-08-30,7002.929
2024-09-30,7174.408
2024-10-31,7147.511
2024-11-29,7675.727
2024-12-31,7734.295
2025-01-31,7888.249
2025-02-28,7567.461
2025-03-31,6894.953
2025-04-30,7050.099
2025-05-30,7734.221
2025-06-30,8176.991
2025-07-31,8485.43
