Date,USA IMI GROWTH IMI (Large+Mid+Small Cap)
2001-05-07,868.853
2001-05-08,872.099
2001-05-09,862.856
2001-05-10,859.305
2001-05-11,851.169
2001-05-14,847.747
2001-05-15,847.329
2001-05-16,875.501
2001-05-17,884.673
2001-05-18,887.619
2001-05-21,915.311
2001-05-22,912.904
2001-05-23,890.757
2001-05-24,897.307
2001-05-25,884.822
2001-05-28,884.822
2001-05-29,866.035
2001-05-30,842.97
2001-05-31,849.202
2001-06-01,857.157
2001-06-04,860.947
2001-06-05,879.408
2001-06-06,871.549
2001-06-07,881.631
2001-06-08,869.821
2001-06-11,857.258
2001-06-12,858.577
2001-06-13,846.008
2001-06-14,827.406
2001-06-15,822.348
2001-06-18,815.532
2001-06-19,816.923
2001-06-20,829.959
2001-06-21,837.69
2001-06-22,826.228
2001-06-25,823.487
2001-06-26,823.33
2001-06-27,822.117
2001-06-28,835.674
2001-06-29,836.144
2001-07-02,841.592
2001-07-03,839.781
2001-07-04,839.781
2001-07-05,823.328
2001-07-06,798.913
2001-07-09,805.059
2001-07-10,788.25
2001-07-11,784.731
2001-07-12,811.16
2001-07-13,816.622
2001-07-16,802.735
2001-07-17,812.441
2001-07-18,802.625
2001-07-19,809.292
2001-07-20,808.065
2001-07-23,792.455
2001-07-24,780.168
2001-07-25,790.43
2001-07-26,801.538
2001-07-27,805.436
2001-07-30,803.28
2001-07-31,806.861
2001-08-01,812.087
2001-08-02,815.625
2001-08-03,810.945
2001-08-06,799.955
2001-08-07,800.203
2001-08-08,782.519
2001-08-09,782.298
2001-08-10,783.455
2001-08-13,786.521
2001-08-14,781.201
2001-08-15,771.992
2001-08-16,773.973
2001-08-17,757.648
2001-08-20,763.053
2001-08-21,749.448
2001-08-22,756.409
2001-08-23,752.592
2001-08-24,774.358
2001-08-27,772.461
2001-08-28,757.738
2001-08-29,748.793
2001-08-30,731.062
2001-08-31,735.397
2001-09-03,735.397
2001-09-04,729.994
2001-09-05,726.677
2001-09-06,707.104
2001-09-07,692.034
2001-09-10,696.485
2001-09-11,696.486
2001-09-12,696.486
2001-09-13,696.486
2001-09-14,696.486
2001-09-17,654.959
2001-09-18,646.805
2001-09-19,635.293
2001-09-20,615.671
2001-09-21,604.399
2001-09-24,633.699
2001-09-25,637.655
2001-09-26,631.444
2001-09-27,636.046
2001-09-28,651.261
2001-10-01,648.149
2001-10-02,655.833
2001-10-03,678.303
2001-10-04,679.001
2001-10-05,682.61
2001-10-08,677.436
2001-10-09,670.649
2001-10-10,689.936
2001-10-11,709.981
2001-10-12,708.863
2001-10-15,707.867
2001-10-16,713.311
2001-10-17,693.157
2001-10-18,689.386
2001-10-19,694.688
2001-10-22,707.562
2001-10-23,705.517
2001-10-24,709.531
2001-10-25,722.159
2001-10-26,723.277
2001-10-29,700.782
2001-10-30,687.324
2001-10-31,690.494
2001-11-01,708.005
2001-11-02,709.476
2001-11-05,722.499
2001-11-06,735.965
2001-11-07,734.272
2001-11-08,735.284
2001-11-09,735.515
2001-11-12,736.612
2001-11-13,753.456
2001-11-14,757.199
2001-11-15,758.077
2001-11-16,755.04
2001-11-19,766.313
2001-11-20,755.691
2001-11-21,753.13
2001-11-22,753.13
2001-11-23,761.909
2001-11-26,771.409
2001-11-27,768.203
2001-11-28,752.668
2001-11-29,762.38
2001-11-30,761.842
2001-12-03,753.416
2001-12-04,767.061
2001-12-05,790.025
2001-12-06,788.896
2001-12-07,780.23
2001-12-10,765.713
2001-12-11,766.604
2001-12-12,767.953
2001-12-13,752.415
2001-12-14,756.904
2001-12-17,766.892
2001-12-18,772.811
2001-12-19,772.88
2001-12-20,760.509
2001-12-21,768.14
2001-12-24,767.105
2001-12-25,767.105
2001-12-26,771.486
2001-12-27,777.073
2001-12-28,780.379
2001-12-31,769.622
2002-01-01,769.622
2002-01-02,773.895
2002-01-03,784.014
2002-01-04,787.98
2002-01-07,780.142
2002-01-08,780.938
2002-01-09,777.507
2002-01-10,778.589
2002-01-11,770.833
2002-01-14,763.514
2002-01-15,766.56
2002-01-16,752.367
2002-01-17,762.146
2002-01-18,750.037
2002-01-21,750.037
2002-01-22,741.183
2002-01-23,748.375
2002-01-24,751.852
2002-01-25,751.814
2002-01-28,751.563
2002-01-29,731.129
2002-01-30,740.158
2002-01-31,749.494
2002-02-01,743.389
2002-02-04,723.052
2002-02-05,720.532
2002-02-06,716.25
2002-02-07,710.084
2002-02-08,722.808
2002-02-11,734.71
2002-02-12,731.679
2002-02-13,739.548
2002-02-14,735.895
2002-02-15,724.218
2002-02-18,724.218
2002-02-19,708.009
2002-02-20,717.908
2002-02-21,702.624
2002-02-22,706.496
2002-02-25,720.067
2002-02-26,720.431
2002-02-27,718.713
2002-02-28,714.141
2002-03-01,733.27
2002-03-04,749.717
2002-03-05,746.25
2002-03-06,755.227
2002-03-07,751.449
2002-03-08,761.584
2002-03-11,762.218
2002-03-12,757.387
2002-03-13,748.538
2002-03-14,747.656
2002-03-15,756.12
2002-03-18,757.635
2002-03-19,758.968
2002-03-20,744.611
2002-03-21,748.797
2002-03-22,745.205
2002-03-25,732.186
2002-03-26,735.659
2002-03-27,738.332
2002-03-28,742.145
2002-03-29,742.145
2002-04-01,743.205
2002-04-02,730.587
2002-04-03,723.049
2002-04-04,724.691
2002-04-05,720.253
2002-04-08,722.462
2002-04-09,715.306
2002-04-10,723.724
2002-04-11,703.836
2002-04-12,712.332
2002-04-15,707.61
2002-04-16,725.163
2002-04-17,722.075
2002-04-18,722.02
2002-04-19,721.756
2002-04-22,709.329
2002-04-23,702.811
2002-04-24,697.669
2002-04-25,695.878
2002-04-26,681.688
2002-04-29,675.656
2002-04-30,684.144
2002-05-01,688.511
2002-05-02,681.82
2002-05-03,671.757
2002-05-06,657.836
2002-05-07,654.873
2002-05-08,689.252
2002-05-09,674.796
2002-05-10,660.837
2002-05-13,674.907
2002-05-14,694.953
2002-05-15,692.374
2002-05-16,695.677
2002-05-17,703.693
2002-05-20,692.559
2002-05-21,680.194
2002-05-22,682.304
2002-05-23,690.463
2002-05-24,680.841
2002-05-27,680.841
2002-05-28,675.066
2002-05-29,668.516
2002-05-30,668.241
2002-05-31,667.386
2002-06-03,649.916
2002-06-04,651.401
2002-06-05,658.959
2002-06-06,646.604
2002-06-07,643.578
2002-06-10,645.743
2002-06-11,633.614
2002-06-12,636.952
2002-06-13,630.05
2002-06-14,629.749
2002-06-17,648.534
2002-06-18,646.768
2002-06-19,635.558
2002-06-20,624.888
2002-06-21,611.861
2002-06-24,616.3
2002-06-25,603.22
2002-06-26,604.806
2002-06-27,615.732
2002-06-28,612.245
2002-07-01,594.62
2002-07-02,579.397
2002-07-03,586.591
2002-07-04,586.591
2002-07-05,610.219
2002-07-08,599.523
2002-07-09,583.755
2002-07-10,565.365
2002-07-11,572.423
2002-07-12,570.817
2002-07-15,569.942
2002-07-16,562.137
2002-07-17,567.559
2002-07-18,551.323
2002-07-19,531.964
2002-07-22,516.275
2002-07-23,503.239
2002-07-24,532.454
2002-07-25,524.024
2002-07-26,531.316
2002-07-29,561.619
2002-07-30,563.52
2002-07-31,564.734
2002-08-01,547.758
2002-08-02,535.079
2002-08-05,515.83
2002-08-06,533.241
2002-08-07,544.272
2002-08-08,560.841
2002-08-09,561.047
2002-08-12,558.421
2002-08-13,546.147
2002-08-14,570.126
2002-08-15,579.037
2002-08-16,581.149
2002-08-19,594.219
2002-08-20,586.507
2002-08-21,594.763
2002-08-22,603.438
2002-08-23,588.997
2002-08-26,592.39
2002-08-27,579.413
2002-08-28,568.372
2002-08-29,569.973
2002-08-30,567.245
2002-09-02,567.245
2002-09-03,544.129
2002-09-04,555.405
2002-09-05,545.106
2002-09-06,556.653
2002-09-09,562.479
2002-09-10,568.592
2002-09-11,568.042
2002-09-12,553.784
2002-09-13,556.19
2002-09-16,556.868
2002-09-17,546.423
2002-09-18,543.686
2002-09-19,527.388
2002-09-20,527.634
2002-09-23,518.459
2002-09-24,512.181
2002-09-25,526.922
2002-09-26,533.851
2002-09-27,518.365
2002-09-30,510.127
2002-10-01,528.946
2002-10-02,518.355
2002-10-03,512.565
2002-10-04,501.356
2002-10-07,492.144
2002-10-08,502.428
2002-10-09,490.317
2002-10-10,505.58
2002-10-11,525.478
2002-10-14,530.362
2002-10-15,555.343
2002-10-16,539.234
2002-10-17,552.802
2002-10-18,556.746
2002-10-21,564.992
2002-10-22,557.637
2002-10-23,562.366
2002-10-24,553.043
2002-10-25,563.851
2002-10-28,557.402
2002-10-29,553.119
2002-10-30,558.243
2002-10-31,556.349
2002-11-01,565.747
2002-11-04,571.761
2002-11-05,574.684
2002-11-06,580.822
2002-11-07,568.671
2002-11-08,561.866
2002-11-11,549.65
2002-11-12,556.383
2002-11-13,557.96
2002-11-14,573.033
2002-11-15,574.891
2002-11-18,568.628
2002-11-19,564.335
2002-11-20,576.524
2002-11-21,588.72
2002-11-22,586.498
2002-11-25,587.595
2002-11-26,575.043
2002-11-27,591.98
2002-11-28,591.982
2002-11-29,589.671
2002-12-02,589.528
2002-12-03,580.101
2002-12-04,577.999
2002-12-05,570.857
2002-12-06,573.446
2002-12-09,558.949
2002-12-10,567.583
2002-12-11,567.969
2002-12-12,566.609
2002-12-13,556.222
2002-12-16,568.018
2002-12-17,562.661
2002-12-18,554.078
2002-12-19,549.507
2002-12-20,555.84
2002-12-23,558.9
2002-12-24,556.355
2002-12-25,556.355
2002-12-26,553.384
2002-12-27,545.362
2002-12-30,546.818
2002-12-31,547.245
2003-01-01,547.245
2003-01-02,565.556
2003-01-03,564.994
2003-01-06,574.493
2003-01-07,572.588
2003-01-08,564.435
2003-01-09,576.302
2003-01-10,577.509
2003-01-13,576.679
2003-01-14,579.71
2003-01-15,571.804
2003-01-16,569.588
2003-01-17,558.838
2003-01-20,558.814
2003-01-21,552.034
2003-01-22,548.524
2003-01-23,556.463
2003-01-24,540.396
2003-01-27,531.671
2003-01-28,538.695
2003-01-29,542.172
2003-01-30,529.875
2003-01-31,535.207
2003-02-03,536.529
2003-02-04,529.083
2003-02-05,527.238
2003-02-06,524.526
2003-02-07,518.565
2003-02-10,523.037
2003-02-11,520.617
2003-02-12,514.224
2003-02-13,512.36
2003-02-14,523.024
2003-02-17,523.024
2003-02-18,535.282
2003-02-19,531.431
2003-02-20,527.776
2003-02-21,534.96
2003-02-24,525.417
2003-02-25,528.571
2003-02-26,522.097
2003-02-27,527.551
2003-02-28,530.758
2003-03-03,525.16
2003-03-04,517.879
2003-03-05,521.869
2003-03-06,518.946
2003-03-07,523.042
2003-03-10,511.283
2003-03-11,507.947
2003-03-12,510.869
2003-03-13,529.856
2003-03-14,529.513
2003-03-17,549.874
2003-03-18,553.114
2003-03-19,555.737
2003-03-20,557.458
2003-03-21,569.144
2003-03-24,549.309
2003-03-25,556.751
2003-03-26,553.791
2003-03-27,553.062
2003-03-28,550.044
2003-03-31,540.933
2003-04-01,545.362
2003-04-02,561.293
2003-04-03,559.383
2003-04-04,558.551
2003-04-07,559.284
2003-04-08,557.289
2003-04-09,549.293
2003-04-10,552.536
2003-04-11,550.97
2003-04-14,561.367
2003-04-15,563.967
2003-04-16,558.464
2003-04-17,568.175
2003-04-18,568.175
2003-04-21,567.516
2003-04-22,578.091
2003-04-23,581.161
2003-04-24,576.381
2003-04-25,568.247
2003-04-28,578.508
2003-04-29,581.723
2003-04-30,579.813
2003-05-01,580.319
2003-05-02,590.321
2003-05-05,590.424
2003-05-06,595.928
2003-05-07,592.285
2003-05-08,586.584
2003-05-09,596.135
2003-05-12,604.234
2003-05-13,602.334
2003-05-14,600.284
2003-05-15,605.283
2003-05-16,602.633
2003-05-19,586.909
2003-05-20,585.717
2003-05-21,586.722
2003-05-22,592.431
2003-05-23,591.64
2003-05-26,591.64
2003-05-27,604.311
2003-05-28,606.06
2003-05-29,606.081
2003-05-30,614.414
2003-06-02,613.92
2003-06-03,616.966
2003-06-04,626.876
2003-06-05,630.163
2003-06-06,626.855
2003-06-09,619.146
2003-06-10,625.448
2003-06-11,632.995
2003-06-12,633.964
2003-06-13,627.04
2003-06-16,641.994
2003-06-17,643.914
2003-06-18,644.188
2003-06-19,634.515
2003-06-20,633.422
2003-06-23,623.054
2003-06-24,623.164
2003-06-25,619.87
2003-06-26,628.346
2003-06-27,623.243
2003-06-30,621.898
2003-07-01,626.795
2003-07-02,636.078
2003-07-03,631.154
2003-07-04,631.154
2003-07-07,645.449
2003-07-08,650.418
2003-07-09,647.993
2003-07-10,639.269
2003-07-11,645.654
2003-07-14,650.702
2003-07-15,649.743
2003-07-16,646.53
2003-07-17,635.498
2003-07-18,640.844
2003-07-21,631.98
2003-07-22,637.802
2003-07-23,640.486
2003-07-24,635.214
2003-07-25,645.133
2003-07-28,644.895
2003-07-29,641.405
2003-07-30,640.485
2003-07-31,642.491
2003-08-01,636.018
2003-08-04,636.835
2003-08-05,624.89
2003-08-06,622.832
2003-08-07,627.177
2003-08-08,628.021
2003-08-11,631.853
2003-08-12,638.951
2003-08-13,636.111
2003-08-14,639.075
2003-08-15,640.044
2003-08-18,648.095
2003-08-19,650.958
2003-08-20,649.602
2003-08-21,652.454
2003-08-22,647.728
2003-08-25,647.84
2003-08-26,650.069
2003-08-27,651.988
2003-08-28,657.026
2003-08-29,660.416
2003-09-01,660.416
2003-09-02,669.179
2003-09-03,671.458
2003-09-04,674.165
2003-09-05,669.84
2003-09-08,678.069
2003-09-09,672.566
2003-09-10,662.084
2003-09-11,667.122
2003-09-12,668.799
2003-09-15,666.212
2003-09-16,677.148
2003-09-17,675.083
2003-09-18,682.616
2003-09-19,680.659
2003-09-22,671.428
2003-09-23,677.605
2003-09-24,662.428
2003-09-25,656.839
2003-09-26,650.872
2003-09-29,658.564
2003-09-30,650.532
2003-10-01,665.405
2003-10-02,667.265
2003-10-03,676.119
2003-10-06,678.432
2003-10-07,682.6
2003-10-08,678.925
2003-10-09,683.197
2003-10-10,683.267
2003-10-13,688.822
2003-10-14,691.771
2003-10-15,689.76
2003-10-16,692.769
2003-10-17,683.714
2003-10-20,687.88
2003-10-21,692.048
2003-10-22,680.137
2003-10-23,680.36
2003-10-24,676.469
2003-10-27,679.502
2003-10-28,693.052
2003-10-29,693.766
2003-10-30,692.518
2003-10-31,694.551
2003-11-03,701.501
2003-11-04,697.68
2003-11-05,698.023
2003-11-06,702.96
2003-11-07,699.749
2003-11-10,693.367
2003-11-11,692.165
2003-11-12,703.319
2003-11-13,703.851
2003-11-14,697.644
2003-11-17,692.058
2003-11-18,685.23
2003-11-19,690.776
2003-11-20,684.586
2003-11-21,686.198
2003-11-24,700.746
2003-11-25,700.554
2003-11-26,703.343
2003-11-27,703.343
2003-11-28,704.403
2003-12-01,712.693
2003-12-02,708.601
2003-12-03,704.443
2003-12-04,706.767
2003-12-05,699.785
2003-12-08,703.453
2003-12-09,693.988
2003-12-10,692.1
2003-12-11,702.115
2003-12-12,703.75
2003-12-15,697.161
2003-12-16,699.538
2003-12-17,699.935
2003-12-18,709.525
2003-12-19,707.953
2003-12-22,709.676
2003-12-23,712.599
2003-12-24,711.529
2003-12-25,711.529
2003-12-26,712.948
2003-12-29,722.717
2003-12-30,722.719
2003-12-31,722.456
2004-01-01,722.456
2004-01-02,720.307
2004-01-05,730.132
2004-01-06,732.754
2004-01-07,736.459
2004-01-08,739.769
2004-01-09,735.157
2004-01-12,739.947
2004-01-13,735.391
2004-01-14,740.56
2004-01-15,741.542
2004-01-16,748.148
2004-01-19,748.148
2004-01-20,748.379
2004-01-21,751.026
2004-01-22,748.667
2004-01-23,749.003
2004-01-26,758.285
2004-01-27,749.089
2004-01-28,737.892
2004-01-29,740.55
2004-01-30,740.275
2004-02-02,742.664
2004-02-03,744.721
2004-02-04,736.872
2004-02-05,737.526
2004-02-06,749.912
2004-02-09,748.41
2004-02-10,752.852
2004-02-11,759.096
2004-02-12,754.809
2004-02-13,749.732
2004-02-16,749.732
2004-02-17,757.006
2004-02-18,754.426
2004-02-19,748.579
2004-02-20,746.893
2004-02-23,740.45
2004-02-24,740.913
2004-02-25,745.159
2004-02-26,747.562
2004-02-27,747.037
2004-03-01,755.192
2004-03-02,749.528
2004-03-03,749.892
2004-03-04,754.261
2004-03-05,754.332
2004-03-08,746.303
2004-03-09,741.637
2004-03-10,731.344
2004-03-11,721.905
2004-03-12,732.174
2004-03-15,719.995
2004-03-16,723.122
2004-03-17,731.925
2004-03-18,729.575
2004-03-19,721.594
2004-03-22,712.184
2004-03-23,711.36
2004-03-24,711.462
2004-03-25,726.155
2004-03-26,724.759
2004-03-29,735.039
2004-03-30,738.281
2004-03-31,737.57
2004-04-01,742.291
2004-04-02,752.092
2004-04-05,758.754
2004-04-06,754.773
2004-04-07,750.765
2004-04-08,749.739
2004-04-09,749.739
2004-04-12,754.237
2004-04-13,744.179
2004-04-14,744.496
2004-04-15,743.747
2004-04-16,744.79
2004-04-19,748.433
2004-04-20,735.65
2004-04-21,740.951
2004-04-22,751.241
2004-04-23,753.461
2004-04-26,749.328
2004-04-27,749.907
2004-04-28,738.448
2004-04-29,731.684
2004-04-30,724.946
2004-05-03,731.39
2004-05-04,732.64
2004-05-05,735.165
2004-05-06,729.485
2004-05-07,721.824
2004-05-10,714.312
2004-05-11,722.085
2004-05-12,721.106
2004-05-13,720.486
2004-05-14,717.241
2004-05-17,709.427
2004-05-18,715.107
2004-05-19,713.647
2004-05-20,713.616
2004-05-21,716.46
2004-05-24,718.276
2004-05-25,731.268
2004-05-26,733.31
2004-05-27,738.163
2004-05-28,738.39
2004-05-31,738.39
2004-06-01,739.651
2004-06-02,741.152
2004-06-03,733.821
2004-06-04,738.479
2004-06-07,751.089
2004-06-08,752.604
2004-06-09,743.869
2004-06-10,745.838
2004-06-11,745.838
2004-06-14,738.419
2004-06-15,743.837
2004-06-16,744.131
2004-06-17,741.208
2004-06-18,741.778
2004-06-21,737.716
2004-06-22,741.329
2004-06-23,748.172
2004-06-24,745.85
2004-06-25,744.353
2004-06-28,742.086
2004-06-29,745.305
2004-06-30,748.784
2004-07-01,739.646
2004-07-02,736.342
2004-07-05,736.342
2004-07-06,726.741
2004-07-07,728.398
2004-07-08,720.983
2004-07-09,723.182
2004-07-12,722.067
2004-07-13,722.666
2004-07-14,718.789
2004-07-15,716.944
2004-07-16,710.866
2004-07-19,708.937
2004-07-20,716.778
2004-07-21,704.206
2004-07-22,707.093
2004-07-23,696.716
2004-07-26,693.09
2004-07-27,701.35
2004-07-28,698.953
2004-07-29,704.03
2004-07-30,705.731
2004-08-02,708.366
2004-08-03,701.207
2004-08-04,699.798
2004-08-05,687.689
2004-08-06,675.31
2004-08-09,674.828
2004-08-10,685.316
2004-08-11,681.142
2004-08-12,672.589
2004-08-13,673.56
2004-08-16,682.519
2004-08-17,685.898
2004-08-18,696.314
2004-08-19,693.211
2004-08-20,698.422
2004-08-23,697.324
2004-08-24,696.633
2004-08-25,703.281
2004-08-26,702.411
2004-08-27,705.257
2004-08-30,697.686
2004-08-31,700.181
2004-09-01,703.138
2004-09-02,711.233
2004-09-03,705.88
2004-09-06,705.88
2004-09-07,709.851
2004-09-08,707.102
2004-09-09,710.023
2004-09-10,715.504
2004-09-13,718.921
2004-09-14,720.976
2004-09-15,715.137
2004-09-16,716.175
2004-09-17,718.621
2004-09-20,715.578
2004-09-21,719.658
2004-09-22,709.156
2004-09-23,708.41
2004-09-24,708.206
2004-09-27,702.654
2004-09-28,706.331
2004-09-29,711.404
2004-09-30,712.89
2004-10-01,724.488
2004-10-04,727.411
2004-10-05,726.897
2004-10-06,731.299
2004-10-07,722.228
2004-10-08,714.274
2004-10-11,716.244
2004-10-12,713.759
2004-10-13,710.257
2004-10-14,703.986
2004-10-15,706.362
2004-10-18,712.447
2004-10-19,707.276
2004-10-20,709.41
2004-10-21,713.073
2004-10-22,703.412
2004-10-25,702.215
2004-10-26,711.608
2004-10-27,723.91
2004-10-28,724.887
2004-10-29,725.59
2004-11-01,725.494
2004-11-02,726.474
2004-11-03,735.001
2004-11-04,744.06
2004-11-05,748.908
2004-11-08,747.761
2004-11-09,748.137
2004-11-10,746.577
2004-11-11,753.792
2004-11-12,760.808
2004-11-15,763.043
2004-11-16,757.211
2004-11-17,762.284
2004-11-18,763.173
2004-11-19,753.203
2004-11-22,757.385
2004-11-23,756.957
2004-11-24,760.979
2004-11-25,760.979
2004-11-26,761.135
2004-11-29,760.074
2004-11-30,755.738
2004-12-01,768.512
2004-12-02,769.575
2004-12-03,770.92
2004-12-06,770.654
2004-12-07,761.188
2004-12-08,765.66
2004-12-09,770.541
2004-12-10,769.642
2004-12-13,775.199
2004-12-14,780.105
2004-12-15,781.02
2004-12-16,778.919
2004-12-17,775.848
2004-12-20,774.405
2004-12-21,781.494
2004-12-22,784.038
2004-12-23,784.57
2004-12-24,784.57
2004-12-27,781.381
2004-12-28,788.572
2004-12-29,788.746
2004-12-30,789.43
2004-12-31,788.189
2005-01-03,780.674
2005-01-04,768.787
2005-01-05,765.009
2005-01-06,767.004
2005-01-07,766.893
2005-01-10,770.834
2005-01-11,765.932
2005-01-12,769.835
2005-01-13,763.373
2005-01-14,768.676
2005-01-17,768.676
2005-01-18,774.814
2005-01-19,767.443
2005-01-20,760.988
2005-01-21,756.484
2005-01-24,750.569
2005-01-25,754.254
2005-01-26,759.58
2005-01-27,760.248
2005-01-28,758.53
2005-01-31,764.912
2005-02-01,769.075
2005-02-02,771.9
2005-02-03,768.83
2005-02-04,777.37
2005-02-07,775.759
2005-02-08,776.019
2005-02-09,766.808
2005-02-10,769.681
2005-02-11,777.093
2005-02-14,776.785
2005-02-15,779.972
2005-02-16,780.362
2005-02-17,773.994
2005-02-18,773.372
2005-02-21,773.372
2005-02-22,762.341
2005-02-23,765.755
2005-02-24,772.202
2005-02-25,778.357
2005-02-28,773.416
2005-03-01,778.778
2005-03-02,778.642
2005-03-03,778.248
2005-03-04,784.349
2005-03-07,787.848
2005-03-08,782.993
2005-03-09,777.157
2005-03-10,777.558
2005-03-11,771.666
2005-03-14,775.649
2005-03-15,770.199
2005-03-16,763.603
2005-03-17,764.729
2005-03-18,763.374
2005-03-21,761.378
2005-03-22,756.262
2005-03-23,756.446
2005-03-24,756.833
2005-03-25,756.833
2005-03-28,757.913
2005-03-29,751.565
2005-03-30,761.574
2005-03-31,759.774
2005-04-01,753.875
2005-04-04,757.184
2005-04-05,761.465
2005-04-06,761.435
2005-04-07,767.002
2005-04-08,760.232
2005-04-11,759.076
2005-04-12,762.872
2005-04-13,753.501
2005-04-14,745.169
2005-04-15,732.992
2005-04-18,733.85
2005-04-19,739.053
2005-04-20,730.024
2005-04-21,745.642
2005-04-22,737.712
2005-04-25,744.319
2005-04-26,737.67
2005-04-27,739.887
2005-04-28,731.482
2005-04-29,737.812
2005-05-02,741.852
2005-05-03,742.228
2005-05-04,751.665
2005-05-05,750.653
2005-05-06,751.623
2005-05-09,756.04
2005-05-10,748.912
2005-05-11,752.544
2005-05-12,747.139
2005-05-13,745.958
2005-05-16,753.604
2005-05-17,758.433
2005-05-18,767.282
2005-05-19,771.102
2005-05-20,770.295
2005-05-23,773.453
2005-05-24,774.68
2005-05-25,770.97
2005-05-26,777.199
2005-05-27,778.331
2005-05-30,778.331
2005-05-31,774.736
2005-06-01,781.445
2005-06-02,784.479
2005-06-03,778.403
2005-06-06,779.721
2005-06-07,779.319
2005-06-08,776.682
2005-06-09,782.038
2005-06-10,778.304
2005-06-13,780.998
2005-06-14,783.018
2005-06-15,784.263
2005-06-16,787.511
2005-06-17,789.162
2005-06-20,789.294
2005-06-21,788.544
2005-06-22,788.834
2005-06-23,780.683
2005-06-24,774.325
2005-06-27,773.396
2005-06-28,782.495
2005-06-29,781.335
2005-06-30,776.956
2005-07-01,778.465
2005-07-04,778.465
2005-07-05,786.114
2005-07-06,781.156
2005-07-07,783.535
2005-07-08,793.826
2005-07-11,799.862
2005-07-12,802.236
2005-07-13,801.683
2005-07-14,803.241
2005-07-15,804.786
2005-07-18,801.441
2005-07-19,809.355
2005-07-20,814.122
2005-07-21,809.023
2005-07-22,812.53
2005-07-25,808.281
2005-07-26,811.059
2005-07-27,815.361
2005-07-28,821.296
2005-07-29,816.027
2005-08-01,818.371
2005-08-02,824.319
2005-08-03,824.106
2005-08-04,817.221
2005-08-05,811.869
2005-08-08,808.406
2005-08-09,813.28
2005-08-10,811.136
2005-08-11,816.711
2005-08-12,811.777
2005-08-15,814.634
2005-08-16,804.286
2005-08-17,805.501
2005-08-18,804.267
2005-08-19,804.418
2005-08-22,805.588
2005-08-23,803.605
2005-08-24,799.543
2005-08-25,801.264
2005-08-26,796.409
2005-08-29,802.153
2005-08-30,799.49
2005-08-31,807.993
2005-09-01,807.305
2005-09-02,804.166
2005-09-05,804.166
2005-09-06,815.219
2005-09-07,818.039
2005-09-08,814.686
2005-09-09,819.842
2005-09-12,819.84
2005-09-13,813.842
2005-09-14,808.494
2005-09-15,808.423
2005-09-16,813.006
2005-09-19,808.271
2005-09-20,801.4
2005-09-21,793.576
2005-09-22,797.28
2005-09-23,799.159
2005-09-26,799.487
2005-09-27,799.201
2005-09-28,799.635
2005-09-29,806.94
2005-09-30,810.907
2005-10-03,811.452
2005-10-04,805.033
2005-10-05,791.903
2005-10-06,786.682
2005-10-07,789.493
2005-10-10,784.993
2005-10-11,781.913
2005-10-12,776.155
2005-10-13,776.975
2005-10-14,784.577
2005-10-17,786.454
2005-10-18,779.454
2005-10-19,792.51
2005-10-20,783.138
2005-10-21,785.887
2005-10-24,797.988
2005-10-25,794.99
2005-10-26,790.244
2005-10-27,779.075
2005-10-28,791.103
2005-10-31,800.241
2005-11-01,797.509
2005-11-02,807.473
2005-11-03,812.219
2005-11-04,812.916
2005-11-07,815.546
