Date,SPAIN SMALL CAP Small Cap
2003-02-13,119.376
2003-02-14,119.42
2003-02-17,119.704
2003-02-18,120.783
2003-02-19,119.825
2003-02-20,121.011
2003-02-21,121.087
2003-02-24,120.164
2003-02-25,118.3
2003-02-26,118.358
2003-02-27,119.058
2003-02-28,119.86
2003-03-03,121.297
2003-03-04,120.514
2003-03-05,121.812
2003-03-06,121.276
2003-03-07,121.432
2003-03-10,121.019
2003-03-11,120.51
2003-03-12,119.577
2003-03-13,119.116
2003-03-14,120.473
2003-03-17,120.04
2003-03-18,120.351
2003-03-19,121.045
2003-03-20,121.22
2003-03-21,122.912
2003-03-24,122.098
2003-03-25,122.992
2003-03-26,122.483
2003-03-27,122.645
2003-03-28,122.278
2003-03-31,123.633
2003-04-01,123.806
2003-04-02,124.601
2003-04-03,124.816
2003-04-04,125.53
2003-04-07,127.024
2003-04-08,127.144
2003-04-09,127.976
2003-04-10,129.647
2003-04-11,128.41
2003-04-14,128.075
2003-04-15,128.021
2003-04-16,128.982
2003-04-17,129.169
2003-04-18,129.169
2003-04-21,128.612
2003-04-22,130.0
2003-04-23,130.921
2003-04-24,131.483
2003-04-25,130.236
2003-04-28,131.699
2003-04-29,132.075
2003-04-30,134.436
2003-05-01,135.671
2003-05-02,135.08
2003-05-05,136.319
2003-05-06,139.355
2003-05-07,139.29
2003-05-08,140.824
2003-05-09,141.053
2003-05-12,142.161
2003-05-13,141.527
2003-05-14,140.698
2003-05-15,140.937
2003-05-16,142.425
2003-05-19,142.553
2003-05-20,141.935
2003-05-21,141.747
2003-05-22,144.436
2003-05-23,146.317
2003-05-26,147.518
2003-05-27,147.68
2003-05-28,147.27
2003-05-29,149.171
2003-05-30,149.151
2003-06-02,150.244
2003-06-03,150.263
2003-06-04,151.951
2003-06-05,154.933
2003-06-06,155.295
2003-06-09,155.179
2003-06-10,154.556
2003-06-11,157.421
2003-06-12,157.626
2003-06-13,158.567
2003-06-16,159.682
2003-06-17,159.814
2003-06-18,157.941
2003-06-19,156.185
2003-06-20,156.799
2003-06-23,154.126
2003-06-24,153.446
2003-06-25,155.479
2003-06-26,153.862
2003-06-27,155.175
2003-06-30,156.041
2003-07-01,156.768
2003-07-02,157.867
2003-07-03,158.134
2003-07-04,157.986
2003-07-07,158.085
2003-07-08,157.8
2003-07-09,158.331
2003-07-10,158.086
2003-07-11,158.241
2003-07-14,159.342
2003-07-15,158.816
2003-07-16,158.845
2003-07-17,159.489
2003-07-18,157.761
2003-07-21,158.501
2003-07-22,160.258
2003-07-23,161.406
2003-07-24,163.766
2003-07-25,163.004
2003-07-28,164.214
2003-07-29,163.578
2003-07-30,161.953
2003-07-31,161.155
2003-08-01,161.021
2003-08-04,161.908
2003-08-05,162.646
2003-08-06,161.6
2003-08-07,162.277
2003-08-08,160.715
2003-08-11,161.253
2003-08-12,160.921
2003-08-13,160.778
2003-08-14,160.904
2003-08-15,160.79
2003-08-18,159.898
2003-08-19,159.495
2003-08-20,160.867
2003-08-21,159.291
2003-08-22,157.634
2003-08-25,158.484
2003-08-26,157.84
2003-08-27,157.852
2003-08-28,159.261
2003-08-29,160.233
2003-09-01,161.074
2003-09-02,160.184
2003-09-03,162.439
2003-09-04,162.629
2003-09-05,163.783
2003-09-08,166.768
2003-09-09,167.028
2003-09-10,165.663
2003-09-11,165.522
2003-09-12,167.392
2003-09-15,167.645
2003-09-16,166.644
2003-09-17,168.059
2003-09-18,168.634
2003-09-19,168.784
2003-09-22,167.27
2003-09-23,167.291
2003-09-24,167.416
2003-09-25,167.652
2003-09-26,165.543
2003-09-29,165.771
2003-09-30,166.918
2003-10-01,169.066
2003-10-02,169.666
2003-10-03,170.124
2003-10-06,171.059
2003-10-07,172.386
2003-10-08,173.519
2003-10-09,173.068
2003-10-10,173.898
2003-10-13,173.093
2003-10-14,172.82
2003-10-15,172.567
2003-10-16,173.066
2003-10-17,171.598
2003-10-20,172.964
2003-10-21,173.601
2003-10-22,173.754
2003-10-23,173.16
2003-10-24,173.926
2003-10-27,173.715
2003-10-28,174.159
2003-10-29,175.245
2003-10-30,175.997
2003-10-31,176.086
2003-11-03,174.715
2003-11-04,175.389
2003-11-05,175.294
2003-11-06,174.786
2003-11-07,177.188
2003-11-10,177.047
2003-11-11,177.188
2003-11-12,180.515
2003-11-13,182.073
2003-11-14,184.458
2003-11-17,181.442
2003-11-18,183.044
2003-11-19,182.915
2003-11-20,182.265
2003-11-21,183.344
2003-11-24,183.923
2003-11-25,185.132
2003-11-26,186.531
2003-11-27,186.865
2003-11-28,187.711
2003-12-01,188.641
2003-12-02,190.953
2003-12-03,191.213
2003-12-04,189.924
2003-12-05,191.521
2003-12-08,192.728
2003-12-09,192.889
2003-12-10,193.295
2003-12-11,192.338
2003-12-12,194.725
2003-12-15,195.373
2003-12-16,196.293
2003-12-17,198.229
2003-12-18,198.208
2003-12-19,197.949
2003-12-22,200.039
2003-12-23,200.007
2003-12-24,200.57
2003-12-25,200.57
2003-12-26,200.49
2003-12-29,200.675
2003-12-30,200.679
2003-12-31,202.008
2004-01-01,202.008
2004-01-02,204.961
2004-01-05,207.09
2004-01-06,208.332
2004-01-07,208.482
2004-01-08,211.104
2004-01-09,213.054
2004-01-12,212.908
2004-01-13,214.242
2004-01-14,214.012
2004-01-15,214.416
2004-01-16,212.13
2004-01-19,212.976
2004-01-20,216.513
2004-01-21,217.173
2004-01-22,217.494
2004-01-23,216.696
2004-01-26,214.367
2004-01-27,217.1
2004-01-28,217.521
2004-01-29,214.204
2004-01-30,214.408
2004-02-02,214.539
2004-02-03,215.919
2004-02-04,214.589
2004-02-05,216.986
2004-02-06,220.356
2004-02-09,221.984
2004-02-10,223.381
2004-02-11,223.614
2004-02-12,227.532
2004-02-13,227.654
2004-02-16,228.825
2004-02-17,231.122
2004-02-18,231.579
2004-02-19,229.358
2004-02-20,227.316
2004-02-23,227.183
2004-02-24,226.745
2004-02-25,225.187
2004-02-26,223.626
2004-02-27,225.685
2004-03-01,226.532
2004-03-02,223.493
2004-03-03,219.994
2004-03-04,221.399
2004-03-05,226.404
2004-03-08,225.708
2004-03-09,226.102
2004-03-10,222.628
2004-03-11,219.551
2004-03-12,216.453
2004-03-15,209.847
2004-03-16,214.365
2004-03-17,214.266
2004-03-18,215.301
2004-03-19,214.379
2004-03-22,211.358
2004-03-23,210.355
2004-03-24,208.722
2004-03-25,211.886
2004-03-26,209.696
2004-03-29,211.675
2004-03-30,211.853
2004-03-31,214.164
2004-04-01,217.647
2004-04-02,215.778
2004-04-05,214.601
2004-04-06,215.099
2004-04-07,217.82
2004-04-08,218.21
2004-04-09,218.21
2004-04-12,217.597
2004-04-13,215.795
2004-04-14,213.911
2004-04-15,214.802
2004-04-16,217.996
2004-04-19,216.99
2004-04-20,215.269
2004-04-21,212.065
2004-04-22,213.182
2004-04-23,213.1
2004-04-26,214.631
2004-04-27,215.674
2004-04-28,213.659
2004-04-29,213.234
2004-04-30,213.284
2004-05-03,213.93
2004-05-04,215.772
2004-05-05,216.088
2004-05-06,212.919
2004-05-07,209.422
2004-05-10,202.871
2004-05-11,203.223
2004-05-12,203.488
2004-05-13,201.809
2004-05-14,200.697
2004-05-17,199.452
2004-05-18,200.197
2004-05-19,204.902
2004-05-20,202.001
2004-05-21,203.662
2004-05-24,205.019
2004-05-25,206.284
2004-05-26,208.035
2004-05-27,211.438
2004-05-28,209.851
2004-05-31,209.593
2004-06-01,208.229
2004-06-02,209.226
2004-06-03,209.777
2004-06-04,211.258
2004-06-07,213.142
2004-06-08,213.471
2004-06-09,209.769
2004-06-10,209.481
2004-06-11,208.559
2004-06-14,209.4
2004-06-15,208.914
2004-06-16,208.968
2004-06-17,209.401
2004-06-18,210.528
2004-06-21,210.066
2004-06-22,209.973
2004-06-23,210.277
2004-06-24,211.408
2004-06-25,210.479
2004-06-28,213.057
2004-06-29,211.905
2004-06-30,213.283
2004-07-01,213.74
2004-07-02,216.451
2004-07-05,216.088
2004-07-06,215.434
2004-07-07,218.435
2004-07-08,219.516
2004-07-09,220.136
2004-07-12,220.06
2004-07-13,218.796
2004-07-14,219.25
2004-07-15,219.389
2004-07-16,221.062
2004-07-19,221.328
2004-07-20,220.444
2004-07-21,217.577
2004-07-22,218.13
2004-07-23,214.982
2004-07-26,215.041
2004-07-27,213.082
2004-07-28,212.271
2004-07-29,215.117
2004-07-30,214.592
2004-08-02,212.249
2004-08-03,214.544
2004-08-04,213.397
2004-08-05,213.224
2004-08-06,215.362
2004-08-09,214.615
2004-08-10,216.514
2004-08-11,214.211
2004-08-12,214.378
2004-08-13,215.447
2004-08-16,215.29
2004-08-17,216.312
2004-08-18,215.433
2004-08-19,217.195
2004-08-20,216.605
2004-08-23,215.595
2004-08-24,214.865
2004-08-25,213.924
2004-08-26,214.626
2004-08-27,214.157
2004-08-30,214.998
2004-08-31,216.106
2004-09-01,216.732
2004-09-02,217.369
2004-09-03,216.582
2004-09-06,218.253
2004-09-07,218.368
2004-09-08,219.103
2004-09-09,218.918
2004-09-10,221.428
2004-09-13,222.261
2004-09-14,222.843
2004-09-15,219.553
2004-09-16,219.743
2004-09-17,220.316
2004-09-20,220.001
2004-09-21,223.75
2004-09-22,222.932
2004-09-23,223.206
2004-09-24,226.437
2004-09-27,227.543
2004-09-28,227.339
2004-09-29,228.486
2004-09-30,230.872
2004-10-01,232.408
2004-10-04,231.063
2004-10-05,231.604
2004-10-06,231.221
2004-10-07,230.611
2004-10-08,232.268
2004-10-11,231.515
2004-10-12,230.159
2004-10-13,229.634
2004-10-14,231.855
2004-10-15,234.528
2004-10-18,235.264
2004-10-19,235.873
2004-10-20,238.199
2004-10-21,239.769
2004-10-22,240.189
2004-10-25,242.331
2004-10-26,243.572
2004-10-27,244.92
2004-10-28,245.822
2004-10-29,244.632
2004-11-01,245.103
2004-11-02,245.324
2004-11-03,247.369
2004-11-04,249.497
2004-11-05,251.41
2004-11-08,252.418
2004-11-09,251.944
2004-11-10,255.838
2004-11-11,257.648
2004-11-12,257.741
2004-11-15,254.588
2004-11-16,256.375
2004-11-17,259.243
2004-11-18,258.634
2004-11-19,260.689
2004-11-22,261.366
2004-11-23,263.641
2004-11-24,266.351
2004-11-25,268.684
2004-11-26,267.873
2004-11-29,267.675
2004-11-30,267.693
2004-12-01,267.769
2004-12-02,270.842
2004-12-03,273.382
2004-12-06,274.527
2004-12-07,275.045
2004-12-08,271.757
2004-12-09,269.838
2004-12-10,269.711
2004-12-13,271.09
2004-12-14,273.281
2004-12-15,277.721
2004-12-16,277.541
2004-12-17,278.601
2004-12-20,283.15
2004-12-21,280.903
2004-12-22,282.496
2004-12-23,284.625
2004-12-24,285.363
2004-12-27,285.358
2004-12-28,285.639
2004-12-29,285.9
2004-12-30,287.305
2004-12-31,286.515
2005-01-03,287.936
2005-01-04,284.98
2005-01-05,281.199
2005-01-06,278.985
2005-01-07,280.642
2005-01-10,283.474
2005-01-11,284.776
2005-01-12,288.32
2005-01-13,290.16
2005-01-14,286.729
2005-01-17,287.515
2005-01-18,287.593
2005-01-19,289.552
2005-01-20,286.546
2005-01-21,289.944
2005-01-24,289.797
2005-01-25,289.775
2005-01-26,295.558
2005-01-27,296.778
2005-01-28,297.837
2005-01-31,300.853
2005-02-01,301.663
2005-02-02,304.782
2005-02-03,303.705
2005-02-04,306.152
2005-02-07,306.694
2005-02-08,305.237
2005-02-09,306.825
2005-02-10,310.012
2005-02-11,314.046
2005-02-14,319.793
2005-02-15,317.864
2005-02-16,319.972
2005-02-17,322.913
2005-02-18,321.767
2005-02-21,320.567
2005-02-22,320.192
2005-02-23,320.544
2005-02-24,323.514
2005-02-25,324.256
2005-02-28,326.02
2005-03-01,326.676
2005-03-02,326.644
2005-03-03,325.159
2005-03-04,328.203
2005-03-07,326.743
2005-03-08,331.001
2005-03-09,330.721
2005-03-10,327.833
2005-03-11,330.159
2005-03-14,327.865
2005-03-15,328.121
2005-03-16,327.788
2005-03-17,327.648
2005-03-18,325.486
2005-03-21,324.805
2005-03-22,326.26
2005-03-23,322.012
2005-03-24,324.081
2005-03-25,324.081
2005-03-28,321.807
2005-03-29,327.24
2005-03-30,327.036
2005-03-31,323.761
2005-04-01,327.249
2005-04-04,324.867
2005-04-05,327.015
2005-04-06,325.297
2005-04-07,330.359
2005-04-08,329.36
2005-04-11,330.72
2005-04-12,323.87
2005-04-13,324.911
2005-04-14,321.195
2005-04-15,316.271
2005-04-18,314.5
2005-04-19,322.919
2005-04-20,324.367
2005-04-21,325.217
2005-04-22,325.41
2005-04-25,323.827
2005-04-26,322.037
2005-04-27,319.273
2005-04-28,319.238
2005-04-29,317.382
2005-05-02,318.139
2005-05-03,320.803
2005-05-04,322.33
2005-05-05,323.227
2005-05-06,322.484
2005-05-09,323.419
2005-05-10,325.711
2005-05-11,325.019
2005-05-12,329.933
2005-05-13,329.488
2005-05-16,328.095
2005-05-17,326.694
2005-05-18,330.424
2005-05-19,330.434
2005-05-20,327.746
2005-05-23,328.217
2005-05-24,327.727
2005-05-25,329.568
2005-05-26,329.735
2005-05-27,329.019
2005-05-30,329.416
2005-05-31,325.478
2005-06-01,326.297
2005-06-02,328.769
2005-06-03,327.974
2005-06-06,328.385
2005-06-07,331.397
2005-06-08,332.319
2005-06-09,328.859
2005-06-10,328.684
2005-06-13,328.579
2005-06-14,332.086
2005-06-15,331.865
2005-06-16,333.086
2005-06-17,337.231
2005-06-20,332.545
2005-06-21,335.237
2005-06-22,335.155
2005-06-23,334.895
2005-06-24,333.903
2005-06-27,333.468
2005-06-28,333.745
2005-06-29,334.044
2005-06-30,332.172
2005-07-01,334.645
2005-07-04,335.526
2005-07-05,336.498
2005-07-06,335.974
2005-07-07,332.535
2005-07-08,336.132
2005-07-11,343.884
2005-07-12,348.28
2005-07-13,346.955
2005-07-14,345.109
2005-07-15,342.525
2005-07-18,341.799
2005-07-19,337.946
2005-07-20,340.854
2005-07-21,342.843
2005-07-22,344.197
2005-07-25,341.101
2005-07-26,337.836
2005-07-27,341.222
2005-07-28,343.6
2005-07-29,346.371
2005-08-01,349.493
2005-08-02,351.079
2005-08-03,355.157
2005-08-04,358.447
2005-08-05,356.335
2005-08-08,358.894
2005-08-09,358.371
2005-08-10,360.796
2005-08-11,361.392
2005-08-12,360.619
2005-08-15,359.641
2005-08-16,356.947
2005-08-17,354.809
2005-08-18,350.122
2005-08-19,350.093
2005-08-22,353.002
2005-08-23,351.111
2005-08-24,351.695
2005-08-25,348.723
2005-08-26,349.313
2005-08-29,346.437
2005-08-30,345.657
2005-08-31,350.424
2005-09-01,360.348
2005-09-02,361.504
2005-09-05,361.771
2005-09-06,361.459
2005-09-07,361.823
2005-09-08,361.581
2005-09-09,364.883
2005-09-12,360.746
2005-09-13,358.844
2005-09-14,362.772
2005-09-15,363.29
2005-09-16,367.892
2005-09-19,365.255
2005-09-20,369.651
2005-09-21,369.02
2005-09-22,367.78
2005-09-23,367.252
2005-09-26,369.238
2005-09-27,367.661
2005-09-28,368.464
2005-09-29,368.719
2005-09-30,373.239
2005-10-03,367.941
2005-10-04,367.689
2005-10-05,365.8
2005-10-06,368.799
2005-10-07,367.763
2005-10-10,368.711
2005-10-11,368.155
2005-10-12,369.221
2005-10-13,358.835
2005-10-14,363.397
2005-10-17,360.924
2005-10-18,354.312
2005-10-19,347.742
2005-10-20,348.345
2005-10-21,347.299
2005-10-24,351.43
2005-10-25,355.873
2005-10-26,355.691
2005-10-27,355.435
2005-10-28,355.025
2005-10-31,353.343
2005-11-01,355.238
2005-11-02,355.548
2005-11-03,353.593
2005-11-04,346.738
2005-11-07,347.234
2005-11-08,346.273
2005-11-09,345.172
