Date,HONG KONG GROWTH Standard (Large+Mid Cap)
2002-05-23,6715.858
2002-05-24,6706.551
2002-05-27,6676.404
2002-05-28,6659.08
2002-05-29,6631.802
2002-05-30,6619.739
2002-05-31,6547.022
2002-06-03,6552.929
2002-06-04,6557.159
2002-06-05,6599.252
2002-06-06,6571.678
2002-06-07,6562.764
2002-06-10,6618.341
2002-06-11,6550.368
2002-06-12,6500.408
2002-06-13,6486.189
2002-06-14,6383.656
2002-06-17,6315.79
2002-06-18,6311.73
2002-06-19,6204.193
2002-06-20,6297.752
2002-06-21,6245.973
2002-06-24,6283.185
2002-06-25,6289.162
2002-06-26,6144.344
2002-06-27,6256.542
2002-06-28,6283.484
2002-07-01,6283.605
2002-07-02,6218.481
2002-07-03,6322.873
2002-07-04,6439.715
2002-07-05,6445.206
2002-07-08,6405.596
2002-07-09,6407.279
2002-07-10,6413.957
2002-07-11,6274.858
2002-07-12,6300.95
2002-07-15,6293.856
2002-07-16,6200.331
2002-07-17,6129.235
2002-07-18,6152.092
2002-07-19,6089.58
2002-07-22,6016.588
2002-07-23,6164.196
2002-07-24,6028.659
2002-07-25,5955.85
2002-07-26,5863.061
2002-07-29,5955.225
2002-07-30,6052.969
2002-07-31,6106.596
2002-08-01,6066.006
2002-08-02,6002.311
2002-08-05,5895.661
2002-08-06,5791.606
2002-08-07,5924.36
2002-08-08,5918.516
2002-08-09,5935.672
2002-08-12,5863.485
2002-08-13,5929.583
2002-08-14,5869.739
2002-08-15,5975.182
2002-08-16,6012.025
2002-08-19,5998.842
2002-08-20,6046.859
2002-08-21,6088.368
2002-08-22,6110.799
2002-08-23,6066.275
2002-08-26,6057.766
2002-08-27,6016.09
2002-08-28,5990.339
2002-08-29,5954.95
2002-08-30,5937.868
2002-09-02,5892.086
2002-09-03,5863.196
2002-09-04,5940.746
2002-09-05,5898.385
2002-09-06,5910.551
2002-09-09,5891.115
2002-09-10,5972.186
2002-09-11,5959.951
2002-09-12,6016.842
2002-09-13,5891.047
2002-09-16,5844.483
2002-09-17,5952.249
2002-09-18,5867.129
2002-09-19,5873.827
2002-09-20,5840.04
2002-09-23,5812.898
2002-09-24,5804.026
2002-09-25,5793.421
2002-09-26,5841.15
2002-09-27,5852.893
2002-09-30,5774.97
2002-10-01,5775.118
2002-10-02,5753.561
2002-10-03,5713.936
2002-10-04,5749.974
2002-10-07,5718.086
2002-10-08,5737.883
2002-10-09,5775.914
2002-10-10,5682.976
2002-10-11,5703.629
2002-10-14,5703.703
2002-10-15,5842.401
2002-10-16,5876.865
2002-10-17,5926.798
2002-10-18,5897.611
2002-10-21,5877.034
2002-10-22,5871.402
2002-10-23,5980.094
2002-10-24,5953.153
2002-10-25,5962.911
2002-10-28,6012.003
2002-10-29,5940.553
2002-10-30,5947.05
2002-10-31,5880.35
2002-11-01,5834.712
2002-11-04,5986.398
2002-11-05,5963.066
2002-11-06,6012.232
2002-11-07,6039.597
2002-11-08,5969.186
2002-11-11,5918.743
2002-11-12,5937.616
2002-11-13,5920.071
2002-11-14,5982.064
2002-11-15,6069.104
2002-11-18,6026.787
2002-11-19,6080.909
2002-11-20,6087.085
2002-11-21,6088.551
2002-11-22,6093.577
2002-11-25,6112.193
2002-11-26,6086.067
2002-11-27,6087.842
2002-11-28,6124.664
2002-11-29,6087.108
2002-12-02,6152.945
2002-12-03,6148.45
2002-12-04,6116.74
2002-12-05,6109.228
2002-12-06,6087.872
2002-12-09,6021.682
2002-12-10,6025.812
2002-12-11,5996.705
2002-12-12,6015.809
2002-12-13,5999.504
2002-12-16,5984.066
2002-12-17,5987.233
2002-12-18,5931.127
2002-12-19,5941.068
2002-12-20,5955.644
2002-12-23,5937.463
2002-12-24,5940.49
2002-12-25,5940.49
2002-12-26,5940.566
2002-12-27,5888.551
2002-12-30,5826.986
2002-12-31,5857.711
2003-01-01,5857.711
2003-01-02,5857.485
2003-01-03,5938.606
2003-01-06,5965.427
2003-01-07,5954.025
2003-01-08,5976.018
2003-01-09,5968.841
2003-01-10,6009.68
2003-01-13,6051.004
2003-01-14,6045.481
2003-01-15,6104.018
2003-01-16,6077.261
2003-01-17,6014.521
2003-01-20,5976.975
2003-01-21,5979.689
2003-01-22,6004.41
2003-01-23,6016.603
2003-01-24,5957.037
2003-01-27,5894.473
2003-01-28,5930.701
2003-01-29,5872.766
2003-01-30,5894.199
2003-01-31,5894.274
2003-02-03,5894.199
2003-02-04,5896.82
2003-02-05,5874.42
2003-02-06,5859.011
2003-02-07,5905.508
2003-02-10,5910.262
2003-02-11,5872.349
2003-02-12,5923.668
2003-02-13,5846.749
2003-02-14,5843.949
2003-02-17,5934.859
2003-02-18,5923.869
2003-02-19,5932.444
2003-02-20,5925.648
2003-02-21,5888.651
2003-02-24,5912.884
2003-02-25,5906.983
2003-02-26,5913.863
2003-02-27,5907.627
2003-02-28,5932.144
2003-03-03,6008.183
2003-03-04,6001.642
2003-03-05,5999.505
2003-03-06,5929.992
2003-03-07,5925.535
2003-03-10,5926.116
2003-03-11,5972.353
2003-03-12,5954.765
2003-03-13,5910.351
2003-03-14,5987.058
2003-03-17,5937.028
2003-03-18,5981.61
2003-03-19,6060.682
2003-03-20,6085.884
2003-03-21,6102.541
2003-03-24,6108.062
2003-03-25,6108.529
2003-03-26,6096.35
2003-03-27,5981.683
2003-03-28,6011.068
2003-03-31,5916.437
2003-04-01,5886.989
2003-04-02,5948.912
2003-04-03,5919.884
2003-04-04,6024.228
2003-04-07,6056.221
2003-04-08,5992.457
2003-04-09,5900.229
2003-04-10,5901.064
2003-04-11,5906.396
2003-04-14,5825.551
2003-04-15,5862.524
2003-04-16,5892.625
2003-04-17,5854.732
2003-04-18,5854.732
2003-04-21,5854.657
2003-04-22,5848.101
2003-04-23,5799.686
2003-04-24,5802.477
2003-04-25,5777.531
2003-04-28,5803.355
2003-04-29,5981.213
2003-04-30,5923.927
2003-05-01,5924.003
2003-05-02,6008.279
2003-05-05,6043.297
2003-05-06,6004.01
2003-05-07,6025.351
2003-05-08,6025.351
2003-05-09,6085.611
2003-05-12,6127.376
2003-05-13,6109.084
2003-05-14,6111.188
2003-05-15,6123.609
2003-05-16,6114.468
2003-05-19,6140.607
2003-05-20,6153.175
2003-05-21,6172.905
2003-05-22,6209.182
2003-05-23,6260.795
2003-05-26,6327.245
2003-05-27,6307.853
2003-05-28,6326.141
2003-05-29,6333.217
2003-05-30,6310.979
2003-06-02,6415.672
2003-06-03,6407.293
2003-06-04,6407.129
2003-06-05,6376.201
2003-06-06,6421.882
2003-06-09,6467.33
2003-06-10,6528.594
2003-06-11,6519.225
2003-06-12,6529.965
2003-06-13,6574.868
2003-06-16,6535.621
2003-06-17,6616.552
2003-06-18,6593.306
2003-06-19,6608.833
2003-06-20,6615.425
2003-06-23,6499.415
2003-06-24,6412.309
2003-06-25,6435.01
2003-06-26,6450.776
2003-06-27,6502.51
2003-06-30,6480.297
2003-07-01,6480.047
2003-07-02,6524.696
2003-07-03,6515.29
2003-07-04,6505.355
2003-07-07,6662.388
2003-07-08,6689.522
2003-07-09,6740.362
2003-07-10,6704.006
2003-07-11,6658.099
2003-07-14,6777.702
2003-07-15,6729.53
2003-07-16,6750.254
2003-07-17,6720.348
2003-07-18,6737.611
2003-07-21,6712.79
2003-07-22,6690.091
2003-07-23,6643.328
2003-07-24,6638.53
2003-07-25,6659.566
2003-07-28,6752.349
2003-07-29,6769.664
2003-07-30,6774.657
2003-07-31,6797.247
2003-08-01,6835.384
2003-08-04,6792.42
2003-08-05,6807.145
2003-08-06,6686.507
2003-08-07,6694.345
2003-08-08,6726.63
2003-08-11,6800.176
2003-08-12,6872.974
2003-08-13,6953.799
2003-08-14,7004.621
2003-08-15,6995.839
2003-08-18,7074.755
2003-08-19,7092.019
2003-08-20,7125.121
2003-08-21,7247.789
2003-08-22,7307.901
2003-08-25,7310.983
2003-08-26,7319.59
2003-08-27,7309.456
2003-08-28,7352.555
2003-08-29,7447.239
2003-09-01,7478.623
2003-09-02,7518.83
2003-09-03,7625.424
2003-09-04,7656.334
2003-09-05,7639.276
2003-09-08,7611.505
2003-09-09,7547.763
2003-09-10,7406.365
2003-09-11,7493.021
2003-09-12,7492.925
2003-09-15,7588.005
2003-09-16,7614.689
2003-09-17,7654.784
2003-09-18,7622.966
2003-09-19,7562.631
2003-09-22,7563.836
2003-09-23,7725.374
2003-09-24,7969.511
2003-09-25,7964.789
2003-09-26,7976.536
2003-09-29,7884.507
2003-09-30,7975.327
2003-10-01,7981.356
2003-10-02,8217.337
2003-10-03,8227.886
2003-10-06,8332.639
2003-10-07,8279.149
2003-10-08,8165.59
2003-10-09,8186.827
2003-10-10,8220.419
2003-10-13,8243.472
2003-10-14,8184.523
2003-10-15,8344.374
2003-10-16,8386.275
2003-10-17,8407.36
2003-10-20,8475.488
2003-10-21,8543.411
2003-10-22,8493.776
2003-10-23,8178.589
2003-10-24,8170.815
2003-10-27,8245.304
2003-10-28,8399.752
2003-10-29,8381.186
2003-10-30,8353.18
2003-10-31,8367.849
2003-11-03,8428.24
2003-11-04,8525.193
2003-11-05,8546.61
2003-11-06,8442.755
2003-11-07,8500.68
2003-11-10,8452.249
2003-11-11,8369.413
2003-11-12,8277.412
2003-11-13,8424.541
2003-11-14,8450.47
2003-11-17,8299.52
2003-11-18,8364.207
2003-11-19,8282.391
2003-11-20,8283.249
2003-11-21,8281.377
2003-11-24,8263.385
2003-11-25,8367.695
2003-11-26,8432.12
2003-11-27,8449.066
2003-11-28,8580.796
2003-12-01,8701.265
2003-12-02,8715.086
2003-12-03,8714.944
2003-12-04,8740.234
2003-12-05,8707.622
2003-12-08,8611.248
2003-12-09,8715.639
2003-12-10,8729.033
2003-12-11,8897.699
2003-12-12,8884.62
2003-12-15,8828.436
2003-12-16,8567.75
2003-12-17,8471.394
2003-12-18,8465.43
2003-12-19,8554.032
2003-12-22,8622.751
2003-12-23,8628.327
2003-12-24,8639.297
2003-12-25,8639.297
2003-12-26,8638.796
2003-12-29,8619.387
2003-12-30,8695.778
2003-12-31,8753.063
2004-01-01,8753.063
2004-01-02,8887.662
2004-01-05,9007.661
2004-01-06,9127.602
2004-01-07,9115.335
2004-01-08,9065.194
2004-01-09,9206.582
2004-01-12,9219.684
2004-01-13,9249.089
2004-01-14,9272.535
2004-01-15,9178.344
2004-01-16,9157.824
2004-01-19,9217.745
2004-01-20,9414.314
2004-01-21,9578.944
2004-01-22,9579.684
2004-01-23,9579.931
2004-01-26,9703.13
2004-01-27,9731.145
2004-01-28,9473.593
2004-01-29,9317.879
2004-01-30,9358.733
2004-02-02,9148.64
2004-02-03,9238.537
2004-02-04,9238.197
2004-02-05,9209.451
2004-02-06,9412.581
2004-02-09,9627.819
2004-02-10,9572.495
2004-02-11,9544.236
2004-02-12,9618.476
2004-02-13,9698.735
2004-02-16,9776.409
2004-02-17,9775.703
2004-02-18,9821.235
2004-02-19,9775.961
2004-02-20,9711.899
2004-02-23,9642.389
2004-02-24,9667.245
2004-02-25,9541.536
2004-02-26,9603.582
2004-02-27,9752.349
2004-03-01,9764.774
2004-03-02,9621.833
2004-03-03,9483.895
2004-03-04,9495.725
2004-03-05,9527.756
2004-03-08,9545.785
2004-03-09,9404.514
2004-03-10,9297.197
2004-03-11,9145.048
2004-03-12,9097.567
2004-03-15,9109.441
2004-03-16,9120.98
2004-03-17,9181.493
2004-03-18,9138.8
2004-03-19,9176.179
2004-03-22,9044.973
2004-03-23,9093.266
2004-03-24,9152.337
2004-03-25,8985.163
2004-03-26,9014.644
2004-03-29,8956.881
2004-03-30,9128.982
2004-03-31,9119.415
2004-04-01,9153.484
2004-04-02,9246.852
2004-04-05,9245.249
2004-04-06,9371.095
2004-04-07,9390.961
2004-04-08,9395.837
2004-04-09,9395.837
2004-04-12,9395.535
2004-04-13,9504.949
2004-04-14,9280.91
2004-04-15,9073.181
2004-04-16,9092.371
2004-04-19,9106.208
2004-04-20,9053.454
2004-04-21,8922.964
2004-04-22,8871.057
2004-04-23,9063.69
2004-04-26,8867.524
2004-04-27,8877.931
2004-04-28,8857.3
2004-04-29,8705.122
2004-04-30,8710.005
2004-05-03,8720.449
2004-05-04,8887.821
2004-05-05,8781.81
2004-05-06,8793.095
2004-05-07,8711.301
2004-05-10,8351.355
2004-05-11,8386.49
2004-05-12,8475.878
2004-05-13,8293.002
2004-05-14,8175.702
2004-05-17,7847.202
2004-05-18,7895.61
2004-05-19,8290.818
2004-05-20,8178.683
2004-05-21,8405.338
2004-05-24,8491.513
2004-05-25,8495.432
2004-05-26,8494.887
2004-05-27,8650.45
2004-05-28,8746.467
2004-05-31,8806.979
2004-06-01,8745.329
2004-06-02,8751.676
2004-06-03,8544.1
2004-06-04,8593.664
2004-06-07,8844.908
2004-06-08,8849.871
2004-06-09,8831.359
2004-06-10,8899.171
2004-06-11,8859.017
2004-06-14,8653.929
2004-06-15,8621.297
2004-06-16,8690.384
2004-06-17,8628.816
2004-06-18,8490.689
2004-06-21,8453.15
2004-06-22,8452.825
2004-06-23,8422.942
2004-06-24,8626.352
2004-06-25,8662.559
2004-06-28,8686.447
2004-06-29,8624.72
2004-06-30,8765.703
2004-07-01,8765.872
2004-07-02,8751.02
2004-07-05,8773.258
2004-07-06,8815.24
2004-07-07,8853.054
2004-07-08,8735.208
2004-07-09,8771.271
2004-07-12,8801.243
2004-07-13,8687.597
2004-07-14,8597.124
2004-07-15,8591.122
2004-07-16,8676.223
2004-07-19,8737.923
2004-07-20,8726.773
2004-07-21,8937.714
2004-07-22,8888.046
2004-07-23,8905.335
2004-07-26,8876.553
2004-07-27,8863.45
2004-07-28,8885.702
2004-07-29,8815.493
2004-07-30,8860.76
2004-08-02,8800.745
2004-08-03,8827.391
2004-08-04,8773.162
2004-08-05,8952.655
2004-08-06,8905.39
2004-08-09,8886.867
2004-08-10,8842.633
2004-08-11,8786.903
2004-08-12,8836.02
2004-08-13,8784.146
2004-08-16,8645.437
2004-08-17,8666.568
2004-08-18,8711.545
2004-08-19,8879.015
2004-08-20,8858.087
2004-08-23,8929.359
2004-08-24,9028.993
2004-08-25,9191.516
2004-08-26,9238.006
2004-08-27,9172.82
2004-08-30,9214.979
2004-08-31,9240.894
2004-09-01,9394.72
2004-09-02,9389.277
2004-09-03,9329.122
2004-09-06,9446.869
2004-09-07,9521.744
2004-09-08,9483.804
2004-09-09,9436.874
2004-09-10,9424.678
2004-09-13,9571.503
2004-09-14,9578.306
2004-09-15,9544.257
2004-09-16,9659.261
2004-09-17,9681.636
2004-09-20,9678.238
2004-09-21,9740.032
2004-09-22,9723.774
2004-09-23,9676.34
2004-09-24,9476.87
2004-09-27,9449.75
2004-09-28,9399.424
2004-09-29,9400.086
2004-09-30,9528.49
2004-10-01,9529.406
2004-10-04,9700.22
2004-10-05,9742.723
2004-10-06,9686.821
2004-10-07,9710.784
2004-10-08,9665.709
2004-10-11,9653.973
2004-10-12,9613.6
2004-10-13,9579.579
2004-10-14,9501.344
2004-10-15,9542.911
2004-10-18,9527.283
2004-10-19,9616.371
2004-10-20,9494.495
2004-10-21,9456.305
2004-10-22,9454.544
2004-10-25,9339.236
2004-10-26,9345.172
2004-10-27,9372.382
2004-10-28,9599.068
2004-10-29,9566.273
2004-11-01,9603.646
2004-11-02,9777.29
2004-11-03,9893.864
2004-11-04,9852.682
2004-11-05,9978.17
2004-11-08,9998.39
2004-11-09,9998.653
2004-11-10,10082.747
2004-11-11,9997.762
2004-11-12,10078.806
2004-11-15,10148.29
2004-11-16,10053.46
2004-11-17,10116.881
2004-11-18,10132.159
2004-11-19,10155.474
2004-11-22,10124.094
2004-11-23,10246.916
2004-11-24,10206.954
2004-11-25,10196.301
2004-11-26,10217.746
2004-11-29,10245.912
2004-11-30,10198.772
2004-12-01,10244.44
2004-12-02,10310.002
2004-12-03,10298.384
2004-12-06,10333.809
2004-12-07,10365.34
2004-12-08,10257.163
2004-12-09,10214.946
2004-12-10,10140.745
2004-12-13,10164.538
2004-12-14,10264.323
2004-12-15,10301.547
2004-12-16,10284.261
2004-12-17,10325.994
2004-12-20,10415.715
2004-12-21,10368.465
2004-12-22,10317.68
2004-12-23,10405.21
2004-12-24,10383.013
2004-12-27,10383.013
2004-12-28,10430.339
2004-12-29,10454.506
2004-12-30,10418.069
2004-12-31,10459.537
2005-01-03,10477.631
2005-01-04,10351.483
2005-01-05,10118.022
2005-01-06,10071.486
2005-01-07,9998.404
2005-01-10,9996.843
2005-01-11,9957.605
2005-01-12,10013.106
2005-01-13,10043.124
2005-01-14,9987.393
2005-01-17,10075.66
2005-01-18,10088.251
2005-01-19,10105.048
2005-01-20,9996.786
2005-01-21,9933.936
2005-01-24,9882.323
2005-01-25,9980.347
2005-01-26,10057.171
2005-01-27,10016.666
2005-01-28,10052.763
2005-01-31,10106.911
2005-02-01,10011.669
2005-02-02,10025.721
2005-02-03,10030.211
2005-02-04,10064.246
2005-02-07,10203.603
2005-02-08,10197.481
2005-02-09,10197.481
2005-02-10,10197.481
2005-02-11,10197.154
2005-02-14,10250.509
2005-02-15,10235.882
2005-02-16,10274.622
2005-02-17,10196.711
2005-02-18,10309.065
2005-02-21,10360.832
2005-02-22,10334.737
2005-02-23,10250.24
2005-02-24,10428.943
2005-02-25,10528.34
2005-02-28,10534.293
2005-03-01,10505.341
2005-03-02,10417.004
2005-03-03,10433.327
2005-03-04,10295.414
2005-03-07,10319.406
2005-03-08,10364.422
2005-03-09,10450.122
2005-03-10,10391.238
2005-03-11,10402.171
2005-03-14,10367.149
2005-03-15,10263.747
2005-03-16,10340.16
2005-03-17,10328.131
2005-03-18,10353.228
2005-03-21,10382.393
2005-03-22,10360.49
2005-03-23,10235.659
2005-03-24,10251.428
2005-03-25,10251.428
2005-03-28,10251.428
2005-03-29,10139.944
2005-03-30,10136.911
2005-03-31,10200.774
2005-04-01,10251.91
2005-04-04,10310.647
2005-04-05,10310.251
2005-04-06,10295.45
2005-04-07,10343.302
2005-04-08,10407.724
2005-04-11,10376.334
2005-04-12,10393.956
2005-04-13,10477.138
2005-04-14,10473.288
2005-04-15,10363.252
2005-04-18,10171.054
2005-04-19,10241.727
2005-04-20,10293.882
2005-04-21,10377.524
2005-04-22,10435.004
2005-04-25,10489.341
2005-04-26,10607.424
2005-04-27,10589.351
2005-04-28,10615.862
2005-04-29,10619.857
2005-05-02,10618.495
2005-05-03,10623.455
2005-05-04,10650.909
2005-05-05,10722.163
2005-05-06,10693.277
2005-05-09,10745.361
2005-05-10,10708.425
2005-05-11,10635.393
2005-05-12,10678.801
2005-05-13,10624.109
2005-05-16,10622.747
2005-05-17,10502.549
2005-05-18,10494.526
2005-05-19,10521.849
2005-05-20,10512.961
2005-05-23,10491.903
2005-05-24,10559.139
2005-05-25,10461.177
2005-05-26,10453.426
2005-05-27,10569.691
2005-05-30,10613.054
2005-05-31,10592.279
2005-06-01,10596.743
2005-06-02,10544.615
2005-06-03,10538.607
2005-06-06,10568.208
2005-06-07,10554.852
2005-06-08,10593.683
2005-06-09,10631.637
2005-06-10,10649.777
2005-06-13,10634.843
