Date,SINGAPORE IMI VALUE IMI (Large+Mid+Small Cap)
2001-07-26,257.716
2001-07-27,259.562
2001-07-30,260.505
2001-07-31,262.955
2001-08-01,264.409
2001-08-02,265.513
2001-08-03,264.564
2001-08-06,265.078
2001-08-07,266.531
2001-08-08,265.865
2001-08-09,265.879
2001-08-10,268.653
2001-08-13,267.45
2001-08-14,269.283
2001-08-15,270.646
2001-08-16,269.822
2001-08-17,267.747
2001-08-20,265.26
2001-08-21,269.755
2001-08-22,270.657
2001-08-23,271.774
2001-08-24,270.196
2001-08-27,273.288
2001-08-28,271.893
2001-08-29,272.813
2001-08-30,268.862
2001-08-31,272.501
2001-09-03,271.679
2001-09-04,272.105
2001-09-05,270.344
2001-09-06,266.077
2001-09-07,259.347
2001-09-10,257.192
2001-09-11,259.397
2001-09-12,247.458
2001-09-13,247.269
2001-09-14,239.894
2001-09-17,226.657
2001-09-18,225.233
2001-09-19,228.707
2001-09-20,225.126
2001-09-21,213.007
2001-09-24,218.991
2001-09-25,216.445
2001-09-26,219.623
2001-09-27,224.79
2001-09-28,227.357
2001-10-01,228.127
2001-10-02,228.581
2001-10-03,230.015
2001-10-04,239.282
2001-10-05,238.768
2001-10-08,229.68
2001-10-09,235.872
2001-10-10,232.729
2001-10-11,238.243
2001-10-12,238.327
2001-10-15,239.071
2001-10-16,241.042
2001-10-17,243.581
2001-10-18,237.559
2001-10-19,234.338
2001-10-22,234.519
2001-10-23,236.962
2001-10-24,241.002
2001-10-25,239.631
2001-10-26,239.455
2001-10-29,235.629
2001-10-30,235.563
2001-10-31,232.681
2001-11-01,229.059
2001-11-02,228.049
2001-11-05,228.561
2001-11-06,227.771
2001-11-07,226.386
2001-11-08,228.012
2001-11-09,231.139
2001-11-12,233.343
2001-11-13,230.979
2001-11-14,230.979
2001-11-15,239.9
2001-11-16,237.598
2001-11-19,242.538
2001-11-20,242.867
2001-11-21,245.734
2001-11-22,243.308
2001-11-23,244.326
2001-11-26,247.6
2001-11-27,251.793
2001-11-28,248.14
2001-11-29,245.248
2001-11-30,248.878
2001-12-03,252.113
2001-12-04,262.182
2001-12-05,270.4
2001-12-06,275.614
2001-12-07,279.478
2001-12-10,276.521
2001-12-11,273.663
2001-12-12,273.518
2001-12-13,269.022
2001-12-14,265.52
2001-12-17,265.295
2001-12-18,270.231
2001-12-19,272.491
2001-12-20,271.277
2001-12-21,269.643
2001-12-24,269.413
2001-12-25,269.391
2001-12-26,268.827
2001-12-27,273.0
2001-12-28,275.578
2001-12-31,275.799
2002-01-01,275.799
2002-01-02,276.134
2002-01-03,281.53
2002-01-04,286.673
2002-01-07,288.875
2002-01-08,289.692
2002-01-09,287.003
2002-01-10,290.956
2002-01-11,291.773
2002-01-14,296.918
2002-01-15,292.697
2002-01-16,288.31
2002-01-17,285.385
2002-01-18,281.521
2002-01-21,283.609
2002-01-22,281.886
2002-01-23,282.107
2002-01-24,281.891
2002-01-25,292.954
2002-01-28,299.865
2002-01-29,299.351
2002-01-30,295.629
2002-01-31,301.922
2002-02-01,302.102
2002-02-04,298.855
2002-02-05,293.03
2002-02-06,296.752
2002-02-07,293.107
2002-02-08,295.317
2002-02-11,296.689
2002-02-12,296.943
2002-02-13,297.038
2002-02-14,305.241
2002-02-15,304.987
2002-02-18,303.053
2002-02-19,300.005
2002-02-20,296.368
2002-02-21,295.594
2002-02-22,289.003
2002-02-25,284.668
2002-02-26,287.087
2002-02-27,291.039
2002-02-28,293.176
2002-03-01,294.629
2002-03-04,308.657
2002-03-05,310.226
2002-03-06,308.62
2002-03-07,308.957
2002-03-08,309.627
2002-03-11,311.355
2002-03-12,306.997
2002-03-13,307.529
2002-03-14,307.684
2002-03-15,308.008
2002-03-18,309.018
2002-03-19,313.221
2002-03-20,310.722
2002-03-21,310.619
2002-03-22,310.41
2002-03-25,309.315
2002-03-26,306.174
2002-03-27,307.09
2002-03-28,308.761
2002-03-29,308.761
2002-04-01,305.199
2002-04-02,305.744
2002-04-03,303.669
2002-04-04,302.511
2002-04-05,303.32
2002-04-08,300.626
2002-04-09,298.687
2002-04-10,293.115
2002-04-11,295.946
2002-04-12,299.904
2002-04-15,301.308
2002-04-16,303.863
2002-04-17,305.4
2002-04-18,302.539
2002-04-19,300.047
2002-04-22,301.065
2002-04-23,303.069
2002-04-24,302.83
2002-04-25,303.301
2002-04-26,304.804
2002-04-29,300.805
2002-04-30,302.401
2002-05-01,302.743
2002-05-02,304.68
2002-05-03,306.792
2002-05-06,303.525
2002-05-07,302.159
2002-05-08,304.278
2002-05-09,304.971
2002-05-10,305.812
2002-05-13,306.527
2002-05-14,307.498
2002-05-15,309.184
2002-05-16,308.689
2002-05-17,311.283
2002-05-20,310.744
2002-05-21,312.131
2002-05-22,312.106
2002-05-23,307.595
2002-05-24,309.308
2002-05-27,309.485
2002-05-28,307.786
2002-05-29,303.646
2002-05-30,305.076
2002-05-31,302.32
2002-06-03,301.306
2002-06-04,295.787
2002-06-05,294.154
2002-06-06,293.398
2002-06-07,295.041
2002-06-10,298.886
2002-06-11,297.282
2002-06-12,295.54
2002-06-13,295.076
2002-06-14,287.568
2002-06-17,285.355
2002-06-18,285.191
2002-06-19,278.473
2002-06-20,281.912
2002-06-21,277.78
2002-06-24,275.897
2002-06-25,277.473
2002-06-26,272.945
2002-06-27,272.093
2002-06-28,276.057
2002-07-01,275.209
2002-07-02,275.437
2002-07-03,284.218
2002-07-04,287.537
2002-07-05,295.817
2002-07-08,293.484
2002-07-09,297.726
2002-07-10,295.6
2002-07-11,292.283
2002-07-12,292.781
2002-07-15,294.433
2002-07-16,289.124
2002-07-17,289.82
2002-07-18,289.303
2002-07-19,287.71
2002-07-22,285.523
2002-07-23,288.668
2002-07-24,282.858
2002-07-25,281.45
2002-07-26,274.06
2002-07-29,274.908
2002-07-30,277.173
2002-07-31,275.778
2002-08-01,277.834
2002-08-02,278.387
2002-08-05,274.203
2002-08-06,270.977
2002-08-07,278.55
2002-08-08,277.966
2002-08-09,278.44
2002-08-12,281.219
2002-08-13,290.246
2002-08-14,290.02
2002-08-15,293.831
2002-08-16,291.081
2002-08-19,295.199
2002-08-20,293.653
2002-08-21,293.633
2002-08-22,293.34
2002-08-23,289.673
2002-08-26,285.628
2002-08-27,286.119
2002-08-28,285.599
2002-08-29,280.401
2002-08-30,281.982
2002-09-02,277.215
2002-09-03,278.924
2002-09-04,277.622
2002-09-05,277.352
2002-09-06,276.667
2002-09-09,273.006
2002-09-10,277.566
2002-09-11,277.357
2002-09-12,275.112
2002-09-13,273.724
2002-09-16,275.186
2002-09-17,278.356
2002-09-18,273.633
2002-09-19,275.428
2002-09-20,270.669
2002-09-23,268.428
2002-09-24,259.606
2002-09-25,249.936
2002-09-26,254.329
2002-09-27,258.903
2002-09-30,255.179
2002-10-01,254.253
2002-10-02,253.092
2002-10-03,252.085
2002-10-04,257.109
2002-10-07,258.848
2002-10-08,263.251
2002-10-09,257.485
2002-10-10,253.796
2002-10-11,256.479
2002-10-14,258.66
2002-10-15,268.493
2002-10-16,270.359
2002-10-17,277.416
2002-10-18,273.896
2002-10-21,274.696
2002-10-22,275.683
2002-10-23,275.099
2002-10-24,274.122
2002-10-25,280.1
2002-10-28,280.29
2002-10-29,275.716
2002-10-30,276.577
2002-10-31,278.72
2002-11-01,271.274
2002-11-04,271.525
2002-11-05,270.773
2002-11-06,271.266
2002-11-07,266.412
2002-11-08,268.216
2002-11-11,262.678
2002-11-12,263.934
2002-11-13,261.146
2002-11-14,260.193
2002-11-15,265.385
2002-11-18,260.228
2002-11-19,260.226
2002-11-20,257.617
2002-11-21,260.902
2002-11-22,265.793
2002-11-25,265.078
2002-11-26,261.012
2002-11-27,260.27
2002-11-28,261.067
2002-11-29,256.899
2002-12-02,258.521
2002-12-03,255.795
2002-12-04,252.544
2002-12-05,253.218
2002-12-06,254.41
2002-12-09,250.043
2002-12-10,254.207
2002-12-11,256.068
2002-12-12,257.967
2002-12-13,257.48
2002-12-16,256.608
2002-12-17,252.928
2002-12-18,251.314
2002-12-19,254.764
2002-12-20,250.551
2002-12-23,251.132
2002-12-24,251.361
2002-12-25,251.361
2002-12-26,250.278
2002-12-27,252.98
2002-12-30,251.341
2002-12-31,254.44
2003-01-01,254.478
2003-01-02,251.327
2003-01-03,250.311
2003-01-06,249.819
2003-01-07,247.181
2003-01-08,250.421
2003-01-09,251.98
2003-01-10,253.966
2003-01-13,262.753
2003-01-14,267.695
2003-01-15,265.149
2003-01-16,263.793
2003-01-17,261.025
2003-01-20,260.923
2003-01-21,261.276
2003-01-22,261.594
2003-01-23,261.956
2003-01-24,261.319
2003-01-27,255.096
2003-01-28,257.764
2003-01-29,249.866
2003-01-30,247.252
2003-01-31,244.296
2003-02-03,243.917
2003-02-04,245.822
2003-02-05,245.52
2003-02-06,244.888
2003-02-07,244.463
2003-02-10,242.296
2003-02-11,245.364
2003-02-12,244.664
2003-02-13,239.611
2003-02-14,241.123
2003-02-17,245.683
2003-02-18,245.411
2003-02-19,250.07
2003-02-20,251.816
2003-02-21,252.834
2003-02-24,250.382
2003-02-25,246.221
2003-02-26,245.323
2003-02-27,242.786
2003-02-28,242.134
2003-03-03,242.849
2003-03-04,240.933
2003-03-05,240.933
2003-03-06,235.07
2003-03-07,231.038
2003-03-10,228.25
2003-03-11,228.355
2003-03-12,231.146
2003-03-13,230.484
2003-03-14,233.631
2003-03-17,230.303
2003-03-18,237.158
2003-03-19,237.951
2003-03-20,241.42
2003-03-21,244.739
2003-03-24,240.194
2003-03-25,243.106
2003-03-26,244.248
2003-03-27,242.788
2003-03-28,244.153
2003-03-31,235.856
2003-04-01,239.547
2003-04-02,244.59
2003-04-03,242.851
2003-04-04,245.078
2003-04-07,248.023
2003-04-08,244.061
2003-04-09,239.613
2003-04-10,241.064
2003-04-11,241.919
2003-04-14,240.19
2003-04-15,241.666
2003-04-16,241.281
2003-04-17,240.378
2003-04-18,240.378
2003-04-21,237.821
2003-04-22,237.833
2003-04-23,235.807
2003-04-24,230.741
2003-04-25,227.287
2003-04-28,231.05
2003-04-29,240.083
2003-04-30,238.985
2003-05-01,239.942
2003-05-02,243.59
2003-05-05,250.393
2003-05-06,250.11
2003-05-07,247.976
2003-05-08,250.565
2003-05-09,248.187
2003-05-12,252.991
2003-05-13,251.61
2003-05-14,251.61
2003-05-15,253.533
2003-05-16,253.099
2003-05-19,251.206
2003-05-20,252.2
2003-05-21,249.83
2003-05-22,255.014
2003-05-23,258.462
2003-05-26,263.276
2003-05-27,259.95
2003-05-28,261.228
2003-05-29,263.118
2003-05-30,265.264
2003-06-02,273.339
2003-06-03,272.531
2003-06-04,278.124
2003-06-05,282.981
2003-06-06,284.733
2003-06-09,285.527
2003-06-10,283.643
2003-06-11,285.202
2003-06-12,290.644
2003-06-13,291.257
2003-06-16,288.286
2003-06-17,295.144
2003-06-18,293.871
2003-06-19,300.473
2003-06-20,298.448
2003-06-23,292.017
2003-06-24,286.94
2003-06-25,285.968
2003-06-26,282.46
2003-06-27,286.091
2003-06-30,278.16
2003-07-01,280.146
2003-07-02,284.472
2003-07-03,283.908
2003-07-04,285.43
2003-07-07,289.399
2003-07-08,290.235
2003-07-09,293.747
2003-07-10,292.87
2003-07-11,298.377
2003-07-14,304.474
2003-07-15,308.04
2003-07-16,308.599
2003-07-17,306.834
2003-07-18,305.693
2003-07-21,305.895
2003-07-22,300.23
2003-07-23,303.058
2003-07-24,302.293
2003-07-25,305.049
2003-07-28,309.242
2003-07-29,308.006
2003-07-30,306.022
2003-07-31,302.126
2003-08-01,303.462
2003-08-04,299.023
2003-08-05,291.23
2003-08-06,290.726
2003-08-07,298.167
2003-08-08,297.815
2003-08-11,301.434
2003-08-12,303.686
2003-08-13,312.25
2003-08-14,316.634
2003-08-15,315.969
2003-08-18,320.564
2003-08-19,319.539
2003-08-20,320.596
2003-08-21,327.538
2003-08-22,327.831
2003-08-25,326.044
2003-08-26,316.839
2003-08-27,315.662
2003-08-28,314.954
2003-08-29,317.817
2003-09-01,321.064
2003-09-02,317.981
2003-09-03,318.678
2003-09-04,319.838
2003-09-05,321.941
2003-09-08,324.954
2003-09-09,316.734
2003-09-10,313.683
2003-09-11,319.792
2003-09-12,317.942
2003-09-15,314.123
2003-09-16,316.671
2003-09-17,320.731
2003-09-18,322.462
2003-09-19,319.769
2003-09-22,319.27
2003-09-23,320.059
2003-09-24,329.082
2003-09-25,328.078
2003-09-26,327.673
2003-09-29,328.691
2003-09-30,330.299
2003-10-01,331.075
2003-10-02,335.763
2003-10-03,343.768
2003-10-06,354.436
2003-10-07,356.529
2003-10-08,359.865
2003-10-09,361.307
2003-10-10,362.205
2003-10-13,362.915
2003-10-14,353.921
2003-10-15,355.865
2003-10-16,357.386
2003-10-17,362.005
2003-10-20,363.513
2003-10-21,367.056
2003-10-22,364.311
2003-10-23,354.432
2003-10-24,354.796
2003-10-27,350.024
2003-10-28,354.472
2003-10-29,353.9
2003-10-30,352.97
2003-10-31,352.645
2003-11-03,361.276
2003-11-04,368.116
2003-11-05,365.326
2003-11-06,363.062
2003-11-07,364.111
2003-11-10,358.17
2003-11-11,349.517
2003-11-12,355.012
2003-11-13,363.126
2003-11-14,362.757
2003-11-17,351.971
2003-11-18,354.37
2003-11-19,347.383
2003-11-20,341.103
2003-11-21,338.945
2003-11-24,340.718
2003-11-25,340.718
2003-11-26,346.578
2003-11-27,347.258
2003-11-28,351.956
2003-12-01,356.257
2003-12-02,354.94
2003-12-03,356.97
2003-12-04,356.403
2003-12-05,355.159
2003-12-08,355.346
2003-12-09,356.265
2003-12-10,355.042
2003-12-11,355.807
2003-12-12,357.958
2003-12-15,361.941
2003-12-16,359.663
2003-12-17,355.968
2003-12-18,356.326
2003-12-19,355.102
2003-12-22,356.742
2003-12-23,357.663
2003-12-24,358.771
2003-12-25,358.771
2003-12-26,359.477
2003-12-29,363.158
2003-12-30,367.243
2003-12-31,368.905
2004-01-01,368.928
2004-01-02,374.475
2004-01-05,381.739
2004-01-06,378.992
2004-01-07,379.271
2004-01-08,380.339
2004-01-09,383.462
2004-01-12,379.015
2004-01-13,382.753
2004-01-14,383.466
2004-01-15,375.704
2004-01-16,375.097
2004-01-19,376.024
2004-01-20,381.645
2004-01-21,387.641
2004-01-22,389.188
2004-01-23,388.595
2004-01-26,390.951
2004-01-27,390.945
2004-01-28,383.931
2004-01-29,379.947
2004-01-30,385.592
2004-02-02,385.852
2004-02-03,386.165
2004-02-04,385.349
2004-02-05,384.263
2004-02-06,391.797
2004-02-09,400.506
2004-02-10,401.787
2004-02-11,402.442
2004-02-12,398.305
2004-02-13,399.768
2004-02-16,397.403
2004-02-17,402.613
2004-02-18,402.849
2004-02-19,401.701
2004-02-20,401.283
2004-02-23,400.137
2004-02-24,400.107
2004-02-25,398.737
2004-02-26,399.311
2004-02-27,401.919
2004-03-01,403.148
2004-03-02,401.209
2004-03-03,397.265
2004-03-04,398.949
2004-03-05,400.023
2004-03-08,399.073
2004-03-09,400.329
2004-03-10,397.144
2004-03-11,393.555
2004-03-12,389.768
2004-03-15,390.419
2004-03-16,389.678
2004-03-17,391.832
2004-03-18,394.447
2004-03-19,394.386
2004-03-22,392.177
2004-03-23,392.754
2004-03-24,394.717
2004-03-25,392.927
2004-03-26,392.581
2004-03-29,393.912
2004-03-30,398.185
2004-03-31,401.377
2004-04-01,406.835
2004-04-02,407.272
2004-04-05,408.91
2004-04-06,406.512
2004-04-07,407.255
2004-04-08,408.74
2004-04-09,408.74
2004-04-12,410.293
2004-04-13,408.822
2004-04-14,401.528
2004-04-15,398.205
2004-04-16,401.629
2004-04-19,398.876
2004-04-20,400.498
2004-04-21,398.498
2004-04-22,400.417
2004-04-23,402.318
2004-04-26,399.465
2004-04-27,399.394
2004-04-28,399.967
2004-04-29,387.999
2004-04-30,392.521
2004-05-03,392.844
2004-05-04,399.893
2004-05-05,408.102
2004-05-06,404.256
2004-05-07,398.019
2004-05-10,384.315
2004-05-11,386.638
2004-05-12,386.941
2004-05-13,379.636
2004-05-14,373.13
2004-05-17,360.838
2004-05-18,365.07
2004-05-19,378.489
2004-05-20,373.083
2004-05-21,379.996
2004-05-24,382.46
2004-05-25,379.439
2004-05-26,381.848
2004-05-27,385.966
2004-05-28,384.691
2004-05-31,386.785
2004-06-01,386.682
2004-06-02,385.791
2004-06-03,381.002
2004-06-04,382.815
2004-06-07,389.826
2004-06-08,390.682
2004-06-09,389.349
2004-06-10,391.529
2004-06-11,389.512
2004-06-14,385.899
2004-06-15,388.139
2004-06-16,389.887
2004-06-17,386.741
2004-06-18,384.311
2004-06-21,381.858
2004-06-22,382.262
2004-06-23,383.374
2004-06-24,387.435
2004-06-25,389.484
2004-06-28,392.085
2004-06-29,394.43
2004-06-30,395.252
2004-07-01,397.56
2004-07-02,395.942
2004-07-05,398.193
2004-07-06,401.2
2004-07-07,402.487
2004-07-08,398.969
2004-07-09,400.166
2004-07-12,401.94
2004-07-13,401.917
2004-07-14,401.697
2004-07-15,400.261
2004-07-16,402.937
2004-07-19,406.451
2004-07-20,401.675
2004-07-21,400.676
2004-07-22,398.654
2004-07-23,394.014
2004-07-26,395.985
2004-07-27,396.671
2004-07-28,398.341
2004-07-29,403.362
2004-07-30,403.65
2004-08-02,402.911
2004-08-03,407.705
2004-08-04,404.762
2004-08-05,410.506
2004-08-06,409.052
2004-08-09,409.182
2004-08-10,405.717
2004-08-11,402.86
2004-08-12,404.069
2004-08-13,402.237
2004-08-16,402.323
2004-08-17,404.083
2004-08-18,407.298
2004-08-19,410.46
2004-08-20,408.406
2004-08-23,408.891
2004-08-24,410.655
2004-08-25,413.448
2004-08-26,413.885
2004-08-27,413.454
2004-08-30,411.158
2004-08-31,414.111
2004-09-01,419.642
2004-09-02,423.309
2004-09-03,420.056
2004-09-06,418.61
2004-09-07,425.563
2004-09-08,425.08
2004-09-09,423.702
2004-09-10,426.676
2004-09-13,430.499
2004-09-14,434.405
2004-09-15,436.719
2004-09-16,436.189
2004-09-17,435.45
2004-09-20,431.776
2004-09-21,434.063
2004-09-22,432.699
2004-09-23,431.982
2004-09-24,430.555
2004-09-27,430.609
2004-09-28,427.87
2004-09-29,428.959
2004-09-30,433.073
2004-10-01,432.237
2004-10-04,434.484
2004-10-05,435.277
2004-10-06,435.554
2004-10-07,434.213
2004-10-08,436.421
2004-10-11,433.727
2004-10-12,427.593
2004-10-13,427.473
2004-10-14,424.312
2004-10-15,427.021
2004-10-18,425.279
2004-10-19,429.775
2004-10-20,427.698
2004-10-21,431.298
2004-10-22,429.878
2004-10-25,428.529
2004-10-26,430.75
2004-10-27,430.981
2004-10-28,436.451
2004-10-29,434.485
2004-11-01,436.058
2004-11-02,438.472
2004-11-03,442.898
2004-11-04,443.84
2004-11-05,447.84
2004-11-08,446.703
2004-11-09,446.145
2004-11-10,447.465
2004-11-11,448.028
2004-11-12,447.552
2004-11-15,447.484
2004-11-16,446.088
2004-11-17,449.062
2004-11-18,445.526
2004-11-19,448.491
2004-11-22,446.343
2004-11-23,448.913
2004-11-24,450.006
2004-11-25,451.874
2004-11-26,450.193
2004-11-29,454.581
2004-11-30,451.243
2004-12-01,453.922
2004-12-02,458.817
2004-12-03,460.037
2004-12-06,455.562
2004-12-07,452.575
2004-12-08,449.734
2004-12-09,443.339
2004-12-10,445.257
2004-12-13,447.946
2004-12-14,451.071
2004-12-15,458.119
2004-12-16,455.716
2004-12-17,458.572
2004-12-20,459.73
2004-12-21,461.326
2004-12-22,461.357
2004-12-23,461.929
2004-12-24,461.848
2004-12-27,458.989
2004-12-28,462.073
2004-12-29,461.63
2004-12-30,463.171
2004-12-31,465.2
2005-01-03,463.855
2005-01-04,462.628
2005-01-05,463.974
2005-01-06,466.0
2005-01-07,465.642
2005-01-10,468.245
2005-01-11,470.131
2005-01-12,470.804
2005-01-13,474.346
2005-01-14,468.231
2005-01-17,473.128
2005-01-18,474.68
2005-01-19,478.176
2005-01-20,474.011
2005-01-21,474.184
2005-01-24,472.245
2005-01-25,469.757
2005-01-26,475.52
2005-01-27,471.455
2005-01-28,472.951
2005-01-31,474.534
2005-02-01,470.291
2005-02-02,474.976
2005-02-03,473.841
2005-02-04,476.799
2005-02-07,475.442
2005-02-08,478.805
2005-02-09,478.646
2005-02-10,478.3
2005-02-11,480.435
2005-02-14,487.724
2005-02-15,485.82
2005-02-16,481.714
2005-02-17,485.452
2005-02-18,486.271
2005-02-21,483.839
2005-02-22,481.826
2005-02-23,479.317
2005-02-24,480.008
2005-02-25,474.866
2005-02-28,475.164
2005-03-01,475.087
2005-03-02,478.491
2005-03-03,479.544
2005-03-04,480.192
2005-03-07,482.32
2005-03-08,485.634
2005-03-09,492.522
2005-03-10,488.966
2005-03-11,489.151
2005-03-14,487.015
2005-03-15,486.712
2005-03-16,487.993
2005-03-17,486.42
2005-03-18,487.147
2005-03-21,489.488
2005-03-22,490.028
2005-03-23,481.837
2005-03-24,481.558
2005-03-25,481.558
2005-03-28,478.062
2005-03-29,475.73
2005-03-30,474.408
2005-03-31,479.855
2005-04-01,478.119
2005-04-04,479.125
2005-04-05,479.377
2005-04-06,481.435
2005-04-07,484.611
2005-04-08,485.616
2005-04-11,487.068
2005-04-12,487.955
2005-04-13,488.834
2005-04-14,482.675
2005-04-15,479.476
2005-04-18,468.689
2005-04-19,475.187
2005-04-20,475.949
2005-04-21,477.82
2005-04-22,477.504
2005-04-25,477.907
2005-04-26,479.304
2005-04-27,477.526
2005-04-28,477.032
2005-04-29,476.543
2005-05-02,475.528
2005-05-03,478.538
2005-05-04,482.104
2005-05-05,484.191
2005-05-06,486.823
2005-05-09,488.196
2005-05-10,486.927
2005-05-11,490.484
2005-05-12,487.881
2005-05-13,485.734
2005-05-16,483.1
2005-05-17,483.086
2005-05-18,484.212
2005-05-19,486.154
2005-05-20,486.333
2005-05-23,487.224
2005-05-24,488.163
2005-05-25,485.09
2005-05-26,481.288
2005-05-27,481.629
2005-05-30,485.297
2005-05-31,481.143
2005-06-01,480.91
2005-06-02,484.31
2005-06-03,486.355
2005-06-06,489.118
2005-06-07,489.123
2005-06-08,488.205
2005-06-09,485.962
2005-06-10,489.645
2005-06-13,486.114
2005-06-14,485.152
2005-06-15,489.247
2005-06-16,485.81
2005-06-17,490.6
2005-06-20,484.281
2005-06-21,484.312
2005-06-22,484.026
2005-06-23,488.046
2005-06-24,485.941
2005-06-27,482.199
2005-06-28,478.849
2005-06-29,477.87
2005-06-30,480.642
2005-07-01,478.668
2005-07-04,480.653
2005-07-05,478.877
2005-07-06,480.808
2005-07-07,474.657
2005-07-08,475.153
2005-07-11,482.288
2005-07-12,485.317
2005-07-13,486.022
2005-07-14,491.355
2005-07-15,493.638
2005-07-18,493.012
2005-07-19,509.611
2005-07-20,513.194
2005-07-21,521.541
2005-07-22,525.547
2005-07-25,519.163
2005-07-26,519.573
2005-07-27,521.873
2005-07-28,525.671
2005-07-29,532.225
2005-08-01,536.68
2005-08-02,541.216
2005-08-03,538.5
2005-08-04,536.784
2005-08-05,534.965
2005-08-08,536.308
2005-08-09,535.683
2005-08-10,534.695
2005-08-11,528.55
2005-08-12,527.25
2005-08-15,518.846
2005-08-16,526.081
2005-08-17,519.636
2005-08-18,517.99
2005-08-19,516.132
2005-08-22,520.134
2005-08-23,518.363
2005-08-24,515.533
2005-08-25,516.441
2005-08-26,520.182
2005-08-29,514.005
2005-08-30,512.502
2005-08-31,515.473
2005-09-01,520.347
2005-09-02,522.389
2005-09-05,522.469
2005-09-06,520.375
2005-09-07,521.21
2005-09-08,522.175
2005-09-09,524.228
2005-09-12,528.568
2005-09-13,522.221
2005-09-14,524.088
2005-09-15,525.521
2005-09-16,521.597
2005-09-19,521.8
2005-09-20,523.866
2005-09-21,522.582
2005-09-22,519.08
2005-09-23,518.836
2005-09-26,522.123
2005-09-27,518.413
2005-09-28,516.917
2005-09-29,517.95
2005-09-30,519.287
2005-10-03,516.663
2005-10-04,521.377
2005-10-05,524.524
2005-10-06,520.686
2005-10-07,523.575
2005-10-10,532.18
2005-10-11,537.459
2005-10-12,531.245
2005-10-13,532.075
2005-10-14,529.418
2005-10-17,524.82
2005-10-18,522.269
2005-10-19,506.573
2005-10-20,509.176
2005-10-21,512.149
2005-10-24,507.981
2005-10-25,510.585
2005-10-26,510.052
2005-10-27,504.104
2005-10-28,502.106
2005-10-31,506.499
2005-11-01,506.469
2005-11-02,515.68
2005-11-03,515.033
2005-11-04,515.975
2005-11-07,514.147
