Date,SINGAPORE IMI VALUE IMI (Large+Mid+Small Cap)
2005-11-08,518.115
2005-11-09,520.102
2005-11-10,519.309
2005-11-11,520.973
2005-11-14,518.312
2005-11-15,516.275
2005-11-16,520.015
2005-11-17,521.636
2005-11-18,527.745
2005-11-21,527.583
2005-11-22,525.783
2005-11-23,531.031
2005-11-24,532.389
2005-11-25,529.545
2005-11-28,532.16
2005-11-29,531.652
2005-11-30,532.049
2005-12-01,533.508
2005-12-02,539.05
2005-12-05,539.507
2005-12-06,535.157
2005-12-07,534.89
2005-12-08,532.301
2005-12-09,534.637
2005-12-12,537.294
2005-12-13,540.043
2005-12-14,539.618
2005-12-15,539.511
2005-12-16,541.117
2005-12-19,541.659
2005-12-20,541.439
2005-12-21,541.869
2005-12-22,540.528
2005-12-23,543.243
2005-12-26,543.243
2005-12-27,545.058
2005-12-28,546.489
2005-12-29,548.392
2005-12-30,549.58
2006-01-02,549.66
2006-01-03,557.531
2006-01-04,561.451
2006-01-05,564.952
2006-01-06,574.421
2006-01-09,577.742
2006-01-10,578.355
2006-01-11,579.883
2006-01-12,576.429
2006-01-13,575.217
2006-01-16,572.034
2006-01-17,567.005
2006-01-18,567.379
2006-01-19,568.685
2006-01-20,570.492
2006-01-23,566.494
2006-01-24,564.482
2006-01-25,568.793
2006-01-26,571.472
2006-01-27,577.925
2006-01-30,575.874
2006-01-31,578.593
2006-02-01,579.944
2006-02-02,579.148
2006-02-03,574.519
2006-02-06,577.564
2006-02-07,579.253
2006-02-08,573.085
2006-02-09,575.199
2006-02-10,574.622
2006-02-13,574.983
2006-02-14,578.322
2006-02-15,575.85
2006-02-16,578.35
2006-02-17,577.107
2006-02-20,575.988
2006-02-21,578.453
2006-02-22,574.745
2006-02-23,580.341
2006-02-24,581.786
2006-02-27,587.392
2006-02-28,592.494
2006-03-01,591.782
2006-03-02,591.605
2006-03-03,589.204
2006-03-06,592.322
2006-03-07,586.499
2006-03-08,592.943
2006-03-09,595.014
2006-03-10,591.917
2006-03-13,597.083
2006-03-14,596.292
2006-03-15,595.974
2006-03-16,596.011
2006-03-17,593.866
2006-03-20,598.512
2006-03-21,597.238
2006-03-22,596.688
2006-03-23,596.719
2006-03-24,597.926
2006-03-27,599.703
2006-03-28,601.465
2006-03-29,599.19
2006-03-30,602.624
2006-03-31,605.169
2006-04-03,610.034
2006-04-04,607.86
2006-04-05,612.39
2006-04-06,612.597
2006-04-07,617.669
2006-04-10,616.851
2006-04-11,613.072
2006-04-12,613.429
2006-04-13,612.881
2006-04-14,612.909
2006-04-17,616.394
2006-04-18,618.5
2006-04-19,627.532
2006-04-20,627.48
2006-04-21,631.981
2006-04-24,632.011
2006-04-25,630.004
2006-04-26,633.391
2006-04-27,634.987
2006-04-28,644.357
2006-05-01,645.752
2006-05-02,654.966
2006-05-03,664.928
2006-05-04,657.864
2006-05-05,657.707
2006-05-08,669.269
2006-05-09,662.507
2006-05-10,665.791
2006-05-11,663.053
2006-05-12,661.775
2006-05-15,634.872
2006-05-16,633.672
2006-05-17,645.098
2006-05-18,631.991
2006-05-19,625.039
2006-05-22,606.955
2006-05-23,615.975
2006-05-24,610.301
2006-05-25,607.77
2006-05-26,616.801
2006-05-29,618.474
2006-05-30,617.972
2006-05-31,603.755
2006-06-01,603.693
2006-06-02,614.601
2006-06-05,612.927
2006-06-06,610.319
2006-06-07,600.825
2006-06-08,586.306
2006-06-09,593.992
2006-06-12,593.431
2006-06-13,580.709
2006-06-14,579.668
2006-06-15,585.44
2006-06-16,598.326
2006-06-19,594.243
2006-06-20,587.971
2006-06-21,590.712
2006-06-22,593.996
2006-06-23,590.493
2006-06-26,594.245
2006-06-27,595.965
2006-06-28,590.268
2006-06-29,600.337
2006-06-30,618.168
2006-07-03,616.214
2006-07-04,622.123
2006-07-05,610.799
2006-07-06,617.624
2006-07-07,620.796
2006-07-10,620.194
2006-07-11,613.621
2006-07-12,613.306
2006-07-13,608.568
2006-07-14,598.02
2006-07-17,583.742
2006-07-18,587.76
2006-07-19,592.796
2006-07-20,603.172
2006-07-21,604.536
2006-07-24,606.5
2006-07-25,611.315
2006-07-26,614.034
2006-07-27,622.865
2006-07-28,617.931
2006-07-31,621.619
2006-08-01,618.342
2006-08-02,620.831
2006-08-03,623.934
2006-08-04,630.802
2006-08-07,633.03
2006-08-08,636.128
2006-08-09,636.608
2006-08-10,632.123
2006-08-11,630.978
2006-08-14,630.14
2006-08-15,627.414
2006-08-16,632.639
2006-08-17,635.386
2006-08-18,639.409
2006-08-21,636.449
2006-08-22,638.982
2006-08-23,637.352
2006-08-24,629.905
2006-08-25,631.897
2006-08-28,625.583
2006-08-29,632.775
2006-08-30,638.631
2006-08-31,641.164
2006-09-01,645.841
2006-09-04,654.477
2006-09-05,655.784
2006-09-06,657.712
2006-09-07,652.858
2006-09-08,653.482
2006-09-11,647.756
2006-09-12,651.431
2006-09-13,654.698
2006-09-14,655.144
2006-09-15,655.732
2006-09-18,663.794
2006-09-19,662.088
2006-09-20,662.538
2006-09-21,667.025
2006-09-22,660.465
2006-09-25,662.486
2006-09-26,661.619
2006-09-27,669.197
2006-09-28,671.399
2006-09-29,674.665
2006-10-02,688.173
2006-10-03,690.903
2006-10-04,692.309
2006-10-05,704.049
2006-10-06,700.825
2006-10-09,691.795
2006-10-10,702.334
2006-10-11,704.195
2006-10-12,705.605
2006-10-13,715.394
2006-10-16,714.597
2006-10-17,707.55
2006-10-18,708.632
2006-10-19,714.1
2006-10-20,721.027
2006-10-23,721.013
2006-10-24,721.308
2006-10-25,732.278
2006-10-26,744.693
2006-10-27,743.495
2006-10-30,728.717
2006-10-31,729.781
2006-11-01,735.76
2006-11-02,731.483
2006-11-03,730.263
2006-11-06,731.294
2006-11-07,736.399
2006-11-08,730.575
2006-11-09,729.345
2006-11-10,732.745
2006-11-13,734.746
2006-11-14,741.373
2006-11-15,745.174
2006-11-16,754.76
2006-11-17,759.207
2006-11-20,749.053
2006-11-21,757.165
2006-11-22,763.73
2006-11-23,766.563
2006-11-24,763.268
2006-11-27,767.363
2006-11-28,752.955
2006-11-29,767.736
2006-11-30,773.142
2006-12-01,770.823
2006-12-04,778.475
2006-12-05,795.974
2006-12-06,791.402
2006-12-07,792.219
2006-12-08,779.744
2006-12-11,787.103
2006-12-12,791.239
2006-12-13,789.222
2006-12-14,797.243
2006-12-15,800.204
2006-12-18,807.831
2006-12-19,797.083
2006-12-20,800.552
2006-12-21,802.114
2006-12-22,811.132
2006-12-25,811.132
2006-12-26,810.813
2006-12-27,818.084
2006-12-28,820.497
2006-12-29,828.267
2007-01-01,828.267
2007-01-02,830.514
2007-01-03,837.342
2007-01-04,831.48
2007-01-05,833.701
2007-01-08,823.931
2007-01-09,826.315
2007-01-10,815.711
2007-01-11,811.363
2007-01-12,821.59
2007-01-15,828.893
2007-01-16,829.641
2007-01-17,828.926
2007-01-18,834.026
2007-01-19,840.037
2007-01-22,858.979
2007-01-23,853.226
2007-01-24,856.726
2007-01-25,845.823
2007-01-26,837.053
2007-01-29,848.808
2007-01-30,851.314
2007-01-31,850.836
2007-02-01,866.014
2007-02-02,881.833
2007-02-05,889.493
2007-02-06,886.281
2007-02-07,894.283
2007-02-08,888.031
2007-02-09,894.18
2007-02-12,875.355
2007-02-13,867.421
2007-02-14,876.456
2007-02-15,896.798
2007-02-16,896.945
2007-02-19,896.481
2007-02-20,895.207
2007-02-21,911.291
2007-02-22,909.62
2007-02-23,913.197
2007-02-26,916.789
2007-02-27,897.498
2007-02-28,865.736
2007-03-01,861.094
2007-03-02,863.948
2007-03-05,831.033
2007-03-06,847.861
2007-03-07,855.056
2007-03-08,869.88
2007-03-09,876.439
2007-03-12,892.753
2007-03-13,884.353
2007-03-14,859.143
2007-03-15,871.827
2007-03-16,867.526
2007-03-19,880.761
2007-03-20,877.922
2007-03-21,892.167
2007-03-22,909.616
2007-03-23,906.928
2007-03-26,905.976
2007-03-27,916.19
2007-03-28,903.648
2007-03-29,910.938
2007-03-30,910.325
2007-04-02,911.51
2007-04-03,925.227
2007-04-04,939.457
2007-04-05,946.874
2007-04-06,946.874
2007-04-09,961.081
2007-04-10,968.877
2007-04-11,966.203
2007-04-12,951.036
2007-04-13,955.754
2007-04-16,967.412
2007-04-17,966.927
2007-04-18,965.393
2007-04-19,934.798
2007-04-20,953.224
2007-04-23,962.91
2007-04-24,957.234
2007-04-25,953.763
2007-04-26,960.504
2007-04-27,956.645
2007-04-30,942.775
2007-05-01,941.945
2007-05-02,956.739
2007-05-03,970.817
2007-05-04,989.513
2007-05-07,995.723
2007-05-08,982.996
2007-05-09,991.422
2007-05-10,991.76
2007-05-11,989.283
2007-05-14,1003.767
2007-05-15,995.609
2007-05-16,998.468
2007-05-17,1000.802
2007-05-18,999.459
2007-05-21,998.717
2007-05-22,1003.351
2007-05-23,1014.356
2007-05-24,1006.778
2007-05-25,994.365
2007-05-28,999.081
2007-05-29,1001.989
2007-05-30,998.417
2007-05-31,1000.0
2007-06-01,1005.317
2007-06-04,1012.397
2007-06-05,1011.917
2007-06-06,1005.271
2007-06-07,996.618
2007-06-08,977.443
2007-06-11,984.344
2007-06-12,986.24
2007-06-13,983.461
2007-06-14,988.479
2007-06-15,993.34
2007-06-18,1009.681
2007-06-19,1009.84
2007-06-20,1006.057
2007-06-21,1008.927
2007-06-22,1001.429
2007-06-25,993.031
2007-06-26,977.966
2007-06-27,970.842
2007-06-28,977.223
2007-06-29,985.002
2007-07-02,992.155
2007-07-03,999.544
2007-07-04,994.957
2007-07-05,994.72
2007-07-06,999.513
2007-07-09,1019.101
2007-07-10,1020.608
2007-07-11,1012.117
2007-07-12,1019.538
2007-07-13,1025.622
2007-07-16,1024.144
2007-07-17,1021.962
2007-07-18,1006.581
2007-07-19,1014.918
2007-07-20,1027.318
2007-07-23,1015.264
2007-07-24,1024.423
2007-07-25,1010.065
2007-07-26,992.416
2007-07-27,969.026
2007-07-30,981.057
2007-07-31,987.081
2007-08-01,950.442
2007-08-02,954.823
2007-08-03,946.444
2007-08-06,906.933
2007-08-07,910.057
2007-08-08,947.843
2007-08-09,944.058
2007-08-10,917.692
2007-08-13,927.483
2007-08-14,933.118
2007-08-15,895.29
2007-08-16,857.972
2007-08-17,853.356
2007-08-20,915.232
2007-08-21,881.023
2007-08-22,906.99
2007-08-23,919.839
2007-08-24,915.527
2007-08-27,929.885
2007-08-28,910.323
2007-08-29,903.743
2007-08-30,901.375
2007-08-31,919.557
2007-09-03,915.102
2007-09-04,910.198
2007-09-05,928.929
2007-09-06,937.762
2007-09-07,942.558
2007-09-10,928.469
2007-09-11,946.236
2007-09-12,951.658
2007-09-13,950.865
2007-09-14,952.351
2007-09-17,931.777
2007-09-18,924.546
2007-09-19,961.803
2007-09-20,960.695
2007-09-21,954.784
2007-09-24,978.948
2007-09-25,973.533
2007-09-26,981.469
2007-09-27,1005.256
2007-09-28,1007.574
2007-10-01,1020.811
2007-10-02,1026.98
2007-10-03,1019.104
2007-10-04,1027.495
2007-10-05,1038.845
2007-10-08,1040.804
2007-10-09,1046.466
2007-10-10,1039.058
2007-10-11,1057.391
2007-10-12,1048.904
2007-10-15,1051.672
2007-10-16,1030.861
2007-10-17,1039.912
2007-10-18,1036.141
2007-10-19,1014.355
2007-10-22,986.886
2007-10-23,1004.106
2007-10-24,992.297
2007-10-25,1009.172
2007-10-26,1030.547
2007-10-29,1043.193
2007-10-30,1034.67
2007-10-31,1040.455
2007-11-01,1039.471
2007-11-02,1014.405
2007-11-05,1003.426
2007-11-06,1014.106
2007-11-07,1014.082
2007-11-08,1014.189
2007-11-09,993.25
2007-11-12,962.188
2007-11-13,962.124
2007-11-14,968.922
2007-11-15,951.923
2007-11-16,941.503
2007-11-19,938.158
2007-11-20,943.579
2007-11-21,915.293
2007-11-22,913.366
2007-11-23,917.834
2007-11-26,938.182
2007-11-27,927.361
2007-11-28,920.854
2007-11-29,945.793
2007-11-30,951.145
2007-12-03,948.679
2007-12-04,959.672
2007-12-05,964.217
2007-12-06,968.831
2007-12-07,978.624
2007-12-10,977.526
2007-12-11,988.653
2007-12-12,978.976
2007-12-13,962.249
2007-12-14,955.547
2007-12-17,920.618
2007-12-18,930.291
2007-12-19,925.76
2007-12-20,925.413
2007-12-21,940.418
2007-12-24,950.787
2007-12-25,950.787
2007-12-26,958.4
2007-12-27,956.761
2007-12-28,951.511
2007-12-31,965.204
2008-01-01,965.204
2008-01-02,960.034
2008-01-03,947.885
2008-01-04,957.28
2008-01-07,934.018
2008-01-08,929.616
2008-01-09,935.443
2008-01-10,926.089
2008-01-11,921.797
2008-01-14,902.703
2008-01-15,883.085
2008-01-16,859.18
2008-01-17,885.435
2008-01-18,873.735
2008-01-21,819.758
2008-01-22,816.541
2008-01-23,839.575
2008-01-24,861.108
2008-01-25,891.944
2008-01-28,865.523
2008-01-29,864.51
2008-01-30,857.333
2008-01-31,855.98
2008-02-01,870.198
2008-02-04,890.493
2008-02-05,874.669
2008-02-06,853.145
2008-02-07,852.096
2008-02-08,851.617
2008-02-11,835.507
2008-02-12,846.091
2008-02-13,846.254
2008-02-14,872.557
2008-02-15,890.73
2008-02-18,891.502
2008-02-19,896.524
2008-02-20,885.159
2008-02-21,895.437
2008-02-22,902.547
2008-02-25,906.298
2008-02-26,907.419
2008-02-27,912.084
2008-02-28,908.288
2008-02-29,898.708
2008-03-03,881.84
2008-03-04,886.85
2008-03-05,884.28
2008-03-06,886.389
2008-03-07,873.384
2008-03-10,868.513
2008-03-11,871.41
2008-03-12,885.084
2008-03-13,864.303
2008-03-14,867.997
2008-03-17,859.642
2008-03-18,875.3
2008-03-19,881.211
2008-03-20,875.142
2008-03-21,875.142
2008-03-24,900.789
2008-03-25,924.01
2008-03-26,929.688
2008-03-27,938.79
2008-03-28,937.6
2008-03-31,936.851
2008-04-01,949.576
2008-04-02,972.4
2008-04-03,973.527
2008-04-04,971.531
2008-04-07,977.124
2008-04-08,964.994
2008-04-09,958.241
2008-04-10,974.518
2008-04-11,992.576
2008-04-14,970.02
2008-04-15,968.865
2008-04-16,976.29
2008-04-17,985.345
2008-04-18,977.769
2008-04-21,993.553
2008-04-22,996.702
2008-04-23,997.416
2008-04-24,986.117
2008-04-25,991.068
2008-04-28,996.239
2008-04-29,995.134
2008-04-30,998.236
2008-05-01,995.896
2008-05-02,1016.803
2008-05-05,1025.992
2008-05-06,1024.538
2008-05-07,1015.154
2008-05-08,995.608
2008-05-09,998.152
2008-05-12,998.315
2008-05-13,997.639
2008-05-14,993.445
2008-05-15,996.523
2008-05-16,1010.154
2008-05-19,1009.456
2008-05-20,1001.366
2008-05-21,1006.114
2008-05-22,995.463
2008-05-23,984.06
2008-05-26,979.653
2008-05-27,980.429
2008-05-28,983.513
2008-05-29,986.418
2008-05-30,991.079
2008-06-02,993.975
2008-06-03,985.953
2008-06-04,982.265
2008-06-05,979.309
2008-06-06,981.631
2008-06-09,963.277
2008-06-10,942.385
2008-06-11,948.305
2008-06-12,938.589
2008-06-13,926.716
2008-06-16,943.191
2008-06-17,946.234
2008-06-18,946.945
2008-06-19,932.535
2008-06-20,933.779
2008-06-23,924.666
2008-06-24,920.152
2008-06-25,930.281
2008-06-26,935.621
2008-06-27,930.015
2008-06-30,924.395
2008-07-01,914.764
2008-07-02,919.074
2008-07-03,909.553
2008-07-04,910.146
2008-07-07,914.989
2008-07-08,899.625
2008-07-09,916.827
2008-07-10,912.329
2008-07-11,924.897
2008-07-14,920.609
2008-07-15,909.006
2008-07-16,908.358
2008-07-17,921.318
2008-07-18,919.313
2008-07-21,939.364
2008-07-22,931.485
2008-07-23,949.931
2008-07-24,955.784
2008-07-25,941.044
2008-07-28,941.145
2008-07-29,927.668
2008-07-30,939.775
2008-07-31,939.597
2008-08-01,931.826
2008-08-04,924.582
2008-08-05,925.964
2008-08-06,932.439
2008-08-07,916.357
2008-08-08,899.298
2008-08-11,895.985
2008-08-12,895.377
2008-08-13,895.896
2008-08-14,892.181
2008-08-15,884.474
2008-08-18,882.735
2008-08-19,867.313
2008-08-20,875.797
2008-08-21,869.359
2008-08-22,869.661
2008-08-25,873.243
2008-08-26,855.255
2008-08-27,856.892
2008-08-28,854.325
2008-08-29,871.07
2008-09-01,855.659
2008-09-02,864.13
2008-09-03,849.747
2008-09-04,832.99
2008-09-05,816.884
2008-09-08,856.36
2008-09-09,849.144
2008-09-10,840.489
2008-09-11,806.127
2008-09-12,818.282
2008-09-15,791.305
2008-09-16,777.515
2008-09-17,768.184
2008-09-18,763.943
2008-09-19,804.771
2008-09-22,805.208
2008-09-23,788.121
2008-09-24,783.744
2008-09-25,778.904
2008-09-26,767.899
2008-09-29,755.268
2008-09-30,756.551
2008-10-01,752.535
2008-10-02,748.98
2008-10-03,736.476
2008-10-06,687.31
2008-10-07,693.782
2008-10-08,652.706
2008-10-09,666.519
2008-10-10,609.698
2008-10-13,645.024
2008-10-14,671.831
2008-10-15,650.613
2008-10-16,618.46
2008-10-17,598.751
2008-10-20,618.494
2008-10-21,609.636
2008-10-22,570.249
2008-10-23,538.282
2008-10-24,485.25
2008-10-27,482.928
2008-10-28,496.898
2008-10-29,495.104
2008-10-30,540.568
2008-10-31,524.608
2008-11-03,560.406
2008-11-04,553.318
2008-11-05,567.789
2008-11-06,545.246
2008-11-07,551.517
2008-11-10,560.091
2008-11-11,533.356
2008-11-12,521.972
2008-11-13,505.308
2008-11-14,503.85
2008-11-17,498.849
2008-11-18,484.89
2008-11-19,478.093
2008-11-20,458.933
2008-11-21,471.478
2008-11-24,465.449
2008-11-25,478.257
2008-11-26,493.546
2008-11-27,495.272
2008-11-28,503.858
2008-12-01,483.454
2008-12-02,470.007
2008-12-03,471.753
2008-12-04,472.714
2008-12-05,475.547
2008-12-08,481.2
2008-12-09,512.964
2008-12-10,530.163
2008-12-11,529.708
2008-12-12,517.572
2008-12-15,532.912
2008-12-16,534.856
2008-12-17,541.851
2008-12-18,557.641
2008-12-19,551.747
2008-12-22,533.541
2008-12-23,526.762
2008-12-24,531.998
2008-12-25,531.998
2008-12-26,526.315
2008-12-29,551.9
2008-12-30,549.087
2008-12-31,546.115
2009-01-01,546.115
2009-01-02,563.118
2009-01-05,583.576
2009-01-06,576.927
2009-01-07,567.876
2009-01-08,550.214
2009-01-09,539.443
2009-01-12,528.718
2009-01-13,524.116
2009-01-14,522.58
2009-01-15,502.773
2009-01-16,517.167
2009-01-19,517.054
2009-01-20,506.773
2009-01-21,507.084
2009-01-22,509.198
2009-01-23,495.654
2009-01-26,498.337
2009-01-27,496.556
2009-01-28,525.226
2009-01-29,521.86
2009-01-30,513.444
2009-02-02,498.758
2009-02-03,500.883
2009-02-04,502.015
2009-02-05,498.982
2009-02-06,501.594
2009-02-09,492.564
2009-02-10,496.087
2009-02-11,498.661
2009-02-12,487.072
2009-02-13,499.944
2009-02-16,488.644
2009-02-17,471.617
2009-02-18,473.929
2009-02-19,468.993
2009-02-20,455.343
2009-02-23,466.363
2009-02-24,461.307
2009-02-25,462.421
2009-02-26,462.822
2009-02-27,450.599
2009-03-02,427.434
2009-03-03,428.16
2009-03-04,431.928
2009-03-05,423.296
2009-03-06,418.725
2009-03-09,400.031
2009-03-10,411.903
2009-03-11,418.545
2009-03-12,413.361
2009-03-13,434.579
2009-03-16,442.518
2009-03-17,430.853
2009-03-18,438.523
2009-03-19,449.513
2009-03-20,449.116
2009-03-23,470.503
2009-03-24,486.038
2009-03-25,484.656
2009-03-26,504.851
2009-03-27,497.383
2009-03-30,471.184
2009-03-31,481.616
2009-04-01,482.658
2009-04-02,517.781
2009-04-03,519.477
2009-04-06,531.028
2009-04-07,513.137
2009-04-08,501.999
2009-04-09,519.937
2009-04-10,519.937
2009-04-13,531.936
2009-04-14,544.8
2009-04-15,551.993
2009-04-16,550.727
2009-04-17,553.091
2009-04-20,543.51
2009-04-21,542.284
2009-04-22,533.458
2009-04-23,537.974
2009-04-24,540.582
2009-04-27,527.953
2009-04-28,522.107
2009-04-29,539.656
2009-04-30,562.124
2009-05-01,560.404
2009-05-04,603.142
2009-05-05,623.361
2009-05-06,664.843
2009-05-07,697.106
2009-05-08,696.17
2009-05-11,670.663
2009-05-12,678.726
2009-05-13,681.792
2009-05-14,659.983
2009-05-15,664.897
2009-05-18,673.648
2009-05-19,708.88
2009-05-20,713.157
2009-05-21,688.464
2009-05-22,707.308
2009-05-25,710.068
2009-05-26,698.767
2009-05-27,722.291
2009-05-28,716.255
2009-05-29,730.298
2009-06-01,752.401
2009-06-02,755.253
2009-06-03,760.345
2009-06-04,755.872
2009-06-05,764.674
2009-06-08,741.499
2009-06-09,746.43
2009-06-10,762.699
2009-06-11,759.156
2009-06-12,751.621
2009-06-15,730.547
2009-06-16,720.03
2009-06-17,715.005
2009-06-18,703.953
2009-06-19,717.542
2009-06-22,710.463
2009-06-23,701.081
2009-06-24,718.793
2009-06-25,724.068
2009-06-26,727.353
2009-06-29,729.15
2009-06-30,735.39
2009-07-01,744.071
2009-07-02,729.058
2009-07-03,720.561
2009-07-06,706.494
2009-07-07,707.415
2009-07-08,699.596
2009-07-09,715.749
2009-07-10,713.505
2009-07-13,700.987
2009-07-14,716.868
2009-07-15,752.234
2009-07-16,751.596
2009-07-17,764.1
2009-07-20,779.61
2009-07-21,773.427
2009-07-22,772.011
2009-07-23,787.086
2009-07-24,798.674
2009-07-27,814.921
2009-07-28,833.236
2009-07-29,819.026
2009-07-30,836.97
2009-07-31,842.176
2009-08-03,853.697
2009-08-04,839.877
2009-08-05,824.071
2009-08-06,823.466
2009-08-07,804.87
2009-08-10,803.673
2009-08-11,813.987
2009-08-12,801.69
2009-08-13,813.794
2009-08-14,819.713
2009-08-17,790.556
2009-08-18,800.826
2009-08-19,793.067
2009-08-20,807.953
2009-08-21,808.643
2009-08-24,826.88
2009-08-25,830.638
2009-08-26,830.303
2009-08-27,833.312
2009-08-28,838.392
2009-08-31,818.59
2009-09-01,821.481
2009-09-02,816.342
2009-09-03,826.569
2009-09-04,833.963
2009-09-07,848.129
2009-09-08,856.113
2009-09-09,853.155
2009-09-10,856.595
2009-09-11,859.556
2009-09-14,843.711
2009-09-15,848.672
2009-09-16,867.367
2009-09-17,870.855
2009-09-18,858.019
2009-09-21,857.597
2009-09-22,868.686
2009-09-23,863.201
2009-09-24,856.469
2009-09-25,859.634
2009-09-28,848.222
2009-09-29,855.506
2009-09-30,870.227
2009-10-01,857.125
2009-10-02,840.84
2009-10-05,836.217
2009-10-06,848.526
2009-10-07,857.656
2009-10-08,869.169
2009-10-09,868.206
2009-10-12,874.873
2009-10-13,871.745
2009-10-14,892.157
2009-10-15,898.986
2009-10-16,894.327
2009-10-19,899.335
2009-10-20,898.805
2009-10-21,892.911
2009-10-22,885.313
2009-10-23,896.029
2009-10-26,897.114
2009-10-27,886.839
2009-10-28,870.18
2009-10-29,863.334
2009-10-30,870.953
2009-11-02,872.563
2009-11-03,864.192
2009-11-04,876.325
2009-11-05,866.58
2009-11-06,880.375
2009-11-09,896.015
2009-11-10,900.715
2009-11-11,914.752
2009-11-12,913.722
2009-11-13,917.306
2009-11-16,941.201
2009-11-17,934.511
2009-11-18,933.179
2009-11-19,930.796
2009-11-20,935.115
2009-11-23,951.629
2009-11-24,942.281
2009-11-25,949.471
2009-11-26,934.22
2009-11-27,932.577
2009-11-30,921.954
2009-12-01,938.625
2009-12-02,950.166
2009-12-03,956.747
2009-12-04,946.837
2009-12-07,948.605
2009-12-08,949.315
2009-12-09,947.374
2009-12-10,942.538
2009-12-11,944.872
2009-12-14,944.807
2009-12-15,945.842
2009-12-16,950.797
2009-12-17,941.521
2009-12-18,936.119
2009-12-21,928.278
2009-12-22,938.146
2009-12-23,944.268
2009-12-24,947.189
2009-12-25,947.189
2009-12-28,952.121
2009-12-29,959.646
2009-12-30,962.184
2009-12-31,967.664
2010-01-01,967.664
2010-01-04,973.111
2010-01-05,981.542
2010-01-06,985.178
2010-01-07,981.125
2010-01-08,984.926
2010-01-11,994.383
2010-01-12,984.383
2010-01-13,973.883
2010-01-14,982.676
2010-01-15,978.735
2010-01-18,978.871
2010-01-19,979.931
2010-01-20,966.879
2010-01-21,954.528
2010-01-22,945.701
2010-01-25,944.851
2010-01-26,915.533
2010-01-27,903.33
2010-01-28,922.263
2010-01-29,919.809
2010-02-01,913.238
2010-02-02,909.696
2010-02-03,925.659
2010-02-04,911.01
2010-02-05,892.354
2010-02-08,899.341
2010-02-09,915.067
2010-02-10,910.24
2010-02-11,916.77
2010-02-12,917.329
2010-02-15,918.622
2010-02-16,922.723
2010-02-17,932.84
2010-02-18,924.49
2010-02-19,919.165
2010-02-22,922.296
2010-02-23,930.527
2010-02-24,926.442
2010-02-25,924.051
2010-02-26,928.658
2010-03-01,932.303
2010-03-02,933.811
2010-03-03,936.672
2010-03-04,934.037
2010-03-05,938.506
2010-03-08,947.973
2010-03-09,944.886
2010-03-10,952.523
2010-03-11,957.186
2010-03-12,963.692
2010-03-15,956.633
2010-03-16,965.559
2010-03-17,978.585
2010-03-18,977.797
2010-03-19,971.053
2010-03-22,964.273
2010-03-23,976.203
2010-03-24,967.117
2010-03-25,965.88
2010-03-26,974.789
2010-03-29,985.343
2010-03-30,986.487
2010-03-31,968.824
2010-04-01,988.743
2010-04-02,988.743
2010-04-05,995.73
2010-04-06,996.59
2010-04-07,998.67
2010-04-08,994.797
2010-04-09,1002.971
2010-04-12,1008.171
2010-04-13,1002.804
2010-04-14,1042.543
2010-04-15,1042.604
2010-04-16,1039.765
2010-04-19,1019.725
2010-04-20,1031.088
2010-04-21,1032.361
2010-04-22,1035.736
2010-04-23,1042.272
2010-04-26,1051.356
2010-04-27,1047.231
2010-04-28,1022.154
2010-04-29,1036.464
2010-04-30,1039.259
2010-05-03,1026.543
2010-05-04,1005.665
2010-05-05,981.317
2010-05-06,972.215
2010-05-07,958.296
2010-05-10,995.199
2010-05-11,979.372
2010-05-12,992.047
2010-05-13,991.94
2010-05-14,982.495
2010-05-17,974.114
2010-05-18,980.052
2010-05-19,955.717
2010-05-20,942.455
2010-05-21,926.437
2010-05-24,934.21
2010-05-25,895.758
2010-05-26,916.944
2010-05-27,933.939
2010-05-28,935.788
2010-05-31,941.675
2010-06-01,922.419
2010-06-02,927.056
2010-06-03,952.9
2010-06-04,950.475
2010-06-07,922.659
2010-06-08,921.721
2010-06-09,922.949
2010-06-10,939.988
2010-06-11,949.699
2010-06-14,964.055
2010-06-15,962.759
2010-06-16,972.457
2010-06-17,973.735
2010-06-18,980.263
2010-06-21,1000.327
2010-06-22,989.427
2010-06-23,981.827
2010-06-24,973.926
2010-06-25,978.649
2010-06-28,994.874
2010-06-29,973.193
2010-06-30,976.846
2010-07-01,974.058
2010-07-02,987.725
2010-07-05,984.762
2010-07-06,996.518
2010-07-07,987.164
2010-07-08,1001.377
2010-07-09,1011.899
2010-07-12,1015.653
2010-07-13,1021.667
2010-07-14,1033.719
2010-07-15,1029.575
2010-07-16,1034.209
2010-07-19,1025.083
2010-07-20,1031.796
2010-07-21,1021.302
2010-07-22,1025.211
2010-07-23,1033.054
2010-07-26,1038.225
2010-07-27,1046.344
2010-07-28,1046.135
2010-07-29,1049.559
2010-07-30,1049.25
2010-08-02,1066.381
2010-08-03,1067.271
2010-08-04,1063.688
2010-08-05,1060.767
2010-08-06,1063.005
2010-08-09,1062.887
2010-08-10,1050.893
2010-08-11,1034.713
2010-08-12,1025.678
2010-08-13,1031.821
2010-08-16,1023.2
2010-08-17,1027.113
2010-08-18,1026.934
2010-08-19,1034.969
2010-08-20,1028.056
2010-08-23,1023.75
2010-08-24,1021.611
2010-08-25,1024.49
2010-08-26,1025.441
2010-08-27,1028.702
2010-08-30,1035.035
2010-08-31,1034.968
2010-09-01,1050.244
2010-09-02,1049.573
