Date,JAPAN IMI GROWTH IMI (Large+Mid+Small Cap)
2005-11-08,907.461
2005-11-09,902.992
2005-11-10,896.861
2005-11-11,904.429
2005-11-14,891.175
2005-11-15,884.866
2005-11-16,890.647
2005-11-17,910.424
2005-11-18,919.883
2005-11-21,925.675
2005-11-22,919.902
2005-11-23,924.002
2005-11-24,920.55
2005-11-25,918.792
2005-11-28,932.089
2005-11-29,929.747
2005-11-30,924.04
2005-12-01,933.01
2005-12-02,946.144
2005-12-05,955.761
2005-12-06,951.785
2005-12-07,957.511
2005-12-08,940.48
2005-12-09,958.652
2005-12-12,980.412
2005-12-13,984.518
2005-12-14,993.856
2005-12-15,987.363
2005-12-16,991.603
2005-12-19,997.031
2005-12-20,1007.727
2005-12-21,1018.493
2005-12-22,1026.141
2005-12-23,1028.919
2005-12-26,1039.504
2005-12-27,1026.152
2005-12-28,1034.733
2005-12-29,1038.634
2005-12-30,1026.93
2006-01-02,1026.93
2006-01-03,1039.123
2006-01-04,1058.221
2006-01-05,1068.07
2006-01-06,1079.764
2006-01-09,1082.786
2006-01-10,1063.283
2006-01-11,1074.407
2006-01-12,1087.048
2006-01-13,1087.633
2006-01-16,1076.226
2006-01-17,1035.631
2006-01-18,1000.198
2006-01-19,1033.662
2006-01-20,1031.808
2006-01-23,1008.89
2006-01-24,1027.481
2006-01-25,1024.28
2006-01-26,1038.624
2006-01-27,1067.002
2006-01-30,1069.607
2006-01-31,1078.408
2006-02-01,1061.482
2006-02-02,1067.611
2006-02-03,1062.766
2006-02-06,1067.425
2006-02-07,1073.104
2006-02-08,1038.443
2006-02-09,1045.895
2006-02-10,1036.95
2006-02-13,1002.704
2006-02-14,1018.792
2006-02-15,1008.526
2006-02-16,1009.27
2006-02-17,982.439
2006-02-20,956.688
2006-02-21,983.791
2006-02-22,985.887
2006-02-23,1019.832
2006-02-24,1029.371
2006-02-27,1044.824
2006-02-28,1046.46
2006-03-01,1027.147
2006-03-02,1020.1
2006-03-03,1002.446
2006-03-06,1003.931
2006-03-07,993.624
2006-03-08,985.171
2006-03-09,1012.04
2006-03-10,1006.247
2006-03-13,1025.324
2006-03-14,1031.75
2006-03-15,1029.563
2006-03-16,1017.286
2006-03-17,1037.723
2006-03-20,1052.161
2006-03-21,1045.329
2006-03-22,1044.937
2006-03-23,1034.583
2006-03-24,1039.958
2006-03-27,1052.765
2006-03-28,1056.002
2006-03-29,1060.553
2006-03-30,1080.124
2006-03-31,1077.975
2006-04-03,1096.772
2006-04-04,1097.688
2006-04-05,1092.798
2006-04-06,1110.941
2006-04-07,1112.95
2006-04-10,1104.343
2006-04-11,1096.187
2006-04-12,1080.263
2006-04-13,1081.424
2006-04-14,1082.255
2006-04-17,1071.929
2006-04-18,1086.86
2006-04-19,1089.584
2006-04-20,1089.916
2006-04-21,1096.18
2006-04-24,1085.933
2006-04-25,1094.4
2006-04-26,1095.352
2006-04-27,1107.037
2006-04-28,1095.732
2006-05-01,1104.34
2006-05-02,1115.007
2006-05-03,1110.886
2006-05-04,1111.717
2006-05-05,1123.543
2006-05-08,1145.714
2006-05-09,1144.532
2006-05-10,1135.192
2006-05-11,1123.298
2006-05-12,1110.442
2006-05-15,1106.875
2006-05-16,1079.26
2006-05-17,1090.39
2006-05-18,1067.198
2006-05-19,1058.493
2006-05-22,1042.056
2006-05-23,1022.552
2006-05-24,1028.446
2006-05-25,1020.392
2006-05-26,1030.948
2006-05-29,1031.758
2006-05-30,1034.407
2006-05-31,1010.855
2006-06-01,1007.031
2006-06-02,1029.612
2006-06-05,1021.316
2006-06-06,985.412
2006-06-07,960.593
2006-06-08,924.372
2006-06-09,941.704
2006-06-12,945.28
2006-06-13,903.18
2006-06-14,910.226
2006-06-15,926.363
2006-06-16,958.17
2006-06-19,946.805
2006-06-20,937.414
2006-06-21,933.95
2006-06-22,955.526
2006-06-23,953.121
2006-06-26,954.496
2006-06-27,956.78
2006-06-28,942.806
2006-06-29,957.052
2006-06-30,997.122
2006-07-03,1000.548
2006-07-04,1006.767
2006-07-05,988.835
2006-07-06,980.651
2006-07-07,988.814
2006-07-10,1000.106
2006-07-11,991.316
2006-07-12,965.351
2006-07-13,957.773
2006-07-14,929.857
2006-07-17,923.506
2006-07-18,889.005
2006-07-19,892.359
2006-07-20,929.204
2006-07-21,927.017
2006-07-24,919.466
2006-07-25,929.896
2006-07-26,920.062
2006-07-27,944.497
2006-07-28,965.389
2006-07-31,978.494
2006-08-01,967.871
2006-08-02,975.197
2006-08-03,970.364
2006-08-04,979.404
2006-08-07,950.534
2006-08-08,963.186
2006-08-09,971.896
2006-08-10,973.375
2006-08-11,965.609
2006-08-14,977.856
2006-08-15,985.755
2006-08-16,1003.257
2006-08-17,1007.156
2006-08-18,1011.483
2006-08-21,999.326
2006-08-22,1005.653
2006-08-23,1005.333
2006-08-24,995.633
2006-08-25,984.05
2006-08-28,971.582
2006-08-29,983.816
2006-08-30,979.454
2006-08-31,990.684
2006-09-01,992.129
2006-09-04,1014.015
2006-09-05,1015.071
2006-09-06,1003.374
2006-09-07,988.233
2006-09-08,990.614
2006-09-11,967.178
2006-09-12,959.201
2006-09-13,957.864
2006-09-14,965.328
2006-09-15,961.885
2006-09-18,958.462
2006-09-19,966.584
2006-09-20,950.382
2006-09-21,959.922
2006-09-22,954.067
2006-09-25,947.478
2006-09-26,941.54
2006-09-27,964.481
2006-09-28,969.028
2006-09-29,973.682
2006-10-02,983.361
2006-10-03,977.006
2006-10-04,964.213
2006-10-05,983.765
2006-10-06,973.743
2006-10-09,972.436
2006-10-10,967.228
2006-10-11,955.58
2006-10-12,951.377
2006-10-13,960.523
2006-10-16,981.2
2006-10-17,982.796
2006-10-18,981.011
2006-10-19,984.657
2006-10-20,983.745
2006-10-23,989.434
2006-10-24,990.293
2006-10-25,987.052
2006-10-26,999.438
2006-10-27,998.382
2006-10-30,980.233
2006-10-31,982.528
2006-11-01,986.656
2006-11-02,981.888
2006-11-03,973.904
2006-11-06,968.353
2006-11-07,974.788
2006-11-08,954.756
2006-11-09,944.644
2006-11-10,946.675
2006-11-13,934.35
2006-11-14,957.317
2006-11-15,952.197
2006-11-16,944.832
2006-11-17,940.935
2006-11-20,910.711
2006-11-21,913.321
2006-11-22,939.425
2006-11-23,943.228
2006-11-24,935.652
2006-11-27,944.05
2006-11-28,945.827
2006-11-29,962.058
2006-11-30,980.126
2006-12-01,986.672
2006-12-04,986.686
2006-12-05,982.322
2006-12-06,991.859
2006-12-07,994.643
2006-12-08,987.666
2006-12-11,980.213
2006-12-12,984.621
2006-12-13,984.401
2006-12-14,989.503
2006-12-15,993.535
2006-12-18,992.407
2006-12-19,978.464
2006-12-20,987.496
2006-12-21,988.192
2006-12-22,983.91
2006-12-25,980.043
2006-12-26,984.337
2006-12-27,988.001
2006-12-28,985.557
2006-12-29,984.621
2007-01-01,984.621
2007-01-02,987.356
2007-01-03,982.889
2007-01-04,993.636
2007-01-05,985.824
2007-01-08,986.988
2007-01-09,989.286
2007-01-10,972.205
2007-01-11,960.788
2007-01-12,977.747
2007-01-15,988.518
2007-01-16,987.289
2007-01-17,993.501
2007-01-18,990.53
2007-01-19,988.648
2007-01-22,995.758
2007-01-23,995.876
2007-01-24,1000.407
2007-01-25,997.508
2007-01-26,989.525
2007-01-29,988.581
2007-01-30,989.965
2007-01-31,990.731
2007-02-01,1001.577
2007-02-02,997.567
2007-02-05,990.299
2007-02-06,992.137
2007-02-07,984.266
2007-02-08,976.319
2007-02-09,983.96
2007-02-12,983.072
2007-02-13,993.209
2007-02-14,1006.028
2007-02-15,1024.168
2007-02-16,1024.385
2007-02-19,1025.385
2007-02-20,1021.611
2007-02-21,1018.432
2007-02-22,1026.04
2007-02-23,1035.789
2007-02-26,1039.055
2007-02-27,1048.583
2007-02-28,1018.059
2007-03-01,1016.29
2007-03-02,1011.598
2007-03-05,983.789
2007-03-06,998.488
2007-03-07,993.27
2007-03-08,1003.692
2007-03-09,1004.364
2007-03-12,1016.207
2007-03-13,1012.062
2007-03-14,987.134
2007-03-15,988.53
2007-03-16,981.099
2007-03-19,982.981
2007-03-20,995.859
2007-03-21,991.591
2007-03-22,1006.167
2007-03-23,1009.782
2007-03-26,1010.63
2007-03-27,1005.912
2007-03-28,1010.039
2007-03-29,997.613
2007-03-30,1000.335
2007-04-02,984.264
2007-04-03,989.886
2007-04-04,1007.452
2007-04-05,1004.016
2007-04-06,1003.096
2007-04-09,1009.284
2007-04-10,1009.394
2007-04-11,1008.131
2007-04-12,1003.605
2007-04-13,991.344
2007-04-16,997.544
2007-04-17,995.423
2007-04-18,1011.757
2007-04-19,997.142
2007-04-20,992.825
2007-04-23,991.796
2007-04-24,994.337
2007-04-25,983.59
2007-04-26,988.318
2007-04-27,985.152
2007-04-30,984.941
2007-05-01,977.48
2007-05-02,981.197
2007-05-03,979.404
2007-05-04,980.3
2007-05-07,1000.615
2007-05-08,1003.475
2007-05-09,1011.729
2007-05-10,1003.514
2007-05-11,996.511
2007-05-14,995.148
2007-05-15,983.792
2007-05-16,977.604
2007-05-17,972.043
2007-05-18,965.264
2007-05-21,971.256
2007-05-22,988.122
2007-05-23,994.166
2007-05-24,992.528
2007-05-25,980.061
2007-05-28,984.666
2007-05-29,991.553
2007-05-30,989.576
2007-05-31,1000.0
2007-06-01,1005.043
2007-06-04,1010.391
2007-06-05,1013.163
2007-06-06,1017.734
2007-06-07,1015.45
2007-06-08,1000.931
2007-06-11,1001.712
2007-06-12,996.149
2007-06-13,989.603
2007-06-14,991.838
2007-06-15,995.408
2007-06-18,1005.188
2007-06-19,1005.508
2007-06-20,1004.013
2007-06-21,1007.497
2007-06-22,999.138
2007-06-25,994.089
2007-06-26,998.907
2007-06-27,989.274
2007-06-28,989.661
2007-06-29,998.904
2007-07-02,1012.977
2007-07-03,1012.616
2007-07-04,1012.73
2007-07-05,1013.892
2007-07-06,1007.313
2007-07-09,1012.792
2007-07-10,1020.255
2007-07-11,1011.201
2007-07-12,1002.072
2007-07-13,1016.05
2007-07-16,1017.465
2007-07-17,1013.235
2007-07-18,1006.502
2007-07-19,1011.708
2007-07-20,1024.278
2007-07-23,1014.286
2007-07-24,1024.559
2007-07-25,1021.343
2007-07-26,1020.047
2007-07-27,1000.891
2007-07-30,1011.312
2007-07-31,1005.709
2007-08-01,986.348
2007-08-02,985.258
2007-08-03,994.44
2007-08-06,996.052
2007-08-07,986.778
2007-08-08,982.492
2007-08-09,1001.78
2007-08-10,980.525
2007-08-13,971.599
2007-08-14,977.2
2007-08-15,957.2
2007-08-16,962.939
2007-08-17,908.702
2007-08-20,928.539
2007-08-21,949.273
2007-08-22,942.039
2007-08-23,961.59
2007-08-24,961.319
2007-08-27,961.21
2007-08-28,968.445
2007-08-29,949.62
2007-08-30,951.526
2007-08-31,975.093
2007-09-03,973.372
2007-09-04,963.92
2007-09-05,954.061
2007-09-06,955.601
2007-09-07,961.372
2007-09-10,940.19
2007-09-11,938.955
2007-09-12,935.223
2007-09-13,919.218
2007-09-14,937.779
2007-09-17,938.186
2007-09-18,911.637
2007-09-19,944.925
2007-09-20,956.929
2007-09-21,942.163
2007-09-24,945.768
2007-09-25,965.384
2007-09-26,964.573
2007-09-27,993.329
2007-09-28,1000.012
2007-10-01,990.725
2007-10-02,1005.438
2007-10-03,1013.094
2007-10-04,1011.642
2007-10-05,1008.908
2007-10-08,1001.356
2007-10-09,1010.625
2007-10-10,1010.039
2007-10-11,1018.888
2007-10-12,1007.806
2007-10-15,1010.117
2007-10-16,997.715
2007-10-17,982.853
2007-10-18,1002.546
2007-10-19,992.623
2007-10-22,980.262
2007-10-23,979.736
2007-10-24,982.668
2007-10-25,969.708
2007-10-26,986.815
2007-10-29,1000.117
2007-10-30,1000.604
2007-10-31,1001.339
2007-11-01,1012.788
2007-11-02,994.255
2007-11-05,980.323
2007-11-06,980.88
2007-11-07,976.036
2007-11-08,956.397
2007-11-09,959.738
2007-11-12,945.654
2007-11-13,938.7
2007-11-14,957.697
2007-11-15,959.899
2007-11-16,944.724
2007-11-19,937.644
2007-11-20,949.242
2007-11-21,942.036
2007-11-22,940.578
2007-11-23,945.411
2007-11-26,962.616
2007-11-27,965.772
2007-11-28,953.222
2007-11-29,981.396
2007-11-30,981.451
2007-12-03,984.345
2007-12-04,978.433
2007-12-05,972.268
2007-12-06,983.802
2007-12-07,987.819
2007-12-10,983.44
2007-12-11,991.014
2007-12-12,979.098
2007-12-13,956.441
2007-12-14,939.617
2007-12-17,920.231
2007-12-18,916.292
2007-12-19,907.803
2007-12-20,910.135
2007-12-21,913.604
2007-12-24,909.85
2007-12-25,930.061
2007-12-26,940.297
2007-12-27,934.86
2007-12-28,928.643
2007-12-31,940.28
2008-01-01,940.28
2008-01-02,957.072
2008-01-03,959.169
2008-01-04,928.475
2008-01-07,907.71
2008-01-08,905.418
2008-01-09,919.257
2008-01-10,905.154
2008-01-11,889.611
2008-01-14,897.93
2008-01-15,886.817
2008-01-16,849.069
2008-01-17,867.698
2008-01-18,881.019
2008-01-21,859.388
2008-01-22,801.704
2008-01-23,828.592
2008-01-24,844.952
2008-01-25,877.142
2008-01-28,841.096
2008-01-29,864.139
2008-01-30,854.225
2008-01-31,878.487
2008-02-01,874.605
2008-02-04,887.439
2008-02-05,879.597
2008-02-06,840.244
2008-02-07,844.287
2008-02-08,821.893
2008-02-11,827.244
2008-02-12,820.903
2008-02-13,817.671
2008-02-14,852.5
2008-02-15,858.008
2008-02-18,856.109
2008-02-19,867.559
2008-02-20,835.25
2008-02-21,863.674
2008-02-22,860.705
2008-02-25,875.689
2008-02-26,877.089
2008-02-27,896.35
2008-02-28,896.201
2008-02-29,889.557
2008-03-03,854.777
2008-03-04,857.603
2008-03-05,847.425
2008-03-06,872.307
2008-03-07,843.38
2008-03-10,829.936
2008-03-11,832.302
2008-03-12,847.549
2008-03-13,835.672
2008-03-14,823.802
2008-03-17,821.244
2008-03-18,818.595
2008-03-19,834.467
2008-03-20,839.24
2008-03-21,852.27
2008-03-24,837.353
2008-03-25,859.982
2008-03-26,873.216
2008-03-27,859.705
2008-03-28,875.473
2008-03-31,857.295
2008-04-01,848.766
2008-04-02,879.133
2008-04-03,894.624
2008-04-04,893.84
2008-04-07,900.899
2008-04-08,882.903
2008-04-09,870.105
2008-04-10,871.095
2008-04-11,893.677
2008-04-14,873.397
2008-04-15,872.585
2008-04-16,885.645
2008-04-17,892.253
2008-04-18,882.843
2008-04-21,915.673
2008-04-22,900.22
2008-04-23,900.531
2008-04-24,892.444
2008-04-25,911.592
2008-04-28,918.338
2008-04-29,928.289
2008-04-30,917.942
2008-05-01,916.712
2008-05-02,929.577
2008-05-05,930.814
2008-05-06,937.41
2008-05-07,935.271
2008-05-08,937.963
2008-05-09,919.5
2008-05-12,919.399
2008-05-13,925.94
2008-05-14,928.083
2008-05-15,944.393
2008-05-16,950.842
2008-05-19,954.143
2008-05-20,960.064
2008-05-21,947.681
2008-05-22,946.792
2008-05-23,949.946
2008-05-26,928.301
2008-05-27,936.896
2008-05-28,919.381
2008-05-29,936.255
2008-05-30,948.863
2008-06-02,970.109
2008-06-03,952.71
2008-06-04,967.962
2008-06-05,950.49
2008-06-06,961.246
2008-06-09,935.5
2008-06-10,913.844
2008-06-11,921.686
2008-06-12,893.701
2008-06-13,899.964
2008-06-16,918.885
2008-06-17,920.283
2008-06-18,927.618
2008-06-19,906.508
2008-06-20,897.571
2008-06-23,888.176
2008-06-24,891.273
2008-06-25,885.284
2008-06-26,893.013
2008-06-27,883.682
2008-06-30,882.826
2008-07-01,880.424
2008-07-02,866.819
2008-07-03,861.932
2008-07-04,861.504
2008-07-07,865.097
2008-07-08,845.641
2008-07-09,846.395
2008-07-10,852.108
2008-07-11,857.197
2008-07-14,853.761
2008-07-15,851.37
2008-07-16,845.123
2008-07-17,849.238
2008-07-18,830.89
2008-07-21,829.957
2008-07-22,852.434
2008-07-23,857.217
2008-07-24,874.063
2008-07-25,847.592
2008-07-28,851.763
2008-07-29,836.339
2008-07-30,848.503
2008-07-31,847.134
2008-08-01,830.053
2008-08-04,809.379
2008-08-05,808.501
2008-08-06,818.967
2008-08-07,804.551
2008-08-08,800.032
2008-08-11,814.563
2008-08-12,809.108
2008-08-13,798.794
2008-08-14,787.735
2008-08-15,785.384
2008-08-18,796.738
2008-08-19,783.871
2008-08-20,783.78
2008-08-21,789.9
2008-08-22,772.47
2008-08-25,789.133
2008-08-26,779.78
2008-08-27,777.016
2008-08-28,774.597
2008-08-29,804.006
2008-09-01,792.691
2008-09-02,774.345
2008-09-03,777.666
2008-09-04,765.426
2008-09-05,755.676
2008-09-08,776.81
2008-09-09,762.089
2008-09-10,758.309
2008-09-11,745.997
2008-09-12,752.733
2008-09-15,759.888
2008-09-16,729.591
2008-09-17,734.649
2008-09-18,716.978
2008-09-19,741.874
2008-09-22,754.811
2008-09-23,762.307
2008-09-24,758.154
2008-09-25,750.792
2008-09-26,746.53
2008-09-29,743.348
2008-09-30,706.803
2008-10-01,718.211
2008-10-02,701.479
2008-10-03,680.155
2008-10-06,676.74
2008-10-07,655.689
2008-10-08,613.127
2008-10-09,615.858
2008-10-10,581.182
2008-10-13,575.214
2008-10-14,644.265
2008-10-15,649.35
2008-10-16,590.083
2008-10-17,598.125
2008-10-20,619.969
2008-10-21,642.287
2008-10-22,608.216
2008-10-23,600.604
2008-10-24,575.454
2008-10-27,532.394
2008-10-28,543.64
2008-10-29,564.271
2008-10-30,611.915
2008-10-31,589.341
2008-11-03,585.794
2008-11-04,612.085
2008-11-05,653.713
2008-11-06,623.065
2008-11-07,602.778
2008-11-10,625.556
2008-11-11,614.409
2008-11-12,615.934
2008-11-13,585.789
2008-11-14,586.556
2008-11-17,589.345
2008-11-18,571.447
2008-11-19,565.027
2008-11-20,541.031
2008-11-21,558.791
2008-11-24,550.413
2008-11-25,574.902
2008-11-26,568.717
2008-11-27,574.413
2008-11-28,577.939
2008-12-01,581.367
2008-12-02,556.871
2008-12-03,569.368
2008-12-04,565.369
2008-12-05,569.942
2008-12-08,583.264
2008-12-09,587.026
2008-12-10,595.343
2008-12-11,608.182
2008-12-12,588.3
2008-12-15,615.781
2008-12-16,606.424
2008-12-17,631.241
2008-12-18,623.459
2008-12-19,618.594
2008-12-22,623.037
2008-12-23,621.765
2008-12-24,609.137
2008-12-25,614.113
2008-12-26,620.298
2008-12-29,628.76
2008-12-30,631.544
2008-12-31,628.27
2009-01-01,628.27
2009-01-02,626.025
2009-01-05,622.55
2009-01-06,612.271
2009-01-07,625.977
2009-01-08,617.526
2009-01-09,620.669
2009-01-12,627.661
2009-01-13,598.19
2009-01-14,604.882
2009-01-15,582.461
2009-01-16,589.485
2009-01-19,589.706
2009-01-20,580.288
2009-01-21,584.698
2009-01-22,587.474
2009-01-23,564.971
2009-01-26,560.096
2009-01-27,589.793
2009-01-28,582.171
2009-01-29,591.517
2009-01-30,574.729
2009-02-02,560.176
2009-02-03,562.214
2009-02-04,569.699
2009-02-05,559.139
2009-02-06,554.42
2009-02-09,542.647
2009-02-10,546.208
2009-02-11,551.592
2009-02-12,538.268
2009-02-13,534.239
2009-02-16,539.569
2009-02-17,526.038
2009-02-18,513.43
2009-02-19,510.204
2009-02-20,500.151
2009-02-23,497.53
2009-02-24,482.271
2009-02-25,489.969
2009-02-26,481.649
2009-02-27,495.793
2009-03-02,481.911
2009-03-03,471.755
2009-03-04,471.799
2009-03-05,482.621
2009-03-06,472.682
2009-03-09,460.528
2009-03-10,458.82
2009-03-11,474.719
2009-03-12,459.928
2009-03-13,473.685
2009-03-16,483.777
2009-03-17,492.356
2009-03-18,498.232
2009-03-19,521.466
2009-03-20,508.807
2009-03-23,519.567
2009-03-24,530.527
2009-03-25,534.381
2009-03-26,541.385
2009-03-27,542.263
2009-03-30,526.133
2009-03-31,506.055
2009-04-01,516.061
2009-04-02,532.179
2009-04-03,530.926
2009-04-06,525.334
2009-04-07,527.352
2009-04-08,519.051
2009-04-09,533.319
2009-04-10,532.629
2009-04-13,530.784
2009-04-14,533.983
2009-04-15,527.678
2009-04-16,528.273
2009-04-17,535.135
2009-04-20,538.242
2009-04-21,530.221
2009-04-22,531.504
2009-04-23,537.711
2009-04-24,534.33
2009-04-27,540.3
2009-04-28,528.824
2009-04-29,526.67
2009-04-30,534.894
2009-05-01,535.973
2009-05-04,535.65
2009-05-05,538.494
2009-05-06,539.312
2009-05-07,560.086
2009-05-08,568.121
2009-05-11,580.971
2009-05-12,579.328
2009-05-13,585.506
2009-05-14,572.827
2009-05-15,586.496
2009-05-18,568.986
2009-05-19,579.058
2009-05-20,586.741
2009-05-21,587.771
2009-05-22,583.51
2009-05-25,586.432
2009-05-26,588.366
2009-05-27,591.721
2009-05-28,581.929
2009-05-29,592.316
2009-06-01,593.072
2009-06-02,597.373
2009-06-03,601.061
2009-06-04,595.454
2009-06-05,588.522
2009-06-08,589.626
2009-06-09,591.871
2009-06-10,598.942
2009-06-11,602.116
2009-06-12,606.208
2009-06-15,606.131
2009-06-16,595.562
2009-06-17,608.195
2009-06-18,596.679
2009-06-19,597.809
2009-06-22,605.07
2009-06-23,595.39
2009-06-24,594.853
2009-06-25,600.49
2009-06-26,612.228
2009-06-29,604.033
2009-06-30,607.941
2009-07-01,606.717
2009-07-02,608.923
2009-07-03,606.788
2009-07-06,609.119
2009-07-07,605.148
2009-07-08,598.285
2009-07-09,597.82
2009-07-10,600.089
2009-07-13,583.515
2009-07-14,591.49
2009-07-15,585.946
2009-07-16,591.291
2009-07-17,592.592
2009-07-20,589.677
2009-07-21,610.751
2009-07-22,614.676
2009-07-23,608.911
2009-07-24,617.987
2009-07-27,618.183
2009-07-28,623.493
2009-07-29,620.896
2009-07-30,622.119
2009-07-31,633.673
2009-08-03,638.231
2009-08-04,637.5
2009-08-05,633.188
2009-08-06,634.579
2009-08-07,622.135
2009-08-10,629.831
2009-08-11,642.603
2009-08-12,632.378
2009-08-13,642.602
2009-08-14,652.488
2009-08-17,637.257
2009-08-18,635.08
2009-08-19,636.934
2009-08-20,643.327
2009-08-21,634.617
2009-08-24,648.217
2009-08-25,648.957
2009-08-26,656.375
2009-08-27,654.722
2009-08-28,658.446
2009-08-31,661.666
2009-09-01,662.014
2009-09-02,654.197
2009-09-03,649.307
2009-09-04,641.659
2009-09-07,647.81
2009-09-08,657.101
2009-09-09,656.573
2009-09-10,668.324
2009-09-11,671.964
2009-09-14,659.271
2009-09-15,654.63
2009-09-16,656.375
2009-09-17,662.496
2009-09-18,660.408
2009-09-21,653.857
2009-09-22,661.677
2009-09-23,659.939
2009-09-24,672.344
2009-09-25,667.867
2009-09-28,657.193
2009-09-29,652.174
2009-09-30,662.786
2009-10-01,651.372
2009-10-02,638.23
2009-10-05,627.769
2009-10-06,637.308
2009-10-07,644.293
2009-10-08,650.326
2009-10-09,651.373
2009-10-12,649.232
2009-10-13,651.822
2009-10-14,650.52
2009-10-15,651.009
2009-10-16,645.547
2009-10-19,651.836
2009-10-20,655.819
2009-10-21,652.952
2009-10-22,646.826
2009-10-23,640.475
2009-10-26,646.219
2009-10-27,634.113
2009-10-28,634.921
2009-10-29,625.884
2009-10-30,641.491
2009-11-02,630.616
2009-11-03,631.734
2009-11-04,628.806
2009-11-05,624.563
2009-11-06,630.426
2009-11-09,629.945
2009-11-10,631.917
2009-11-11,630.42
2009-11-12,622.214
2009-11-13,626.778
2009-11-16,625.561
2009-11-17,621.173
2009-11-18,618.282
2009-11-19,613.677
2009-11-20,612.814
2009-11-23,612.779
2009-11-24,609.288
2009-11-25,618.466
2009-11-26,623.263
2009-11-27,607.835
2009-11-30,632.83
2009-12-01,643.6
2009-12-02,640.404
2009-12-03,657.488
2009-12-04,646.549
2009-12-07,657.719
2009-12-08,665.432
2009-12-09,661.424
2009-12-10,649.229
2009-12-11,652.511
2009-12-14,659.653
2009-12-15,650.741
2009-12-16,657.749
2009-12-17,651.964
2009-12-18,646.849
2009-12-21,644.419
2009-12-22,647.684
2009-12-23,650.234
2009-12-24,655.994
2009-12-25,653.444
2009-12-28,659.795
2009-12-29,659.019
2009-12-30,647.238
2009-12-31,644.352
2010-01-01,644.352
2010-01-04,656.367
2010-01-05,664.193
2010-01-06,660.396
2010-01-07,654.648
2010-01-08,662.678
2010-01-11,670.03
2010-01-12,686.96
2010-01-13,676.571
2010-01-14,687.725
2010-01-15,693.779
2010-01-18,688.289
2010-01-19,679.688
2010-01-20,675.896
2010-01-21,684.187
2010-01-22,680.808
2010-01-25,675.967
2010-01-26,667.576
2010-01-27,661.821
2010-01-28,666.028
2010-01-29,651.393
2010-02-01,648.015
2010-02-02,661.763
2010-02-03,660.862
2010-02-04,663.034
2010-02-05,654.246
2010-02-08,647.597
2010-02-09,644.955
2010-02-10,644.166
2010-02-11,644.597
2010-02-12,648.756
2010-02-15,643.413
2010-02-16,642.857
2010-02-17,654.384
2010-02-18,654.071
2010-02-19,635.327
2010-02-22,656.722
2010-02-23,661.597
2010-02-24,655.272
2010-02-25,658.167
2010-02-26,660.212
2010-03-01,659.448
2010-03-02,665.196
2010-03-03,670.563
2010-03-04,661.042
2010-03-05,660.493
2010-03-08,674.459
2010-03-09,677.151
2010-03-10,669.557
2010-03-11,675.717
2010-03-12,679.102
2010-03-15,682.3
2010-03-16,680.977
2010-03-17,688.549
2010-03-18,682.341
2010-03-19,688.206
2010-03-22,691.837
2010-03-23,689.559
2010-03-24,679.671
2010-03-25,673.693
2010-03-26,685.325
2010-03-29,689.815
2010-03-30,696.663
2010-03-31,692.674
2010-04-01,694.268
2010-04-02,696.679
2010-04-05,698.464
2010-04-06,697.57
2010-04-07,701.574
2010-04-08,697.296
2010-04-09,698.085
2010-04-12,700.78
2010-04-13,696.585
2010-04-14,696.931
2010-04-15,705.074
2010-04-16,703.108
2010-04-19,691.416
2010-04-20,685.448
2010-04-21,695.909
2010-04-22,690.722
2010-04-23,682.796
2010-04-26,697.946
2010-04-27,706.124
2010-04-28,687.381
2010-04-29,686.25
2010-04-30,696.124
2010-05-03,692.441
2010-05-04,692.405
2010-05-05,693.432
2010-05-06,679.619
2010-05-07,679.209
2010-05-10,671.412
2010-05-11,666.543
2010-05-12,663.538
2010-05-13,679.966
2010-05-14,675.443
2010-05-17,658.689
2010-05-18,654.5
2010-05-19,660.356
2010-05-20,662.226
2010-05-21,645.896
2010-05-24,641.431
2010-05-25,629.243
2010-05-26,623.409
2010-05-27,630.845
2010-05-28,637.393
2010-05-31,638.307
2010-06-01,634.179
2010-06-02,620.097
2010-06-03,637.15
2010-06-04,640.772
2010-06-07,617.856
2010-06-08,623.439
2010-06-09,613.577
2010-06-10,620.875
2010-06-11,626.523
2010-06-14,637.141
2010-06-15,640.641
2010-06-16,650.653
2010-06-17,649.31
2010-06-18,647.093
2010-06-21,659.174
2010-06-22,655.314
2010-06-23,647.684
2010-06-24,653.12
2010-06-25,642.082
2010-06-28,638.554
2010-06-29,636.511
2010-06-30,626.691
2010-07-01,625.133
2010-07-02,622.739
2010-07-05,627.454
2010-07-06,637.862
2010-07-07,633.408
2010-07-08,640.011
2010-07-09,641.763
2010-07-12,641.393
2010-07-13,642.071
2010-07-14,653.681
2010-07-15,651.492
2010-07-16,644.061
2010-07-19,642.129
2010-07-20,633.667
2010-07-21,630.427
2010-07-22,627.059
2010-07-23,640.086
2010-07-26,645.563
2010-07-27,640.267
2010-07-28,657.805
2010-07-29,660.274
2010-07-30,653.226
2010-08-02,656.318
2010-08-03,666.876
2010-08-04,649.752
2010-08-05,663.142
2010-08-06,671.477
2010-08-09,662.821
2010-08-10,659.497
2010-08-11,647.116
2010-08-12,637.385
2010-08-13,636.854
2010-08-16,640.543
2010-08-17,636.708
2010-08-18,644.233
2010-08-19,655.071
2010-08-20,638.597
2010-08-23,637.229
