Date,JAPAN IMI GROWTH IMI (Large+Mid+Small Cap)
2001-10-02,681.968
2001-10-03,669.507
2001-10-04,686.415
2001-10-05,692.781
2001-10-08,695.177
2001-10-09,675.76
2001-10-10,664.622
2001-10-11,685.538
2001-10-12,702.859
2001-10-15,694.7
2001-10-16,696.864
2001-10-17,712.93
2001-10-18,698.033
2001-10-19,700.859
2001-10-22,698.018
2001-10-23,706.429
2001-10-24,709.326
2001-10-25,714.172
2001-10-26,709.698
2001-10-29,706.228
2001-10-30,694.477
2001-10-31,681.984
2001-11-01,686.452
2001-11-02,686.61
2001-11-05,684.647
2001-11-06,699.245
2001-11-07,679.39
2001-11-08,683.728
2001-11-09,678.028
2001-11-12,671.974
2001-11-13,664.54
2001-11-14,668.797
2001-11-15,688.096
2001-11-16,697.401
2001-11-19,698.436
2001-11-20,692.213
2001-11-21,686.537
2001-11-22,686.911
2001-11-23,683.763
2001-11-26,705.961
2001-11-27,704.11
2001-11-28,690.764
2001-11-29,681.662
2001-11-30,687.594
2001-12-03,669.381
2001-12-04,669.111
2001-12-05,684.107
2001-12-06,692.464
2001-12-07,678.36
2001-12-10,660.263
2001-12-11,651.763
2001-12-12,667.413
2001-12-13,649.544
2001-12-14,637.821
2001-12-17,627.169
2001-12-18,627.346
2001-12-19,628.467
2001-12-20,634.237
2001-12-21,620.579
2001-12-24,618.644
2001-12-25,614.508
2001-12-26,606.164
2001-12-27,615.079
2001-12-28,627.391
2001-12-31,628.01
2002-01-01,628.01
2002-01-02,622.971
2002-01-03,624.982
2002-01-04,645.577
2002-01-07,646.728
2002-01-08,626.442
2002-01-09,621.898
2002-01-10,612.525
2002-01-11,607.489
2002-01-14,609.257
2002-01-15,596.956
2002-01-16,595.841
2002-01-17,593.59
2002-01-18,603.405
2002-01-21,600.35
2002-01-22,580.38
2002-01-23,573.937
2002-01-24,575.037
2002-01-25,579.451
2002-01-28,591.192
2002-01-29,578.884
2002-01-30,571.378
2002-01-31,572.211
2002-02-01,559.35
2002-02-04,555.158
2002-02-05,541.759
2002-02-06,540.196
2002-02-07,553.432
2002-02-08,551.738
2002-02-11,556.651
2002-02-12,575.158
2002-02-13,578.527
2002-02-14,585.105
2002-02-15,580.58
2002-02-18,579.067
2002-02-19,565.01
2002-02-20,560.617
2002-02-21,576.801
2002-02-22,581.131
2002-02-25,578.475
2002-02-26,575.146
2002-02-27,586.629
2002-02-28,593.468
2002-03-01,607.042
2002-03-04,643.875
2002-03-05,644.192
2002-03-06,650.007
2002-03-07,688.549
2002-03-08,694.306
2002-03-11,706.511
2002-03-12,681.558
2002-03-13,660.416
2002-03-14,671.644
2002-03-15,678.404
2002-03-18,659.828
2002-03-19,672.304
2002-03-20,664.214
2002-03-21,661.48
2002-03-22,644.526
2002-03-25,639.095
2002-03-26,637.483
2002-03-27,646.575
2002-03-28,651.164
2002-03-29,640.277
2002-04-01,631.116
2002-04-02,643.454
2002-04-03,656.534
2002-04-04,665.064
2002-04-05,660.839
2002-04-08,666.963
2002-04-09,655.57
2002-04-10,656.149
2002-04-11,649.89
2002-04-12,636.67
2002-04-15,646.034
2002-04-16,657.763
2002-04-17,669.109
2002-04-18,676.558
2002-04-19,668.43
2002-04-22,681.798
2002-04-23,680.004
2002-04-24,678.089
2002-04-25,686.908
2002-04-26,681.777
2002-04-29,680.52
2002-04-30,675.321
2002-05-01,683.305
2002-05-02,679.785
2002-05-03,685.047
2002-05-06,682.921
2002-05-07,669.169
2002-05-08,669.204
2002-05-09,678.021
2002-05-10,677.113
2002-05-13,668.765
2002-05-14,660.361
2002-05-15,677.244
2002-05-16,687.843
2002-05-17,704.235
2002-05-20,712.502
2002-05-21,720.337
2002-05-22,728.836
2002-05-23,726.551
2002-05-24,727.08
2002-05-27,720.199
2002-05-28,721.639
2002-05-29,721.067
2002-05-30,726.43
2002-05-31,722.354
2002-06-03,732.822
2002-06-04,720.369
2002-06-05,715.721
2002-06-06,713.506
2002-06-07,704.412
2002-06-10,698.519
2002-06-11,696.144
2002-06-12,690.683
2002-06-13,680.957
2002-06-14,672.42
2002-06-17,654.308
2002-06-18,664.905
2002-06-19,649.89
2002-06-20,659.957
2002-06-21,654.301
2002-06-24,662.144
2002-06-25,661.815
2002-06-26,653.528
2002-06-27,658.132
2002-06-28,681.075
2002-07-01,680.277
2002-07-02,678.952
2002-07-03,689.106
2002-07-04,678.934
2002-07-05,686.648
2002-07-08,691.983
2002-07-09,706.409
2002-07-10,695.524
2002-07-11,688.735
2002-07-12,691.738
2002-07-15,682.127
2002-07-16,671.302
2002-07-17,670.455
2002-07-18,683.975
2002-07-19,672.556
2002-07-22,666.293
2002-07-23,662.408
2002-07-24,652.992
2002-07-25,647.043
2002-07-26,617.026
2002-07-29,615.422
2002-07-30,634.398
2002-07-31,628.924
2002-08-01,625.381
2002-08-02,622.009
2002-08-05,622.408
2002-08-06,602.104
2002-08-07,622.975
2002-08-08,618.165
2002-08-09,633.066
2002-08-12,625.946
2002-08-13,621.341
2002-08-14,632.74
2002-08-15,633.811
2002-08-16,635.88
2002-08-19,618.877
2002-08-20,619.489
2002-08-21,623.617
2002-08-22,627.367
2002-08-23,630.541
2002-08-26,642.026
2002-08-27,635.975
2002-08-28,628.502
2002-08-29,618.169
2002-08-30,617.666
2002-09-02,612.938
2002-09-03,599.661
2002-09-04,582.893
2002-09-05,593.635
2002-09-06,583.152
2002-09-09,592.623
2002-09-10,589.633
2002-09-11,590.771
2002-09-12,595.087
2002-09-13,581.398
2002-09-16,575.901
2002-09-17,589.511
2002-09-18,589.844
2002-09-19,599.018
2002-09-20,577.628
2002-09-23,575.225
2002-09-24,568.279
2002-09-25,564.211
2002-09-26,574.622
2002-09-27,586.884
2002-09-30,583.549
2002-10-01,567.57
2002-10-02,558.567
2002-10-03,552.561
2002-10-04,558.4
2002-10-07,532.307
2002-10-08,533.549
2002-10-09,525.994
2002-10-10,520.288
2002-10-11,526.947
2002-10-14,526.607
2002-10-15,543.859
2002-10-16,548.985
2002-10-17,549.025
2002-10-18,555.567
2002-10-21,551.936
2002-10-22,533.393
2002-10-23,539.473
2002-10-24,532.413
2002-10-25,543.368
2002-10-28,547.274
2002-10-29,549.344
2002-10-30,552.626
2002-10-31,548.812
2002-11-01,551.551
2002-11-04,550.561
2002-11-05,568.823
2002-11-06,566.47
2002-11-07,567.246
2002-11-08,560.641
2002-11-11,546.117
2002-11-12,543.243
2002-11-13,540.479
2002-11-14,531.909
2002-11-15,543.317
2002-11-18,529.648
2002-11-19,525.657
2002-11-20,528.285
2002-11-21,543.638
2002-11-22,552.294
2002-11-25,561.485
2002-11-26,558.302
2002-11-27,559.838
2002-11-28,573.543
2002-11-29,574.207
2002-12-02,562.541
2002-12-03,565.834
2002-12-04,552.472
2002-12-05,545.723
2002-12-06,548.316
2002-12-09,546.503
2002-12-10,544.128
2002-12-11,542.39
2002-12-12,541.99
2002-12-13,543.268
2002-12-16,534.195
2002-12-17,539.551
2002-12-18,527.643
2002-12-19,533.25
2002-12-20,531.236
2002-12-23,532.827
2002-12-24,538.413
2002-12-25,537.018
2002-12-26,547.343
2002-12-27,549.932
2002-12-30,551.381
2002-12-31,550.7
2003-01-01,550.7
2003-01-02,545.529
2003-01-03,545.597
2003-01-06,559.959
2003-01-07,550.974
2003-01-08,542.178
2003-01-09,543.933
2003-01-10,543.284
2003-01-13,546.001
2003-01-14,556.285
2003-01-15,562.584
2003-01-16,562.128
2003-01-17,564.393
2003-01-20,557.691
2003-01-21,562.615
2003-01-22,556.698
2003-01-23,568.38
2003-01-24,562.093
2003-01-27,548.162
2003-01-28,544.328
2003-01-29,536.967
2003-01-30,531.675
2003-01-31,525.211
2003-02-03,530.451
2003-02-04,536.625
2003-02-05,538.765
2003-02-06,534.501
2003-02-07,531.41
2003-02-10,529.416
2003-02-11,527.781
2003-02-12,537.247
2003-02-13,537.359
2003-02-14,540.068
2003-02-17,543.03
2003-02-18,545.088
2003-02-19,545.904
2003-02-20,545.413
2003-02-21,537.613
2003-02-24,542.031
2003-02-25,531.527
2003-02-26,531.684
2003-02-27,529.745
2003-02-28,526.441
2003-03-03,532.054
2003-03-04,533.34
2003-03-05,533.534
2003-03-06,526.986
2003-03-07,517.341
2003-03-10,509.34
2003-03-11,498.035
2003-03-12,505.113
2003-03-13,496.997
2003-03-14,504.426
2003-03-17,500.346
2003-03-18,503.736
2003-03-19,503.881
2003-03-20,511.802
2003-03-21,506.346
2003-03-24,526.114
2003-03-25,515.324
2003-03-26,523.361
2003-03-27,525.918
2003-03-28,519.395
2003-03-31,507.135
2003-04-01,508.17
2003-04-02,510.706
2003-04-03,507.238
2003-04-04,506.026
2003-04-07,515.235
2003-04-08,511.171
2003-04-09,506.08
2003-04-10,504.16
2003-04-11,490.732
2003-04-14,487.759
2003-04-15,495.051
2003-04-16,495.931
2003-04-17,499.278
2003-04-18,500.6
2003-04-21,501.877
2003-04-22,495.029
2003-04-23,492.788
2003-04-24,499.945
2003-04-25,489.06
2003-04-28,482.759
2003-04-29,483.426
2003-04-30,501.237
2003-05-01,505.555
2003-05-02,506.387
2003-05-05,507.582
2003-05-06,523.109
2003-05-07,531.696
2003-05-08,523.107
2003-05-09,525.929
2003-05-12,531.573
2003-05-13,532.608
2003-05-14,535.865
2003-05-15,528.301
2003-05-16,528.338
2003-05-19,521.047
2003-05-20,522.395
2003-05-21,516.772
2003-05-22,520.059
2003-05-23,530.163
2003-05-26,531.45
2003-05-27,524.148
2003-05-28,522.378
2003-05-29,532.656
2003-05-30,528.737
2003-06-02,541.328
2003-06-03,541.794
2003-06-04,541.984
2003-06-05,552.241
2003-06-06,553.513
2003-06-09,560.02
2003-06-10,557.271
2003-06-11,560.688
2003-06-12,561.779
2003-06-13,566.426
2003-06-16,558.551
2003-06-17,567.403
2003-06-18,570.806
2003-06-19,571.642
2003-06-20,574.172
2003-06-23,578.613
2003-06-24,564.526
2003-06-25,565.681
2003-06-26,558.912
2003-06-27,568.109
2003-06-30,565.654
2003-07-01,578.585
2003-07-02,600.416
2003-07-03,609.617
2003-07-04,605.333
2003-07-07,617.883
2003-07-08,625.152
2003-07-09,628.117
2003-07-10,622.957
2003-07-11,603.83
2003-07-14,612.995
2003-07-15,617.236
2003-07-16,610.696
2003-07-17,594.411
2003-07-18,593.962
2003-07-21,596.118
2003-07-22,589.703
2003-07-23,599.075
2003-07-24,600.573
2003-07-25,602.296
2003-07-28,607.816
2003-07-29,608.561
2003-07-30,591.93
2003-07-31,589.541
2003-08-01,593.347
2003-08-04,584.978
2003-08-05,580.528
2003-08-06,575.986
2003-08-07,578.101
2003-08-08,578.774
2003-08-11,590.179
2003-08-12,595.094
2003-08-13,601.881
2003-08-14,610.94
2003-08-15,608.43
2003-08-18,614.805
2003-08-19,624.657
2003-08-20,637.503
2003-08-21,645.256
2003-08-22,644.331
2003-08-25,640.611
2003-08-26,641.527
2003-08-27,638.403
2003-08-28,635.49
2003-08-29,646.559
2003-09-01,665.391
2003-09-02,668.02
2003-09-03,671.237
2003-09-04,662.1
2003-09-05,661.19
2003-09-08,663.191
2003-09-09,678.098
2003-09-10,670.284
2003-09-11,654.805
2003-09-12,664.465
2003-09-15,663.787
2003-09-16,678.596
2003-09-17,685.206
2003-09-18,695.23
2003-09-19,698.213
2003-09-22,688.216
2003-09-23,691.025
2003-09-24,691.217
2003-09-25,679.255
2003-09-26,679.047
2003-09-29,677.876
2003-09-30,679.351
2003-10-01,690.588
2003-10-02,705.734
2003-10-03,711.593
2003-10-06,712.648
2003-10-07,726.249
2003-10-08,711.116
2003-10-09,714.863
2003-10-10,730.832
2003-10-13,728.318
2003-10-14,735.236
2003-10-15,729.699
2003-10-16,741.683
2003-10-17,744.168
2003-10-20,748.725
2003-10-21,744.499
2003-10-22,737.97
2003-10-23,695.344
2003-10-24,702.918
2003-10-27,714.345
2003-10-28,722.229
2003-10-29,735.189
2003-10-30,730.982
2003-10-31,713.236
2003-11-03,705.059
2003-11-04,733.882
2003-11-05,725.403
2003-11-06,703.562
2003-11-07,713.02
2003-11-10,715.268
2003-11-11,692.642
2003-11-12,690.624
2003-11-13,703.162
2003-11-14,690.739
2003-11-17,663.048
2003-11-18,671.148
2003-11-19,649.397
2003-11-20,664.88
2003-11-21,665.907
2003-11-24,663.378
2003-11-25,670.327
2003-11-26,684.516
2003-11-27,684.066
2003-11-28,678.422
2003-12-01,694.543
2003-12-02,699.212
2003-12-03,697.741
2003-12-04,700.863
2003-12-05,697.998
2003-12-08,679.849
2003-12-09,677.965
2003-12-10,658.758
2003-12-11,665.155
2003-12-12,674.725
2003-12-15,695.443
2003-12-16,682.442
2003-12-17,673.038
2003-12-18,669.135
2003-12-19,679.41
2003-12-22,687.97
2003-12-23,688.322
2003-12-24,689.047
2003-12-25,690.966
2003-12-26,697.0
2003-12-29,705.007
2003-12-30,718.163
2003-12-31,716.588
2004-01-01,716.588
2004-01-02,717.592
2004-01-05,732.202
2004-01-06,728.161
2004-01-07,728.081
2004-01-08,734.258
2004-01-09,740.389
2004-01-12,739.972
2004-01-13,734.936
2004-01-14,738.902
2004-01-15,729.234
2004-01-16,735.282
2004-01-19,741.618
2004-01-20,744.576
2004-01-21,745.734
2004-01-22,750.152
2004-01-23,754.243
2004-01-26,745.997
2004-01-27,747.09
2004-01-28,742.767
2004-01-29,734.198
2004-01-30,733.377
2004-02-02,734.203
2004-02-03,728.267
2004-02-04,711.202
2004-02-05,712.029
2004-02-06,715.35
2004-02-09,711.591
2004-02-10,710.861
2004-02-11,710.861
2004-02-12,715.414
2004-02-13,723.135
2004-02-16,724.738
2004-02-17,731.165
2004-02-18,724.636
2004-02-19,723.093
2004-02-20,711.073
2004-02-23,721.612
2004-02-24,707.688
2004-02-25,702.713
2004-02-26,704.544
2004-02-27,723.201
2004-03-01,742.274
2004-03-02,740.408
2004-03-03,741.286
2004-03-04,740.354
2004-03-05,744.386
2004-03-08,738.282
2004-03-09,745.243
2004-03-10,740.428
2004-03-11,736.902
2004-03-12,726.782
2004-03-15,740.511
2004-03-16,749.159
2004-03-17,767.483
2004-03-18,781.896
2004-03-19,774.606
2004-03-22,770.872
2004-03-23,772.063
2004-03-24,782.75
2004-03-25,794.572
2004-03-26,813.477
2004-03-29,818.092
2004-03-30,815.078
2004-03-31,830.581
2004-04-01,832.859
2004-04-02,835.519
2004-04-05,842.295
2004-04-06,843.375
2004-04-07,848.131
2004-04-08,844.63
2004-04-09,829.011
2004-04-12,842.745
2004-04-13,842.026
2004-04-14,831.173
2004-04-15,813.081
2004-04-16,815.265
2004-04-19,803.949
2004-04-20,822.946
2004-04-21,814.566
2004-04-22,810.984
2004-04-23,822.475
2004-04-26,829.117
2004-04-27,814.647
2004-04-28,813.516
2004-04-29,811.778
2004-04-30,793.821
2004-05-03,793.515
2004-05-04,797.452
2004-05-05,806.333
2004-05-06,785.418
2004-05-07,760.344
2004-05-10,703.375
2004-05-11,704.606
2004-05-12,727.719
2004-05-13,701.463
2004-05-14,696.746
2004-05-17,672.276
2004-05-18,686.627
2004-05-19,716.824
2004-05-20,709.391
2004-05-21,732.582
2004-05-24,731.928
2004-05-25,723.499
2004-05-26,736.764
2004-05-27,742.048
2004-05-28,753.137
2004-05-31,748.658
2004-06-01,756.749
2004-06-02,748.95
2004-06-03,729.893
2004-06-04,731.249
2004-06-07,760.869
2004-06-08,765.831
2004-06-09,764.157
2004-06-10,766.985
2004-06-11,760.944
2004-06-14,753.242
2004-06-15,753.465
2004-06-16,764.312
2004-06-17,767.61
2004-06-18,760.531
2004-06-21,771.576
2004-06-22,764.953
2004-06-23,763.876
2004-06-24,786.312
2004-06-25,784.624
2004-06-28,793.37
2004-06-29,789.51
2004-06-30,786.204
2004-07-01,791.095
2004-07-02,779.239
2004-07-05,763.148
2004-07-06,757.589
2004-07-07,757.708
2004-07-08,750.278
2004-07-09,760.888
2004-07-12,770.112
2004-07-13,764.185
2004-07-14,753.453
2004-07-15,749.569
2004-07-16,756.401
2004-07-19,759.302
2004-07-20,747.918
2004-07-21,747.367
2004-07-22,743.252
2004-07-23,730.903
2004-07-26,726.319
2004-07-27,711.488
2004-07-28,717.422
2004-07-29,705.664
2004-07-30,720.452
2004-08-02,721.52
2004-08-03,716.212
2004-08-04,704.613
2004-08-05,704.841
2004-08-06,708.156
2004-08-09,701.475
2004-08-10,704.34
2004-08-11,711.061
2004-08-12,708.453
2004-08-13,696.913
2004-08-16,690.01
2004-08-17,697.628
2004-08-18,704.034
2004-08-19,716.077
2004-08-20,718.758
2004-08-23,721.705
2004-08-24,723.221
2004-08-25,724.444
2004-08-26,728.39
2004-08-27,733.624
2004-08-30,731.802
2004-08-31,728.279
2004-09-01,733.335
2004-09-02,736.757
2004-09-03,721.908
2004-09-06,733.828
2004-09-07,739.929
2004-09-08,739.524
2004-09-09,729.145
2004-09-10,727.133
2004-09-13,731.904
2004-09-14,737.309
2004-09-15,722.985
2004-09-16,722.93
2004-09-17,716.835
2004-09-20,718.204
2004-09-21,715.579
2004-09-22,709.031
2004-09-23,710.991
2004-09-24,699.982
2004-09-27,695.296
2004-09-28,690.09
2004-09-29,692.368
2004-09-30,706.088
2004-10-01,714.08
2004-10-04,726.323
2004-10-05,725.853
2004-10-06,731.019
2004-10-07,727.81
2004-10-08,735.809
2004-10-11,739.346
2004-10-12,726.521
2004-10-13,723.968
2004-10-14,718.118
2004-10-15,718.24
2004-10-18,714.566
2004-10-19,725.039
2004-10-20,716.226
2004-10-21,715.448
2004-10-22,719.791
2004-10-25,716.066
2004-10-26,715.839
2004-10-27,719.16
2004-10-28,731.4
2004-10-29,726.591
2004-11-01,719.932
2004-11-02,731.82
2004-11-03,732.43
2004-11-04,737.375
2004-11-05,746.613
2004-11-08,741.66
2004-11-09,738.083
2004-11-10,730.046
2004-11-11,725.023
2004-11-12,742.14
2004-11-15,756.937
2004-11-16,754.778
2004-11-17,760.634
2004-11-18,758.391
2004-11-19,768.312
2004-11-22,752.547
2004-11-23,750.228
2004-11-24,755.714
2004-11-25,760.436
2004-11-26,756.586
2004-11-29,767.379
2004-11-30,762.756
2004-12-01,753.955
2004-12-02,763.842
2004-12-03,773.457
2004-12-06,768.343
2004-12-07,759.161
2004-12-08,748.733
2004-12-09,736.817
2004-12-10,729.849
2004-12-13,736.191
2004-12-14,739.847
2004-12-15,751.728
2004-12-16,750.283
2004-12-17,756.789
2004-12-20,760.278
2004-12-21,760.185
2004-12-22,768.215
2004-12-23,771.699
2004-12-24,779.79
2004-12-27,784.003
2004-12-28,789.066
2004-12-29,781.709
2004-12-30,797.517
2004-12-31,801.915
2005-01-03,798.758
2005-01-04,789.559
2005-01-05,786.715
2005-01-06,780.333
2005-01-07,779.309
2005-01-10,782.106
2005-01-11,795.269
2005-01-12,799.363
2005-01-13,794.262
2005-01-14,797.021
2005-01-17,804.912
2005-01-18,797.762
2005-01-19,796.968
2005-01-20,783.806
2005-01-21,780.754
2005-01-24,789.712
2005-01-25,778.756
2005-01-26,792.136
2005-01-27,787.494
2005-01-28,784.676
2005-01-31,789.404
2005-02-01,785.369
2005-02-02,788.766
2005-02-03,780.62
2005-02-04,784.711
2005-02-07,785.935
2005-02-08,776.491
2005-02-09,777.061
2005-02-10,781.077
2005-02-11,780.412
2005-02-14,790.552
2005-02-15,792.606
2005-02-16,784.072
2005-02-17,780.239
2005-02-18,780.692
2005-02-21,783.915
2005-02-22,790.856
2005-02-23,776.997
2005-02-24,777.17
2005-02-25,785.738
2005-02-28,799.783
2005-03-01,800.015
2005-03-02,799.075
2005-03-03,800.689
2005-03-04,806.316
2005-03-07,805.325
2005-03-08,808.575
2005-03-09,816.342
2005-03-10,809.378
2005-03-11,814.316
2005-03-14,804.378
2005-03-15,806.369
2005-03-16,811.286
2005-03-17,803.816
2005-03-18,807.824
2005-03-21,806.517
2005-03-22,806.388
2005-03-23,794.895
2005-03-24,786.931
2005-03-25,790.354
2005-03-28,789.468
2005-03-29,774.841
2005-03-30,771.328
2005-03-31,782.463
2005-04-01,783.508
2005-04-04,773.78
2005-04-05,777.205
2005-04-06,779.851
2005-04-07,782.312
2005-04-08,783.73
2005-04-11,782.357
2005-04-12,772.193
2005-04-13,776.891
2005-04-14,765.913
2005-04-15,758.278
2005-04-18,731.23
2005-04-19,744.652
2005-04-20,749.897
2005-04-21,744.413
2005-04-22,756.632
2005-04-25,759.509
2005-04-26,754.472
2005-04-27,754.609
2005-04-28,753.57
2005-04-29,761.183
2005-05-02,762.658
2005-05-03,762.549
2005-05-04,768.876
2005-05-05,767.699
2005-05-06,778.408
2005-05-09,773.126
2005-05-10,770.859
2005-05-11,767.149
2005-05-12,756.794
2005-05-13,750.379
2005-05-16,743.276
2005-05-17,735.416
2005-05-18,734.554
2005-05-19,747.724
2005-05-20,742.42
2005-05-23,751.018
2005-05-24,750.795
2005-05-25,740.91
2005-05-26,737.917
2005-05-27,744.5
2005-05-30,751.583
2005-05-31,754.44
2005-06-01,753.602
2005-06-02,753.728
2005-06-03,758.02
2005-06-06,762.392
2005-06-07,760.347
2005-06-08,763.286
2005-06-09,749.341
2005-06-10,751.324
2005-06-13,743.262
2005-06-14,745.642
2005-06-15,750.838
2005-06-16,753.852
2005-06-17,761.778
2005-06-20,757.303
2005-06-21,764.065
2005-06-22,764.321
2005-06-23,765.058
2005-06-24,761.042
2005-06-27,753.477
2005-06-28,756.064
2005-06-29,756.893
2005-06-30,753.798
2005-07-01,750.965
2005-07-04,754.234
2005-07-05,751.694
2005-07-06,750.817
2005-07-07,748.376
2005-07-08,745.226
2005-07-11,752.451
2005-07-12,759.874
2005-07-13,751.032
2005-07-14,755.596
2005-07-15,756.236
2005-07-18,759.62
2005-07-19,750.086
2005-07-20,747.64
2005-07-21,767.071
2005-07-22,759.772
2005-07-25,756.104
2005-07-26,751.175
2005-07-27,756.618
2005-07-28,756.576
2005-07-29,760.677
2005-08-01,764.495
2005-08-02,768.946
2005-08-03,771.534
2005-08-04,765.143
2005-08-05,750.935
2005-08-08,754.758
2005-08-09,762.437
2005-08-10,785.294
2005-08-11,799.745
2005-08-12,804.1
2005-08-15,805.621
2005-08-16,810.214
2005-08-17,807.014
2005-08-18,803.679
2005-08-19,801.143
2005-08-22,819.84
2005-08-23,818.725
2005-08-24,818.245
2005-08-25,815.161
2005-08-26,821.791
2005-08-29,806.374
2005-08-30,808.637
2005-08-31,809.53
2005-09-01,821.754
2005-09-02,827.926
2005-09-05,838.219
2005-09-06,830.728
2005-09-07,827.824
2005-09-08,820.176
2005-09-09,837.481
2005-09-12,847.487
2005-09-13,842.855
2005-09-14,846.839
2005-09-15,853.22
2005-09-16,845.754
2005-09-19,846.286
2005-09-20,857.765
2005-09-21,862.52
2005-09-22,855.945
2005-09-23,851.137
2005-09-26,866.413
2005-09-27,855.701
2005-09-28,870.748
2005-09-29,886.098
2005-09-30,880.598
2005-10-03,871.535
2005-10-04,883.405
2005-10-05,880.777
2005-10-06,859.266
2005-10-07,855.525
2005-10-10,852.082
2005-10-11,871.275
2005-10-12,872.169
2005-10-13,869.565
2005-10-14,872.052
2005-10-17,863.0
2005-10-18,853.653
2005-10-19,846.751
2005-10-20,851.488
2005-10-21,851.988
2005-10-24,849.779
2005-10-25,864.858
2005-10-26,863.563
2005-10-27,875.892
2005-10-28,869.076
2005-10-31,879.409
2005-11-01,895.898
2005-11-02,896.84
2005-11-03,894.543
2005-11-04,901.158
2005-11-07,905.929
