Date,PORTUGAL LARGE CAP Large Cap
2001-05-02,2174.136
2001-05-03,2157.838
2001-05-04,2190.58
2001-05-07,2180.61
2001-05-08,2164.257
2001-05-09,2150.107
2001-05-10,2171.498
2001-05-11,2147.281
2001-05-14,2125.287
2001-05-15,2169.046
2001-05-16,2168.666
2001-05-17,2156.602
2001-05-18,2127.26
2001-05-21,2076.51
2001-05-22,2018.09
2001-05-23,1978.271
2001-05-24,1957.866
2001-05-25,1957.992
2001-05-28,1966.12
2001-05-29,1944.624
2001-05-30,1955.442
2001-05-31,1921.079
2001-06-01,1903.327
2001-06-04,1905.991
2001-06-05,1912.465
2001-06-06,1903.889
2001-06-07,1888.241
2001-06-08,1886.414
2001-06-11,1852.763
2001-06-12,1831.217
2001-06-13,1851.386
2001-06-14,1867.258
2001-06-15,1833.556
2001-06-18,1785.887
2001-06-19,1771.301
2001-06-20,1717.571
2001-06-21,1721.391
2001-06-22,1758.23
2001-06-25,1812.152
2001-06-26,1774.074
2001-06-27,1765.003
2001-06-28,1784.331
2001-06-29,1792.699
2001-07-02,1797.774
2001-07-03,1830.176
2001-07-04,1832.297
2001-07-05,1809.238
2001-07-06,1777.139
2001-07-09,1770.267
2001-07-10,1785.085
2001-07-11,1747.559
2001-07-12,1733.999
2001-07-13,1738.48
2001-07-16,1747.568
2001-07-17,1744.854
2001-07-18,1795.315
2001-07-19,1843.754
2001-07-20,1831.949
2001-07-23,1812.02
2001-07-24,1831.117
2001-07-25,1843.562
2001-07-26,1851.094
2001-07-27,1856.671
2001-07-30,1879.53
2001-07-31,1889.237
2001-08-01,1888.672
2001-08-02,1897.271
2001-08-03,1915.824
2001-08-06,1920.364
2001-08-07,1906.622
2001-08-08,1884.476
2001-08-09,1877.196
2001-08-10,1880.419
2001-08-13,1880.827
2001-08-14,1909.084
2001-08-15,1938.229
2001-08-16,1918.026
2001-08-17,1899.571
2001-08-20,1880.537
2001-08-21,1880.42
2001-08-22,1861.57
2001-08-23,1873.93
2001-08-24,1878.304
2001-08-27,1860.593
2001-08-28,1830.329
2001-08-29,1854.676
2001-08-30,1827.816
2001-08-31,1830.434
2001-09-03,1808.589
2001-09-04,1811.697
2001-09-05,1817.78
2001-09-06,1797.888
2001-09-07,1802.389
2001-09-10,1788.815
2001-09-11,1719.231
2001-09-12,1660.558
2001-09-13,1685.111
2001-09-14,1620.486
2001-09-17,1631.603
2001-09-18,1671.606
2001-09-19,1722.995
2001-09-20,1695.702
2001-09-21,1704.464
2001-09-24,1765.687
2001-09-25,1833.273
2001-09-26,1849.453
2001-09-27,1869.018
2001-09-28,1881.899
2001-10-01,1885.564
2001-10-02,1852.672
2001-10-03,1853.478
2001-10-04,1867.551
2001-10-05,1878.9
2001-10-08,1849.118
2001-10-09,1870.414
2001-10-10,1911.779
2001-10-11,1888.566
2001-10-12,1884.898
2001-10-15,1863.157
2001-10-16,1894.801
2001-10-17,1933.602
2001-10-18,1923.214
2001-10-19,1860.174
2001-10-22,1895.37
2001-10-23,1939.229
2001-10-24,1966.836
2001-10-25,1948.619
2001-10-26,1922.318
2001-10-29,1946.275
2001-10-30,1923.036
2001-10-31,1924.13
2001-11-01,1936.414
2001-11-02,1938.643
2001-11-05,1939.625
2001-11-06,1939.827
2001-11-07,1961.254
2001-11-08,1966.028
2001-11-09,1951.16
2001-11-12,1960.968
2001-11-13,1949.99
2001-11-14,1956.198
2001-11-15,1916.093
2001-11-16,1915.824
2001-11-19,1902.555
2001-11-20,1889.261
2001-11-21,1848.595
2001-11-22,1870.499
2001-11-23,1858.32
2001-11-26,1842.415
2001-11-27,1851.36
2001-11-28,1833.656
2001-11-29,1856.922
2001-11-30,1896.264
2001-12-03,1850.715
2001-12-04,1858.577
2001-12-05,1864.178
2001-12-06,1924.735
2001-12-07,1912.956
2001-12-10,1885.112
2001-12-11,1907.314
2001-12-12,1921.144
2001-12-13,1908.823
2001-12-14,1895.083
2001-12-17,1889.773
2001-12-18,1880.67
2001-12-19,1842.09
2001-12-20,1833.344
2001-12-21,1824.953
2001-12-24,1806.743
2001-12-25,1806.743
2001-12-26,1808.287
2001-12-27,1855.622
2001-12-28,1857.787
2001-12-31,1875.905
2002-01-01,1875.905
2002-01-02,1898.92
2002-01-03,1931.167
2002-01-04,1925.347
2002-01-07,1885.215
2002-01-08,1864.678
2002-01-09,1830.336
2002-01-10,1822.091
2002-01-11,1820.172
2002-01-14,1809.788
2002-01-15,1833.505
2002-01-16,1815.744
2002-01-17,1841.995
2002-01-18,1854.796
2002-01-21,1838.774
2002-01-22,1836.184
2002-01-23,1800.279
2002-01-24,1775.9
2002-01-25,1754.317
2002-01-28,1790.1
2002-01-29,1754.718
2002-01-30,1725.964
2002-01-31,1717.324
2002-02-01,1716.755
2002-02-04,1698.687
2002-02-05,1696.524
2002-02-06,1711.544
2002-02-07,1694.938
2002-02-08,1687.445
2002-02-11,1692.149
2002-02-12,1689.739
2002-02-13,1654.299
2002-02-14,1676.979
2002-02-15,1657.846
2002-02-18,1647.545
2002-02-19,1607.822
2002-02-20,1597.996
2002-02-21,1578.045
2002-02-22,1597.434
2002-02-25,1582.886
2002-02-26,1620.937
2002-02-27,1641.178
2002-02-28,1658.811
2002-03-01,1682.341
2002-03-04,1720.174
2002-03-05,1725.981
2002-03-06,1729.432
2002-03-07,1765.152
2002-03-08,1784.675
2002-03-11,1791.432
2002-03-12,1781.515
2002-03-13,1765.965
2002-03-14,1785.069
2002-03-15,1802.09
2002-03-18,1813.076
2002-03-19,1799.27
2002-03-20,1773.081
2002-03-21,1749.462
2002-03-22,1771.365
2002-03-25,1748.521
2002-03-26,1743.35
2002-03-27,1737.736
2002-03-28,1733.88
2002-03-29,1733.88
2002-04-01,1748.091
2002-04-02,1726.413
2002-04-03,1717.293
2002-04-04,1727.11
2002-04-05,1713.804
2002-04-08,1701.08
2002-04-09,1727.798
2002-04-10,1722.444
2002-04-11,1720.929
2002-04-12,1706.401
2002-04-15,1714.401
2002-04-16,1735.969
2002-04-17,1754.255
2002-04-18,1762.978
2002-04-19,1769.293
2002-04-22,1764.899
2002-04-23,1747.727
2002-04-24,1741.819
2002-04-25,1754.706
2002-04-26,1736.754
2002-04-29,1742.73
2002-04-30,1721.641
2002-05-01,1731.385
2002-05-02,1650.922
2002-05-03,1691.858
2002-05-06,1683.371
2002-05-07,1667.506
2002-05-08,1704.88
2002-05-09,1687.096
2002-05-10,1676.907
2002-05-13,1664.548
2002-05-14,1654.512
2002-05-15,1674.279
2002-05-16,1688.961
2002-05-17,1717.056
2002-05-20,1714.555
2002-05-21,1724.565
2002-05-22,1728.988
2002-05-23,1720.216
2002-05-24,1727.418
2002-05-27,1715.052
2002-05-28,1740.064
2002-05-29,1746.945
2002-05-30,1757.346
2002-05-31,1729.476
2003-11-28,570.797
2003-12-01,580.515
2003-12-02,584.284
2003-12-03,586.082
2003-12-04,577.978
2003-12-05,570.765
2003-12-08,569.174
2003-12-09,562.576
2003-12-10,569.41
2003-12-11,574.613
2003-12-12,574.222
2003-12-15,574.159
2003-12-16,575.279
2003-12-17,576.791
2003-12-18,574.189
2003-12-19,566.494
2003-12-22,581.668
2003-12-23,587.625
2003-12-24,589.281
2003-12-25,589.281
2003-12-26,589.044
2003-12-29,598.982
2003-12-30,600.477
2003-12-31,610.576
2004-01-01,610.576
2004-01-02,617.692
2004-01-05,624.145
2004-01-06,631.754
2004-01-07,622.148
2004-01-08,647.468
2004-01-09,659.183
2004-01-12,647.632
2004-01-13,656.905
2004-01-14,655.511
2004-01-15,651.351
2004-01-16,650.323
2004-01-19,662.087
2004-01-20,666.393
2004-01-21,663.209
2004-01-22,660.554
2004-01-23,667.025
2004-01-26,650.73
2004-01-27,664.69
2004-01-28,667.374
2004-01-29,641.637
2004-01-30,625.469
2004-02-02,636.186
2004-02-03,639.807
2004-02-04,637.82
2004-02-05,649.744
2004-02-06,666.29
2004-02-09,663.66
2004-02-10,663.675
2004-02-11,680.417
2004-02-12,696.168
2004-02-13,688.918
2004-02-16,684.745
2004-02-17,702.336
2004-02-18,720.477
2004-02-19,695.162
2004-02-20,672.6
2004-02-23,689.481
2004-02-24,703.233
2004-02-25,699.988
2004-02-26,684.809
2004-02-27,684.358
2004-03-01,686.97
2004-03-02,690.073
2004-03-03,691.827
2004-03-04,694.849
2004-03-05,696.193
2004-03-08,704.485
2004-03-09,704.553
2004-03-10,687.376
2004-03-11,672.49
2004-03-12,664.787
2004-03-15,674.056
2004-03-16,694.067
2004-03-17,696.841
2004-03-18,695.979
2004-03-19,696.032
2004-03-22,683.106
2004-03-23,673.825
2004-03-24,674.136
2004-03-25,671.299
2004-03-26,655.366
2004-03-29,659.712
2004-03-30,653.951
2004-03-31,678.358
2004-04-01,673.58
2004-04-02,664.189
2004-04-05,652.948
2004-04-06,650.355
2004-04-07,666.567
2004-04-08,665.237
2004-04-09,665.237
2004-04-12,663.368
2004-04-13,652.353
2004-04-14,655.289
2004-04-15,665.25
2004-04-16,663.387
2004-04-19,669.899
2004-04-20,670.808
2004-04-21,661.905
2004-04-22,659.216
2004-04-23,665.657
2004-04-26,666.598
2004-04-27,666.104
2004-04-28,670.793
2004-04-29,673.45
2004-04-30,670.065
2004-05-03,678.557
2004-05-04,685.993
2004-05-05,686.073
2004-05-06,684.047
2004-05-07,658.349
2004-05-10,637.084
2004-05-11,631.507
2004-05-12,626.087
2004-05-13,616.349
2004-05-14,607.767
2004-05-17,607.637
2004-05-18,620.538
2004-05-19,631.757
2004-05-20,626.14
2004-05-21,627.974
2004-05-24,618.425
2004-05-25,626.462
2004-05-26,634.108
2004-05-27,650.649
2004-05-28,632.806
2004-05-31,636.577
2004-06-01,626.53
2004-06-02,636.019
2004-06-03,639.001
2004-06-04,641.113
2004-06-07,662.974
2004-06-08,661.362
2004-06-09,651.979
2004-06-10,660.249
2004-06-11,659.481
2004-06-14,653.095
2004-06-15,648.987
2004-06-16,660.168
2004-06-17,654.136
2004-06-18,657.557
2004-06-21,658.81
2004-06-22,657.207
2004-06-23,646.698
2004-06-24,649.095
2004-06-25,655.209
2004-06-28,667.106
2004-06-29,657.069
2004-06-30,666.544
2004-07-01,657.04
2004-07-02,655.651
2004-07-05,648.853
2004-07-06,653.401
2004-07-07,655.138
2004-07-08,674.002
2004-07-09,659.603
2004-07-12,662.834
2004-07-13,662.205
2004-07-14,660.395
2004-07-15,658.672
2004-07-16,658.768
2004-07-19,651.413
2004-07-20,657.462
2004-07-21,650.845
2004-07-22,650.316
2004-07-23,635.419
2004-07-26,624.443
2004-07-27,629.07
2004-07-28,632.072
2004-07-29,636.656
2004-07-30,633.56
2004-08-02,624.429
2004-08-03,622.104
2004-08-04,618.765
2004-08-05,629.464
2004-08-06,631.404
2004-08-09,625.296
2004-08-10,635.861
2004-08-11,624.151
2004-08-12,626.236
2004-08-13,621.802
2004-08-16,625.161
2004-08-17,621.405
2004-08-18,617.263
2004-08-19,623.63
2004-08-20,621.965
2004-08-23,619.027
2004-08-24,616.912
2004-08-25,620.869
2004-08-26,621.334
2004-08-27,628.198
2004-08-30,628.485
2004-08-31,628.273
2004-09-01,626.923
2004-09-02,629.904
2004-09-03,620.896
2004-09-06,626.608
2004-09-07,628.1
2004-09-08,648.677
2004-09-09,647.006
2004-09-10,657.717
2004-09-13,661.742
2004-09-14,673.603
2004-09-15,658.696
2004-09-16,663.51
2004-09-17,656.667
2004-09-20,650.497
2004-09-21,661.579
2004-09-22,659.906
2004-09-23,659.995
2004-09-24,659.954
2004-09-27,663.901
2004-09-28,666.177
2004-09-29,679.976
2004-09-30,680.432
2004-10-01,692.815
2004-10-04,693.683
2004-10-05,699.297
2004-10-06,701.407
2004-10-07,688.998
2004-10-08,700.123
2004-10-11,697.385
2004-10-12,690.26
2004-10-13,702.328
2004-10-14,699.648
2004-10-15,696.907
2004-10-18,692.787
2004-10-19,697.37
2004-10-20,700.66
2004-10-21,701.606
2004-10-22,694.359
2004-10-25,698.33
2004-10-26,698.275
2004-10-27,698.845
2004-10-28,702.436
2004-10-29,693.752
2004-11-01,707.683
2004-11-02,710.648
2004-11-03,717.09
2004-11-04,715.318
2004-11-05,719.321
2004-11-08,723.893
2004-11-09,721.027
2004-11-10,721.195
2004-11-11,716.809
2004-11-12,719.692
2004-11-15,718.539
2004-11-16,713.379
2004-11-17,715.158
2004-11-18,710.775
2004-11-19,717.025
2004-11-22,719.369
2004-11-23,721.098
2004-11-24,729.073
2004-11-25,733.506
2004-11-26,733.003
2004-11-29,734.413
2004-11-30,730.585
2004-12-01,721.548
2004-12-02,726.972
2004-12-03,728.376
2004-12-06,733.085
2004-12-07,741.433
2004-12-08,731.751
2004-12-09,739.416
2004-12-10,751.347
2004-12-13,758.073
2004-12-14,758.916
2004-12-15,756.853
2004-12-16,746.778
2004-12-17,736.765
2004-12-20,745.298
2004-12-21,740.431
2004-12-22,744.929
2004-12-23,753.08
2004-12-24,755.032
2004-12-27,760.587
2004-12-28,760.338
2004-12-29,756.871
2004-12-30,755.982
2004-12-31,763.977
2005-01-03,752.429
2005-01-04,746.294
2005-01-05,741.296
2005-01-06,736.274
2005-01-07,736.568
2005-01-10,732.807
2005-01-11,735.073
2005-01-12,740.978
2005-01-13,738.795
2005-01-14,731.942
2005-01-17,742.641
2005-01-18,740.844
2005-01-19,746.243
2005-01-20,744.776
2005-01-21,754.676
2005-01-24,757.289
2005-01-25,744.235
2005-01-26,752.455
2005-01-27,756.193
2005-01-28,752.1
2005-01-31,764.875
2005-02-01,772.011
2005-02-02,769.588
2005-02-03,763.323
2005-02-04,761.017
2005-02-07,764.001
2005-02-08,767.408
2005-02-09,762.29
2005-02-10,758.874
2005-02-11,765.09
2005-02-14,762.311
2005-02-15,759.284
2005-02-16,757.071
2005-02-17,760.122
2005-02-18,763.408
2005-02-21,751.648
2005-02-22,765.173
2005-02-23,751.329
2005-02-24,749.509
2005-02-25,753.603
2005-02-28,751.786
2005-03-01,755.76
2005-03-02,746.049
2005-03-03,739.463
2005-03-04,745.235
2005-03-07,747.085
2005-03-08,754.215
2005-03-09,756.713
2005-03-10,742.924
2005-03-11,749.879
2005-03-14,747.37
2005-03-15,741.661
2005-03-16,738.226
2005-03-17,737.957
2005-03-18,738.627
2005-03-21,728.719
2005-03-22,726.618
2005-03-23,716.911
2005-03-24,723.186
2005-03-25,723.186
2005-03-28,718.11
2005-03-29,729.003
2005-03-30,726.165
2005-03-31,725.662
2005-04-01,721.25
2005-04-04,710.569
2005-04-05,709.703
2005-04-06,707.958
2005-04-07,708.514
2005-04-08,708.614
2005-04-11,716.392
2005-04-12,717.789
2005-04-13,735.27
2005-04-14,724.63
2005-04-15,721.178
2005-04-18,716.911
2005-04-19,720.593
2005-04-20,727.984
2005-04-21,730.296
2005-04-22,733.584
2005-04-25,719.847
2005-04-26,711.534
2005-04-27,687.815
2005-04-28,682.051
2005-04-29,677.747
2005-05-02,685.914
2005-05-03,695.696
2005-05-04,691.365
2005-05-05,690.538
2005-05-06,685.522
2005-05-09,678.935
2005-05-10,672.143
2005-05-11,674.343
2005-05-12,678.397
2005-05-13,680.343
2005-05-16,676.659
2005-05-17,679.59
2005-05-18,686.884
2005-05-19,685.905
2005-05-20,694.281
2005-05-23,703.267
2005-05-24,696.523
2005-05-25,685.968
2005-05-26,677.266
2005-05-27,673.667
2005-05-30,668.32
2005-05-31,652.088
2005-06-01,659.33
2005-06-02,621.379
2005-06-03,623.971
2005-06-06,627.555
2005-06-07,620.696
2005-06-08,619.707
2005-06-09,613.647
2005-06-10,617.066
2005-06-13,614.271
2005-06-14,613.146
2005-06-15,616.404
2005-06-16,607.442
2005-06-17,622.563
2005-06-20,615.487
2005-06-21,619.221
2005-06-22,621.435
2005-06-23,611.151
2005-06-24,596.081
2005-06-27,584.229
2005-06-28,587.208
2005-06-29,596.656
2005-06-30,603.926
2005-07-01,607.653
2005-07-04,603.041
2005-07-05,599.303
2005-07-06,607.14
2005-07-07,597.715
2005-07-08,605.167
2005-07-11,607.406
2005-07-12,609.342
2005-07-13,599.381
2005-07-14,612.248
2005-07-15,603.033
2005-07-18,612.274
2005-07-19,610.347
2005-07-20,604.638
2005-07-21,610.744
2005-07-22,605.096
2005-07-25,602.649
2005-07-26,598.971
2005-07-27,599.768
2005-07-28,606.623
2005-07-29,608.24
2005-08-01,608.238
2005-08-02,607.461
2005-08-03,622.239
2005-08-04,626.491
2005-08-05,631.935
2005-08-08,628.648
2005-08-09,627.682
2005-08-10,629.538
2005-08-11,634.044
2005-08-12,632.846
2005-08-15,636.542
2005-08-16,639.999
2005-08-17,632.593
2005-08-18,612.741
2005-08-19,616.589
2005-08-22,622.665
2005-08-23,611.871
2005-08-24,600.344
2005-08-25,591.894
2005-08-26,591.611
2005-08-29,587.076
2005-08-30,583.343
2005-08-31,602.549
2005-09-01,610.78
2005-09-02,610.756
2005-09-05,614.026
2005-09-06,620.251
2005-09-07,610.641
2005-09-08,613.663
2005-09-09,614.454
2005-09-12,591.702
2005-09-13,596.833
2005-09-14,591.882
2005-09-15,602.467
2005-09-16,588.426
2005-09-19,587.422
2005-09-20,593.278
2005-09-21,591.242
2005-09-22,585.006
2005-09-23,588.233
2005-09-26,577.984
2005-09-27,568.285
2005-09-28,572.295
2005-09-29,580.081
2005-09-30,583.021
2005-10-03,560.757
2005-10-04,565.873
2005-10-05,573.525
2005-10-06,590.605
2005-10-07,582.791
2005-10-10,582.441
2005-10-11,583.124
2005-10-12,580.902
2005-10-13,574.771
2005-10-14,593.707
2005-10-17,587.839
2005-10-18,576.072
2005-10-19,568.864
2005-10-20,575.534
2005-10-21,577.98
2005-10-24,573.2
2005-10-25,581.251
2005-10-26,580.242
2005-10-27,575.733
2005-10-28,568.21
2005-10-31,574.628
2005-11-01,575.252
2005-11-02,584.224
2005-11-03,580.531
2005-11-04,567.512
2005-11-07,573.353
2005-11-08,576.84
2005-11-09,573.374
2005-11-10,576.252
2005-11-11,590.626
2005-11-14,585.957
2005-11-15,582.326
2005-11-16,581.036
2005-11-17,576.017
2005-11-18,582.483
2005-11-21,581.884
2005-11-22,574.829
2005-11-23,588.213
2005-11-24,595.513
2005-11-25,591.242
2005-11-28,588.313
2005-11-29,591.257
2005-11-30,582.862
2005-12-01,581.316
2005-12-02,581.786
2005-12-05,593.401
2005-12-06,605.474
2005-12-07,610.131
2005-12-08,612.482
2005-12-09,616.661
2005-12-12,621.393
2005-12-13,614.228
2005-12-14,636.852
2005-12-15,660.667
2005-12-16,649.305
2005-12-19,639.551
2005-12-20,624.066
2005-12-21,635.887
2005-12-22,640.978
2005-12-23,643.405
2005-12-26,643.405
2005-12-27,640.061
2005-12-28,642.921
2005-12-29,642.831
2005-12-30,641.7
2006-01-02,640.949
2006-01-03,666.843
2006-01-04,682.253
2006-01-05,677.862
2006-01-06,675.479
2006-01-09,673.067
2006-01-10,665.821
2006-01-11,668.961
2006-01-12,649.557
2006-01-13,654.627
2006-01-16,666.321
2006-01-17,652.55
2006-01-18,647.513
2006-01-19,646.003
2006-01-20,634.084
2006-01-23,648.656
2006-01-24,644.381
2006-01-25,637.508
2006-01-26,636.755
2006-01-27,627.817
2006-01-30,633.533
2006-01-31,638.198
2006-02-01,644.38
2006-02-02,622.206
2006-02-03,626.127
2006-02-06,623.481
2006-02-07,736.94
2006-02-08,737.577
2006-02-09,728.513
2006-02-10,728.348
2006-02-13,725.012
2006-02-14,733.58
2006-02-15,738.91
2006-02-16,740.309
2006-02-17,740.338
2006-02-20,744.171
2006-02-21,738.215
2006-02-22,736.094
2006-02-23,737.304
2006-02-24,736.292
2006-02-27,735.609
2006-02-28,735.848
2006-03-01,736.404
2006-03-02,739.613
2006-03-03,744.399
2006-03-06,754.973
2006-03-07,744.152
2006-03-08,747.798
2006-03-09,744.131
2006-03-10,746.139
2006-03-13,763.414
2006-03-14,767.009
2006-03-15,771.093
2006-03-16,779.555
2006-03-17,779.097
2006-03-20,782.323
2006-03-21,780.9
2006-03-22,791.409
2006-03-23,779.263
2006-03-24,778.156
2006-03-27,781.554
2006-03-28,777.373
2006-03-29,772.668
2006-03-30,777.949
2006-03-31,770.766
2006-04-03,782.386
2006-04-04,791.879
2006-04-05,793.957
2006-04-06,789.845
2006-04-07,784.633
2006-04-10,780.199
2006-04-11,783.225
2006-04-12,778.274
2006-04-13,779.937
2006-04-14,779.937
2006-04-17,792.325
2006-04-18,791.672
2006-04-19,798.066
2006-04-20,790.87
2006-04-21,792.927
2006-04-24,797.087
2006-04-25,797.168
2006-04-26,797.963
2006-04-27,803.45
2006-04-28,808.705
2006-05-01,810.118
2006-05-02,808.505
2006-05-03,803.988
2006-05-04,808.897
2006-05-05,803.233
2006-05-08,799.481
2006-05-09,804.683
2006-05-10,806.076
2006-05-11,809.219
2006-05-12,811.493
2006-05-15,806.647
2006-05-16,801.176
2006-05-17,791.385
2006-05-18,797.11
2006-05-19,789.736
2006-05-22,795.663
2006-05-23,796.135
2006-05-24,782.235
2006-05-25,779.955
2006-05-26,782.248
2006-05-29,786.089
2006-05-30,790.873
2006-05-31,778.82
2006-06-01,788.244
2006-06-02,823.408
2006-06-05,822.395
2006-06-06,810.931
2006-06-07,824.531
2006-06-08,800.567
2006-06-09,802.748
2006-06-12,798.042
2006-06-13,780.847
2006-06-14,784.266
2006-06-15,784.577
2006-06-16,782.287
2006-06-19,778.626
2006-06-20,779.034
2006-06-21,784.921
2006-06-22,791.582
2006-06-23,789.588
2006-06-26,785.98
2006-06-27,786.234
2006-06-28,777.013
2006-06-29,779.356
2006-06-30,799.003
2006-07-03,802.545
2006-07-04,803.141
2006-07-05,798.058
2006-07-06,806.164
2006-07-07,811.438
2006-07-10,805.279
2006-07-11,806.037
2006-07-12,801.215
2006-07-13,800.753
2006-07-14,794.522
2006-07-17,790.542
2006-07-18,789.727
2006-07-19,798.501
2006-07-20,806.16
2006-07-21,804.511
2006-07-24,802.314
2006-07-25,809.932
2006-07-26,808.359
2006-07-27,821.82
2006-07-28,821.351
2006-07-31,821.093
2006-08-01,822.401
2006-08-02,835.27
2006-08-03,830.677
2006-08-04,832.211
2006-08-07,835.911
2006-08-08,837.03
2006-08-09,844.359
2006-08-10,835.459
2006-08-11,832.336
2006-08-14,828.436
2006-08-15,831.166
2006-08-16,838.008
2006-08-17,831.817
2006-08-18,832.527
2006-08-21,833.825
2006-08-22,832.073
2006-08-23,826.669
2006-08-24,830.839
2006-08-25,825.191
2006-08-28,838.199
2006-08-29,831.684
2006-08-30,835.79
2006-08-31,831.229
2006-09-01,834.813
2006-09-04,840.494
2006-09-05,834.161
2006-09-06,836.375
2006-09-07,830.119
2006-09-08,826.85
2006-09-11,823.375
2006-09-12,821.501
2006-09-13,822.402
2006-09-14,823.697
2006-09-15,813.951
2006-09-18,818.722
2006-09-19,823.28
2006-09-20,828.228
2006-09-21,829.434
2006-09-22,836.443
2006-09-25,818.834
2006-09-26,813.818
2006-09-27,811.795
2006-09-28,830.675
2006-09-29,825.946
2006-10-02,825.905
2006-10-03,826.392
2006-10-04,824.73
2006-10-05,827.315
2006-10-06,818.998
2006-10-09,824.211
2006-10-10,815.875
2006-10-11,815.695
2006-10-12,816.542
2006-10-13,813.839
2006-10-16,815.272
2006-10-17,817.6
2006-10-18,810.935
2006-10-19,812.978
2006-10-20,813.43
2006-10-23,807.517
2006-10-24,805.599
2006-10-25,812.398
2006-10-26,816.851
2006-10-27,822.017
2006-10-30,822.407
2006-10-31,824.601
2006-11-01,826.874
2006-11-02,828.24
2006-11-03,824.93
2006-11-06,825.514
2006-11-07,827.839
2006-11-08,823.369
2006-11-09,827.387
2006-11-10,830.804
2006-11-13,825.287
2006-11-14,829.399
2006-11-15,827.444
2006-11-16,827.38
2006-11-17,832.133
2006-11-20,827.177
2006-11-21,828.672
2006-11-22,831.368
2006-11-23,833.254
2006-11-24,843.257
2006-11-27,844.385
2006-11-28,843.511
2006-11-29,844.51
2006-11-30,852.878
2006-12-01,854.836
2006-12-04,855.289
2006-12-05,864.365
2006-12-06,878.06
2006-12-07,874.429
2006-12-08,877.216
2006-12-11,870.949
2006-12-12,873.501
2006-12-13,874.301
2006-12-14,868.883
2006-12-15,865.125
2006-12-18,874.724
2006-12-19,879.607
2006-12-20,870.224
2006-12-21,873.435
2006-12-22,868.793
2006-12-25,868.793
2006-12-26,867.439
2006-12-27,868.442
2006-12-28,874.858
2006-12-29,883.658
2007-01-01,883.658
2007-01-02,887.447
2007-01-03,877.868
2007-01-04,876.671
2007-01-05,869.999
2007-01-08,877.71
2007-01-09,883.537
2007-01-10,880.282
2007-01-11,891.167
2007-01-12,896.039
2007-01-15,893.045
2007-01-16,893.491
2007-01-17,904.828
2007-01-18,902.365
2007-01-19,890.721
2007-01-22,882.573
2007-01-23,885.766
2007-01-24,884.285
2007-01-25,885.547
2007-01-26,882.638
2007-01-29,884.999
2007-01-30,887.361
2007-01-31,884.757
2007-02-01,893.176
2007-02-02,888.554
2007-02-05,891.46
2007-02-06,891.926
2007-02-07,905.942
2007-02-08,910.592
2007-02-09,914.106
2007-02-12,905.404
2007-02-13,904.44
2007-02-14,916.708
2007-02-15,926.059
2007-02-16,940.666
2007-02-19,948.567
2007-02-20,951.548
2007-02-21,942.666
2007-02-22,950.581
2007-02-23,946.641
2007-02-26,946.028
2007-02-27,940.978
2007-02-28,930.04
2007-03-01,928.712
2007-03-02,922.005
2007-03-05,901.225
2007-03-06,908.608
2007-03-07,900.056
2007-03-08,901.378
2007-03-09,903.405
2007-03-12,917.211
2007-03-13,911.831
2007-03-14,902.481
2007-03-15,914.447
2007-03-16,911.577
2007-03-19,921.189
2007-03-20,919.232
2007-03-21,919.25
