Date,KOKUSAI INDEX (WORLD ex JP) LARGE GROWTH Large Cap
2004-10-29,676.634
2004-11-30,706.02
2004-12-31,733.868
2005-01-31,713.076
2005-02-28,727.719
2005-03-31,714.765
2005-04-29,702.114
2005-05-31,722.614
2005-06-30,723.455
2005-07-29,754.955
2005-08-31,755.784
2005-09-30,765.86
2005-10-31,752.162
2005-11-30,773.267
2005-12-30,778.43
2006-01-31,806.654
2006-02-28,798.787
2006-03-31,815.448
2006-04-28,832.133
2006-05-31,805.666
2006-06-30,805.989
2006-07-31,803.801
2006-08-31,828.947
2006-09-29,840.354
2006-10-31,871.228
2006-11-30,890.84
2006-12-29,899.917
2007-01-31,914.511
2007-02-28,901.88
2007-03-30,922.809
2007-04-30,970.797
2007-05-31,1000.0
2007-06-29,996.729
2007-07-31,987.401
2007-08-31,998.276
2007-09-28,1060.724
2007-10-31,1110.006
2007-11-30,1080.076
2007-12-31,1072.54
2008-01-31,980.356
2008-02-29,989.165
2008-03-31,980.988
2008-04-30,1030.396
2008-05-30,1062.044
2008-06-30,995.221
2008-07-31,974.553
2008-08-29,959.99
2008-09-30,835.351
2008-10-31,680.927
2008-11-28,625.653
2008-12-31,642.533
2009-01-30,603.838
2009-02-27,557.761
2009-03-31,600.516
2009-04-30,651.673
2009-05-29,707.011
2009-06-30,708.181
2009-07-31,766.643
2009-08-31,779.142
2009-09-30,816.337
2009-10-30,815.452
2009-11-30,855.411
2009-12-31,873.745
2010-01-29,825.418
2010-02-26,841.753
2010-03-31,892.998
2010-04-30,891.071
2010-05-31,805.494
2010-06-30,779.425
2010-07-30,841.341
2010-08-31,811.162
2010-09-30,896.795
2010-10-29,937.642
2010-11-30,921.14
2010-12-31,980.733
2011-01-31,992.321
2011-02-28,1019.871
2011-03-31,1019.441
2011-04-29,1068.069
2011-05-31,1050.309
2011-06-30,1032.648
2011-07-29,1025.666
2011-08-31,960.551
2011-09-30,867.377
2011-10-31,969.914
2011-11-30,953.511
2011-12-30,943.692
2012-01-31,1000.178
2012-02-29,1052.097
2012-03-30,1070.384
2012-04-30,1067.412
2012-05-31,977.578
2012-06-29,1017.71
2012-07-31,1039.544
2012-08-31,1069.63
2012-09-28,1094.892
2012-10-31,1077.104
2012-11-30,1099.621
2012-12-31,1103.978
2013-01-31,1151.143
2013-02-28,1155.119
2013-03-29,1180.811
2013-04-30,1201.411
2013-05-31,1205.427
2013-06-28,1166.519
2013-07-31,1233.42
2013-08-30,1213.62
2013-09-30,1273.558
2013-10-31,1325.129
2013-11-29,1355.262
2013-12-31,1387.067
2014-01-31,1331.684
2014-02-28,1407.143
2014-03-31,1395.452
2014-04-30,1409.477
2014-05-30,1446.254
2014-06-30,1465.34
2014-07-31,1442.273
2014-08-29,1486.941
2014-09-30,1452.93
2014-10-31,1471.897
2014-11-28,1518.798
2014-12-31,1489.952
2015-01-30,1476.994
2015-02-27,1570.642
2015-03-31,1548.321
2015-04-30,1572.249
2015-05-29,1586.428
2015-06-30,1555.753
2015-07-31,1610.024
2015-08-31,1493.823
2015-09-30,1448.509
2015-10-30,1567.336
2015-11-30,1563.354
2015-12-31,1537.691
2016-01-29,1450.772
2016-02-29,1434.013
2016-03-31,1528.57
2016-04-29,1531.147
2016-05-31,1548.234
2016-06-30,1536.013
2016-07-29,1604.613
2016-08-31,1593.993
2016-09-30,1603.872
2016-10-31,1552.084
2016-11-30,1557.755
2016-12-30,1584.07
2017-01-31,1638.691
2017-02-28,1699.484
2017-03-31,1730.288
2017-04-28,1774.394
2017-05-31,1834.56
2017-06-30,1819.168
2017-07-31,1867.287
2017-08-31,1892.273
2017-09-29,1916.529
2017-10-31,1967.344
2017-11-30,2009.358
2017-12-29,2036.147
2018-01-31,2171.021
2018-02-28,2100.422
2018-03-30,2046.716
2018-04-30,2073.42
2018-05-31,2131.742
2018-06-29,2140.889
2018-07-31,2205.355
2018-08-31,2281.777
2018-09-28,2286.492
2018-10-31,2088.15
2018-11-30,2102.598
2018-12-31,1946.746
2019-01-31,2110.83
2019-02-28,2182.231
2019-03-29,2243.567
2019-04-30,2343.199
2019-05-31,2214.823
2019-06-28,2372.77
2019-07-31,2404.87
2019-08-30,2385.882
2019-09-30,2391.104
2019-10-31,2460.204
2019-11-29,2551.144
2019-12-31,2634.039
2020-01-31,2692.109
2020-02-28,2504.13
2020-03-31,2264.411
2020-04-30,2566.243
2020-05-29,2716.388
2020-06-30,2854.373
2020-07-31,3064.553
2020-08-31,3356.553
2020-09-30,3202.951
2020-10-30,3079.272
2020-11-30,3391.972
2020-12-31,3559.688
2021-01-29,3530.794
2021-02-26,3542.216
2021-03-31,3587.244
2021-04-30,3842.209
2021-05-31,3828.542
2021-06-30,4023.882
2021-07-30,4163.336
2021-08-31,4301.557
2021-09-30,4052.614
2021-10-29,4359.23
2021-11-30,4348.363
2021-12-31,4439.323
2022-01-31,4054.483
2022-02-28,3895.695
2022-03-31,4041.651
2022-04-29,3549.382
2022-05-31,3456.061
2022-06-30,3169.476
2022-07-29,3550.148
2022-08-31,3353.01
2022-09-30,3014.458
2022-10-31,3148.181
2022-11-30,3343.165
2022-12-30,3116.118
2023-01-31,3425.653
2023-02-28,3371.164
2023-03-31,3633.198
2023-04-28,3707.423
2023-05-31,3814.432
2023-06-30,4058.698
2023-07-31,4176.62
2023-08-31,4107.727
2023-09-29,3874.821
2023-10-31,3804.312
2023-11-30,4229.107
2023-12-29,4396.842
2024-01-31,4507.024
2024-02-29,4783.195
2024-03-29,4866.719
2024-04-30,4688.828
2024-05-31,4988.885
2024-06-28,5270.954
2024-07-31,5181.955
2024-08-30,5310.606
2024-09-30,5416.029
2024-10-31,5325.451
2024-11-29,5606.444
2024-12-31,5667.065
2025-01-31,5804.708
2025-02-28,5642.459
2025-03-31,5188.185
2025-04-30,5340.252
2025-05-30,5815.977
2025-06-30,6103.307
2025-07-31,6257.566
2025-08-29,6362.858
2025-09-30,6687.242
2025-10-31,6982.438
2025-11-28,6904.404
2025-12-31,6898.87
