Date,KOKUSAI INDEX (WORLD ex JP) LARGE GROWTH Large Cap
2003-10-20,627.132
2003-10-21,630.302
2003-10-22,621.812
2003-10-23,620.604
2003-10-24,618.219
2003-10-27,620.421
2003-10-28,628.546
2003-10-29,628.329
2003-10-30,628.836
2003-10-31,629.014
2003-11-03,632.937
2003-11-04,629.32
2003-11-05,627.765
2003-11-06,631.059
2003-11-07,630.852
2003-11-10,626.831
2003-11-11,626.439
2003-11-12,635.078
2003-11-13,637.384
2003-11-14,637.063
2003-11-17,630.99
2003-11-18,628.774
2003-11-19,632.02
2003-11-20,627.518
2003-11-21,628.565
2003-11-24,637.418
2003-11-25,636.607
2003-11-26,639.672
2003-11-27,640.158
2003-11-28,640.803
2003-12-01,648.256
2003-12-02,646.81
2003-12-03,646.81
2003-12-04,648.08
2003-12-05,643.782
2003-12-08,646.334
2003-12-09,642.145
2003-12-10,641.02
2003-12-11,645.344
2003-12-12,647.788
2003-12-15,645.943
2003-12-16,647.522
2003-12-17,648.373
2003-12-18,655.152
2003-12-19,653.763
2003-12-22,654.808
2003-12-23,657.455
2003-12-24,658.317
2003-12-25,658.317
2003-12-26,659.122
2003-12-29,666.16
2003-12-30,667.544
2003-12-31,670.339
2004-01-01,670.339
2004-01-02,671.007
2004-01-05,680.094
2004-01-06,683.084
2004-01-07,683.719
2004-01-08,689.139
2004-01-09,687.599
2004-01-12,688.376
2004-01-13,686.174
2004-01-14,689.133
2004-01-15,686.391
2004-01-16,688.367
2004-01-19,688.717
2004-01-20,690.776
2004-01-21,694.769
2004-01-22,696.355
2004-01-23,695.878
2004-01-26,699.334
2004-01-27,694.678
2004-01-28,687.492
2004-01-29,683.986
2004-01-30,683.677
2004-02-02,686.529
2004-02-03,690.22
2004-02-04,684.942
2004-02-05,686.346
2004-02-06,696.33
2004-02-09,697.284
2004-02-10,700.83
2004-02-11,703.786
2004-02-12,703.804
2004-02-13,700.402
2004-02-16,700.566
2004-02-17,707.556
2004-02-18,705.909
2004-02-19,702.98
2004-02-20,698.814
2004-02-23,696.038
2004-02-24,696.325
2004-02-25,697.23
2004-02-26,695.552
2004-02-27,694.73
2004-03-01,701.825
2004-03-02,696.212
2004-03-03,692.231
2004-03-04,696.347
2004-03-05,700.322
2004-03-08,695.299
2004-03-09,692.043
2004-03-10,682.032
2004-03-11,670.159
2004-03-12,674.904
2004-03-15,664.757
2004-03-16,670.454
2004-03-17,675.234
2004-03-18,673.811
2004-03-19,669.382
2004-03-22,660.764
2004-03-23,658.999
2004-03-24,656.875
2004-03-25,667.148
2004-03-26,664.997
2004-03-29,674.269
2004-03-30,676.512
2004-03-31,677.029
2004-04-01,683.839
2004-04-02,689.261
2004-04-05,691.401
2004-04-06,687.954
2004-04-07,687.077
2004-04-08,686.321
2004-04-09,686.321
2004-04-12,688.881
2004-04-13,681.69
2004-04-14,678.995
2004-04-15,679.61
2004-04-16,683.265
2004-04-19,686.171
2004-04-20,676.879
2004-04-21,676.783
2004-04-22,683.249
2004-04-23,685.279
2004-04-26,683.982
2004-04-27,685.102
2004-04-28,673.026
2004-04-29,670.521
2004-04-30,666.273
2004-05-03,670.241
2004-05-04,675.112
2004-05-05,678.494
2004-05-06,672.074
2004-05-07,665.795
2004-05-10,655.753
2004-05-11,660.601
2004-05-12,659.978
2004-05-13,659.678
2004-05-14,657.101
2004-05-17,652.52
2004-05-18,656.64
2004-05-19,660.563
2004-05-20,657.508
2004-05-21,659.543
2004-05-24,659.677
2004-05-25,667.719
2004-05-26,670.107
2004-05-27,678.289
2004-05-28,675.525
2004-05-31,676.311
2004-06-01,675.265
2004-06-02,677.867
2004-06-03,674.304
2004-06-04,678.355
2004-06-07,688.543
2004-06-08,689.722
2004-06-09,682.148
2004-06-10,683.511
2004-06-11,682.135
2004-06-14,676.28
2004-06-15,680.095
2004-06-16,680.94
2004-06-17,680.238
2004-06-18,682.432
2004-06-21,679.418
2004-06-22,678.708
2004-06-23,683.097
2004-06-24,683.96
2004-06-25,680.374
2004-06-28,681.843
2004-06-29,680.997
2004-06-30,682.316
2004-07-01,677.072
2004-07-02,676.757
2004-07-05,675.852
2004-07-06,670.059
2004-07-07,672.859
2004-07-08,670.505
2004-07-09,670.587
2004-07-12,669.956
2004-07-13,669.191
2004-07-14,667.986
2004-07-15,662.847
2004-07-16,661.073
2004-07-19,658.502
2004-07-20,662.526
2004-07-21,655.539
2004-07-22,655.474
2004-07-23,646.884
2004-07-26,644.153
2004-07-27,648.325
2004-07-28,647.248
2004-07-29,652.242
2004-07-30,653.069
2004-08-02,654.726
2004-08-03,652.515
2004-08-04,650.513
2004-08-05,643.328
2004-08-06,635.42
2004-08-09,633.144
2004-08-10,640.996
2004-08-11,635.734
2004-08-12,630.791
2004-08-13,633.452
2004-08-16,640.002
2004-08-17,642.216
2004-08-18,647.096
2004-08-19,647.677
2004-08-20,648.551
2004-08-23,649.409
2004-08-24,647.044
2004-08-25,651.099
2004-08-26,652.111
2004-08-27,654.255
2004-08-30,649.653
2004-08-31,650.774
2004-09-01,653.689
2004-09-02,658.531
2004-09-03,654.785
2004-09-06,656.265
2004-09-07,658.105
2004-09-08,657.483
2004-09-09,657.665
2004-09-10,663.662
2004-09-13,666.075
2004-09-14,667.704
2004-09-15,661.427
2004-09-16,662.031
2004-09-17,664.908
2004-09-20,661.812
2004-09-21,666.57
2004-09-22,659.373
2004-09-23,658.681
2004-09-24,657.647
2004-09-27,653.967
2004-09-28,657.622
2004-09-29,662.223
2004-09-30,663.048
2004-10-01,672.74
2004-10-04,673.876
2004-10-05,674.7
2004-10-06,676.635
2004-10-07,670.095
2004-10-08,667.013
2004-10-11,667.238
2004-10-12,663.087
2004-10-13,661.274
2004-10-14,657.629
2004-10-15,660.671
2004-10-18,664.457
2004-10-19,664.053
2004-10-20,664.632
2004-10-21,666.983
2004-10-22,660.574
2004-10-25,658.226
2004-10-26,665.338
2004-10-27,675.253
2004-10-28,677.147
2004-10-29,676.634
2004-11-01,678.319
2004-11-02,680.715
2004-11-03,689.013
2004-11-04,695.133
2004-11-05,699.714
2004-11-08,699.622
2004-11-09,698.431
2004-11-10,697.204
2004-11-11,703.167
2004-11-12,708.791
2004-11-15,710.47
2004-11-16,706.669
2004-11-17,712.63
2004-11-18,712.245
2004-11-19,704.733
2004-11-22,705.187
2004-11-23,705.343
2004-11-24,708.6
2004-11-25,711.76
2004-11-26,711.461
2004-11-29,710.966
2004-11-30,706.02
2004-12-01,716.846
2004-12-02,719.506
2004-12-03,720.887
2004-12-06,720.28
2004-12-07,715.939
2004-12-08,714.616
2004-12-09,715.924
2004-12-10,714.295
2004-12-13,720.797
2004-12-14,722.839
2004-12-15,725.017
2004-12-16,722.781
2004-12-17,717.603
2004-12-20,721.411
2004-12-21,724.164
2004-12-22,727.095
2004-12-23,729.31
2004-12-24,730.697
2004-12-27,730.559
2004-12-28,734.085
2004-12-29,733.594
2004-12-30,735.058
2004-12-31,733.868
2005-01-03,729.819
2005-01-04,720.388
2005-01-05,716.744
2005-01-06,716.488
2005-01-07,716.446
2005-01-10,719.447
2005-01-11,716.157
2005-01-12,719.22
2005-01-13,713.444
2005-01-14,714.757
2005-01-17,715.904
2005-01-18,717.586
2005-01-19,713.834
2005-01-20,706.609
2005-01-21,704.445
2005-01-24,702.232
2005-01-25,704.229
2005-01-26,709.537
2005-01-27,710.21
2005-01-28,708.427
2005-01-31,713.076
2005-02-01,716.372
2005-02-02,718.717
2005-02-03,714.975
2005-02-04,721.09
2005-02-07,719.617
2005-02-08,718.58
2005-02-09,714.759
2005-02-10,718.452
2005-02-11,723.866
2005-02-14,725.977
2005-02-15,728.718
2005-02-16,727.586
2005-02-17,725.426
2005-02-18,725.559
2005-02-21,726.627
2005-02-22,721.803
2005-02-23,721.498
2005-02-24,724.159
2005-02-25,729.804
2005-02-28,727.719
2005-03-01,731.59
2005-03-02,730.381
2005-03-03,730.589
2005-03-04,737.628
2005-03-07,738.471
2005-03-08,737.905
2005-03-09,733.956
2005-03-10,733.969
2005-03-11,730.801
2005-03-14,730.506
2005-03-15,727.968
2005-03-16,724.152
2005-03-17,724.548
2005-03-18,722.297
2005-03-21,718.124
2005-03-22,715.652
2005-03-23,712.175
2005-03-24,711.842
2005-03-25,711.842
2005-03-28,711.388
2005-03-29,709.263
2005-03-30,715.959
2005-03-31,714.765
2005-04-01,711.06
2005-04-04,709.445
2005-04-05,714.783
2005-04-06,715.567
2005-04-07,720.538
2005-04-08,716.873
2005-04-11,717.839
2005-04-12,717.373
2005-04-13,713.806
2005-04-14,707.732
2005-04-15,700.491
2005-04-18,697.904
2005-04-19,702.629
2005-04-20,697.659
2005-04-21,708.08
2005-04-22,704.682
2005-04-25,706.878
2005-04-26,702.307
2005-04-27,701.591
2005-04-28,697.504
2005-04-29,702.114
2005-05-02,703.856
2005-05-03,706.245
2005-05-04,714.793
2005-05-05,714.498
2005-05-06,714.394
2005-05-09,715.822
2005-05-10,710.98
2005-05-11,711.692
2005-05-12,708.694
2005-05-13,706.999
2005-05-16,709.81
2005-05-17,713.159
2005-05-18,719.797
2005-05-19,722.414
2005-05-20,720.966
2005-05-23,724.399
2005-05-24,725.414
2005-05-25,723.264
2005-05-26,726.92
2005-05-27,728.127
2005-05-30,728.41
2005-05-31,722.614
2005-06-01,729.008
2005-06-02,731.039
2005-06-03,726.709
2005-06-06,726.984
2005-06-07,729.088
2005-06-08,728.419
2005-06-09,728.349
2005-06-10,725.695
2005-06-13,726.165
2005-06-14,727.26
2005-06-15,728.229
2005-06-16,729.976
2005-06-17,734.778
2005-06-20,734.25
2005-06-21,735.407
2005-06-22,735.338
2005-06-23,729.165
2005-06-24,724.22
2005-06-27,722.773
2005-06-28,728.162
2005-06-29,727.152
2005-06-30,723.455
2005-07-01,722.314
2005-07-04,722.025
2005-07-05,725.665
2005-07-06,724.788
2005-07-07,722.037
2005-07-08,731.351
2005-07-11,738.549
2005-07-12,741.812
2005-07-13,741.163
2005-07-14,744.337
2005-07-15,743.234
2005-07-18,741.282
2005-07-19,745.05
2005-07-20,747.673
2005-07-21,747.668
2005-07-22,749.179
2005-07-25,747.297
2005-07-26,747.01
2005-07-27,751.324
2005-07-28,756.598
2005-07-29,754.955
2005-08-01,757.51
2005-08-02,764.442
2005-08-03,767.52
2005-08-04,763.898
2005-08-05,759.451
2005-08-08,760.846
2005-08-09,765.247
2005-08-10,766.099
2005-08-11,770.437
2005-08-12,766.983
2005-08-15,766.586
2005-08-16,759.002
2005-08-17,758.392
2005-08-18,753.897
2005-08-19,755.94
2005-08-22,758.867
2005-08-23,754.96
2005-08-24,751.361
2005-08-25,751.584
2005-08-26,748.117
2005-08-29,750.641
2005-08-30,747.691
2005-08-31,755.784
2005-09-01,761.737
2005-09-02,762.179
2005-09-05,762.232
2005-09-06,770.127
2005-09-07,771.716
2005-09-08,768.474
2005-09-09,773.018
2005-09-12,770.25
2005-09-13,765.104
2005-09-14,763.964
2005-09-15,762.148
2005-09-16,766.895
2005-09-19,764.5
2005-09-20,761.328
2005-09-21,755.973
2005-09-22,755.9
2005-09-23,755.707
2005-09-26,757.804
2005-09-27,756.058
2005-09-28,758.185
2005-09-29,761.762
2005-09-30,765.86
2005-10-03,764.161
2005-10-04,761.36
2005-10-05,751.168
2005-10-06,748.473
2005-10-07,748.394
2005-10-10,746.421
2005-10-11,744.232
2005-10-12,740.967
2005-10-13,736.984
2005-10-14,743.353
2005-10-17,743.654
2005-10-18,738.259
2005-10-19,743.347
2005-10-20,738.622
2005-10-21,738.572
2005-10-24,746.933
2005-10-25,746.863
2005-10-26,745.232
2005-10-27,738.299
2005-10-28,744.289
2005-10-31,752.162
2005-11-01,750.644
2005-11-02,757.621
2005-11-03,763.633
2005-11-04,760.474
