Date,KOKUSAI INDEX (WORLD ex JP) LARGE GROWTH Large Cap
2004-05-31,669.492
2004-06-30,675.538
2004-07-30,646.65
2004-08-31,644.604
2004-09-30,656.841
2004-10-29,670.387
2004-11-30,699.722
2004-12-31,727.418
2005-01-31,706.894
2005-02-28,721.621
2005-03-31,709.038
2005-04-29,696.989
2005-05-31,717.707
2005-06-30,718.7
2005-07-29,750.06
2005-08-31,751.141
2005-09-30,761.269
2005-10-31,747.737
2005-11-30,769.024
2005-12-30,774.257
2006-01-31,802.41
2006-02-28,794.788
2006-03-31,811.686
2006-04-28,828.651
2006-05-31,802.805
2006-06-30,803.277
2006-07-31,801.222
2006-08-31,826.506
2006-09-29,838.05
2006-10-31,868.945
2006-11-30,888.762
2006-12-29,897.946
2007-01-31,912.634
2007-02-28,900.292
2007-03-30,921.544
2007-04-30,969.986
2007-05-31,1000.0
2007-06-29,996.906
2007-07-31,987.753
2007-08-31,998.875
2007-09-28,1061.581
2007-10-31,1111.038
2007-11-30,1081.364
2007-12-31,1074.014
2008-01-31,981.855
2008-02-29,991.063
2008-03-31,983.23
2008-04-30,1033.419
2008-05-30,1066.03
2008-06-30,999.141
2008-07-31,978.537
2008-08-29,964.168
2008-09-30,839.233
2008-10-31,684.218
2008-11-28,628.993
2008-12-31,646.164
2009-01-30,607.411
2009-02-27,561.417
2009-03-31,604.765
2009-04-30,656.814
2009-05-29,713.221
2009-06-30,714.605
2009-07-31,773.724
2009-08-31,786.582
2009-09-30,824.306
2009-10-30,823.553
2009-11-30,864.324
2009-12-31,883.038
2010-01-29,834.291
2010-02-26,851.011
2010-03-31,903.399
2010-04-30,901.94
2010-05-31,815.951
2010-06-30,789.75
2010-07-30,852.612
2010-08-31,822.3
2010-09-30,909.307
2010-10-29,950.849
2010-11-30,934.408
2010-12-31,995.095
2011-01-31,1007.021
2011-02-28,1035.233
2011-03-31,1035.298
2011-04-29,1085.41
2011-05-31,1068.034
2011-06-30,1050.394
2011-07-29,1043.518
2011-08-31,977.62
2011-09-30,883.03
2011-10-31,987.554
2011-11-30,971.265
2011-12-30,961.536
2012-01-31,1019.287
2012-02-29,1072.555
2012-03-30,1091.842
2012-04-30,1089.534
2012-05-31,998.633
2012-06-29,1039.931
2012-07-31,1062.356
2012-08-31,1093.547
2012-09-28,1119.686
2012-10-31,1101.676
2012-11-30,1125.244
2012-12-31,1130.328
2013-01-31,1178.741
2013-02-28,1183.201
2013-03-29,1210.2
2013-04-30,1232.361
2013-05-31,1237.215
2013-06-28,1197.658
2013-07-31,1266.557
2013-08-30,1246.623
2013-09-30,1308.557
2013-10-31,1361.742
2013-11-29,1393.186
2013-12-31,1426.271
2014-01-31,1369.564
2014-02-28,1447.701
2014-03-31,1436.419
2014-04-30,1451.698
2014-05-30,1490.659
2014-06-30,1510.751
2014-07-31,1487.205
2014-08-29,1533.761
2014-09-30,1498.996
2014-10-31,1518.791
2014-11-28,1567.67
2014-12-31,1538.469
2015-01-30,1525.367
2015-02-27,1622.643
2015-03-31,1600.585
2015-04-30,1626.165
2015-05-29,1641.865
2015-06-30,1610.566
2015-07-31,1667.022
2015-08-31,1547.145
2015-09-30,1500.575
2015-10-30,1623.963
2015-11-30,1620.339
2015-12-31,1594.275
2016-01-29,1504.37
2016-02-29,1487.732
2016-03-31,1586.788
2016-04-29,1590.296
2016-05-31,1609.176
2016-06-30,1596.903
2016-07-29,1668.503
2016-08-31,1658.105
2016-09-30,1668.744
2016-10-31,1615.171
2016-11-30,1621.8
2016-12-30,1649.606
2017-01-31,1706.723
2017-02-28,1770.658
2017-03-31,1803.741
2017-04-28,1850.648
2017-05-31,1914.849
2017-06-30,1899.246
2017-07-31,1949.914
2017-08-31,1976.767
2017-09-29,2002.488
2017-10-31,2055.903
2017-11-30,2100.679
2017-12-29,2129.077
2018-01-31,2270.443
2018-02-28,2197.269
2018-03-30,2141.926
2018-04-30,2171.12
2018-05-31,2233.792
2018-06-29,2243.836
2018-07-31,2311.763
2018-08-31,2392.644
2018-09-28,2398.031
2018-10-31,2190.362
2018-11-30,2206.347
2018-12-31,2043.227
2019-01-31,2215.822
2019-02-28,2291.624
2019-03-29,2357.11
2019-04-30,2462.952
2019-05-31,2329.513
2019-06-28,2496.087
2019-07-31,2530.118
2019-08-30,2511.003
2019-09-30,2516.966
2019-10-31,2590.038
2019-11-29,2686.628
2019-12-31,2774.538
2020-01-31,2836.079
2020-02-28,2638.867
2020-03-31,2387.451
2020-04-30,2706.636
2020-05-29,2866.133
2020-06-30,3012.136
2020-07-31,3234.336
2020-08-31,3543.336
2020-09-30,3381.533
2020-10-30,3251.26
2020-11-30,3582.205
2020-12-31,3759.83
2021-01-29,3729.443
2021-02-26,3742.227
2021-03-31,3790.833
2021-04-30,4061.556
2021-05-31,4048.345
2021-06-30,4255.306
2021-07-30,4402.955
2021-08-31,4549.924
2021-09-30,4286.923
2021-10-29,4611.499
2021-11-30,4600.831
2021-12-31,4697.351
2022-01-31,4290.304
2022-02-28,4122.994
2022-03-31,4278.574
2022-04-29,3758.513
2022-05-31,3661.144
2022-06-30,3358.037
2022-07-29,3761.604
2022-08-31,3553.672
2022-09-30,3195.194
2022-10-31,3337.22
2022-11-30,3544.94
2022-12-30,3304.603
2023-01-31,3633.064
2023-02-28,3576.096
2023-03-31,3855.428
2023-04-28,3935.487
2023-05-31,4050.654
2023-06-30,4310.462
2023-07-31,4435.908
2023-08-31,4363.805
2023-09-29,4116.762
2023-10-31,4042.105
2023-11-30,4494.603
2023-12-29,4673.72
2024-01-31,4791.003
2024-02-29,5085.662
2024-03-29,5175.23
2024-04-30,4987.573
2024-05-31,5308.481
2024-06-28,5609.168
2024-07-31,5514.676
2024-08-30,5652.549
2024-09-30,5765.446
2024-10-31,5669.478
2024-11-29,5969.582
2024-12-31,6034.888
2025-01-31,6181.611
2025-02-28,6009.743
2025-03-31,5527.274
2025-04-30,5690.233
2025-05-30,6199.097
2025-06-30,6505.974
2025-07-31,6670.609
2025-08-29,6783.916
2025-09-30,7130.497
