Date,AUSTRIA GROWTH Standard (Large+Mid Cap)
2005-09-29,1207.085
2005-09-30,1220.654
2005-10-03,1221.71
2005-10-04,1225.602
2005-10-05,1221.353
2005-10-06,1220.249
2005-10-07,1218.421
2005-10-10,1202.84
2005-10-11,1191.906
2005-10-12,1198.109
2005-10-13,1169.444
2005-10-14,1167.719
2005-10-17,1167.772
2005-10-18,1167.344
2005-10-19,1162.314
2005-10-20,1155.761
2005-10-21,1155.22
2005-10-24,1153.801
2005-10-25,1173.647
2005-10-26,1171.61
2005-10-27,1181.092
2005-10-28,1181.463
2005-10-31,1204.354
2005-11-01,1205.661
2005-11-02,1214.06
2005-11-03,1223.587
2005-11-04,1205.331
2005-11-07,1212.632
2005-11-08,1203.158
2005-11-09,1198.209
2005-11-10,1205.177
2005-11-11,1205.596
2005-11-14,1194.22
2005-11-15,1186.864
2005-11-16,1191.164
2005-11-17,1218.873
2005-11-18,1221.15
2005-11-21,1211.711
2005-11-22,1212.206
2005-11-23,1237.719
2005-11-24,1242.315
2005-11-25,1236.214
2005-11-28,1249.676
2005-11-29,1247.466
2005-11-30,1248.904
2005-12-01,1248.005
2005-12-02,1249.731
2005-12-05,1250.689
2005-12-06,1250.41
2005-12-07,1243.222
2005-12-08,1254.145
2005-12-09,1240.818
2005-12-12,1255.509
2005-12-13,1267.781
2005-12-14,1275.39
2005-12-15,1268.48
2005-12-16,1289.34
2005-12-19,1289.668
2005-12-20,1275.638
2005-12-21,1263.413
2005-12-22,1283.176
2005-12-23,1282.038
2005-12-26,1282.038
2005-12-27,1282.928
2005-12-28,1294.606
2005-12-29,1289.691
2005-12-30,1284.41
2006-01-02,1286.335
2006-01-03,1315.805
2006-01-04,1337.319
2006-01-05,1338.477
2006-01-06,1344.455
2006-01-09,1341.373
2006-01-10,1337.296
2006-01-11,1341.602
2006-01-12,1344.31
2006-01-13,1334.564
2006-01-16,1335.147
2006-01-17,1331.13
2006-01-18,1328.34
2006-01-19,1342.725
2006-01-20,1348.127
2006-01-23,1375.266
2006-01-24,1381.414
2006-01-25,1377.032
2006-01-26,1377.648
2006-01-27,1373.318
2006-01-30,1374.093
2006-01-31,1379.084
2006-02-01,1380.382
2006-02-02,1376.485
2006-02-03,1362.505
2006-02-06,1370.911
2006-02-07,1378.839
2006-02-08,1375.705
2006-02-09,1398.908
2006-02-10,1395.275
2006-02-13,1392.244
2006-02-14,1387.79
2006-02-15,1381.974
2006-02-16,1399.242
2006-02-17,1402.153
2006-02-20,1417.057
2006-02-21,1415.751
2006-02-22,1412.54
2006-02-23,1432.803
2006-02-24,1410.235
2006-02-27,1417.09
2006-02-28,1409.681
2006-03-01,1397.65
2006-03-02,1398.947
2006-03-03,1403.814
2006-03-06,1409.286
2006-03-07,1373.161
2006-03-08,1352.916
2006-03-09,1359.537
2006-03-10,1360.413
2006-03-13,1372.445
2006-03-14,1379.447
2006-03-15,1400.819
2006-03-16,1420.006
2006-03-17,1428.039
2006-03-20,1422.283
2006-03-21,1413.594
2006-03-22,1413.492
2006-03-23,1396.796
2006-03-24,1385.563
2006-03-27,1387.621
2006-03-28,1385.023
2006-03-29,1373.202
2006-03-30,1412.436
2006-03-31,1412.279
2006-04-03,1406.935
2006-04-04,1420.912
2006-04-05,1419.239
2006-04-06,1427.793
2006-04-07,1402.985
2006-04-10,1401.862
2006-04-11,1397.688
2006-04-12,1391.496
2006-04-13,1387.218
2006-04-14,1387.218
2006-04-17,1409.251
2006-04-18,1411.351
2006-04-19,1443.846
2006-04-20,1451.901
2006-04-21,1469.695
2006-04-24,1476.747
2006-04-25,1492.515
2006-04-26,1498.286
2006-04-27,1481.809
2006-04-28,1477.02
2006-05-01,1479.599
2006-05-02,1487.579
2006-05-03,1493.744
2006-05-04,1513.248
2006-05-05,1541.006
2006-05-08,1558.468
2006-05-09,1554.72
2006-05-10,1565.844
2006-05-11,1569.727
2006-05-12,1550.167
2006-05-15,1510.655
2006-05-16,1509.401
2006-05-17,1473.25
2006-05-18,1461.673
2006-05-19,1453.97
2006-05-22,1384.192
2006-05-23,1430.275
2006-05-24,1369.877
2006-05-25,1371.81
2006-05-26,1419.893
2006-05-29,1434.269
2006-05-30,1422.105
2006-05-31,1415.693
2006-06-01,1422.485
2006-06-02,1472.711
2006-06-05,1473.964
2006-06-06,1389.727
2006-06-07,1392.69
2006-06-08,1333.269
2006-06-09,1330.095
2006-06-12,1316.954
2006-06-13,1259.623
2006-06-14,1298.955
2006-06-15,1299.469
2006-06-16,1310.021
2006-06-19,1318.419
2006-06-20,1321.838
2006-06-21,1330.029
2006-06-22,1329.101
2006-06-23,1332.791
2006-06-26,1339.418
2006-06-27,1343.012
2006-06-28,1317.428
2006-06-29,1329.839
2006-06-30,1395.01
2006-07-03,1423.453
2006-07-04,1426.229
2006-07-05,1411.404
2006-07-06,1438.803
2006-07-07,1426.513
2006-07-10,1415.494
2006-07-11,1396.548
2006-07-12,1398.182
2006-07-13,1374.275
2006-07-14,1347.782
2006-07-17,1318.269
2006-07-18,1296.74
2006-07-19,1322.581
2006-07-20,1341.382
2006-07-21,1328.523
2006-07-24,1334.528
2006-07-25,1340.762
2006-07-26,1353.335
2006-07-27,1366.034
2006-07-28,1367.897
2006-07-31,1371.39
2006-08-01,1375.806
2006-08-02,1396.544
2006-08-03,1389.106
2006-08-04,1420.959
2006-08-07,1410.061
2006-08-08,1406.793
2006-08-09,1413.363
2006-08-10,1392.179
2006-08-11,1384.699
2006-08-14,1400.976
2006-08-15,1405.593
2006-08-16,1435.987
2006-08-17,1429.764
2006-08-18,1423.345
2006-08-21,1435.001
2006-08-22,1415.826
2006-08-23,1426.283
2006-08-24,1419.49
2006-08-25,1427.847
2006-08-28,1442.884
2006-08-29,1436.008
2006-08-30,1452.996
2006-08-31,1440.526
2006-09-01,1461.653
2006-09-04,1463.655
2006-09-05,1462.102
2006-09-06,1443.136
2006-09-07,1418.418
2006-09-08,1420.531
2006-09-11,1415.115
2006-09-12,1426.027
2006-09-13,1426.39
2006-09-14,1448.59
2006-09-15,1437.862
2006-09-18,1452.837
2006-09-19,1435.589
2006-09-20,1437.289
2006-09-21,1437.065
2006-09-22,1426.012
2006-09-25,1415.923
2006-09-26,1436.416
2006-09-27,1480.341
2006-09-28,1484.868
2006-09-29,1481.711
2006-10-02,1440.658
2006-10-03,1434.05
2006-10-04,1446.757
2006-10-05,1464.804
2006-10-06,1450.066
2006-10-09,1444.038
2006-10-10,1473.331
2006-10-11,1474.248
2006-10-12,1482.11
2006-10-13,1499.896
2006-10-16,1512.728
2006-10-17,1509.875
2006-10-18,1513.38
2006-10-19,1517.155
2006-10-20,1527.931
2006-10-23,1521.268
2006-10-24,1523.819
2006-10-25,1544.408
2006-10-26,1554.469
2006-10-27,1559.918
2006-10-30,1553.256
2006-10-31,1552.263
2006-11-01,1553.358
2006-11-02,1539.488
2006-11-03,1533.616
2006-11-06,1552.326
2006-11-07,1537.702
2006-11-08,1552.593
2006-11-09,1554.967
2006-11-10,1556.166
2006-11-13,1558.738
2006-11-14,1565.488
2006-11-15,1578.357
2006-11-16,1597.396
2006-11-17,1609.666
2006-11-20,1597.2
2006-11-21,1607.103
2006-11-22,1632.858
2006-11-23,1621.899
2006-11-24,1628.673
2006-11-27,1615.798
2006-11-28,1595.142
2006-11-29,1630.743
2006-11-30,1640.156
2006-12-01,1667.731
2006-12-04,1683.845
2006-12-05,1693.733
2006-12-06,1714.716
2006-12-07,1729.718
2006-12-08,1732.45
2006-12-11,1713.254
2006-12-12,1710.495
2006-12-13,1732.552
2006-12-14,1737.413
2006-12-15,1751.548
2006-12-18,1752.139
2006-12-19,1742.973
2006-12-20,1761.757
2006-12-21,1753.911
2006-12-22,1744.172
2006-12-25,1744.172
2006-12-26,1741.454
2006-12-27,1763.539
2006-12-28,1766.809
2006-12-29,1772.59
2007-01-01,1772.59
2007-01-02,1821.325
2007-01-03,1816.346
2007-01-04,1791.265
2007-01-05,1746.968
2007-01-08,1739.393
2007-01-09,1748.354
2007-01-10,1709.738
2007-01-11,1728.021
2007-01-12,1746.031
2007-01-15,1755.581
2007-01-16,1738.605
2007-01-17,1729.707
2007-01-18,1712.87
2007-01-19,1728.141
2007-01-22,1733.243
2007-01-23,1751.066
2007-01-24,1760.109
2007-01-25,1776.796
2007-01-26,1744.137
2007-01-29,1751.396
2007-01-30,1764.235
2007-01-31,1782.78
2007-02-01,1797.045
2007-02-02,1788.643
2007-02-05,1782.884
2007-02-06,1782.52
2007-02-07,1804.808
2007-02-08,1797.833
2007-02-09,1788.988
2007-02-12,1776.097
2007-02-13,1785.959
2007-02-14,1805.397
2007-02-15,1812.91
2007-02-16,1789.44
2007-02-19,1822.318
2007-02-20,1809.06
2007-02-21,1790.092
2007-02-22,1796.893
2007-02-23,1807.163
2007-02-26,1815.604
2007-02-27,1724.252
2007-02-28,1699.556
2007-03-01,1677.391
2007-03-02,1694.33
2007-03-05,1664.815
2007-03-06,1674.05
2007-03-07,1707.223
2007-03-08,1758.469
2007-03-09,1777.261
2007-03-12,1770.612
2007-03-13,1756.014
2007-03-14,1698.21
2007-03-15,1731.918
2007-03-16,1737.41
2007-03-19,1775.388
2007-03-20,1779.712
2007-03-21,1801.267
2007-03-22,1841.761
2007-03-23,1827.08
2007-03-26,1831.021
2007-03-27,1808.354
2007-03-28,1800.468
2007-03-29,1815.239
2007-03-30,1810.673
2007-04-02,1827.692
2007-04-03,1839.613
2007-04-04,1844.825
2007-04-05,1850.919
2007-04-06,1850.919
2007-04-09,1841.276
2007-04-10,1867.309
2007-04-11,1856.791
2007-04-12,1843.023
2007-04-13,1862.868
2007-04-16,1870.293
2007-04-17,1864.579
2007-04-18,1848.83
2007-04-19,1856.523
2007-04-20,1881.433
2007-04-23,1887.5
2007-04-24,1888.147
2007-04-25,1899.766
2007-04-26,1917.04
2007-04-27,1913.034
2007-04-30,1890.827
2007-05-01,1883.761
2007-05-02,1885.896
2007-05-03,1871.87
2007-05-04,1866.87
2007-05-07,1877.48
2007-05-08,1841.708
2007-05-09,1858.436
2007-05-10,1831.908
2007-05-11,1826.599
2007-05-14,1837.64
2007-05-15,1850.884
2007-05-16,1871.802
2007-05-17,1860.494
2007-05-18,1876.257
2007-05-21,1867.765
2007-05-22,1881.749
2007-05-23,1915.889
2007-05-24,1912.124
2007-05-25,1903.774
2007-05-28,1903.774
2007-05-29,1922.781
2007-05-30,1904.19
2007-05-31,1932.486
2007-06-01,1947.534
2007-06-04,1967.541
2007-06-05,1942.332
2007-06-06,1902.376
2007-06-07,1897.582
2007-06-08,1871.883
2007-06-11,1904.214
2007-06-12,1892.246
2007-06-13,1885.64
2007-06-14,1929.292
2007-06-15,1963.317
2007-06-18,1958.079
2007-06-19,1945.69
2007-06-20,1962.711
2007-06-21,1927.43
2007-06-22,1944.542
2007-06-25,1920.951
2007-06-26,1913.397
2007-06-27,1896.546
2007-06-28,1913.785
2007-06-29,1941.084
2007-07-02,1949.043
2007-07-03,1964.649
2007-07-04,1979.95
2007-07-05,1972.044
2007-07-06,1993.638
2007-07-09,2015.539
2007-07-10,2011.689
2007-07-11,1986.869
2007-07-12,2017.932
2007-07-13,2034.277
2007-07-16,2034.448
2007-07-17,2014.847
2007-07-18,2000.683
2007-07-19,2018.457
2007-07-20,2001.371
2007-07-23,2004.417
2007-07-24,1975.458
2007-07-25,1942.58
2007-07-26,1880.017
2007-07-27,1847.627
2007-07-30,1839.272
2007-07-31,1909.804
2007-08-01,1868.283
2007-08-02,1907.175
2007-08-03,1902.906
2007-08-06,1891.015
2007-08-07,1901.987
2007-08-08,1933.408
2007-08-09,1873.235
2007-08-10,1804.45
2007-08-13,1841.875
2007-08-14,1818.931
2007-08-15,1805.261
2007-08-16,1704.382
2007-08-17,1714.844
2007-08-20,1743.036
2007-08-21,1736.694
2007-08-22,1792.312
2007-08-23,1810.665
2007-08-24,1845.661
2007-08-27,1856.605
2007-08-28,1832.179
2007-08-29,1840.303
2007-08-30,1845.39
2007-08-31,1871.172
2007-09-03,1872.761
2007-09-04,1912.66
2007-09-05,1872.187
2007-09-06,1874.958
2007-09-07,1838.859
2007-09-10,1812.889
2007-09-11,1854.74
2007-09-12,1843.205
2007-09-13,1851.795
2007-09-14,1828.561
2007-09-17,1794.609
2007-09-18,1817.332
2007-09-19,1878.177
2007-09-20,1876.43
2007-09-21,1869.236
2007-09-24,1867.502
2007-09-25,1871.165
2007-09-26,1878.035
2007-09-27,1900.642
2007-09-28,1903.407
2007-10-01,1913.746
2007-10-02,1926.354
2007-10-03,1944.737
2007-10-04,1979.696
2007-10-05,2015.39
2007-10-08,1980.301
2007-10-09,1993.082
2007-10-10,1993.424
2007-10-11,2023.874
2007-10-12,2024.071
2007-10-15,2021.587
2007-10-16,1986.702
2007-10-17,2020.943
2007-10-18,1995.729
2007-10-19,1992.924
2007-10-22,1932.954
2007-10-23,1983.117
2007-10-24,1976.202
2007-10-25,2011.274
2007-10-26,2022.521
2007-10-29,2068.207
2007-10-30,2053.385
2007-10-31,2063.359
2007-11-01,2058.652
2007-11-02,2020.401
2007-11-05,1991.3
2007-11-06,1999.05
2007-11-07,1989.412
2007-11-08,2001.482
2007-11-09,1962.911
2007-11-12,1936.61
2007-11-13,1922.409
2007-11-14,1906.571
2007-11-15,1861.779
2007-11-16,1848.886
2007-11-19,1794.607
2007-11-20,1846.608
2007-11-21,1794.716
2007-11-22,1817.812
2007-11-23,1841.846
2007-11-26,1866.18
2007-11-27,1835.57
2007-11-28,1896.037
2007-11-29,1900.104
2007-11-30,1919.345
2007-12-03,1904.863
2007-12-04,1876.492
2007-12-05,1897.342
2007-12-06,1903.443
2007-12-07,1930.718
2007-12-10,1943.351
2007-12-11,1929.431
2007-12-12,1916.502
2007-12-13,1852.878
2007-12-14,1849.968
2007-12-17,1795.157
2007-12-18,1829.611
2007-12-19,1814.13
2007-12-20,1801.851
2007-12-21,1829.954
2007-12-24,1834.029
2007-12-25,1834.029
2007-12-26,1846.634
2007-12-27,1881.984
2007-12-28,1889.323
2007-12-31,1878.53
2008-01-01,1878.53
2008-01-02,1884.092
2008-01-03,1867.036
2008-01-04,1825.313
2008-01-07,1790.434
2008-01-08,1799.197
2008-01-09,1746.527
2008-01-10,1730.851
2008-01-11,1731.87
2008-01-14,1751.041
2008-01-15,1687.119
2008-01-16,1623.528
2008-01-17,1623.233
2008-01-18,1627.441
2008-01-21,1539.02
2008-01-22,1593.838
2008-01-23,1553.012
2008-01-24,1643.28
2008-01-25,1646.639
2008-01-28,1606.113
2008-01-29,1629.785
2008-01-30,1614.858
2008-01-31,1606.705
2008-02-01,1632.236
2008-02-04,1640.126
2008-02-05,1570.805
2008-02-06,1597.105
2008-02-07,1535.354
2008-02-08,1531.568
2008-02-11,1526.477
2008-02-12,1592.575
2008-02-13,1611.967
2008-02-14,1621.567
2008-02-15,1601.95
2008-02-18,1610.992
2008-02-19,1650.834
2008-02-20,1624.58
2008-02-21,1630.97
2008-02-22,1640.14
2008-02-25,1666.182
2008-02-26,1698.049
2008-02-27,1680.849
2008-02-28,1652.164
2008-02-29,1648.608
2008-03-03,1593.421
2008-03-04,1571.391
2008-03-05,1619.599
2008-03-06,1617.757
2008-03-07,1597.081
2008-03-10,1590.149
2008-03-11,1622.924
2008-03-12,1668.121
2008-03-13,1652.444
2008-03-14,1655.113
2008-03-17,1579.562
2008-03-18,1620.076
2008-03-19,1601.63
2008-03-20,1561.319
2008-03-21,1561.319
2008-03-24,1559.091
2008-03-25,1642.685
2008-03-26,1644.605
2008-03-27,1692.423
2008-03-28,1722.802
2008-03-31,1703.632
2008-04-01,1736.451
2008-04-02,1768.907
2008-04-03,1753.917
2008-04-04,1772.307
2008-04-07,1809.858
2008-04-08,1781.868
2008-04-09,1781.384
2008-04-10,1747.538
2008-04-11,1745.784
2008-04-14,1732.415
2008-04-15,1752.237
2008-04-16,1806.453
2008-04-17,1800.365
2008-04-18,1823.153
2008-04-21,1818.095
2008-04-22,1812.965
2008-04-23,1832.089
2008-04-24,1824.236
2008-04-25,1842.202
2008-04-28,1869.363
2008-04-29,1874.135
2008-04-30,1913.569
2008-05-01,1899.005
2008-05-02,1930.158
2008-05-05,1927.305
2008-05-06,1916.387
2008-05-07,1929.007
2008-05-08,1888.931
2008-05-09,1875.733
2008-05-12,1884.119
2008-05-13,1920.917
2008-05-14,1954.543
2008-05-15,1960.671
2008-05-16,1992.987
2008-05-19,2009.568
2008-05-20,1972.557
2008-05-21,1972.915
2008-05-22,1966.409
2008-05-23,1955.019
2008-05-26,1956.711
2008-05-27,1944.407
2008-05-28,1966.903
2008-05-29,1959.547
2008-05-30,1964.394
2008-06-02,1953.641
2008-06-03,1946.502
2008-06-04,1919.783
2008-06-05,1946.96
2008-06-06,1937.41
2008-06-09,1923.665
2008-06-10,1868.317
2008-06-11,1840.077
2008-06-12,1854.373
2008-06-13,1860.534
2008-06-16,1883.725
2008-06-17,1916.102
2008-06-18,1904.91
2008-06-19,1889.793
2008-06-20,1870.338
2008-06-23,1855.684
2008-06-24,1844.518
2008-06-25,1864.283
2008-06-26,1826.38
2008-06-27,1828.553
2008-06-30,1838.959
2008-07-01,1784.422
2008-07-02,1785.064
2008-07-03,1786.91
2008-07-04,1734.638
2008-07-07,1772.278
2008-07-08,1747.976
2008-07-09,1778.786
2008-07-10,1713.394
2008-07-11,1668.695
2008-07-14,1679.21
2008-07-15,1617.894
2008-07-16,1627.448
2008-07-17,1650.173
2008-07-18,1687.828
2008-07-21,1719.958
2008-07-22,1719.98
2008-07-23,1718.315
2008-07-24,1652.768
2008-07-25,1635.625
2008-07-28,1625.506
2008-07-29,1634.277
2008-07-30,1655.42
2008-07-31,1661.783
2008-08-01,1637.505
2008-08-04,1635.01
2008-08-05,1628.718
2008-08-06,1640.21
2008-08-07,1652.481
2008-08-08,1595.056
2008-08-11,1581.229
2008-08-12,1559.052
2008-08-13,1532.497
2008-08-14,1541.636
2008-08-15,1520.112
2008-08-18,1527.973
2008-08-19,1479.317
2008-08-20,1510.106
2008-08-21,1522.351
2008-08-22,1536.846
2008-08-25,1536.677
2008-08-26,1539.394
2008-08-27,1538.714
2008-08-28,1535.113
2008-08-29,1562.866
2008-09-01,1533.418
2008-09-02,1527.882
2008-09-03,1518.683
2008-09-04,1460.196
2008-09-05,1407.605
2008-09-08,1443.452
2008-09-09,1402.105
2008-09-10,1358.499
2008-09-11,1318.088
2008-09-12,1370.965
2008-09-15,1333.772
2008-09-16,1273.241
2008-09-17,1215.716
2008-09-18,1170.518
2008-09-19,1306.512
2008-09-22,1327.446
2008-09-23,1274.621
2008-09-24,1276.084
2008-09-25,1288.603
2008-09-26,1238.331
2008-09-29,1126.26
2008-09-30,1115.67
2008-10-01,1091.114
2008-10-02,1026.014
2008-10-03,1093.492
2008-10-06,974.528
2008-10-07,948.024
2008-10-08,884.56
2008-10-09,847.819
2008-10-10,770.398
2008-10-13,870.661
2008-10-14,885.14
2008-10-15,823.774
2008-10-16,778.926
2008-10-17,766.795
2008-10-20,800.818
2008-10-21,801.336
2008-10-22,749.586
2008-10-23,724.398
2008-10-24,685.601
2008-10-27,591.817
2008-10-28,613.083
2008-10-29,668.618
2008-10-30,688.542
2008-10-31,708.433
2008-11-03,738.895
2008-11-04,818.233
2008-11-05,780.088
2008-11-06,736.745
2008-11-07,786.972
2008-11-10,754.769
2008-11-11,733.644
2008-11-12,685.673
2008-11-13,664.079
2008-11-14,680.47
2008-11-17,665.716
2008-11-18,647.508
2008-11-19,625.691
2008-11-20,584.112
2008-11-21,558.736
2008-11-24,636.057
2008-11-25,703.546
2008-11-26,659.196
2008-11-27,667.934
2008-11-28,659.466
2008-12-01,608.207
2008-12-02,625.51
2008-12-03,622.711
2008-12-04,643.202
2008-12-05,588.89
2008-12-08,600.619
2008-12-09,632.438
2008-12-10,626.396
2008-12-11,638.985
2008-12-12,630.089
2008-12-15,683.318
2008-12-16,670.906
2008-12-17,716.46
2008-12-18,714.398
2008-12-19,677.707
2008-12-22,704.547
2008-12-23,710.569
2008-12-24,712.837
2008-12-25,712.837
2008-12-26,716.277
2008-12-29,727.513
2008-12-30,721.309
2008-12-31,708.866
2009-01-01,708.866
2009-01-02,764.297
2009-01-05,758.82
2009-01-06,744.85
2009-01-07,799.831
2009-01-08,779.749
2009-01-09,735.61
2009-01-12,696.258
2009-01-13,653.005
2009-01-14,612.745
2009-01-15,599.811
2009-01-16,626.339
2009-01-19,606.116
2009-01-20,580.861
2009-01-21,553.905
2009-01-22,567.496
2009-01-23,550.701
2009-01-26,595.456
2009-01-27,612.566
2009-01-28,608.505
2009-01-29,604.457
2009-01-30,591.907
2009-02-02,562.642
2009-02-03,572.501
2009-02-04,579.174
2009-02-05,582.865
2009-02-06,582.229
2009-02-09,591.936
2009-02-10,587.127
2009-02-11,567.591
2009-02-12,539.551
2009-02-13,538.383
2009-02-16,517.669
2009-02-17,483.405
2009-02-18,481.649
2009-02-19,512.417
2009-02-20,490.844
2009-02-23,506.007
2009-02-24,504.3
2009-02-25,483.945
2009-02-26,480.236
2009-02-27,471.724
2009-03-02,458.863
2009-03-03,454.473
2009-03-04,480.981
2009-03-05,454.392
2009-03-06,458.794
2009-03-09,458.298
2009-03-10,487.501
2009-03-11,483.776
2009-03-12,494.948
2009-03-13,515.94
2009-03-16,542.818
2009-03-17,543.821
2009-03-18,571.506
2009-03-19,612.459
2009-03-20,640.753
2009-03-23,657.138
2009-03-24,619.394
2009-03-25,639.929
2009-03-26,633.496
2009-03-27,625.193
2009-03-30,577.528
2009-03-31,614.573
2009-04-01,621.185
2009-04-02,665.035
2009-04-03,678.132
2009-04-06,672.821
2009-04-07,641.787
2009-04-08,617.358
2009-04-09,636.597
2009-04-10,636.597
2009-04-13,641.995
2009-04-14,654.466
2009-04-15,634.826
2009-04-16,629.222
2009-04-17,648.169
2009-04-20,630.104
2009-04-21,614.411
2009-04-22,623.338
2009-04-23,620.651
2009-04-24,665.487
2009-04-27,641.358
2009-04-28,632.952
2009-04-29,673.05
2009-04-30,713.266
2009-05-01,713.374
2009-05-04,733.779
2009-05-05,726.629
2009-05-06,736.522
2009-05-07,750.957
2009-05-08,799.9
2009-05-11,789.952
2009-05-12,780.844
2009-05-13,769.78
2009-05-14,733.451
2009-05-15,744.825
2009-05-18,742.934
2009-05-19,760.082
2009-05-20,793.052
2009-05-21,792.247
2009-05-22,799.045
2009-05-25,800.987
2009-05-26,795.188
2009-05-27,814.809
2009-05-28,791.328
2009-05-29,858.088
2009-06-01,858.239
2009-06-02,869.625
2009-06-03,843.488
2009-06-04,809.755
2009-06-05,786.767
2009-06-08,789.231
2009-06-09,812.656
2009-06-10,812.731
2009-06-11,816.503
2009-06-12,811.156
2009-06-15,772.716
2009-06-16,789.816
2009-06-17,750.722
2009-06-18,764.943
2009-06-19,789.926
2009-06-22,737.965
2009-06-23,740.056
2009-06-24,776.911
2009-06-25,773.304
2009-06-26,781.117
2009-06-29,810.34
2009-06-30,820.05
2009-07-01,834.473
2009-07-02,808.208
2009-07-03,784.232
2009-07-06,746.804
2009-07-07,759.096
2009-07-08,741.295
2009-07-09,729.957
2009-07-10,719.651
2009-07-13,738.617
2009-07-14,739.766
2009-07-15,767.83
2009-07-16,766.065
2009-07-17,768.985
2009-07-20,785.642
2009-07-21,791.04
2009-07-22,787.921
2009-07-23,800.601
2009-07-24,817.286
2009-07-27,833.908
2009-07-28,822.386
2009-07-29,798.447
2009-07-30,801.921
2009-07-31,792.244
2009-08-03,818.623
2009-08-04,816.868
2009-08-05,811.863
2009-08-06,803.678
2009-08-07,812.479
2009-08-10,803.922
2009-08-11,789.767
2009-08-12,818.768
2009-08-13,833.417
2009-08-14,823.848
2009-08-17,777.954
2009-08-18,785.561
2009-08-19,804.785
2009-08-20,825.616
2009-08-21,844.515
2009-08-24,876.864
2009-08-25,874.798
2009-08-26,833.309
2009-08-27,828.814
2009-08-28,850.892
2009-08-31,839.581
2009-09-01,825.919
2009-09-02,816.086
2009-09-03,820.979
2009-09-04,828.994
2009-09-07,845.506
2009-09-08,840.986
2009-09-09,861.279
2009-09-10,851.451
2009-09-11,861.633
2009-09-14,849.853
2009-09-15,850.57
2009-09-16,876.715
2009-09-17,880.839
2009-09-18,860.213
2009-09-21,850.808
2009-09-22,885.144
2009-09-23,882.116
2009-09-24,857.084
2009-09-25,844.651
2009-09-28,855.526
2009-09-29,836.374
2009-09-30,847.786
2009-10-01,842.651
2009-10-02,817.819
2009-10-05,813.882
2009-10-06,827.72
2009-10-07,818.808
2009-10-08,842.692
2009-10-09,844.241
2009-10-12,857.621
2009-10-13,848.966
2009-10-14,852.03
2009-10-15,863.603
2009-10-16,846.561
2009-10-19,857.872
2009-10-20,854.834
2009-10-21,852.841
2009-10-22,843.324
2009-10-23,845.693
2009-10-26,841.385
2009-10-27,813.304
2009-10-28,779.297
2009-10-29,792.988
2009-10-30,774.719
2009-11-02,777.419
2009-11-03,746.904
2009-11-04,777.889
2009-11-05,798.506
2009-11-06,778.06
2009-11-09,793.581
2009-11-10,788.858
2009-11-11,790.039
2009-11-12,793.454
2009-11-13,796.388
2009-11-16,801.604
2009-11-17,786.364
2009-11-18,814.054
2009-11-19,798.649
2009-11-20,791.192
2009-11-23,812.573
2009-11-24,807.606
2009-11-25,815.223
2009-11-26,790.222
2009-11-27,776.215
2009-11-30,763.822
2009-12-01,782.214
2009-12-02,790.952
2009-12-03,788.84
2009-12-04,790.367
2009-12-07,778.159
2009-12-08,773.252
2009-12-09,751.01
2009-12-10,750.474
2009-12-11,743.34
2009-12-14,753.887
2009-12-15,734.972
2009-12-16,733.277
2009-12-17,701.214
2009-12-18,690.262
2009-12-21,694.089
2009-12-22,682.086
2009-12-23,691.995
2009-12-24,693.178
2009-12-25,693.178
2009-12-28,702.727
2009-12-29,708.859
2009-12-30,703.035
2009-12-31,705.321
2010-01-01,705.321
2010-01-04,725.07
2010-01-05,732.35
2010-01-06,730.877
2010-01-07,737.011
2010-01-08,732.592
2010-01-11,762.74
2010-01-12,762.106
2010-01-13,752.32
2010-01-14,752.026
2010-01-15,737.246
2010-01-18,743.291
2010-01-19,736.493
2010-01-20,708.546
2010-01-21,686.956
2010-01-22,689.129
2010-01-25,684.055
2010-01-26,673.195
2010-01-27,664.63
2010-01-28,650.355
2010-01-29,650.446
2010-02-01,660.297
2010-02-02,665.658
2010-02-03,661.71
2010-02-04,640.077
2010-02-05,605.545
2010-02-08,614.375
2010-02-09,623.404
2010-02-10,643.854
2010-02-11,647.316
2010-02-12,640.225
2010-02-15,642.467
2010-02-16,652.77
2010-02-17,664.132
2010-02-18,667.652
2010-02-19,662.433
2010-02-22,661.864
2010-02-23,628.642
2010-02-24,621.979
2010-02-25,603.008
2010-02-26,619.869
2010-03-01,615.578
2010-03-02,612.779
2010-03-03,610.693
2010-03-04,582.932
2010-03-05,595.687
2010-03-08,600.347
2010-03-09,600.393
2010-03-10,610.308
2010-03-11,608.406
2010-03-12,618.664
2010-03-15,617.943
2010-03-16,631.983
2010-03-17,652.632
2010-03-18,641.355
2010-03-19,634.149
2010-03-22,630.159
2010-03-23,634.071
2010-03-24,629.944
2010-03-25,646.139
2010-03-26,648.218
2010-03-29,658.372
2010-03-30,643.789
2010-03-31,652.464
2010-04-01,660.977
2010-04-02,660.977
2010-04-05,659.463
2010-04-06,662.73
2010-04-07,662.499
2010-04-08,663.804
2010-04-09,680.588
2010-04-12,693.041
2010-04-13,681.457
2010-04-14,696.311
2010-04-15,696.673
2010-04-16,689.627
2010-04-19,675.153
2010-04-20,699.84
2010-04-21,689.712
2010-04-22,682.99
2010-04-23,697.573
2010-04-26,702.577
2010-04-27,689.83
2010-04-28,664.769
2010-04-29,663.889
2010-04-30,676.597
2010-05-03,678.349
