Date,AUSTRIA GROWTH Standard (Large+Mid Cap)
2001-07-17,415.958
2001-07-18,429.928
2001-07-19,432.245
2001-07-20,431.006
2001-07-23,429.703
2001-07-24,434.844
2001-07-25,436.996
2001-07-26,436.278
2001-07-27,441.342
2001-07-30,437.652
2001-07-31,430.626
2001-08-01,432.365
2001-08-02,426.911
2001-08-03,423.272
2001-08-06,424.545
2001-08-07,422.79
2001-08-08,422.275
2001-08-09,425.016
2001-08-10,431.453
2001-08-13,435.762
2001-08-14,432.169
2001-08-15,438.767
2001-08-16,439.671
2001-08-17,439.413
2001-08-20,437.474
2001-08-21,437.079
2001-08-22,440.181
2001-08-23,437.774
2001-08-24,435.953
2001-08-27,434.349
2001-08-28,434.57
2001-08-29,434.697
2001-08-30,430.114
2001-08-31,432.674
2001-09-03,429.461
2001-09-04,424.108
2001-09-05,420.176
2001-09-06,418.175
2001-09-07,423.893
2001-09-10,417.971
2001-09-11,421.627
2001-09-12,420.139
2001-09-13,423.129
2001-09-14,424.899
2001-09-17,420.125
2001-09-18,418.812
2001-09-19,424.965
2001-09-20,426.337
2001-09-21,409.011
2001-09-24,409.082
2001-09-25,411.874
2001-09-26,415.899
2001-09-27,425.812
2001-09-28,410.931
2001-10-01,420.327
2001-10-02,418.792
2001-10-03,418.711
2001-10-04,412.752
2001-10-05,406.956
2001-10-08,401.356
2001-10-09,397.62
2001-10-10,388.655
2001-10-11,382.46
2001-10-12,393.953
2001-10-15,390.558
2001-10-16,401.665
2001-10-17,403.096
2001-10-18,399.987
2001-10-19,380.854
2001-10-22,367.118
2001-10-23,365.817
2001-10-24,355.162
2001-10-25,350.714
2001-10-26,349.168
2001-10-29,350.083
2001-10-30,346.861
2001-10-31,355.639
2001-11-01,357.91
2001-11-02,359.666
2001-11-05,355.719
2001-11-06,361.45
2001-11-07,368.741
2001-11-08,365.69
2001-11-09,361.945
2001-11-12,364.581
2001-11-13,357.712
2001-11-14,360.758
2001-11-15,366.225
2001-11-16,364.696
2001-11-19,350.278
2001-11-20,352.104
2001-11-21,349.831
2001-11-22,353.586
2001-11-23,352.826
2001-11-26,348.008
2001-11-27,352.847
2001-11-28,361.729
2001-11-29,371.067
2001-11-30,375.64
2001-12-03,374.85
2001-12-04,377.045
2001-12-05,379.713
2001-12-06,386.512
2001-12-07,389.745
2001-12-10,387.668
2001-12-11,380.956
2001-12-12,386.462
2001-12-13,389.576
2001-12-14,388.023
2001-12-17,384.89
2001-12-18,381.287
2001-12-19,377.4
2001-12-20,370.433
2001-12-21,377.399
2001-12-24,373.633
2001-12-25,373.633
2001-12-26,373.952
2001-12-27,387.144
2001-12-28,378.968
2001-12-31,382.664
2002-01-01,382.664
2002-01-02,384.801
2002-01-03,386.316
2002-01-04,383.704
2002-01-07,377.837
2002-01-08,373.004
2002-01-09,370.778
2002-01-10,370.139
2002-01-11,369.578
2002-01-14,369.08
2002-01-15,372.51
2002-01-16,367.606
2002-01-17,370.192
2002-01-18,371.128
2002-01-21,376.77
2002-01-22,379.783
2002-01-23,380.352
2002-01-24,379.457
2002-01-25,372.467
2002-01-28,374.848
2002-01-29,375.14
2002-01-30,376.893
2002-01-31,381.115
2002-02-01,380.42
2002-02-04,386.981
2002-02-05,388.119
2002-02-06,386.647
2002-02-07,393.695
2002-02-08,399.177
2002-02-11,403.748
2002-02-12,403.914
2002-02-13,405.297
2002-02-14,407.298
2002-02-15,405.359
2002-02-18,401.761
2002-02-19,407.214
2002-02-20,407.466
2002-02-21,407.263
2002-02-22,413.075
2002-02-25,408.567
2002-02-26,403.361
2002-02-27,398.236
2002-02-28,389.008
2002-03-01,391.013
2002-03-04,404.356
2002-03-05,405.014
2002-03-06,403.94
2002-03-07,403.042
2002-03-08,406.352
2002-03-11,408.209
2002-03-12,408.889
2002-03-13,405.924
2002-03-14,406.477
2002-03-15,409.913
2002-03-18,409.644
2002-03-19,410.586
2002-03-20,412.907
2002-03-21,411.846
2002-03-22,419.729
2002-03-25,423.122
2002-03-26,421.868
2002-03-27,425.909
2002-03-28,429.223
2002-03-29,429.223
2002-04-01,432.741
2002-04-02,438.216
2002-04-03,436.738
2002-04-04,428.564
2002-04-05,436.046
2002-04-08,435.407
2002-04-09,433.309
2002-04-10,438.778
2002-04-11,442.453
2002-04-12,441.295
2002-04-15,443.211
2002-04-16,442.59
2002-04-17,450.023
2002-04-18,448.333
2002-04-19,446.15
2002-04-22,443.037
2002-04-23,446.089
2002-04-24,443.107
2002-04-25,445.995
2002-04-26,444.21
2002-04-29,460.245
2002-04-30,465.33
2002-05-01,467.964
2002-05-02,472.065
2002-05-03,475.511
2002-05-06,478.721
2002-05-07,470.222
2002-05-08,466.311
2002-05-09,466.209
2002-05-10,464.961
2002-05-13,462.422
2002-05-14,454.017
2002-05-15,455.457
2002-05-16,456.269
2002-05-17,460.219
2002-05-20,460.369
2002-05-21,451.073
2002-05-22,454.146
2002-05-23,453.046
2002-05-24,448.548
2002-05-27,449.273
2002-05-28,459.582
2002-05-29,459.533
2002-05-30,462.269
2002-05-31,451.111
2002-06-03,455.042
2002-06-04,452.621
2002-06-05,443.103
2002-06-06,448.455
2002-06-07,439.465
2002-06-10,440.168
2002-06-11,434.767
2002-06-12,433.097
2002-06-13,431.31
2002-06-14,429.308
2002-06-17,423.057
2002-06-18,421.066
2002-06-19,423.875
2002-06-20,429.591
2002-06-21,432.998
2002-06-24,437.249
2002-06-25,436.028
2002-06-26,440.287
2002-06-27,443.123
2002-06-28,443.974
2002-07-01,451.853
2002-07-02,441.422
2002-07-03,432.304
2002-07-04,435.184
2002-07-05,437.358
2002-07-08,440.009
2002-07-09,442.72
2002-07-10,439.304
2002-07-11,440.047
2002-07-12,441.034
2002-07-15,449.49
2002-07-16,456.944
2002-07-17,461.796
2002-07-18,465.375
2002-07-19,459.785
2002-07-22,456.085
2002-07-23,431.9
2002-07-24,410.6
2002-07-25,427.926
2002-07-26,425.719
2002-07-29,430.475
2002-07-30,434.051
2002-07-31,425.146
2002-08-01,425.251
2002-08-02,411.207
2002-08-05,410.012
2002-08-06,402.619
2002-08-07,411.806
2002-08-08,412.707
2002-08-09,414.64
2002-08-12,408.653
2002-08-13,408.901
2002-08-14,416.471
2002-08-15,413.369
2002-08-16,414.507
2002-08-19,396.206
2002-08-20,387.08
2002-08-21,394.993
2002-08-22,397.885
2002-08-23,394.722
2002-08-26,394.796
2002-08-27,412.153
2002-08-28,402.611
2002-08-29,399.67
2002-08-30,410.066
2002-09-02,409.316
2002-09-03,405.369
2002-09-04,411.354
2002-09-05,407.664
2002-09-06,405.498
2002-09-09,411.205
2002-09-10,410.027
2002-09-11,415.473
2002-09-12,408.064
2002-09-13,405.768
2002-09-16,400.556
2002-09-17,400.924
2002-09-18,399.547
2002-09-19,395.227
2002-09-20,386.385
2002-09-23,383.763
2002-09-24,376.554
2002-09-25,383.641
2002-09-26,382.117
2002-09-27,380.796
2002-09-30,382.183
2002-10-01,381.926
2002-10-02,391.578
2002-10-03,383.688
2002-10-04,367.813
2002-10-07,349.892
2002-10-08,352.255
2002-10-09,353.182
2002-10-10,349.168
2002-10-11,349.72
2002-10-14,347.357
2002-10-15,350.582
2002-10-16,353.567
2002-10-17,366.582
2002-10-18,361.937
2002-10-21,366.667
2002-10-22,371.627
2002-10-23,367.421
2002-10-24,365.044
2002-10-25,360.982
2002-10-28,365.742
2002-10-29,361.237
2002-10-30,355.05
2002-10-31,366.346
2002-11-01,368.622
2002-11-04,368.5
2002-11-05,376.88
2002-11-06,380.028
2002-11-07,379.913
2002-11-08,382.43
2002-11-11,382.254
2002-11-12,381.176
2002-11-13,385.075
2002-11-14,382.026
2002-11-15,382.831
2002-11-18,381.144
2002-11-19,379.804
2002-11-20,383.433
2002-11-21,376.948
2002-11-22,376.49
2002-11-25,375.495
2002-11-26,376.214
2002-11-27,376.237
2002-11-28,377.52
2002-11-29,374.203
2002-12-02,384.266
2002-12-03,387.178
2002-12-04,393.153
2002-12-05,397.398
2002-12-06,397.27
2002-12-09,394.233
2002-12-10,400.082
2002-12-11,401.081
2002-12-12,404.383
2002-12-13,407.929
2002-12-16,407.833
2002-12-17,412.944
2002-12-18,411.138
2002-12-19,411.352
2002-12-20,427.74
2002-12-23,424.561
2002-12-24,426.318
2002-12-25,426.318
2002-12-26,427.393
2002-12-27,424.719
2002-12-30,431.885
2002-12-31,433.579
2003-01-01,433.579
2003-01-02,426.314
2003-01-03,430.967
2003-01-06,433.614
2003-01-07,432.234
2003-01-08,424.734
2003-01-09,437.304
2003-01-10,435.865
2003-01-13,436.898
2003-01-14,449.127
2003-01-15,449.602
2003-01-16,449.664
2003-01-17,444.223
2003-01-20,442.197
2003-01-21,445.59
2003-01-22,438.893
2003-01-23,446.631
2003-01-24,456.523
2003-01-27,452.112
2003-01-28,455.337
2003-01-29,448.847
2003-01-30,437.366
2003-01-31,439.113
2003-02-03,438.587
2003-02-04,443.889
2003-02-05,450.21
2003-02-06,458.801
2003-02-07,457.775
2003-02-10,450.316
2003-02-11,438.655
2003-02-12,431.664
2003-02-13,440.665
2003-02-14,438.523
2003-02-17,445.596
2003-02-18,440.272
2003-02-19,439.488
2003-02-20,437.424
2003-02-21,438.262
2003-02-24,435.662
2003-02-25,434.85
2003-02-26,439.142
2003-02-27,443.67
2003-02-28,443.927
2003-03-03,450.014
2003-03-04,447.441
2003-03-05,449.308
2003-03-06,445.698
2003-03-07,441.916
2003-03-10,440.041
2003-03-11,436.579
2003-03-12,433.903
2003-03-13,433.505
2003-03-14,429.831
2003-03-17,425.822
2003-03-18,432.334
2003-03-19,426.334
2003-03-20,428.296
2003-03-21,428.89
2003-03-24,437.218
2003-03-25,440.633
2003-03-26,445.338
2003-03-27,443.927
2003-03-28,446.187
2003-03-31,450.924
2003-04-01,452.166
2003-04-02,455.462
2003-04-03,450.759
2003-04-04,452.91
2003-04-07,464.044
2003-04-08,461.927
2003-04-09,458.215
2003-04-10,455.659
2003-04-11,453.77
2003-04-14,454.465
2003-04-15,450.353
2003-04-16,444.9
2003-04-17,451.54
2003-04-18,451.54
2003-04-21,449.593
2003-04-22,447.026
2003-04-23,457.788
2003-04-24,460.744
2003-04-25,460.382
2003-04-28,464.2
2003-04-29,466.394
2003-04-30,474.423
2003-05-01,478.78
2003-05-02,477.794
2003-05-05,480.893
2003-05-06,485.883
2003-05-07,491.612
2003-05-08,490.39
2003-05-09,493.113
2003-05-12,509.382
2003-05-13,511.76
2003-05-14,518.972
2003-05-15,522.178
2003-05-16,528.536
2003-05-19,528.953
2003-05-20,524.083
2003-05-21,528.698
2003-05-22,529.299
2003-05-23,534.947
2003-05-26,537.796
2003-05-27,533.826
2003-05-28,527.613
2003-05-29,531.523
2003-05-30,506.552
2003-06-02,518.274
2003-06-03,518.246
2003-06-04,511.381
2003-06-05,520.919
2003-06-06,512.635
2003-06-09,515.419
2003-06-10,510.793
2003-06-11,515.202
2003-06-12,511.48
2003-06-13,518.864
2003-06-16,523.756
2003-06-17,523.154
2003-06-18,524.102
2003-06-19,523.811
2003-06-20,522.42
2003-06-23,516.851
2003-06-24,514.821
2003-06-25,513.225
2003-06-26,515.82
2003-06-27,519.488
2003-06-30,515.055
2003-07-01,525.319
2003-07-02,533.534
2003-07-03,526.393
2003-07-04,527.844
2003-07-07,536.003
2003-07-08,524.978
2003-07-09,527.112
2003-07-10,517.289
2003-07-11,514.799
2003-07-14,518.905
2003-07-15,520.853
2003-07-16,520.551
2003-07-17,516.946
2003-07-18,519.172
2003-07-21,520.68
2003-07-22,514.085
2003-07-23,526.939
2003-07-24,522.016
2003-07-25,526.77
2003-07-28,523.789
2003-07-29,525.136
2003-07-30,517.673
2003-07-31,505.8
2003-08-01,504.922
2003-08-04,507.598
2003-08-05,513.355
2003-08-06,510.279
2003-08-07,513.131
2003-08-08,509.203
2003-08-11,507.551
2003-08-12,509.742
2003-08-13,507.398
2003-08-14,505.266
2003-08-15,504.907
2003-08-18,499.321
2003-08-19,499.341
2003-08-20,498.858
2003-08-21,493.348
2003-08-22,490.539
2003-08-25,494.34
2003-08-26,499.481
2003-08-27,499.502
2003-08-28,500.323
2003-08-29,495.08
2003-09-01,496.53
2003-09-02,491.996
2003-09-03,486.015
2003-09-04,487.729
2003-09-05,493.92
2003-09-08,500.568
2003-09-09,500.699
2003-09-10,500.115
2003-09-11,502.66
2003-09-12,508.102
2003-09-15,504.09
2003-09-16,499.786
2003-09-17,501.273
2003-09-18,503.448
2003-09-19,506.876
2003-09-22,512.74
2003-09-23,511.517
2003-09-24,507.735
2003-09-25,507.881
2003-09-26,505.931
2003-09-29,509.532
2003-09-30,514.651
2003-10-01,515.323
2003-10-02,515.527
2003-10-03,513.635
2003-10-06,521.776
2003-10-07,529.293
2003-10-08,533.646
2003-10-09,527.651
2003-10-10,527.188
2003-10-13,526.288
2003-10-14,528.117
2003-10-15,523.98
2003-10-16,526.526
2003-10-17,522.147
2003-10-20,525.238
2003-10-21,527.228
2003-10-22,531.791
2003-10-23,529.543
2003-10-24,528.955
2003-10-27,525.932
2003-10-28,523.741
2003-10-29,524.291
2003-10-30,525.013
2003-10-31,521.866
2003-11-03,519.901
2003-11-04,524.24
2003-11-05,521.194
2003-11-06,517.107
2003-11-07,523.466
2003-11-10,521.72
2003-11-11,519.933
2003-11-12,526.699
2003-11-13,533.243
2003-11-14,538.11
2003-11-17,536.755
2003-11-18,545.808
2003-11-19,553.001
2003-11-20,546.799
2003-11-21,551.019
2003-11-24,551.217
2003-11-25,552.954
2003-11-26,557.157
2003-11-27,559.54
2003-11-28,566.506
2003-12-01,568.401
2003-12-02,575.716
2003-12-03,571.945
2003-12-04,567.411
2003-12-05,572.927
2003-12-08,576.537
2003-12-09,579.216
2003-12-10,573.219
2003-12-11,565.367
2003-12-12,579.188
2003-12-15,580.825
2003-12-16,573.301
2003-12-17,575.005
2003-12-18,582.068
2003-12-19,592.621
2003-12-22,598.306
2003-12-23,608.047
2003-12-24,609.761
2003-12-25,609.761
2003-12-26,609.516
2003-12-29,612.109
2003-12-30,610.457
2003-12-31,614.501
2004-01-01,614.501
2004-01-02,621.653
2004-01-05,641.337
2004-01-06,645.183
2004-01-07,651.65
2004-01-08,655.786
2004-01-09,656.773
2004-01-12,654.349
2004-01-13,661.047
2004-01-14,665.261
2004-01-15,664.369
2004-01-16,658.952
2004-01-19,660.546
2004-01-20,658.637
2004-01-21,666.739
2004-01-22,691.298
2004-01-23,688.616
2004-01-26,674.035
2004-01-27,685.781
2004-01-28,689.259
2004-01-29,666.764
2004-01-30,665.857
2004-02-02,675.113
2004-02-03,679.81
2004-02-04,682.283
2004-02-05,683.79
2004-02-06,693.298
2004-02-09,703.336
2004-02-10,705.692
2004-02-11,710.101
2004-02-12,721.015
2004-02-13,732.886
2004-02-16,734.709
2004-02-17,731.579
2004-02-18,729.142
2004-02-19,716.419
2004-02-20,712.457
2004-02-23,713.973
2004-02-24,717.758
2004-02-25,713.121
2004-02-26,708.581
2004-02-27,705.888
2004-03-01,705.95
2004-03-02,704.086
2004-03-03,697.457
2004-03-04,710.705
2004-03-05,719.241
2004-03-08,721.1
2004-03-09,723.45
2004-03-10,711.067
2004-03-11,708.943
2004-03-12,701.049
2004-03-15,693.179
2004-03-16,706.311
2004-03-17,708.446
2004-03-18,711.464
2004-03-19,716.44
2004-03-22,697.704
2004-03-23,710.018
2004-03-24,729.554
2004-03-25,727.505
2004-03-26,716.865
2004-03-29,719.227
2004-03-30,715.057
2004-03-31,729.725
2004-04-01,748.248
2004-04-02,746.874
2004-04-05,753.808
2004-04-06,750.639
2004-04-07,766.152
2004-04-08,765.685
2004-04-09,765.685
2004-04-12,763.535
2004-04-13,756.855
2004-04-14,745.853
2004-04-15,740.459
2004-04-16,748.436
2004-04-19,748.265
2004-04-20,741.791
2004-04-21,740.505
2004-04-22,733.473
2004-04-23,734.953
2004-04-26,735.901
2004-04-27,739.094
2004-04-28,736.461
2004-04-29,746.354
2004-04-30,742.117
2004-05-03,736.61
2004-05-04,749.502
2004-05-05,749.688
2004-05-06,728.588
2004-05-07,722.48
2004-05-10,692.678
2004-05-11,695.524
2004-05-12,707.503
2004-05-13,703.917
2004-05-14,682.333
2004-05-17,681.362
2004-05-18,685.654
2004-05-19,708.512
2004-05-20,702.212
2004-05-21,703.837
2004-05-24,708.065
2004-05-25,707.082
2004-05-26,711.455
2004-05-27,726.671
2004-05-28,743.946
2004-05-31,743.946
2004-06-01,728.823
2004-06-02,730.861
2004-06-03,730.663
2004-06-04,737.919
2004-06-07,747.289
2004-06-08,746.859
2004-06-09,732.011
2004-06-10,732.072
2004-06-11,731.971
2004-06-14,737.747
2004-06-15,739.884
2004-06-16,742.555
2004-06-17,754.373
2004-06-18,764.634
2004-06-21,782.18
2004-06-22,771.237
2004-06-23,771.255
2004-06-24,777.307
2004-06-25,771.326
2004-06-28,784.922
2004-06-29,784.681
2004-06-30,786.43
2004-07-01,788.752
2004-07-02,808.951
2004-07-05,800.292
2004-07-06,793.073
2004-07-07,802.652
2004-07-08,812.191
2004-07-09,817.145
2004-07-12,810.684
2004-07-13,807.569
2004-07-14,801.682
2004-07-15,797.987
2004-07-16,815.189
2004-07-19,805.147
2004-07-20,807.908
2004-07-21,791.542
2004-07-22,782.123
2004-07-23,784.721
2004-07-26,784.588
2004-07-27,791.718
2004-07-28,795.083
2004-07-29,789.318
2004-07-30,790.231
2004-08-02,785.21
2004-08-03,788.043
2004-08-04,788.576
2004-08-05,787.341
2004-08-06,787.341
2004-08-09,782.07
2004-08-10,789.712
2004-08-11,782.879
2004-08-12,790.631
2004-08-13,803.181
2004-08-16,829.305
2004-08-17,816.892
2004-08-18,823.505
2004-08-19,763.078
2004-08-20,752.382
2004-08-23,745.064
2004-08-24,753.492
2004-08-25,757.765
2004-08-26,760.892
2004-08-27,765.396
2004-08-30,757.398
2004-08-31,760.892
2004-09-01,765.787
2004-09-02,764.052
2004-09-03,762.098
2004-09-06,765.981
2004-09-07,765.23
2004-09-08,767.121
2004-09-09,764.537
2004-09-10,771.844
2004-09-13,760.71
2004-09-14,759.515
2004-09-15,746.795
2004-09-16,753.784
2004-09-17,766.938
2004-09-20,762.443
2004-09-21,775.598
2004-09-22,774.09
2004-09-23,777.843
2004-09-24,768.238
2004-09-27,775.074
2004-09-28,771.119
2004-09-29,780.261
2004-09-30,779.911
2004-10-01,780.755
2004-10-04,778.568
2004-10-05,785.926
2004-10-06,794.964
2004-10-07,788.396
2004-10-08,798.855
2004-10-11,800.551
2004-10-12,788.052
2004-10-13,789.044
2004-10-14,794.158
2004-10-15,799.91
2004-10-18,803.993
2004-10-19,806.831
2004-10-20,809.596
2004-10-21,812.108
2004-10-22,819.825
2004-10-25,819.693
2004-10-26,819.628
2004-10-27,820.469
2004-10-28,829.151
2004-10-29,834.84
2004-11-01,836.448
2004-11-02,848.864
2004-11-03,853.045
2004-11-04,860.664
2004-11-05,858.911
2004-11-08,864.034
2004-11-09,860.175
2004-11-10,862.423
2004-11-11,873.159
2004-11-12,870.92
2004-11-15,865.245
2004-11-16,868.664
2004-11-17,885.07
2004-11-18,896.486
2004-11-19,896.781
2004-11-22,892.559
2004-11-23,896.408
2004-11-24,912.359
2004-11-25,920.918
2004-11-26,922.185
2004-11-29,935.08
2004-11-30,932.428
2004-12-01,952.786
2004-12-02,958.988
2004-12-03,960.602
2004-12-06,960.241
2004-12-07,968.738
2004-12-08,957.159
2004-12-09,945.611
2004-12-10,939.618
2004-12-13,959.139
2004-12-14,966.201
2004-12-15,983.081
2004-12-16,963.214
2004-12-17,965.071
2004-12-20,984.949
2004-12-21,982.811
2004-12-22,982.515
2004-12-23,990.055
2004-12-24,992.621
2004-12-27,1004.153
2004-12-28,1003.22
2004-12-29,999.493
2004-12-30,1004.454
2004-12-31,1001.69
2005-01-03,1001.067
2005-01-04,994.269
2005-01-05,984.213
2005-01-06,976.466
2005-01-07,975.125
2005-01-10,969.33
2005-01-11,968.503
2005-01-12,978.8
2005-01-13,967.002
2005-01-14,961.799
2005-01-17,971.99
2005-01-18,970.848
2005-01-19,962.423
2005-01-20,951.508
2005-01-21,964.753
2005-01-24,965.139
2005-01-25,962.221
2005-01-26,974.133
2005-01-27,976.882
2005-01-28,967.503
2005-01-31,965.298
2005-02-01,974.447
2005-02-02,978.582
2005-02-03,976.255
2005-02-04,987.813
2005-02-07,976.146
2005-02-08,971.917
2005-02-09,975.8
2005-02-10,970.684
2005-02-11,974.179
2005-02-14,987.572
2005-02-15,992.408
2005-02-16,993.689
2005-02-17,999.488
2005-02-18,1001.245
2005-02-21,992.548
2005-02-22,994.824
2005-02-23,983.037
2005-02-24,996.542
2005-02-25,1018.508
2005-02-28,1037.003
2005-03-01,1036.66
2005-03-02,1031.599
2005-03-03,1048.914
2005-03-04,1059.783
2005-03-07,1060.905
2005-03-08,1056.631
2005-03-09,1051.34
2005-03-10,1058.694
2005-03-11,1061.296
2005-03-14,1038.654
2005-03-15,1047.181
2005-03-16,1039.678
2005-03-17,1030.756
2005-03-18,1016.547
2005-03-21,994.27
2005-03-22,1016.307
2005-03-23,990.597
2005-03-24,996.079
2005-03-25,996.079
2005-03-28,989.088
2005-03-29,1000.71
2005-03-30,1004.291
2005-03-31,1008.46
2005-04-01,1010.393
2005-04-04,1000.5
2005-04-05,1007.842
2005-04-06,1013.635
2005-04-07,1007.568
2005-04-08,1011.306
2005-04-11,1016.673
2005-04-12,1006.951
2005-04-13,1016.312
2005-04-14,1001.889
2005-04-15,995.573
2005-04-18,976.927
2005-04-19,984.774
2005-04-20,995.514
2005-04-21,1003.396
2005-04-22,1012.215
2005-04-25,1004.009
2005-04-26,1006.207
2005-04-27,989.199
2005-04-28,978.541
2005-04-29,976.508
2005-05-02,971.042
2005-05-03,971.074
2005-05-04,970.81
2005-05-05,969.649
2005-05-06,961.559
2005-05-09,979.259
2005-05-10,971.84
2005-05-11,963.685
2005-05-12,955.949
2005-05-13,949.649
2005-05-16,947.771
2005-05-17,946.885
2005-05-18,959.579
2005-05-19,961.034
2005-05-20,970.121
2005-05-23,976.339
2005-05-24,972.015
2005-05-25,967.493
2005-05-26,961.963
2005-05-27,980.325
2005-05-30,980.656
2005-05-31,982.612
2005-06-01,986.19
2005-06-02,992.731
2005-06-03,994.802
2005-06-06,1004.656
2005-06-07,1013.638
2005-06-08,1022.142
2005-06-09,1019.175
2005-06-10,1012.943
2005-06-13,1008.538
2005-06-14,1006.242
2005-06-15,1011.82
2005-06-16,1015.324
2005-06-17,1026.709
2005-06-20,1021.661
2005-06-21,1015.378
2005-06-22,1011.189
2005-06-23,998.082
2005-06-24,989.49
2005-06-27,1002.583
2005-06-28,1006.181
2005-06-29,1007.437
2005-06-30,1009.653
2005-07-01,1015.529
2005-07-04,1006.905
2005-07-05,1008.772
2005-07-06,1003.381
2005-07-07,1000.664
2005-07-08,1005.5
2005-07-11,1014.414
2005-07-12,1017.888
2005-07-13,1012.492
2005-07-14,1016.258
2005-07-15,1011.331
2005-07-18,1017.209
2005-07-19,1016.488
2005-07-20,1021.467
2005-07-21,1024.923
2005-07-22,1026.182
2005-07-25,1028.901
2005-07-26,1013.043
2005-07-27,1020.069
2005-07-28,1024.814
2005-07-29,1043.48
2005-08-01,1068.938
2005-08-02,1068.076
2005-08-03,1094.69
2005-08-04,1105.025
2005-08-05,1096.141
2005-08-08,1101.281
2005-08-09,1103.547
2005-08-10,1112.462
2005-08-11,1111.274
2005-08-12,1110.525
2005-08-15,1104.585
2005-08-16,1106.449
2005-08-17,1108.174
2005-08-18,1097.844
2005-08-19,1095.089
2005-08-22,1103.522
2005-08-23,1104.882
2005-08-24,1100.77
2005-08-25,1105.321
2005-08-26,1107.104
2005-08-29,1104.691
2005-08-30,1098.612
2005-08-31,1113.438
2005-09-01,1135.148
2005-09-02,1157.757
2005-09-05,1147.181
2005-09-06,1147.339
2005-09-07,1144.702
2005-09-08,1147.024
2005-09-09,1148.829
2005-09-12,1132.922
2005-09-13,1129.587
2005-09-14,1128.265
2005-09-15,1121.651
2005-09-16,1125.813
2005-09-19,1109.836
2005-09-20,1109.229
2005-09-21,1093.413
2005-09-22,1079.424
2005-09-23,1075.443
2005-09-26,1067.616
2005-09-27,1065.199
2005-09-28,1073.936
2005-09-29,1074.86
2005-09-30,1086.942
2005-10-03,1087.883
2005-10-04,1091.349
2005-10-05,1087.565
2005-10-06,1086.582
2005-10-07,1084.954
2005-10-10,1071.08
2005-10-11,1061.343
2005-10-12,1066.867
2005-10-13,1041.342
2005-10-14,1039.806
2005-10-17,1039.853
2005-10-18,1039.472
2005-10-19,1034.993
2005-10-20,1029.158
