Date,NETHERLANDS IMI VALUE IMI (Large+Mid+Small Cap)
2005-11-08,564.83
2005-11-09,562.87
2005-11-10,570.034
2005-11-11,575.488
2005-11-14,577.097
2005-11-15,574.573
2005-11-16,571.168
2005-11-17,578.669
2005-11-18,580.94
2005-11-21,584.198
2005-11-22,583.742
2005-11-23,590.121
2005-11-24,586.806
2005-11-25,585.284
2005-11-28,589.923
2005-11-29,591.344
2005-11-30,592.677
2005-12-01,596.79
2005-12-02,600.502
2005-12-05,604.373
2005-12-06,611.175
2005-12-07,606.557
2005-12-08,610.23
2005-12-09,610.108
2005-12-12,619.368
2005-12-13,618.308
2005-12-14,620.525
2005-12-15,617.91
2005-12-16,626.21
2005-12-19,626.331
2005-12-20,621.009
2005-12-21,621.404
2005-12-22,624.205
2005-12-23,625.147
2005-12-26,625.147
2005-12-27,626.626
2005-12-28,627.815
2005-12-29,626.671
2005-12-30,617.814
2006-01-02,622.785
2006-01-03,633.141
2006-01-04,644.205
2006-01-05,641.577
2006-01-06,646.2
2006-01-09,643.932
2006-01-10,636.157
2006-01-11,641.469
2006-01-12,640.403
2006-01-13,632.922
2006-01-16,634.624
2006-01-17,627.098
2006-01-18,620.075
2006-01-19,624.83
2006-01-20,617.052
2006-01-23,624.712
2006-01-24,623.108
2006-01-25,632.775
2006-01-26,640.519
2006-01-27,642.592
2006-01-30,640.394
2006-01-31,643.253
2006-02-01,648.652
2006-02-02,643.67
2006-02-03,641.887
2006-02-06,644.374
2006-02-07,647.443
2006-02-08,649.586
2006-02-09,657.696
2006-02-10,655.94
2006-02-13,660.069
2006-02-14,661.586
2006-02-15,662.493
2006-02-16,665.99
2006-02-17,672.548
2006-02-20,675.335
2006-02-21,673.387
2006-02-22,675.373
2006-02-23,676.715
2006-02-24,674.544
2006-02-27,678.123
2006-02-28,670.039
2006-03-01,673.177
2006-03-02,670.086
2006-03-03,668.282
2006-03-06,675.242
2006-03-07,664.812
2006-03-08,661.136
2006-03-09,664.501
2006-03-10,668.587
2006-03-13,678.169
2006-03-14,685.607
2006-03-15,689.181
2006-03-16,696.641
2006-03-17,699.993
2006-03-20,707.404
2006-03-21,707.595
2006-03-22,711.173
2006-03-23,705.542
2006-03-24,707.148
2006-03-27,703.204
2006-03-28,701.687
2006-03-29,698.676
2006-03-30,710.71
2006-03-31,704.178
2006-04-03,707.631
2006-04-04,711.138
2006-04-05,712.291
2006-04-06,710.968
2006-04-07,701.42
2006-04-10,701.836
2006-04-11,691.802
2006-04-12,689.887
2006-04-13,687.835
2006-04-14,687.835
2006-04-17,698.76
2006-04-18,698.329
2006-04-19,710.276
2006-04-20,715.869
2006-04-21,724.844
2006-04-24,723.842
2006-04-25,726.808
2006-04-26,728.041
2006-04-27,733.278
2006-04-28,729.698
2006-05-01,730.973
2006-05-02,733.269
2006-05-03,723.329
2006-05-04,731.665
2006-05-05,742.374
2006-05-08,748.007
2006-05-09,754.507
2006-05-10,753.444
2006-05-11,748.59
2006-05-12,732.697
2006-05-15,722.628
2006-05-16,724.62
2006-05-17,698.256
2006-05-18,697.349
2006-05-19,695.239
2006-05-22,680.665
2006-05-23,697.922
2006-05-24,687.138
2006-05-25,693.949
2006-05-26,700.732
2006-05-29,701.616
2006-05-30,689.764
2006-05-31,698.405
2006-06-01,697.144
2006-06-02,702.061
2006-06-05,697.374
2006-06-06,678.47
2006-06-07,684.364
2006-06-08,657.232
2006-06-09,668.105
2006-06-12,656.783
2006-06-13,642.169
2006-06-14,647.664
2006-06-15,665.896
2006-06-16,660.89
2006-06-19,662.026
2006-06-20,665.858
2006-06-21,668.832
2006-06-22,669.894
2006-06-23,664.964
2006-06-26,665.198
2006-06-27,659.94
2006-06-28,657.542
2006-06-29,670.364
2006-06-30,697.152
2006-07-03,702.601
2006-07-04,704.46
2006-07-05,690.734
2006-07-06,699.296
2006-07-07,700.099
2006-07-10,696.635
2006-07-11,692.706
2006-07-12,693.074
2006-07-13,682.238
2006-07-14,669.31
2006-07-17,658.859
2006-07-18,656.661
2006-07-19,677.471
2006-07-20,685.422
2006-07-21,684.755
2006-07-24,694.062
2006-07-25,691.982
2006-07-26,692.05
2006-07-27,707.803
2006-07-28,717.076
2006-07-31,712.892
2006-08-01,708.301
2006-08-02,719.514
2006-08-03,710.733
2006-08-04,725.428
2006-08-07,714.084
2006-08-08,711.921
2006-08-09,718.805
2006-08-10,708.706
2006-08-11,710.246
2006-08-14,717.198
2006-08-15,728.402
2006-08-16,737.267
2006-08-17,738.734
2006-08-18,735.314
2006-08-21,737.086
2006-08-22,732.055
2006-08-23,726.794
2006-08-24,733.383
2006-08-25,735.749
2006-08-28,743.964
2006-08-29,742.2
2006-08-30,751.169
2006-08-31,748.169
2006-09-01,752.964
2006-09-04,761.899
2006-09-05,754.436
2006-09-06,744.777
2006-09-07,735.756
2006-09-08,733.887
2006-09-11,734.513
2006-09-12,743.966
2006-09-13,748.325
2006-09-14,754.181
2006-09-15,755.907
2006-09-18,756.446
2006-09-19,750.475
2006-09-20,763.101
2006-09-21,765.295
2006-09-22,761.876
2006-09-25,760.394
2006-09-26,768.499
2006-09-27,772.125
2006-09-28,770.365
2006-09-29,771.895
2006-10-02,775.67
2006-10-03,774.318
2006-10-04,777.265
2006-10-05,779.882
2006-10-06,773.54
2006-10-09,775.582
2006-10-10,775.172
2006-10-11,775.806
2006-10-12,778.728
2006-10-13,775.425
2006-10-16,777.674
2006-10-17,767.773
2006-10-18,771.641
2006-10-19,777.816
2006-10-20,775.244
2006-10-23,777.529
2006-10-24,777.296
2006-10-25,778.437
2006-10-26,780.771
2006-10-27,781.033
2006-10-30,776.938
2006-10-31,777.713
2006-11-01,778.231
2006-11-02,775.819
2006-11-03,777.33
2006-11-06,789.148
2006-11-07,798.864
2006-11-08,796.094
2006-11-09,788.129
2006-11-10,791.466
2006-11-13,790.751
2006-11-14,789.369
2006-11-15,792.326
2006-11-16,791.056
2006-11-17,787.209
2006-11-20,784.216
2006-11-21,785.2
2006-11-22,788.938
2006-11-23,787.661
2006-11-24,790.544
2006-11-27,780.024
2006-11-28,782.238
2006-11-29,789.573
2006-11-30,788.801
2006-12-01,785.414
2006-12-04,788.426
2006-12-05,793.631
2006-12-06,791.395
2006-12-07,791.239
2006-12-08,792.018
2006-12-11,794.831
2006-12-12,804.09
2006-12-13,817.812
2006-12-14,824.334
2006-12-15,820.381
2006-12-18,818.485
2006-12-19,822.085
2006-12-20,829.606
2006-12-21,828.825
2006-12-22,822.715
2006-12-25,822.715
2006-12-26,821.433
2006-12-27,831.232
2006-12-28,831.245
2006-12-29,830.361
2007-01-01,830.361
2007-01-02,847.644
2007-01-03,842.41
2007-01-04,837.54
2007-01-05,823.507
2007-01-08,823.727
2007-01-09,831.846
2007-01-10,820.627
2007-01-11,828.954
2007-01-12,835.274
2007-01-15,839.299
2007-01-16,839.163
2007-01-17,836.639
2007-01-18,839.393
2007-01-19,842.056
2007-01-22,837.431
2007-01-23,841.976
2007-01-24,843.42
2007-01-25,838.389
2007-01-26,825.541
2007-01-29,828.304
2007-01-30,832.546
2007-01-31,830.952
2007-02-01,840.65
2007-02-02,842.802
2007-02-05,838.179
2007-02-06,843.88
2007-02-07,854.812
2007-02-08,850.883
2007-02-09,855.33
2007-02-12,845.581
2007-02-13,853.49
2007-02-14,862.107
2007-02-15,859.446
2007-02-16,856.691
2007-02-19,866.972
2007-02-20,868.459
2007-02-21,874.381
2007-02-22,875.302
2007-02-23,880.024
2007-02-26,881.222
2007-02-27,864.154
2007-02-28,848.671
2007-03-01,829.983
2007-03-02,833.391
2007-03-05,822.699
2007-03-06,823.188
2007-03-07,833.402
2007-03-08,845.06
2007-03-09,848.286
2007-03-12,855.811
2007-03-13,847.941
2007-03-14,827.502
2007-03-15,845.678
2007-03-16,847.82
2007-03-19,878.711
2007-03-20,894.085
2007-03-21,898.436
2007-03-22,917.451
2007-03-23,921.995
2007-03-26,914.471
2007-03-27,910.502
2007-03-28,904.717
2007-03-29,911.201
2007-03-30,910.537
2007-04-02,918.943
2007-04-03,928.659
2007-04-04,931.343
2007-04-05,941.231
2007-04-06,941.231
2007-04-09,936.327
2007-04-10,955.44
2007-04-11,953.161
2007-04-12,950.471
2007-04-13,959.602
2007-04-16,986.687
2007-04-17,993.36
2007-04-18,991.834
2007-04-19,986.959
2007-04-20,1000.515
2007-04-23,995.726
2007-04-24,995.991
2007-04-25,1009.167
2007-04-26,1007.316
2007-04-27,1009.395
2007-04-30,1009.535
2007-05-01,1005.762
2007-05-02,1007.438
2007-05-03,1011.777
2007-05-04,1017.458
2007-05-07,1017.473
2007-05-08,998.594
2007-05-09,994.498
2007-05-10,985.539
2007-05-11,991.763
2007-05-14,988.074
2007-05-15,997.653
2007-05-16,987.229
2007-05-17,987.192
2007-05-18,991.138
2007-05-21,988.25
2007-05-22,996.852
2007-05-23,1000.322
2007-05-24,986.362
2007-05-25,991.7
2007-05-28,996.483
2007-05-29,997.435
2007-05-30,990.244
2007-05-31,1000.0
2007-06-01,1000.545
2007-06-04,1007.226
2007-06-05,1005.829
2007-06-06,989.0
2007-06-07,977.457
2007-06-08,970.439
2007-06-11,972.244
2007-06-12,964.423
2007-06-13,964.73
2007-06-14,977.942
2007-06-15,993.448
2007-06-18,994.529
2007-06-19,993.849
2007-06-20,995.9
2007-06-21,987.541
2007-06-22,986.955
2007-06-25,982.751
2007-06-26,979.24
2007-06-27,969.916
2007-06-28,979.678
2007-06-29,984.311
2007-07-02,991.454
2007-07-03,998.841
2007-07-04,1005.533
2007-07-05,999.587
2007-07-06,1004.004
2007-07-09,1005.276
2007-07-10,1005.09
2007-07-11,1007.31
2007-07-12,1021.204
2007-07-13,1027.077
2007-07-16,1036.535
2007-07-17,1034.936
2007-07-18,1024.721
2007-07-19,1034.206
2007-07-20,1024.298
2007-07-23,1026.708
2007-07-24,1014.984
2007-07-25,994.451
2007-07-26,969.192
2007-07-27,955.034
2007-07-30,955.482
2007-07-31,976.122
2007-08-01,950.975
2007-08-02,963.18
2007-08-03,958.063
2007-08-06,954.623
2007-08-07,966.33
2007-08-08,987.751
2007-08-09,956.424
2007-08-10,928.003
2007-08-13,944.777
2007-08-14,934.323
2007-08-15,919.127
2007-08-16,881.798
2007-08-17,915.062
2007-08-20,922.561
2007-08-21,921.648
2007-08-22,937.767
2007-08-23,943.804
2007-08-24,947.152
2007-08-27,950.045
2007-08-28,930.997
2007-08-29,934.231
2007-08-30,941.822
2007-08-31,947.014
2007-09-03,952.96
2007-09-04,958.019
2007-09-05,945.906
2007-09-06,953.828
2007-09-07,943.639
2007-09-10,939.198
2007-09-11,962.235
2007-09-12,970.278
2007-09-13,984.105
2007-09-14,977.373
2007-09-17,970.159
2007-09-18,985.696
2007-09-19,1012.249
2007-09-20,1017.441
2007-09-21,1019.506
2007-09-24,1015.168
2007-09-25,1010.008
2007-09-26,1018.122
2007-09-27,1026.884
2007-09-28,1032.403
2007-10-01,1043.463
2007-10-02,1037.185
2007-10-03,1036.761
2007-10-04,1036.87
2007-10-05,1043.919
2007-10-08,1039.807
2007-10-09,1049.595
2007-10-10,1061.16
2007-10-11,1069.931
2007-10-12,1068.696
2007-10-15,1051.435
2007-10-16,1038.966
2007-10-17,1047.276
2007-10-18,1046.128
2007-10-19,1043.369
2007-10-22,1020.375
2007-10-23,1035.378
2007-10-24,1026.434
2007-10-25,1037.545
2007-10-26,1041.397
2007-10-29,1046.589
2007-10-30,1037.453
2007-10-31,1053.639
2007-11-01,1042.455
2007-11-02,1042.486
2007-11-05,1038.752
2007-11-06,1046.019
2007-11-07,1043.351
2007-11-08,1031.138
2007-11-09,1008.619
2007-11-12,999.972
2007-11-13,1003.595
2007-11-14,1015.274
2007-11-15,998.79
2007-11-16,981.956
2007-11-19,963.737
2007-11-20,971.275
2007-11-21,946.66
2007-11-22,951.24
2007-11-23,972.04
2007-11-26,970.31
2007-11-27,979.694
2007-11-28,991.732
2007-11-29,992.119
2007-11-30,996.064
2007-12-03,987.453
2007-12-04,984.782
2007-12-05,993.207
2007-12-06,994.108
2007-12-07,1004.127
2007-12-10,1019.14
2007-12-11,1016.516
2007-12-12,1011.217
2007-12-13,990.011
2007-12-14,985.517
2007-12-17,966.869
2007-12-18,967.138
2007-12-19,963.569
2007-12-20,966.361
2007-12-21,977.973
2007-12-24,985.872
2007-12-25,985.872
2007-12-26,992.648
2007-12-27,996.689
2007-12-28,1005.776
2007-12-31,1000.278
2008-01-01,1000.278
2008-01-02,994.075
2008-01-03,988.584
2008-01-04,981.639
2008-01-07,979.791
2008-01-08,974.266
2008-01-09,962.41
2008-01-10,956.137
2008-01-11,958.602
2008-01-14,971.157
2008-01-15,942.642
2008-01-16,922.49
2008-01-17,919.309
2008-01-18,887.742
2008-01-21,821.44
2008-01-22,851.184
2008-01-23,820.426
2008-01-24,880.515
2008-01-25,863.494
2008-01-28,872.141
2008-01-29,886.175
2008-01-30,885.334
2008-01-31,883.247
2008-02-01,906.919
2008-02-04,904.174
2008-02-05,864.208
2008-02-06,877.157
2008-02-07,852.843
2008-02-08,847.828
2008-02-11,837.982
2008-02-12,866.013
2008-02-13,863.918
2008-02-14,859.644
2008-02-15,852.52
2008-02-18,873.197
2008-02-19,889.487
2008-02-20,880.393
2008-02-21,903.489
2008-02-22,900.463
2008-02-25,920.366
2008-02-26,938.285
2008-02-27,947.616
2008-02-28,933.222
2008-02-29,919.779
2008-03-03,908.95
2008-03-04,902.565
2008-03-05,920.73
2008-03-06,906.699
2008-03-07,901.517
2008-03-10,887.871
2008-03-11,899.135
2008-03-12,922.032
2008-03-13,914.775
2008-03-14,908.568
2008-03-17,883.276
2008-03-18,910.781
2008-03-19,901.441
2008-03-20,896.355
2008-03-21,896.355
2008-03-24,895.076
2008-03-25,929.629
2008-03-26,935.651
2008-03-27,948.777
2008-03-28,947.669
2008-03-31,950.98
2008-04-01,968.079
2008-04-02,982.853
2008-04-03,973.485
2008-04-04,993.399
2008-04-07,997.057
2008-04-08,994.596
2008-04-09,988.833
2008-04-10,983.111
2008-04-11,973.364
2008-04-14,966.767
2008-04-15,968.352
2008-04-16,996.174
2008-04-17,993.073
2008-04-18,1013.273
2008-04-21,1012.325
2008-04-22,1003.097
2008-04-23,999.441
2008-04-24,987.197
2008-04-25,988.325
2008-04-28,996.514
2008-04-29,984.394
2008-04-30,995.423
2008-05-01,987.846
2008-05-02,1002.212
2008-05-05,1004.828
2008-05-06,999.659
2008-05-07,996.803
2008-05-08,994.291
2008-05-09,986.594
2008-05-12,993.388
2008-05-13,989.954
2008-05-14,1003.574
2008-05-15,1006.982
2008-05-16,1009.234
2008-05-19,1013.604
2008-05-20,1005.415
2008-05-21,1004.4
2008-05-22,1000.385
2008-05-23,991.029
2008-05-26,988.891
2008-05-27,981.069
2008-05-28,989.988
2008-05-29,985.201
2008-05-30,994.946
2008-06-02,984.058
2008-06-03,987.555
2008-06-04,980.561
2008-06-05,990.281
2008-06-06,967.92
2008-06-09,958.165
2008-06-10,938.171
2008-06-11,923.731
2008-06-12,931.591
2008-06-13,932.232
2008-06-16,935.713
2008-06-17,942.038
2008-06-18,923.067
2008-06-19,902.63
2008-06-20,891.791
2008-06-23,874.662
2008-06-24,881.026
2008-06-25,891.975
2008-06-26,871.992
2008-06-27,864.826
2008-06-30,862.413
2008-07-01,842.719
2008-07-02,845.65
2008-07-03,849.606
2008-07-04,835.414
2008-07-07,846.02
2008-07-08,832.118
2008-07-09,857.453
2008-07-10,837.216
2008-07-11,809.865
2008-07-14,819.891
2008-07-15,800.291
2008-07-16,804.967
2008-07-17,838.933
2008-07-18,859.544
2008-07-21,878.356
2008-07-22,872.458
2008-07-23,884.773
2008-07-24,870.231
2008-07-25,850.247
2008-07-28,841.885
2008-07-29,839.277
2008-07-30,849.609
2008-07-31,846.391
2008-08-01,838.919
2008-08-04,844.008
2008-08-05,870.596
2008-08-06,883.48
2008-08-07,865.874
2008-08-08,861.879
2008-08-11,874.76
2008-08-12,877.21
2008-08-13,860.201
2008-08-14,857.23
2008-08-15,852.791
2008-08-18,852.423
2008-08-19,819.18
2008-08-20,824.104
2008-08-21,819.089
2008-08-22,837.938
2008-08-25,828.575
2008-08-26,819.346
2008-08-27,821.649
2008-08-28,839.058
2008-08-29,840.533
2008-09-01,837.664
2008-09-02,854.226
2008-09-03,834.743
2008-09-04,816.194
2008-09-05,799.614
2008-09-08,823.307
2008-09-09,823.047
2008-09-10,810.701
2008-09-11,791.096
2008-09-12,815.266
2008-09-15,780.973
2008-09-16,745.055
2008-09-17,720.222
2008-09-18,712.931
2008-09-19,795.146
2008-09-22,782.175
2008-09-23,764.504
2008-09-24,748.335
2008-09-25,780.422
2008-09-26,743.278
2008-09-29,657.093
2008-09-30,659.654
2008-10-01,670.671
2008-10-02,663.127
2008-10-03,698.161
2008-10-06,609.195
2008-10-07,591.221
2008-10-08,545.224
2008-10-09,531.458
2008-10-10,480.504
2008-10-13,541.337
2008-10-14,565.82
2008-10-15,510.437
2008-10-16,470.425
2008-10-17,449.022
2008-10-20,484.696
2008-10-21,482.63
2008-10-22,443.726
2008-10-23,441.105
2008-10-24,413.089
2008-10-27,378.261
2008-10-28,364.009
2008-10-29,403.396
2008-10-30,408.21
2008-10-31,416.584
2008-11-03,427.337
2008-11-04,474.058
2008-11-05,470.924
2008-11-06,438.893
2008-11-07,446.571
2008-11-10,449.865
2008-11-11,421.834
2008-11-12,408.019
2008-11-13,407.979
2008-11-14,411.695
2008-11-17,396.286
2008-11-18,399.613
2008-11-19,378.211
2008-11-20,355.889
2008-11-21,344.716
2008-11-24,387.406
2008-11-25,386.743
2008-11-26,376.092
2008-11-27,390.844
2008-11-28,385.914
2008-12-01,357.904
2008-12-02,368.67
2008-12-03,375.176
2008-12-04,379.783
2008-12-05,359.121
2008-12-08,402.27
2008-12-09,413.1
2008-12-10,423.509
2008-12-11,429.365
2008-12-12,421.335
2008-12-15,430.552
2008-12-16,434.294
2008-12-17,450.998
2008-12-18,461.559
2008-12-19,443.729
2008-12-22,434.063
2008-12-23,437.684
2008-12-24,436.479
2008-12-25,436.479
2008-12-26,438.586
2008-12-29,444.387
2008-12-30,454.607
2008-12-31,441.366
2009-01-01,441.366
2009-01-02,463.643
2009-01-05,461.263
2009-01-06,464.509
2009-01-07,468.401
2009-01-08,465.435
2009-01-09,466.686
2009-01-12,455.069
2009-01-13,442.926
2009-01-14,413.272
2009-01-15,400.573
2009-01-16,413.069
2009-01-19,397.494
2009-01-20,374.601
2009-01-21,374.317
2009-01-22,374.931
2009-01-23,360.934
2009-01-26,404.791
2009-01-27,402.587
2009-01-28,425.432
2009-01-29,406.822
2009-01-30,392.752
2009-02-02,386.104
2009-02-03,402.009
2009-02-04,403.393
2009-02-05,393.645
2009-02-06,413.65
2009-02-09,426.125
2009-02-10,406.221
2009-02-11,402.914
2009-02-12,389.382
2009-02-13,393.746
2009-02-16,382.145
2009-02-17,356.976
2009-02-18,351.048
2009-02-19,353.975
2009-02-20,333.935
2009-02-23,324.15
2009-02-24,326.198
2009-02-25,321.01
2009-02-26,335.626
2009-02-27,324.306
2009-03-02,304.409
2009-03-03,292.207
2009-03-04,304.442
2009-03-05,281.288
2009-03-06,278.625
2009-03-09,276.43
2009-03-10,301.694
2009-03-11,301.167
2009-03-12,305.384
2009-03-13,308.415
2009-03-16,321.498
2009-03-17,315.147
2009-03-18,317.567
2009-03-19,338.814
2009-03-20,343.544
2009-03-23,363.812
2009-03-24,358.818
2009-03-25,367.848
2009-03-26,368.683
2009-03-27,353.467
2009-03-30,328.621
2009-03-31,339.553
2009-04-01,348.174
2009-04-02,377.885
2009-04-03,380.647
2009-04-06,373.87
2009-04-07,365.509
2009-04-08,369.264
2009-04-09,385.269
2009-04-10,385.269
2009-04-13,388.536
2009-04-14,397.528
2009-04-15,395.578
2009-04-16,397.46
2009-04-17,400.884
2009-04-20,376.691
2009-04-21,379.949
2009-04-22,388.508
2009-04-23,385.747
2009-04-24,398.455
2009-04-27,392.833
2009-04-28,387.689
2009-04-29,405.636
2009-04-30,420.044
2009-05-01,420.107
2009-05-04,441.574
2009-05-05,445.726
2009-05-06,449.099
2009-05-07,460.475
2009-05-08,473.982
2009-05-11,471.35
2009-05-12,465.662
2009-05-13,446.265
2009-05-14,444.887
2009-05-15,455.682
2009-05-18,470.306
2009-05-19,480.006
2009-05-20,492.769
2009-05-21,480.456
2009-05-22,493.527
2009-05-25,494.056
2009-05-26,496.75
2009-05-27,490.328
2009-05-28,476.102
2009-05-29,477.402
2009-06-01,494.202
2009-06-02,501.472
2009-06-03,492.323
2009-06-04,489.96
2009-06-05,490.935
2009-06-08,475.827
2009-06-09,481.011
2009-06-10,489.063
2009-06-11,491.802
2009-06-12,488.964
2009-06-15,467.042
2009-06-16,460.215
2009-06-17,444.886
2009-06-18,456.585
2009-06-19,457.605
2009-06-22,440.95
2009-06-23,441.214
2009-06-24,457.777
2009-06-25,452.753
2009-06-26,459.521
2009-06-29,467.905
2009-06-30,463.374
2009-07-01,475.546
2009-07-02,457.79
2009-07-03,459.52
2009-07-06,447.097
2009-07-07,448.23
2009-07-08,434.879
2009-07-09,443.778
2009-07-10,434.095
2009-07-13,451.4
2009-07-14,458.249
2009-07-15,480.876
2009-07-16,487.913
2009-07-17,493.745
2009-07-20,503.881
2009-07-21,506.496
2009-07-22,507.042
2009-07-23,520.72
2009-07-24,519.546
2009-07-27,525.24
2009-07-28,514.21
2009-07-29,525.716
2009-07-30,538.206
2009-07-31,547.624
2009-08-03,569.988
2009-08-04,566.721
2009-08-05,567.046
2009-08-06,567.987
2009-08-07,567.719
2009-08-10,567.521
2009-08-11,553.442
2009-08-12,565.013
2009-08-13,577.149
2009-08-14,566.767
2009-08-17,546.826
2009-08-18,552.471
2009-08-19,554.629
2009-08-20,561.724
2009-08-21,580.197
2009-08-24,595.212
2009-08-25,602.269
2009-08-26,594.096
2009-08-27,591.134
2009-08-28,605.792
2009-08-31,595.196
2009-09-01,579.044
2009-09-02,565.696
2009-09-03,571.125
2009-09-04,584.88
2009-09-07,604.261
2009-09-08,617.404
2009-09-09,628.892
2009-09-10,633.652
2009-09-11,637.423
2009-09-14,630.161
2009-09-15,628.532
2009-09-16,650.177
2009-09-17,662.183
2009-09-18,658.72
2009-09-21,651.987
2009-09-22,661.016
2009-09-23,660.923
2009-09-24,645.46
2009-09-25,640.823
2009-09-28,652.076
2009-09-29,652.035
2009-09-30,658.736
2009-10-01,639.762
2009-10-02,622.525
2009-10-05,628.712
2009-10-06,658.866
2009-10-07,657.853
2009-10-08,678.914
2009-10-09,679.917
2009-10-12,696.617
2009-10-13,692.658
2009-10-14,710.633
2009-10-15,711.022
2009-10-16,694.597
2009-10-19,706.085
2009-10-20,700.147
2009-10-21,698.728
2009-10-22,686.778
2009-10-23,688.604
2009-10-26,650.362
2009-10-27,632.204
2009-10-28,603.7
2009-10-29,626.551
2009-10-30,608.592
2009-11-02,612.423
2009-11-03,601.443
2009-11-04,626.027
2009-11-05,636.49
2009-11-06,633.982
2009-11-09,660.568
2009-11-10,651.699
2009-11-11,668.464
2009-11-12,660.48
2009-11-13,659.742
2009-11-16,674.155
2009-11-17,661.947
2009-11-18,665.437
2009-11-19,648.427
2009-11-20,639.633
2009-11-23,661.463
2009-11-24,656.389
2009-11-25,667.525
2009-11-26,636.422
2009-11-27,637.209
2009-11-30,623.755
2009-12-01,652.6
2009-12-02,648.195
2009-12-03,649.005
2009-12-04,647.298
2009-12-07,638.929
2009-12-08,624.899
2009-12-09,614.534
2009-12-10,627.743
2009-12-11,631.197
2009-12-14,640.655
2009-12-15,644.674
2009-12-16,657.906
2009-12-17,645.688
2009-12-18,632.946
2009-12-21,644.752
2009-12-22,642.091
2009-12-23,647.842
2009-12-24,651.137
2009-12-25,651.137
2009-12-28,658.32
2009-12-29,662.578
2009-12-30,651.159
2009-12-31,654.144
2010-01-01,654.144
2010-01-04,677.786
2010-01-05,680.678
2010-01-06,677.727
2010-01-07,676.066
2010-01-08,681.361
2010-01-11,686.136
2010-01-12,676.289
2010-01-13,679.996
2010-01-14,682.699
2010-01-15,669.974
2010-01-18,675.66
2010-01-19,667.777
2010-01-20,645.68
2010-01-21,634.132
2010-01-22,630.514
2010-01-25,638.423
2010-01-26,639.358
2010-01-27,637.22
2010-01-28,626.654
2010-01-29,633.323
2010-02-01,643.822
2010-02-02,652.583
2010-02-03,651.463
2010-02-04,618.056
2010-02-05,592.473
2010-02-08,591.181
2010-02-09,597.45
2010-02-10,602.802
2010-02-11,595.773
2010-02-12,592.749
2010-02-15,593.843
2010-02-16,598.658
2010-02-17,614.442
2010-02-18,612.134
2010-02-19,606.231
2010-02-22,612.396
2010-02-23,598.138
2010-02-24,599.04
2010-02-25,579.097
2010-02-26,592.151
2010-03-01,602.587
2010-03-02,610.902
2010-03-03,626.637
2010-03-04,622.262
2010-03-05,638.287
2010-03-08,635.499
2010-03-09,634.285
2010-03-10,646.203
2010-03-11,644.001
2010-03-12,650.406
2010-03-15,637.353
2010-03-16,650.162
2010-03-17,659.075
2010-03-18,647.833
2010-03-19,639.453
2010-03-22,636.698
2010-03-23,646.468
2010-03-24,636.666
2010-03-25,647.009
2010-03-26,646.872
2010-03-29,651.476
2010-03-30,647.98
2010-03-31,653.717
2010-04-01,670.852
2010-04-02,670.852
2010-04-05,669.316
2010-04-06,671.941
2010-04-07,663.219
2010-04-08,656.9
2010-04-09,671.792
2010-04-12,680.827
2010-04-13,679.889
2010-04-14,687.325
2010-04-15,685.313
2010-04-16,669.274
2010-04-19,667.274
2010-04-20,685.061
2010-04-21,676.176
2010-04-22,665.807
2010-04-23,677.158
2010-04-26,687.342
2010-04-27,660.859
2010-04-28,639.285
2010-04-29,651.871
2010-04-30,649.197
2010-05-03,648.875
2010-05-04,613.98
2010-05-05,598.732
2010-05-06,578.34
2010-05-07,546.735
2010-05-10,616.211
2010-05-11,604.957
2010-05-12,621.272
2010-05-13,616.356
2010-05-14,588.932
2010-05-17,583.895
2010-05-18,596.327
2010-05-19,573.549
2010-05-20,556.618
2010-05-21,566.889
2010-05-24,558.272
2010-05-25,530.253
2010-05-26,546.708
2010-05-27,567.535
2010-05-28,569.425
2010-05-31,567.782
2010-06-01,568.102
2010-06-02,563.762
2010-06-03,572.689
2010-06-04,553.134
2010-06-07,540.996
2010-06-08,535.601
2010-06-09,549.567
2010-06-10,563.187
2010-06-11,564.577
2010-06-14,581.933
2010-06-15,589.825
2010-06-16,592.245
2010-06-17,598.757
2010-06-18,602.222
2010-06-21,608.84
2010-06-22,602.653
2010-06-23,594.755
2010-06-24,588.784
2010-06-25,580.289
2010-06-28,590.402
2010-06-29,560.944
2010-06-30,562.095
2010-07-01,560.063
2010-07-02,569.538
2010-07-05,561.89
2010-07-06,582.671
2010-07-07,591.951
2010-07-08,605.494
2010-07-09,603.272
2010-07-12,604.226
2010-07-13,621.65
2010-07-14,624.422
2010-07-15,622.916
2010-07-16,612.105
2010-07-19,610.036
2010-07-20,602.18
2010-07-21,612.322
2010-07-22,633.602
2010-07-23,632.555
2010-07-26,646.593
2010-07-27,662.956
2010-07-28,661.851
2010-07-29,668.428
2010-07-30,655.542
2010-08-02,686.181
2010-08-03,684.98
2010-08-04,681.694
2010-08-05,684.272
2010-08-06,680.252
2010-08-09,685.484
2010-08-10,668.099
2010-08-11,644.877
2010-08-12,635.542
2010-08-13,635.227
2010-08-16,635.87
2010-08-17,647.153
2010-08-18,644.228
2010-08-19,634.627
2010-08-20,617.964
2010-08-23,616.593
2010-08-24,605.307
2010-08-25,596.986
2010-08-26,608.705
2010-08-27,615.229
2010-08-30,610.966
2010-08-31,616.554
2010-09-01,639.686
2010-09-02,645.026
2010-09-03,651.558
2010-09-06,654.645
2010-09-07,638.888
